,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,migrated_from,closed_date,closed_reason,community_owned_date
2000,"['jquery', 'html']","{'account_id': 1396204, 'reputation': 1520, 'user_id': 1325901, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/gCn92.jpg?s=256&g=1', 'display_name': 'Vikas Gupta', 'link': 'https://stackoverflow.com/users/1325901/vikas-gupta'}",True,1038,1,2,1339567629,1337928140,,10749692,CC BY-SA 3.0,https://stackoverflow.com/questions/10749692/jquery-to-redirect-from-one-page-to-another-page,Jquery : To redirect from one page to another page,11009093.0,,,,,
2001,"['html', 'localhost']","{'account_id': 1371766, 'reputation': 116, 'user_id': 1306735, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4912ec23958bdedc3e4995ce6db66ed9?s=256&d=identicon&r=PG', 'display_name': 'ert3', 'link': 'https://stackoverflow.com/users/1306735/ert3'}",False,405,1,0,1339542128,1337455027,,10668148,CC BY-SA 3.0,https://stackoverflow.com/questions/10668148/how-can-i-test-virtual-includes-on-my-local-machine,How Can I test Virtual Includes on my local machine,,,,,,
2002,"['javascript', 'html', 'blackberry', 'cordova', 'blackberry-simulator']","{'account_id': 1247339, 'reputation': 11896, 'user_id': 1208510, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/qKI9u.png?s=256&g=1', 'display_name': 'Rahul Baradia', 'link': 'https://stackoverflow.com/users/1208510/rahul-baradia'}",True,145,1,0,1339533661,1337666858,1337698358.0,10696585,CC BY-SA 3.0,https://stackoverflow.com/questions/10696585/how-to-display-the-url-of-the-current-document-in-blackberry-phonegap-using-jav,"How to display the URL of the current document in Blackberry Phonegap, using Javascript?",11004545.0,,,,,
2003,"['html', 'css']","{'account_id': 1517528, 'reputation': 13, 'user_id': 1418172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a63f0a36f8d2fae7ca2d538b7772000?s=256&d=identicon&r=PG', 'display_name': 'Steven Thompson', 'link': 'https://stackoverflow.com/users/1418172/steven-thompson'}",True,65,1,0,1339525580,1337975987,1339525580.0,10760661,CC BY-SA 3.0,https://stackoverflow.com/questions/10760661/menu-not-functioning-properly,Menu not functioning properly,10761008.0,,,,,
2004,"['image', 'html', 'canvas', 'safari', 'cors']","{'account_id': 273265, 'reputation': 4362, 'user_id': 564761, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/1005cfd76e1ccfc8ecade26226602b46?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/564761/john'}",True,1438,1,5,1339519473,1337625353,1337637022.0,10690686,CC BY-SA 3.0,https://stackoverflow.com/questions/10690686/cross-origin-resource-sharing-headers-not-working-only-for-safari,Cross Origin Resource Sharing Headers not working only for safari,11001042.0,,,,,
2005,"['jquery', 'html', 'asp.net-mvc', 'events', 'razor']","{'account_id': 1171540, 'reputation': 2543, 'user_id': 1148619, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/BBLJP.jpg?s=256&g=1', 'display_name': 'Ben Sewards', 'link': 'https://stackoverflow.com/users/1148619/ben-sewards'}",True,12322,2,2,1339518956,1335817333,1339518956.0,10390080,CC BY-SA 3.0,https://stackoverflow.com/questions/10390080/selecting-all-options-from-selectlist-on-button-submit-before-post,"Selecting all options from SelectList on button submit, before POST",10394272.0,,,,,
2006,"['javascript', 'html', 'jquery-ui', 'draggable', 'droppable']","{'account_id': 20321, 'reputation': 86275, 'user_id': 48465, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/3d575ee50a8388454791b5f8e2841ba2?s=256&d=identicon&r=PG', 'display_name': 'Jader Dias', 'link': 'https://stackoverflow.com/users/48465/jader-dias'}",True,6577,1,5,1339516866,1337877008,,10741593,CC BY-SA 3.0,https://stackoverflow.com/questions/10741593/how-to-make-some-elements-draggable-and-other-droppable-using-html5,How to make some elements draggable and other droppable using HTML5?,,,,,,
2007,"['html', 'google-chrome', 'animation', 'twitter-bootstrap']","{'account_id': 1473940, 'reputation': 125, 'user_id': 1384825, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/90dcde0aae731ce6ed4a247578694cd6?s=256&d=identicon&r=PG', 'display_name': 'ricardo', 'link': 'https://stackoverflow.com/users/1384825/ricardo'}",True,456,1,3,1339511502,1336573285,1336574993.0,10518045,CC BY-SA 3.0,https://stackoverflow.com/questions/10518045/rendering-bug-in-chrome,Rendering bug in Chrome,10998826.0,,,,,
2008,"['javascript', 'html', 'actionscript-3', 'security']","{'account_id': 424476, 'reputation': 6978, 'user_id': 804495, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/0ce15ea7e32a97fed041e271fa046c73?s=256&d=identicon&r=PG', 'display_name': 'apscience', 'link': 'https://stackoverflow.com/users/804495/apscience'}",True,2580,7,7,1339503089,1338274714,1339107237.0,10794475,CC BY-SA 3.0,https://stackoverflow.com/questions/10794475/how-can-a-swf-inject-content-into-a-webpage,How can a SWF inject content into a webpage,10902813.0,,,,,
2009,"['jquery', 'html', 'css']","{'account_id': 1110699, 'reputation': 1861, 'user_id': 1101208, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/6bfb2b0ba50bca8815bc190daaabdac4?s=256&d=identicon&r=PG', 'display_name': 'designersvsoft', 'link': 'https://stackoverflow.com/users/1101208/designersvsoft'}",True,561,4,0,1339481890,1337755404,,10714756,CC BY-SA 3.0,https://stackoverflow.com/questions/10714756/text-effect-display-after-the-page-load,Text effect display after the page load,,,,,,
2010,"['html', 'css', 'twitter-bootstrap']","{'account_id': 208464, 'reputation': 418, 'user_id': 458966, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c665d5c046eb8dc2c14c22e2f65463af?s=256&d=identicon&r=PG', 'display_name': 'Ian Unruh', 'link': 'https://stackoverflow.com/users/458966/ian-unruh'}",True,1340,1,0,1339458265,1338205649,1339458265.0,10784176,CC BY-SA 3.0,https://stackoverflow.com/questions/10784176/bootstrap-scaffolding-3600x1920,Bootstrap Scaffolding @ 3600x1920,10790423.0,,,,,
2011,"['asp.net', 'html']","{'account_id': 1118595, 'reputation': 465, 'user_id': 1107377, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/afc10b460a7cadc58b90473686466dfe?s=256&d=identicon&r=PG', 'display_name': 'JADE', 'link': 'https://stackoverflow.com/users/1107377/jade'}",False,261,1,3,1339439082,1337157336,1339155356.0,10614806,CC BY-SA 3.0,https://stackoverflow.com/questions/10614806/how-to-avoid-page-being-refreshed-when-using-setfocusonerror-true,How to avoid page being refreshed when using SetFocusOnError=&quot;true&quot;,,,,,,
2012,"['javascript', 'html', 'dom']","{'account_id': 1507688, 'reputation': 477, 'user_id': 1410677, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/0424d8b7d39d49ab4d5ddbeb13daa0cf?s=256&d=identicon&r=PG', 'display_name': 'cvoigt', 'link': 'https://stackoverflow.com/users/1410677/cvoigt'}",True,1933,2,2,1339395594,1338393666,1339395594.0,10819972,CC BY-SA 3.0,https://stackoverflow.com/questions/10819972/getelementsbytagnametag-length,GetElementsByTagName(tag).length,10820006.0,,,,,
2013,"['php', 'jquery', 'ajax', 'html', 'form-submit']","{'account_id': 175197, 'reputation': 5925, 'user_id': 405046, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/a3b050caf7623494332d9cd9f71611b0?s=256&d=identicon&r=PG', 'display_name': 'Yustme', 'link': 'https://stackoverflow.com/users/405046/yustme'}",True,12071,3,-1,1339393317,1336902774,1339393317.0,10570825,CC BY-SA 3.0,https://stackoverflow.com/questions/10570825/stay-on-page-after-submitting-form,Stay on page after submitting form,10571010.0,,,,,
2014,"['jquery', 'html', 'dom', 'parents']","{'account_id': 1426586, 'reputation': 9461, 'user_id': 2005622, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/eAm9L.jpg?s=256&g=1', 'display_name': 'Ali Bassam', 'link': 'https://stackoverflow.com/users/2005622/ali-bassam'}",True,5281,3,11,1339353907,1336198638,1336198724.0,10459418,CC BY-SA 3.0,https://stackoverflow.com/questions/10459418/how-to-reach-the-uncle-using-jquery,How to reach the uncle using jquery,10459427.0,,,,,
2015,"['html', 'anchor']","{'account_id': 1457245, 'reputation': 71, 'user_id': 1372522, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/644a7dcb8a60074de2beafa692a56a6a?s=256&d=identicon&r=PG', 'display_name': 'Jamie', 'link': 'https://stackoverflow.com/users/1372522/jamie'}",True,1865,2,0,1339342389,1336076916,1339342389.0,10438859,CC BY-SA 3.0,https://stackoverflow.com/questions/10438859/anchor-tag-page-jump,Anchor tag page jump,,,,,,
2016,"['html', 'seo', 'anchor', 'href']","{'account_id': 946666, 'reputation': 688, 'user_id': 973794, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OxyTE.png?s=256&g=1', 'display_name': 'Sharan', 'link': 'https://stackoverflow.com/users/973794/sharan'}",True,1335,3,1,1339342203,1338404643,1339342203.0,10822605,CC BY-SA 3.0,https://stackoverflow.com/questions/10822605/seo-importance-of-href-value-in-anchor-tags,Seo - Importance of href value in anchor tags?,10830754.0,,,,,
2017,"['php', 'mysql', 'html']","{'account_id': 1442878, 'reputation': 29, 'user_id': 1362435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34149b2a3f4b7459cce225a20fde6039?s=256&d=identicon&r=PG', 'display_name': 'NickkN', 'link': 'https://stackoverflow.com/users/1362435/nickkn'}",True,84,2,3,1339330213,1338343702,1339330213.0,10809131,CC BY-SA 3.0,https://stackoverflow.com/questions/10809131/badge-reason-error,Badge reason error,,,,,,
2018,"['javascript', 'html']","{'account_id': 1177250, 'reputation': 135, 'user_id': 1152940, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/95252575212e2be18c053b11ff7004c5?s=256&d=identicon&r=PG', 'display_name': 'Nicholas Arehart', 'link': 'https://stackoverflow.com/users/1152940/nicholas-arehart'}",True,170,1,0,1339325486,1337893615,,10745283,CC BY-SA 3.0,https://stackoverflow.com/questions/10745283/animatedcollapse-moving-other-elements,animatedcollapse moving other elements,10967030.0,,,,,
2019,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1456436, 'reputation': 2104, 'user_id': 1371896, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/0f07e48aeb27fd3893621e6255852217?s=256&d=identicon&r=PG', 'display_name': 'user1371896', 'link': 'https://stackoverflow.com/users/1371896/user1371896'}",True,116,4,0,1339262027,1338036269,1338036673.0,10766316,CC BY-SA 3.0,https://stackoverflow.com/questions/10766316/using-z-index-in-correct-way,using z-index in correct way,10766889.0,,,,,
2020,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1265361, 'reputation': 253, 'user_id': 1222771, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/85750eddc1534a79b4c964183e1ce7f1?s=256&d=identicon&r=PG', 'display_name': 'Sushil Raghav', 'link': 'https://stackoverflow.com/users/1222771/sushil-raghav'}",True,498,5,1,1339261535,1336725182,,10548030,CC BY-SA 3.0,https://stackoverflow.com/questions/10548030/can-we-use-height-in-percentage-in-css,Can we use height in percentage in css?,10548063.0,,,,,
2021,"['javascript', 'jquery', 'html', 'css', 'draggable']","{'account_id': 147598, 'reputation': 5501, 'user_id': 358820, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/ivz3L.jpg?s=256&g=1', 'display_name': 'Aviran Cohen', 'link': 'https://stackoverflow.com/users/358820/aviran-cohen'}",True,164,1,2,1339254944,1338112886,1339254944.0,10773106,CC BY-SA 3.0,https://stackoverflow.com/questions/10773106/draggable-limited-in-movement,Draggable limited in movement,10773130.0,,,,,
2022,"['jquery', 'html', 'ajax', 'jquery-ui', 'jquery-ui-datepicker']","{'account_id': 249229, 'reputation': 3868, 'user_id': 525146, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/7ff17f4cc5df0927f6a86c8d51d6f3c9?s=256&d=identicon&r=PG', 'display_name': 'user525146', 'link': 'https://stackoverflow.com/users/525146/user525146'}",True,511,2,-2,1339245326,1335824696,1339245326.0,10391365,CC BY-SA 3.0,https://stackoverflow.com/questions/10391365/ajax-datepicker-jquery-ui,ajax datepicker jquery ui,10391412.0,,,,,
2023,"['html', 'svg']","{'account_id': 1056870, 'reputation': 2704, 'user_id': 1059371, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/57d0981fff412c1e55f530a437396f0e?s=256&d=identicon&r=PG', 'display_name': 'alapeno', 'link': 'https://stackoverflow.com/users/1059371/alapeno'}",True,5194,1,4,1339240107,1336602399,,10524978,CC BY-SA 3.0,https://stackoverflow.com/questions/10524978/html5-svg-preserveaspectratio-none-not-working-in-firefox,HTML5/SVG: preserveAspectRatio &quot;none&quot; not working in Firefox,,,,,,
2024,"['jquery', 'css', 'xcode', 'html', 'jquery-mobile']","{'account_id': 1285846, 'reputation': 3636, 'user_id': 1238934, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/d08479fd335568c34297b9e8283e2178?s=256&d=identicon&r=PG', 'display_name': 'Jaume', 'link': 'https://stackoverflow.com/users/1238934/jaume'}",True,557,2,0,1339231619,1338452283,,10829801,CC BY-SA 3.0,https://stackoverflow.com/questions/10829801/jquery-mobile-fixed-navbar-position-on-ios-4,jquery mobile fixed navBar position on iOS 4,10959620.0,,,,,
2025,"['html', 'css']","{'account_id': 1437865, 'reputation': 1049, 'user_id': 1358860, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cc868563ef97522d05504dba99e241f9?s=256&d=identicon&r=PG', 'display_name': 'josmith', 'link': 'https://stackoverflow.com/users/1358860/josmith'}",True,60,2,1,1339229508,1336217998,,10461488,CC BY-SA 3.0,https://stackoverflow.com/questions/10461488/issue-with-layout-content-3-pictures,Issue with layout (content 3 pictures),10463528.0,,,,,
2026,"['jquery', 'html', 'ajax', 'event-handling']","{'account_id': 139820, 'reputation': 3625, 'user_id': 345657, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/7be03bb3feacf5808b6ba0653a0bc708?s=256&d=identicon&r=PG', 'display_name': 'Moss', 'link': 'https://stackoverflow.com/users/345657/moss'}",True,567,1,0,1339181413,1338365834,,10812468,CC BY-SA 3.0,https://stackoverflow.com/questions/10812468/is-there-really-a-way-to-do-seamless-page-loads-with-complex-pages-nested-ajax,"Is there really a way to do seamless page loads, with complex pages, nested AJAX?",10954478.0,,,,,
2027,"['javascript', 'html', 'local-storage']","{'account_id': 1261991, 'reputation': 2657, 'user_id': 1220013, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/370b8eddeb77eeafc48724d1077d9dca?s=256&d=identicon&r=PG', 'display_name': 'ewein', 'link': 'https://stackoverflow.com/users/1220013/ewein'}",True,601,1,1,1339167354,1336417666,,10487630,CC BY-SA 3.0,https://stackoverflow.com/questions/10487630/html5-local-storage-error,HTML5 Local Storage Error,10951245.0,,,,,
2028,"['html', 'styles']","{'account_id': 1499345, 'reputation': 13, 'user_id': 1404516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c1dac283e01280be038334e6116c7b7?s=256&d=identicon&r=PG', 'display_name': 'user1404516', 'link': 'https://stackoverflow.com/users/1404516/user1404516'}",True,787,1,1,1339167148,1337391217,,10661606,CC BY-SA 3.0,https://stackoverflow.com/questions/10661606/html5-div-styles-not-working,HTML5 div styles not working,10951192.0,,,,,
2029,"['javascript', 'html', 'sqlite', 'jaydata']","{'account_id': 1400287, 'reputation': 264, 'user_id': 1329199, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/a6af62e6cc6660331bd7a1c864891a0e?s=256&d=identicon&r=PG', 'display_name': 'Lunatikzx', 'link': 'https://stackoverflow.com/users/1329199/lunatikzx'}",True,1581,3,3,1339161455,1338306478,1338308932.0,10802478,CC BY-SA 3.0,https://stackoverflow.com/questions/10802478/sqlite-and-jaydata,SQLite and JayData,10833351.0,,,,,
2030,"['html', 'css', 'internet-explorer-9']","{'account_id': 1329334, 'reputation': 1053, 'user_id': 1273547, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/3ae744929a5e5130b6ade00504710a65?s=256&d=identicon&r=PG', 'display_name': 'Jhilom', 'link': 'https://stackoverflow.com/users/1273547/jhilom'}",False,60,1,0,1339106138,1337754112,,10714530,CC BY-SA 3.0,https://stackoverflow.com/questions/10714530/ie9-textbox-autocomplition-coming-on-outside-on-a-textareabox,IE9 Textbox Autocomplition coming on outside on a textareabox,,,,,,
2031,"['html', 'css', 'resize', 'liquid']","{'account_id': 1462521, 'reputation': 11, 'user_id': 1376411, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a38da6665c4034070885ee17ef98dad?s=256&d=identicon&r=PG', 'display_name': 'TakashiKato78', 'link': 'https://stackoverflow.com/users/1376411/takashikato78'}",False,981,2,1,1339105447,1336201934,,10459752,CC BY-SA 3.0,https://stackoverflow.com/questions/10459752/footer-pushes-up-to-resize-image-in-content-div,Footer pushes up to resize image in Content div,,,,,,
2032,"['javascript', 'jquery', 'html', 'jquery-selectors']","{'account_id': 932582, 'reputation': 898, 'user_id': 962136, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/1af95ad943c7b3abfcf226092d66f4f2?s=256&d=identicon&r=PG', 'display_name': 'Jiminy Cricket', 'link': 'https://stackoverflow.com/users/962136/jiminy-cricket'}",True,8652,2,12,1339102727,1336565791,1339102727.0,10515888,CC BY-SA 3.0,https://stackoverflow.com/questions/10515888/combine-two-selectors-with-one-jquery-object,Combine two selectors with one jQuery object,10515905.0,,,,,
2033,"['php', 'html', 'shell', 'scripting', 'webpage']","{'account_id': 1446681, 'reputation': 25, 'user_id': 1383958, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/761e32d5f6b2bc2c0918e4b52852b681?s=256&d=identicon&r=PG', 'display_name': 'Sarge888', 'link': 'https://stackoverflow.com/users/1383958/sarge888'}",True,836,2,2,1339089571,1336549230,,10511784,CC BY-SA 3.0,https://stackoverflow.com/questions/10511784/possible-to-manage-linux-services-from-website,Possible to manage linux services from website?,,,,,,
2034,"['javascript', 'html', 'dom']","{'account_id': 335141, 'reputation': 17953, 'user_id': 662063, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/lIJyE.png?s=256&g=1', 'display_name': 'cc young', 'link': 'https://stackoverflow.com/users/662063/cc-young'}",True,208,2,4,1339088097,1336356738,1339088097.0,10475919,CC BY-SA 3.0,https://stackoverflow.com/questions/10475919/in-html-can-language-input-be-changed-on-an-item-basis,"in html, can language input be changed on an ITEM basis?",10476785.0,,,,,
2035,"['html', 'browser', 'tags']","{'user_type': 'does_not_exist', 'display_name': 'user1293029'}",True,67,1,0,1339088092,1336394610,1339088092.0,10482291,,https://stackoverflow.com/questions/10482291/create-my-personal-browser-language,Create my personal browser language,10482401.0,,,1336504201.0,not constructive,
2036,"['javascript', 'html', 'textarea']","{'account_id': 1057897, 'reputation': 18345, 'user_id': 1060205, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/afde4ef61e4dfe26ad08982021e78447?s=256&d=identicon&r=PG', 'display_name': 'Samuel Rossille', 'link': 'https://stackoverflow.com/users/1060205/samuel-rossille'}",True,1405,2,2,1339086118,1337362239,1337362943.0,10657161,CC BY-SA 3.0,https://stackoverflow.com/questions/10657161/is-it-possible-watch-the-caret-position-in-a-textarea-without-polling,Is it possible watch the caret position in a textarea without polling?,10935834.0,,,,,
2037,"['javascript', 'html', 'jsp']","{'account_id': 38907, 'reputation': 52284, 'user_id': 111988, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/fr2X6.jpg?s=256&g=1', 'display_name': 'Sunil Kumar Sahoo', 'link': 'https://stackoverflow.com/users/111988/sunil-kumar-sahoo'}",True,2899,1,0,1339074293,1336195438,1336195971.0,10459125,CC BY-SA 3.0,https://stackoverflow.com/questions/10459125/how-to-set-transparent-background-of-any-page,How to set transparent background of any page,10459302.0,,,,,
2038,"['html', 'wordpress']","{'account_id': 880404, 'reputation': 2248, 'user_id': 998078, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/80f26e1935b0884b8ea58d6b7744a36f?s=256&d=identicon&r=PG', 'display_name': 'Todd Partridge &#39;Gen2ly&#39;', 'link': 'https://stackoverflow.com/users/998078/todd-partridge-gen2ly'}",True,285,3,0,1339070995,1337913547,,10747802,CC BY-SA 3.0,https://stackoverflow.com/questions/10747802/embed-a-script-from-github-in-wordpress-posts,Embed a script from github in wordpress posts,10931503.0,,,,,
2039,"['php', 'html', 'printing', 'server-side']","{'account_id': 208918, 'reputation': 515, 'user_id': 459690, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/51e6c7236b822a61dc153c26751ff06f?s=256&d=identicon&r=PG', 'display_name': 'Salman Khimani', 'link': 'https://stackoverflow.com/users/459690/salman-khimani'}",True,3071,3,0,1339068480,1338356157,1338356581.0,10810521,CC BY-SA 3.0,https://stackoverflow.com/questions/10810521/server-side-printing-in-php-5,Server side printing in PHP 5,10930921.0,,,,,
2040,"['php', 'mysql', 'html']","{'account_id': 83324, 'reputation': 15428, 'user_id': 233679, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d3d5963e03d6556ce76ff1799c43939e?s=256&d=identicon&r=PG', 'display_name': 'PHP Ferrari', 'link': 'https://stackoverflow.com/users/233679/php-ferrari'}",True,56,1,0,1339044836,1337161874,1337163593.0,10616070,CC BY-SA 3.0,https://stackoverflow.com/questions/10616070/reformat-array-in-select-tag,Reformat array in &lt;select&gt; tag,10616128.0,,,,,
2041,"['html', 'css', 'ios', 'uiwebview']","{'account_id': 975848, 'reputation': 11447, 'user_id': 997084, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/cd70e56037b5102385e57f68ff16214f?s=256&d=identicon&r=PG', 'display_name': 'tiguero', 'link': 'https://stackoverflow.com/users/997084/tiguero'}",True,244,1,0,1339019782,1337351393,1339019782.0,10654533,CC BY-SA 3.0,https://stackoverflow.com/questions/10654533/how-to-center-a-succession-of-icons-and-captions-on-the-same-line-uiwebview,How to center a succession of icons and captions on the same line (UIWebView),10743719.0,,,,,
2042,"['android', 'html', 'webview', 'orientation', 'media-queries']","{'account_id': 1279020, 'reputation': 1993, 'user_id': 1233587, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/086e740d7576623f9595d5c2078d47cc?s=256&d=identicon&r=PG', 'display_name': 'user1233587', 'link': 'https://stackoverflow.com/users/1233587/user1233587'}",False,797,1,3,1339015176,1337242084,,10631983,CC BY-SA 3.0,https://stackoverflow.com/questions/10631983/media-query-for-orientation-change-in-android,media query for orientation change in android,,,,,,
2043,"['javascript', 'html', 'onmouseover', 'onmouseout']","{'account_id': 1319685, 'reputation': 26572, 'user_id': 1265753, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/7af2b6fd0dc9f7917d63fe028e85295d?s=256&d=identicon&r=PG', 'display_name': 'karaxuna', 'link': 'https://stackoverflow.com/users/1265753/karaxuna'}",True,1278,3,3,1339005368,1338360961,1339005368.0,10811370,CC BY-SA 3.0,https://stackoverflow.com/questions/10811370/onmouseover-fails-in-chrome-when-posting-or-leaving-page,onmouseover fails in chrome when posting or leaving page,10894953.0,,,,,
2044,"['css', 'html']","{'account_id': 202235, 'reputation': 3202, 'user_id': 449187, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/78d3735bdbad559fb2d82c3baad81cd3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Johnbabu Koppolu', 'link': 'https://stackoverflow.com/users/449187/johnbabu-koppolu'}",True,78,3,1,1339001052,1338309273,1339001052.0,10803198,CC BY-SA 3.0,https://stackoverflow.com/questions/10803198/place-the-contents-of-a-div-at-the-center,Place the contents of a div at the center,10803778.0,,,,,
2045,"['php', 'html', 'simple-html-dom', 'web-crawler']","{'user_type': 'does_not_exist', 'display_name': 'user987346'}",True,4807,4,2,1338998543,1338270092,1338271292.0,10793612,CC BY-SA 3.0,https://stackoverflow.com/questions/10793612/how-to-get-last-lis-anchor-tag-with-simple-dom-html-in-php,How to get last li&#39;s anchor tag with simple dom html in php,10793866.0,,,,,
2046,"['iphone', 'html', 'css', 'safari', 'sencha-touch-2']","{'account_id': 1313065, 'reputation': 788, 'user_id': 1260628, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8f7488b893ccbc468a983b7cabfa519e?s=256&d=identicon&r=PG', 'display_name': 'd_mcg', 'link': 'https://stackoverflow.com/users/1260628/d-mcg'}",True,9447,2,9,1338996313,1338189085,1338333261.0,10780702,CC BY-SA 3.0,https://stackoverflow.com/questions/10780702/span-inside-anchor-tag-blocks-tap-event-for-safari-on-iphone,Span inside anchor tag blocks tap event for Safari on iPhone,10908048.0,,,,,
2047,"['php', 'html', 'hyperlink']","{'account_id': 1529257, 'reputation': 273, 'user_id': 1426898, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bf85b4341bdd93f925b3c3d875635078?s=256&d=identicon&r=PG', 'display_name': 'Rayfloyd', 'link': 'https://stackoverflow.com/users/1426898/rayfloyd'}",True,4538,2,3,1338988317,1338408111,1338412479.0,10823415,CC BY-SA 3.0,https://stackoverflow.com/questions/10823415/target-self-mysteriously-changed-into-blank-on-its-own,target=&quot;_self&quot; mysteriously changed into &quot;_blank&quot; on its own,10914903.0,,,,,
2048,"['html', 'highcharts', 'legend']","{'account_id': 1187539, 'reputation': 1232, 'user_id': 1161201, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/4fd55a4b354210a41142291427dfa787?s=256&d=identicon&r=PG', 'display_name': 'klye_g', 'link': 'https://stackoverflow.com/users/1161201/klye-g'}",True,4998,1,2,1338986136,1336577409,,10519269,CC BY-SA 3.0,https://stackoverflow.com/questions/10519269/highcharts-pie-custom-legend-possible,"Highcharts Pie Custom Legend, possible?",10914346.0,,,,,
2049,"['javascript', 'css', 'html']","{'account_id': 1530293, 'reputation': 317, 'user_id': 1427636, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bebf4fa8f44abda781e9c2d5ffedf908?s=256&d=identicon&r=PG', 'display_name': 'jayu', 'link': 'https://stackoverflow.com/users/1427636/jayu'}",False,457,2,1,1338977271,1338445866,1338977271.0,10828526,CC BY-SA 3.0,https://stackoverflow.com/questions/10828526/accordion-control-with-nested-items,Accordion control with nested items,,,,,,
