,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,community_owned_date,locked_date,migrated_from,protected_date
2132,"['c', 'macros']","{'account_id': 27050, 'reputation': 28575, 'user_id': 70942, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/9f7667844c54af07fbb1a85592137cd4?s=256&d=identicon&r=PG', 'display_name': 'ant2009', 'link': 'https://stackoverflow.com/users/70942/ant2009'}",True,3634,13760119.0,3,6,1354872680,1354871281,13759953,,https://stackoverflow.com/questions/13759953/function-like-macro-curly-braces-or-do-while,function like macro curly braces or do..while,1495539864.0,1355023902.0,exact duplicate,,,,
2133,"['c', 'embedded', 'arm']","{'account_id': 1161417, 'reputation': 693, 'user_id': 1140838, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7402c7836b384068987cea7068fc0489?s=256&d=identicon&r=PG', 'display_name': 'mac.ma', 'link': 'https://stackoverflow.com/users/1140838/mac-ma'}",False,301,,1,0,1354869898,1354843106,13755496,CC BY-SA 3.0,https://stackoverflow.com/questions/13755496/undefined-symbols-when-i-use-tcps-function-in-rl-arm,undefined symbols when I use TCP&#39;s function in RL_ARM,,,,,,,
2134,['c'],"{'account_id': 2054419, 'reputation': 93, 'user_id': 1832605, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5a0b2d1ee891a0c571c6d02da4ba216?s=256&d=identicon&r=PG', 'display_name': 'user1832605', 'link': 'https://stackoverflow.com/users/1832605/user1832605'}",True,2146,,3,-1,1354868891,1354863731,13758423,,https://stackoverflow.com/questions/13758423/reversing-order-of-words-in-a-string-in-c,Reversing Order of Words in a String in C,1354868267.0,1354872808.0,not a real question,,,,
2135,"['c', 'arguments', 'getopt']","{'account_id': 1955524, 'reputation': 266, 'user_id': 1758596, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/1a7223f42d1a77ce3871a6cf5efe4fa7?s=256&d=identicon&r=PG', 'display_name': 'user1758596', 'link': 'https://stackoverflow.com/users/1758596/user1758596'}",True,1786,,2,0,1354866781,1354864999,13758671,CC BY-SA 3.0,https://stackoverflow.com/questions/13758671/pass-multiple-arguments-in-c-command-line,Pass multiple arguments in C command line,1354865413.0,,,,,,
2136,"['c', 'multithreading', 'gtk']","{'account_id': 1790949, 'reputation': 78377, 'user_id': 1631379, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/71bf6487296091fcfd5cbe39ade54e44?s=256&d=identicon&r=PG', 'display_name': 'Maxim Shoustin', 'link': 'https://stackoverflow.com/users/1631379/maxim-shoustin'}",True,1248,13754545.0,2,1,1354864679,1354835741,13754369,CC BY-SA 3.0,https://stackoverflow.com/questions/13754369/gtk-application-crashes-when-i-try-to-call-gtkwidget-object-in-other-thread,GTK Application crashes when I try to call GtkWidget object in other Thread,1354838413.0,,,,,,
2137,"['c', 'arrays', 'memory-management', 'linked-list']","{'account_id': 1926256, 'reputation': 25, 'user_id': 1736619, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9c9e045d378608e910b069df2d5da7c7?s=256&d=identicon&r=PG', 'display_name': 'code_2_peep', 'link': 'https://stackoverflow.com/users/1736619/code-2-peep'}",False,138,,0,0,1354864210,1354864210,13758521,CC BY-SA 3.0,https://stackoverflow.com/questions/13758521/one-of-the-arrays-in-my-linked-list-are-missing,One of the arrays in my Linked List are missing,,,,,,,
2138,"['c', 'dns', 'windows-8', 'winsock2']","{'account_id': 1855354, 'reputation': 101, 'user_id': 1681061, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/809486c55944e801fe5fe8184da03b86?s=256&d=identicon&r=PG', 'display_name': 'maobeibei', 'link': 'https://stackoverflow.com/users/1681061/maobeibei'}",False,147,,0,1,1354863584,1354843815,13755575,CC BY-SA 3.0,https://stackoverflow.com/questions/13755575/undocumented-ai-flags-value-0x80000000-in-structure-addrinfoex-on-win-8,undocumented ai_flags value (0x80000000) in structure addrinfoex on Win 8?,1354863584.0,,,,,,
2139,"['php', 'c']","{'account_id': 2019017, 'reputation': 13, 'user_id': 1805627, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eaecad7d2f7b10d093808e58243fb910?s=256&d=identicon&r=PG', 'display_name': 'DreamTeam Tnd', 'link': 'https://stackoverflow.com/users/1805627/dreamteam-tnd'}",True,397,13758012.0,1,1,1354861701,1354861204,13757982,CC BY-SA 3.0,https://stackoverflow.com/questions/13757982/how-to-passing-value-from-php-to-c-like-argument,how to passing value from php to c like argument,,,,,,,
2140,"['c', 'readdir']","{'account_id': 1450226, 'reputation': 4528, 'user_id': 1367391, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/7956bb1d6a1baee74b001ed0c123dbe5?s=256&d=identicon&r=PG', 'display_name': 'Troy Cosentino', 'link': 'https://stackoverflow.com/users/1367391/troy-cosentino'}",True,4648,13757695.0,2,1,1354861538,1354852194,13756617,CC BY-SA 3.0,https://stackoverflow.com/questions/13756617/readdir-d-name-giving-weird-values,readdir()-&gt;d_name giving weird values,,,,,,,
2141,"['c', 'comparator', 'cstring', 'qsort']","{'account_id': 1127326, 'reputation': 1157, 'user_id': 1114272, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c1e2d6f9db01edca31a0756cb49fd371?s=256&d=identicon&r=PG', 'display_name': 'Ethan', 'link': 'https://stackoverflow.com/users/1114272/ethan'}",True,1639,13757974.0,1,0,1354861496,1354861099,13757952,CC BY-SA 3.0,https://stackoverflow.com/questions/13757952/string-comparator-in-c,string_comparator in C,,,,,,,
2142,"['c', 'linux', 'kernel', 'kernel-module']","{'account_id': 1826544, 'reputation': 93, 'user_id': 1659134, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/caa4ec8e8d1187989482267b5e955e58?s=256&d=identicon&r=PG', 'display_name': 'user1659134', 'link': 'https://stackoverflow.com/users/1659134/user1659134'}",True,175,13757911.0,2,1,1354860881,1354682219,13716401,CC BY-SA 3.0,https://stackoverflow.com/questions/13716401/copying-variables-from-userland,Copying variables from userland,1354697934.0,,,,,,
2143,"['c', 'memory-management', 'memory-leaks', 'free']","{'account_id': 1249522, 'reputation': 2590, 'user_id': 1210233, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/bd5636ec29342cb72cc7b4160500b384?s=256&d=identicon&r=PG', 'display_name': 'user1210233', 'link': 'https://stackoverflow.com/users/1210233/user1210233'}",True,106,,7,0,1354860757,1354853712,13756831,CC BY-SA 3.0,https://stackoverflow.com/questions/13756831/does-free-free-memory-at-all-depths-or-only-at-the-highest-level,Does free() free memory at all depths or only at the highest level?,1354853823.0,,,,,,
2144,"['c', 'parsing', 'scanf']","{'account_id': 1638622, 'reputation': 155, 'user_id': 1511498, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/a07a7cb28a767e991cee330091bbb34c?s=256&d=identicon&r=PG', 'display_name': 'Jason Block', 'link': 'https://stackoverflow.com/users/1511498/jason-block'}",True,14015,,1,7,1354859956,1354858108,13757430,CC BY-SA 3.0,https://stackoverflow.com/questions/13757430/sscanf-delimiters-for-parsing,Sscanf delimiters for parsing?,,,,,,,
2145,"['c', 'string', 'pointers']","{'account_id': 893605, 'reputation': 123, 'user_id': 931406, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GaXIM.jpg?s=256&g=1', 'display_name': 'excitive', 'link': 'https://stackoverflow.com/users/931406/excitive'}",True,84,13757596.0,3,1,1354859673,1354858983,13757574,,https://stackoverflow.com/questions/13757574/accessing-a-string-using-counter-variable-in-c-c,Accessing a string using counter variable in C/C++,1495541448.0,1354864050.0,exact duplicate,,,,
2146,"['c', 'string', 'fopen', 'swap']","{'account_id': 2041832, 'reputation': 45, 'user_id': 1822789, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/7baa5b653e93482aca5fb66a55cd19b4?s=256&d=identicon&r=PG', 'display_name': 'user1822789', 'link': 'https://stackoverflow.com/users/1822789/user1822789'}",True,259,13720645.0,2,1,1354857469,1354694216,13718624,CC BY-SA 3.0,https://stackoverflow.com/questions/13718624/need-to-reverse-file-in-place-but-it-only-works-for-one-line-files,Need to reverse file in place but it only works for one line files,1354857469.0,,,,,,
2147,"['c', 'nested-loops']","{'account_id': 38717, 'reputation': 63109, 'user_id': 111307, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/Sdydt.png?s=256&g=1', 'display_name': 'bobobobo', 'link': 'https://stackoverflow.com/users/111307/bobobobo'}",True,146,,4,1,1354855404,1354852841,13756706,CC BY-SA 3.0,https://stackoverflow.com/questions/13756706/clean-way-to-break-outer-for-loop-from-inner-for-loop,Clean way to break outer for loop from inner for loop,,,,,,,
2148,"['c++', 'c', 'syntax', 'multidimensional-array', 'operators']","{'user_type': 'does_not_exist', 'display_name': 'user955249'}",True,605,13756699.0,2,1,1354854937,1354852476,13756649,CC BY-SA 3.0,https://stackoverflow.com/questions/13756649/c-multi-dimensional-array,C++ multi-dimensional array,1354854937.0,,,,,,
2149,"['c', 'windows', 'command-line-arguments']","{'account_id': 425133, 'reputation': 1614, 'user_id': 805548, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/c4c74eea65e254ddbda2d3a148b766aa?s=256&d=identicon&r=PG', 'display_name': 'Robolisk', 'link': 'https://stackoverflow.com/users/805548/robolisk'}",True,3484,13756465.0,1,1,1354853610,1354849593,13756333,CC BY-SA 3.0,https://stackoverflow.com/questions/13756333/scan-and-determine-arguments-entered-in-command-prompt-having-a-hard-time,Scan and determine arguments entered in command prompt! (having a hard time),1354853610.0,,,,,,
2150,"['c', 'assembly']","{'account_id': 352395, 'reputation': 1722, 'user_id': 689464, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/b15adaf6b7c434dce3a45c284efa41c7?s=256&d=identicon&r=PG', 'display_name': 'lxgeek', 'link': 'https://stackoverflow.com/users/689464/lxgeek'}",True,3869,13756332.0,1,1,1354851705,1354849527,13756321,CC BY-SA 3.0,https://stackoverflow.com/questions/13756321/whats-the-meaning-of-this-instructionssubl-20-esp,"what&#39;s the meaning of this instructions(subl $20, %esp)?",,,,,,,
2151,"['c', 'text', 'console', 'cmd']","{'account_id': 1969504, 'reputation': 13, 'user_id': 1768868, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/3d5fe3dad4f12607486f108c7ca45f06?s=256&d=identicon&r=PG', 'display_name': 'James Heartly', 'link': 'https://stackoverflow.com/users/1768868/james-heartly'}",False,390,,1,0,1354851310,1354839702,13755035,CC BY-SA 3.0,https://stackoverflow.com/questions/13755035/how-do-i-get-the-input-to-cut-off-or-wrap-around-at-a-certain-point,How do I get the input to cut off or wrap around at a certain point?,1354839804.0,,,,,,
2152,"['c', 'clone', 'deadlock', 'realloc']","{'account_id': 2113341, 'reputation': 23, 'user_id': 1878138, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/838f2bc4ddd7daf843d5ee9c6e700981?s=256&d=identicon&r=PG', 'display_name': 'Mr. Optional', 'link': 'https://stackoverflow.com/users/1878138/mr-optional'}",True,1755,13736412.0,3,2,1354851005,1354761480,13736088,CC BY-SA 3.0,https://stackoverflow.com/questions/13736088/why-realloc-deadlock-after-clone-syscall,Why realloc deadlock after clone syscall?,1354763022.0,,,,,,
2153,['c'],"{'account_id': 1912298, 'reputation': 138, 'user_id': 1725779, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/802f952eceecab32cd70a19d0a6190b4?s=256&d=identicon&r=PG', 'display_name': 'user1725779', 'link': 'https://stackoverflow.com/users/1725779/user1725779'}",False,806,,1,0,1354850032,1354846876,13756012,CC BY-SA 3.0,https://stackoverflow.com/questions/13756012/calculating-can-bus-speed,Calculating CAN bus speed,,,,,,,
2154,"['python', 'c']","{'account_id': 2049352, 'reputation': 31, 'user_id': 1828667, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/a3bd568a646ce7c2fba95c73a86901f0?s=256&d=identicon&r=PG', 'display_name': 'Se&#241;orPythoniano', 'link': 'https://stackoverflow.com/users/1828667/se%c3%b1orpythoniano'}",True,182,13755861.0,4,-1,1354848716,1354844988,13755735,CC BY-SA 3.0,https://stackoverflow.com/questions/13755735/from-python-to-c,From Python to C,,,,,,,
2155,"['c++', 'c', 'linux']","{'account_id': 45660, 'reputation': 34782, 'user_id': 134702, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/7c1594304f3515b88e31bc8888f0f593?s=256&d=identicon&r=PG', 'display_name': 'hookenz', 'link': 'https://stackoverflow.com/users/134702/hookenz'}",True,324,13756159.0,1,0,1354848068,1354846515,13755952,CC BY-SA 3.0,https://stackoverflow.com/questions/13755952/dynamically-load-shared-optional-object,Dynamically load shared optional object,,,,,,,
2156,"['c', 'string', 'text', 'cmd', 'argv']","{'account_id': 1969504, 'reputation': 13, 'user_id': 1768868, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/3d5fe3dad4f12607486f108c7ca45f06?s=256&d=identicon&r=PG', 'display_name': 'James Heartly', 'link': 'https://stackoverflow.com/users/1768868/james-heartly'}",False,3707,,1,0,1354845425,1354843469,13755534,,https://stackoverflow.com/questions/13755534/how-to-have-text-jump-to-the-next-line-in-a-command-window-c-programming,How to have text jump to the next line in a command window? C programming?,1495540137.0,1355024627.0,exact duplicate,,,,
2157,"['c++', 'c']","{'account_id': 995317, 'reputation': 565, 'user_id': 1011424, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/30f2494d813c6c5127f2f17c61ffc23f?s=256&d=identicon&r=PG', 'display_name': 'Marcin Kostrzewa', 'link': 'https://stackoverflow.com/users/1011424/marcin-kostrzewa'}",True,19012,13754296.0,3,1,1354844433,1354834970,13754212,CC BY-SA 3.0,https://stackoverflow.com/questions/13754212/how-can-i-get-a-word-from-string,How can I get a word from string,1354844433.0,,,,,,
2158,['c'],"{'account_id': 151431, 'reputation': 60089, 'user_id': 365298, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/09650c0dfd63d0cdfeee378b7c5945ed?s=256&d=identicon&r=PG', 'display_name': 'Rose Perrone', 'link': 'https://stackoverflow.com/users/365298/rose-perrone'}",True,1857,13755040.0,1,2,1354844275,1354839375,13754985,,https://stackoverflow.com/questions/13754985/realloc-invalid-next-size,realloc() invalid next size,1354844275.0,1400047782.0,Duplicate,,,,
2159,['c'],"{'account_id': 1665207, 'reputation': 2634, 'user_id': 1532755, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/b83b732f9f78538a251e4d2aab6a9849?s=256&d=identicon&r=PG', 'display_name': 'goelv', 'link': 'https://stackoverflow.com/users/1532755/goelv'}",True,5904,,4,0,1354843642,1354841582,13755307,CC BY-SA 3.0,https://stackoverflow.com/questions/13755307/how-to-scan-multiple-words-using-sscanf-in-c,How to scan multiple words using sscanf in C?,1354842974.0,,,,,,
2160,"['objective-c', 'c', 'bash', 'shell', 'stream']","{'account_id': 138416, 'reputation': 39464, 'user_id': 343340, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/482cfff1c21068a8f1846c9e632908b9?s=256&d=identicon&r=PG', 'display_name': 'DrummerB', 'link': 'https://stackoverflow.com/users/343340/drummerb'}",True,375,13755272.0,1,0,1354841355,1354838702,13754884,CC BY-SA 3.0,https://stackoverflow.com/questions/13754884/prevent-bash-from-forwarding-stdin-to-stderr,Prevent bash from forwarding stdin to stderr,1354839236.0,,,,,,
2161,"['c', 'gcc']","{'account_id': 991233, 'reputation': 8413, 'user_id': 1008481, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/8c3e29cdce11af820abb42524b47c424?s=256&d=identicon&r=PG', 'display_name': 'Roman Byshko', 'link': 'https://stackoverflow.com/users/1008481/roman-byshko'}",True,449,,1,3,1354836605,1354833291,13753854,,https://stackoverflow.com/questions/13753854/why-cc1-is-called-cc1,Why cc1 is called cc1?,,1354836461.0,off topic,,,,
2162,['c'],"{'account_id': 979386, 'reputation': 20802, 'user_id': 999530, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/YGip7.png?s=256&g=1', 'display_name': 'Travis Griggs', 'link': 'https://stackoverflow.com/users/999530/travis-griggs'}",True,2823,13754431.0,2,6,1354836080,1354835456,13754311,CC BY-SA 3.0,https://stackoverflow.com/questions/13754311/how-to-declare-an-array-of-function-pointers-without-using-a-typedef-for-the-fun,How to declare an array of function pointers without using a typedef for the function pointer?,,,,,,,
2163,"['c', 'file', 'text', 'cmd']","{'account_id': 1969504, 'reputation': 13, 'user_id': 1768868, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/3d5fe3dad4f12607486f108c7ca45f06?s=256&d=identicon&r=PG', 'display_name': 'James Heartly', 'link': 'https://stackoverflow.com/users/1768868/james-heartly'}",True,556,13753905.0,2,0,1354835860,1354829830,13753067,CC BY-SA 3.0,https://stackoverflow.com/questions/13753067/how-would-i-get-more-then-one-text-file-accepted,How would I get more then one text file accepted?,1354830135.0,,,,,,
2164,"['c', 'arrays', 'struct', 'char', 'qsort']","{'account_id': 1314379, 'reputation': 526, 'user_id': 1261628, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/Y0thF.png?s=256&g=1', 'display_name': 'James Manes', 'link': 'https://stackoverflow.com/users/1261628/james-manes'}",True,1385,13754169.0,1,0,1354835246,1354834422,13754107,CC BY-SA 3.0,https://stackoverflow.com/questions/13754107/c-sorting-array-of-structs-by-char-array-field,C - Sorting Array of Structs by Char Array Field,,,,,,,
2165,"['c', 'return-value']","{'account_id': 1833916, 'reputation': 5995, 'user_id': 1664657, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/NaqGM.jpg?s=256&g=1', 'display_name': 'Ionut Hulub', 'link': 'https://stackoverflow.com/users/1664657/ionut-hulub'}",True,3646,13754233.0,1,1,1354835086,1354834354,13754093,CC BY-SA 3.0,https://stackoverflow.com/questions/13754093/c-function-returns-wrong-value,C function returns wrong value,1354834715.0,,,,,,
2166,"['c', 'buffer', 'system-calls']","{'account_id': 1213913, 'reputation': 473, 'user_id': 1181890, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/c75a25b4212cdbaeeb95ea4b77e554e8?s=256&d=identicon&r=PG', 'display_name': 'Asblarf', 'link': 'https://stackoverflow.com/users/1181890/asblarf'}",True,267,,2,0,1354831292,1354733874,13730445,CC BY-SA 3.0,https://stackoverflow.com/questions/13730445/how-to-check-whether-a-buffer-is-writable,How to check whether a buffer is writable?,1354738135.0,,,,,,
2167,"['c++', 'c', 'g++']","{'account_id': 424660, 'reputation': 1339, 'user_id': 804775, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/d30a8e379ae6f7ecaec0d564a81c4b86?s=256&d=identicon&r=PG', 'display_name': 'KyleL', 'link': 'https://stackoverflow.com/users/804775/kylel'}",True,1535,13753204.0,2,10,1354830422,1354826659,13752205,,https://stackoverflow.com/questions/13752205/g-warn-when-double-float-is-converted-to-unsigned-integer-without-using-wconv,g++ warn when double/float is converted to unsigned integer without using -Wconversion,1495540334.0,1355024662.0,exact duplicate,,,,
2168,"['c', 'floating-point', 'double', 'precision']","{'account_id': 2031274, 'reputation': 3857, 'user_id': 1814909, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/04ca8b6a14373e9cfe5aaea6096f4c01?s=256&d=identicon&r=PG', 'display_name': 'kaspersky', 'link': 'https://stackoverflow.com/users/1814909/kaspersky'}",True,567,13751733.0,4,1,1354827584,1354824406,13751639,,https://stackoverflow.com/questions/13751639/double-precision-comparison-in-c-fails,Double precision comparison in c fails,1495535097.0,1354866382.0,exact duplicate,,,,
2169,"['c++', 'c', 'performance', 'optimization', 'drawing']","{'account_id': 322169, 'reputation': 1350, 'user_id': 982377, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/5952124745d92b458e13b51bb04c4903?s=256&d=identicon&r=PG', 'display_name': 'grunge fightr', 'link': 'https://stackoverflow.com/users/982377/grunge-fightr'}",True,50,,1,0,1354827572,1354821436,13750883,CC BY-SA 3.0,https://stackoverflow.com/questions/13750883/drawscanlinewithdepth-optimization,drawScanlineWithDepth - optimization,1354823554.0,,,,,,
2170,"['c', 'performance', 'optimization', 'vectorization', 'simd']","{'account_id': 1673966, 'reputation': 3042, 'user_id': 1539858, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/vRC08.png?s=256&g=1', 'display_name': 'arunmoezhi', 'link': 'https://stackoverflow.com/users/1539858/arunmoezhi'}",True,532,13751978.0,2,1,1354827444,1354824141,13751561,CC BY-SA 3.0,https://stackoverflow.com/questions/13751561/vectorize-a-loop-having-indirect-access,vectorize a loop having indirect access,1354825146.0,,,,,,
2171,"['ios', 'c', 'pointers']","{'account_id': 1044597, 'reputation': 4729, 'user_id': 1049878, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4d9166789fa243daba9f9c2402d9f71a?s=256&d=identicon&r=PG', 'display_name': 'HackyStack', 'link': 'https://stackoverflow.com/users/1049878/hackystack'}",True,2876,13751986.0,2,3,1354826652,1354825584,13751940,CC BY-SA 3.0,https://stackoverflow.com/questions/13751940/branch-condition-evaluates-to-a-garbage-value-when-dereferencing-a-pointer-to-a,Branch condition evaluates to a garbage value when dereferencing a pointer to a pointer,1354825770.0,,,,,,
2172,['c'],"{'account_id': 979386, 'reputation': 20802, 'user_id': 999530, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/YGip7.png?s=256&g=1', 'display_name': 'Travis Griggs', 'link': 'https://stackoverflow.com/users/999530/travis-griggs'}",True,80,13752194.0,1,2,1354826634,1354824437,13751647,CC BY-SA 3.0,https://stackoverflow.com/questions/13751647/seeking-clarification-understanding-of-gccs-label-as-value-feature,Seeking clarification/understanding of gcc&#39;s label as value feature,,,,,,,
2173,"['c', 'xcode', 'arrays', 'text', 'scanf']","{'account_id': 2119410, 'reputation': 47, 'user_id': 1883003, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/14fd124e4bdcc5182a2b72be43497b54?s=256&d=identicon&r=PG', 'display_name': 'user1883003', 'link': 'https://stackoverflow.com/users/1883003/user1883003'}",True,262,13751748.0,2,0,1354824829,1354811732,13748214,CC BY-SA 3.0,https://stackoverflow.com/questions/13748214/text-to-array-in-c,Text to array in C,1354813204.0,,,,,,
2174,['c'],"{'account_id': 2119944, 'reputation': 400, 'user_id': 1883424, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5d4ca62249d51e2995c893fb8f82b293?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/1883424/thomas'}",True,77,13750866.0,4,1,1354822157,1354821164,13750802,CC BY-SA 3.0,https://stackoverflow.com/questions/13750802/im-having-trouble-figuring-out-the-difference-between-these-two-blocks-of-code,I&#39;m having trouble figuring out the difference between these two blocks of code,,,,,,,
2175,"['c', 'trigonometry']","{'account_id': 121947, 'reputation': 27032, 'user_id': 315427, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/0852b879b171828b74a63d3bef359bc3?s=256&d=identicon&r=PG', 'display_name': 'Pablo', 'link': 'https://stackoverflow.com/users/315427/pablo'}",True,2378,13750930.0,2,2,1354821582,1354820068,13750516,CC BY-SA 3.0,https://stackoverflow.com/questions/13750516/how-to-improve-sin-cos-lut-functions,How to improve sin/cos lut functions?,,,,,,,
2176,"['c', '64-bit', 'system', 'porting']","{'account_id': 2114035, 'reputation': 41, 'user_id': 1878701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebb137db470bcbeffc627cb94736f883?s=256&d=identicon&r=PG', 'display_name': 'nju04zq', 'link': 'https://stackoverflow.com/users/1878701/nju04zq'}",True,557,,2,3,1354819855,1354703740,13721233,CC BY-SA 3.0,https://stackoverflow.com/questions/13721233/on-64bit-system-how-to-pass-in-int-as-void,"on 64bit system, how to pass in int as void *",1354706592.0,,,,,,
2177,['c'],"{'account_id': 1007706, 'reputation': 14478, 'user_id': 1020996, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/1e1293460f0f8b71708a8f2a2bbf9d2c?s=256&d=identicon&r=PG', 'display_name': 'lukecampbell', 'link': 'https://stackoverflow.com/users/1020996/lukecampbell'}",True,7547,13750325.0,2,1,1354819750,1354819039,13750247,CC BY-SA 3.0,https://stackoverflow.com/questions/13750247/c-passing-2-dimensional-array,"C, passing 2 dimensional array",,,,,,,
2178,"['c', 'arrays', 'malloc']","{'account_id': 1417043, 'reputation': 3088, 'user_id': 1342461, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/4ec368a101c85e3635b59c4d2cd7a522?s=256&d=identicon&r=PG', 'display_name': 'Legendre', 'link': 'https://stackoverflow.com/users/1342461/legendre'}",True,1800,13749881.0,3,1,1354818247,1354816997,13749727,CC BY-SA 3.0,https://stackoverflow.com/questions/13749727/manipulating-dynamic-array-using-realloc-in-a-function,Manipulating dynamic array using realloc in a function,1495540558.0,,,,,,
2179,"['objective-c', 'c', 'enums', 'comparison']","{'account_id': 189903, 'reputation': 17487, 'user_id': 429521, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/bab3aee31aebf9ee9cf0ab89ed513b2f?s=256&d=identicon&r=PG', 'display_name': 'Felipe Sabino', 'link': 'https://stackoverflow.com/users/429521/felipe-sabino'}",True,1853,13749151.0,2,1,1354815676,1354814673,13749083,,https://stackoverflow.com/questions/13749083/comparing-enum-with-multiple-values-and-no-bitwise,comparing enum with multiple values and no bitwise,,1354866975.0,too localized,,,,
2180,"['c++', 'c', 'variadic-functions']","{'account_id': 235622, 'reputation': 4097, 'user_id': 502556, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/9f38526f3a19f0200e4ae4837be4f23a?s=256&d=identicon&r=PG', 'display_name': 'John Fitzpatrick', 'link': 'https://stackoverflow.com/users/502556/john-fitzpatrick'}",True,5799,13748902.0,3,2,1354815609,1354813810,13748850,CC BY-SA 3.0,https://stackoverflow.com/questions/13748850/how-to-pass-variable-argument-parameter-to-another-function,How to pass variable argument parameter to another function?,,,,,,,
