,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,locked_date
1582,"['c', 'pointers', 'malloc', 'heap-memory', 'void-pointers']","{'account_id': 10740297, 'reputation': 113, 'user_id': 7903641, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KBkoO.jpg?s=256&g=1', 'display_name': 'Faizan Shah', 'link': 'https://stackoverflow.com/users/7903641/faizan-shah'}",True,900,56059907.0,1,-1,1557415175,1557405885,1557408443.0,56059755,CC BY-SA 4.0,https://stackoverflow.com/questions/56059755/copying-void-pointer-to-another-void-pointer,copying void pointer to another void pointer?,,,,
1583,['c'],"{'account_id': 15904889, 'reputation': 13, 'user_id': 11476364, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-U6nBZRtdSb0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd8yvYYS3me2t26NcYvsXEr1PMDfw/mo/photo.jpg?sz=256', 'display_name': 'shalom shalom', 'link': 'https://stackoverflow.com/users/11476364/shalom-shalom'}",True,37,56062377.0,1,1,1557414984,1557413742,1557414984.0,56062216,CC BY-SA 4.0,https://stackoverflow.com/questions/56062216/how-to-write-program-that-scan-string-of-strings-with-pointers,HOW to write program that scan string of strings with pointers,,,,
1584,"['c', 'server', 'client', 'polling', 'unix-socket']","{'account_id': 9863584, 'reputation': 1852, 'user_id': 7305745, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Fep6r.jpg?s=256&g=1', 'display_name': 'Daniele Cappuccio', 'link': 'https://stackoverflow.com/users/7305745/daniele-cappuccio'}",True,4340,56048171.0,1,1,1557412138,1557310047,,56038224,CC BY-SA 4.0,https://stackoverflow.com/questions/56038224/poll-waits-indefinitely-although-timeout-is-specified,poll() waits indefinitely although timeout is specified,,,,
1585,"['c', 'data-structures', 'linked-list']","{'account_id': 15644777, 'reputation': 31, 'user_id': 11287199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e92edfc20a0e3f0319d5c327896fd7d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'becky', 'link': 'https://stackoverflow.com/users/11287199/becky'}",True,378,,1,1,1557408889,1557400746,,56058237,CC BY-SA 4.0,https://stackoverflow.com/questions/56058237/how-to-manage-different-kinds-of-data-in-a-linked-list,How to manage different kinds of data in a linked list?,,,,
1586,['c'],"{'account_id': 15008383, 'reputation': 21, 'user_id': 10861162, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SBhYylD2_AQ/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaPDLqEiw8oQm2AQaFWyReChP3ByQ/mo/photo.jpg?sz=256', 'display_name': 'Suman Raj', 'link': 'https://stackoverflow.com/users/10861162/suman-raj'}",True,678,,2,0,1557406905,1557406147,1557406831.0,56059828,CC BY-SA 4.0,https://stackoverflow.com/questions/56059828/i-am-trying-to-store-value-in-long-long-int-type-but-giving-wrong-return,I am trying to store value in long long int type but giving wrong return,,,,
1587,"['c', 'constants']","{'account_id': 12321033, 'reputation': 8111, 'user_id': 8990329, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/f073ad236ccf499ebfbe504bc79a2096?s=256&d=identicon&r=PG&f=1', 'display_name': 'Some Name', 'link': 'https://stackoverflow.com/users/8990329/some-name'}",True,63,,1,3,1557406253,1557339479,1557339875.0,56046844,CC BY-SA 4.0,https://stackoverflow.com/questions/56046844/modifying-non-const-char-array-that-is-referred-to-by-const-char-array,Modifying non-const char array that is referred to by const char array,,,,
1588,['c'],"{'account_id': 14368978, 'reputation': 39, 'user_id': 10379237, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-BdzUtXkecK8/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaP-F6KKkVaK74CmpUljgKeKqtkDHA/mo/photo.jpg?sz=256', 'display_name': 's ange', 'link': 'https://stackoverflow.com/users/10379237/s-ange'}",True,99,56059772.0,3,1,1557405947,1557404192,,56059253,CC BY-SA 4.0,https://stackoverflow.com/questions/56059253/why-cant-i-print-the-pointer-value-that-has-been-initialized-while-declaring-th,Why can&#39;t I print the pointer value that has been initialized while declaring the pointer?,,,,
1589,"['c', 'file', 'pointers', 'malloc']","{'account_id': 12658056, 'reputation': 27, 'user_id': 9199942, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d0cf96b9c516f0c47c15a5095999b8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saswat K. Levin', 'link': 'https://stackoverflow.com/users/9199942/saswat-k-levin'}",False,186,,0,0,1557405908,1557405684,1557405851.0,56059698,CC BY-SA 4.0,https://stackoverflow.com/questions/56059698/error-while-using-malloc-and-file-pointer-together,Error while using malloc and FILE pointer together,,,,
1590,"['c', 'malloc', 'valgrind', 'free', 'realloc']","{'account_id': 15902695, 'reputation': 23, 'user_id': 11474681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7dd22f28b1737155f64587dd49186dca?s=256&d=identicon&r=PG&f=1', 'display_name': 'schauma', 'link': 'https://stackoverflow.com/users/11474681/schauma'}",False,42,,0,1,1557402150,1557396273,1557402150.0,56057004,,https://stackoverflow.com/questions/56057004/valgrind-shows-definitely-lost-bytes-but-should-be-free,Valgrind shows definitely lost bytes but should be free?,1557402368.0,Duplicate,,
1591,"['c', 'uint8t', 'stdint', 'gcc5']","{'account_id': 8086734, 'reputation': 103, 'user_id': 6094052, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Dpomc.jpg?s=256&g=1', 'display_name': 'TejasKhajanchee', 'link': 'https://stackoverflow.com/users/6094052/tejaskhajanchee'}",True,3769,,3,9,1557401626,1557390324,1557390673.0,56055188,CC BY-SA 4.0,https://stackoverflow.com/questions/56055188/uint8-t-not-rollover-to-0-after-reaching-255-not-working-properly,uint8_t not rollover to 0 after reaching 255 not working properly,,,,
1592,['c'],"{'account_id': 15857107, 'reputation': 3, 'user_id': 11441227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/095722487a29c84a08418b1a2ff3a8b0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hans G&#252;nter Mayer', 'link': 'https://stackoverflow.com/users/11441227/hans-g%c3%bcnter-mayer'}",True,57,55959167.0,1,0,1557400896,1556825233,1557400896.0,55959028,CC BY-SA 4.0,https://stackoverflow.com/questions/55959028/why-do-pointer-behave-different-in-some-cases-when-passed-to-a-function,Why do pointer behave different in some cases when passed to a function?,,,,
1593,"['c', 'linux', 'networking', 'linux-kernel', 'interrupt']","{'account_id': 1836447, 'reputation': 659, 'user_id': 1666733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d588c62cff899e45a7d9fe926b1a0c63?s=256&d=identicon&r=PG', 'display_name': 'arduic', 'link': 'https://stackoverflow.com/users/1666733/arduic'}",True,340,56043167.0,1,0,1557400099,1557325357,1557400099.0,56042961,CC BY-SA 4.0,https://stackoverflow.com/questions/56042961/workqueue-starts-interrupted-and-never-finished-causing-cpu-stall,"Workqueue starts, interrupted, and never finished causing CPU stall",,,,
1594,['c'],"{'account_id': 12603387, 'reputation': 1, 'user_id': 9165293, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1659770167416475/picture?type=large', 'display_name': 'Vasillis Kontis', 'link': 'https://stackoverflow.com/users/9165293/vasillis-kontis'}",False,1189,,1,0,1557398479,1557398028,,56057492,CC BY-SA 4.0,https://stackoverflow.com/questions/56057492/how-to-create-a-binary-search-tree-for-strings-instead-of-integers,How to create a Binary Search Tree for strings instead of integers?,,,,
1595,"['c', 'printf', 'language-lawyer', 'variadic-functions']","{'account_id': 5976642, 'reputation': 3719, 'user_id': 6872717, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UCuzs.png?s=256&g=1', 'display_name': 'alx', 'link': 'https://stackoverflow.com/users/6872717/alx'}",True,94,56056636.0,1,2,1557395648,1557393730,,56056215,CC BY-SA 4.0,https://stackoverflow.com/questions/56056215/printf-a-literal-number-int-while-expecting-a-shorter-number,printf a literal number (int) while expecting a shorter number,,,,
1596,"['c', 'casting']","{'account_id': 1252504, 'reputation': 134, 'user_id': 1212623, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56967a86d71a05dd246e028db1148f5f?s=256&d=identicon&r=PG', 'display_name': 'Sebastian', 'link': 'https://stackoverflow.com/users/1212623/sebastian'}",True,120,56054172.0,2,3,1557393964,1557385944,,56054015,CC BY-SA 4.0,https://stackoverflow.com/questions/56054015/how-to-cast-void-to-int3,how to cast void* to int[][3],,,,
1597,"['android', 'c++', 'c', 'android-ndk', 'ndk-build']","{'account_id': 7468304, 'reputation': 1526, 'user_id': 5677024, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://lh6.googleusercontent.com/-h5aRiHG7eV8/AAAAAAAAAAI/AAAAAAAAABA/ctMc5su4ECQ/photo.jpg?sz=256', 'display_name': 'Vatish Sharma', 'link': 'https://stackoverflow.com/users/5677024/vatish-sharma'}",False,92,,0,1,1557392550,1557388597,1557392550.0,56054725,CC BY-SA 4.0,https://stackoverflow.com/questions/56054725/how-to-call-static-library-function-from-share-library,How to call static library function from share library?,,,,
1598,"['c', 'sockets', 'ipv6']","{'account_id': 5106577, 'reputation': 2261, 'user_id': 4094489, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/egnIZ.jpg?s=256&g=1', 'display_name': 'Citrullin', 'link': 'https://stackoverflow.com/users/4094489/citrullin'}",True,1828,56055852.0,2,2,1557392506,1557389835,1557391092.0,56055046,CC BY-SA 4.0,https://stackoverflow.com/questions/56055046/how-to-find-the-scope-id-for-an-ipv6-socket,How to find the scope_id for an IPv6 socket,,,,
1599,['c'],"{'account_id': 10137578, 'reputation': 41, 'user_id': 7488446, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/3be5c6288b2ded727a563b61a944afbb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prashu Pratik', 'link': 'https://stackoverflow.com/users/7488446/prashu-pratik'}",True,209,,1,-5,1557389770,1557387531,,56054431,CC BY-SA 4.0,https://stackoverflow.com/questions/56054431/i-have-to-read-value-of-a-key-from-a-text-file-in-c,I have to read value of a key from a text file in C,,,,
1600,"['c', 'd']","{'account_id': 15898114, 'reputation': 1, 'user_id': 11471321, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1717873841648616/picture?type=large', 'display_name': 'EduardoFerrari', 'link': 'https://stackoverflow.com/users/11471321/eduardoferrari'}",True,92,,1,0,1557389241,1557333126,1557333263.0,56045239,CC BY-SA 4.0,https://stackoverflow.com/questions/56045239/trouble-with-translation-of-typedef-between-c-to-d,Trouble with translation of typedef between C to D,,,,
1601,"['c', 'multithreading', 'parallel-processing', 'openmp', 'fibonacci']","{'account_id': 15879108, 'reputation': 53, 'user_id': 11457365, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-lBJ97iqnhdk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reTUBFjSOXf59LqpvlgElmDvrmalQ/mo/photo.jpg?sz=256', 'display_name': 'JESUS', 'link': 'https://stackoverflow.com/users/11457365/jesus'}",True,394,55999718.0,2,1,1557383205,1557112018,1557383205.0,55998328,CC BY-SA 4.0,https://stackoverflow.com/questions/55998328/how-to-parallel-fibonacci-sequence-until-105-term,How to parallel Fibonacci sequence until 10^5 term,,,,
1602,['c'],"{'account_id': 15900335, 'reputation': 29, 'user_id': 11472899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d7836858479696e3a1c6ad597708961?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chelsea', 'link': 'https://stackoverflow.com/users/11472899/chelsea'}",True,47,,1,-1,1557378379,1557363322,,56050782,,https://stackoverflow.com/questions/56050782/questions-regarding-void-and-pointer,Questions regarding void and pointer,1557390777.0,Needs details or clarity,,
1603,"['c', 'pointers']","{'account_id': 15900706, 'reputation': 131, 'user_id': 11473163, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fa9ebf395a8b2784e11d244cb50b4cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'please_help_im_confused', 'link': 'https://stackoverflow.com/users/11473163/please-help-im-confused'}",True,111,56051387.0,2,0,1557376213,1557368699,,56051362,CC BY-SA 4.0,https://stackoverflow.com/questions/56051362/c-pointer-not-being-set-equal-to-another,C Pointer Not Being Set Equal to Another,,,,
1604,"['c', 'dup2']","{'account_id': 12854069, 'reputation': 160, 'user_id': 10966585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ef6283087c36f855f1f29f626e5fbf1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Juan Pablo', 'link': 'https://stackoverflow.com/users/10966585/juan-pablo'}",True,2038,56051267.0,1,1,1557368656,1557367486,,56051214,CC BY-SA 4.0,https://stackoverflow.com/questions/56051214/why-do-we-close-the-file-descriptor-after-calling-dup2,Why do we close the file descriptor after calling dup2?,,,,
1605,"['c', 'warnings', 'built-in', 'microchip', 'mplab']","{'account_id': 5810803, 'reputation': 623, 'user_id': 5719079, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/PoFdK.png?s=256&g=1', 'display_name': 'Mercury', 'link': 'https://stackoverflow.com/users/5719079/mercury'}",True,699,56039884.0,2,0,1557360574,1557310489,,56038359,CC BY-SA 4.0,https://stackoverflow.com/questions/56038359/mplabx-xc16-unable-to-resolve-built-in-identifier-builtin-dmaoffset,MPLABX XC16 unable to resolve built-in identifier __builtin_dmaoffset,,,,
1606,"['c', 'windows', 'newline', 'carriage-return']","{'account_id': 15432787, 'reputation': 1, 'user_id': 11133715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/758e60529b128a7efbf5d7ed7a150269?s=256&d=identicon&r=PG&f=1', 'display_name': 'jackattack8251', 'link': 'https://stackoverflow.com/users/11133715/jackattack8251'}",True,125,,1,0,1557359497,1557358706,,56050349,CC BY-SA 4.0,https://stackoverflow.com/questions/56050349/how-can-i-determine-if-a-char-is-a-windows-line-ending,How can I determine if a char* is a windows line ending?,,,,
1607,['c'],"{'account_id': 15208572, 'reputation': 13, 'user_id': 10974135, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-SNp5ABrIjsM/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZPEqejzb0MwcMMsIaE3ejkcYtRyw/mo/photo.jpg?sz=256', 'display_name': 'Tinu Tom', 'link': 'https://stackoverflow.com/users/10974135/tinu-tom'}",True,84,,1,-3,1557357418,1557324303,,56042667,CC BY-SA 4.0,https://stackoverflow.com/questions/56042667/how-c-compiler-works-the-same-everywhere,How c compiler works the same everywhere,,,,
1608,"['c', 'sleep', 'kill']","{'account_id': 724638, 'reputation': 29, 'user_id': 669794, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/00052f76e66326ef3f8509f303385614?s=256&d=identicon&r=PG', 'display_name': 'Antonio', 'link': 'https://stackoverflow.com/users/669794/antonio'}",True,306,,1,1,1557357340,1557332693,1557332871.0,56045143,CC BY-SA 4.0,https://stackoverflow.com/questions/56045143/why-does-sigint-stop-sleep-more-than-one-time,Why does SIGINT stop sleep more than one time?,,,,
1609,"['c', 'arrays', 'string', 'pointers']","{'account_id': 11052676, 'reputation': 17, 'user_id': 8116529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ef0c688175f16a58e18a120afe8ca22?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kallahan C', 'link': 'https://stackoverflow.com/users/8116529/kallahan-c'}",True,248,56048915.0,2,-1,1557356602,1557348642,1557356551.0,56048871,CC BY-SA 4.0,https://stackoverflow.com/questions/56048871/how-to-return-pointer-to-an-array-of-strings-in-c,How to return pointer to an array of strings in C,,,,
1610,"['python', 'c', 'arrays', 'uint32-t']","{'account_id': 1034142, 'reputation': 10338, 'user_id': 1041868, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/6d476b07acb3919c356015e11ad97608?s=256&d=identicon&r=PG', 'display_name': 'bph', 'link': 'https://stackoverflow.com/users/1041868/bph'}",True,1961,56048614.0,1,3,1557354768,1557346706,1557354768.0,56048461,CC BY-SA 4.0,https://stackoverflow.com/questions/56048461/how-to-convert-uint32-t-to-unsigned-char-array,How to convert uint32_t to unsigned char array?,,,,
1611,['c'],"{'account_id': 13540631, 'reputation': 3, 'user_id': 9768414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5368a45e1a4d257f03770beb560731e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zedrimar', 'link': 'https://stackoverflow.com/users/9768414/zedrimar'}",False,46,,1,0,1557353890,1557345497,1557353890.0,56048179,CC BY-SA 4.0,https://stackoverflow.com/questions/56048179/popping-stack-doesnt-work-right-stack-from-two-queues,Popping stack doesn&#39;t work right? (Stack from two queues),,,,
1612,"['c', 'gcc', 'binary', 'linker', 'elf']","{'account_id': 9012985, 'reputation': 115, 'user_id': 6716847, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27425a74961d438ff9d5a147695f0184?s=256&d=identicon&r=PG&f=1', 'display_name': 'whuala', 'link': 'https://stackoverflow.com/users/6716847/whuala'}",True,2647,56039479.0,1,5,1557351852,1557300209,1557318505.0,56035556,CC BY-SA 4.0,https://stackoverflow.com/questions/56035556/what-is-abs-section-and-when-to-use,What is *ABS* section and when to use?,,,,
1613,"['c', 'arrays', 'string', 'memory']","{'account_id': 11214033, 'reputation': 37, 'user_id': 8227264, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a672d92c875921b21b9d8e862c7f0212?s=256&d=identicon&r=PG&f=1', 'display_name': 'mmajdalani', 'link': 'https://stackoverflow.com/users/8227264/mmajdalani'}",True,251,56047299.0,3,1,1557349617,1557340252,1557340707.0,56047009,CC BY-SA 4.0,https://stackoverflow.com/questions/56047009/how-to-dynamically-center-align-text-in-a-char-string-to-fit-in-a-total-of-16,How to dynamically center align text in a char * string to fit in a total of 16 spaces in C?,,,,
1614,"['c', 'pointers', 'memory', 'heap-memory']","{'account_id': 10740297, 'reputation': 113, 'user_id': 7903641, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KBkoO.jpg?s=256&g=1', 'display_name': 'Faizan Shah', 'link': 'https://stackoverflow.com/users/7903641/faizan-shah'}",True,40,56048744.0,1,-3,1557349243,1557347818,,56048688,,https://stackoverflow.com/questions/56048688/copying-data-to-an-integer-pointer-array-through-loop,Copying data to an integer pointer array through loop?,1557387179.0,Not suitable for this site,,
1615,"['c', 'pointers']","{'account_id': 296893, 'reputation': 877, 'user_id': 602117, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/f23193ab39941eb3e57a738161d316f5?s=256&d=identicon&r=PG', 'display_name': 'mr_js', 'link': 'https://stackoverflow.com/users/602117/mr-js'}",True,89,56046880.0,1,0,1557347079,1557338300,,56046578,CC BY-SA 4.0,https://stackoverflow.com/questions/56046578/correct-way-of-calling-a-c-function-that-expects-const-char8-string-as-paramet,Correct way of calling a c function that expects const char8 string[] as parameter,,,,
1616,"['c', 'linked-list', 'valgrind', 'singly-linked-list']","{'account_id': 8848023, 'reputation': 1708, 'user_id': 6608222, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/JyEYO.jpg?s=256&g=1', 'display_name': 'th3g3ntl3man', 'link': 'https://stackoverflow.com/users/6608222/th3g3ntl3man'}",True,85,,1,1,1557346037,1557335832,1557346037.0,56045962,CC BY-SA 4.0,https://stackoverflow.com/questions/56045962/memory-leak-singly-linked-list-in-c,Memory Leak - Singly linked list in C,,,,
1617,"['c', 'pipe', 'fork']","{'account_id': 12326717, 'reputation': 1, 'user_id': 11471616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8dc03eb97e1f8fe03c95e81bfc91a90?s=256&d=identicon&r=PG', 'display_name': 'Amir Moradi', 'link': 'https://stackoverflow.com/users/11471616/amir-moradi'}",True,39,,2,0,1557346006,1557339193,1557342028.0,56046782,CC BY-SA 4.0,https://stackoverflow.com/questions/56046782/does-anyone-see-any-mistakes-here-i-am-trying-to-get-a-message-via-a-pipe-from,"Does anyone see any mistakes here? I am trying to get a message via a pipe, from my parent to child",,,,
1618,"['c', 'file', 'structure']","{'account_id': 15663612, 'reputation': 1, 'user_id': 11301964, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11f93ab29e38c78d2075c2a4073dd690?s=256&d=identicon&r=PG&f=1', 'display_name': 'Exciless', 'link': 'https://stackoverflow.com/users/11301964/exciless'}",False,214,,1,-2,1557343635,1557341846,1557342878.0,56047356,CC BY-SA 4.0,https://stackoverflow.com/questions/56047356/how-can-i-read-datas-from-txt-file-in-c,How can I read data&#39;s from .txt file in C?,,,,
1619,"['c', 'flex-lexer']","{'account_id': 9587068, 'reputation': 13, 'user_id': 7119422, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f15163d69a25e60531cbbf5d93efd350?s=256&d=identicon&r=PG&f=1', 'display_name': 'magoo', 'link': 'https://stackoverflow.com/users/7119422/magoo'}",True,68,,2,0,1557343606,1557324636,1557325312.0,56042773,CC BY-SA 4.0,https://stackoverflow.com/questions/56042773/how-to-read-rulesdefinitions-from-files-in-flex,How to read rules(definitions) from files in flex?,,,,
1620,"['c', 'pointers', 'malloc']","{'account_id': 13287818, 'reputation': 21, 'user_id': 9593333, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2317267438500058/picture?type=large', 'display_name': 'Muhammad Saqib Nawaz', 'link': 'https://stackoverflow.com/users/9593333/muhammad-saqib-nawaz'}",True,86,56034528.0,1,0,1557343578,1557288225,1557306311.0,56033366,CC BY-SA 4.0,https://stackoverflow.com/questions/56033366/i-am-confused-how-to-understand-this-code-contains-double-pointers,I am confused how to understand this code. contains double pointers,,,,
1621,"['c', 'swift', 'pointers', 'struct', 'unsafemutablepointer']","{'account_id': 15873832, 'reputation': 19, 'user_id': 11453665, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2176917472416255/picture?type=large', 'display_name': 'Michel Turcotte', 'link': 'https://stackoverflow.com/users/11453665/michel-turcotte'}",True,495,,1,-1,1557342790,1557277694,,56032236,CC BY-SA 4.0,https://stackoverflow.com/questions/56032236/how-can-i-access-a-memory-buffer-mapped-into-a-swift-structure,How can I access a memory buffer mapped into a swift structure?,,,,
1622,"['c', 'function']","{'account_id': 15897388, 'reputation': 1, 'user_id': 11470806, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2316241015132164/picture?type=large', 'display_name': 'Patrick Kelleher', 'link': 'https://stackoverflow.com/users/11470806/patrick-kelleher'}",True,60,,1,0,1557342334,1557327590,1557328015.0,56043634,CC BY-SA 4.0,https://stackoverflow.com/questions/56043634/why-do-the-functions-get-skipped-over-without-being-read,Why do the functions get skipped over without being read?,,,,
1623,"['python', 'c', 'constants', 'python-c-api']","{'account_id': 1286775, 'reputation': 3909, 'user_id': 1239685, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57e2117ca06179184f05d9c385b1823b?s=256&d=identicon&r=PG', 'display_name': 'Dominick Pastore', 'link': 'https://stackoverflow.com/users/1239685/dominick-pastore'}",True,338,56047374.0,1,3,1557342307,1557339988,1557340343.0,56046949,CC BY-SA 4.0,https://stackoverflow.com/questions/56046949/how-to-access-constants-from-objects-methods-with-the-python-c-api,How to access constants from objects&#39; methods with the Python C API?,,,,
1624,"['c', 'windows', 'winapi', 'console']","{'account_id': 15490639, 'reputation': 159, 'user_id': 11175208, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2283141461942567/picture?type=large', 'display_name': 'Ilya  Pakhmutov', 'link': 'https://stackoverflow.com/users/11175208/ilya-pakhmutov'}",True,1360,,2,-4,1557337718,1557174608,1592644375.0,56012019,,https://stackoverflow.com/questions/56012019/is-there-a-way-to-disable-right-click-menu-in-cmd,Is there a way to disable right click menu in cmd?,1557405847.0,Not suitable for this site,,
1625,['c'],"{'account_id': 12922189, 'reputation': 565, 'user_id': 9344206, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/276d8ee7cb60f203223a407ad4a0f6e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'RobotMan', 'link': 'https://stackoverflow.com/users/9344206/robotman'}",True,77,56045756.0,1,1,1557335438,1557333881,,56045436,CC BY-SA 4.0,https://stackoverflow.com/questions/56045436/c-character-array-comparison,C character array comparison,,,,
1626,"['c', 'string']","{'account_id': 9672899, 'reputation': 303, 'user_id': 7177271, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-8EkKHDl-kgU/AAAAAAAAAAI/AAAAAAAAABY/x2USaUE1k-o/photo.jpg?sz=256', 'display_name': 'Bret Hasel', 'link': 'https://stackoverflow.com/users/7177271/bret-hasel'}",True,499,56045496.0,1,-4,1557334509,1557333176,,56045259,,https://stackoverflow.com/questions/56045259/how-to-replace-a-multi-character-character-constant-with-one-character,How to replace a multi-character character constant with one character,1557370645.0,Needs details or clarity,,
1627,"['c', 'string', 'scanf', 'ascii']","{'account_id': 15897348, 'reputation': 9, 'user_id': 11470780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf0532315e6c1115eab37a17f35f5e1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'idkhowtocodeplshelp', 'link': 'https://stackoverflow.com/users/11470780/idkhowtocodeplshelp'}",True,282,,1,0,1557332698,1557327747,1557330678.0,56043682,CC BY-SA 4.0,https://stackoverflow.com/questions/56043682/scanf-in-visual-studio-not-accepting-multiple-cases-of-characters,Scanf in visual studio not accepting multiple cases of characters,,,,
1628,"['c', 'winapi']","{'account_id': 938169, 'reputation': 193, 'user_id': 966717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86cef05e2701f8801e21e769b24033b6?s=256&d=identicon&r=PG', 'display_name': 'CMorgan', 'link': 'https://stackoverflow.com/users/966717/cmorgan'}",True,320,,1,3,1557332386,1557330516,,56044529,CC BY-SA 4.0,https://stackoverflow.com/questions/56044529/how-to-pause-a-timer-created-with-createtimerqueuetimer,How to pause a timer created with CreateTimerQueueTimer,,,,
1629,"['html', 'c', 'server', 'output']","{'account_id': 9672899, 'reputation': 303, 'user_id': 7177271, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-8EkKHDl-kgU/AAAAAAAAAAI/AAAAAAAAABY/x2USaUE1k-o/photo.jpg?sz=256', 'display_name': 'Bret Hasel', 'link': 'https://stackoverflow.com/users/7177271/bret-hasel'}",True,308,56044776.0,1,0,1557331301,1557327764,1557329975.0,56043688,CC BY-SA 4.0,https://stackoverflow.com/questions/56043688/how-to-get-the-url-from-a-localhost-server-without-using-libcurl,How to get the URL from a localhost server without using libcurl,,,,
1630,"['ios', 'c', 'executable']","{'account_id': 5256177, 'reputation': 156, 'user_id': 6747276, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/8489d82b10b645b84bca2d84fd1cc375?s=256&d=identicon&r=PG&f=1', 'display_name': 'ppablo', 'link': 'https://stackoverflow.com/users/6747276/ppablo'}",False,83,,1,0,1557330985,1557328201,1557328609.0,56043829,CC BY-SA 4.0,https://stackoverflow.com/questions/56043829/running-a-compiled-c-program-or-o-in-an-ios-app,Running a compiled c program (or .o) in an iOS app?,,,,
