,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason,migrated_from
1611,"['c', 'linux', 'gcc', 'embedded-linux', 'libc']","{'account_id': 1417400, 'reputation': 20931, 'user_id': 1342730, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/36543a7316596ec6e930bc8c996bf14b?s=256&d=identicon&r=PG', 'display_name': 'mathematician1975', 'link': 'https://stackoverflow.com/users/1342730/mathematician1975'}",True,345,11504551.0,1,0,1342442543,1342442217,,11504465,CC BY-SA 3.0,https://stackoverflow.com/questions/11504465/how-important-is-the-version-of-gcc-when-building-libc-and-other-libraries,How important is the version of GCC when building libc (and other libraries)?,,,,,
1612,"['c++', 'c', 'runtime', 'core', 'cc']","{'account_id': 1099812, 'reputation': 2797, 'user_id': 1092498, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/7e66561cda79b337b004dfc7f6ee79ae?s=256&d=identicon&r=PG', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/1092498/michael'}",True,1219,11504336.0,2,3,1342441696,1342437104,,11503054,CC BY-SA 3.0,https://stackoverflow.com/questions/11503054/find-out-cpu-core-of-specific-thread-at-runtime,Find out CPU core of specific thread at runtime,,,,,
1613,"['c', 'linux', 'pipe']","{'account_id': 408442, 'reputation': 20570, 'user_id': 779111, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/808763efea1a993c937ac96e7e83032f?s=256&d=identicon&r=PG', 'display_name': 'JAN', 'link': 'https://stackoverflow.com/users/779111/jan'}",True,1103,11503602.0,5,3,1342441368,1342438902,1342439812.0,11503537,CC BY-SA 3.0,https://stackoverflow.com/questions/11503537/sending-a-message-between-father-son-why-there-is-no-deadlock,Sending a message between father &amp; son - why there is no deadlock?,,,,,
1614,"['c', 'makefile', 'header-files', 'gnu-make']","{'account_id': 385186, 'reputation': 6359, 'user_id': 742173, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/VDHPX.jpg?s=256&g=1', 'display_name': 'Abhishek Gupta', 'link': 'https://stackoverflow.com/users/742173/abhishek-gupta'}",True,902,,2,1,1342440254,1342418095,1342423638.0,11498762,CC BY-SA 3.0,https://stackoverflow.com/questions/11498762/error-while-including-header-file-using-make,Error while including header file using make,,,,,
1615,"['c', 'linux', 'gdb', 'systems-programming']","{'account_id': 46874, 'reputation': 778, 'user_id': 138645, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/eac333d99ca7a5c5a26699d46104de41?s=256&d=identicon&r=PG', 'display_name': 'user138645', 'link': 'https://stackoverflow.com/users/138645/user138645'}",True,283,11500389.0,2,5,1342438582,1342422345,1342423501.0,11499554,CC BY-SA 3.0,https://stackoverflow.com/questions/11499554/invoking-debugger-from-within-a-c-program,Invoking debugger from within a C program,,,,,
1616,['c'],"{'account_id': 1383279, 'reputation': 1271, 'user_id': 1315833, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/00485e9b12c3818ec67071c2bb197a10?s=256&d=identicon&r=PG', 'display_name': 'Vindhya G', 'link': 'https://stackoverflow.com/users/1315833/vindhya-g'}",True,233,11502605.0,2,2,1342436554,1342434238,,11502407,CC BY-SA 3.0,https://stackoverflow.com/questions/11502407/conditional-expression-behaviour-for-assignment-statement-in-c,conditional expression behaviour for assignment statement in c,,,,,
1617,"['c', 'gdb', 'sizeof', 'coredump']","{'account_id': 1373959, 'reputation': 962, 'user_id': 1308345, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/d99c1179d2b4d471b6d085f6079d2b68?s=256&d=identicon&r=PG', 'display_name': 'user1308345', 'link': 'https://stackoverflow.com/users/1308345/user1308345'}",True,957,11502148.0,2,1,1342435695,1342428782,,11500912,CC BY-SA 3.0,https://stackoverflow.com/questions/11500912/can-i-find-a-structure-with-certain-size-in-c-source,Can I find a structure with certain size in c source?,,,,,
1618,['c'],"{'account_id': 1637811, 'reputation': 13, 'user_id': 1510821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc8bbac7bd229d0e1024b4b6f8647a1a?s=256&d=identicon&r=PG', 'display_name': 'Noah Weiss', 'link': 'https://stackoverflow.com/users/1510821/noah-weiss'}",True,107,11388342.0,3,0,1342434191,1341799504,,11388333,CC BY-SA 3.0,https://stackoverflow.com/questions/11388333/whats-wrong-with-this-c-program-global-variables,What&#39;s wrong with this C program? (Global variables),,,,,
1619,"['c', 'string', 'function']","{'account_id': 1659097, 'reputation': 71, 'user_id': 1527739, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/c5c770b92625d9a9292a3601512506e3?s=256&d=identicon&r=PG', 'display_name': 'user1527739', 'link': 'https://stackoverflow.com/users/1527739/user1527739'}",True,204,,2,2,1342430971,1342404445,1342409122.0,11497338,CC BY-SA 3.0,https://stackoverflow.com/questions/11497338/c-function-to-enter-a-string,C function to enter a string,,,,,
1620,"['c', 'bit-shift']","{'account_id': 439618, 'reputation': 1369, 'user_id': 828671, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/13ce9b461eb7b587a22fa79f57523ffc?s=256&d=identicon&r=PG', 'display_name': 'Numerator', 'link': 'https://stackoverflow.com/users/828671/numerator'}",True,206,11500621.0,6,1,1342430227,1342426939,1342427497.0,11500506,CC BY-SA 3.0,https://stackoverflow.com/questions/11500506/bits-shift-in-c-is-the-i-bit-on,Bits Shift in C- is the i bit on?,,,,,
1621,"['c', 'linux', 'ubuntu', 'pipe', 'shared-memory']","{'account_id': 408442, 'reputation': 20570, 'user_id': 779111, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/808763efea1a993c937ac96e7e83032f?s=256&d=identicon&r=PG', 'display_name': 'JAN', 'link': 'https://stackoverflow.com/users/779111/jan'}",True,7205,11501097.0,3,1,1342430119,1342428643,1495541272.0,11500879,CC BY-SA 3.0,https://stackoverflow.com/questions/11500879/sem-open-doesnt-work-with-ubuntu-undefined-reference-to-sem-open,sem_open doesn&#39;t work with Ubuntu : undefined reference to `sem_open&#39;,,,,,
1622,"['c++', 'c', 'security']","{'account_id': 1048852, 'reputation': 31, 'user_id': 1053231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3413120cf92659c0e17b02049b9e6a4a?s=256&d=identicon&r=PG', 'display_name': 'wxfengyun', 'link': 'https://stackoverflow.com/users/1053231/wxfengyun'}",False,142,,1,2,1342429548,1342428157,,11500776,,https://stackoverflow.com/questions/11500776/how-to-write-a-program-without-window-which-can-run-under-bitdefender,How to write a program without window which can run under BitDefender?,,,1342491348.0,not a real question,
1623,"['c', 'multithreading', 'user-interface', 'gtk']","{'account_id': 1060660, 'reputation': 3264, 'user_id': 1062364, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/39ae22259f3226479b90af7cf4bb6122?s=256&d=identicon&r=PG', 'display_name': 'Gnijuohz', 'link': 'https://stackoverflow.com/users/1062364/gnijuohz'}",True,594,11500888.0,2,0,1342428670,1342102306,1495534169.0,11453733,CC BY-SA 3.0,https://stackoverflow.com/questions/11453733/gtk-c-manipulate-gui-in-a-thread-strange-errors,gtk/c manipulate GUI in a thread: strange errors,,,,,
1624,"['c', 'regex', 'syntax-highlighting']","{'account_id': 207404, 'reputation': 26611, 'user_id': 457237, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/34f7425ea0a472d1493230c28204010a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pavan Manjunath', 'link': 'https://stackoverflow.com/users/457237/pavan-manjunath'}",True,2342,11500808.0,1,4,1342428298,1342425439,1342425740.0,11500194,CC BY-SA 3.0,https://stackoverflow.com/questions/11500194/match-functions-and-function-calls-in-c-using-regex,Match functions and function calls in C using regex,,,,,
1625,"['c', 'performance', 'caching', 'optimization', 'memory']","{'account_id': 311346, 'reputation': 15768, 'user_id': 624869, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d253a59ca9d41509957700a5e277c93d?s=256&d=identicon&r=PG', 'display_name': 'JDS', 'link': 'https://stackoverflow.com/users/624869/jds'}",True,3130,11413082.0,2,10,1342426969,1341898973,1342426969.0,11407251,CC BY-SA 3.0,https://stackoverflow.com/questions/11407251/c-cache-optimization-for-direct-mapped-cache,C cache optimization for direct mapped cache,,,,,
1626,"['c++', 'c', 'namespaces']","{'account_id': 1628273, 'reputation': 957, 'user_id': 1503315, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5461ecae6638c53c0b736c14a2eb3d66?s=256&d=identicon&r=PG', 'display_name': 'Martin Wang', 'link': 'https://stackoverflow.com/users/1503315/martin-wang'}",True,3276,11500323.0,2,5,1342426041,1342419603,1495542157.0,11499014,,https://stackoverflow.com/questions/11499014/namespace-in-c-when-using-c-function,namespace in C++ when using c function,,,1342444682.0,exact duplicate,
1627,"['c', 'lua']","{'account_id': 144622, 'reputation': 30841, 'user_id': 353820, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/32b29e1dc23c2c5abe0283ab7b9541d3?s=256&d=identicon&r=PG', 'display_name': 'Doug', 'link': 'https://stackoverflow.com/users/353820/doug'}",True,663,11492896.0,1,1,1342425471,1342357857,1342425471.0,11492194,CC BY-SA 3.0,https://stackoverflow.com/questions/11492194/how-do-you-create-a-lua-plugin-that-calls-the-c-lua-api,How do you create a lua plugin that calls the c lua api?,,,,,
1628,"['c', 'matlab']","{'account_id': 1659614, 'reputation': 13, 'user_id': 1528146, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ad8cf08d9046483eef0c4432cca7c40?s=256&d=identicon&r=PG', 'display_name': 'Avinash', 'link': 'https://stackoverflow.com/users/1528146/avinash'}",True,85,11499879.0,1,1,1342423911,1342423524,,11499807,CC BY-SA 3.0,https://stackoverflow.com/questions/11499807/a-certain-parameter-has-3-possible-values-and-there-are-n-such-parameters-with,"A certain parameter has 3 possible values, and there are n such parameters with 3 values each. Need to create scenarios by randomly changing them",,,,,
1629,"['c', 'memory-management']","{'account_id': 1659406, 'reputation': 1, 'user_id': 1527973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3450103bf43d96e5154ec25320e1bbf8?s=256&d=identicon&r=PG', 'display_name': 'Vishesh Agarwal', 'link': 'https://stackoverflow.com/users/1527973/vishesh-agarwal'}",False,239,,3,0,1342420697,1342417095,1342420697.0,11498618,CC BY-SA 3.0,https://stackoverflow.com/questions/11498618/separating-the-linked-list-implementation-from-the-malloc-function,Separating the linked list implementation from the malloc function,,,,,
1630,"['c', 'linux', 'diskspace', 'hard-drive']","{'account_id': 279876, 'reputation': 11216, 'user_id': 575281, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/2a3iz.jpg?s=256&g=1', 'display_name': 'RajSanpui', 'link': 'https://stackoverflow.com/users/575281/rajsanpui'}",True,1589,11360669.0,1,1,1342416004,1341569037,1342416004.0,11360097,CC BY-SA 3.0,https://stackoverflow.com/questions/11360097/how-to-validate-data-read-from-lba-is-correct,How to validate data read from LBA is correct?,,,,,
1631,"['c', 'frameworks', 'erlang']","{'account_id': 1493575, 'reputation': 247, 'user_id': 1400047, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/153fe88388aa8984425bb9b21f372823?s=256&d=identicon&r=PG', 'display_name': 'user1400047', 'link': 'https://stackoverflow.com/users/1400047/user1400047'}",True,122,11498398.0,1,0,1342415250,1342411715,1342411987.0,11497995,CC BY-SA 3.0,https://stackoverflow.com/questions/11497995/build-a-framework-using-c-and-let-it-have-some-futures-like-erlang,"Build a framework using C, and let it have some futures like erlang",,,,,
1632,"['c', 'pointers']","{'account_id': 236501, 'reputation': 6667, 'user_id': 504031, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2eaf2b969661dcc8dd4951714b791167?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/504031/matt'}",True,1428,11498118.0,1,3,1342413129,1342412983,,11498100,CC BY-SA 3.0,https://stackoverflow.com/questions/11498100/c-garbage-characters-in-console-output,C: Garbage characters in Console output,,,,,
1633,"['c', 'linux', 'filesystems', 'kernel']","{'user_type': 'does_not_exist', 'display_name': 'user983652'}",True,522,,1,0,1342411233,1342399738,1342411233.0,11496934,CC BY-SA 3.0,https://stackoverflow.com/questions/11496934/to-keep-files-after-kernel-rebooting,to keep files after kernel rebooting,,,,,
1634,"['c++', 'c', 'offset', 'virtual-memory', 'addressing']","{'account_id': 968476, 'reputation': 47063, 'user_id': 991484, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/fc34739487a5e7e115acdbadf95c8fb3?s=256&d=identicon&r=PG', 'display_name': 'dtech', 'link': 'https://stackoverflow.com/users/991484/dtech'}",True,1860,11495514.0,4,6,1342408058,1342375854,1495541548.0,11494379,CC BY-SA 3.0,https://stackoverflow.com/questions/11494379/how-to-offload-memory-offset-calculation-from-runtime-in-c-c,How to offload memory offset calculation from runtime in C/C++?,,,,,
1635,"['c', 'segmentation-fault', 'calloc']","{'account_id': 1574740, 'reputation': 39, 'user_id': 1461516, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/bcc9ff032dcf7dc851b9b8036100a9af?s=256&d=identicon&r=PG', 'display_name': 'Aj_76', 'link': 'https://stackoverflow.com/users/1461516/aj-76'}",True,2544,11497365.0,2,1,1342406798,1342403667,,11497279,CC BY-SA 3.0,https://stackoverflow.com/questions/11497279/c-segfault-with-calloc,C segfault with calloc,,,,,
1636,['c'],"{'account_id': 1502125, 'reputation': 31, 'user_id': 1406441, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/288062ed164079a062dc3bce7b240ce7?s=256&d=identicon&r=PG', 'display_name': 'Super File', 'link': 'https://stackoverflow.com/users/1406441/super-file'}",False,111,,2,0,1342406471,1342404577,,11497350,CC BY-SA 3.0,https://stackoverflow.com/questions/11497350/c-include-each-other-with-forward-declaration,c include each other with forward declaration,,,,,
1637,"['c++', 'c', 'bit-manipulation', 'xor']","{'account_id': 1632387, 'reputation': 9, 'user_id': 1506684, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5fbb490d574d2e5fa052dc9fae63f87c?s=256&d=identicon&r=PG', 'display_name': 'farzin', 'link': 'https://stackoverflow.com/users/1506684/farzin'}",True,1696,,1,-1,1342406415,1341577563,1342405658.0,11362181,CC BY-SA 3.0,https://stackoverflow.com/questions/11362181/how-or-xor-and-blocks-of-memory,How OR Xor And blocks of memory,,,,,
1638,"['c', 'gtk', 'glib']","{'account_id': 485008, 'reputation': 3027, 'user_id': 901046, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/7a53df3d2946347ca06dd0064788192d?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheUnexpected', 'link': 'https://stackoverflow.com/users/901046/theunexpected'}",True,505,11496813.0,2,1,1342398663,1342196663,,11474471,CC BY-SA 3.0,https://stackoverflow.com/questions/11474471/stop-a-cpu-intensive-operation-by-pressing-a-gtk-button,Stop a CPU-intensive operation by pressing a GTK button,,,,,
1639,"['c', 'glib']","{'account_id': 1648838, 'reputation': 3, 'user_id': 1519806, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f201c7e58a5850b9db64781851b44e10?s=256&d=identicon&r=PG', 'display_name': 'franred', 'link': 'https://stackoverflow.com/users/1519806/franred'}",True,268,11496833.0,1,0,1342398632,1342073664,,11445952,CC BY-SA 3.0,https://stackoverflow.com/questions/11445952/alternative-to-g-variant-lookup-value-when-the-key-is-not-an-string-type,Alternative to g_variant_lookup_value when the key is not an string type,,,,,
1640,"['c', 'pointers', 'null-terminated']","{'account_id': 236501, 'reputation': 6667, 'user_id': 504031, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2eaf2b969661dcc8dd4951714b791167?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/504031/matt'}",True,544,11496663.0,3,1,1342397150,1342396419,,11496624,CC BY-SA 3.0,https://stackoverflow.com/questions/11496624/c-string-concatentation-null-terminated-strings,C: String Concatentation: Null Terminated Strings,,,,,
1641,"['c', 'function', 'pass-by-reference']","{'account_id': 112641, 'reputation': 1144, 'user_id': 297042, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/bfb127c6ed47f072a1eb5abc259ac9c3?s=256&d=identicon&r=PG', 'display_name': 'Chris Camacho', 'link': 'https://stackoverflow.com/users/297042/chris-camacho'}",True,155,11496492.0,4,0,1342396692,1342394536,1342395597.0,11496469,CC BY-SA 3.0,https://stackoverflow.com/questions/11496469/function-that-can-null-a-passed-pointer,function that can NULL a passed pointer,,,,,
1642,"['c', 'string', 'split']","{'account_id': 1571459, 'reputation': 1034, 'user_id': 1459065, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/0b4f22a418c18e4c2977dede2450e695?s=256&d=identicon&r=PG', 'display_name': 'elmazzun', 'link': 'https://stackoverflow.com/users/1459065/elmazzun'}",True,6412,,5,2,1342391538,1342369666,,11493609,,https://stackoverflow.com/questions/11493609/how-to-split-a-string-every-4-chars-and-then-memorize-the-fragments,How to split a string every 4 chars and then memorize the fragments,,,1342405480.0,not a real question,
1643,"['c++', 'c', 'qt', 'opengl', 'blender']","{'account_id': 1099883, 'reputation': 12051, 'user_id': 1494037, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/3ed469a16aa307a65727a863da1fc4b0?s=256&d=identicon&r=PG', 'display_name': 'Johnny Pauling', 'link': 'https://stackoverflow.com/users/1494037/johnny-pauling'}",True,183,11496104.0,1,0,1342390628,1342389551,,11495974,CC BY-SA 3.0,https://stackoverflow.com/questions/11495974/gradient-like-color-on-model-imported-from-blender,Gradient-like color on model imported from blender,,,,,
1644,"['c', 'pointers', 'struct', 'swap']","{'account_id': 1658592, 'reputation': 21, 'user_id': 1527401, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/506969ce03fc5e31c7a28711eaf67dc1?s=256&d=identicon&r=PG', 'display_name': 'user1527401', 'link': 'https://stackoverflow.com/users/1527401/user1527401'}",True,6664,,4,2,1342383557,1342383060,1342383088.0,11495232,CC BY-SA 3.0,https://stackoverflow.com/questions/11495232/how-to-swap-two-structs-in-c,how to swap two structs in C,,,,,
1645,"['c', 'literals']","{'account_id': 1511526, 'reputation': 345, 'user_id': 1413523, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/d17da235a6c2628fe24c731adbcfda85?s=256&d=identicon&r=PG', 'display_name': 'user1413523', 'link': 'https://stackoverflow.com/users/1413523/user1413523'}",True,248,11494841.0,5,2,1342380328,1342379714,1342380210.0,11494820,CC BY-SA 3.0,https://stackoverflow.com/questions/11494820/confusion-with-literals-arithmetic-in-c,"Confusion with literals, arithmetic in C",,,,,
1646,"['c', 'pointers']","{'account_id': 264277, 'reputation': 2098, 'user_id': 550436, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/33c7177f722761976ee0ee39c2484f1c?s=256&d=identicon&r=PG&f=1', 'display_name': 'stressed_geek', 'link': 'https://stackoverflow.com/users/550436/stressed-geek'}",True,1021,11494830.0,2,2,1342379764,1342364880,1342377599.0,11493020,,https://stackoverflow.com/questions/11493020/how-to-read-a-pointer-to-integer-pointers-from-a-file,How to read a pointer to integer pointers from a file?,,,1342423657.0,not a real question,
1647,"['c', 'unix', 'pipe']","{'account_id': 203801, 'reputation': 249, 'user_id': 451666, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/c48666d60a3f3fa055a36e98b21ca361?s=256&d=identicon&r=PG', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/451666/josh'}",True,484,11494794.0,2,1,1342379497,1342371051,1342373118.0,11493780,CC BY-SA 3.0,https://stackoverflow.com/questions/11493780/creating-pipes-unix,Creating Pipes - Unix,,,,,
1648,"['c', 'floating-point']","{'account_id': 439618, 'reputation': 1369, 'user_id': 828671, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/13ce9b461eb7b587a22fa79f57523ffc?s=256&d=identicon&r=PG', 'display_name': 'Numerator', 'link': 'https://stackoverflow.com/users/828671/numerator'}",True,861,,3,-4,1342377717,1342375231,1342376255.0,11494298,,https://stackoverflow.com/questions/11494298/float-output-input-questions-in-c,Float Output / Input questions in C,,,1342412578.0,too localized,
1649,"['c', 'file-io', 'scanf']","{'account_id': 346742, 'reputation': 19792, 'user_id': 680441, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/f80ea51467691d66dfc369a21c04a060?s=256&d=identicon&r=PG', 'display_name': 'darksky', 'link': 'https://stackoverflow.com/users/680441/darksky'}",True,335,11492762.0,1,1,1342376973,1342362801,,11492746,CC BY-SA 3.0,https://stackoverflow.com/questions/11492746/fscanf-not-scanning-file,fscanf not scanning file,,,,,
1650,['c'],"{'account_id': 524692, 'reputation': 9191, 'user_id': 1131254, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/9e192fb691a49b25c97c51fd665e0cd9?s=256&d=identicon&r=PG', 'display_name': 'Josh Petitt', 'link': 'https://stackoverflow.com/users/1131254/josh-petitt'}",True,135,11494348.0,1,1,1342376165,1342375569,,11494341,CC BY-SA 3.0,https://stackoverflow.com/questions/11494341/c-initializer-with-cast-is-this-dangerous,"C initializer with cast, is this dangerous?",,,,,
1651,"['c', 'reference', 'struct']","{'account_id': 81228, 'reputation': 659, 'user_id': 229174, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/f85f3b3bce1d93f2a494c1ec5fbf7fc1?s=256&d=identicon&r=PG', 'display_name': 'BigBadOwl', 'link': 'https://stackoverflow.com/users/229174/bigbadowl'}",True,315,11493860.0,1,1,1342374660,1342367411,1342367687.0,11493308,CC BY-SA 3.0,https://stackoverflow.com/questions/11493308/need-help-resetting-static-global-variables-in-c,Need help resetting static global variables in C,,,,,
1652,"['c', 'lua', 'yaml']","{'account_id': 419768, 'reputation': 2151, 'user_id': 797121, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/dd97fc1860312fe7079150632585779b?s=256&d=identicon&r=PG', 'display_name': 'dave', 'link': 'https://stackoverflow.com/users/797121/dave'}",True,10517,11486833.0,2,6,1342369342,1342287400,1342341682.0,11485911,CC BY-SA 3.0,https://stackoverflow.com/questions/11485911/lua-5-2-c-api-and-require,Lua 5.2 C API and require,,,,,
1653,"['c', 'algorithm']","{'account_id': 1652076, 'reputation': 7332, 'user_id': 1522454, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/G2Q2W.jpg?s=256&g=1', 'display_name': 'OneMoreError', 'link': 'https://stackoverflow.com/users/1522454/onemoreerror'}",True,436,11482701.0,2,0,1342369164,1342257411,1342260213.0,11482511,CC BY-SA 3.0,https://stackoverflow.com/questions/11482511/deciding-the-base-condition-in-backtracking-recursive-algorithm,Deciding the base condition in backtracking recursive algorithm,,,,,
1654,['c'],"{'user_type': 'does_not_exist', 'display_name': 'user82238'}",True,1852,,2,3,1342366051,1342345298,,11490921,CC BY-SA 3.0,https://stackoverflow.com/questions/11490921/in-c-is-it-possible-to-control-the-alignment-of-function-parameteres,In C is it possible to control the alignment of function parameteres?,,,,,
1655,"['c', 'function-pointers']","{'account_id': 425180, 'reputation': 4099, 'user_id': 805627, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/3d91a083d47c66019bcda1f3a9b32fde?s=256&d=identicon&r=PG', 'display_name': 'user805627', 'link': 'https://stackoverflow.com/users/805627/user805627'}",True,417,11493010.0,4,2,1342364789,1342362688,1342363041.0,11492731,CC BY-SA 3.0,https://stackoverflow.com/questions/11492731/why-does-this-code-cause-compilation-error-redefinition,Why does this code cause compilation error &quot;redefinition&quot;?,,,,,
1656,"['c', 'linux', 'pthreads']","{'account_id': 445083, 'reputation': 857, 'user_id': 837306, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/b0ed5d28e8ae1015d47149decaea9091?s=256&d=identicon&r=PG', 'display_name': 'user837306', 'link': 'https://stackoverflow.com/users/837306/user837306'}",True,151,,2,1,1342363988,1342242880,1342363988.0,11481274,CC BY-SA 3.0,https://stackoverflow.com/questions/11481274/c-seconds-ticking-failing-when-need-to-process-queries,C Seconds ticking failing when need to process queries?,,,,,
1657,['c'],"{'account_id': 1302162, 'reputation': 4417, 'user_id': 1251851, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/hsmcR.jpg?s=256&g=1', 'display_name': 'Kartik Anand', 'link': 'https://stackoverflow.com/users/1251851/kartik-anand'}",True,3403,,1,2,1342363060,1342362575,1495542391.0,11492714,,https://stackoverflow.com/questions/11492714/how-does-c-work,How does C work?,,,1342363013.0,exact duplicate,
1658,['c'],"{'account_id': 1383279, 'reputation': 1271, 'user_id': 1315833, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/00485e9b12c3818ec67071c2bb197a10?s=256&d=identicon&r=PG', 'display_name': 'Vindhya G', 'link': 'https://stackoverflow.com/users/1315833/vindhya-g'}",True,850,11492631.0,3,3,1342362117,1342361442,1342361995.0,11492576,CC BY-SA 3.0,https://stackoverflow.com/questions/11492576/strings-in-the-subscript-in-c,strings in the subscript in c,,,,,
1659,"['c', 'linux']","{'account_id': 1383279, 'reputation': 1271, 'user_id': 1315833, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/00485e9b12c3818ec67071c2bb197a10?s=256&d=identicon&r=PG', 'display_name': 'Vindhya G', 'link': 'https://stackoverflow.com/users/1315833/vindhya-g'}",True,551,11482943.0,3,0,1342357978,1342260243,1342260525.0,11482838,CC BY-SA 3.0,https://stackoverflow.com/questions/11482838/virtual-address-assignment-in-c-and-linux,virtual address assignment in C and linux ,,,,,
1660,"['c', 'memory']","{'account_id': 1654820, 'reputation': 9, 'user_id': 1524664, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2fb7fc5dee37e0aeabe2a7b62733116?s=256&d=identicon&r=PG', 'display_name': 'Pravin Kesari', 'link': 'https://stackoverflow.com/users/1524664/pravin-kesari'}",True,266,,4,0,1342357164,1342214550,1342357164.0,11478572,,https://stackoverflow.com/questions/11478572/structure-within-structure,Structure within structure,,,1342578825.0,too localized,
1661,"['c', 'arrays', 'string', 'pointers']","{'account_id': 1612466, 'reputation': 115, 'user_id': 1491037, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bhJUK.jpg?s=256&g=1', 'display_name': 'amol', 'link': 'https://stackoverflow.com/users/1491037/amol'}",True,72,,2,-7,1342356404,1342356084,1342356223.0,11491983,,https://stackoverflow.com/questions/11491983/what-is-the-output-of-this-code-and-how,what is the output of this code and how?,,,1342358201.0,not a real question,
