,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
2157,"['java', 'date', 'tomcat', 'time', 'sync']","{'account_id': 1119534, 'reputation': 1203, 'user_id': 1108175, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f226d8e790385ea33ff8f98090818259?s=256&d=identicon&r=PG', 'display_name': 'AbSoLution8', 'link': 'https://stackoverflow.com/users/1108175/absolution8'}",False,2089,1,1,1437664716,1352427860,,13301255,CC BY-SA 3.0,https://stackoverflow.com/questions/13301255/date-time-from-java-out-of-sync-tomcat-7,date time from java out of sync (tomcat 7),,,,,,
2158,"['java', 'map', 'treemap']","{'account_id': 330259, 'reputation': 5373, 'user_id': 654269, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/837b193bb43ef1dd3fb31ddae1b791b0?s=256&d=identicon&r=PG', 'display_name': 'Majid Azimi', 'link': 'https://stackoverflow.com/users/654269/majid-azimi'}",True,3944,2,3,1437532437,1352529950,1352530506.0,13319994,CC BY-SA 3.0,https://stackoverflow.com/questions/13319994/is-there-any-linkedtreemap-implementation-in-java,Is there any LinkedTreeMap implementation in java?,13320075.0,,,,,
2159,"['java', 'swing', 'exception', 'swingworker', 'jprogressbar']","{'account_id': 1323185, 'reputation': 970, 'user_id': 1268557, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/d64079b5f3d5b15cfec83ac595ab22c0?s=256&d=identicon&r=PG', 'display_name': 'Syed Muhammad Mubashir', 'link': 'https://stackoverflow.com/users/1268557/syed-muhammad-mubashir'}",True,1284,2,1,1437517224,1353731347,1437517224.0,13538275,CC BY-SA 3.0,https://stackoverflow.com/questions/13538275/the-property-change-event-of-progress-bar-not-firing,The Property Change Event Of Progress Bar Not Firing,,,,,,
2160,"['java', 'date', 'datetime', 'calendar', 'timezone']","{'account_id': 1102563, 'reputation': 14864, 'user_id': 1094640, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6f697e3156dbf740c223af6b56cdfbdb?s=256&d=identicon&r=PG', 'display_name': 'Bober02', 'link': 'https://stackoverflow.com/users/1094640/bober02'}",True,72687,3,24,1437415100,1351869017,1351869167.0,13197956,,https://stackoverflow.com/questions/13197956/convert-date-to-different-timezone,Convert date to different timezone,13198005.0,,1432386640.0,Duplicate,,
2161,"['java', 'treeset']","{'account_id': 2033834, 'reputation': 53, 'user_id': 1816723, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/2af47a8f03612712962b61660e529a71?s=256&d=identicon&r=PG', 'display_name': 'user1816723', 'link': 'https://stackoverflow.com/users/1816723/user1816723'}",False,1138,1,2,1437299583,1353757702,1353758844.0,13540906,CC BY-SA 3.0,https://stackoverflow.com/questions/13540906/extend-java-treeset-with-subtree-size,Extend Java TreeSet with subtree size,,,,,,
2162,"['java', 'xml', 'xsd', 'jaxb', 'xjc']","{'account_id': 1674377, 'reputation': 445, 'user_id': 1540215, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/TjEMh.jpg?s=256&g=1', 'display_name': 'archik', 'link': 'https://stackoverflow.com/users/1540215/archik'}",True,1871,2,1,1437131700,1352377678,1437131700.0,13289136,CC BY-SA 3.0,https://stackoverflow.com/questions/13289136/can-i-convert-current-jaxb-model-to-other-jaxb-model,Can I convert current JAXB model to other JAXB model?,13290634.0,,,,,
2163,"['java', 'list', 'sorting']","{'account_id': 1239205, 'reputation': 3235, 'user_id': 1202206, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/367196e4e5f8a29446fb381b4048eda6?s=256&d=identicon&r=PG', 'display_name': 'pedja', 'link': 'https://stackoverflow.com/users/1202206/pedja'}",True,5999,5,5,1437129360,1353666136,1368364703.0,13527070,CC BY-SA 3.0,https://stackoverflow.com/questions/13527070/sorting-list-by-value,Sorting list by value,13527122.0,,,,,
2164,"['java', 'hibernate', 'intellij-idea']","{'account_id': 1133899, 'reputation': 579, 'user_id': 1119365, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/baa653c18f277207151b129fd15caf3f?s=256&d=identicon&r=PG', 'display_name': 'shaydel', 'link': 'https://stackoverflow.com/users/1119365/shaydel'}",True,836,2,0,1437126653,1353304042,1353307153.0,13448339,CC BY-SA 3.0,https://stackoverflow.com/questions/13448339/hibernate-xml-parsing-nested-exception-in-intellij-automatic-project,hibernate xml parsing nested exception in intellij automatic project,13448448.0,,,,,
2165,"['java', 'jsp', 'servlets']","{'account_id': 1951203, 'reputation': 10170, 'user_id': 1755242, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/qa58O.png?s=256&g=1', 'display_name': 'sunleo', 'link': 'https://stackoverflow.com/users/1755242/sunleo'}",True,47038,3,0,1437059444,1352969664,1437059444.0,13394117,,https://stackoverflow.com/questions/13394117/jsp-and-servlet-setattribute,JSP and Servlet setAttribute,13394266.0,,1471414919.0,Duplicate,,
2166,"['java', 'string', 'ends-with']","{'account_id': 1616793, 'reputation': 715, 'user_id': 1494256, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/1ff3ea3a444483d7d10025d3567cafde?s=256&d=identicon&r=PG&f=1', 'display_name': 'DreamsOfHummus', 'link': 'https://stackoverflow.com/users/1494256/dreamsofhummus'}",True,13859,3,1,1436987438,1353870860,1436987438.0,13554476,CC BY-SA 3.0,https://stackoverflow.com/questions/13554476/string-endswith-not-working,String.endsWith() not working,13554494.0,,,,,
2167,"['java', 'count']","{'account_id': 1954854, 'reputation': 39, 'user_id': 1758094, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/982a8d859e9c8b2cc00e766f56c47fd7?s=256&d=identicon&r=PG', 'display_name': 'javaisjusttoohard', 'link': 'https://stackoverflow.com/users/1758094/javaisjusttoohard'}",True,161,3,1,1436984467,1352334243,1436984467.0,13280622,CC BY-SA 3.0,https://stackoverflow.com/questions/13280622/how-to-test-another-method-in-my-main-method-in-java,how to test another method in my main method in java,,,,,,
2168,"['c#', 'java', 'oracle', 'jdbc', 'ado.net']","{'account_id': 231136, 'reputation': 819, 'user_id': 495188, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4d632ba63151389904ba14c2a533f012?s=256&d=identicon&r=PG', 'display_name': 'Naveen Chakravarthy', 'link': 'https://stackoverflow.com/users/495188/naveen-chakravarthy'}",True,574,1,2,1436959599,1353985432,1353986643.0,13576768,CC BY-SA 3.0,https://stackoverflow.com/questions/13576768/c-equivalent-in-java-for-adding-associative-arrays-to-command-parameter,C# Equivalent in Java for adding associative arrays to command parameter,,,,,,
2169,"['java', 'spring']","{'account_id': 1404077, 'reputation': 2408, 'user_id': 1332264, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/64MpB.png?s=256&g=1', 'display_name': 'dimas', 'link': 'https://stackoverflow.com/users/1332264/dimas'}",True,2262,3,1,1436715890,1353986777,1353988383.0,13576933,CC BY-SA 3.0,https://stackoverflow.com/questions/13576933/spring-example-where-values-are-not-hard-coded-in-xml-config-files,Spring example where values are not hard-coded in XML config files,13577105.0,,,,,
2170,"['java', 'jsp', 'jakarta-ee', 'import', 'google-visualization']","{'account_id': 1988623, 'reputation': 661, 'user_id': 1783221, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b09c8c849a41a14bfe94694646e56ca9?s=256&d=identicon&r=PG', 'display_name': 'John Hendrik', 'link': 'https://stackoverflow.com/users/1783221/john-hendrik'}",True,360,2,8,1436684948,1354184820,1354195843.0,13623650,CC BY-SA 3.0,https://stackoverflow.com/questions/13623650/jave-ee-application-does-not-recognize-google-visualization-api,Jave EE application does not recognize Google Visualization API,,,,,,
2171,"['java', 'plugins']","{'account_id': 398383, 'reputation': 11552, 'user_id': 763029, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/TVwEa.jpg?s=256&g=1', 'display_name': 'Caffeinated', 'link': 'https://stackoverflow.com/users/763029/caffeinated'}",False,62,0,0,1436460023,1353171329,1436460023.0,13432643,CC BY-SA 3.0,https://stackoverflow.com/questions/13432643/what-is-the-main-purpose-of-the-google-inject-injector-plugin-feature,What is the main purpose of the google.inject.Injector plugin feature?,,,,,,
2172,"['java', 'eclipse', 'jar']","{'account_id': 2005779, 'reputation': 21, 'user_id': 1795729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd7177543a6675004d986e00d949586e?s=256&d=identicon&r=PG', 'display_name': 'Graeme Charczuk', 'link': 'https://stackoverflow.com/users/1795729/graeme-charczuk'}",False,96,1,0,1436409566,1353991203,1436409566.0,13577499,CC BY-SA 3.0,https://stackoverflow.com/questions/13577499/exporting-a-jar-file-in-eclipse-seems-fine-but-one-of-my-classes-does-not-work,"Exporting a JAR file in eclipse, seems fine but one of my classes does not work",,,,,,
2173,"['java', 'mapping', 'clone', 'javabeans', 'dozer']","{'account_id': 257029, 'reputation': 2931, 'user_id': 538160, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4b816c3331088ec95af69b0f33137ad9?s=256&d=identicon&r=PG', 'display_name': 'supernova', 'link': 'https://stackoverflow.com/users/538160/supernova'}",True,15547,2,1,1436328699,1353101342,1436328699.0,13424673,CC BY-SA 3.0,https://stackoverflow.com/questions/13424673/how-to-do-mapping-for-deep-or-nested-objects-properties-using-dozer,How to do mapping for deep (or nested) objects properties using Dozer?,13432474.0,,,,,
2174,"['java', 'android', 'amazon-web-services', 'amazon']","{'account_id': 1295520, 'reputation': 842, 'user_id': 1246683, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/0NpZp.jpg?s=256&g=1', 'display_name': 'Zeeshan Chaudhry', 'link': 'https://stackoverflow.com/users/1246683/zeeshan-chaudhry'}",False,449,1,2,1436283526,1352843200,,13369390,CC BY-SA 3.0,https://stackoverflow.com/questions/13369390/amazon-cloud-drive-integration-with-android,Amazon cloud drive integration with android,,,,,,
2175,"['java', 'mongodb', 'solr']","{'account_id': 439254, 'reputation': 9961, 'user_id': 828077, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/xg4DY.jpg?s=256&g=1', 'display_name': 'Rajesh Pantula', 'link': 'https://stackoverflow.com/users/828077/rajesh-pantula'}",False,1569,0,1,1436183542,1353927468,,13563437,CC BY-SA 3.0,https://stackoverflow.com/questions/13563437/solr-mongodb-dataimporthandler-error,Solr MongoDB DataImportHandler Error,,,,,,
2176,"['java', 'html', 'audio', 'binary', 'jstl']","{'account_id': 1010361, 'reputation': 4632, 'user_id': 1023060, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/hCOqW.jpg?s=256&g=1', 'display_name': 'KyelJmD', 'link': 'https://stackoverflow.com/users/1023060/kyeljmd'}",True,9555,3,4,1436172415,1354278319,,13645223,CC BY-SA 3.0,https://stackoverflow.com/questions/13645223/html5-using-src-using-raw-binary-data,HTML5 using src using raw binary data,13645510.0,,,,,
2177,"['java', 'string', 'formatting', 'spell-checking']","{'account_id': 981918, 'reputation': 738, 'user_id': 1001436, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/bb0d805a0bab0483513b26acc6511439?s=256&d=identicon&r=PG', 'display_name': 'AlenBer', 'link': 'https://stackoverflow.com/users/1001436/alenber'}",False,125,1,0,1436168633,1354106038,1436168633.0,13605180,CC BY-SA 3.0,https://stackoverflow.com/questions/13605180/java-string-formatting-solution,Java String formatting solution,,,,,,
2178,"['java', 'charsequence']","{'account_id': 320279, 'reputation': 19894, 'user_id': 638471, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/vSVkO.png?s=256&g=1', 'display_name': 'vbence', 'link': 'https://stackoverflow.com/users/638471/vbence'}",True,8984,5,25,1435776252,1352127297,1435776252.0,13234584,CC BY-SA 3.0,https://stackoverflow.com/questions/13234584/when-to-use-charsequence-in-an-api,When to use CharSequence in an API,13234874.0,,,,,
2179,"['java', 'file', 'vector-graphics', 'file-manipulation']","{'account_id': 2024367, 'reputation': 25, 'user_id': 1809818, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/5f1843783b5be04f7551be8a3315d09a?s=256&d=identicon&r=PG', 'display_name': 'vindalooman', 'link': 'https://stackoverflow.com/users/1809818/vindalooman'}",True,567,1,0,1435762114,1352391170,1435762114.0,13292967,CC BY-SA 3.0,https://stackoverflow.com/questions/13292967/programmatically-shrink-hpgl-files-via-java,Programmatically shrink HPGL files via Java,13295774.0,,,,,
2180,"['java', 'android', 'email']","{'account_id': 2060818, 'reputation': 1, 'user_id': 1837386, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62e4b446d85ecb0b5e35c22fbf0a7320?s=256&d=identicon&r=PG', 'display_name': 'jom', 'link': 'https://stackoverflow.com/users/1837386/jom'}",False,2008,3,0,1435754320,1353374989,1376550753.0,13465297,CC BY-SA 3.0,https://stackoverflow.com/questions/13465297/search-library-for-writing-own-email-app-in-android,search library for writing own email app in android,,,,,,
2181,"['java', 'pdfbox', 'pdf-reader']","{'account_id': 1995760, 'reputation': 105, 'user_id': 1788777, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/4ff190ccd7c91a6ff8d908af577d9f97?s=256&d=identicon&r=PG', 'display_name': 'Zafar', 'link': 'https://stackoverflow.com/users/1788777/zafar'}",True,2743,1,0,1435741693,1351701260,1435741693.0,13162632,,https://stackoverflow.com/questions/13162632/pdfbox-program-doesnt-read-non-english-characters-properly-from-pdf,PDFBox program doesn&#39;t read non English characters properly from pdf,,,1351732929.0,not a real question,,
2182,"['java', 'swt', 'javafx', 'jnlp', 'java-web-start']","{'account_id': 336299, 'reputation': 133, 'user_id': 663868, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36029002404917bd3ed04088440c4d44?s=256&d=identicon&r=PG', 'display_name': 'Jens', 'link': 'https://stackoverflow.com/users/663868/jens'}",False,424,0,3,1435728122,1353512354,1435728122.0,13496697,CC BY-SA 3.0,https://stackoverflow.com/questions/13496697/javafx-2-swt-and-webstart,"JavaFX 2, SWT and Webstart",,,,,,
2183,"['java', 'servlets', 'velocity']","{'account_id': 1951203, 'reputation': 10170, 'user_id': 1755242, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/qa58O.png?s=256&g=1', 'display_name': 'sunleo', 'link': 'https://stackoverflow.com/users/1755242/sunleo'}",True,9071,2,1,1435602464,1352196717,,13248808,CC BY-SA 3.0,https://stackoverflow.com/questions/13248808/velocity-template-resource-not-found-exception,velocity template resource not found exception,13248862.0,,,,,
2184,"['java', 'sql', 'hibernate', 'netbeans']","{'account_id': 262624, 'reputation': 1002, 'user_id': 547607, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/1997c5d154ff8ff89b70da331f2d15d2?s=256&d=identicon&r=PG', 'display_name': 'mani', 'link': 'https://stackoverflow.com/users/547607/mani'}",True,1291,1,0,1435535292,1352189906,1352192671.0,13247006,CC BY-SA 3.0,https://stackoverflow.com/questions/13247006/error-in-hibernate-querying-language,Error in HIbernate Querying Language,13248519.0,,,,,
2185,"['java', 'swing', 'jpanel', 'layout-manager']","{'user_type': 'does_not_exist', 'display_name': 'user1769501'}",True,40321,2,5,1435361414,1354218412,1354259336.0,13633503,CC BY-SA 3.0,https://stackoverflow.com/questions/13633503/java-setbounds-not-working-with-jpanel,Java setBounds not working with JPanel,13633579.0,,,,,
2186,"['java', 'application-restart']","{'account_id': 1949987, 'reputation': 917, 'user_id': 1754301, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/47bbb4efee0729b9e44850a58264da2c?s=256&d=identicon&r=PG', 'display_name': 'Adesh', 'link': 'https://stackoverflow.com/users/1754301/adesh'}",True,22271,7,6,1435325211,1351726725,1351728581.0,13168962,CC BY-SA 3.0,https://stackoverflow.com/questions/13168962/can-i-use-main-to-restart-my-application,Can I use main() to restart my application?,,,,,,
2187,"['java', 'c++', 'avro']","{'account_id': 2055819, 'reputation': 51, 'user_id': 1833610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26a9c6db6261f671530bb140bcf53415?s=256&d=identicon&r=PG', 'display_name': 'user1833610', 'link': 'https://stackoverflow.com/users/1833610/user1833610'}",True,4268,2,5,1435300099,1353248956,1353250305.0,13441065,CC BY-SA 3.0,https://stackoverflow.com/questions/13441065/how-to-use-apache-avro-genericrecord-for-dynamic-data,How to use apache avro GenericRecord for dynamic data?,,,,,,
2188,"['java', 'swing', 'jpanel', 'paintcomponent', 'imageicon']","{'account_id': 1735329, 'reputation': 133, 'user_id': 1588035, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/87c449f43c70301018e9756bb2a98aa0?s=256&d=identicon&r=PG', 'display_name': 'rafaelzm2000', 'link': 'https://stackoverflow.com/users/1588035/rafaelzm2000'}",True,10014,2,-1,1435254002,1352994472,1495535203.0,13401109,,https://stackoverflow.com/questions/13401109/java-add-background-image-to-frame,Java: Add Background image to frame,13405835.0,,1353083814.0,exact duplicate,,
2189,"['java', 'swing', 'alignment', 'imageicon', 'jtogglebutton']","{'account_id': 792363, 'reputation': 1385, 'user_id': 909809, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/6EjUN.jpg?s=256&g=1', 'display_name': 'Michael Esteves', 'link': 'https://stackoverflow.com/users/909809/michael-esteves'}",True,1709,2,2,1435253988,1353159126,1435253988.0,13431037,CC BY-SA 3.0,https://stackoverflow.com/questions/13431037/center-a-jtogglebutton-imageicon,Center a JToggleButton ImageIcon,13431252.0,,,,,
2190,"['java', 'image', 'swing', 'jbutton', 'imageicon']","{'account_id': 194284, 'reputation': 4096, 'user_id': 436524, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/f9668e754daecfa1260501a71ee9876a?s=256&d=identicon&r=PG', 'display_name': 'Octavia Togami', 'link': 'https://stackoverflow.com/users/436524/octavia-togami'}",True,157,3,0,1435253978,1353262301,1435253978.0,13443020,CC BY-SA 3.0,https://stackoverflow.com/questions/13443020/how-to-get-a-nice-looking-button,How to get a nice looking button?,13457209.0,,,,,
2191,"['java', 'timer', 'scheduling', 'simulation', 'clock']","{'account_id': 969171, 'reputation': 3171, 'user_id': 992055, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/9fa6d6cc1a196d988381bb849004d06d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Force444', 'link': 'https://stackoverflow.com/users/992055/force444'}",True,1772,2,2,1435177852,1351813060,,13187142,CC BY-SA 3.0,https://stackoverflow.com/questions/13187142/clock-in-discrete-event-simulation,Clock in Discrete Event Simulation,13187203.0,,,,,
2192,"['java', 'selenium', 'webdriver', 'selenium-webdriver']","{'account_id': 1233142, 'reputation': 5557, 'user_id': 1197313, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/ZoUyZ.png?s=256&g=1', 'display_name': 'Santoshsarma', 'link': 'https://stackoverflow.com/users/1197313/santoshsarma'}",True,3468,2,0,1435167279,1352120118,1435167161.0,13232565,CC BY-SA 3.0,https://stackoverflow.com/questions/13232565/how-to-accept-dismiss-unhandled-alerts-with-webdriver,How to accept/dismiss unhandled alerts with WebDriver?,,,,,,
2193,"['java', 'gravity']","{'account_id': 1180429, 'reputation': 1077, 'user_id': 1155474, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d17727e91f57365cb7bb7f89e3b85fef?s=256&d=identicon&r=PG', 'display_name': 'GlassZee', 'link': 'https://stackoverflow.com/users/1155474/glasszee'}",True,872,2,1,1435150723,1353190861,1435150723.0,13435355,CC BY-SA 3.0,https://stackoverflow.com/questions/13435355/gravity-equation-velocity-equation-why-is-it-only-good-in-certain-fps,Gravity Equation - Velocity Equation | Why is it only good in certain FPS?,13435510.0,,,,,
2194,"['java', 'rest', 'cxf']","{'account_id': 1524257, 'reputation': 8336, 'user_id': 1423083, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/i77PX.jpg?s=256&g=1', 'display_name': 'Mukul Goel', 'link': 'https://stackoverflow.com/users/1423083/mukul-goel'}",True,1247,1,2,1435112744,1352719518,1352875513.0,13342849,CC BY-SA 3.0,https://stackoverflow.com/questions/13342849/alternate-to-xmlrootelement,Alternate to @XmlRootElement?,13343361.0,,,,,
2195,"['java', 'string', 'java-7']","{'account_id': 2054747, 'reputation': 19, 'user_id': 1832833, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2479ab3688d2ad727a1871525fcfab6a?s=256&d=identicon&r=PG', 'display_name': 'Minh Nguyen', 'link': 'https://stackoverflow.com/users/1832833/minh-nguyen'}",True,1673,5,-4,1435059964,1353201346,1353203943.0,13436551,CC BY-SA 3.0,https://stackoverflow.com/questions/13436551/how-would-i-capitalize-the-first-letter-of-a-word-in-java,How would I capitalize the first letter of a word in Java?,,,,,,
2196,"['java', 'reference', 'stack']","{'account_id': 2069469, 'reputation': 167, 'user_id': 1844249, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/720f02634ba35f38f9298b93e75588a8?s=256&d=identicon&r=PG', 'display_name': 'IndianNoob', 'link': 'https://stackoverflow.com/users/1844249/indiannoob'}",True,21913,2,1,1434983521,1353570437,1353571535.0,13507978,CC BY-SA 3.0,https://stackoverflow.com/questions/13507978/return-the-stack-element-at-a-given-index-without-modifying-the-original-stack-i,Return the stack element at a given index without modifying the original Stack in Java,13508548.0,,,,,
2197,"['java', 'apache-pig']","{'account_id': 66056, 'reputation': 475, 'user_id': 194012, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/7efd174581b89184dcacbfba21f14a0d?s=256&d=identicon&r=PG', 'display_name': 'EDJ', 'link': 'https://stackoverflow.com/users/194012/edj'}",True,1853,1,0,1434907763,1353518447,,13498657,CC BY-SA 3.0,https://stackoverflow.com/questions/13498657/how-do-i-transpose-columns-and-rows-in-pig,How Do I transpose columns and rows in PIG,13498847.0,,,,,
2198,"['java', 'multithreading', 'runnable', 'producer-consumer']","{'account_id': 1256713, 'reputation': 229, 'user_id': 1216022, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/b99Tm.jpg?s=256&g=1', 'display_name': 'wali', 'link': 'https://stackoverflow.com/users/1216022/wali'}",True,22187,3,3,1434854540,1352845867,1417427994.0,13370022,CC BY-SA 3.0,https://stackoverflow.com/questions/13370022/call-the-method-of-java-class-which-implements-runnable-after-creating-its-threa,Call the method of Java class which implements runnable after creating its thread object,13370036.0,,,,,
2199,"['java', 'c', 'openssl', 'digital-signature']","{'account_id': 1910724, 'reputation': 708, 'user_id': 1724613, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1eeef04429d25921a57812f94012a593?s=256&d=identicon&r=PG', 'display_name': 'Adnan Akbar', 'link': 'https://stackoverflow.com/users/1724613/adnan-akbar'}",True,852,1,0,1434851170,1354175516,1495540711.0,13621137,CC BY-SA 3.0,https://stackoverflow.com/questions/13621137/how-to-calculate-a-signature-with-evp-sign-functions,How to calculate a signature with EVP_Sign functions,,,,,,
2200,"['java', 'timer', 'execute']","{'account_id': 1851215, 'reputation': 93, 'user_id': 1677746, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/f18faf7031eaf41ca2b2f9045da399c0?s=256&d=identicon&r=PG', 'display_name': 'Misoxeny', 'link': 'https://stackoverflow.com/users/1677746/misoxeny'}",True,10188,4,0,1434557869,1353683267,1353683825.0,13531650,CC BY-SA 3.0,https://stackoverflow.com/questions/13531650/in-java-how-do-i-execute-code-every-x-seconds,"In Java, how do I execute code every X seconds?",13531678.0,,,,,
2201,"['java', 'javascript', 'jquery', 'jakarta-ee', 'struts2']","{'account_id': 1372573, 'reputation': 2506, 'user_id': 1307229, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/798647096f963e551557d229fd2e4920?s=256&d=identicon&r=PG', 'display_name': 'Bilal Mirza', 'link': 'https://stackoverflow.com/users/1307229/bilal-mirza'}",True,1178,1,0,1434554481,1353404327,1434554481.0,13470291,CC BY-SA 3.0,https://stackoverflow.com/questions/13470291/getting-nullpointerexception-in-struts2-while-accessing-a-submitted-object,Getting NullPointerException in Struts2 while accessing a submitted object,,,,,,
2202,"['java', 'jquery', 'jsp', 'struts2', 'datepicker']","{'account_id': 931378, 'reputation': 102, 'user_id': 961211, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/85045704e1fbda23c5ee69a75b8fff4b?s=256&d=identicon&r=PG', 'display_name': 'Shen', 'link': 'https://stackoverflow.com/users/961211/shen'}",True,1204,2,0,1434553966,1353403842,1434553966.0,13470143,CC BY-SA 3.0,https://stackoverflow.com/questions/13470143/struts2-date-can-not-get-time-by-jquery-datetimepicker,struts2 date can not get time by jquery datetimepicker,13471590.0,,,,,
2203,"['java', 'html', 'jsp', 'struts2']","{'account_id': 2061258, 'reputation': 3991, 'user_id': 1837733, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/5b29aaff544b3b99f7a7e376da70abfd?s=256&d=identicon&r=PG', 'display_name': 'edaklij', 'link': 'https://stackoverflow.com/users/1837733/edaklij'}",True,8139,3,7,1434553625,1353673679,1434553625.0,13529166,CC BY-SA 3.0,https://stackoverflow.com/questions/13529166/avoid-duplicate-submission-of-struts-2-jsp-page,Avoid duplicate submission of Struts 2 jsp page,13529408.0,,,,,
2204,"['java', 'xml', 'jsp', 'struts2', 'struts-tags']","{'account_id': 1816003, 'reputation': 93, 'user_id': 1651070, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/4a7573e10e2ecac00756f4f850fe7ac2?s=256&d=identicon&r=PG', 'display_name': 'user1651070', 'link': 'https://stackoverflow.com/users/1651070/user1651070'}",True,2081,1,0,1434553551,1353598005,1434553551.0,13515824,CC BY-SA 3.0,https://stackoverflow.com/questions/13515824/struts2-iterator-capturing-particular-values,struts2 iterator capturing particular values,,,,,,
2205,"['java', 'portability']","{'account_id': 1764316, 'reputation': 111, 'user_id': 1610541, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/a97fd1458b8c8f6345b64bf255270939?s=256&d=identicon&r=PG', 'display_name': 'user1610541', 'link': 'https://stackoverflow.com/users/1610541/user1610541'}",True,3022,6,-1,1434548571,1353562461,,13506429,,https://stackoverflow.com/questions/13506429/is-there-a-portable-java,Is There A Portable Java,,,1484271429.0,Not suitable for this site,,
