,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
2287,['java'],"{'account_id': 1468570, 'reputation': 31, 'user_id': 1380741, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e21dc1b9de8e8f383ad5da85b13463d3?s=256&d=identicon&r=PG', 'display_name': 'Sophia Threadgall', 'link': 'https://stackoverflow.com/users/1380741/sophia-threadgall'}",True,3302,3,1,1416978543,1336437949,10491063,CC BY-SA 3.0,https://stackoverflow.com/questions/10491063/need-to-delete-a-line-of-text-from-a-file-if-it-contains-specific-data-in-java,need to delete a line of text from a file if it contains specific data in Java,10491078.0,1336438199.0,,,,,
2288,"['java', 'bigdecimal']","{'account_id': 1069533, 'reputation': 1421, 'user_id': 1081409, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9f628374bd6ca4da044ca21203f71d7b?s=256&d=identicon&r=PG', 'display_name': 'Jan Ajan', 'link': 'https://stackoverflow.com/users/1081409/jan-ajan'}",True,11468,2,27,1416954216,1337354128,10655254,CC BY-SA 3.0,https://stackoverflow.com/questions/10655254/how-bigdecimal-is-implemented,How BigDecimal is implemented?,,,,,,,
2289,"['java', 'android', 'layoutparams', 'density-independent-pixel']","{'account_id': 1390649, 'reputation': 67, 'user_id': 1321572, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7bc53ebb081b076c2e691b936fb2b1ea?s=256&d=identicon&r=PG', 'display_name': 'Zerntrino', 'link': 'https://stackoverflow.com/users/1321572/zerntrino'}",True,815,1,-4,1416909461,1336846744,10566283,CC BY-SA 3.0,https://stackoverflow.com/questions/10566283/conversion-between-px-and-dp-unit,Conversion between px and dp unit,10568422.0,1416909461.0,,,,,
2290,"['java', 'servlets', 'cron', 'quartz-scheduler', 'servlet-filters']","{'account_id': 413918, 'reputation': 3090, 'user_id': 787832, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/3853a5a29827d517d633e30a5c072c84?s=256&d=identicon&r=PG', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/787832/steve'}",True,2457,2,1,1416877284,1336740638,10551694,CC BY-SA 3.0,https://stackoverflow.com/questions/10551694/how-to-access-a-running-servlet-filter,How to access a running servlet filter?,10552825.0,1495541179.0,,,,,
2291,"['java', 'jdbc', 'sqlite', 'locked']","{'account_id': 1187242, 'reputation': 977, 'user_id': 1160965, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/14d4151ce0bda6206275ab05df7ff997?s=256&d=identicon&r=PG', 'display_name': 'jlunavtgrad', 'link': 'https://stackoverflow.com/users/1160965/jlunavtgrad'}",True,22200,2,24,1416824418,1337709454,10707434,CC BY-SA 3.0,https://stackoverflow.com/questions/10707434/sqlite-in-a-multithreaded-java-application,SQLite in a multithreaded java application,10707791.0,,,,,,
2292,"['java', 'debugging', 'netbeans', 'jaxb', 'glassfish-3']","{'account_id': 308452, 'reputation': 29729, 'user_id': 620338, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/R93m8.jpg?s=256&g=1', 'display_name': 'Matt Handy', 'link': 'https://stackoverflow.com/users/620338/matt-handy'}",True,2216,2,0,1416756285,1338323027,10806191,CC BY-SA 3.0,https://stackoverflow.com/questions/10806191/cannot-debug-project-after-netbeans-update,Cannot debug project after Netbeans update,,1338408979.0,,,,,
2293,"['java', 'junit', 'rad', 'jmockit', 'stack-overflow']","{'account_id': 941371, 'reputation': 33, 'user_id': 969383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38e2a33032f88bffba8846b24f1247ec?s=256&d=identicon&r=PG', 'display_name': 'Sudhin Varghese', 'link': 'https://stackoverflow.com/users/969383/sudhin-varghese'}",False,1590,0,2,1416523078,1336499754,10503865,CC BY-SA 3.0,https://stackoverflow.com/questions/10503865/java-lang-stackoverflowerror-in-rad-for-junit-jmockit-tests,java.lang.StackOverflowError in RAD for JUnit-JMockit tests,,1416523078.0,,,,,
2294,"['java', 'web-services', 'soap', 'wsdl', 'axis2']","{'account_id': 1396503, 'reputation': 580, 'user_id': 1326159, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/9046104f1ba3611f7f63ca5471ab4076?s=256&d=identicon&r=PG', 'display_name': 'giocarmine', 'link': 'https://stackoverflow.com/users/1326159/giocarmine'}",True,6163,4,2,1416483032,1337334184,10650256,CC BY-SA 3.0,https://stackoverflow.com/questions/10650256/axis2-and-webservices-file-upload,Axis2 and Webservices: File Upload,10663900.0,,,,,,
2295,"['java', 'spring', 'spring-mvc', 'noclassdeffounderror', 'spring-integration']","{'account_id': 1400235, 'reputation': 252, 'user_id': 1329150, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/db2e3cf4884088b21615817976caeea5?s=256&d=identicon&r=PG', 'display_name': 'Mantu Singh', 'link': 'https://stackoverflow.com/users/1329150/mantu-singh'}",True,18339,2,3,1416465217,1337070267,10596815,CC BY-SA 3.0,https://stackoverflow.com/questions/10596815/javax-servlet-servletexception-servlet-init-for-servlet-spring-threw-exceptio,javax.servlet.ServletException: Servlet.init() for servlet spring threw exception,,1337070827.0,,,,,
2296,"['java', 'http', 'testing', 'post', 'junit']","{'account_id': 1494652, 'reputation': 181, 'user_id': 1400902, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9g8Oo.jpg?s=256&g=1', 'display_name': 'Gabain1993', 'link': 'https://stackoverflow.com/users/1400902/gabain1993'}",True,37727,2,14,1416324781,1337256154,10635394,CC BY-SA 3.0,https://stackoverflow.com/questions/10635394/java-junit-test-http-post-request,Java Junit test HTTP POST request,,1416324781.0,,,,,
2297,"['java', 'junit', 'com.sun.net.httpserver']","{'account_id': 387859, 'reputation': 1593, 'user_id': 746459, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/d8b68692d193b1838b900c9efcb8c177?s=256&d=identicon&r=PG', 'display_name': 'jmkgreen', 'link': 'https://stackoverflow.com/users/746459/jmkgreen'}",True,2220,3,4,1416322724,1337110681,10607633,CC BY-SA 3.0,https://stackoverflow.com/questions/10607633/httpserver-within-junit-fails-with-address-in-use-error-after-first-test,HttpServer within junit fails with address in use error after first test,10608082.0,1337157069.0,,,,,
2298,"['java', 'swing', 'colors', 'jprogressbar']","{'account_id': 1426586, 'reputation': 9461, 'user_id': 2005622, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/eAm9L.jpg?s=256&g=1', 'display_name': 'Ali Bassam', 'link': 'https://stackoverflow.com/users/2005622/ali-bassam'}",True,51463,2,18,1416245843,1338121703,10773978,CC BY-SA 3.0,https://stackoverflow.com/questions/10773978/how-to-change-jprogressbar-color,How to change JProgressBar color?,10774080.0,1372310043.0,,,,,
2299,"['java', 'spring', 'multifile-uploader']","{'account_id': 1439221, 'reputation': 41, 'user_id': 1359866, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0b84e69df5f4e9900f5d9be167c2de1?s=256&d=identicon&r=PG', 'display_name': 'Gary', 'link': 'https://stackoverflow.com/users/1359866/gary'}",True,17182,6,4,1416005408,1336626592,10527837,CC BY-SA 3.0,https://stackoverflow.com/questions/10527837/spring-3-0-multipartfile-upload,Spring 3.0 MultipartFile upload,,,,,,,
2300,"['java', 'javascript', 'html', 'lotus-notes', 'lotus']","{'account_id': 242414, 'reputation': 391, 'user_id': 513909, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/3eb498bdfe7bdb93599d490e0e9a2d4f?s=256&d=identicon&r=PG', 'display_name': 'Pete', 'link': 'https://stackoverflow.com/users/513909/pete'}",True,9595,1,0,1415995126,1336749187,10554095,CC BY-SA 3.0,https://stackoverflow.com/questions/10554095/create-an-html-link-or-button-to-add-an-event-to-a-lotus-notes-users-calendar,Create an HTML link or button to add an event to a Lotus Notes user&#39;s calendar,,1415995126.0,,,,,
2301,"['java', 'mysql', 'html', 'servlets']","{'account_id': 1405054, 'reputation': 265, 'user_id': 1332995, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/06bc1d3a542e81851497982d024467c1?s=256&d=identicon&r=PG', 'display_name': 'Gipsy', 'link': 'https://stackoverflow.com/users/1332995/gipsy'}",True,69938,3,6,1415953594,1337371069,10658945,CC BY-SA 3.0,https://stackoverflow.com/questions/10658945/getting-checkbox-values-from-a-servlet,Getting checkbox value(s) from a Servlet,,1415953594.0,,,,,
2302,"['java', 'android']","{'account_id': 304762, 'reputation': 11699, 'user_id': 614460, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/c0c96ec72a2ed1ee7a2447bacdee3016?s=256&d=identicon&r=PG', 'display_name': 'Somk', 'link': 'https://stackoverflow.com/users/614460/somk'}",True,10884,2,7,1415884295,1336232047,10463328,CC BY-SA 3.0,https://stackoverflow.com/questions/10463328/android-format-calendar-to-output-time,Android Format calendar to output time,10463354.0,,,,,,
2303,"['java', 'mysql']","{'account_id': 1118413, 'reputation': 2207, 'user_id': 1107224, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/2bee3c9de1ba102e2c6295813717851e?s=256&d=identicon&r=PG', 'display_name': 'Krishna Veni', 'link': 'https://stackoverflow.com/users/1107224/krishna-veni'}",False,1739,4,0,1415872807,1338267573,10793279,CC BY-SA 3.0,https://stackoverflow.com/questions/10793279/communication-link-failure-in-java,communication link failure in java,,,,,,,
2304,"['java', 'html', 'struts2']","{'account_id': 1033231, 'reputation': 513, 'user_id': 1041117, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/eed02efae6c01f4a54c842dd26c2e554?s=256&d=identicon&r=PG', 'display_name': 'JMohasin', 'link': 'https://stackoverflow.com/users/1041117/jmohasin'}",True,3799,1,0,1415863110,1337856663,10736022,CC BY-SA 3.0,https://stackoverflow.com/questions/10736022/how-to-prepopulate-form-in-struts2-from-database-values,How to prepopulate form in struts2 from database values,10741918.0,,,,,,
2305,"['java', 'android', 'httpurlconnection', 'socket-timeout-exception']","{'account_id': 872717, 'reputation': 6537, 'user_id': 923207, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a4e92f9e650d5cd69e57c6af2b4b4b1c?s=256&d=identicon&r=PG', 'display_name': 'Arci', 'link': 'https://stackoverflow.com/users/923207/arci'}",True,7417,2,0,1415831397,1336450007,10492406,,https://stackoverflow.com/questions/10492406/sockettimeoutexception-when-connecttimeout-and-readtimeout-is-infinite,SocketTimeoutException when ConnectTimeout and ReadTimeout is infinite?,,1495535560.0,,1336516030.0,exact duplicate,,
2306,"['java', 'spring', 'unit-testing', 'testng']","{'account_id': 145899, 'reputation': 7511, 'user_id': 356011, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/d17ff41be1044be6fb5ef186b83efb20?s=256&d=identicon&r=PG', 'display_name': 'marathon', 'link': 'https://stackoverflow.com/users/356011/marathon'}",True,5278,3,2,1415750067,1337828543,10730576,CC BY-SA 3.0,https://stackoverflow.com/questions/10730576/springs-contextconfiguration-test-configuration-in-a-testng-class-is-creating,"Spring&#39;s @ContextConfiguration test configuration in a testng class is creating beans only once per test class, not per test",14462741.0,,,,,,
2307,"['java', 'rss', 'jsoup', 'html-parser']","{'account_id': 542409, 'reputation': 31, 'user_id': 911236, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/051fda641e78624ab1aeee1668f4d1c8?s=256&d=identicon&r=PG', 'display_name': 'user911236', 'link': 'https://stackoverflow.com/users/911236/user911236'}",True,2744,1,1,1415737062,1338102611,10772271,,https://stackoverflow.com/questions/10772271/java-getting-rss-link-from-html-source-code-using-jsoup,Java getting RSS link from HTML source code using JSOUP,,,,1455872339.0,Duplicate,,
2308,"['java', 'spring', 'jpa-2.0', 'business-logic', 'autowired']","{'account_id': 1021407, 'reputation': 3863, 'user_id': 1031658, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/eNvQ0.png?s=256&g=1', 'display_name': 'satoshi', 'link': 'https://stackoverflow.com/users/1031658/satoshi'}",True,5158,2,4,1415712034,1337542482,10676539,CC BY-SA 3.0,https://stackoverflow.com/questions/10676539/business-logic-in-domain-objects,Business logic in domain objects,10676596.0,,,,,,
2309,"['java', 'xml', 'dom', 'xml-parsing']","{'account_id': 273141, 'reputation': 7673, 'user_id': 564559, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/cfeb4477d768950c3cd6a469a60e6af4?s=256&d=identicon&r=PG', 'display_name': 'BillPull', 'link': 'https://stackoverflow.com/users/564559/billpull'}",True,7563,3,2,1415690376,1336512663,10506812,CC BY-SA 3.0,https://stackoverflow.com/questions/10506812/java-xml-string-parsing-to-objects,Java XML String parsing to Objects,10507003.0,,,,,,
2310,"['java', 'android', 'intellij-idea']","{'account_id': 873525, 'reputation': 20377, 'user_id': 923847, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/d36f174888868d824d06274fb5c42a2a?s=256&d=identicon&r=PG', 'display_name': 'Matsemann', 'link': 'https://stackoverflow.com/users/923847/matsemann'}",True,17414,5,64,1415454513,1335799737,10386264,CC BY-SA 3.0,https://stackoverflow.com/questions/10386264/getclass-in-abstract-class-gives-ambiguous-method-call,getClass() in abstract class gives Ambiguous method call,10387092.0,1379592621.0,,,,,
2311,"['java', 'caching', 'ehcache']","{'account_id': 1515708, 'reputation': 71, 'user_id': 1416754, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/131dae425e8e8c4ea5667c02b8d974cf?s=256&d=identicon&r=PG', 'display_name': 'Saber', 'link': 'https://stackoverflow.com/users/1416754/saber'}",True,5018,1,3,1415350236,1337930586,10750185,CC BY-SA 3.0,https://stackoverflow.com/questions/10750185/how-overflowtodisk-works-in-ehcache,How overflowToDisk works in ehcache?,,1338270156.0,,,,,
2312,"['java', 'encryption', 'rsa', 'private-key']","{'account_id': 1281267, 'reputation': 7, 'user_id': 1235317, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/417c761dd95cd119febdf4f0583b2add?s=256&d=identicon&r=PG', 'display_name': 'Ten Nugraha', 'link': 'https://stackoverflow.com/users/1235317/ten-nugraha'}",True,2660,3,1,1415304502,1337523046,10674117,CC BY-SA 3.0,https://stackoverflow.com/questions/10674117/private-key-distribution-techniques,private key distribution techniques?,,1337523529.0,,,,,
2313,"['java', 'sql', 'oracle']","{'account_id': 1421364, 'reputation': 27, 'user_id': 1345901, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/b0d2f26e64b6333c02ab3bd449e5020c?s=256&d=identicon&r=PG', 'display_name': 'Siti Haslina Mohd Zulkafli', 'link': 'https://stackoverflow.com/users/1345901/siti-haslina-mohd-zulkafli'}",True,6406,3,1,1415197549,1337568698,10679020,CC BY-SA 3.0,https://stackoverflow.com/questions/10679020/how-to-write-command-for-update-sql-in-java-programming,how to write command for update sql in java programming,,1337568908.0,,,,,
2314,"['java', 'maven-3', 'maven-assembly-plugin']","{'account_id': 61047, 'reputation': 578, 'user_id': 182097, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/06733b8c0d25377347dc2089a222bfcd?s=256&d=identicon&r=PG', 'display_name': 'chadmaughan', 'link': 'https://stackoverflow.com/users/182097/chadmaughan'}",True,7687,2,7,1415132559,1335889863,10400886,CC BY-SA 3.0,https://stackoverflow.com/questions/10400886/include-maven-profile-name-in-assembly-plugin-built-with-dependencies-jar,Include Maven profile name in assembly-plugin built (with dependencies) jar,10401415.0,1335891223.0,,,,,
2315,"['java', 'spring', 'spring-mvc']","{'account_id': 1021407, 'reputation': 3863, 'user_id': 1031658, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/eNvQ0.png?s=256&g=1', 'display_name': 'satoshi', 'link': 'https://stackoverflow.com/users/1031658/satoshi'}",True,1047,1,1,1415081183,1336558923,10514170,CC BY-SA 3.0,https://stackoverflow.com/questions/10514170/synchronize-access-to-resources-in-java-spring-mvc,Synchronize access to resources in Java (Spring MVC),10514632.0,1415081183.0,,,,,
2316,"['java', 'graphics', 'doublebuffered']","{'account_id': 1384076, 'reputation': 137, 'user_id': 1316471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29d3928ec2c0871fba5417d0c5e530eb?s=256&d=identicon&r=PG', 'display_name': 'Ryley Matos', 'link': 'https://stackoverflow.com/users/1316471/ryley-matos'}",True,35103,4,9,1415025680,1336520642,10508042,CC BY-SA 3.0,https://stackoverflow.com/questions/10508042/how-do-you-double-buffer-in-java-for-a-game,How do you double buffer in java for a game?,,1386466119.0,,,,,
2317,"['java', 'multithreading']","{'account_id': 1478069, 'reputation': 472, 'user_id': 1388001, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/5708656078a2dbda6d12298ae2ac7f13?s=256&d=identicon&r=PG', 'display_name': 'mdev', 'link': 'https://stackoverflow.com/users/1388001/mdev'}",True,98,4,0,1415001244,1338416751,10825138,CC BY-SA 3.0,https://stackoverflow.com/questions/10825138/java-threads-and-synchronization,Java Threads and synchronization,10825209.0,1415001244.0,,,,,
2318,"['java', 'swing', 'jtable', 'jscrollpane']","{'account_id': 1484939, 'reputation': 91, 'user_id': 1393411, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/0455960a11b7a1dc7a16c78058ad7eb3?s=256&d=identicon&r=PG', 'display_name': 'Tam&#225;s Nyiri', 'link': 'https://stackoverflow.com/users/1393411/tam%c3%a1s-nyiri'}",True,29843,2,4,1414770007,1337172987,10619048,CC BY-SA 3.0,https://stackoverflow.com/questions/10619048/adding-a-jscrollpane-to-a-jtable-component,Adding a JScrollPane to a JTable component,10619265.0,1337178824.0,,,,,
2319,"['java', 'android', 'mobile', 'avd']","{'account_id': 1513211, 'reputation': 188, 'user_id': 1414826, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/4cd9cf5fb0f7b43164753ccab43bb18a?s=256&d=identicon&r=PG', 'display_name': 'JSFernandes', 'link': 'https://stackoverflow.com/users/1414826/jsfernandes'}",True,4013,1,4,1414763700,1337857450,10736245,CC BY-SA 3.0,https://stackoverflow.com/questions/10736245/authenticatorexception-bind-failure-on-avd,AuthenticatorException: bind failure on AVD,,,,,,,
2320,"['java', 'classloader', 'jboss7.x', 'resteasy']","{'account_id': 392230, 'reputation': 6585, 'user_id': 753377, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/f2edefca1afe557c9cff4573436ae330?s=256&d=identicon&r=PG', 'display_name': 'Thor', 'link': 'https://stackoverflow.com/users/753377/thor'}",True,8306,4,4,1414721389,1337078084,10598889,CC BY-SA 3.0,https://stackoverflow.com/questions/10598889/jboss7-loader-constraint-violation-with-reasteasy-and-httpclient-with-custom-ht,JBoss7: loader constraint violation with ReastEasy and httpclient with custom HttpRequestInterceptor,10800898.0,1338104131.0,,,,,
2321,"['java', 'url', 'time', 'response']","{'account_id': 1447204, 'reputation': 195, 'user_id': 1365268, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/ebdeb09279df7bf18efcd4023a2101ce?s=256&d=identicon&r=PG', 'display_name': 'rahul', 'link': 'https://stackoverflow.com/users/1365268/rahul'}",True,5677,4,0,1414703395,1337158917,10615207,CC BY-SA 3.0,https://stackoverflow.com/questions/10615207/url-response-time,url response time ,,1337158953.0,,,,,
2322,"['java', 'instrumentation', 'javaagents']","{'account_id': 1213697, 'reputation': 201, 'user_id': 1181731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c669a2504d8643756cd9182b74a302b?s=256&d=identicon&r=PG', 'display_name': 'barry', 'link': 'https://stackoverflow.com/users/1181731/barry'}",True,2134,1,3,1414701325,1336002894,10423319,CC BY-SA 3.0,https://stackoverflow.com/questions/10423319/how-do-you-analyze-fatal-javaagent-errors,How do you analyze fatal -javaagent errors?,,,,,,,
2323,"['java', 'image', 'jung', 'graph-visualization']","{'account_id': 1384804, 'reputation': 349, 'user_id': 1317060, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0c382d794d3bb335b8b84f4557c38b67?s=256&d=identicon&r=PG', 'display_name': 'dylan202', 'link': 'https://stackoverflow.com/users/1317060/dylan202'}",True,3879,4,6,1414674210,1335988787,10420779,CC BY-SA 3.0,https://stackoverflow.com/questions/10420779/jung-save-whole-graph-not-only-visible-part-as-image,JUNG: save whole graph (not only visible part) as image,10426669.0,,,,,,
2324,"['java', 'twitter']","{'account_id': 1457117, 'reputation': 101, 'user_id': 1372429, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/afb5f7d4ec369574a524c76ee184349d?s=256&d=identicon&r=PG', 'display_name': 'Adam Cresswell', 'link': 'https://stackoverflow.com/users/1372429/adam-cresswell'}",True,6417,3,10,1414671998,1336047877,10431321,CC BY-SA 3.0,https://stackoverflow.com/questions/10431321/using-twitter4j-daily-trends,Using Twitter4j Daily Trends?,,1336068358.0,,,,,
2325,"['java', 'eclipse', 'eclipse-plugin', 'uml']","{'account_id': 324144, 'reputation': 771, 'user_id': 644568, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ec8a2ff8d6d9175f8028fed2424c98df?s=256&d=identicon&r=PG', 'display_name': 'Exocom', 'link': 'https://stackoverflow.com/users/644568/exocom'}",True,58849,5,13,1414670786,1337672615,10697824,CC BY-SA 3.0,https://stackoverflow.com/questions/10697824/uml-plugin-for-eclipse-class-diagrams-java-code-generation-indigo-juno,UML Plugin for Eclipse - Class Diagrams &amp; Java Code Generation - Indigo/Juno,10734462.0,1337939579.0,,,,,
2326,"['java', 'static-array']","{'account_id': 264294, 'reputation': 23234, 'user_id': 550471, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/m8UlO.png?s=256&g=1', 'display_name': 'Someone Somewhere', 'link': 'https://stackoverflow.com/users/550471/someone-somewhere'}",True,2847,5,4,1414654940,1336424328,10489038,CC BY-SA 3.0,https://stackoverflow.com/questions/10489038/how-does-one-declare-a-static-array-of-custom-data-type-with-hard-coded-values,How does one declare a static array of custom data type with hard-coded values?,10489070.0,1414654940.0,,,,,
2327,"['java', 'arrays']","{'account_id': 1048705, 'reputation': 151, 'user_id': 1053114, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5b695f53c63fca84df4920cc50a85fcd?s=256&d=identicon&r=PG', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/1053114/andrew'}",True,9718,1,-3,1414441579,1336162026,10455456,,https://stackoverflow.com/questions/10455456/2d-arrays-in-java,2D Arrays in Java?,10456695.0,1349083325.0,,1336330625.0,too localized,,
2328,"['java', 'logging', 'log4j', 'slf4j']","{'account_id': 216384, 'reputation': 23217, 'user_id': 471607, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/f0cd8105fa92762569fd03b750d7a1f9?s=256&d=identicon&r=PG', 'display_name': 'Umesh Awasthi', 'link': 'https://stackoverflow.com/users/471607/umesh-awasthi'}",True,3420,4,2,1414431405,1337680043,10699573,CC BY-SA 3.0,https://stackoverflow.com/questions/10699573/best-way-to-define-logger-instance-in-the-class,Best way to define Logger instance in the class,10699671.0,,,,,,
2329,"['java', 'android', 'synchronize', 'locks']","{'account_id': 88053, 'reputation': 2777, 'user_id': 243827, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c7fe52587d444fca39b1c60d20100ee8?s=256&d=identicon&r=PG', 'display_name': 'kellogs', 'link': 'https://stackoverflow.com/users/243827/kellogs'}",True,30174,1,6,1414399805,1337184823,10622500,CC BY-SA 3.0,https://stackoverflow.com/questions/10622500/java-lang-illegalmonitorstateexception-object-not-locked-by-thread-before-wait,java.lang.IllegalMonitorStateException: object not locked by thread before wait(),,,,,,,
2330,"['java', 'c#', 'bit-manipulation', 'operator-keyword', 'bit-shift']","{'user_type': 'does_not_exist', 'display_name': 'user1410566'}",True,3175,2,3,1414241284,1337699809,10704931,,https://stackoverflow.com/questions/10704931/is-using-bitwise-operations-really-faster-than-regular-math-on-modern-processors,Is using bitwise operations really faster than regular math on modern processors?,,1414241284.0,,1364548561.0,exact duplicate,,
2331,"['java', 'ssl', 'https', 'self-signed', 'truststore']","{'account_id': 1493480, 'reputation': 423, 'user_id': 1399978, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8b3c9ea6a99642a68440e0e005d75daf?s=256&d=identicon&r=PG', 'display_name': 'csheets', 'link': 'https://stackoverflow.com/users/1399978/csheets'}",True,25295,3,6,1414183576,1337223952,10629315,CC BY-SA 3.0,https://stackoverflow.com/questions/10629315/java-ssl-https-client-using-a-self-signed-certificate,Java ssl/https client using a self-signed certificate,10633380.0,1337308868.0,,,,,
2332,"['java', 'eclipse', 'servlets', 'amazon-ec2']","{'account_id': 953741, 'reputation': 549, 'user_id': 979417, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/30de3bb642eded84d06d27790912c4aa?s=256&d=identicon&r=PG', 'display_name': 'kande', 'link': 'https://stackoverflow.com/users/979417/kande'}",False,722,0,1,1414161732,1336645883,10532170,CC BY-SA 3.0,https://stackoverflow.com/questions/10532170/java-servlet-on-aws-ec2,java servlet on AWS ec2,,1336654879.0,,,,,
2333,"['java', 'xml', 'json', 'wso2', 'wso2-esb']","{'account_id': 1515696, 'reputation': 1166, 'user_id': 1416742, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/89219e5f575d35c97a8edcebb4208a95?s=256&d=identicon&r=PG', 'display_name': 'yashdosi', 'link': 'https://stackoverflow.com/users/1416742/yashdosi'}",True,8914,4,8,1414139668,1337931111,10750309,CC BY-SA 4.0,https://stackoverflow.com/questions/10750309/wso2-esb-unable-to-convert-complete-json-data-to-xml,WSO2 ESB Unable to convert complete JSON data to XML,12364932.0,1655153086.0,,,,,
2334,"['java', 'wso2', 'wso2-esb']","{'account_id': 1527407, 'reputation': 21, 'user_id': 1425484, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad48456b3ddb2ec393f4c485400252af?s=256&d=identicon&r=PG', 'display_name': 'Paul Westwood', 'link': 'https://stackoverflow.com/users/1425484/paul-westwood'}",True,1690,2,1,1414139649,1338364952,10812287,CC BY-SA 4.0,https://stackoverflow.com/questions/10812287/can-i-run-wso2-esb-4-0-3-with-java-7,Can I run WSO2 ESB 4.0.3 with Java 7,,1655153086.0,,,,,
