,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,community_owned_date,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
980,"['java', 'eclipse', 'classpath']","{'account_id': 20203, 'reputation': 28482, 'user_id': 48062, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/DfKUw.jpg?s=256&g=1', 'display_name': 'Maxim Veksler', 'link': 'https://stackoverflow.com/users/48062/maxim-veksler'}",True,9517,,573992.0,4,,9,,1235320020,1235260632,1235320020.0,573970,CC BY-SA 2.5,https://stackoverflow.com/questions/573970/howto-print-java-class-garbage-collection-events,Howto print java class garbage collection events?,,
981,"['java', 'command-line']","{'account_id': 15056, 'reputation': 2216, 'user_id': 31423, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/cb7b3697787c7ef7d014212c726abde7?s=256&d=identicon&r=PG&f=1', 'display_name': 'brofield', 'link': 'https://stackoverflow.com/users/31423/brofield'}",True,3993,,574893.0,1,,3,,1235309059,1235305465,1495540911.0,574835,CC BY-SA 3.0,https://stackoverflow.com/questions/574835/passing-exclamation-point-to-java-program-on-command-line,Passing exclamation point to java program on command line,,
982,"['java', 'swing', 'components', 'jpanel']","{'account_id': 26555, 'reputation': 217, 'user_id': 69202, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/de3bd75d64167898b82489e1f7356af5?s=256&d=identicon&r=PG', 'display_name': 'elwynn', 'link': 'https://stackoverflow.com/users/69202/elwynn'}",True,6648,,574514.0,5,,1,,1235303675,1235286027,1235287267.0,574492,CC BY-SA 2.5,https://stackoverflow.com/questions/574492/difficulty-removing-all-components-from-a-jpanel,Difficulty removing all components from a Jpanel,,
983,"['java', 'java-me', 'timezone', 'sync', 'dst']","{'user_type': 'does_not_exist', 'display_name': 'yashodhan'}",True,1857,,,2,1235297103.0,2,,1235298858,1235297103,1235297619.0,574682,CC BY-SA 2.5,https://stackoverflow.com/questions/574682/common-format-for-time-zone-in-java-j2me,Common format for time zone in Java/J2me,,
984,"['java', 'jar', 'classpath']","{'user_type': 'does_not_exist', 'display_name': 'damn'}",True,2961,,,2,,0,,1235286114,1235277443,1235278472.0,574351,CC BY-SA 2.5,https://stackoverflow.com/questions/574351/cant-get-the-classpath-right,can&#39;t get the classpath right,,
985,"['java', 'applet']","{'account_id': 24451, 'reputation': 21334, 'user_id': 62163, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/183bedba0e6dce9b4786871bf71edbad?s=256&d=identicon&r=PG', 'display_name': 'allyourcode', 'link': 'https://stackoverflow.com/users/62163/allyourcode'}",True,3469,,574106.0,4,,2,,1235279107,1235263996,1235266685.0,574056,CC BY-SA 2.5,https://stackoverflow.com/questions/574056/why-does-this-applet-have-a-destroy-method,Why does this applet have a destroy method?,,
986,"['java', 'opengl', 'graphics']","{'account_id': 24150, 'reputation': 2941, 'user_id': 61248, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/ee4vJ.jpg?s=256&g=1', 'display_name': 'Grumblesaurus', 'link': 'https://stackoverflow.com/users/61248/grumblesaurus'}",True,2561,,,2,,1,,1235272423,1234578349,,548360,CC BY-SA 2.5,https://stackoverflow.com/questions/548360/how-to-generate-winamp-style-visualization-effects-with-opengl-milkdrop-etc,"How to generate Winamp-Style visualization effects with openGL? (Milkdrop, etc)",,
987,"['java', 'swing', 'keyboard', 'key', 'direction']","{'account_id': 26555, 'reputation': 217, 'user_id': 69202, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/de3bd75d64167898b82489e1f7356af5?s=256&d=identicon&r=PG', 'display_name': 'elwynn', 'link': 'https://stackoverflow.com/users/69202/elwynn'}",True,13683,,573978.0,1,,1,,1235261017,1235259244,,573918,CC BY-SA 2.5,https://stackoverflow.com/questions/573918/detecting-keyboard-direction-keys-using-keypressed,Detecting keyboard direction keys using keyPressed,,
988,"['java', 'swing']","{'account_id': 9540, 'reputation': 24421, 'user_id': 17675, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/70f9b657a393dcf311611765b0eb3174?s=256&d=identicon&r=PG', 'display_name': 'Zombies', 'link': 'https://stackoverflow.com/users/17675/zombies'}",True,580,,573956.0,3,,0,,1235260216,1235247454,,573672,CC BY-SA 2.5,https://stackoverflow.com/questions/573672/swing-which-objects-for-a-multi-panel-display-and-highlighting-text,Swing: Which objects for a multi panel display and highlighting text,,
989,"['java', 'swing', 'edt']","{'account_id': 8429, 'reputation': 55846, 'user_id': 15187, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/6901887336e94dfc45e6208206dddbae?s=256&d=identicon&r=PG', 'display_name': 'yanchenko', 'link': 'https://stackoverflow.com/users/15187/yanchenko'}",True,467,,572946.0,2,,1,,1235259760,1235220351,,572921,CC BY-SA 2.5,https://stackoverflow.com/questions/572921/why-eventdispatchthread-in-first-place,Why EventDispatchThread in first place?,,
990,"['java', 'programming-languages']","{'account_id': 26470, 'reputation': 997, 'user_id': 68861, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/966d5bf4d707ede44af751e56a2615a5?s=256&d=identicon&r=PG', 'display_name': 'M. Elkstein', 'link': 'https://stackoverflow.com/users/68861/m-elkstein'}",True,686,,,14,,3,,1235251565,1235242278,1235245044.0,573543,,https://stackoverflow.com/questions/573543/is-java-due-for-a-reboot,Is Java due for a reboot?,1235245530.0,not constructive
991,"['java', 'web-applications', 'servlets', 'migration']","{'account_id': 24576, 'reputation': 4572, 'user_id': 62610, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/1515e94401db35decfcc77c059d27bff?s=256&d=identicon&r=PG', 'display_name': 'kgrad', 'link': 'https://stackoverflow.com/users/62610/kgrad'}",True,2699,,570086.0,5,,6,,1235223672,1235144327,1235145403.0,570031,CC BY-SA 2.5,https://stackoverflow.com/questions/570031/recommendations-for-migrating-a-legacy-web-app-to-a-modern-framework,Recommendations for migrating a legacy web app to a modern framework,,
992,['java'],"{'user_type': 'does_not_exist', 'display_name': 'PrajaktaB '}",True,385,,,4,,1,,1235221335,1235200185,1235200470.0,572572,CC BY-SA 2.5,https://stackoverflow.com/questions/572572/mouse-listener-question,Mouse Listener Question,,
993,"['java', 'log4j']","{'user_type': 'does_not_exist', 'display_name': 'Madu'}",True,777,,,2,,0,,1235219771,1235080561,1235080713.0,567382,CC BY-SA 2.5,https://stackoverflow.com/questions/567382/in-log4j-is-there-a-way-to-log-errors-based-on-timestamp,"In log4j, is there a way to log errors based on timestamp?",,
994,"['java', 'c++', 'sockets', 'tcp', 'character-encoding']","{'account_id': 12462, 'reputation': 158456, 'user_id': 24545, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/omB1R.jpg?s=256&g=1', 'display_name': 'Yuval Adam', 'link': 'https://stackoverflow.com/users/24545/yuval-adam'}",True,6033,,572841.0,5,,2,,1235216888,1235215747,,572831,CC BY-SA 2.5,https://stackoverflow.com/questions/572831/problem-transmitting-null-character-over-sockets,Problem transmitting null character over sockets,,
995,"['java', 'exception']","{'account_id': 10732, 'reputation': 53497, 'user_id': 20400, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/40bd6fa511aed8cab1e12bb104b88b4e?s=256&d=identicon&r=PG', 'display_name': 'Omar Kooheji', 'link': 'https://stackoverflow.com/users/20400/omar-kooheji'}",True,3022,,528942.0,4,,7,,1235192577,1234197988,1234198472.0,528917,CC BY-SA 2.5,https://stackoverflow.com/questions/528917/why-dont-you-have-to-explicitly-declare-that-you-might-throw-some-built-in-exce,Why don&#39;t you have to explicitly declare that you might throw some built in exceptions in Java?,,
996,"['java', 'oop', 'spring', 'dependency-injection', 'guice']","{'account_id': 21771, 'reputation': 3148, 'user_id': 53191, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/7fe030bbc77708f86bc70ddc3755ff1b?s=256&d=identicon&r=PG', 'display_name': 'parkr', 'link': 'https://stackoverflow.com/users/53191/parkr'}",True,1949,,530929.0,6,,17,,1235177875,1234234173,,530923,CC BY-SA 2.5,https://stackoverflow.com/questions/530923/is-there-ever-a-case-for-new-when-using-dependency-injection,Is there ever a case for &#39;new&#39; when using dependency injection?,,
997,"['java', 'jar']","{'user_type': 'does_not_exist', 'display_name': 'Luke'}",True,4524,,,3,,2,,1235177003,1234820122,1235177003.0,554654,CC BY-SA 2.5,https://stackoverflow.com/questions/554654/best-practice-for-including-3rd-party-jars-in-a-core-library,Best Practice for including 3rd party jars in a core library?,,
998,"['java', 'jsp']","{'user_type': 'does_not_exist', 'display_name': 'Sam'}",True,9329,,571222.0,2,,4,,1235163858,1235158585,,570929,CC BY-SA 2.5,https://stackoverflow.com/questions/570929/response-end-in-java-jsp,Response.End() in Java/JSP,,
999,"['java', 'applet']","{'account_id': 562, 'reputation': 3467, 'user_id': 728, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/22bcd0288991be2b63ec88a10f747bfb?s=256&d=identicon&r=PG', 'display_name': 'TJR', 'link': 'https://stackoverflow.com/users/728/tjr'}",True,991,,570973.0,2,,2,,1235159244,1235149524,1235151143.0,570409,CC BY-SA 2.5,https://stackoverflow.com/questions/570409/how-to-allow-two-applets-to-work-that-use-different-jres,How to allow two applets to work that use different jre&#39;s,,
1000,"['java', 'html', 'user-interface', 'swing']","{'account_id': 562114, 'reputation': 497, 'user_id': 68888, 'user_type': 'unregistered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/870842ce59068357f1ba446eb0f08f7c?s=256&d=identicon&r=PG', 'display_name': 'The Special One', 'link': 'https://stackoverflow.com/users/68888/the-special-one'}",True,1760,,569397.0,3,,1,,1235155320,1235131583,1235137399.0,569351,CC BY-SA 2.5,https://stackoverflow.com/questions/569351/reading-html-file-to-view-in-jeditorpane,Reading HTML file to view in JEditorPane,,
1001,"['java', 'xml', 'xerces', 'line-numbers']","{'account_id': 21712, 'reputation': 4111, 'user_id': 53009, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f943980396b55677d49a3df6084aa898?s=256&d=identicon&r=PG', 'display_name': 'chburd', 'link': 'https://stackoverflow.com/users/53009/chburd'}",True,4145,,570619.0,2,,4,,1235152517,1235146996,,570216,CC BY-SA 2.5,https://stackoverflow.com/questions/570216/is-it-possible-to-get-the-current-line-number-when-parsing-an-xml-document-with,Is it possible to get the current line number when parsing an XML document with Xerces?,,
1002,"['java', 'api']","{'account_id': 6291, 'reputation': 11314, 'user_id': 10522, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8396048b39279996e7ee6c1acdac2bf7?s=256&d=identicon&r=PG', 'display_name': 'Berlin Brown', 'link': 'https://stackoverflow.com/users/10522/berlin-brown'}",True,2013,,568014.0,10,,3,,1235138971,1235094326,1235094654.0,567987,,https://stackoverflow.com/questions/567987/is-the-java-api-poorly-designed-and-why,Is the Java API poorly designed and why?,1235139250.0,not constructive
1003,"['java', 'tomcat', 'nutch']","{'account_id': 16924, 'reputation': 7482, 'user_id': 37379, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/081298ca3bda99e86fb655e6d6b8327e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/37379/sam'}",True,5258,,568563.0,3,,1,,1235119313,1235088220,1235098164.0,567810,CC BY-SA 2.5,https://stackoverflow.com/questions/567810/problem-running-java-war-on-tomcat,Problem running Java .war on Tomcat,,
1004,"['java', 'macos']","{'account_id': 26417, 'reputation': 1275, 'user_id': 68691, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/28e62b3abcd370137c4f51de1b514d4c?s=256&d=identicon&r=PG', 'display_name': 'oldbeamer', 'link': 'https://stackoverflow.com/users/68691/oldbeamer'}",True,12408,,567902.0,3,,8,,1235109456,1235090259,1235090402.0,567874,CC BY-SA 2.5,https://stackoverflow.com/questions/567874/how-do-i-find-the-users-documents-folder-with-java-in-os-x,How do I find the user&#39;s &#39;Documents&#39; folder with Java in OS X?,,
1005,"['java', 'xml', 'web-services', 'https']","{'account_id': 26383, 'reputation': 11, 'user_id': 68600, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/485a8bd52f17a5f79da579e9b1117a62?s=256&d=identicon&r=PG', 'display_name': 'user68600', 'link': 'https://stackoverflow.com/users/68600/user68600'}",True,6388,,,2,,1,,1235086258,1235082557,,567525,CC BY-SA 2.5,https://stackoverflow.com/questions/567525/simple-java-web-service-client-over-https,Simple Java Web Service client over HTTPS,,
1006,"['java', 'interface']","{'account_id': 11857, 'reputation': 87478, 'user_id': 23072, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/ad19b9146f4ffd608bf137323f68de0c?s=256&d=identicon&r=PG', 'display_name': 'Uri', 'link': 'https://stackoverflow.com/users/23072/uri'}",True,10939,,564041.0,5,,9,,1235084415,1235017728,,563952,CC BY-SA 2.5,https://stackoverflow.com/questions/563952/in-java-when-one-interface-extends-another-why-would-one-redeclare-a-method-in,"In Java when one interface extends another, why would one redeclare a method in a subinterface?",,
1007,"['java', 'deployment', 'jakarta-ee', 'jboss']","{'account_id': 11959, 'reputation': 17199, 'user_id': 23309, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/8cf13bc42e1a9062a0a5d11218a25934?s=256&d=identicon&r=PG', 'display_name': 'Chris R', 'link': 'https://stackoverflow.com/users/23309/chris-r'}",True,4766,,567607.0,2,,1,,1235083642,1235073441,1235079645.0,566892,CC BY-SA 2.5,https://stackoverflow.com/questions/566892/using-jboss-4-2-x-how-can-i-deploy-a-new-data-source-without-undeploying-existi,"Using JBoss 4.2.x, how can I deploy a new data source without undeploying existing ones?",,
1008,"['c#', 'java', 'tostring']","{'account_id': 658, 'reputation': 4757, 'user_id': 861, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/b014b04c2336ad17cb66dd347fa07262?s=256&d=identicon&r=PG', 'display_name': 'Camilo D&#237;az Repka', 'link': 'https://stackoverflow.com/users/861/camilo-d%c3%adaz-repka'}",True,3172,,563701.0,13,,10,,1235076112,1235008571,1235010430.0,563676,CC BY-SA 2.5,https://stackoverflow.com/questions/563676/is-tostring-only-useful-for-debugging,Is toString() only useful for debugging?,,
1009,"['java', 'collections', 'arraylist']",{'user_type': 'does_not_exist'},True,1457,,566659.0,1,,4,,1235069989,1235069634,,566655,CC BY-SA 2.5,https://stackoverflow.com/questions/566655/java-util-arraylistt,java.util.ArrayList&lt;T&gt;,,
1010,"['java', 'swing', 'event-handling']","{'user_type': 'does_not_exist', 'display_name': 'theman_on_vista'}",True,756,,565466.0,5,,0,,1235055712,1235052566,1235055712.0,565458,CC BY-SA 2.5,https://stackoverflow.com/questions/565458/java-event-handlers,Java event handlers,,
1011,"['java', 'model-view-controller', 'binding', 'model', 'view']","{'account_id': 1742, 'reputation': 41835, 'user_id': 2362, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dd227d93096390e3fd2eeff1be0b70e5?s=256&d=identicon&r=PG', 'display_name': 'brabster', 'link': 'https://stackoverflow.com/users/2362/brabster'}",True,2216,,554911.0,3,,0,,1235052993,1234822757,1234826413.0,554816,CC BY-SA 2.5,https://stackoverflow.com/questions/554816/java-applet-mvc-how-to-bind-model-to-view,Java Applet - MVC - How to bind model to view?,,
1012,"['java', 'multithreading']","{'account_id': 8074, 'reputation': 41623, 'user_id': 14316, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/f1eb8b540db13afbb3426637641534aa?s=256&d=identicon&r=PG', 'display_name': 'pdeva', 'link': 'https://stackoverflow.com/users/14316/pdeva'}",True,3012,,,8,,4,,1235051699,1234883890,1234884993.0,557298,CC BY-SA 2.5,https://stackoverflow.com/questions/557298/calling-a-method-on-thread-termination,Calling a method on thread termination,,
1013,"['java', 'ant', 'javadoc']","{'account_id': 17915, 'reputation': 13771, 'user_id': 40581, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2d56f1dfda3f4ea8159c620c1cc68cb3?s=256&d=identicon&r=PG', 'display_name': 'David Grant', 'link': 'https://stackoverflow.com/users/40581/david-grant'}",True,2618,,565324.0,2,,5,,1235051265,1235049647,1235050381.0,565272,CC BY-SA 2.5,https://stackoverflow.com/questions/565272/measuring-documentation-coverage-with-javadoc-and-ant,Measuring Documentation Coverage with Javadoc and Ant,,
1014,"['java', 'concurrency']","{'account_id': 12429, 'reputation': 3918, 'user_id': 24457, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/498b9a4627e75652af4d1313ed29e56b?s=256&d=identicon&r=PG', 'display_name': 'ashitaka', 'link': 'https://stackoverflow.com/users/24457/ashitaka'}",True,1976,,564995.0,3,,2,,1235045405,1235043731,,564903,CC BY-SA 2.5,https://stackoverflow.com/questions/564903/will-concurrentlinkedqueuepoll-ever-block,Will ConcurrentLinkedQueue#poll() ever block?,,
1015,"['java', 'xml', 'xslt']","{'user_type': 'does_not_exist', 'display_name': 'Jing'}",True,3211,,,3,,3,,1235042636,1234981146,1234981457.0,562241,CC BY-SA 2.5,https://stackoverflow.com/questions/562241/how-do-i-pass-an-error-message-generated-by-xslt-to-java-application-caller,How do I pass an error message generated by xslt to java application caller,,
1016,"['java', 'unix', 'cross-platform', 'debian']","{'account_id': 24941, 'reputation': 2139, 'user_id': 63746, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/540dc48199ef67b368cf6c5bb624367b?s=256&d=identicon&r=PG', 'display_name': 'BOFH', 'link': 'https://stackoverflow.com/users/63746/bofh'}",True,1376,,,1,,2,,1235038870,1234042116,1235038870.0,524622,CC BY-SA 2.5,https://stackoverflow.com/questions/524622/cross-compiling-jre-jdk,Cross-Compiling JRE/JDK,,
1017,"['java', 'graphics']","{'account_id': 12908, 'reputation': 197, 'user_id': 25661, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5f0fa8f84daef9dbc4ce152b75f27221?s=256&d=identicon&r=PG', 'display_name': 'spligak', 'link': 'https://stackoverflow.com/users/25661/spligak'}",True,729,,,1,,0,,1235000235,1234998049,,563237,CC BY-SA 2.5,https://stackoverflow.com/questions/563237/why-are-my-renderinghints-keys-when-applied-to-a-graphics2d-object-not-being-h,"Why are my RenderingHints keys, when applied to a Graphics2D object, not being honored?",,
1018,"['java', 'graphics']","{'account_id': 12908, 'reputation': 197, 'user_id': 25661, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5f0fa8f84daef9dbc4ce152b75f27221?s=256&d=identicon&r=PG', 'display_name': 'spligak', 'link': 'https://stackoverflow.com/users/25661/spligak'}",True,337,,563118.0,5,,1,,1234996253,1234995464,,563109,CC BY-SA 2.5,https://stackoverflow.com/questions/563109/what-is-the-most-elegant-way-to-cast-a-variable-you-just-received-as-an-argument,What is the most elegant way to cast a variable you just received as an argument?,,
1019,"['java', 'struts']","{'account_id': 8898, 'reputation': 305, 'user_id': 16208, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cbcd711b8f7eb43861d578973f08ffab?s=256&d=identicon&r=PG', 'display_name': 'user16208', 'link': 'https://stackoverflow.com/users/16208/user16208'}",True,2706,,562996.0,1,,0,,1234993993,1234986942,,562559,CC BY-SA 2.5,https://stackoverflow.com/questions/562559/struts-indexed-property-no-getter-method-found-for-property,Struts Indexed Property -- no getter method found for property,,
1020,"['java', 'arrays']","{'account_id': 8291, 'reputation': 831086, 'user_id': 14860, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/vXG1F.png?s=256&g=1', 'display_name': 'paxdiablo', 'link': 'https://stackoverflow.com/users/14860/paxdiablo'}",True,2089,,559784.0,10,1234929214.0,7,,1234990809,1234929215,1234943268.0,559779,CC BY-SA 2.5,https://stackoverflow.com/questions/559779/should-java-treat-arrays-as-objects,Should Java treat arrays as objects?,,
1021,"['java', 'eclipse']","{'account_id': 7871, 'reputation': 5011, 'user_id': 13842, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://graph.facebook.com/612973674/picture?type=large', 'display_name': 'Kent Beck', 'link': 'https://stackoverflow.com/users/13842/kent-beck'}",True,656,,561514.0,4,,2,,1234990249,1234969671,1234971204.0,561432,CC BY-SA 2.5,https://stackoverflow.com/questions/561432/how-to-find-the-line-number-of-the-start-of-a-procedure-in-eclipse,How to find the line number of the start of a procedure in Eclipse,,
1022,"['java', 'unix']","{'account_id': 560298, 'reputation': 10957, 'user_id': 26927, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c105ac309bde145bbb43d7985b836671?s=256&d=identicon&r=PG', 'display_name': 'Vicky', 'link': 'https://stackoverflow.com/users/26927/vicky'}",True,6059,,,4,,1,,1234984854,1234978802,,562104,CC BY-SA 2.5,https://stackoverflow.com/questions/562104/difference-between-running-internal-and-external-unix-commands-in-java,Difference between running internal and external unix commands in java,,
1023,"['java', '.net', 'wcf']","{'account_id': 5337, 'reputation': 2841, 'user_id': 8531, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/4455554ff5621cdf2f062200b85a57d3?s=256&d=identicon&r=PG', 'display_name': 'taudep', 'link': 'https://stackoverflow.com/users/8531/taudep'}",True,1421,,562247.0,2,,2,,1234981205,1234970220,,561449,CC BY-SA 2.5,https://stackoverflow.com/questions/561449/techniques-for-calling-into-a-wcf-service-from-java,Techniques for Calling into a WCF Service from Java,,
1024,"['java', 'linux', 'tomcat', '64-bit']","{'account_id': 25745, 'reputation': 11346, 'user_id': 66451, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9fb46832225939e0a0e62c4f610e0a75?s=256&d=identicon&r=PG', 'display_name': 'jcrossley3', 'link': 'https://stackoverflow.com/users/66451/jcrossley3'}",True,9329,,,6,,12,,1234979994,1234919056,,559433,CC BY-SA 2.5,https://stackoverflow.com/questions/559433/benefits-drawbacks-to-running-64-bit-jvm-on-64-bit-linux-server,Benefits/drawbacks to running 64-bit JVM on 64-bit Linux server?,,
1025,"['java', 'web-applications']","{'user_type': 'does_not_exist', 'display_name': 'Dean'}",True,219,,,6,,1,,1234970984,1234967843,,561296,CC BY-SA 2.5,https://stackoverflow.com/questions/561296/java-or-scripting,Java or scripting,,
1026,"['java', 'generics']","{'account_id': 19578, 'reputation': 21550, 'user_id': 45963, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/f118e11f0305ad16952d01b2fdb7c358?s=256&d=identicon&r=PG&f=1', 'display_name': 'andandandand', 'link': 'https://stackoverflow.com/users/45963/andandandand'}",True,889,,559716.0,3,,1,,1234970186,1234926959,1234970186.0,559704,CC BY-SA 2.5,https://stackoverflow.com/questions/559704/generic-method-fail,Generic Method Fail,,
1027,['java'],"{'account_id': 20215, 'reputation': 10223, 'user_id': 48094, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/24354b5b5d415800310889e741ea08fc?s=256&d=identicon&r=PG', 'display_name': 'user48094', 'link': 'https://stackoverflow.com/users/48094/user48094'}",True,925,,,1,,-1,,1234969588,1234966733,1234967426.0,561215,CC BY-SA 2.5,https://stackoverflow.com/questions/561215/display-image-in-servlet,display image in servlet,,
1028,"['java', 'eclipse', 'key-bindings']","{'account_id': 17503, 'reputation': 17765, 'user_id': 39242, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/LGRis.png?s=256&g=1', 'display_name': 'Joshua Fox', 'link': 'https://stackoverflow.com/users/39242/joshua-fox'}",True,503,,560730.0,2,,3,,1234960593,1234951414,1234960593.0,560452,CC BY-SA 2.5,https://stackoverflow.com/questions/560452/universal-keybindings-in-eclipse,Universal keybindings in Eclipse,,
1029,"['java', 'logging', 'log4j', 'java-5']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,1042,,560600.0,3,,3,,1234955548,1234954497,,560588,CC BY-SA 2.5,https://stackoverflow.com/questions/560588/is-there-a-log4j-or-commons-logging-extension-or-other-logging-framework-that-is,Is there a log4j or commons logging extension or other logging framework that is designed for Java 5 or higher?,,
1030,"['java', 'mysql', 'database', 'jdbc', 'connection']","{'account_id': 26132, 'reputation': 3157, 'user_id': 67722, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://www.gravatar.com/avatar/e04050fdb0180e117e28e863aa88f31a?s=256&d=identicon&r=PG', 'display_name': 'user67722', 'link': 'https://stackoverflow.com/users/67722/user67722'}",True,2785,,560438.0,2,,0,,1234950973,1234939464,1234946362.0,560063,CC BY-SA 2.5,https://stackoverflow.com/questions/560063/what-are-the-steps-for-connecting-jdbc-with-mysql,What are the steps for connecting jdbc with mysql,,
1031,"['java', 'cross-platform', 'metadata', 'jpeg', 'freepascal']","{'account_id': 6938, 'reputation': 5000, 'user_id': 11820, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/b5c7a445bcad894212d05afe06122f29?s=256&d=identicon&r=PG&f=1', 'display_name': 'Graza', 'link': 'https://stackoverflow.com/users/11820/graza'}",True,3785,,,4,,3,,1234924774,1234922143,,559562,,https://stackoverflow.com/questions/559562/whats-the-best-library-for-manipulating-jpeg-metadata,What&#39;s the best library for manipulating JPEG metadata?,1503076501.0,Not suitable for this site
1032,"['java', 'jsp', 'el']","{'user_type': 'does_not_exist', 'display_name': 'FlyByQuestionGuy'}",True,781,,,1,,1,,1234913974,1234912236,1234913165.0,559141,CC BY-SA 2.5,https://stackoverflow.com/questions/559141/problem-with-jsp-el-evaluation,Problem with JSP EL evaluation,,
1033,"['java', 'arrays', 'oop', 'java-7']","{'account_id': 23121, 'reputation': 519090, 'user_id': 57695, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/53ee9941b3fefef67175daf212e62d41?s=256&d=identicon&r=PG', 'display_name': 'Peter Lawrey', 'link': 'https://stackoverflow.com/users/57695/peter-lawrey'}",True,848,,558852.0,1,,2,,1234909121,1234906712,1234909121.0,558839,,https://stackoverflow.com/questions/558839/arrays-as-proper-objects,Arrays as proper objects,1234980678.0,not a real question
1034,"['java', 'jdbc', 'transactions', 'data-access', 'spring-jdbc']","{'account_id': 7848, 'reputation': 107212, 'user_id': 13792, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/10db0f801d3ba12114f8d3fc4737eb1e?s=256&d=identicon&r=PG', 'display_name': 'ColinD', 'link': 'https://stackoverflow.com/users/13792/colind'}",True,3797,,557731.0,2,,5,,1234904207,1234888737,,557667,CC BY-SA 2.5,https://stackoverflow.com/questions/557667/how-to-do-simple-spring-jdbc-transactions-outside-the-ioc-container,How to do simple Spring JDBC transactions outside the IoC container?,,
