,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,community_owned_date,closed_date,closed_reason,locked_date
1879,"['java', 'hibernate', 'debugging']","{'account_id': 8396, 'reputation': 23719, 'user_id': 15108, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/9ca9e0c0bf07d39f1c29776e766ba4cc?s=256&d=identicon&r=PG', 'display_name': 'boutta', 'link': 'https://stackoverflow.com/users/15108/boutta'}",True,6597,3,11,1247808024,1247769038,1247770657.0,1139426,CC BY-SA 2.5,https://stackoverflow.com/questions/1139426/how-to-know-what-made-a-hibernate-persisted-object-dirty,How to know what made a hibernate persisted object dirty?,,1141503.0,,,,
1880,['java'],"{'user_type': 'does_not_exist', 'display_name': 'Andy'}",True,295,3,2,1247804507,1247793706,,1141081,CC BY-SA 2.5,https://stackoverflow.com/questions/1141081/how-can-i-get-the-unique-id-of-an-object-after-overwriting-its-tostring-method,How can I get the unique id of an Object after overwriting its toString() method?,,1141086.0,,,,
1881,['java'],"{'account_id': 7495, 'reputation': 100340, 'user_id': 13055, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ab82fd8b5ffe4d09c2bb5f9c14d34b09?s=256&d=identicon&r=PG', 'display_name': 'Parand', 'link': 'https://stackoverflow.com/users/13055/parand'}",True,5669,6,5,1247804317,1247683127,1247686454.0,1133156,CC BY-SA 2.5,https://stackoverflow.com/questions/1133156/simple-java-stand-alone-server-container-framework,Simple Java stand-alone server container/framework?,,1133207.0,,,,
1882,"['java', 'user-interface', 'glazedlists']","{'account_id': 46176, 'reputation': 2208, 'user_id': 136328, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/09ed9dcd532b2a5352492e3770c5d179?s=256&d=identicon&r=PG', 'display_name': 'twolfe18', 'link': 'https://stackoverflow.com/users/136328/twolfe18'}",False,503,1,0,1247803131,1247755591,1247758099.0,1138144,CC BY-SA 2.5,https://stackoverflow.com/questions/1138144/glazedlists-autocomplete-changing-selection-doesnt-work,GlazedLists AutoComplete Changing Selection Doesn&#39;t Work,,,,,,
1883,"['java', 'installation']","{'account_id': 41672, 'reputation': 29322, 'user_id': 121196, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/04fa45b8e706083185a193997f11260d?s=256&d=identicon&r=PG', 'display_name': 'user121196', 'link': 'https://stackoverflow.com/users/121196/user121196'}",True,2080,1,1,1247802455,1247794456,,1141095,CC BY-SA 2.5,https://stackoverflow.com/questions/1141095/associate-a-custom-file-extension-with-my-java-program-on-windows,associate a custom file extension with my java program on windows,,1141370.0,,,,
1884,"['java', 'exception-handling']","{'account_id': 17753, 'reputation': 1484, 'user_id': 40070, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/8e2fa5a87c98b3147a1feb90893beb8f?s=256&d=identicon&r=PG', 'display_name': 'Shaw', 'link': 'https://stackoverflow.com/users/40070/shaw'}",False,435,1,0,1247796177,1247758098,1495535262.0,1138428,,https://stackoverflow.com/questions/1138428/checked-exceptions-in-java,Checked exceptions in java,,,1247760610.0,1247758748.0,exact duplicate,
1885,"['java', 'eclipse', 'debugging']","{'account_id': 46909, 'reputation': 217, 'user_id': 138785, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/0c90718c76583e98ec809054cafc519a?s=256&d=identicon&r=PG', 'display_name': 'pavan', 'link': 'https://stackoverflow.com/users/138785/pavan'}",True,537,3,2,1247791669,1247670810,1247791669.0,1132038,CC BY-SA 2.5,https://stackoverflow.com/questions/1132038/dependent-breakpoints,Dependent Breakpoints,,1132606.0,,,,
1886,"['java', 'regex']","{'account_id': 6901, 'reputation': 18354, 'user_id': 11760, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/9993fc795f05b8f971c953e8c84ae39c?s=256&d=identicon&r=PG', 'display_name': 'Nate', 'link': 'https://stackoverflow.com/users/11760/nate'}",True,9638,6,4,1247784871,1247758193,1247758548.0,1138435,CC BY-SA 2.5,https://stackoverflow.com/questions/1138435/how-do-i-use-regex-to-split-a-string-into-characters,How do I use regex to split a string into characters?,,1138482.0,,,,
1887,"['java', 'eclipse', 'include', 'cvs', 'eclipse-cdt']","{'account_id': 47138, 'reputation': 181, 'user_id': 139494, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/60d8db1464117a3b49994a561775dfc0?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/139494/chris'}",True,1811,2,0,1247781607,1247772518,,1139771,CC BY-SA 2.5,https://stackoverflow.com/questions/1139771/maintaining-eclipse-project-include-lib-paths-in-cvs,Maintaining Eclipse project include/lib paths in CVS,,1140542.0,,,,
1888,"['java', 'design-patterns', 'refactoring']","{'account_id': 21720, 'reputation': 1906, 'user_id': 53036, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cc71e8e82886b6e374f364a3d14261cc?s=256&d=identicon&r=PG', 'display_name': 'Todd', 'link': 'https://stackoverflow.com/users/53036/todd'}",True,1640,5,2,1247781445,1247780990,,1140527,CC BY-SA 2.5,https://stackoverflow.com/questions/1140527/design-pattern-for-building-an-object-from-a-more-complex-object,Design Pattern for building an object from a more complex object,,1140540.0,,,,
1889,"['java', 'windows', 'file-io']","{'account_id': 14342, 'reputation': 14048, 'user_id': 29430, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2aa15101b3e8f0a21ef52e613586bddf?s=256&d=identicon&r=PG', 'display_name': 'ya23', 'link': 'https://stackoverflow.com/users/29430/ya23'}",True,3954,2,4,1247778371,1247740774,1247748816.0,1136765,CC BY-SA 2.5,https://stackoverflow.com/questions/1136765/how-to-read-windows-exe-file-version,How to read windows .exe file version?,,1136779.0,,,,
1890,"['java', 'tomcat', 'no-cache', 'confidential']","{'account_id': 18775, 'reputation': 2728, 'user_id': 43371, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d92b64b0bbc0f2b7297924e76c4a4a84?s=256&d=identicon&r=PG', 'display_name': 'Paul W Homer', 'link': 'https://stackoverflow.com/users/43371/paul-w-homer'}",True,1394,1,0,1247778361,1247757800,1247778361.0,1138399,CC BY-SA 2.5,https://stackoverflow.com/questions/1138399/how-do-i-keep-tomcat-deployed-files-in-a-context-from-caching-in-a-browser,How do I keep Tomcat deployed files in a context from caching in a browser?,,1138415.0,,,,
1891,"['java', 'testing', 'interface', 'junit']","{'account_id': 32657, 'reputation': 5802, 'user_id': 90765, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/35d25c16a7a85f2982326d9abd234fa3?s=256&d=identicon&r=PG', 'display_name': 'Lily', 'link': 'https://stackoverflow.com/users/90765/lily'}",True,30502,6,9,1247774432,1247765928,1247768464.0,1139136,CC BY-SA 2.5,https://stackoverflow.com/questions/1139136/how-to-best-test-java-code,How to best test Java code?,,1139343.0,,,,
1892,"['java', 'hibernate', 'jakarta-ee']","{'account_id': 33057, 'reputation': 6358, 'user_id': 92213, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d53a3ed5eda698a235eaded662a4a52f?s=256&d=identicon&r=PG', 'display_name': 'black sensei', 'link': 'https://stackoverflow.com/users/92213/black-sensei'}",True,1730,2,0,1247773806,1247765652,,1139103,CC BY-SA 2.5,https://stackoverflow.com/questions/1139103/simple-hibernate-session-management,simple hibernate session management,,1139364.0,,,,
1893,"['java', 'python', 'macos', 'sockets', 'snmp']","{'account_id': 19815, 'reputation': 21509, 'user_id': 46768, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/9e15d450570f19449ca6ca417caf65eb?s=256&d=identicon&r=PG', 'display_name': 'pr1001', 'link': 'https://stackoverflow.com/users/46768/pr1001'}",True,2458,2,0,1247769713,1247729819,1247768951.0,1135981,CC BY-SA 2.5,https://stackoverflow.com/questions/1135981/how-do-i-receive-snmp-traps-on-os-x,How do I receive SNMP traps on OS X?,,1139504.0,,,,
1894,"['java', 'google-app-engine']","{'account_id': 877896, 'reputation': 141, 'user_id': 139502, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e4862f63689eaca30c947f0bc388bb7?s=256&d=identicon&r=PG', 'display_name': 'User 42', 'link': 'https://stackoverflow.com/users/139502/user-42'}",True,356,1,6,1247765185,1247752613,,1137786,CC BY-SA 2.5,https://stackoverflow.com/questions/1137786/google-appengine-how-often-does-a-runtime-startup-occur,Google AppEngine: how often does a &quot;runtime startup&quot; occur,,1139007.0,,,,
1895,"['java', 'hibernate', 'lazy-loading']","{'account_id': 39469, 'reputation': 1485, 'user_id': 113845, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/e14314daecd8f79ae8ace958ac011144?s=256&d=identicon&r=PG', 'display_name': 'Jesse', 'link': 'https://stackoverflow.com/users/113845/jesse'}",True,194,2,2,1247764566,1247756199,,1138223,CC BY-SA 2.5,https://stackoverflow.com/questions/1138223/unreliable-hibernate-objects,Unreliable Hibernate Objects,,1138250.0,,,,
1896,"['java', 'multithreading', 'volatile', 'synchronized']","{'account_id': 47044, 'reputation': 661, 'user_id': 139203, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7154ec509a3c2e8d3c9d3af1f2801afd?s=256&d=identicon&r=PG', 'display_name': 'Mo .', 'link': 'https://stackoverflow.com/users/139203/mo'}",True,6372,3,3,1247761347,1247749826,,1137475,CC BY-SA 2.5,https://stackoverflow.com/questions/1137475/java-thread-shared-object-synchronization-issue,Java Thread Shared Object Synchronization Issue,,,,,,
1897,"['java', 'javadoc']","{'account_id': 560581, 'reputation': 443, 'user_id': 129480, 'user_type': 'unregistered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/9dfa9410918bef3c34bad5c5d317ec29?s=256&d=identicon&r=PG', 'display_name': 'looeeese', 'link': 'https://stackoverflow.com/users/129480/looeeese'}",True,218,7,2,1247759653,1247755420,1247756547.0,1138120,CC BY-SA 2.5,https://stackoverflow.com/questions/1138120/how-do-you-interpret-this-bit-of-javadoc,How do you interpret this bit of Javadoc?,,,,,,
1898,"['java', 'casting', 'subclassing', 'instanceof']","{'account_id': 32032, 'reputation': 11421, 'user_id': 88383, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/428694e128aeca0042e42306ca297632?s=256&d=identicon&r=PG', 'display_name': 'AlbertoPL', 'link': 'https://stackoverflow.com/users/88383/albertopl'}",True,2266,4,2,1247759258,1247751037,1247751635.0,1137608,CC BY-SA 2.5,https://stackoverflow.com/questions/1137608/instanceof-and-type-casting-techniques,Instanceof and Type-casting Techniques,,,,,,
1899,"['java', 'design-patterns']","{'account_id': 22020, 'reputation': 333, 'user_id': 53968, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9d956530e9ea43a8e034b84eb793dd97?s=256&d=identicon&r=PG', 'display_name': 'saralk', 'link': 'https://stackoverflow.com/users/53968/saralk'}",True,1722,7,2,1247758226,1247741771,1247741978.0,1136822,CC BY-SA 2.5,https://stackoverflow.com/questions/1136822/how-would-you-create-xml-files-in-java,How would you create xml files in java,,1136881.0,,,,
1900,"['java', 'sql-server', 'serialization', 'object']","{'user_type': 'does_not_exist', 'display_name': 'Javad'}",True,6034,7,0,1247757381,1247735086,1247749187.0,1136330,CC BY-SA 2.5,https://stackoverflow.com/questions/1136330/insert-java-object-in-sql-server,Insert Java Object In Sql Server,,,,,,
1901,"['java', 'jar', 'nullpointerexception']","{'account_id': 445, 'reputation': 112786, 'user_id': 572, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/Ct4o3.jpg?s=256&g=1', 'display_name': 'Thomas Owens', 'link': 'https://stackoverflow.com/users/572/thomas-owens'}",True,4430,6,1,1247749653,1247746785,1247747776.0,1137170,CC BY-SA 2.5,https://stackoverflow.com/questions/1137170/what-would-cause-a-nullpointerexception-when-running-a-jar-from-the-command-line,"What would cause a NullPointerException when running a JAR from the command line, but not from an IDE?",,1137185.0,,,,
1902,"['java', 'xml', 'optimization', 'parsing', 'tree']","{'account_id': 46497, 'reputation': 8198, 'user_id': 137435, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/168ccfcf05ef966574d7132ed8b093fe?s=256&d=identicon&r=PG', 'display_name': 'Robert', 'link': 'https://stackoverflow.com/users/137435/robert'}",True,901,2,2,1247749239,1247744165,1247749239.0,1136974,CC BY-SA 2.5,https://stackoverflow.com/questions/1136974/slow-construction-of-tree-structure-from-xml,slow construction of tree structure from XML,,1137044.0,,,,
1903,"['java', 'windows', 'algorithm', 'scala', 'filesystems']","{'account_id': 41383, 'reputation': 4801, 'user_id': 120234, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/3b7c78b900daef389007ec8734b18c79?s=256&d=identicon&r=PG', 'display_name': 'marc esher', 'link': 'https://stackoverflow.com/users/120234/marc-esher'}",True,1912,6,5,1247749237,1247702796,1247706063.0,1134758,CC BY-SA 2.5,https://stackoverflow.com/questions/1134758/whats-the-most-efficient-method-of-continually-deleting-files-older-than-x-hour,What&#39;s the most efficient method of continually deleting files older than X hours on Windows?,,1135009.0,,,,
1904,"['java', 'wcf', 'web-services', 'serialization']","{'user_type': 'does_not_exist', 'display_name': 'Elena'}",True,4060,4,1,1247748836,1247484369,1247740537.0,1118935,CC BY-SA 2.5,https://stackoverflow.com/questions/1118935/object-from-java-client-to-wcf-web-service-error-deserializing,"object from java client to WCF Web service, error deserializing",,,,,,
1905,"['java', 'database-design']","{'account_id': 9045, 'reputation': 32844, 'user_id': 16534, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/JnmCP.jpg?s=256&g=1', 'display_name': 'Mike Sickler', 'link': 'https://stackoverflow.com/users/16534/mike-sickler'}",True,1555,4,4,1247748745,1247720592,,1135464,CC BY-SA 2.5,https://stackoverflow.com/questions/1135464/storing-search-criteria-in-a-database,Storing search criteria in a database,,1137369.0,,,,
1906,"['swing', 'java', 'garbage-collection']","{'account_id': 22753, 'reputation': 4707, 'user_id': 56464, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/0d85caafb83f293a347bc7ed84335133?s=256&d=identicon&r=PG', 'display_name': 'krisp', 'link': 'https://stackoverflow.com/users/56464/krisp'}",True,2503,7,2,1247746881,1247723717,1247723959.0,1135641,CC BY-SA 2.5,https://stackoverflow.com/questions/1135641/can-i-detect-when-the-garbage-collector-works,Can I detect when the Garbage collector works?,,,,,,
1907,"['java', 'static-analysis']","{'account_id': 43978, 'reputation': 10387, 'user_id': 128807, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/0fd951e925c19fd51f605860cdfaebf8?s=256&d=identicon&r=PG', 'display_name': 'user128807', 'link': 'https://stackoverflow.com/users/128807/user128807'}",True,405,5,5,1247742332,1247680708,1247685823.0,1132930,CC BY-SA 2.5,https://stackoverflow.com/questions/1132930/what-is-wrong-with-an-inner-class-not-using-an-outer-class-in-java,What is wrong with an inner class not using an outer class in Java?,,1132989.0,,,,
1908,"['java', 'gwt', 'url-parameters']","{'account_id': 28154, 'reputation': 5560, 'user_id': 74894, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/27a2920af001c2beed4b290b14d18893?s=256&d=identicon&r=PG', 'display_name': 'KevMo', 'link': 'https://stackoverflow.com/users/74894/kevmo'}",True,4481,2,1,1247742067,1247676441,1495542404.0,1132568,CC BY-SA 3.0,https://stackoverflow.com/questions/1132568/create-url-parameters-in-gwt,Create URL Parameters in GWT,,1136848.0,,,,
1909,"['java', 'firefox', 'ant', 'junit', 'selenium']","{'account_id': 8529, 'reputation': 33642, 'user_id': 15441, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/f5fdef7fa815d59023c2eaa95f274c3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'hawkeye', 'link': 'https://stackoverflow.com/users/15441/hawkeye'}",True,1920,2,0,1247734211,1247649587,1247704300.0,1130307,CC BY-SA 2.5,https://stackoverflow.com/questions/1130307/selenium-running-as-junit-in-ant-prematurely-closes-browser-but-not-in-ide,Selenium running as junit in ant prematurely closes browser but not in IDE,,1136071.0,,,,
1910,['java'],"{'account_id': 45742, 'reputation': 2779, 'user_id': 134967, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/410e5584bc2609e420dd841c8d727e24?s=256&d=identicon&r=PG', 'display_name': 'jva', 'link': 'https://stackoverflow.com/users/134967/jva'}",True,1352,5,3,1247733631,1247733326,,1136216,CC BY-SA 2.5,https://stackoverflow.com/questions/1136216/is-there-a-way-to-determine-java-version-without-seeing-shell-output,Is there a way to determine Java version without seeing shell output?,,1136230.0,,,,
1911,"['java', 'maven-2', 'servlets', 'packaging', 'war']","{'account_id': 10475, 'reputation': 8705, 'user_id': 19820, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/463ee6f65f6dd6686a9528ad5cd93a51?s=256&d=identicon&r=PG', 'display_name': 'Peter Becker', 'link': 'https://stackoverflow.com/users/19820/peter-becker'}",True,4807,1,1,1247732759,1247729872,,1135986,CC BY-SA 2.5,https://stackoverflow.com/questions/1135986/how-do-i-package-multiple-war-files-in-one-maven-project,How do I package multiple WAR files in one Maven project?,,1136171.0,,,,
1912,"['java', 'multithreading', 'synchronized']","{'account_id': 47044, 'reputation': 661, 'user_id': 139203, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7154ec509a3c2e8d3c9d3af1f2801afd?s=256&d=identicon&r=PG', 'display_name': 'Mo .', 'link': 'https://stackoverflow.com/users/139203/mo'}",True,1270,3,-2,1247732093,1247721340,1247730273.0,1135502,CC BY-SA 2.5,https://stackoverflow.com/questions/1135502/java-synchronized-and-threads,Java Synchronized and Threads,,1136128.0,,,,
1913,"['java', 'java-me', 'getter']","{'account_id': 37427, 'reputation': 35897, 'user_id': 107004, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/4Mrdk.jpg?s=256&g=1', 'display_name': 'Henrik P. Hessel', 'link': 'https://stackoverflow.com/users/107004/henrik-p-hessel'}",True,1215,10,2,1247730471,1247689989,,1133851,CC BY-SA 2.5,https://stackoverflow.com/questions/1133851/java-getters-always-execute-specific-method,Java Getters: Always execute specific method,,1133893.0,,,,
1914,"['java', 'objective-c', 'cocoa', 'macos', 'porting']","{'account_id': 16163, 'reputation': 11027, 'user_id': 34934, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/49756adee7cc8a8a3b80c85639ff3d82?s=256&d=identicon&r=PG', 'display_name': 'Todd Ditchendorf', 'link': 'https://stackoverflow.com/users/34934/todd-ditchendorf'}",True,1344,6,8,1247726565,1247447452,1247494215.0,1117384,CC BY-SA 2.5,https://stackoverflow.com/questions/1117384/when-porting-java-code-to-objc-how-best-to-represent-checked-exceptions,"When porting Java code to ObjC, how best to represent checked exceptions?",,1117426.0,,,,
1915,"['java', 'exception-handling', 'stack']","{'account_id': 43616, 'reputation': 1514, 'user_id': 127592, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/09476907df7b9a70a56d4bc784870ba7?s=256&d=identicon&r=PG', 'display_name': 'Rohan Grover', 'link': 'https://stackoverflow.com/users/127592/rohan-grover'}",True,8089,6,3,1247724686,1247689018,,1133730,CC BY-SA 2.5,https://stackoverflow.com/questions/1133730/catching-emptystackexception-vs-testing-is-stack-is-empty,catching EmptyStackException vs. Testing is Stack is empty,,1133762.0,,,,
1916,"['java', 'user-interface', 'swing', 'scala']","{'account_id': 21713, 'reputation': 292754, 'user_id': 53013, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/6d43da5df0e52fc31c55e6a227bb23f4?s=256&d=identicon&r=PG', 'display_name': 'Daniel C. Sobral', 'link': 'https://stackoverflow.com/users/53013/daniel-c-sobral'}",True,1308,2,0,1247715283,1247623031,1247659367.0,1129016,CC BY-SA 2.5,https://stackoverflow.com/questions/1129016/tile-like-windows-on-swing,Tile-like windows on Swing,,1129031.0,,,,
1917,"['java', 'spring', 'inversion-of-control']","{'account_id': 42992, 'reputation': 8392, 'user_id': 125470, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/102244f66452f3a0fb7a61dee804e96a?s=256&d=identicon&r=PG', 'display_name': 'janetsmith', 'link': 'https://stackoverflow.com/users/125470/janetsmith'}",True,2982,7,6,1247700894,1247566414,,1124516,CC BY-SA 2.5,https://stackoverflow.com/questions/1124516/why-does-spring-use-xml-for-component-wiring,why does Spring use XML for component wiring?,,1124525.0,,,,
1918,"['java', 'jboss', 'jmx']","{'account_id': 23804, 'reputation': 27526, 'user_id': 59947, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/veKXw.jpg?s=256&g=1', 'display_name': 'Yevgeny Simkin', 'link': 'https://stackoverflow.com/users/59947/yevgeny-simkin'}",True,404,2,1,1247699105,1247697309,,1134505,CC BY-SA 2.5,https://stackoverflow.com/questions/1134505/missing-something-obvious-in-jmx-console-insertion,missing something obvious in JMX console insertion,,1134538.0,,,,
1919,"['java', 'binary-search', 'comparator']","{'account_id': 19061, 'reputation': 181316, 'user_id': 44330, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/dd5a7ef1476fb01998a215b1642dfd07?s=256&d=identicon&r=PG', 'display_name': 'Jason S', 'link': 'https://stackoverflow.com/users/44330/jason-s'}",True,2584,5,4,1247698141,1247695080,1247695556.0,1134339,CC BY-SA 2.5,https://stackoverflow.com/questions/1134339/writing-a-comparator-for-a-compound-object-for-binary-searching,writing a Comparator for a compound object for binary searching,,1134420.0,,,,
1920,['java'],"{'account_id': 43092, 'reputation': 697, 'user_id': 125787, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/e940622763546a16fd0c42bbcf7b0e3b?s=256&d=identicon&r=PG', 'display_name': 'Arvind', 'link': 'https://stackoverflow.com/users/125787/arvind'}",True,3631,5,5,1247696726,1247691635,,1134054,CC BY-SA 2.5,https://stackoverflow.com/questions/1134054/changing-return-type-of-method-gives-java-lang-nosuchmethoderror,changing return type of method gives java.lang.NoSuchMethodError,,1134062.0,,,,
1921,"['java', 'hibernate']","{'user_type': 'does_not_exist', 'display_name': 'jimit'}",False,464,3,0,1247696485,1247670689,1247696485.0,1132025,CC BY-SA 2.5,https://stackoverflow.com/questions/1132025/hql-error-in-select-clause,hql error in select clause,,,,,,
1922,"['java', 'exception']","{'account_id': 17269, 'reputation': 18862, 'user_id': 38466, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5260cfc08dec533f905d8ac36c467e97?s=256&d=identicon&r=PG', 'display_name': 'Cambium', 'link': 'https://stackoverflow.com/users/38466/cambium'}",True,320,4,-2,1247696204,1247694457,1247696204.0,1134288,CC BY-SA 2.5,https://stackoverflow.com/questions/1134288/seeking-explanation-for-auto-casting,Seeking explanation for Auto-Casting,,1134336.0,,,,
1923,"['java', 'concurrency', 'copy', 'io']","{'account_id': 27152, 'reputation': 3302, 'user_id': 71354, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/8232f19f8d956f27131ec48b81639f9c?s=256&d=identicon&r=PG', 'display_name': 'Yrlec', 'link': 'https://stackoverflow.com/users/71354/yrlec'}",True,2135,2,1,1247691045,1247688575,1247689539.0,1133678,CC BY-SA 2.5,https://stackoverflow.com/questions/1133678/efficient-copy-from-one-file-to-another,Efficient copy from one file to another,,1133881.0,,,,
1924,"['java', 'static', 'classloader']","{'account_id': 28311, 'reputation': 4468, 'user_id': 75554, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/0ae90bf5614d28c2300cdcd1dfc9f503?s=256&d=identicon&r=PG', 'display_name': 'Nuno Furtado', 'link': 'https://stackoverflow.com/users/75554/nuno-furtado'}",True,11532,2,9,1247689236,1247687195,1247688273.0,1133552,CC BY-SA 2.5,https://stackoverflow.com/questions/1133552/explanation-of-how-classloader-loads-static-variables,Explanation of how classloader loads static variables,,1133577.0,,,,
1925,"['java', 'sql', 'scala', 'jdbc']","{'account_id': 41773, 'reputation': 1409, 'user_id': 121477, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/F2w0j.png?s=256&g=1', 'display_name': 'BenjaminJackman', 'link': 'https://stackoverflow.com/users/121477/benjaminjackman'}",True,471,1,4,1247684680,1247676846,1247683428.0,1132593,CC BY-SA 2.5,https://stackoverflow.com/questions/1132593/dealing-with-intermittent-database-connectivity-by-writing-executing-sql-script,Dealing with intermittent Database Connectivity by Writing/Executing SQL Script From Scala/Java,,1132722.0,,,,
1926,"['java', 'swing', 'netbeans', 'runtime']","{'account_id': 46297, 'reputation': 2415, 'user_id': 136698, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/458bc0be2a689232921ced9de17578e6?s=256&d=identicon&r=PG', 'display_name': 'christopheml', 'link': 'https://stackoverflow.com/users/136698/christopheml'}",True,3188,3,2,1247682845,1247310716,,1113514,CC BY-SA 2.5,https://stackoverflow.com/questions/1113514/how-do-i-add-components-at-run-time-to-a-swing-ui-created-with-netbeans-visual-e,How do I add components at run time to a Swing UI created with Netbeans visual editor?,,1113530.0,,,,
1927,"['java', 'memory', 'settings']","{'account_id': 37283, 'reputation': 3094, 'user_id': 106550, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f5a22d125d9482e4feb04ccefc963503?s=256&d=identicon&r=PG', 'display_name': 'adrian.tarau', 'link': 'https://stackoverflow.com/users/106550/adrian-tarau'}",True,4229,2,0,1247682677,1247579298,1247620517.0,1125515,CC BY-SA 2.5,https://stackoverflow.com/questions/1125515/xmx-differences-between-applet-and-standalone-java-process,-Xmx differences between applet and standalone Java process,,1129029.0,,,,
1928,"['java', 'spring', 'aop']","{'account_id': 18480, 'reputation': 31912, 'user_id': 42372, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/e9550bd5fab2b2a8ad0af487ff1fddb5?s=256&d=identicon&r=PG', 'display_name': 'Veera', 'link': 'https://stackoverflow.com/users/42372/veera'}",True,4146,1,3,1247682407,1247669647,,1131910,CC BY-SA 2.5,https://stackoverflow.com/questions/1131910/pointcut-not-working-for-generic-interface,Pointcut not working for generic interface,,1133084.0,,,,
