,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,migrated_from,community_owned_date
2023,"['jquery', 'css', 'jquery-mobile', 'header', 'footer']","{'account_id': 991226, 'reputation': 67, 'user_id': 1008477, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/eebb593dcb5e6e1c9417850ce5d85ea5?s=256&d=identicon&r=PG', 'display_name': 'os ip', 'link': 'https://stackoverflow.com/users/1008477/os-ip'}",False,732,1,0,1329755292,1329739273,,9360782,CC BY-SA 3.0,https://stackoverflow.com/questions/9360782/jquery-mobile-add-listview-to-navbar-in-footer,jquery mobile add listview to &quot; navbar in footer &quot;,,,,,,
2024,"['javascript', 'jquery', 'html', 'css', 'popup']","{'account_id': 1248901, 'reputation': 47, 'user_id': 1209740, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/d8d42d59bdcccba91b40d9026c743d38?s=256&d=identicon&r=PG', 'display_name': 'Vineeth', 'link': 'https://stackoverflow.com/users/1209740/vineeth'}",False,1284,2,1,1329754655,1329753695,1329753838.0,9364197,CC BY-SA 3.0,https://stackoverflow.com/questions/9364197/display-multiple-css-popups-using-javascript,Display multiple CSS popups using JavaScript,,,,,,
2025,"['html', 'css']","{'account_id': 401757, 'reputation': 1137, 'user_id': 768510, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/dbb042e9d1b60b4835b0480624864364?s=256&d=identicon&r=PG', 'display_name': 'Thomas Nadin', 'link': 'https://stackoverflow.com/users/768510/thomas-nadin'}",True,63,2,0,1329754603,1329752924,1495540601.0,9363982,CC BY-SA 3.0,https://stackoverflow.com/questions/9363982/overflow-element-when-using-percentage-widths,Overflow element when using percentage widths,,9364294.0,,,,
2026,"['css', 'wordpress', 'caption']","{'account_id': 1023119, 'reputation': 505, 'user_id': 1032982, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/xQhct.jpg?s=256&g=1', 'display_name': 'Cristol.GdM', 'link': 'https://stackoverflow.com/users/1032982/cristol-gdm'}",True,161,1,1,1329754314,1329753097,1492087048.0,9364028,CC BY-SA 3.0,https://stackoverflow.com/questions/9364028/caption-uncentering-its-image,Caption uncentering its image,,9364365.0,,,,
2027,"['css', 'border']","{'account_id': 58211, 'reputation': 528, 'user_id': 174339, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/b8002fb0d8021217af289f67b49a52ed?s=256&d=identicon&r=PG', 'display_name': 'JezB', 'link': 'https://stackoverflow.com/users/174339/jezb'}",True,582,2,0,1329752231,1329739154,1329740887.0,9360751,CC BY-SA 3.0,https://stackoverflow.com/questions/9360751/css-image-border,CSS Image Border,,9360773.0,,,,
2028,"['background-image', 'gradient', 'css']","{'account_id': 199027, 'reputation': 139, 'user_id': 444049, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/accb60830f797bd0576bc19696371702?s=256&d=identicon&r=PG', 'display_name': 'Arief', 'link': 'https://stackoverflow.com/users/444049/arief'}",False,827,2,0,1329751434,1329742941,1592644375.0,9361574,CC BY-SA 4.0,https://stackoverflow.com/questions/9361574/css-background-image-with-horizontal-gradient,CSS Background Image with Horizontal Gradient,,,,,,
2029,"['html', 'css', 'semantic-markup']","{'account_id': 43232, 'reputation': 13417, 'user_id': 126280, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/94a729ccacd026db3a83390efb967ca5?s=256&d=identicon&r=PG', 'display_name': 'Cheetah', 'link': 'https://stackoverflow.com/users/126280/cheetah'}",True,1159,3,4,1329751164,1329743469,,9361688,CC BY-SA 3.0,https://stackoverflow.com/questions/9361688/should-i-use-a-p-tag-or-div-tag-here,Should I use a &lt;p&gt; tag or &lt;div&gt; tag here?,,9361727.0,,,,
2030,"['jquery', 'html', 'css', 'ajax']","{'account_id': 940951, 'reputation': 1, 'user_id': 969035, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2d1a9973391e4e33d655499fe24eaa7?s=256&d=identicon&r=PG', 'display_name': 'Konark Paul', 'link': 'https://stackoverflow.com/users/969035/konark-paul'}",True,511,2,0,1329751112,1329750684,1329750873.0,9363362,CC BY-SA 3.0,https://stackoverflow.com/questions/9363362/login-div-using-jquery-called-from-an-anchor-tag,login div using jQuery called from an anchor tag,,,,,,
2031,['css'],"{'account_id': 1195756, 'reputation': 769, 'user_id': 1167535, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/Knmo3.jpg?s=256&g=1', 'display_name': 'RoyRumaner', 'link': 'https://stackoverflow.com/users/1167535/royrumaner'}",True,85,8,1,1329750595,1329750058,,9363190,CC BY-SA 3.0,https://stackoverflow.com/questions/9363190/how-do-i-create-a-styleclass-to-use-this-css,How do I create a styleClass to use this CSS?,,9363232.0,,,,
2032,"['css', 'media-queries', 'responsive-design']","{'account_id': 946173, 'reputation': 7778, 'user_id': 973397, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/F7Q2P.jpg?s=256&g=1', 'display_name': 'Fred Randall', 'link': 'https://stackoverflow.com/users/973397/fred-randall'}",True,1753,2,1,1329749725,1328909671,1329504193.0,9235125,CC BY-SA 3.0,https://stackoverflow.com/questions/9235125/centering-all-imgs-on-responsive-design,centering all Imgs on Responsive Design,,9360582.0,,,,
2033,"['css', 'google-chrome', 'hyperlink', 'hover', 'visited']","{'account_id': 1263439, 'reputation': 59, 'user_id': 1221241, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/aaf0383938869b6e5058e02fc56ac72e?s=256&d=identicon&r=PG', 'display_name': 'meneerfab', 'link': 'https://stackoverflow.com/users/1221241/meneerfab'}",True,450,2,1,1329748776,1329747571,,9362624,CC BY-SA 3.0,https://stackoverflow.com/questions/9362624/wrong-alink-tag-being-used-chrome,Wrong a:link tag being used (Chrome),,9362898.0,,,,
2034,"['javascript', 'jquery', 'html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'Niladri'}",True,140,1,2,1329748721,1329628012,1329748229.0,9362682,,https://stackoverflow.com/questions/9362682/why-is-the-menu-javascript-effect-not-working,Why is the menu JavaScript effect not working?,,,,,"{'other_site': {'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'codereview.meta', 'site_url': 'https://codereview.meta.stackexchange.com', 'name': 'Code Review Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=codereview.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax', 'EscapedMathJaxDelimiters', 'Prettify'], 'launch_date': 1436881020, 'open_beta_date': 1296068400, 'closed_beta_date': 1295463600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/codereview/Img/apple-touch-icon@2.png', 'twitter_account': 'StackCodeReview', 'favicon_url': 'https://cdn.sstatic.net/Sites/codereview/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/codereview/Img/apple-touch-icon.png', 'audience': 'peer programmer code reviews', 'site_url': 'https://codereview.stackexchange.com', 'api_site_parameter': 'codereview', 'logo_url': 'https://cdn.sstatic.net/Sites/codereview/Img/logo.png', 'name': 'Code Review', 'site_type': 'main_site'}, 'on_date': 1329747853, 'question_id': 9133}",
2035,"['html', 'css', 'css-selectors']","{'account_id': 77392, 'reputation': 6095, 'user_id': 220918, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/7aa04f6d8a8523be7831eabec801b45d?s=256&d=identicon&r=PG', 'display_name': 'lucas clemente', 'link': 'https://stackoverflow.com/users/220918/lucas-clemente'}",True,2857,1,8,1329747928,1329747498,,9362603,CC BY-SA 3.0,https://stackoverflow.com/questions/9362603/css-select-next-two-elements,CSS select next two elements,,9362653.0,,,,
2036,"['html', 'css']","{'account_id': 44686, 'reputation': 29267, 'user_id': 131270, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/TPz4Y.jpg?s=256&g=1', 'display_name': 'John Livermore', 'link': 'https://stackoverflow.com/users/131270/john-livermore'}",True,822,2,2,1329746677,1329746102,,9362287,CC BY-SA 3.0,https://stackoverflow.com/questions/9362287/setting-background-color-for-li-element,Setting background color for LI element,,9362369.0,,,,
2037,"['php', 'css', 'google-chrome', 'include']","{'account_id': 1247991, 'reputation': 6523, 'user_id': 2664985, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/b481e39808c4dd2db7a66c1931a9bb08?s=256&d=identicon&r=PG', 'display_name': 'Jack Wilsdon', 'link': 'https://stackoverflow.com/users/2664985/jack-wilsdon'}",True,3781,2,6,1329743719,1329743487,,9361696,CC BY-SA 3.0,https://stackoverflow.com/questions/9361696/using-php-as-a-css-file,Using PHP as a CSS file?,,9361745.0,,,,
2038,"['html', 'css', 'hover', 'cufon']","{'account_id': 419920, 'reputation': 587, 'user_id': 797336, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b455c05ef4637d1be5cac359aa3179a9?s=256&d=identicon&r=PG', 'display_name': 'Karine', 'link': 'https://stackoverflow.com/users/797336/karine'}",True,146,1,3,1329742438,1329739132,,9360746,CC BY-SA 3.0,https://stackoverflow.com/questions/9360746/ahover-style-does-not-affect-after-adding-cufon,a:hover style does not affect after adding cufon,,9361228.0,,,,
2039,"['html', 'css']","{'account_id': 1214506, 'reputation': 46304, 'user_id': 1182982, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/XK8Vz.jpg?s=256&g=1', 'display_name': 'Yasser Shaikh', 'link': 'https://stackoverflow.com/users/1182982/yasser-shaikh'}",True,388,3,2,1329742209,1329736807,1329736945.0,9360282,CC BY-SA 3.0,https://stackoverflow.com/questions/9360282/find-text-which-is-not-surrounded-by-any-html-tag,Find text which is not surrounded by any HTML tag,,9361274.0,,,,
2040,"['html', 'css']","{'account_id': 409513, 'reputation': 852, 'user_id': 780805, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/fd74d0b9128a18b6f2d780d0b6baa191?s=256&d=identicon&r=PG', 'display_name': 'Anish', 'link': 'https://stackoverflow.com/users/780805/anish'}",True,8053,2,2,1329741733,1329672207,1329741733.0,9351352,CC BY-SA 3.0,https://stackoverflow.com/questions/9351352/font-not-getting-applied-in-a-web-site-viewed-in-ipad,Font not getting applied in a web site viewed in IPad,,,,,,
2041,"['html', 'css']","{'account_id': 151403, 'reputation': 46060, 'user_id': 365251, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/2dd996e4168722dd3618db77880716e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'markzzz', 'link': 'https://stackoverflow.com/users/365251/markzzz'}",True,201,2,2,1329740887,1329725407,1592644375.0,9357923,CC BY-SA 4.0,https://stackoverflow.com/questions/9357923/ie-render-backgroundtransparent-as-a-hole,IE render background:transparent as a hole?,,9358949.0,,,,
2042,['css'],"{'account_id': 147494, 'reputation': 5875, 'user_id': 358649, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a04456df899360d29f8520cfce616c31?s=256&d=identicon&r=PG', 'display_name': 'Fixer', 'link': 'https://stackoverflow.com/users/358649/fixer'}",True,367,2,0,1329740080,1329739353,,9360799,CC BY-SA 3.0,https://stackoverflow.com/questions/9360799/how-do-i-prevent-my-css-affecting-external-plugins,How do i prevent my CSS affecting external plugins?,,9360879.0,,,,
2043,"['html', 'css-position', 'css']","{'account_id': 234520, 'reputation': 8958, 'user_id': 500729, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/8243f269b9ecfbf1e2c8df8d9d8607d4?s=256&d=identicon&r=PG', 'display_name': 'slash197', 'link': 'https://stackoverflow.com/users/500729/slash197'}",True,69,2,1,1329739677,1329737296,1329739677.0,9360380,CC BY-SA 3.0,https://stackoverflow.com/questions/9360380/css-layered-positioning,css layered positioning,,9360395.0,,,,
2044,"['html', 'css', 'cross-browser', 'font-face']","{'account_id': 539380, 'reputation': 803, 'user_id': 907212, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/87c59fda289d6d1c402f29254efbec66?s=256&d=identicon&r=PG', 'display_name': 'Kalish', 'link': 'https://stackoverflow.com/users/907212/kalish'}",True,250,1,0,1329739051,1329722431,,9357499,CC BY-SA 3.0,https://stackoverflow.com/questions/9357499/font-not-consistance-across-differnet-operation-system-different-machines,font not consistance across differnet Operation system/different machines,,9360731.0,,,,
2045,"['jquery', 'css', 'internet-explorer', 'crash']","{'account_id': 430678, 'reputation': 28784, 'user_id': 814253, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/6ec359ca87eda89de3251951372a2e8d?s=256&d=identicon&r=PG', 'display_name': 'DonCallisto', 'link': 'https://stackoverflow.com/users/814253/doncallisto'}",False,304,0,1,1329737304,1329736646,1329737304.0,9360247,CC BY-SA 3.0,https://stackoverflow.com/questions/9360247/ie-8-win-xp-strange-crash-jquery-and-css-mortal-combination,IE 8 (Win XP) strange crash - Jquery and CSS &quot;mortal&quot; combination?,,,,,,
2046,"['css', 'html-lists', 'css-selectors']","{'account_id': 944020, 'reputation': 99, 'user_id': 971641, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/eb64bfa414d5a70007ac19757fe7f6a0?s=256&d=identicon&r=PG', 'display_name': 'Osaed', 'link': 'https://stackoverflow.com/users/971641/osaed'}",True,1723,2,1,1329735368,1329732097,1329733433.0,9359254,CC BY-SA 3.0,https://stackoverflow.com/questions/9359254/first-child-is-not-working-properly-in-my-css-code,first-child is not working properly in my css code,,9359983.0,,,,
2047,"['css', 'html', 'width']","{'account_id': 1054978, 'reputation': 1594, 'user_id': 1057912, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/JDv84.jpg?s=256&g=1', 'display_name': 'mcmwhfy', 'link': 'https://stackoverflow.com/users/1057912/mcmwhfy'}",True,6395,4,1,1329734689,1329726843,,9358136,CC BY-SA 3.0,https://stackoverflow.com/questions/9358136/div-width-is-not-working,div width is not working?,,,,,,
2048,"['javascript', 'css']","{'account_id': 58337, 'reputation': 15697, 'user_id': 174655, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/7c4904b8a8d1804d1a9beced96613d47?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/174655/mark'}",True,105,3,2,1329733587,1329701720,1329728616.0,9355163,CC BY-SA 3.0,https://stackoverflow.com/questions/9355163/why-dont-auto-height-work-on-images,Why don&#39;t auto height work on images?,,9355311.0,,,,
2049,"['javascript', 'css', 'performance']","{'account_id': 449340, 'reputation': 1618, 'user_id': 844070, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/ff2e9d4a9d2daed9e1eccf9ba1fe9365?s=256&d=identicon&r=PG', 'display_name': 'PI.', 'link': 'https://stackoverflow.com/users/844070/pi'}",True,44,1,0,1329733526,1329732506,,9359356,CC BY-SA 3.0,https://stackoverflow.com/questions/9359356/caching-css-files-with-a-build-script,Caching CSS files with a build script,,9359581.0,,,,
2050,"['javascript', 'css', 'jquery-mobile']","{'account_id': 1188905, 'reputation': 15011, 'user_id': 1162233, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/e3Eil.jpg?s=256&g=1', 'display_name': 'Kaidul', 'link': 'https://stackoverflow.com/users/1162233/kaidul'}",True,123,1,0,1329732950,1329732457,,9359338,CC BY-SA 3.0,https://stackoverflow.com/questions/9359338/what-should-i-use-for-my-website-mobile-version-jquery-mobile-css3-page-media,What should I use for my website mobile version ?jquery mobile / CSS3 page media / detecting browser size by jscript or redirecting to new page?,,9359462.0,,,,
2051,"['html', 'css', 'responsive-design']","{'account_id': 355966, 'reputation': 2023, 'user_id': 695198, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/30256b587e478d3b085313a6e961f97e?s=256&d=identicon&r=PG', 'display_name': 'Elaine Marley', 'link': 'https://stackoverflow.com/users/695198/elaine-marley'}",True,480,3,2,1329732228,1329731549,,9359121,CC BY-SA 3.0,https://stackoverflow.com/questions/9359121/responsive-images-extra-padding,Responsive images - Extra padding?,,9359229.0,,,,
2052,"['html', 'css', 'google-chrome', 'user-agent']","{'account_id': 253757, 'reputation': 2864, 'user_id': 532675, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/529981b25ff68802b428af90a7bec74b?s=256&d=identicon&r=PG', 'display_name': 'lexeme', 'link': 'https://stackoverflow.com/users/532675/lexeme'}",True,2127,1,0,1329732025,1329728850,1329731773.0,9358497,CC BY-SA 3.0,https://stackoverflow.com/questions/9358497/overriding-chrome-ua-text-input-styling,Overriding Chrome UA text-input styling,,9359232.0,,,,
2053,"['html', 'css', 'units-of-measurement']","{'account_id': 1253227, 'reputation': 109, 'user_id': 1213206, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/60bc0f3a4c425e68eaa280e16012304c?s=256&d=identicon&r=PG', 'display_name': 'Ravenshade', 'link': 'https://stackoverflow.com/users/1213206/ravenshade'}",True,3441,2,6,1329730898,1329730329,,9358837,CC BY-SA 3.0,https://stackoverflow.com/questions/9358837/should-i-use-or-px-in-html,Should I use % or &#39;px&#39; in HTML,,9358911.0,,,,
2054,"['jquery', 'css']","{'account_id': 769204, 'reputation': 19202, 'user_id': 880413, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/708eff6d5825112bdc569ec76e39cd7f?s=256&d=identicon&r=PG', 'display_name': 'Adam', 'link': 'https://stackoverflow.com/users/880413/adam'}",True,265,2,1,1329729923,1328059933,,9089544,CC BY-SA 3.0,https://stackoverflow.com/questions/9089544/hidden-div-visible-with-jquery-click-google,"Hidden DIV, Visible with Jquery Click &amp; Google",,9089560.0,,,,
2055,"['css', 'gwt', 'gwt2', 'uibinder']","{'account_id': 80182, 'reputation': 28634, 'user_id': 226895, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/c2EjL.jpg?s=256&g=1', 'display_name': 'expert', 'link': 'https://stackoverflow.com/users/226895/expert'}",True,1358,2,0,1329728698,1329711442,,9356117,CC BY-SA 3.0,https://stackoverflow.com/questions/9356117/how-do-you-remove-defaul-gwt-style-from-captionpanel-widget,How do you remove defaul GWT style from CaptionPanel widget?,,9356545.0,,,,
2056,"['javascript', 'css', '3d', 'matrix']","{'account_id': 71959, 'reputation': 1075, 'user_id': 207937, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://graph.facebook.com/787385483/picture?type=large', 'display_name': 'joecritch', 'link': 'https://stackoverflow.com/users/207937/joecritch'}",False,276,0,1,1329728609,1329691901,1329728609.0,9354079,CC BY-SA 3.0,https://stackoverflow.com/questions/9354079/calculate-current-nearest-side-of-rotated-cube,Calculate current (nearest) side of rotated cube,,,,,,
2057,"['css', 'internet-explorer', 'menu', 'drop-down-menu']","{'user_type': 'does_not_exist', 'display_name': 'user1220529'}",True,196,2,0,1329727958,1329727080,,9358174,CC BY-SA 3.0,https://stackoverflow.com/questions/9358174/css-menu-dont-work-in-ie,CSS menu dont work in IE,,9358250.0,,,,
2058,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1226144, 'reputation': 17271, 'user_id': 1191635, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/UiEe8.jpg?s=256&g=1', 'display_name': 'Armeen Moon', 'link': 'https://stackoverflow.com/users/1191635/armeen-moon'}",True,633,1,0,1329726291,1329725946,,9358000,CC BY-SA 3.0,https://stackoverflow.com/questions/9358000/selecting-childs-from-parent-class-to-child-id-using-jquery-selectors,Selecting childs from parent CLASS to child ID using jQuery selectors,,9358054.0,,,,
2059,"['jquery', 'css', 'animation', 'recursion', 'infinite']","{'account_id': 985670, 'reputation': 2056, 'user_id': 1004239, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/8dab5dfafb87dbf3e7486d6ec57a2984?s=256&d=identicon&r=PG', 'display_name': 'jmishra', 'link': 'https://stackoverflow.com/users/1004239/jmishra'}",True,110,1,0,1329725856,1329725246,1329725609.0,9357905,CC BY-SA 3.0,https://stackoverflow.com/questions/9357905/infinite-call-for-animation-time-not-working-for-all-elements,Infinite call for animation time not working for &quot;all&quot; elements,,9357984.0,,,,
2060,"['html', 'css', 'wordpress']","{'account_id': 1262370, 'reputation': 97, 'user_id': 1220331, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/fa9dd2e283b831c67ac6e48394181f0c?s=256&d=identicon&r=PG', 'display_name': 'Sceneman', 'link': 'https://stackoverflow.com/users/1220331/sceneman'}",True,4713,3,1,1329725795,1329718788,1329725795.0,9356971,CC BY-SA 3.0,https://stackoverflow.com/questions/9356971/big-empty-space-at-bottom-of-webpage-cant-seem-to-isolate-the-guilty-css,Big empty space at bottom of webpage? Can&#39;t seem to isolate the guilty CSS,,9357094.0,,,,
2061,"['asp.net', 'css', 'telerik', 'rad-controls', 'radwindow']","{'account_id': 1112281, 'reputation': 465, 'user_id': 1102532, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/72a4f8485671ad9aceb31037800dda34?s=256&d=identicon&r=PG', 'display_name': 'user1102532', 'link': 'https://stackoverflow.com/users/1102532/user1102532'}",True,2651,1,3,1329724163,1329712352,,9356212,CC BY-SA 3.0,https://stackoverflow.com/questions/9356212/telerik-radwindow-and-standard-css-conflicts-in-internet-explorer,Telerik RadWindow and standard CSS Conflicts (in Internet Explorer),,9357755.0,,,,
2062,"['html', 'css', 'submenu']","{'account_id': 1120281, 'reputation': 13024, 'user_id': 1108761, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/ZpeIY.jpg?s=256&g=1', 'display_name': 'Zack', 'link': 'https://stackoverflow.com/users/1108761/zack'}",True,1258,2,1,1329721702,1329718739,1329719294.0,9356961,CC BY-SA 3.0,https://stackoverflow.com/questions/9356961/submenus-in-css-html,submenus in css/html,,9357257.0,,,,
2063,"['ruby-on-rails', 'css', 'asset-pipeline']","{'account_id': 369109, 'reputation': 12073, 'user_id': 716294, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/0e53d2979fcd3039e461412044c43a05?s=256&d=identicon&r=PG', 'display_name': 'Andy Harvey', 'link': 'https://stackoverflow.com/users/716294/andy-harvey'}",True,6592,1,20,1329721471,1329720085,,9357145,CC BY-SA 3.0,https://stackoverflow.com/questions/9357145/correct-way-to-call-media-specific-css-in-rails-3-1-asset-pipeline,Correct way to call media specific css in Rails 3.1 asset pipeline,,9357367.0,,,,
2064,"['css', 'iframe', 'youtube']","{'user_type': 'does_not_exist', 'display_name': 'user723805'}",True,12109,1,2,1329720984,1329720838,,9357255,CC BY-SA 3.0,https://stackoverflow.com/questions/9357255/how-to-hide-youtube-iframe-using-css,How to hide youtube iframe using CSS,,9357285.0,,,,
2065,"['javascript', 'jquery', 'html', 'css', 'html5boilerplate']","{'account_id': 1226144, 'reputation': 17271, 'user_id': 1191635, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/UiEe8.jpg?s=256&g=1', 'display_name': 'Armeen Moon', 'link': 'https://stackoverflow.com/users/1191635/armeen-moon'}",True,79,1,0,1329720696,1329720352,,9357188,CC BY-SA 3.0,https://stackoverflow.com/questions/9357188/how-scale-text-to-parent-div-plugin-problems,How Scale text to parent div plugin problems,,9357239.0,,,,
2066,"['javascript', 'css', 'ipad', 'styles', 'orientation']","{'account_id': 1105529, 'reputation': 1414, 'user_id': 1096998, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/01e412429746993769f3eda90c31e386?s=256&d=identicon&r=PG', 'display_name': 'AJ Naidas', 'link': 'https://stackoverflow.com/users/1096998/aj-naidas'}",True,888,4,-1,1329718471,1329716060,,9356621,CC BY-SA 3.0,https://stackoverflow.com/questions/9356621/ipad-body-size-css-issues,iPad body size css issues,,,,,,
2067,"['html', 'css']","{'account_id': 453746, 'reputation': 3394, 'user_id': 850927, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/dee40223b08878fd7423c01723a67531?s=256&d=identicon&r=PG', 'display_name': 'Ben174', 'link': 'https://stackoverflow.com/users/850927/ben174'}",True,63,2,0,1329718409,1329716449,,9356668,CC BY-SA 3.0,https://stackoverflow.com/questions/9356668/setting-widths-when-using-block-elements-to-recreate-a-table,Setting widths when using block elements to recreate a table,,9356908.0,,,,
2068,"['css', 'firefox', 'firebug', 'background-image']","{'user_type': 'does_not_exist', 'display_name': 'user56512'}",False,441,1,1,1329713443,1329713085,,9356292,CC BY-SA 3.0,https://stackoverflow.com/questions/9356292/where-does-firebug-report-that-a-css-specified-background-image-failed-to-load,Where does Firebug report that a CSS specified background-image failed to load?,,,,,,
2069,"['css', 'scrollbar', 'customization']","{'account_id': 276293, 'reputation': 27649, 'user_id': 569654, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a571a3bf019dac1837a5a6c7ff86c010?s=256&d=identicon&r=PG', 'display_name': 'Beginner', 'link': 'https://stackoverflow.com/users/569654/beginner'}",True,23907,3,1,1329713352,1328868626,1328868907.0,9226059,CC BY-SA 3.0,https://stackoverflow.com/questions/9226059/how-to-customise-custom-scroll,how to customise custom scroll?,,9332899.0,,,,
2070,"['html', 'css', 'printing']","{'account_id': 976781, 'reputation': 543, 'user_id': 997685, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/0efa56db2cd5c2183956d12f1326963d?s=256&d=identicon&r=PG', 'display_name': 'user997685', 'link': 'https://stackoverflow.com/users/997685/user997685'}",True,696,1,1,1329710245,1329699064,1329699385.0,9354926,CC BY-SA 3.0,https://stackoverflow.com/questions/9354926/bullet-points-not-printed-in-ie8-9-without-ticking-print-background-colors-and,Bullet points not printed in IE8/9 without ticking &quot;Print Background Colors and Images&quot;,,9355995.0,,,,
2071,"['css', 'css-selectors']","{'account_id': 455645, 'reputation': 13047, 'user_id': 853934, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4ae9cbcb813ee1aae7bc720cf987c1fe?s=256&d=identicon&r=PG', 'display_name': 'Phil', 'link': 'https://stackoverflow.com/users/853934/phil'}",True,430,1,-1,1329708340,1329701448,1495542450.0,9355141,,https://stackoverflow.com/questions/9355141/css3-adjacent-sibling-combinator,Css3 Adjacent sibling combinator,,,1329746322.0,exact duplicate,,
