,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,protected_date,community_owned_date,locked_date
2131,"['css', 'twitter-bootstrap']","{'account_id': 945456, 'reputation': 29902, 'user_id': 972789, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/4Y8VM.jpg?s=256&g=1', 'display_name': 'Nick Ginanto', 'link': 'https://stackoverflow.com/users/972789/nick-ginanto'}",True,1425,5,0,1356183854,1356112181,13994854,CC BY-SA 3.0,https://stackoverflow.com/questions/13994854/how-to-fix-image-on-top-of-text-with-css,How to fix Image on top of text with css,13994929.0,,,,,,,
2132,['css'],"{'account_id': 2171687, 'reputation': 65, 'user_id': 1923513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb02b3a4ad198cb21bd2746ab8ed8ffd?s=256&d=identicon&r=PG', 'display_name': 'Pszemko', 'link': 'https://stackoverflow.com/users/1923513/pszemko'}",True,3009,2,1,1356183384,1356179034,14002790,CC BY-SA 3.0,https://stackoverflow.com/questions/14002790/css-files-applying-order,CSS files applying order,14003268.0,,,,,,,
2133,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1023865, 'reputation': 1993, 'user_id': 1033591, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/c28sO.jpg?s=256&g=1', 'display_name': 'Alston', 'link': 'https://stackoverflow.com/users/1033591/alston'}",True,198,1,1,1356182363,1356178071,14002697,CC BY-SA 3.0,https://stackoverflow.com/questions/14002697/i-cant-stop-the-css-glowing-effect,I can&#39;t stop the CSS glowing effect,14002894.0,1356180949.0,,,,,,
2134,"['jquery', 'css', 'jquery-ui']","{'account_id': 1940742, 'reputation': 1319, 'user_id': 1746998, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/338f855fa1cb931da7233bfd244b93bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fahad', 'link': 'https://stackoverflow.com/users/1746998/fahad'}",True,2667,2,0,1356182179,1356118616,13996153,CC BY-SA 3.0,https://stackoverflow.com/questions/13996153/jquery-drop-down-menu-positioning,jquery drop down menu positioning,13996285.0,1356182179.0,,,,,,
2135,"['html', 'css']","{'account_id': 542952, 'reputation': 42558, 'user_id': 911930, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/HtpZB.jpg?s=256&g=1', 'display_name': 'Ilja', 'link': 'https://stackoverflow.com/users/911930/ilja'}",True,106,3,2,1356181551,1356176722,14002553,CC BY-SA 3.0,https://stackoverflow.com/questions/14002553/how-to-achieve-following-graphics-via-css,How to achieve following graphics via css,14002925.0,,,,,,,
2136,"['javascript', 'html', 'css']","{'account_id': 257365, 'reputation': 1373, 'user_id': 538743, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/a4d3f75876090a52250179f0b6ec295d?s=256&d=identicon&r=PG', 'display_name': 'Srikanth Rayabhagi', 'link': 'https://stackoverflow.com/users/538743/srikanth-rayabhagi'}",True,596,3,5,1356179335,1356176478,14002528,CC BY-SA 3.0,https://stackoverflow.com/questions/14002528/css-negate-displaying-specific-elements-in-a-hidden-element,CSS Negate: Displaying specific elements in a hidden Element?,,1356177040.0,,,,,,
2137,"['css', 'django', 'apache', 'django-admin']","{'account_id': 2146197, 'reputation': 1526, 'user_id': 1903772, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/af25a59cd14e744b1ff5265ab8afd369?s=256&d=identicon&r=PG', 'display_name': 'John Edwards', 'link': 'https://stackoverflow.com/users/1903772/john-edwards'}",False,400,1,1,1356177025,1356132646,13998524,CC BY-SA 3.0,https://stackoverflow.com/questions/13998524/django-admin-css-issue,Django admin css issue,,,,,,,,
2138,"['html', 'css']","{'account_id': 264829, 'reputation': 3250, 'user_id': 551404, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/2EWEH.jpg?s=256&g=1', 'display_name': 'dramasea', 'link': 'https://stackoverflow.com/users/551404/dramasea'}",True,3005,3,3,1356176532,1356174415,14002299,CC BY-SA 3.0,https://stackoverflow.com/questions/14002299/how-to-exclude-a-child-from-the-parent-css-property,How to exclude a child from the parent css property?,14002328.0,,,,,,,
2139,['css'],"{'account_id': 49938, 'reputation': 27828, 'user_id': 148869, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/FJJTd.jpg?s=256&g=1', 'display_name': 'SunnyShah', 'link': 'https://stackoverflow.com/users/148869/sunnyshah'}",True,5409,2,1,1356174950,1356173820,14002217,CC BY-SA 3.0,https://stackoverflow.com/questions/14002217/how-can-i-get-button-element-below-the-div-floats,How can I get button element below the div floats?,14002251.0,,,,,,,
2140,"['javascript', 'css']","{'account_id': 1856138, 'reputation': 999, 'user_id': 1681678, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/bac6c6e945c5b56caaf670a75b228f04?s=256&d=identicon&r=PG', 'display_name': 'MichaelMitchell', 'link': 'https://stackoverflow.com/users/1681678/michaelmitchell'}",True,145,1,4,1356172140,1356171544,14001969,CC BY-SA 3.0,https://stackoverflow.com/questions/14001969/strange-border-bug-in-firefox,Strange Border bug in FireFox,14002038.0,,,,,,,
2141,"['html', 'css', 'responsive-design']","{'account_id': 1612074, 'reputation': 2285, 'user_id': 1490727, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/d2a4545188a808e3d474f534fa111b93?s=256&d=identicon&r=PG', 'display_name': 'Ivy', 'link': 'https://stackoverflow.com/users/1490727/ivy'}",True,1350,2,2,1356171878,1356171454,14001954,CC BY-SA 3.0,https://stackoverflow.com/questions/14001954/simple-responsive-with-two-boxes,Simple responsive with two boxes?,,1356171687.0,,,,,,
2142,"['css-position', 'word-wrap', 'css']","{'account_id': 959288, 'reputation': 1973, 'user_id': 984008, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/ec23afd6424dc80ede53d76b5e0d0089?s=256&d=identicon&r=PG&f=1', 'display_name': 'scferg5', 'link': 'https://stackoverflow.com/users/984008/scferg5'}",False,785,1,0,1356168736,1356125527,13997469,CC BY-SA 3.0,https://stackoverflow.com/questions/13997469/text-isnt-wrapping-inside-absolute-positioned-container,Text isn&#39;t wrapping inside absolute positioned container,,1356126706.0,,,,,,
2143,"['css', 'transform', 'css-animations']","{'account_id': 1389625, 'reputation': 1315, 'user_id': 1320782, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/fb521373a1d92593d4e58b0afd2355f2?s=256&d=identicon&r=PG', 'display_name': 'Lucas Raines', 'link': 'https://stackoverflow.com/users/1320782/lucas-raines'}",True,440,1,0,1356168407,1356167277,14001549,CC BY-SA 3.0,https://stackoverflow.com/questions/14001549/css3-animation-sink-backwards-then-move-left,CSS3 Animation Sink Backwards then move left,14001574.0,1356168407.0,,,,,,
2144,['css'],"{'account_id': 2061180, 'reputation': 49, 'user_id': 1837665, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/1b20cd2818ce24fa41f7ec34265c454b?s=256&d=identicon&r=PG', 'display_name': 'Robert Chan', 'link': 'https://stackoverflow.com/users/1837665/robert-chan'}",True,289,4,0,1356167054,1356166306,14001418,CC BY-SA 3.0,https://stackoverflow.com/questions/14001418/social-sprite-images-same-line-with-follow-us-text-in-front,social sprite images same line with follow us text in front,14001454.0,,,,,,,
2145,"['python', 'css', 'flask']","{'account_id': 1601171, 'reputation': 4285, 'user_id': 1755357, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/40a899cd4e2dfcff11d699f2f63b3558?s=256&d=identicon&r=PG', 'display_name': 'Andrey Rusanov', 'link': 'https://stackoverflow.com/users/1755357/andrey-rusanov'}",True,3440,1,0,1356166948,1356117274,13995880,CC BY-SA 3.0,https://stackoverflow.com/questions/13995880/troubles-with-flask-and-css,Troubles with Flask and CSS,13998564.0,1356166948.0,,,,,,
2146,"['html', 'css', 'twitter-bootstrap']","{'account_id': 898124, 'reputation': 7037, 'user_id': 934960, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/IvhMv.jpg?s=256&g=1', 'display_name': 'Raunak Agarwal', 'link': 'https://stackoverflow.com/users/934960/raunak-agarwal'}",True,87,1,0,1356160410,1356160176,14000824,CC BY-SA 3.0,https://stackoverflow.com/questions/14000824/how-to-make-a-div-appear-over-there,How to make a div appear over there,14000849.0,,,,,,,
2147,['css'],"{'account_id': 2166857, 'reputation': 7, 'user_id': 1919802, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/154880d1dfc03895b9089a86ec292413?s=256&d=identicon&r=PG', 'display_name': 'user1919802', 'link': 'https://stackoverflow.com/users/1919802/user1919802'}",True,1080,2,0,1356160212,1356035880,13980087,CC BY-SA 3.0,https://stackoverflow.com/questions/13980087/div-sidebar-height-and-zooming,Div Sidebar height and zooming,13980892.0,1356038876.0,,,,,,
2148,"['css', 'magento', 'checkout']","{'account_id': 1185391, 'reputation': 457, 'user_id': 1159480, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/cf98f88089ea0237e4112e19d2bd555f?s=256&d=identicon&r=PG', 'display_name': 'DanCapitanDePlai', 'link': 'https://stackoverflow.com/users/1159480/dancapitandeplai'}",True,185,1,0,1356158780,1356132814,13998550,CC BY-SA 3.0,https://stackoverflow.com/questions/13998550/magento-checkout-small-error,Magento Checkout Small Error,14000667.0,,,,,,,
2149,"['jquery', 'html', 'css']","{'account_id': 2171133, 'reputation': 3, 'user_id': 1923093, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6d858dba3401945d1e9bd0caf3304f8?s=256&d=identicon&r=PG', 'display_name': 'Shashank Pradhan', 'link': 'https://stackoverflow.com/users/1923093/shashank-pradhan'}",True,62,2,0,1356158403,1356156669,14000541,CC BY-SA 3.0,https://stackoverflow.com/questions/14000541/i-need-to-edit-the-css-properties-of-a-link-when-its-active-aactive-with-jqu,I need to edit the css properties of a link when it&#39;s active (a:active) with jquery after they have been set by normal html css. How do I do that?,14000639.0,1356156969.0,,,,,,
2150,"['php', 'html', 'mysql', 'css', 'formatting']","{'account_id': 1994211, 'reputation': 837, 'user_id': 1787489, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/41995d11857ce06a6ed343458d263eac?s=256&d=identicon&r=PG', 'display_name': 'user1787489', 'link': 'https://stackoverflow.com/users/1787489/user1787489'}",True,105,3,0,1356150012,1356144546,13999652,CC BY-SA 3.0,https://stackoverflow.com/questions/13999652/how-can-i-put-pieces-of-text-into-a-grid-like-layout-without-using-tables,How can i put pieces of text into a grid-like layout without using tables?,13999820.0,1356147600.0,,,,,,
2151,"['css', 'ruby-on-rails', 'internet-explorer', 'stylesheet']","{'account_id': 2031988, 'reputation': 10459, 'user_id': 1815412, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/13eb7cacf20e7789e9ebd5e814c42cb5?s=256&d=identicon&r=PG', 'display_name': 'Maximus S', 'link': 'https://stackoverflow.com/users/1815412/maximus-s'}",True,1924,1,5,1356149833,1355812140,13927500,CC BY-SA 3.0,https://stackoverflow.com/questions/13927500/rails-css-not-loaded-in-internet-explorer,Rails - CSS not loaded in internet explorer,13999979.0,1356079488.0,,,,,,
2152,"['javascript', 'html', 'css', 'textbox', 'placeholder']","{'account_id': 1156152, 'reputation': 16590, 'user_id': 1136709, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/a1cc91085ff58f273cce59129475c2b8?s=256&d=identicon&r=PG', 'display_name': 'Lucas', 'link': 'https://stackoverflow.com/users/1136709/lucas'}",True,1382,2,0,1356147717,1356143520,13999568,CC BY-SA 3.0,https://stackoverflow.com/questions/13999568/how-to-move-placeholder-text-along-with-the-content-of-a-textbox-in-html,How to move placeholder text along with the content of a textbox in HTML?,13999730.0,,,,,,,
2153,"['jquery', 'asp.net', 'html', 'css', 'jquery-ui']","{'account_id': 1400270, 'reputation': 2121, 'user_id': 1329184, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/9f29cf4add3f8a14b25e4c4df0dbddce?s=256&d=identicon&r=PG', 'display_name': 'LoneXcoder', 'link': 'https://stackoverflow.com/users/1329184/lonexcoder'}",True,121,1,2,1356146648,1356140148,13999282,CC BY-SA 3.0,https://stackoverflow.com/questions/13999282/jquery-ui-passing-parameters-to-another-function,"jQuery ui, passing parameters to another function",,1356143158.0,,,,,,
2154,"['php', 'html', 'css', 'wordpress']","{'account_id': 1758262, 'reputation': 930, 'user_id': 1605981, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/55b282b95a42baa121f383a5f75a7461?s=256&d=identicon&r=PG', 'display_name': 'Aehmlo', 'link': 'https://stackoverflow.com/users/1605981/aehmlo'}",True,1394,1,1,1356143604,1356142727,13999504,CC BY-SA 3.0,https://stackoverflow.com/questions/13999504/wordpress-body-margin-top-issue,WordPress body margin-top issue,13999521.0,,,,,,,
2155,"['html', 'css']","{'account_id': 8161, 'reputation': 12402, 'user_id': 14540, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/c4ceadae4f61dac8ff3ababc3faa6c42?s=256&d=identicon&r=PG', 'display_name': 'kolrie', 'link': 'https://stackoverflow.com/users/14540/kolrie'}",True,743,2,3,1356142533,1356141327,13999390,CC BY-SA 3.0,https://stackoverflow.com/questions/13999390/making-a-div-use-all-the-space-available-in-a-container,Making a div use all the space available in a container,13999479.0,1356142050.0,,,,,,
2156,"['html', 'css']","{'account_id': 459909, 'reputation': 10748, 'user_id': 1071413, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/7c4bba5da7e7470b759b12400cdd5db0?s=256&d=identicon&r=PG', 'display_name': 'its_me', 'link': 'https://stackoverflow.com/users/1071413/its-me'}",True,1309,4,0,1356142346,1355477427,13875901,CC BY-SA 3.0,https://stackoverflow.com/questions/13875901/max-width-property-doesnt-work-when-child-elements-are-floated,&#39;max-width&#39; property doesn&#39;t work when child elements are floated?,13977842.0,1356142346.0,,,,,,
2157,"['css', 'html', 'alignment']","{'account_id': 1247957, 'reputation': 65712, 'user_id': 1209018, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/7THos.gif?s=256&g=1', 'display_name': 'Rajaprabhu Aravindasamy', 'link': 'https://stackoverflow.com/users/1209018/rajaprabhu-aravindasamy'}",True,2182,6,1,1356141866,1356115956,13995606,CC BY-SA 3.0,https://stackoverflow.com/questions/13995606/centering-a-character-inside-a-div,Centering a character inside a DIV,13995689.0,,,,,,,
2158,"['css', 'fonts', 'styles', 'webfonts']","{'account_id': 1290327, 'reputation': 149, 'user_id': 1242561, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b01b520fc93efbf3e65fb6a01e59121e?s=256&d=identicon&r=PG', 'display_name': 'Miss Marple', 'link': 'https://stackoverflow.com/users/1242561/miss-marple'}",True,11052,1,-1,1356137809,1356136018,13998908,,https://stackoverflow.com/questions/13998908/calibri-not-appearing-in-font-family,Calibri not appearing in font-family,13999083.0,1356136770.0,1356156878.0,not a real question,,,,
2159,"['css', 'iframe']","{'account_id': 1332346, 'reputation': 10981, 'user_id': 1275959, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/e8cab021f88aa4732e5e08c998a6bb98?s=256&d=identicon&r=PG', 'display_name': 'epsilones', 'link': 'https://stackoverflow.com/users/1275959/epsilones'}",True,849,1,0,1356136125,1356135858,13998892,,https://stackoverflow.com/questions/13998892/customizing-css-on-an-iframe,Customizing css on an iframe,13998919.0,1495540133.0,1356217000.0,exact duplicate,,,,
2160,"['css', 'flexbox']","{'account_id': 1041277, 'reputation': 5651, 'user_id': 1047268, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/6ca60aeba6f0385fa94a23fb2537d7c2?s=256&d=identicon&r=PG', 'display_name': 'Sanketh Katta', 'link': 'https://stackoverflow.com/users/1047268/sanketh-katta'}",True,3235,1,7,1356136104,1356128281,13997909,CC BY-SA 3.0,https://stackoverflow.com/questions/13997909/how-does-css3-flexbox-negative-flex-work,How does CSS3 flexbox negative-flex work?,13998665.0,1356136104.0,,,,,,
2161,['css'],"{'account_id': 1091291, 'reputation': 20978, 'user_id': 1085891, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/20ec14ff51806c9935f699e0185ba904?s=256&d=identicon&r=PG', 'display_name': 'JSuar', 'link': 'https://stackoverflow.com/users/1085891/jsuar'}",True,5404,1,2,1356134453,1356133853,13998682,CC BY-SA 3.0,https://stackoverflow.com/questions/13998682/set-child-to-content-width-ignore-parent-width-and-make-parent-scroll,"Set child to content width, ignore parent width, and make parent scroll",13998761.0,1356134214.0,,,,,,
2162,"['jquery', 'html', 'css']","{'account_id': 2155073, 'reputation': 323, 'user_id': 1910515, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/79c3a891132bb77441f4fb26bc5cb4aa?s=256&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/1910515/james'}",True,309,1,0,1356133611,1356118432,13996101,,https://stackoverflow.com/questions/13996101/css3-jquery-animation,CSS3 &amp; jQuery Animation,13996355.0,1356133611.0,1356135112.0,not a real question,,,,
2163,"['javascript', 'html', 'css']","{'account_id': 2148409, 'reputation': 21, 'user_id': 1905478, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/644d75ccce48b33602038327c0a09984?s=256&d=identicon&r=PG', 'display_name': 'user1905478', 'link': 'https://stackoverflow.com/users/1905478/user1905478'}",True,188,2,1,1356133054,1355533245,13888323,CC BY-SA 3.0,https://stackoverflow.com/questions/13888323/jquery-function-distorts-image-how-to-fix,JQuery function distorts image. How to fix?,,1356133054.0,,,,,,
2164,['css'],"{'account_id': 1420160, 'reputation': 8549, 'user_id': 1344955, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/ebbac7b82d21d98c2638233797a323c2?s=256&d=identicon&r=PG', 'display_name': 'SeinopSys', 'link': 'https://stackoverflow.com/users/1344955/seinopsys'}",True,31,1,0,1356132243,1356131079,13998310,CC BY-SA 3.0,https://stackoverflow.com/questions/13998310/use-of-os-styles-and-rgba-in-css,Use of OS styles and rgba in CSS,13998471.0,,,,,,,
2165,"['php', 'html', 'css', 'wordpress']","{'account_id': 1909760, 'reputation': 2687, 'user_id': 1723905, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/559f33b779e07f22d0a92bf1ff2c05a5?s=256&d=identicon&r=PG', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/1723905/brian'}",True,5709,1,0,1356131840,1356131088,13998311,CC BY-SA 3.0,https://stackoverflow.com/questions/13998311/linking-css-in-wordpress-with-php-and-bloginfo,Linking CSS in Wordpress with PHP and bloginfo(),13998346.0,,,,,,,
2166,"['css', 'jquery-mobile']","{'account_id': 1602711, 'reputation': 61, 'user_id': 1483464, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/48fd513aba87b4794e7a6935307d890a?s=256&d=identicon&r=PG', 'display_name': 'user1483464', 'link': 'https://stackoverflow.com/users/1483464/user1483464'}",True,292,1,0,1356131564,1356039129,13980805,CC BY-SA 3.0,https://stackoverflow.com/questions/13980805/non-inset-is-showing-collapsible-set-too-wide,Non-inset is showing collapsible-set too wide,,,,,,,,
2167,"['css', 'position', 'z-index', 'fixed']","{'account_id': 2170519, 'reputation': 5, 'user_id': 1922646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77f39a39152883123e10721359289901?s=256&d=identicon&r=PG', 'display_name': 'David St-Pierre', 'link': 'https://stackoverflow.com/users/1922646/david-st-pierre'}",True,581,2,0,1356130464,1356128390,13997923,CC BY-SA 3.0,https://stackoverflow.com/questions/13997923/positioning-a-child-behind-his-parent-with-his-a-fixed-position,Positioning a child behind his parent with his a fixed position,13998221.0,,,,,,,
2168,"['php', 'html', 'css', 'wordpress']","{'account_id': 352377, 'reputation': 2273, 'user_id': 689434, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/0a3184f10dae7a1a7ef13be763975b6d?s=256&d=identicon&r=PG', 'display_name': 'Arthur Mamou-Mani', 'link': 'https://stackoverflow.com/users/689434/arthur-mamou-mani'}",False,1750,1,0,1356130149,1356125828,13997523,,https://stackoverflow.com/questions/13997523/warning-session-start-function-session-start-error-on-wordpress-dashboard,Warning: session_start() [function.session-start] Error on Wordpress Dashboard,,1495541071.0,1356337097.0,exact duplicate,,,,
2169,"['php', 'html', 'css', 'tabs']","{'account_id': 1331545, 'reputation': 309, 'user_id': 1275349, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/5307619eedaeb1ff4cb07abe82b5ab5b?s=256&d=identicon&r=PG', 'display_name': 'Justin Lucas', 'link': 'https://stackoverflow.com/users/1275349/justin-lucas'}",True,1728,1,2,1356129550,1356124071,13997183,CC BY-SA 3.0,https://stackoverflow.com/questions/13997183/pure-css-tabs-inside-of-tabs,Pure CSS Tabs Inside of Tabs,13998095.0,,,,,,,
2170,"['css', 'html', 'background', 'border']","{'account_id': 325289, 'reputation': 494, 'user_id': 646372, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/314c2889c6b90e7a72dd8f33b36e90b4?s=256&d=identicon&r=PG', 'display_name': 'Jon Vance', 'link': 'https://stackoverflow.com/users/646372/jon-vance'}",True,150,1,1,1356129384,1356128367,13997918,CC BY-SA 3.0,https://stackoverflow.com/questions/13997918/failure-using-css-background-image-as-border,Failure using CSS background image as border,13998078.0,,,,,,,
2171,"['html', 'css']","{'account_id': 2167246, 'reputation': 131, 'user_id': 1920103, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/e2ab043566ce9baf51e5e166b65c8a0d?s=256&d=identicon&r=PG', 'display_name': 'Andrii', 'link': 'https://stackoverflow.com/users/1920103/andrii'}",True,5955,1,1,1356128666,1356127669,13997812,CC BY-SA 3.0,https://stackoverflow.com/questions/13997812/div-text-vertical-align,div text vertical align,13997967.0,,,,,,,
2172,"['javascript', 'jquery', 'asp.net', 'html', 'css']","{'account_id': 1515983, 'reputation': 4995, 'user_id': 1416980, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/d5d3824688ae0511311ef8a1d41b827a?s=256&d=identicon&r=PG', 'display_name': 'anmarti', 'link': 'https://stackoverflow.com/users/1416980/anmarti'}",True,122,2,0,1356127974,1356096582,13991088,CC BY-SA 3.0,https://stackoverflow.com/questions/13991088/which-html-container-allows-that-when-you-hide-a-vertical-item-the-subsequents-g,Which html container allows that when you hide a vertical item the subsequents go up?,13997861.0,1356109308.0,,,,,,
2173,"['javascript', 'html', 'css']","{'account_id': 1559786, 'reputation': 41, 'user_id': 1449946, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/9aacc9c4b6688865a90f95fe43fa05c7?s=256&d=identicon&r=PG', 'display_name': 'Will Myers', 'link': 'https://stackoverflow.com/users/1449946/will-myers'}",True,903,3,0,1356126916,1356117632,13995939,CC BY-SA 3.0,https://stackoverflow.com/questions/13995939/if-my-website-layout-is-set-up-for-a-resolution-of-800x600-can-i-zoom-in-my-web,"If my website layout is set up for a resolution of 800x600, can I zoom in my website to fit the user&#39;s resolution if it is a higher resolution?",,1356125471.0,,,,,,
2174,"['html', 'css', 'xhtml']","{'account_id': 1878529, 'reputation': 13, 'user_id': 1699195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42861d7aa01cad90cfd5c888a588575d?s=256&d=identicon&r=PG', 'display_name': 'Carlos Z', 'link': 'https://stackoverflow.com/users/1699195/carlos-z'}",True,90,3,1,1356126712,1356126337,13997616,CC BY-SA 3.0,https://stackoverflow.com/questions/13997616/div-is-unable-to-be-made-into-link-any-alternatives-for-xhtml-strict,"Div is unable to be made into link, any alternatives for XHTML strict?",13997639.0,1356126412.0,,,,,,
2175,"['php', 'html', 'css', 'wordpress', 'pseudocode']","{'account_id': 1600199, 'reputation': 795, 'user_id': 1481372, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/71ea41d5f78a2a717fea8c8a74d1b891?s=256&d=identicon&r=PG', 'display_name': 'Shawn', 'link': 'https://stackoverflow.com/users/1481372/shawn'}",False,158,0,0,1356125955,1356125955,13997546,CC BY-SA 3.0,https://stackoverflow.com/questions/13997546/i-want-to-make-a-gallery-with-fixed-row-width-wordpress-pseudo-code,I want to make a gallery with fixed row width wordpress (pseudo-code),,,,,,,,
2176,"['html', 'css', 'regression']","{'account_id': 1612074, 'reputation': 2285, 'user_id': 1490727, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/d2a4545188a808e3d474f534fa111b93?s=256&d=identicon&r=PG', 'display_name': 'Ivy', 'link': 'https://stackoverflow.com/users/1490727/ivy'}",True,1387,3,2,1356125907,1356120637,13996587,CC BY-SA 3.0,https://stackoverflow.com/questions/13996587/div-is-jumping-down-to-second-row-why,Div is jumping down to second row? Why?,13996648.0,,,,,,,
2177,"['css', 'internet-explorer']","{'account_id': 83589, 'reputation': 10129, 'user_id': 234240, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/958a901982720fedd3228bd42e992c1e?s=256&d=identicon&r=PG', 'display_name': 'Dave Kiss', 'link': 'https://stackoverflow.com/users/234240/dave-kiss'}",False,131,0,0,1356125822,1356125822,13997522,CC BY-SA 3.0,https://stackoverflow.com/questions/13997522/absolute-positioning-in-ie8-and-ie9,Absolute Positioning in IE8 and IE9,,,,,,,,
2178,"['html', 'css']","{'account_id': 1808987, 'reputation': 5564, 'user_id': 1645431, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/zzbpU.jpg?s=256&g=1', 'display_name': 'brabertaser19', 'link': 'https://stackoverflow.com/users/1645431/brabertaser19'}",True,578,3,3,1356125105,1356123438,13997093,CC BY-SA 3.0,https://stackoverflow.com/questions/13997093/line-up-list-with-checkbox,Line up list with checkbox,13997269.0,1356124859.0,,,,,,
2179,"['javascript', 'css', 'html']","{'account_id': 1324953, 'reputation': 225, 'user_id': 1270002, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/7d1d842fedc5c42e527b78f17cc25628?s=256&d=identicon&r=PG', 'display_name': 'Zolani13', 'link': 'https://stackoverflow.com/users/1270002/zolani13'}",True,178,2,0,1356124769,1356124219,13997207,CC BY-SA 3.0,https://stackoverflow.com/questions/13997207/how-do-i-change-the-a-border-color-on-rollover,How do I change the a border-color on rollover?,13997261.0,1356124769.0,,,,,,
