,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_to,locked_date
1101,"['sql', 'database', 'postgresql']","{'account_id': 26481703, 'reputation': 21, 'user_id': 20120860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2ImQRWUj49salaZbKdmSwHo4RwJTTnWd2k0jXm=k-s256', 'display_name': 'Md Sheikh', 'link': 'https://stackoverflow.com/users/20120860/md-sheikh'}",True,69,,1,2,1666466861,1666447715,1666449455.0,74164254,CC BY-SA 4.0,https://stackoverflow.com/questions/74164254/joining-two-tables-where-date-in-second-table-should-be-first-date-after-date-in,Joining two tables where date in second table should be first date after date in first table i.e earliest date after date in first table,,,,
1102,"['mysql', 'sql']","{'account_id': 3742964, 'reputation': 429, 'user_id': 3112337, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/b59d769f93e0eca7257a05ecd87ef166?s=256&d=identicon&r=PG&f=1', 'display_name': 'nn3112337', 'link': 'https://stackoverflow.com/users/3112337/nn3112337'}",True,18,74166194.0,1,1,1666463935,1666460140,,74165729,CC BY-SA 4.0,https://stackoverflow.com/questions/74165729/does-a-join-query-that-selects-on-the-joined-table-benefit-from-an-index,Does a JOIN query that selects on the joined table benefit from an index?,,,,
1103,"['sql', 'sql-server', 'database-administration']","{'account_id': 8201390, 'reputation': 17, 'user_id': 6172639, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f4bd13ce574859697091799a10e7845?s=256&d=identicon&r=PG&f=1', 'display_name': 'bulat makhmutov', 'link': 'https://stackoverflow.com/users/6172639/bulat-makhmutov'}",False,33,,2,-2,1666463292,1666453056,1666463292.0,74164859,CC BY-SA 4.0,https://stackoverflow.com/questions/74164859/not-invalid-type-of-index-when-creating-non-clustered-index,Not invalid type of index when creating non-clustered index,,,,
1104,"['sql', 'sql-server', 'tsql', 'ssis']","{'account_id': 26703287, 'reputation': 1, 'user_id': 20309970, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0nM3CJX93GucYovk19ta5ddmrTpeovqDIeBaNC9w=k-s256', 'display_name': 'syl_jr', 'link': 'https://stackoverflow.com/users/20309970/syl-jr'}",True,55,,1,0,1666462620,1666461156,1666462223.0,74165843,CC BY-SA 4.0,https://stackoverflow.com/questions/74165843/ssis-execute-sql-task-vs-stored-procedure-performance,SSIS Execute SQL task vs stored procedure (performance),,,,
1105,"['python', 'sql', 'python-3.x', 'django', 'select']","{'account_id': 11119483, 'reputation': 11930, 'user_id': 8172439, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XmATK.jpg?s=256&g=1', 'display_name': 'Kai - Kazuya Ito', 'link': 'https://stackoverflow.com/users/8172439/kai-kazuya-ito'}",True,48,,1,0,1666462257,1666368360,1666369067.0,74156359,CC BY-SA 4.0,https://stackoverflow.com/questions/74156359/why-isnt-select-query-run-in-django,Why isn&#39;t &quot;SELECT&quot; query run in Django?,,,,
1106,"['php', 'sql', 'postgresql']","{'account_id': 24270643, 'reputation': 1, 'user_id': 18218765, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/536acc6d8377a99f5253da183344cb03?s=256&d=identicon&r=PG', 'display_name': 'OGanunobyfan1629', 'link': 'https://stackoverflow.com/users/18218765/oganunobyfan1629'}",False,36,,1,0,1666460895,1666457637,1666460494.0,74165425,CC BY-SA 4.0,https://stackoverflow.com/questions/74165425/why-is-my-function-giving-these-parameter-errors,Why is my function giving these parameter errors?,,,,
1107,"['c#', 'sql', 'entity-framework', 'asp.net-core']","{'account_id': 26366719, 'reputation': 9, 'user_id': 20022057, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucr2pXh3EEVY7KP2iEfqlYgntuXQY8xTWzEGZs4bG0E=k-s256', 'display_name': 'Pablo Costa', 'link': 'https://stackoverflow.com/users/20022057/pablo-costa'}",True,60,74149689.0,3,0,1666460529,1666319216,,74148155,CC BY-SA 4.0,https://stackoverflow.com/questions/74148155/ef-invalid-object-name-when-saving-changes-to-context,EF Invalid Object name when saving changes to _context,,,,
1108,"['sql', 'database', 'postgresql', 'database-design', 'triggers']","{'account_id': 1282946, 'reputation': 1198, 'user_id': 1236627, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/fb05667bf40904e384d9348503ec0fbe?s=256&d=identicon&r=PG', 'display_name': 'androidavid', 'link': 'https://stackoverflow.com/users/1236627/androidavid'}",True,33,,1,0,1666458532,1666442430,,74163646,CC BY-SA 4.0,https://stackoverflow.com/questions/74163646/add-additional-arguments-to-before-insert-trigger,Add additional arguments to `BEFORE INSERT` TRIGGER,,,,
1109,"['sql', 'node.js', 'reactjs', 'socket.io', 'momentjs']","{'account_id': 17297537, 'reputation': 9, 'user_id': 12527864, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBCD_Asjhfxz2m_MvFjXMHA2HS_TCvd5rlK1jKPNQ=k-s256', 'display_name': 'Hamza Mushtaq', 'link': 'https://stackoverflow.com/users/12527864/hamza-mushtaq'}",False,17,,0,-1,1666458418,1666455771,1666458418.0,74165203,CC BY-SA 4.0,https://stackoverflow.com/questions/74165203/upcoming-quiz-notification-in-reactjs,Upcoming Quiz notification in ReactJS,,,,
1110,"['sql', 'go']","{'account_id': 10260646, 'reputation': 31, 'user_id': 7572076, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f28854a35f2850f56e519f4adc8645e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Greg T. Wallace', 'link': 'https://stackoverflow.com/users/7572076/greg-t-wallace'}",False,43,,0,1,1666456723,1666456723,,74165312,CC BY-SA 4.0,https://stackoverflow.com/questions/74165312/in-golang-how-do-you-scan-in-a-sql-result-where-some-records-may-have-a-null-joi,In GoLang how do you scan in a sql result where some records may have a null join?,,,,
1111,"['sql', 'oracle', 'insert', 'union']","{'account_id': 24290183, 'reputation': 5, 'user_id': 18235355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee5f9789ea849d377a4d3731ed88efce?s=256&d=identicon&r=PG', 'display_name': 'Andre61', 'link': 'https://stackoverflow.com/users/18235355/andre61'}",True,38,74164498.0,2,0,1666449631,1666332074,1666368505.0,74149335,CC BY-SA 4.0,https://stackoverflow.com/questions/74149335/oracle-sql-delete-insert-records-keeping-fixed-quantity-of-rows-ordered-by-dat,"Oracle SQL delete, insert records, keeping fixed quantity of rows ordered by date",,,,
1112,"['php', 'mysql', 'sql', 'laravel']","{'account_id': 8511040, 'reputation': 5856, 'user_id': 6381081, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/37363b7a90e8b31e9d32f20008a83a74?s=256&d=identicon&r=PG&f=1', 'display_name': 'Martin AJ', 'link': 'https://stackoverflow.com/users/6381081/martin-aj'}",False,35,,0,0,1666449295,1666448767,1666449295.0,74164388,CC BY-SA 4.0,https://stackoverflow.com/questions/74164388/getting-all-result-of-stored-procedure-using-larvel,Getting all result of stored procedure using Larvel?,,,,
1113,"['sql', 'database']","{'account_id': 26674910, 'reputation': 21, 'user_id': 20285820, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82517b9483ec7390a75f1a267f6e44be?s=256&d=identicon&r=PG', 'display_name': 'altchist', 'link': 'https://stackoverflow.com/users/20285820/altchist'}",True,36,74164380.0,1,-2,1666448712,1666448354,1666448584.0,74164334,CC BY-SA 4.0,https://stackoverflow.com/questions/74164334/get-the-amount-in-two-days,Get the amount in two days,,,,
1114,['sql'],"{'account_id': 23545105, 'reputation': 69, 'user_id': 17588688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae0c8a281beda0ce835fdd97b72fa536?s=256&d=identicon&r=PG', 'display_name': 'seevans38', 'link': 'https://stackoverflow.com/users/17588688/seevans38'}",True,24,74164292.0,1,1,1666448056,1666447809,,74164266,CC BY-SA 4.0,https://stackoverflow.com/questions/74164266/column-does-not-exist-error-when-using-having-clause,Column does not exist error when using Having clause,,,,
1115,"['c#', 'sql', 'wpf', 'data-binding']","{'account_id': 25957049, 'reputation': 1, 'user_id': 19674259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15b9bcd07e0e5fb0f9bae617ee53c9ea?s=256&d=identicon&r=PG', 'display_name': 'jackson_keshet', 'link': 'https://stackoverflow.com/users/19674259/jackson-keshet'}",False,23,,0,0,1666446767,1666446767,,74164138,CC BY-SA 4.0,https://stackoverflow.com/questions/74164138/pass-a-class-instance-from-a-list-of-instances-to-sql-database-and-bind-it-to-a,pass a class instance from a list of instances to SQL database and bind it to a gui datagrid,,,,
1116,"['sql', 'hana']","{'account_id': 7732499, 'reputation': 473, 'user_id': 5855129, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/74d856a51242b4512aeb079cbfea5c13?s=256&d=identicon&r=PG&f=1', 'display_name': 'Schesam', 'link': 'https://stackoverflow.com/users/5855129/schesam'}",True,131,74149815.0,1,0,1666446750,1666303282,1666446750.0,74146746,CC BY-SA 4.0,https://stackoverflow.com/questions/74146746/sap-hana-update-with-join,SAP HANA update with join,,,,
1117,"['mysql', 'sql']","{'account_id': 2066130, 'reputation': 287, 'user_id': 1841607, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/d99b5c7637c0f408736b6b3a91711a72?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/1841607/steven'}",True,42,,1,0,1666444536,1666283762,1666286426.0,74143406,CC BY-SA 4.0,https://stackoverflow.com/questions/74143406/how-to-use-sum-in-an-mysql-expression,How to use SUM() in an MySql expression,,,,
1118,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 14202271, 'reputation': 21, 'user_id': 10259871, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42c29fd8e4ff99fca9acdf902bcabe2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gavin', 'link': 'https://stackoverflow.com/users/10259871/gavin'}",False,44,,2,0,1666443084,1666400384,,74160408,CC BY-SA 4.0,https://stackoverflow.com/questions/74160408/sql-in-snowflake-prior-keyword-is-missing-in-connect-by-statement,SQL in Snowflake PRIOR keyword is missing in Connect By statement,,,,
1119,"['sql', 'postgresql', 'subquery', 'sql-order-by']","{'account_id': 24619591, 'reputation': 1, 'user_id': 20308238, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjF1QgI_ddkmZPk_a1PYyuig6wNwn0yNFG7p7KFhg=k-s256', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/20308238/paul'}",False,28,,0,0,1666442957,1666441462,1666442957.0,74163533,CC BY-SA 4.0,https://stackoverflow.com/questions/74163533/how-to-get-response-from-subqueries-sql,How to get response from subqueries SQL?,,,,
1120,"['sql', 'sqlite']","{'account_id': 26663081, 'reputation': 9, 'user_id': 20275609, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/o8bdC.png?s=256&g=1', 'display_name': 'CartmanBrah', 'link': 'https://stackoverflow.com/users/20275609/cartmanbrah'}",True,25,74163670.0,1,-2,1666442591,1666442458,,74163651,CC BY-SA 4.0,https://stackoverflow.com/questions/74163651/sqlite-like-vs-in-operator,SQLite – LIKE vs IN Operator?,,,,
1121,"['sql', 'google-bigquery']","{'account_id': 26701318, 'reputation': 1, 'user_id': 20308325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c16c2ef36030893f1bcf31b4c0eade7f?s=256&d=identicon&r=PG', 'display_name': 'Dhea Asri Firliana', 'link': 'https://stackoverflow.com/users/20308325/dhea-asri-firliana'}",False,15,,0,-1,1666441890,1666441890,,74163581,CC BY-SA 4.0,https://stackoverflow.com/questions/74163581/how-to-add-preview-data-in-bigq,How to add preview data in bigQ,,,,
1122,"['sql', 'azure']","{'account_id': 26701263, 'reputation': 1, 'user_id': 20308276, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0TYV5bwaJwy7kYO5O-5i-hedSd52UMRywfcf3l=k-s256', 'display_name': 'Prado. David Joshua', 'link': 'https://stackoverflow.com/users/20308276/prado-david-joshua'}",False,24,,1,0,1666441617,1666441174,1666441617.0,74163496,CC BY-SA 4.0,https://stackoverflow.com/questions/74163496/how-to-group-a-specific-year-in-sql-i-would-only-like-people-who-were-hired-in-2,How to group a specific year in SQL i would only like people who were hired in 2023 to be called and have their salary sum up and average,,,,
1123,"['python', 'sql', 'sqlalchemy']","{'account_id': 1091241, 'reputation': 3583, 'user_id': 1085848, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/86a0ff3564f750b3ed49cfc8b57f1275?s=256&d=identicon&r=PG', 'display_name': 'TomSawyer', 'link': 'https://stackoverflow.com/users/1085848/tomsawyer'}",False,6,,0,0,1666440761,1666440761,,74163449,CC BY-SA 4.0,https://stackoverflow.com/questions/74163449/sqlalchemy-log-query-from-before-insert-before-update-events,"Sqlalchemy: log query from before_insert, before_update events",,,,
1124,"['sql', 'postgresql', 'graphql']","{'account_id': 25607548, 'reputation': 1, 'user_id': 19381413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d860746e5ee3c1c95b33f1e180fdb90c?s=256&d=identicon&r=PG', 'display_name': 'Akos', 'link': 'https://stackoverflow.com/users/19381413/akos'}",False,17,,0,0,1666440552,1666440552,,74163425,CC BY-SA 4.0,https://stackoverflow.com/questions/74163425/how-to-update-using-graphql-postgresql,How to Update using Graphql (postgresql)?,,,,
1125,"['sql', 'postgresql']","{'account_id': 12997147, 'reputation': 1349, 'user_id': 9394364, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'DJC', 'link': 'https://stackoverflow.com/users/9394364/djc'}",True,26,74163209.0,1,0,1666438813,1666362436,1666363392.0,74155176,CC BY-SA 4.0,https://stackoverflow.com/questions/74155176/joining-on-a-combined-synthetic-primary-key-instead-of-multiple-fields,Joining on a combined synthetic primary key instead of multiple fields,,,,
1126,"['sql', 'postgresql', 'join']","{'account_id': 20182619, 'reputation': 61, 'user_id': 14802805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d852f48c8de86fa1fbf315e7dea87090?s=256&d=identicon&r=PG&f=1', 'display_name': 'NightCity10932', 'link': 'https://stackoverflow.com/users/14802805/nightcity10932'}",True,31,74162883.0,1,0,1666436810,1666434262,1666435555.0,74162715,CC BY-SA 4.0,https://stackoverflow.com/questions/74162715/very-slow-update-without-cte,Very slow update without cte,,,,
1127,"['sql', 'sql-server', 'join']","{'account_id': 26696108, 'reputation': 3, 'user_id': 20303933, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0627edb535ab68f6240c030936cee144?s=256&d=identicon&r=PG', 'display_name': 'elangley', 'link': 'https://stackoverflow.com/users/20303933/elangley'}",True,55,74159213.0,2,0,1666433974,1666380851,1666382015.0,74158435,CC BY-SA 4.0,https://stackoverflow.com/questions/74158435/what-is-the-simplest-way-to-join-multiple-tables-in-sql,What is the simplest way to join multiple tables in SQL?,,,,
1128,"['sql', 'snowflake-cloud-data-platform', 'data-partitioning']","{'account_id': 15040613, 'reputation': 60, 'user_id': 10855379, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bf78155f1b73153eab400fa34edde2b?s=256&d=identicon&r=PG&f=1', 'display_name': 'd.hatch75', 'link': 'https://stackoverflow.com/users/10855379/d-hatch75'}",False,50,,2,0,1666432891,1666378583,1666401554.0,74158101,CC BY-SA 4.0,https://stackoverflow.com/questions/74158101/how-to-get-the-next-value-in-a-separate-partition-in-a-sql-query,How to get the next value in a separate partition in a SQL query?,,,,
1129,"['sql', 'oracle']","{'account_id': 26581216, 'reputation': 11, 'user_id': 20205837, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2bv2asiboIuXcs7mLbAUnVKxHE0nf_VwHyz3k4=k-s256', 'display_name': 'Sandrine Labarre', 'link': 'https://stackoverflow.com/users/20205837/sandrine-labarre'}",False,22,,1,1,1666432479,1665413679,1666432479.0,74016827,CC BY-SA 4.0,https://stackoverflow.com/questions/74016827/how-use-case-with-group-by,How use CASE with GROUP BY?,,,,
1130,"['sql', 'postgresql']","{'account_id': 18661947, 'reputation': 81, 'user_id': 13602940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92678010499ba915c7d1eb74cc318447?s=256&d=identicon&r=PG&f=1', 'display_name': 'YuanLinTech', 'link': 'https://stackoverflow.com/users/13602940/yuanlintech'}",True,43,74161894.0,4,0,1666431105,1666405662,1666431105.0,74160688,CC BY-SA 4.0,https://stackoverflow.com/questions/74160688/using-sql-query-to-find-the-id-of-the-question-with-the-longest-text,Using SQL query to find the ID of the question with the longest text,,,,
1131,"['php', 'sql']","{'account_id': 2106244, 'reputation': 69, 'user_id': 1872522, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3c6S6.jpg?s=256&g=1', 'display_name': 'MGRM', 'link': 'https://stackoverflow.com/users/1872522/mgrm'}",True,85,,2,-1,1666431070,1666371910,1666431070.0,74156991,,https://stackoverflow.com/questions/74156991/echo-row-with-specific-value-php-sql,"Echo row with specific value (php, sql)",1666453878.0,Not suitable for this site,,
1132,"['sql', 'docker', 'mariadb']","{'account_id': 26699793, 'reputation': 41, 'user_id': 20307048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22b3710033d6fe0529d4c9506bcf9d68?s=256&d=identicon&r=PG', 'display_name': 'robertexplodes', 'link': 'https://stackoverflow.com/users/20307048/robertexplodes'}",True,47,,1,3,1666429422,1666426985,1666428900.0,74162051,CC BY-SA 4.0,https://stackoverflow.com/questions/74162051/why-does-mariadb-raise-a-syntax-error-even-if-running-the-code-manually-it-works,Why does MariaDB raise a syntax error even if running the code manually it works?,,,,
1133,"['sql', 'amazon-redshift']","{'account_id': 26648484, 'reputation': 11, 'user_id': 20263106, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1RAMcD8d-UqsFYEijpaKmX9ia9uPmDXZbHuWk7=k-s256', 'display_name': 'sadvsdcasd', 'link': 'https://stackoverflow.com/users/20263106/sadvsdcasd'}",False,24,,0,0,1666429293,1666429174,1666429293.0,74162242,CC BY-SA 4.0,https://stackoverflow.com/questions/74162242/creating-new-columns-from-parent-table-sql-redshift,Creating new columns from parent table SQL Redshift,,,,
1134,"['mysql', 'sql', 'plsql']","{'account_id': 26692869, 'reputation': 13, 'user_id': 20301188, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/otVJi.png?s=256&g=1', 'display_name': 'John Mathew', 'link': 'https://stackoverflow.com/users/20301188/john-mathew'}",True,60,74157679.0,2,0,1666429006,1666361975,1666429006.0,74155090,CC BY-SA 4.0,https://stackoverflow.com/questions/74155090/is-there-a-clever-way-to-the-do-the-following,Is there a clever way to the do the following?,,,,
1135,"['sql', 'excel', 'powerquery']","{'account_id': 2139491, 'reputation': 1097, 'user_id': 1898524, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/p6C9A.jpg?s=256&g=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/1898524/ben'}",True,39,,1,0,1666427378,1666388645,1666427378.0,74159428,CC BY-SA 4.0,https://stackoverflow.com/questions/74159428/how-to-use-a-sql-select-statement-with-power-query-against-an-access-database,How to use a SQL Select statement with Power Query against an Access database?,,,,
1136,['sql'],"{'account_id': 10635769, 'reputation': 13, 'user_id': 7832516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/830d2a6bf1b147ae447582d354319a5a?s=256&d=identicon&r=PG&f=1', 'display_name': 'S. Fawzy', 'link': 'https://stackoverflow.com/users/7832516/s-fawzy'}",False,26,,2,0,1666425881,1666180584,1666182245.0,74124909,CC BY-SA 4.0,https://stackoverflow.com/questions/74124909/how-to-do-in-sql-next-and-privious-value-with-same-value-of-master-id-from-two,How to do in SQL: next and privious value with same value of master_id from two rows? MS SQL Server 2019,,,,
1137,"['sql', 'ruby-on-rails', 'activerecord']","{'account_id': 18008458, 'reputation': 801, 'user_id': 13088705, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgFng13y6mAFwa44_UWBfgb6JzmKKcAy_q5p-9X_w=k-s256', 'display_name': 'Sachin Singh', 'link': 'https://stackoverflow.com/users/13088705/sachin-singh'}",False,51,,3,0,1666425554,1666073322,,74106412,CC BY-SA 4.0,https://stackoverflow.com/questions/74106412/how-to-query-a-column-of-array-type,How to query a column of array type,,,,
1138,"['sql', 'google-bigquery']","{'account_id': 18250480, 'reputation': 1275, 'user_id': 13285583, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e99e0b303acdb4c62af5efe9030ff352?s=256&d=identicon&r=PG&f=1', 'display_name': 'kidfrom', 'link': 'https://stackoverflow.com/users/13285583/kidfrom'}",True,56,74161962.0,1,1,1666425553,1666425059,,74161918,CC BY-SA 4.0,https://stackoverflow.com/questions/74161918/how-to-select-only-1-row-with-column-max-value-in-sql,How to select only 1 row with column max value in SQL?,,,,
1139,"['sql', 'postgresql']","{'account_id': 6612368, 'reputation': 338, 'user_id': 5106952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4172283e1082fa725b0fec0519872bff?s=256&d=identicon&r=PG', 'display_name': 'ricardo leiva sikic', 'link': 'https://stackoverflow.com/users/5106952/ricardo-leiva-sikic'}",True,27,74160464.0,1,0,1666424866,1666398973,1666424866.0,74160324,CC BY-SA 4.0,https://stackoverflow.com/questions/74160324/return-type-mismatch-in-function-declared-to-return-posts,return type mismatch in function declared to return posts,,,,
1140,"['sql', 'postgresql']","{'account_id': 10165680, 'reputation': 75, 'user_id': 7507731, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/3d0327aaa11af3426ebdc81cae36a8fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Conor', 'link': 'https://stackoverflow.com/users/7507731/conor'}",True,34,74155231.0,2,0,1666423887,1666362008,,74155098,CC BY-SA 4.0,https://stackoverflow.com/questions/74155098/sql-query-to-find-rows-that-dont-have-a-1-to-1-relationship-between-2-columns,SQL query to find rows that don&#39;t have a 1 to 1 relationship between 2 columns,,,,
1141,"['sql', 'tsql', 'merge']","{'account_id': 4316311, 'reputation': 5230, 'user_id': 3526038, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AQuqE.jpg?s=256&g=1', 'display_name': 'Hasan Fathi', 'link': 'https://stackoverflow.com/users/3526038/hasan-fathi'}",True,48,74161812.0,2,1,1666423794,1666189750,1666203318.0,74127173,CC BY-SA 4.0,https://stackoverflow.com/questions/74127173/sql-merge-two-result-set-without-any-conditions,SQL: Merge two result set without any conditions,,,,
1142,"['sql', 'sql-server', 'sql-server-2014']","{'account_id': 10791657, 'reputation': 3, 'user_id': 10923532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7064469f9d170b6207eabba85ff9a55?s=256&d=identicon&r=PG&f=1', 'display_name': 'philipgonzales3', 'link': 'https://stackoverflow.com/users/10923532/philipgonzales3'}",True,71,74161776.0,1,0,1666423417,1666375289,1666397936.0,74157583,CC BY-SA 4.0,https://stackoverflow.com/questions/74157583/convert-datepart-hour-to-local-timezone,Convert datepart hour to local timezone,,,,
1143,"['sql', 'view', 'azure-sql-database', 'materialize']","{'account_id': 14068302, 'reputation': 3, 'user_id': 10162515, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-NbflmCAHgUA/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7qVg93Xhb_K0Epj6MAvpUD0MH3gnQ/mo/photo.jpg?sz=256', 'display_name': 'Vanessa van gelder', 'link': 'https://stackoverflow.com/users/10162515/vanessa-van-gelder'}",True,74,74161589.0,1,0,1666420937,1666015794,1666016409.0,74098629,CC BY-SA 4.0,https://stackoverflow.com/questions/74098629/azure-sql-dw-materialized-views,Azure SQL DW Materialized Views,,,,
1144,"['sql', 'group-by']","{'account_id': 26608279, 'reputation': 21, 'user_id': 20228780, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2Kp4zEmeWPRZ5007ysd8vzYIGfxWZ2hq4aW69l=k-s256', 'display_name': 'Huesca Rashad', 'link': 'https://stackoverflow.com/users/20228780/huesca-rashad'}",True,28,74161452.0,1,0,1666418959,1666369801,1666389726.0,74156634,CC BY-SA 4.0,https://stackoverflow.com/questions/74156634/sql-most-frequent-value-with-groupby,SQL: Most Frequent Value with Groupby,,,,
1145,"['sql', 'google-bigquery']","{'account_id': 5422517, 'reputation': 39, 'user_id': 4315761, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2a59050b71bac095f333b3983106e2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nitekat', 'link': 'https://stackoverflow.com/users/4315761/nitekat'}",True,97,74160970.0,2,1,1666411163,1666278650,1666279110.0,74142244,CC BY-SA 4.0,https://stackoverflow.com/questions/74142244/how-to-find-the-time-and-step-between-status-change,How to find the time and step between status change,,,,
1146,"['sql', 'oracle']","{'account_id': 26697520, 'reputation': 1, 'user_id': 20305116, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3968c8d85d53ff7e2d60e3bd11dbfe40?s=256&d=identicon&r=PG', 'display_name': 'Lukey', 'link': 'https://stackoverflow.com/users/20305116/lukey'}",False,33,,1,0,1666407035,1666402426,1666403299.0,74160517,CC BY-SA 4.0,https://stackoverflow.com/questions/74160517/aggregate-data-from-consecutive-time-intervals,Aggregate data from consecutive time intervals,,,,
1147,"['sql', 'sql-server']","{'account_id': 4138491, 'reputation': 53, 'user_id': 3394535, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7fUh4.jpg?s=256&g=1', 'display_name': 'sorimaki', 'link': 'https://stackoverflow.com/users/3394535/sorimaki'}",False,21,,1,0,1666406857,1666295290,1666299286.0,74145578,CC BY-SA 4.0,https://stackoverflow.com/questions/74145578/using-begin-tran-rollback-commit-when-updating-data-in-multiple-databases,Using begin tran / rollback / commit when updating data in multiple databases?,,,,
1148,"['mysql', 'sql', 'uuid', 'guid']","{'account_id': 26696993, 'reputation': 3, 'user_id': 20304678, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3NoP-2nRZHozFiAiQLJc_gJ4BNjnaFSwgdMsMZ=k-s256', 'display_name': 'Daniel Douglas', 'link': 'https://stackoverflow.com/users/20304678/daniel-douglas'}",True,38,74160352.0,2,0,1666399796,1666388875,1666388959.0,74159459,CC BY-SA 4.0,https://stackoverflow.com/questions/74159459/strip-all-dashes-in-string-for-guids-only,Strip all dashes in string for GUIDs only,,,,
1149,"['php', 'sql', 'string', 'scriptcase']","{'account_id': 26697280, 'reputation': 1, 'user_id': 20304910, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1Cr2ko0Z6biKL8uRYP35G9doypTmiaR3IqQS-O=k-s256', 'display_name': 'Tash Bhairo', 'link': 'https://stackoverflow.com/users/20304910/tash-bhairo'}",False,52,,0,0,1666398148,1666392145,1666398148.0,74159794,CC BY-SA 4.0,https://stackoverflow.com/questions/74159794/how-can-i-convert-a-sql-select-query-to-a-string,how can i convert a sql select query to a string,,,,
