,tags,migrated_from,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,accepted_answer_id,content_license,closed_date,closed_reason,protected_date,community_owned_date
2034,"['sql', 'recursion', 'common-table-expression']",,"{'account_id': 305434, 'reputation': 523, 'user_id': 615587, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0deb1af45f790357f36e2fe66ca378de?s=256&d=identicon&r=PG', 'display_name': 'ank07', 'link': 'https://stackoverflow.com/users/615587/ank07'}",True,619,1,3,1353524829,1353111767,1353112876.0,13426358,https://stackoverflow.com/questions/13426358/query-to-find-root-table-using-child-table-to-any-level-recursive-cte,"Query to find root table using child table to any level, recursive CTE?",13462555.0,CC BY-SA 3.0,,,,
2035,"['sql', 'ms-access', 'ms-access-2007']",,"{'account_id': 371979, 'reputation': 2890, 'user_id': 720793, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/44b85a574fa9a4297986f9dbf9d73945?s=256&d=identicon&r=PG', 'display_name': 'Nanu', 'link': 'https://stackoverflow.com/users/720793/nanu'}",True,196,2,-1,1353524394,1353519878,,13499037,https://stackoverflow.com/questions/13499037/ms-access-2010-query-equivalent,MS Access 2010 Query Equivalent,13500207.0,CC BY-SA 3.0,,,,
2036,"['c#', 'sql', 'linq']",,"{'account_id': 1141054, 'reputation': 99, 'user_id': 1124937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/877190d6fce244c55803211a27117480?s=256&d=identicon&r=PG', 'display_name': 'user1124937', 'link': 'https://stackoverflow.com/users/1124937/user1124937'}",True,2220,2,2,1353524086,1353479848,1353524086.0,13487687,https://stackoverflow.com/questions/13487687/linq-to-entities-does-not-recognize-the-method-system-linq-iqueryable1,LINQ to Entities does not recognize the method &#39;System.Linq.IQueryable`1,,CC BY-SA 3.0,,,,
2037,"['php', 'mysql', 'sql', 'database']",,"{'account_id': 1917100, 'reputation': 1069, 'user_id': 1729482, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f196b053a38062adb36f65802399fccd?s=256&d=identicon&r=PG', 'display_name': 'mans', 'link': 'https://stackoverflow.com/users/1729482/mans'}",True,2081,4,-2,1353523873,1353520170,1353521434.0,13499124,https://stackoverflow.com/questions/13499124/php-mysql-select-multiple-ids,php mysql select multiple id&#39;s,13499437.0,CC BY-SA 3.0,,,,
2038,"['sql', 'oracle']",,"{'account_id': 2067670, 'reputation': 331, 'user_id': 1842870, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/74df494ad6a9b5d70a0ae3bfe8b6c71b?s=256&d=identicon&r=PG', 'display_name': 'drakkanraz', 'link': 'https://stackoverflow.com/users/1842870/drakkanraz'}",False,93,1,1,1353523635,1353522430,1353523635.0,13499711,https://stackoverflow.com/questions/13499711/user-defined-psuedocolumn-oracle,user defined psuedocolumn oracle,,CC BY-SA 3.0,,,,
2039,"['sql', 'sql-server']",,"{'account_id': 790505, 'reputation': 1960, 'user_id': 862948, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/f5b387efe793ebd1b9df73f7dac6e8ab?s=256&d=identicon&r=PG', 'display_name': 'bjan', 'link': 'https://stackoverflow.com/users/862948/bjan'}",True,14662,3,1,1353523508,1353505830,,13494743,https://stackoverflow.com/questions/13494743/how-a-function-procedure-can-be-called-inside-a-insert-statement,How a function/procedure can be called inside a insert statement,13494792.0,CC BY-SA 3.0,,,,
2040,"['sql', 'postgresql', 'sql-update', 'sql-function']",,"{'account_id': 1825900, 'reputation': 958, 'user_id': 1658717, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/91e9b3b30cbd890896cec2455d50d734?s=256&d=identicon&r=PG', 'display_name': 'ZAX', 'link': 'https://stackoverflow.com/users/1658717/zax'}",True,94,1,0,1353522780,1353522597,,13499766,https://stackoverflow.com/questions/13499766/update-statement-using-an-existing-field-and-a-function,Update Statement Using An Existing Field and A Function,13499815.0,CC BY-SA 3.0,,,,
2041,"['sql', 'sql-server-2008', 'primary-key', 'sql-server-2012']",,"{'user_type': 'does_not_exist', 'display_name': 'user1649045'}",True,4982,1,0,1353521742,1353520087,1353521615.0,13499096,https://stackoverflow.com/questions/13499096/composite-primary-key-sql-relationship,Composite primary key sql relationship,13499164.0,CC BY-SA 3.0,,,,
2042,"['mysql', 'sql', 'escaping', 'mysql-real-escape-string']",,"{'account_id': 137283, 'reputation': 10995, 'user_id': 341362, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/deb483e59f08e28083464e8e35a352db?s=256&d=identicon&r=PG', 'display_name': 'Charles', 'link': 'https://stackoverflow.com/users/341362/charles'}",True,264,1,1,1353521727,1353521302,,13499423,https://stackoverflow.com/questions/13499423/unprintable-characters-in-mysql,Unprintable characters in MySQL,13499539.0,CC BY-SA 3.0,,,,
2043,"['sql', 'sql-server']",,"{'account_id': 1690744, 'reputation': 237, 'user_id': 1553142, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4c0f3c61e0d3b2004df4bc110507c61d?s=256&d=identicon&r=PG', 'display_name': 'user1553142', 'link': 'https://stackoverflow.com/users/1553142/user1553142'}",True,78,1,1,1353521279,1353520564,1353520759.0,13499221,https://stackoverflow.com/questions/13499221/sql-incrementing-query,SQL incrementing query,13499417.0,CC BY-SA 3.0,,,,
2044,"['c#', 'sql', 'database', 'visual-studio-2010']",,"{'account_id': 2056126, 'reputation': 13, 'user_id': 1833834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b64f0fd378bac738d193a140cbd17954?s=256&d=identicon&r=PG', 'display_name': 'Travis Griswald', 'link': 'https://stackoverflow.com/users/1833834/travis-griswald'}",True,55,1,0,1353520217,1353519941,1353520217.0,13499054,https://stackoverflow.com/questions/13499054/creating-a-database-that-all-projects-can-use,Creating a database that all projects can use,,CC BY-SA 3.0,,,,
2045,"['sql', 'tsql', 'sql-server-2005', 'pivot', 'unpivot']",,"{'account_id': 20884, 'reputation': 7396, 'user_id': 50312, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/0949601e1c6d43efa0005f35acd0bf05?s=256&d=identicon&r=PG', 'display_name': 'masfenix', 'link': 'https://stackoverflow.com/users/50312/masfenix'}",True,119,1,0,1353520185,1353515704,1353520185.0,13497804,https://stackoverflow.com/questions/13497804/unpivoting-a-sql-table,unpivoting a sql table,13497839.0,CC BY-SA 3.0,,,,
2046,['sql'],,"{'account_id': 1047164, 'reputation': 3056, 'user_id': 1051928, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/588682b61f26a02f6d21b10f6ed75df9?s=256&d=identicon&r=PG', 'display_name': 'AFetter', 'link': 'https://stackoverflow.com/users/1051928/afetter'}",True,370,3,0,1353518866,1353511664,1353512042.0,13496492,https://stackoverflow.com/questions/13496492/sql-separate-hours-in-start-and-enddate,SQL Separate hours in Start and EndDate,13496844.0,CC BY-SA 3.0,,,,
2047,"['c#', 'sql', 'list', 'parameters']",,"{'account_id': 1124222, 'reputation': 297, 'user_id': 1111875, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/b80cfd6dfccd55c2a045ffe079594e62?s=256&d=identicon&r=PG', 'display_name': 'LewSim', 'link': 'https://stackoverflow.com/users/1111875/lewsim'}",True,114,2,-1,1353518702,1353517908,,13498470,https://stackoverflow.com/questions/13498470/access-a-keylist-pair-to-lookup-a-key-and-return-the-value,Access a keylist pair to lookup a key and return the value,,CC BY-SA 3.0,,,,
2048,"['sql', 'sql-server', 'case', 'inner-join', 'subtraction']",,"{'account_id': 2019570, 'reputation': 117, 'user_id': 1806075, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/d82bd6191afbef61915042c717974e64?s=256&d=identicon&r=PG', 'display_name': 'Annoscia', 'link': 'https://stackoverflow.com/users/1806075/annoscia'}",True,727,1,0,1353518566,1353517919,1353518449.0,13498474,https://stackoverflow.com/questions/13498474/case-select-statement,Case select statement,13498577.0,CC BY-SA 3.0,,,,
2049,"['mysql', 'sql', 'database']",,"{'account_id': 1287942, 'reputation': 3246, 'user_id': 1240649, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/35a6f4ba2c16792398851d1db61fc9c9?s=256&d=identicon&r=PG', 'display_name': 'Wayneio', 'link': 'https://stackoverflow.com/users/1240649/wayneio'}",False,285,3,-1,1353518346,1353512217,1353513665.0,13496658,https://stackoverflow.com/questions/13496658/how-to-ensure-that-ids-remain-continuous-after-a-record-is-deleted,How to ensure that ids remain continuous after a record is deleted?,,CC BY-SA 3.0,,,,
2050,"['sql', 'sql-server', 'sql-server-2008']",,"{'account_id': 56065, 'reputation': 10846, 'user_id': 167935, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/583358786e336bb14a400ca17722ec3b?s=256&d=identicon&r=PG', 'display_name': 'Laurence', 'link': 'https://stackoverflow.com/users/167935/laurence'}",True,739,2,3,1353518061,1353448672,1495541542.0,13482921,https://stackoverflow.com/questions/13482921/find-total-minutes-ignoring-overlap-convert-cursor-based-answer-to-cte,Find Total Minutes Ignoring Overlap (Convert Cursor based Answer to CTE),13483625.0,CC BY-SA 3.0,,,,
2051,"['sql', 'oracle', 'plsql']",,"{'account_id': 1858996, 'reputation': 523, 'user_id': 1683987, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/3e280c9b45a69a4872d9f56c289f8d3b?s=256&d=identicon&r=PG', 'display_name': 'user1683987', 'link': 'https://stackoverflow.com/users/1683987/user1683987'}",True,1065,3,0,1353517615,1353513934,1353517615.0,13497237,https://stackoverflow.com/questions/13497237/oracle-how-to-compare-multiple-rows-in-sql-developer-and-make-sure-they-are-the,Oracle: how to compare multiple rows in sql developer and make sure they are the same?,,CC BY-SA 3.0,,,,
2052,"['sql', 'oracle', 'count', 'group-by', 'where']",,"{'account_id': 1569498, 'reputation': 139, 'user_id': 1457505, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/769e1d321a9ddb09f2deb4c5b7dcf992?s=256&d=identicon&r=PG', 'display_name': 'Christian Magro', 'link': 'https://stackoverflow.com/users/1457505/christian-magro'}",True,1245,1,0,1353517269,1353516943,1353517269.0,13498206,https://stackoverflow.com/questions/13498206/how-can-i-sum-number-of-rows-of-a-table-in-sql-oracle,How can I sum number of rows of a table in SQL ORACLE?,,CC BY-SA 3.0,,,,
2053,"['c#', 'sql', 'winforms']",,"{'account_id': 315136, 'reputation': 563, 'user_id': 630737, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/2b7fe57fb2e13490e568d320fd4547c5?s=256&d=identicon&r=PG', 'display_name': 'korrowan', 'link': 'https://stackoverflow.com/users/630737/korrowan'}",True,448,1,1,1353517210,1353516408,,13498036,https://stackoverflow.com/questions/13498036/how-to-lock-record-in-datagridview-for-multiple-users,How to &quot;lock&quot; record in datagridview for multiple users,13498294.0,CC BY-SA 3.0,,,,
2054,"['sql', 'sql-server']",,"{'account_id': 801161, 'reputation': 1021, 'user_id': 890416, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/190a9e34a78116e7909dd8877ed24a40?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/890416/tom'}",True,445,1,0,1353517109,1353513170,,13496996,https://stackoverflow.com/questions/13496996/sql-spread-a-value-across-multiple-weeks,SQL - Spread a value across multiple weeks,13497309.0,CC BY-SA 3.0,,,,
2055,"['sql', 'performance', 'oracle', 'database-performance', 'sql-execution-plan']",,"{'account_id': 1055069, 'reputation': 245, 'user_id': 1057987, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53ab5dacffb9d8b25b5150c3f551a938?s=256&d=identicon&r=PG', 'display_name': 'Bogdan Minciu', 'link': 'https://stackoverflow.com/users/1057987/bogdan-minciu'}",True,19906,2,17,1353516313,1353515931,,13497887,https://stackoverflow.com/questions/13497887/why-is-oracle-ignoring-index-with-order-by,Why is Oracle ignoring index with ORDER BY?,13498001.0,CC BY-SA 3.0,,,,
2056,"['sql', 'ms-access']",,"{'account_id': 2047038, 'reputation': 51, 'user_id': 1826906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45d1866c86b139560d7a20980357d71a?s=256&d=identicon&r=PG', 'display_name': 'Luis F. Gonzalez', 'link': 'https://stackoverflow.com/users/1826906/luis-f-gonzalez'}",True,1078,2,5,1353515133,1352989806,1353318438.0,13399597,https://stackoverflow.com/questions/13399597/sql-foreach-using-table-rows,SQL foreach using table rows,,CC BY-SA 3.0,,,,
2057,"['sql', 'ms-access']",,"{'account_id': 2064777, 'reputation': 716, 'user_id': 1840519, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/3eb5928b108bbe28a5d63ce0e5d1f54e?s=256&d=identicon&r=PG', 'display_name': 'Desert Spider', 'link': 'https://stackoverflow.com/users/1840519/desert-spider'}",True,71,2,-1,1353514912,1353461347,1353508096.0,13485034,https://stackoverflow.com/questions/13485034/access-2003-query-dilemma,Access 2003 Query Dilemma,13496427.0,CC BY-SA 3.0,,,,
2058,"['sql', 'vb.net']",,"{'account_id': 2066326, 'reputation': 71, 'user_id': 1841771, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2e97ca4ef2a9a3bacf8f07b6eedf5439?s=256&d=identicon&r=PG', 'display_name': 'Gerry85', 'link': 'https://stackoverflow.com/users/1841771/gerry85'}",True,974,1,2,1353514317,1353497404,1353511175.0,13492347,https://stackoverflow.com/questions/13492347/vb-net-read-file-name-from-dir-to-run-sql-query,VB.net Read File Name from Dir to Run SQL Query,13492465.0,CC BY-SA 3.0,,,,
2059,"['sql', 'postgresql']",,"{'account_id': 2012542, 'reputation': 1543, 'user_id': 1800665, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/3042ef1832bcb3c4a72647a3455c1e8b?s=256&d=identicon&r=PG', 'display_name': 'James Elder', 'link': 'https://stackoverflow.com/users/1800665/james-elder'}",True,351,2,0,1353514255,1353508803,1353511224.0,13495627,https://stackoverflow.com/questions/13495627/postgresql-table-merge,PostgreSQL Table merge,13496807.0,CC BY-SA 3.0,,,,
2060,"['sql', 'ruby', 'macos', 'osx-lion', 'upgrade']",,"{'account_id': 960057, 'reputation': 44914, 'user_id': 984621, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/817afccebcbe3a4983a5e8c584f30373?s=256&d=identicon&r=PG', 'display_name': 'user984621', 'link': 'https://stackoverflow.com/users/984621/user984621'}",False,48,1,0,1353514062,1353508616,,13495558,https://stackoverflow.com/questions/13495558/upgrade-to-mac-os-lion-how-to-backup-ruby-sql-etc,"Upgrade to Mac OS Lion - how to backup Ruby, *SQL, etc?",,CC BY-SA 3.0,,,,
2061,"['sql', 'oracle10g']",,"{'account_id': 2040692, 'reputation': 163, 'user_id': 1821973, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/b491f5f72a998544c7f58b9aa0843dd6?s=256&d=identicon&r=PG', 'display_name': 'Deprecated', 'link': 'https://stackoverflow.com/users/1821973/deprecated'}",True,74,1,0,1353513766,1353512653,1353512694.0,13496797,https://stackoverflow.com/questions/13496797/correlated-update,Correlated Update,13497192.0,CC BY-SA 3.0,,,,
2062,"['sql', 'database-design', 'data-modeling']",,"{'account_id': 1858497, 'reputation': 835, 'user_id': 1683584, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/23a4e0aa0124e61fd3665293b06a4d65?s=256&d=identicon&r=PG', 'display_name': 'Washu', 'link': 'https://stackoverflow.com/users/1683584/washu'}",True,1424,1,1,1353513759,1353512333,1353513759.0,13496689,https://stackoverflow.com/questions/13496689/product-id-with-different-expiration-date,Product ID with different expiration date,13496990.0,CC BY-SA 3.0,,,,
2063,"['sql', 'sql-server', 'stored-procedures', 'casting', 'sql-server-2012']",,"{'account_id': 183141, 'reputation': 10911, 'user_id': 418343, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/7pgAk.jpg?s=256&g=1', 'display_name': 'Anyname Donotcare', 'link': 'https://stackoverflow.com/users/418343/anyname-donotcare'}",True,172,3,1,1353513474,1353429944,,13477941,https://stackoverflow.com/questions/13477941/cant-get-the-exact-decimal-percentage-result,can&#39;t get the exact decimal percentage result?,13478302.0,CC BY-SA 3.0,,,,
2064,"['sql', 'oracle', 'between', 'to-date']",,"{'account_id': 1569498, 'reputation': 139, 'user_id': 1457505, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/769e1d321a9ddb09f2deb4c5b7dcf992?s=256&d=identicon&r=PG', 'display_name': 'Christian Magro', 'link': 'https://stackoverflow.com/users/1457505/christian-magro'}",True,77,1,0,1353513002,1353512428,1592644375.0,13496720,https://stackoverflow.com/questions/13496720/i-had-a-trouble-with-oracle-sql-exercise,i had a trouble with Oracle SQL exercise,,CC BY-SA 4.0,,,,
2065,['sql'],,"{'account_id': 44661, 'reputation': 9096, 'user_id': 131194, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/ce9dc9e15c502008e7ffa88f6516c079?s=256&d=identicon&r=PG', 'display_name': 'birdy', 'link': 'https://stackoverflow.com/users/131194/birdy'}",True,4618,2,3,1353512460,1353511554,1353511593.0,13496453,https://stackoverflow.com/questions/13496453/grouping-null-and-empty-values-as-one-in-sql,Grouping null and empty values as one in sql,13496545.0,CC BY-SA 3.0,,,,
2066,"['mysql', 'sql', 'database']",,"{'account_id': 1511849, 'reputation': 1, 'user_id': 1413755, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/1f7a31df80212de82689781f0abd7522?s=256&d=identicon&r=PG', 'display_name': 'Tharwat7', 'link': 'https://stackoverflow.com/users/1413755/tharwat7'}",False,214,1,-5,1353512435,1353501255,1495540136.0,13493399,https://stackoverflow.com/questions/13493399/what-does-the-following-error-in-sql-mean,What does the following error in SQL mean?,,,1353529654.0,exact duplicate,,
2067,"['mysql', 'sql']",,"{'account_id': 111892, 'reputation': 18823, 'user_id': 295342, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/TTuvz.jpg?s=256&g=1', 'display_name': 'Tivie', 'link': 'https://stackoverflow.com/users/295342/tivie'}",True,674,2,0,1353512269,1353511927,,13496579,https://stackoverflow.com/questions/13496579/using-local-variables-in-a-trigger,Using local variables in a trigger,13496666.0,CC BY-SA 3.0,,,,
2068,"['mysql', 'sql', 'left-join', 'parent-child']",,"{'account_id': 1525863, 'reputation': 14227, 'user_id': 1424329, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/NhQGU.png?s=256&g=1', 'display_name': 'manix', 'link': 'https://stackoverflow.com/users/1424329/manix'}",True,426,2,1,1353511986,1353511600,,13496462,https://stackoverflow.com/questions/13496462/mysql-include-the-first-child-in-parent,"mysql, include the first child in parent",13496505.0,CC BY-SA 3.0,,,,
2069,['sql'],,"{'account_id': 1004289, 'reputation': 3263, 'user_id': 1018437, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/19d4dfd66bd0fe5ae40ec0fc78ab51c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rocshy', 'link': 'https://stackoverflow.com/users/1018437/rocshy'}",True,89,2,0,1353511934,1353511196,1353511815.0,13496341,https://stackoverflow.com/questions/13496341/sql-select-info-per-day-per-team,sql select info per day per team,13496581.0,CC BY-SA 3.0,,,,
2070,"['sql', 'ms-access']",,"{'account_id': 482605, 'reputation': 7427, 'user_id': 897090, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/Wuvbi.jpg?s=256&g=1', 'display_name': 'Nelson Tatius', 'link': 'https://stackoverflow.com/users/897090/nelson-tatius'}",True,940,4,3,1353510589,1353504182,,13494261,https://stackoverflow.com/questions/13494261/how-to-get-the-second-best-value,How to get the second best value,,CC BY-SA 3.0,,,,
2071,"['sql', 'sql-server', 'sql-server-2008', 'tsql']",,"{'account_id': 1976212, 'reputation': 119, 'user_id': 1773949, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/04585791051c814a85774431bf02a191?s=256&d=identicon&r=PG', 'display_name': 'user1773949', 'link': 'https://stackoverflow.com/users/1773949/user1773949'}",False,412,2,1,1353506610,1353420229,1353453450.0,13474897,https://stackoverflow.com/questions/13474897/select-distinct-records-with-min-date-from-two-tables-with-left-join,Select distinct records with Min Date from two tables with Left Join,,CC BY-SA 3.0,,,,
2072,"['php', 'sql', 'arrays', 'email']",,"{'account_id': 1549395, 'reputation': 29, 'user_id': 1442709, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/c9afa6c4eef8470f1ba4c197efa0bcc6?s=256&d=identicon&r=PG', 'display_name': 'Ahmad Maslan', 'link': 'https://stackoverflow.com/users/1442709/ahmad-maslan'}",True,893,4,1,1353506546,1353364463,1353506546.0,13463551,https://stackoverflow.com/questions/13463551/send-mail-to-multiple-recipient,Send mail to multiple recipient,13463831.0,CC BY-SA 3.0,,,,
2073,"['sql', 'sql-server', 'tsql']",,"{'account_id': 1667824, 'reputation': 2256, 'user_id': 1534892, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/575a0c7ca184fe892dadc16ab653fd53?s=256&d=identicon&r=PG', 'display_name': 'xxyyxx', 'link': 'https://stackoverflow.com/users/1534892/xxyyxx'}",True,64,3,0,1353506518,1353451685,,13483545,https://stackoverflow.com/questions/13483545/how-would-i-switch-this-from-performing-an-and-operation-to-an-or,How would I switch this from performing an AND operation to an OR?,13483745.0,CC BY-SA 3.0,,,,
2074,"['sql', 'sql-server', 'join']",,"{'account_id': 346731, 'reputation': 976, 'user_id': 680429, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/Pm1ob.jpg?s=256&g=1', 'display_name': 'jsmith', 'link': 'https://stackoverflow.com/users/680429/jsmith'}",True,8921,2,6,1353506354,1353505485,1353505680.0,13494640,https://stackoverflow.com/questions/13494640/select-null-on-a-join-where-a-record-doesnt-exist-in-another-table,Select null on a join where a record doesn&#39;t exist in another table,13494710.0,CC BY-SA 3.0,,,,
2075,"['java', 'sql', 'linux', 'postgresql', 'netbeans']",,"{'account_id': 1965213, 'reputation': 1820, 'user_id': 1765681, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/PKp4n.png?s=256&g=1', 'display_name': 'fpilee', 'link': 'https://stackoverflow.com/users/1765681/fpilee'}",True,1493,1,0,1353506255,1353506122,,13494824,https://stackoverflow.com/questions/13494824/getting-a-boolean-value-from-postgresql-in-java,getting a boolean value from postgresql in java,13494863.0,CC BY-SA 3.0,,,,
2076,['sql'],,"{'account_id': 1655562, 'reputation': 2036, 'user_id': 1525221, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/8c2e72f016b3896301def8732a716f5a?s=256&d=identicon&r=PG', 'display_name': 'user1187', 'link': 'https://stackoverflow.com/users/1525221/user1187'}",True,73,6,0,1353506072,1353503340,,13493998,https://stackoverflow.com/questions/13493998/how-to-writea-a-select-query-based-on-ranks,how to writea a select query based on ranks?,,CC BY-SA 3.0,,,,
2077,"['java', 'sql', 'database', 'sqlite', 'sqlcipher']",,"{'account_id': 1240261, 'reputation': 3150, 'user_id': 1203043, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/bac9b72595469a6f3852865350415348?s=256&d=identicon&r=PG', 'display_name': 'idish', 'link': 'https://stackoverflow.com/users/1203043/idish'}",True,3142,2,5,1353505579,1353434463,,13479288,https://stackoverflow.com/questions/13479288/setting-password-in-sqlcipher,Setting password in SQLCipher,13494664.0,CC BY-SA 3.0,,,,
2078,"['sql', 'oracle', 'optimization', 'query-optimization', 'sql-execution-plan']",,"{'account_id': 71001, 'reputation': 23739, 'user_id': 205426, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/fb24c70ec76f0a28e47fc1df1e70dcdf?s=256&d=identicon&r=PG', 'display_name': 'Woot4Moo', 'link': 'https://stackoverflow.com/users/205426/woot4moo'}",True,139,3,1,1353505432,1353435008,1353505432.0,13479431,https://stackoverflow.com/questions/13479431/explain-plan-shows-15-exabyte-amount-of-space-needed-for-query-utilizing-analyti,Explain plan shows 15 Exabyte amount of space needed for query utilizing analytic function and distinct,13479834.0,CC BY-SA 3.0,,,,
2079,"['sql', 'sql-server', 'sql-server-2005', 'common-table-expression']",,"{'account_id': 960237, 'reputation': 3680, 'user_id': 984762, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/948714ed8ae65ff551b8f8bd895c6b7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'JoeFletch', 'link': 'https://stackoverflow.com/users/984762/joefletch'}",True,2790,1,3,1353505353,1353476231,,13487006,https://stackoverflow.com/questions/13487006/use-sql-server-cte-to-return-all-parent-records,Use SQL Server CTE to return all Parent Records,13494607.0,CC BY-SA 3.0,,,,
2080,"['sql', 'sql-server']",,"{'account_id': 1783481, 'reputation': 229, 'user_id': 1625577, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/79cde2f8a906f067eaf6d833809db366?s=256&d=identicon&r=PG', 'display_name': 'Toni', 'link': 'https://stackoverflow.com/users/1625577/toni'}",True,11685,2,3,1353505021,1353504272,,13494289,https://stackoverflow.com/questions/13494289/sql-insert-with-inner-join-from-list-of-constant-strings,SQL INSERT with INNER JOIN from list of constant strings,13494329.0,CC BY-SA 3.0,,,,
2081,"['sql', 'sql-server']",,"{'account_id': 383766, 'reputation': 2243, 'user_id': 739809, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/fc859dafcdd7259789a3a4fbcb90c125?s=256&d=identicon&r=PG', 'display_name': 'dsb', 'link': 'https://stackoverflow.com/users/739809/dsb'}",True,88,2,0,1353504931,1353502263,1353504931.0,13493684,https://stackoverflow.com/questions/13493684/avoiding-creating-the-same-query-twice-in-sql,Avoiding creating the same query twice in SQL,13493853.0,CC BY-SA 3.0,,,,
2082,"['c#', 'sql', 'winforms', 'datagridview']",,"{'account_id': 1409792, 'reputation': 9230, 'user_id': 1336632, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/bad63835a160876551d362c4a84fb8c1?s=256&d=identicon&r=PG', 'display_name': 'JJ.', 'link': 'https://stackoverflow.com/users/1336632/jj'}",True,331,1,0,1353504912,1353447289,1353504857.0,13482581,https://stackoverflow.com/questions/13482581/datagridview-not-being-populated-with-the-dataset,DataGridView not being populated with the DataSet,13482888.0,CC BY-SA 3.0,,,,
