,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,bounty_amount,bounty_closes_date,closed_date,closed_reason,migrated_from
1933,"['python', 'bluetooth-lowenergy', 'raspberry-pi-zero']","{'account_id': 17064684, 'reputation': 11, 'user_id': 12347190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb5e202c581723de91c8e5520b6cc0ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'HURoeck', 'link': 'https://stackoverflow.com/users/12347190/huroeck'}",False,609,,0,1,1594556357,1573298418,,58778739,CC BY-SA 4.0,https://stackoverflow.com/questions/58778739/polar-h10-to-rpi-zero-w-hr-notifications-stop-after-ca-100s-without-error-mess,Polar H10 to RPI Zero W: HR Notifications stop after ca. 100s without error message,,,,,,
1934,"['python', 'django']","{'account_id': 17166834, 'reputation': 31, 'user_id': 12424938, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/949ab3465e20d35237bcd2789e49a373?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jong-Guk Ahn', 'link': 'https://stackoverflow.com/users/12424938/jong-guk-ahn'}",True,121,,1,3,1594543502,1574610679,1574611157.0,59019483,CC BY-SA 4.0,https://stackoverflow.com/questions/59019483/how-can-i-omit-time-at-html-post-published-date-tag,How can I omit time at HTML {{ post.published_date }} tag?,,,,,,
1935,['python'],"{'account_id': 13691795, 'reputation': 27, 'user_id': 9879394, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f068f8e5e7ef3332289000b157a7310?s=256&d=identicon&r=PG&f=1', 'display_name': 'KPS', 'link': 'https://stackoverflow.com/users/9879394/kps'}",True,423,58887155.0,2,0,1594513636,1573871784,1594513636.0,58887047,CC BY-SA 4.0,https://stackoverflow.com/questions/58887047/how-to-display-symbol-characters-for-python,How to display symbol characters for Python?,,,,,,
1936,"['python', 'pandas', 'plotly', 'dropdown', 'visualization']","{'account_id': 17089255, 'reputation': 71, 'user_id': 12365770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/725a2a4ee993f73220fa8b0eb22c1be4?s=256&d=identicon&r=PG&f=1', 'display_name': 'ASC', 'link': 'https://stackoverflow.com/users/12365770/asc'}",True,3519,,1,5,1594497386,1574433724,1594497386.0,58996541,CC BY-SA 4.0,https://stackoverflow.com/questions/58996541/dropdown-bar-chart-plotly-based-on-values-column,Dropdown bar chart (plotly) based on values column,,,,,,
1937,"['python', 'plotly', 'plotly-python']","{'account_id': 14713388, 'reputation': 2543, 'user_id': 10626090, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zAZwb.png?s=256&g=1', 'display_name': 'Siddharth Satpathy', 'link': 'https://stackoverflow.com/users/10626090/siddharth-satpathy'}",True,2728,58747309.0,1,1,1594493631,1573114805,1594493631.0,58744546,CC BY-SA 4.0,https://stackoverflow.com/questions/58744546/same-x-axis-ranges-for-subplots-in-plotly,Same x axis ranges for subplots in Plotly,,,,,,
1938,"['python', 'pandas-profiling']","{'account_id': 9499585, 'reputation': 99, 'user_id': 11726162, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Q7SvGp5FcTc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdALP2BXRwByFvqJ6tmC3wbVK50sQ/photo.jpg?sz=256', 'display_name': 'Anthalon', 'link': 'https://stackoverflow.com/users/11726162/anthalon'}",True,759,59418379.0,1,3,1594448265,1574243590,,58951379,CC BY-SA 4.0,https://stackoverflow.com/questions/58951379/pandas-profiling-hide-tabs,Pandas Profiling Hide Tabs,,,,,,
1939,"['python', 'django']","{'account_id': 8284694, 'reputation': 2059, 'user_id': 6228166, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://lh4.googleusercontent.com/-YuDXbrAqrP4/AAAAAAAAAAI/AAAAAAAABOM/isB751Xujrw/photo.jpg?sz=256', 'display_name': 'Bernard &#39;Beta Berlin&#39; Parah', 'link': 'https://stackoverflow.com/users/6228166/bernard-beta-berlin-parah'}",True,727,,2,3,1594402043,1575114973,,59115923,CC BY-SA 4.0,https://stackoverflow.com/questions/59115923/how-to-override-the-migrations-of-a-third-party-django-package,How to override the migrations of a third-party django package,,,,,,
1940,"['python', 'pandas']","{'account_id': 2433228, 'reputation': 2684, 'user_id': 2123706, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/7f9f8aacaafd903d700846efd805bd55?s=256&d=identicon&r=PG', 'display_name': 'frank', 'link': 'https://stackoverflow.com/users/2123706/frank'}",True,83090,,3,19,1594346510,1573247714,1573248031.0,58773880,CC BY-SA 4.0,https://stackoverflow.com/questions/58773880/str-contains-pandas-returns-str-object-has-no-attribute-contains,str.contains pandas returns &#39;str&#39; object has no attribute &#39;contains&#39;,,,,,,
1941,"['python', 'tensorflow', 'keras', 'loss-function']","{'account_id': 17118920, 'reputation': 21, 'user_id': 12387675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e494f1015f0be7e5aba35ded908bdd1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gianluca_27', 'link': 'https://stackoverflow.com/users/12387675/gianluca-27'}",False,548,,1,2,1594309690,1574015113,,58903741,CC BY-SA 4.0,https://stackoverflow.com/questions/58903741/custom-loss-with-mask-matrix-in-keras,Custom Loss with mask matrix in Keras,,,,,,
1942,"['python', 'python-asyncio', 'python-multithreading', 'server-sent-events', 'fastapi']","{'account_id': 2618264, 'reputation': 193, 'user_id': 2266906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/deabb3c862792bfb0eed16340af489e3?s=256&d=identicon&r=PG', 'display_name': 'Vini', 'link': 'https://stackoverflow.com/users/2266906/vini'}",True,7951,,2,8,1594304388,1573940644,,58895486,CC BY-SA 4.0,https://stackoverflow.com/questions/58895486/how-to-send-server-side-events-from-python-fastapi-upon-calls-to-a-function-th,How to send server-side events from python (fastapi) upon calls to a function that updates the backend state,,,,,,
1943,"['python', 'json', 'python-3.x', 'pandas']","{'account_id': 15566132, 'reputation': 643, 'user_id': 11229812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af43f63e133071a6d2b66db9162b784c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Slavisha84', 'link': 'https://stackoverflow.com/users/11229812/slavisha84'}",True,61,,1,0,1594300007,1574820240,1594296938.0,59061996,CC BY-SA 4.0,https://stackoverflow.com/questions/59061996/how-to-extract-data-from-complex-json-with-python,How to extract data from complex json with Python?,,,,,,
1944,"['python', 'json', 'pandas']","{'account_id': 15566132, 'reputation': 643, 'user_id': 11229812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af43f63e133071a6d2b66db9162b784c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Slavisha84', 'link': 'https://stackoverflow.com/users/11229812/slavisha84'}",False,268,,1,-1,1594296883,1574370249,1594296883.0,58983714,CC BY-SA 4.0,https://stackoverflow.com/questions/58983714/python-normalizing-nested-json-file,Python - normalizing nested json file,,,,,,
1945,"['python', 'json', 'python-3.x']","{'account_id': 15566132, 'reputation': 643, 'user_id': 11229812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af43f63e133071a6d2b66db9162b784c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Slavisha84', 'link': 'https://stackoverflow.com/users/11229812/slavisha84'}",True,135,58978693.0,1,-1,1594295771,1574350762,1594295771.0,58978572,CC BY-SA 4.0,https://stackoverflow.com/questions/58978572/python-appending-json-file,Python - appending json file,,,,,,
1946,"['python', 'django', 'python-2.7']","{'account_id': 2531675, 'reputation': 22903, 'user_id': 2199852, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/609a8dbb58ae54662d89367894520a5e?s=256&d=identicon&r=PG&f=1', 'display_name': 'User', 'link': 'https://stackoverflow.com/users/2199852/user'}",True,740,58676817.0,2,0,1594288973,1572745330,1572745915.0,58676778,CC BY-SA 4.0,https://stackoverflow.com/questions/58676778/range-on-queryset-for-tqdm-on-queryset,range() on QuerySet for tqdm on QuerySet,,,,,,
1947,"['python', 'python-3.x', 'setuptools', 'python-wheel']","{'account_id': 3313246, 'reputation': 25445, 'user_id': 2786156, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/fWMLm.jpg?s=256&g=1', 'display_name': 'St.Antario', 'link': 'https://stackoverflow.com/users/2786156/st-antario'}",True,559,59092764.0,2,4,1594269530,1574937998,1574938971.0,59087037,CC BY-SA 4.0,https://stackoverflow.com/questions/59087037/python3-out-of-source-build,Python3 out of source build,,,,,,
1948,"['python', 'gurobi']","{'account_id': 15373923, 'reputation': 41, 'user_id': 12436616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59ac034a22bdc0851572d9412810ec28?s=256&d=identicon&r=PG&f=1', 'display_name': 'Student grun', 'link': 'https://stackoverflow.com/users/12436616/student-grun'}",True,4979,,1,4,1594229504,1574761713,,59048042,CC BY-SA 4.0,https://stackoverflow.com/questions/59048042/typeerror-unsupported-operand-types-for-generator-and-nonetype,TypeError: unsupported operand type(s) for -: &#39;generator&#39; and &#39;NoneType&#39;,,,,,,
1949,"['python', 'python-3.x', 'curses']","{'account_id': 13014615, 'reputation': 103, 'user_id': 9406412, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1UqdgPemV9A/AAAAAAAAAAI/AAAAAAAAAGM/LmdcksAyi10/photo.jpg?sz=256', 'display_name': 'GENKY', 'link': 'https://stackoverflow.com/users/9406412/genky'}",True,203,58782547.0,1,-1,1594216583,1573316282,1573316802.0,58781164,CC BY-SA 4.0,https://stackoverflow.com/questions/58781164/stdscr-getstr-ignore-keys-just-string,"stdscr.getstr() ignore keys, just string",,,,,,
1950,"['python', 'python-3.x', 'qgis']","{'account_id': 8356957, 'reputation': 1, 'user_id': 6276824, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Bc10s3z1-9M/AAAAAAAAAAI/AAAAAAAAADo/OgVFpGryT0k/photo.jpg?sz=256', 'display_name': 'Jose Manolo Barahona', 'link': 'https://stackoverflow.com/users/6276824/jose-manolo-barahona'}",False,1294,,1,0,1594202521,1572793822,1572793907.0,58681479,CC BY-SA 4.0,https://stackoverflow.com/questions/58681479/zoom-to-a-specific-pyqgis-layer,Zoom to a specific pyqgis layer,,,,,,
1951,['python'],"{'user_type': 'does_not_exist', 'display_name': 'user12447087'}",True,135,,1,1,1594162924,1574970085,,59095335,CC BY-SA 4.0,https://stackoverflow.com/questions/59095335/i-have-this-while-loop-while-x-false-or-y-10-but-when-the-y-turn-to-1,"I have this while loop : while x == False or y != 10: , but when the Y turn to 10 it keeps to run the loop",,,,,,
1952,"['python', 'opencv']","{'user_type': 'does_not_exist', 'display_name': 'user12332367'}",False,1303,,0,0,1594149544,1573099049,,58741783,CC BY-SA 4.0,https://stackoverflow.com/questions/58741783/recognizer-cv2-face-lbphfacerecognizer-create-attributeerror-module-cv2-cv,recognizer = cv2.face.LBPHFaceRecognizer_create() AttributeError: module &#39;cv2.cv2&#39; has no attribute &#39;face&#39;,,,,,,
1953,"['python', 'selenium', 'pytest', 'pytest-selenium']","{'account_id': 2930988, 'reputation': 622, 'user_id': 2511217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c69eab28d94ed326e8a5549256a6a698?s=256&d=identicon&r=PG', 'display_name': 'Anurag Choudhary', 'link': 'https://stackoverflow.com/users/2511217/anurag-choudhary'}",False,2871,,1,4,1594141645,1574262978,,58957699,CC BY-SA 4.0,https://stackoverflow.com/questions/58957699/how-to-pass-firefox-chrome-headless-mode-via-command-line-to-pytest,how to pass firefox/chrome headless mode via command line to pytest,,,,,,
1954,"['python', 'python-3.x']","{'account_id': 16342621, 'reputation': 455, 'user_id': 11803187, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ZmzS5-QVEuM/AAAAAAAAAAI/AAAAAAAAAjc/sd530T5c0k4/photo.jpg?sz=256', 'display_name': 'tudou', 'link': 'https://stackoverflow.com/users/11803187/tudou'}",True,44,,1,0,1594131680,1574349063,1594131680.0,58978054,CC BY-SA 4.0,https://stackoverflow.com/questions/58978054/how-to-create-list-from-a-list-of-tuples,How to create list from a list of tuples,,,,,,
1955,"['python', 'python-3.x']","{'account_id': 4766198, 'reputation': 173, 'user_id': 7999007, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/409399a4bf0d86b7636d41ead8aed9c2?s=256&d=identicon&r=PG&f=1', 'display_name': 'piteer', 'link': 'https://stackoverflow.com/users/7999007/piteer'}",True,532,59034151.0,3,0,1594131671,1574691839,1594131671.0,59033976,CC BY-SA 4.0,https://stackoverflow.com/questions/59033976/multiplying-letter-of-string-by-digits-of-number,multiplying letter of string by digits of number,,,,,,
1956,"['python', 'python-3.x', 'math', 'statistics']","{'account_id': 7115550, 'reputation': 33, 'user_id': 5441995, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d9f9dc9372687d83964d2aca29e8e4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jason Hunt', 'link': 'https://stackoverflow.com/users/5441995/jason-hunt'}",True,51,58747947.0,1,2,1594131579,1573125757,1594131579.0,58747721,CC BY-SA 4.0,https://stackoverflow.com/questions/58747721/probability-when-throwing-dice,Probability when throwing dice,,,,,,
1957,"['python', 'python-3.x', 'deep-copy']","{'account_id': 3615056, 'reputation': 851, 'user_id': 3015165, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/0ba67095e25ef2fba5762cfe254ea885?s=256&d=identicon&r=PG', 'display_name': 'charany1', 'link': 'https://stackoverflow.com/users/3015165/charany1'}",True,187,58837575.0,1,2,1594131477,1573649115,1594131477.0,58837455,CC BY-SA 4.0,https://stackoverflow.com/questions/58837455/python3-do-dict-constructor-create-deep-copies,Python3 : Do dict constructor create deep copies?,,,,,,
1958,"['python', 'regex', 'special-characters', 'findall']","{'account_id': 16682282, 'reputation': 173, 'user_id': 12057054, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5feead1603b8faa4a739b1460d51d107?s=256&d=identicon&r=PG&f=1', 'display_name': 'c1377554', 'link': 'https://stackoverflow.com/users/12057054/c1377554'}",True,3106,58834071.0,3,4,1594107954,1573637059,,58833864,CC BY-SA 4.0,https://stackoverflow.com/questions/58833864/python-regex-removing-all-special-characters-and-numbers-not-attached-to-words,Python regex: removing all special characters and numbers NOT attached to words,,,,,,
1959,"['python', 'python-3.7', 'face-recognition', 'dlib']","{'account_id': 15300193, 'reputation': 99, 'user_id': 11038911, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JUVIUuBnMBI/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOUk6b8JpdS9FBbtKegmDga0BI_cg/mo/photo.jpg?sz=256', 'display_name': 'Sri', 'link': 'https://stackoverflow.com/users/11038911/sri'}",True,1580,,2,1,1594066440,1573286888,1573306548.0,58777497,CC BY-SA 4.0,https://stackoverflow.com/questions/58777497/how-to-solve-issue-related-to-installation-of-dlib-on-windows-10,How to solve issue related to installation of dlib on Windows 10?,,,,,,
1960,"['python', 'python-3.x', 'python-2.7', 'pip', 'pyside2']","{'account_id': 15478313, 'reputation': 119, 'user_id': 11166414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a3eadd56838024245d447306f97c28a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Solenne Daguerre', 'link': 'https://stackoverflow.com/users/11166414/solenne-daguerre'}",True,24386,59036032.0,4,7,1594049255,1574697733,,59035724,CC BY-SA 4.0,https://stackoverflow.com/questions/59035724/python-error-no-module-named-pkg-resources,Python Error : No module named pkg_resources,,,,,,
1961,"['python', 'selenium', 'web-scraping']","{'account_id': 17043530, 'reputation': 13, 'user_id': 12330857, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1680110622125122/picture?type=large', 'display_name': 'Masato Kobayashi', 'link': 'https://stackoverflow.com/users/12330857/masato-kobayashi'}",True,144,62757763.0,1,0,1594044218,1573031266,1573095720.0,58726510,CC BY-SA 4.0,https://stackoverflow.com/questions/58726510/how-can-i-scrape-this-site-using-selenium-on-headless-mode,How can I scrape this site using selenium on headless mode?,,,,,,
1962,"['python', 'validation', 'performance-testing', 'cerberus', 'pydantic']","{'account_id': 915658, 'reputation': 9885, 'user_id': 949890, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/5RSJE.jpg?s=256&g=1', 'display_name': 'SColvin', 'link': 'https://stackoverflow.com/users/949890/scolvin'}",False,1236,,0,2,1594043504,1573316885,,58781248,CC BY-SA 4.0,https://stackoverflow.com/questions/58781248/cerberus-is-very-slow-for-valdiation-what-have-i-done-wrong,"Cerberus is very slow for valdiation, what have I done wrong?",,,,,,
1963,"['python', 'multiprocessing', 'generator']","{'account_id': 6308, 'reputation': 4658, 'user_id': 10562, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/89f032bea7ea14c8157aaa72a243bd06?s=256&d=identicon&r=PG', 'display_name': 'Paddy3118', 'link': 'https://stackoverflow.com/users/10562/paddy3118'}",True,155,,1,2,1594009761,1574545714,1574590858.0,59012583,CC BY-SA 4.0,https://stackoverflow.com/questions/59012583/python-unbounded-generators-as-sub-processes-parallelisation,Python (unbounded) generators as sub processes. Parallelisation,,,,,,
1964,"['python', 'class']","{'account_id': 9483246, 'reputation': 3, 'user_id': 7050415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ea222bb28c56ab4949f1149cc8aa02b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris D', 'link': 'https://stackoverflow.com/users/7050415/chris-d'}",True,91,59117132.0,1,0,1593958952,1575123078,1593958952.0,59116948,CC BY-SA 4.0,https://stackoverflow.com/questions/59116948/how-can-i-share-methods-and-data-between-modules-classes,How can I share methods and data between modules &amp; classes?,,,,,,
1965,"['python', 'python-3.x', 'passwords', 'pause']","{'account_id': 17108429, 'reputation': 11, 'user_id': 12379917, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBF9LfQir87o-Yb7g8zLmreY-4fiUOP_mQ4Lwj2Vw=k-s256', 'display_name': 'Arslan Saeed', 'link': 'https://stackoverflow.com/users/12379917/arslan-saeed'}",False,64,,1,1,1593798182,1573841509,,58882551,CC BY-SA 4.0,https://stackoverflow.com/questions/58882551/my-bat-file-does-not-run-pause-exe-for-the-password-locker-project-in-chapter-6,My bat file does not run pause.exe for the Password Locker project in chapter 6 of &quot;Automate the boring stuff with python&quot;,,,,,,
1966,"['python', 'tensorflow', 'keras']","{'account_id': 1421077, 'reputation': 17437, 'user_id': 1345655, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2f01aca0b4d2d9347a6fd0f16f24d084?s=256&d=identicon&r=PG', 'display_name': 'Kshitiz Sharma', 'link': 'https://stackoverflow.com/users/1345655/kshitiz-sharma'}",True,2994,58755261.0,3,14,1593795214,1573142266,1573227623.0,58752538,CC BY-SA 4.0,https://stackoverflow.com/questions/58752538/tensorflow-batch-size-or-steps-is-required-for-tensor-or-numpy-input-da,Tensorflow: `batch_size` or `steps` is required for `Tensor` or `NumPy` input data,,,,,,
1967,"['python', 'scala', 'databricks', 'azure-data-lake', 'azure-databricks']","{'account_id': 6768404, 'reputation': 19362, 'user_id': 5212614, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://i.stack.imgur.com/2qaHz.jpg?s=256&g=1', 'display_name': 'ASH', 'link': 'https://stackoverflow.com/users/5212614/ash'}",True,29815,58805825.0,2,9,1593791703,1573137701,1573145505.0,58751144,CC BY-SA 4.0,https://stackoverflow.com/questions/58751144/list-all-files-in-a-folder-sitting-in-a-data-lake,List All Files in a Folder Sitting in a Data Lake,,,,,,
1968,"['python', 'python-3.x', 'pip', 'pytorch']","{'account_id': 543843, 'reputation': 19587, 'user_id': 913098, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e3e07b09128f889209b738276d42d7ef?s=256&d=identicon&r=PG', 'display_name': 'Gulzar', 'link': 'https://stackoverflow.com/users/913098/gulzar'}",True,8225,,3,3,1593747421,1574554125,1574565077.0,59013496,CC BY-SA 4.0,https://stackoverflow.com/questions/59013496/error-installing-pytorch-using-pip-on-windows-10,error installing pytorch using pip on windows 10,,,,,,
1969,"['python', 'http', 'scapy', 'packet-sniffers']","{'account_id': 16104164, 'reputation': 13, 'user_id': 11624075, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/814a80f6ac364ccda426c978ccdbca25?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ilya', 'link': 'https://stackoverflow.com/users/11624075/ilya'}",False,975,,2,0,1593724144,1572871434,1572884167.0,58693730,CC BY-SA 4.0,https://stackoverflow.com/questions/58693730/how-to-get-http-support-in-scapy,How to get http support in scapy,,,,,,
1970,"['python', 'list', 'match']","{'account_id': 9053877, 'reputation': 1079, 'user_id': 6742913, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/4e2172309ade0356eaf5672821b1ec40?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dakata', 'link': 'https://stackoverflow.com/users/6742913/dakata'}",True,88,59089416.0,3,-1,1593702143,1574945426,,59089325,CC BY-SA 4.0,https://stackoverflow.com/questions/59089325/how-to-check-does-a-list-contains-an-int-and-negation-of-that-int,How to check does a list contains an int and negation of that int?,,,,,,
1971,"['python', 'excel', 'pandas', 'dataframe', 'join']","{'account_id': 13247966, 'reputation': 606, 'user_id': 9566449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eeb552233bc83113c0bfa3546933b4b4?s=256&d=identicon&r=PG', 'display_name': 'newbie', 'link': 'https://stackoverflow.com/users/9566449/newbie'}",True,76,59030700.0,3,0,1593692677,1574680293,,59030456,CC BY-SA 4.0,https://stackoverflow.com/questions/59030456/join-multiple-excel-files-into-one-excel-file-via-python,Join multiple excel files into one excel file via python,,,,,,
1972,"['python', 'python-3.x', 'ssl', 'certificate', 'raspbian']","{'account_id': 3576497, 'reputation': 27, 'user_id': 4778088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f05e967cd531e261cfd01f98d78492d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'dzil123', 'link': 'https://stackoverflow.com/users/4778088/dzil123'}",False,2241,,1,1,1593690907,1573439286,1573440040.0,58794856,CC BY-SA 4.0,https://stackoverflow.com/questions/58794856/python-ssl-error-on-discord-py-ssl-sslcertverificationerror-certificate-verify,Python SSL error on discord.py: ssl.SSLCertVerificationError: certificate verify failed: unable to get local issuer certificate (_ssl.c:1056),,,,,,
1973,"['python', 'scikit-learn', 'knn']","{'account_id': 17058945, 'reputation': 31, 'user_id': 12342821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4749b50409e0e50dc9067285663e6a88?s=256&d=identicon&r=PG&f=1', 'display_name': 'user12342821', 'link': 'https://stackoverflow.com/users/12342821/user12342821'}",False,836,,1,3,1593585254,1573211236,,58765373,CC BY-SA 4.0,https://stackoverflow.com/questions/58765373/explanation-of-the-parameters-of-knn-score,Explanation of the parameters of knn.score,,,,,,
1974,"['python', 'global-variables', 'argparse']","{'account_id': 1638427, 'reputation': 4653, 'user_id': 1511337, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/45e4568b5b3b76e94f54888750a9da36?s=256&d=identicon&r=PG', 'display_name': 'Chan Kim', 'link': 'https://stackoverflow.com/users/1511337/chan-kim'}",True,3786,58872756.0,3,6,1593561439,1573805063,,58872671,CC BY-SA 4.0,https://stackoverflow.com/questions/58872671/in-python-how-to-make-main-args-global,"in python, how to make main args global",,,,,,
1975,"['python', 'django', 'heroku', 'google-api', 'authorization']","{'account_id': 5506123, 'reputation': 3785, 'user_id': 4373927, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/d7d5641d0bc44fea7b184dd29c611a60?s=256&d=identicon&r=PG', 'display_name': 'John R Perry', 'link': 'https://stackoverflow.com/users/4373927/john-r-perry'}",True,1819,58942734.0,1,3,1593448061,1573828665,,58879237,CC BY-SA 4.0,https://stackoverflow.com/questions/58879237/how-to-authorize-an-app-with-google-in-django-on-a-live-site,How to authorize an app with Google in Django on a live site,,,,,,
1976,"['python', 'ssl', 'raspberry-pi', 'mqtt', 'paho']","{'account_id': 5683675, 'reputation': 21, 'user_id': 4493897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16836c6e940e539766ede9b034d669f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'actomobile', 'link': 'https://stackoverflow.com/users/4493897/actomobile'}",True,4487,58849177.0,2,2,1593434830,1573192939,1573458347.0,58761225,CC BY-SA 4.0,https://stackoverflow.com/questions/58761225/mqtt-with-ssl-connection-reset-by-peer-error,MQTT with SSL &quot;Connection reset by peer&quot; error,,,,,,
1977,"['python', 'google-speech-api']","{'account_id': 16629230, 'reputation': 153, 'user_id': 12017454, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-eFKS-VxkKdc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd75HrI77TMtKS3bYr5J8n-MzpvxQ/photo.jpg?sz=256', 'display_name': 'Nimantha', 'link': 'https://stackoverflow.com/users/12017454/nimantha'}",True,7983,,1,7,1593411309,1573206323,,58764064,CC BY-SA 4.0,https://stackoverflow.com/questions/58764064/importerror-cannot-import-name-speech-from-google-cloud-unknown-location,ImportError: cannot import name &#39;speech&#39; from &#39;google.cloud&#39; (unknown location),,,,,,
1978,"['python', 'python-3.x', 'algorithm', 'list', 'math']","{'account_id': 11108606, 'reputation': 92, 'user_id': 8155097, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/22d7B.png?s=256&g=1', 'display_name': 'edoardottt', 'link': 'https://stackoverflow.com/users/8155097/edoardottt'}",False,46,,0,1,1593280429,1574957563,1593280429.0,59092838,,https://stackoverflow.com/questions/59092838/all-possible-pairs-of-elements-in-a-list,All possible pairs of elements in a list,,,,1574957779.0,Duplicate,
1979,"['python', 'django', 'django-queryset']","{'account_id': 13329937, 'reputation': 375, 'user_id': 9621647, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oyxjX.jpg?s=256&g=1', 'display_name': 'HudsonBarroso', 'link': 'https://stackoverflow.com/users/9621647/hudsonbarroso'}",True,1001,62596800.0,2,0,1593181254,1572634269,1572635486.0,58664382,CC BY-SA 4.0,https://stackoverflow.com/questions/58664382/check-if-a-list-exists-in-my-database-by-queryset-django,Check if a list exists in my database by querySet django,,,,,,
1980,"['python', 'selenium', 'web-scraping', 'beautifulsoup']","{'account_id': 16257211, 'reputation': 621, 'user_id': 11739577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bab6c55292bad8534064a0a0816449b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'doomdaam', 'link': 'https://stackoverflow.com/users/11739577/doomdaam'}",True,223,58693849.0,1,0,1593157652,1572870391,,58693446,CC BY-SA 4.0,https://stackoverflow.com/questions/58693446/how-to-get-access-to-xhr-data-using-python-script,How to get access to XHR data using python script?,,,,,,
