,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
1782,"['python', '.net', 'python.net']","{'account_id': 23331052, 'reputation': 1, 'user_id': 17407434, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6bd254e93e13f56af1000747fc3eeb9d?s=256&d=identicon&r=PG', 'display_name': 'godordevil', 'link': 'https://stackoverflow.com/users/17407434/godordevil'}",False,154,,,1,-1,1639171324,1636948721,1637148615.0,69969348,CC BY-SA 4.0,https://stackoverflow.com/questions/69969348/calling-python-from-c-using-pythonnet,Calling python from c# using pythonnet,,,,,
1783,"['python', 'networking', 'udp', 'port', 'icmp']","{'account_id': 23458812, 'reputation': 21, 'user_id': 17513921, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhTLrkCI1JZKOzmKrjRDpX_BJwdsUYRu6eCEJCd=k-s256', 'display_name': 'Lima Victor', 'link': 'https://stackoverflow.com/users/17513921/lima-victor'}",True,677,,,1,1,1639157592,1637912143,,70120916,CC BY-SA 4.0,https://stackoverflow.com/questions/70120916/how-to-check-if-udp-port-is-open-python,How to check if UDP port is open? (python),70307843.0,,,,
1784,"['python', 'tensorflow', 'tensorflow2.0']","{'account_id': 23318121, 'reputation': 11, 'user_id': 17396466, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhIQNw7VIVqq91aclBFUm93fiesJgvdRAf2RzksYyc=k-s256', 'display_name': 'Harriet Li', 'link': 'https://stackoverflow.com/users/17396466/harriet-li'}",False,176,,,1,1,1639157247,1636729534,,69944968,CC BY-SA 4.0,https://stackoverflow.com/questions/69944968/new-to-tensorflow-and-trying-to-add-new-dataset-oxford-flowers102-to-tensorflo,"New to TensorFlow and trying to add new dataset (oxford_flowers102) to TensorFlow, but unsuccess",,,,,
1785,"['python', 'selenium', 'xpath', 'selenium-chromedriver', 'nested-loops']","{'account_id': 23456680, 'reputation': 79, 'user_id': 17512054, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53b79c1a3e05801af244d2980e63ce2a?s=256&d=identicon&r=PG', 'display_name': 'double_wizz', 'link': 'https://stackoverflow.com/users/17512054/double-wizz'}",True,360,,,2,1,1639156191,1638045957,1639156191.0,70138565,CC BY-SA 4.0,https://stackoverflow.com/questions/70138565/locating-a-specific-instance-of-a-class-located-using-xpath-with-selenium,Locating a specific instance of a class located using XPath with Selenium,70158388.0,,,,
1786,"['python', 'pandas', 'rows', 'missing-data', 'standardization']","{'account_id': 23191257, 'reputation': 145, 'user_id': 17287602, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yrG8d.png?s=256&g=1', 'display_name': 'LoganLee', 'link': 'https://stackoverflow.com/users/17287602/loganlee'}",False,41,,,1,0,1639155323,1635756640,1639155323.0,69794579,CC BY-SA 4.0,https://stackoverflow.com/questions/69794579/adding-particular-rows-and-changing-their-positions,Adding particular rows and changing their positions,,,,,
1787,"['python', 'pandas', 'list', 'function', 'lambda']","{'account_id': 13695096, 'reputation': 35, 'user_id': 9881992, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab394d5c68162dfafb8a43aa32e0657f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prasad', 'link': 'https://stackoverflow.com/users/9881992/prasad'}",True,79,,,1,1,1639155280,1636287949,1639155280.0,69872409,CC BY-SA 4.0,https://stackoverflow.com/questions/69872409/i-wish-to-optimize-the-code-using-pythonic-ways-using-lambda-and-pandas,I wish to optimize the code using pythonic ways using lambda and pandas,69873950.0,,,,
1788,"['python', 'python-3.x', 'pandas', 'time-series']","{'account_id': 15191976, 'reputation': 3027, 'user_id': 10962477, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/v9bwC.jpg?s=256&g=1', 'display_name': 'Suhas_Pote', 'link': 'https://stackoverflow.com/users/10962477/suhas-pote'}",True,70,,,1,1,1639155152,1636528698,1639155152.0,69909171,CC BY-SA 4.0,https://stackoverflow.com/questions/69909171/strategy-to-replace-negative-count-with-positive-count-for-time-series-data,Strategy to replace negative count with positive count for time series data,69909892.0,,,,
1789,['python'],"{'account_id': 23318744, 'reputation': 1, 'user_id': 17397004, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjcE70U3kl8tfenHJRhM1k7NmsY0o7G8SS6ClDd0Q=k-s256', 'display_name': 'CHL', 'link': 'https://stackoverflow.com/users/17397004/chl'}",True,50,,,2,-1,1639154301,1636733544,1639154058.0,69945889,CC BY-SA 4.0,https://stackoverflow.com/questions/69945889/how-to-get-variable-from-class-mainwindow-to-class-mythread,How to get variable from Class MainWindow to Class Mythread,70307723.0,,,,
1790,['python'],"{'account_id': 23429745, 'reputation': 1, 'user_id': 17488777, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1318819071865464/picture?type=large', 'display_name': 'Navapon Chaiprapa', 'link': 'https://stackoverflow.com/users/17488777/navapon-chaiprapa'}",False,102,,,0,0,1639154230,1637673876,1639154230.0,70081710,CC BY-SA 4.0,https://stackoverflow.com/questions/70081710/from-tweepy-streaming-import-streamlistener-why-get-error,from tweepy.streaming import StreamListener why get error,,,,,
1791,"['python', 'if-statement', 'input', 'while-loop', 'menu']","{'account_id': 23431239, 'reputation': 9, 'user_id': 17490056, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy8lGvR60GjRF7gPnBh2HeCxbs_3SFThKDqh5OI=k-s256', 'display_name': 'user17490056', 'link': 'https://stackoverflow.com/users/17490056/user17490056'}",True,44,,,2,0,1639153899,1638207797,1639153899.0,70159023,CC BY-SA 4.0,https://stackoverflow.com/questions/70159023/problem-with-running-code-and-linking-parts,Problem with running code and linking parts,,,,,
1792,"['python', 'opencv', 'camera', 'computer-vision', 'camera-calibration']","{'account_id': 15076356, 'reputation': 21, 'user_id': 15098321, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7eECH.jpg?s=256&g=1', 'display_name': 'Simone Vernengo', 'link': 'https://stackoverflow.com/users/15098321/simone-vernengo'}",False,507,,,1,2,1639153171,1637330044,1637570774.0,70035950,CC BY-SA 4.0,https://stackoverflow.com/questions/70035950/opencv-why-the-calibration-of-my-fisheye-camera-is-so-bad,"OpenCV, why the calibration of my fisheye camera is so bad?",,,,,
1793,"['python', 'string', 'if-statement', 'while-loop']","{'account_id': 23431239, 'reputation': 9, 'user_id': 17490056, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy8lGvR60GjRF7gPnBh2HeCxbs_3SFThKDqh5OI=k-s256', 'display_name': 'user17490056', 'link': 'https://stackoverflow.com/users/17490056/user17490056'}",False,47,,,3,0,1639152988,1637764847,1639152988.0,70098066,CC BY-SA 4.0,https://stackoverflow.com/questions/70098066/trying-to-get-my-code-to-input-only-digit-values-and-if-it-inputs-a-non-digit-va,Trying to get my code to input only digit values and if it inputs a non digit value it prints You have input a non digit value but its not working,,,,,
1794,"['python', 'discord.py']","{'account_id': 23024301, 'reputation': 47, 'user_id': 17144824, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjSIWcB2sxofA6DgRDe_6yLD27F9Cy5fK-oYEGE=k-s256', 'display_name': 'vazzza', 'link': 'https://stackoverflow.com/users/17144824/vazzza'}",True,124,,,2,-1,1639150442,1635880452,,69815827,CC BY-SA 4.0,https://stackoverflow.com/questions/69815827/how-do-i-give-buttons-colors,How do I give buttons colors,69815913.0,,,,
1795,"['python', 'pandas']","{'account_id': 23318744, 'reputation': 1, 'user_id': 17397004, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjcE70U3kl8tfenHJRhM1k7NmsY0o7G8SS6ClDd0Q=k-s256', 'display_name': 'CHL', 'link': 'https://stackoverflow.com/users/17397004/chl'}",True,59,,,1,-1,1639148129,1637913475,1639148129.0,70121119,CC BY-SA 4.0,https://stackoverflow.com/questions/70121119/calculate-the-difference-values-with-conditions,Calculate the difference values with conditions,70121168.0,,,,
1796,"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 19850139, 'reputation': 76, 'user_id': 14540793, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OUmk4.png?s=256&g=1', 'display_name': 'Sensei Munk', 'link': 'https://stackoverflow.com/users/14540793/sensei-munk'}",True,38,,,1,0,1639144388,1637520998,,70057651,CC BY-SA 4.0,https://stackoverflow.com/questions/70057651/imagedatagenerator-swapping-image-paths,ImageDataGenerator swapping image paths,70305536.0,,,,
1797,['python'],"{'account_id': 23032345, 'reputation': 3, 'user_id': 17151635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ae29b36f51fe858cda9d69f4c1698f5?s=256&d=identicon&r=PG', 'display_name': 'Wild_rasta', 'link': 'https://stackoverflow.com/users/17151635/wild-rasta'}",True,78,,,3,0,1639143567,1637244073,,70021230,CC BY-SA 4.0,https://stackoverflow.com/questions/70021230/starting-loop-at-exact-time-in-the-hour-12-options,Starting loop at exact time in the hour - 12 options,,,,,
1798,"['python', 'dataframe', 'pyspark', 'apache-spark-sql', 'sparkr']","{'account_id': 6595329, 'reputation': 301, 'user_id': 5095318, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4290869587c57007a7da3072b9e04c2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Innovator-programmer', 'link': 'https://stackoverflow.com/users/5095318/innovator-programmer'}",False,81,,,1,0,1639139190,1636632085,1639134035.0,69927953,CC BY-SA 4.0,https://stackoverflow.com/questions/69927953/how-to-do-lag-over-window-partition-similar-to-sparkr-example-code-in-pyspark,How to do lag over window partition similar to SparkR example code in pyspark,,,,,
1799,"['python', 'parsing', 'ascii', 'can-bus']","{'account_id': 18596239, 'reputation': 3, 'user_id': 13552183, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhJvb5pVjrXZnSgHiFpC6YmcoKES6KCXhvHKAyB7Q=k-s256', 'display_name': 'Lyes kheffache', 'link': 'https://stackoverflow.com/users/13552183/lyes-kheffache'}",False,825,,,1,0,1639132578,1636122103,,69854734,CC BY-SA 4.0,https://stackoverflow.com/questions/69854734/python-parse-a-can-log-file-asc-or-blf-that-contains-can-tp-trame-iso-tp,Python Parse a CAN log file (.asc or blf) that contains CAN-TP Trame (ISO-TP),,,,,
1800,"['python', 'tensorflow', 'gpu', 'google-colaboratory']","{'account_id': 20365493, 'reputation': 11, 'user_id': 14938940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b51e922cf0ac12dd98413b9c750bd6ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Elis', 'link': 'https://stackoverflow.com/users/14938940/elis'}",False,485,,,1,1,1639127412,1636218338,1636364309.0,69866123,CC BY-SA 4.0,https://stackoverflow.com/questions/69866123/connecting-to-local-runtime-google-colab-with-gpu-needs-tensorflow-gpu,Connecting to local runtime google colab with GPU needs tensorflow-gpu?,,,,,
1801,"['python', 'mysql', 'pandas']","{'account_id': 11618097, 'reputation': 886, 'user_id': 8510149, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/427cbef04465eaa962f646c0292c82aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Henri', 'link': 'https://stackoverflow.com/users/8510149/henri'}",True,1296,,,1,3,1639125569,1637487640,1637526597.0,70053341,CC BY-SA 4.0,https://stackoverflow.com/questions/70053341/insert-pandas-dataframe-into-mysql-table-mysqlinterfaceerror-python-type-list,Insert pandas dataframe into MySQL table - MySQLInterfaceError: Python type list cannot be converted,,,,,
1802,"['python', 'pandas', 'matplotlib']","{'account_id': 18003730, 'reputation': 233, 'user_id': 13085056, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhBBaYhe3lheprJsExFCooJ7kfoW-ks9Sr3QFDmuA=k-s256', 'display_name': 'Manuel', 'link': 'https://stackoverflow.com/users/13085056/manuel'}",True,259,,,1,1,1639124582,1638091841,1639124582.0,70142098,CC BY-SA 4.0,https://stackoverflow.com/questions/70142098/stacked-horizontal-bar-showing-datetime-areas,Stacked horizontal bar showing datetime areas,70142971.0,,,,
1803,"['python', 'pandas', 'tensorflow', 'tensorly']","{'account_id': 19889795, 'reputation': 47, 'user_id': 14572111, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZW8A2.jpg?s=256&g=1', 'display_name': 'WVimes', 'link': 'https://stackoverflow.com/users/14572111/wvimes'}",True,243,,,1,1,1639112135,1638150355,,70148976,CC BY-SA 4.0,https://stackoverflow.com/questions/70148976/converting-2d-dataframe-to-multidimensional-tensor-in-tensorflow-or-tensorly,Converting 2D Dataframe to Multidimensional Tensor in Tensorflow (or Tensorly),70299908.0,,,,
1804,"['python', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 18208282, 'reputation': 17, 'user_id': 13251301, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38d26bd7a15777663df20324a4a48b34?s=256&d=identicon&r=PG&f=1', 'display_name': 'ac4824', 'link': 'https://stackoverflow.com/users/13251301/ac4824'}",True,64,,,2,0,1639110631,1637728454,1637729550.0,70090778,CC BY-SA 4.0,https://stackoverflow.com/questions/70090778/why-are-the-weights-only-usable-in-training,Why are the weights only usable in training?,70299768.0,,,,
1805,"['javascript', 'python', 'r', 'logic', 'cryptocurrency']","{'account_id': 18680965, 'reputation': 29, 'user_id': 13617505, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ylCp9E2omsk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclF0-3rGhuVfRXVlAMObwzOQRxgoQ/photo.jpg?sz=256', 'display_name': 'Lucas Pereira', 'link': 'https://stackoverflow.com/users/13617505/lucas-pereira'}",False,528,,,1,-1,1639104375,1638142392,,70148373,CC BY-SA 4.0,https://stackoverflow.com/questions/70148373/automated-market-makers-liquidity-pool-question-about-the-calculation,Automated Market Makers - Liquidity Pool - Question about the calculation,,,,,
1806,"['python', 'graphviz', 'pygraphviz', 'leftalign']","{'account_id': 46026, 'reputation': 16273, 'user_id': 135862, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a5a2dd5f01a60b5953b09002ae6a344b?s=256&d=identicon&r=PG', 'display_name': 'Adi Shavit', 'link': 'https://stackoverflow.com/users/135862/adi-shavit'}",True,204,,,2,0,1639095959,1637668238,,70080405,CC BY-SA 4.0,https://stackoverflow.com/questions/70080405/left-justifications-in-graphviz-nodes-via-html-formatting-in-python,Left Justifications in Graphviz Nodes via HTML Formatting in Python,70298379.0,,,,
1807,"['python', 'twitter', 'tweepy']","{'account_id': 19069779, 'reputation': 61, 'user_id': 13924198, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e27e85deb84f385b53e5f2724315481c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Senpai', 'link': 'https://stackoverflow.com/users/13924198/senpai'}",True,967,,,1,0,1639087211,1638095039,1638176430.0,70142469,CC BY-SA 4.0,https://stackoverflow.com/questions/70142469/getting-the-latest-tweet-retweet-and-full-text-of-the-retweet-twitter-api-v2,Getting the latest tweet/retweet and full text of the retweet (Twitter API v2),70297250.0,,,,
1808,"['python', 'pandas', 'tensorflow', 'deep-learning', 'one-hot-encoding']","{'account_id': 16698129, 'reputation': 129, 'user_id': 12068687, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAWkSr4ZxKVYnt_zFnR4Kk5rJDbqWtptLN8xuNoYw=k-s256', 'display_name': 'Khosraw Azizi', 'link': 'https://stackoverflow.com/users/12068687/khosraw-azizi'}",True,341,,,2,5,1639083595,1637888250,,70118623,CC BY-SA 4.0,https://stackoverflow.com/questions/70118623/valueerror-after-attempting-to-use-onehotencoder-and-then-normalize-values-with,ValueError after attempting to use OneHotEncoder and then normalize values with make_column_transformer,70221054.0,,,,
1809,"['python', 'math', 'shortcut']","{'account_id': 22521735, 'reputation': 13, 'user_id': 16715178, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjrhMry_8FeJknXFfq4f-Hqd-3GIHd04jiN98OkhA=k-s256', 'display_name': 'GoldLemur82303', 'link': 'https://stackoverflow.com/users/16715178/goldlemur82303'}",False,141,,,1,1,1639081421,1636679639,1636680186.0,69936821,CC BY-SA 4.0,https://stackoverflow.com/questions/69936821/how-to-i-find-the-last-three-digits-of-a-number-that-is-the-result-of-2ab,How to I find the last three digits of a number that is the result of 2^(a^b),,,,,
1810,"['python', 'deep-learning', 'neural-network', 'pytorch']","{'account_id': 16365332, 'reputation': 321, 'user_id': 11819955, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7177baddc16180da82cacfb8c4df959e?s=256&d=identicon&r=PG', 'display_name': 'Messypuddle', 'link': 'https://stackoverflow.com/users/11819955/messypuddle'}",True,132,,,2,4,1639080820,1638209402,,70159370,CC BY-SA 4.0,https://stackoverflow.com/questions/70159370/why-should-i-use-a-2n-value-and-how-do-i-choose-the-right-one,Why should I use a 2**N value and how do I choose the right one?,70159953.0,,,,
1811,"['python', 'json']","{'account_id': 907114, 'reputation': 611, 'user_id': 941759, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/552889e3ff579575424f280c57cdc747?s=256&d=identicon&r=PG', 'display_name': 'Kulwant', 'link': 'https://stackoverflow.com/users/941759/kulwant'}",True,3994,,,1,2,1639080716,1637700705,1639080716.0,70087659,CC BY-SA 4.0,https://stackoverflow.com/questions/70087659/how-to-convert-multiline-json-to-single-line,How to convert multiline json to single line?,70087949.0,,,,
1812,"['python', 'debugging']","{'account_id': 20364876, 'reputation': 11, 'user_id': 14938453, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29ff755e2a4017fc499f134bf8743183?s=256&d=identicon&r=PG&f=1', 'display_name': 'ajvbun', 'link': 'https://stackoverflow.com/users/14938453/ajvbun'}",True,33,,,2,1,1639073309,1637939085,,70126455,CC BY-SA 4.0,https://stackoverflow.com/questions/70126455/finding-python-source-internals,Finding python source internals,,,,,
1813,"['python', 'multithreading', 'zeromq', 'aiohttp', 'pyzmq']","{'account_id': 22983280, 'reputation': 1, 'user_id': 17109860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwKCp9x05yGcunzMba2rFhArLJ8Vnnlennv05b-=k-s256', 'display_name': 'bob dylan', 'link': 'https://stackoverflow.com/users/17109860/bob-dylan'}",False,175,,,1,0,1639071571,1637601615,,70069885,CC BY-SA 4.0,https://stackoverflow.com/questions/70069885/python-non-blocking-rest-api-with-n-workers-and-zmq,python - non blocking rest api with n workers and zmq,,,,,
1814,"['python', 'websocket', 'https', 'server', 'autobahn']","{'account_id': 5447973, 'reputation': 4128, 'user_id': 4333809, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/eb246fedefccc8b02a3efb989143d3b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zohar81', 'link': 'https://stackoverflow.com/users/4333809/zohar81'}",False,363,,,1,0,1639070637,1638126928,1638127869.0,70146669,CC BY-SA 4.0,https://stackoverflow.com/questions/70146669/create-websocket-over-ssl-and-https-server-in-python,Create websocket over ssl and https server in python,,,,,
1815,"['python', 'scroll', 'jupyter-notebook', 'styling']","{'account_id': 17675249, 'reputation': 133, 'user_id': 12830338, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71693d04e9e533e2c47eb81c4b9e3e67?s=256&d=identicon&r=PG&f=1', 'display_name': 'anon comp', 'link': 'https://stackoverflow.com/users/12830338/anon-comp'}",True,109,,,2,6,1639067175,1636920341,,69966739,CC BY-SA 4.0,https://stackoverflow.com/questions/69966739/is-there-a-way-to-make-python-showtraceback-in-jupyter-notebooks-scrollable,Is there a way to make python showtraceback in jupyter notebooks scrollable?,,,,,
1816,"['python', 'mesh', 'numpy-stl']","{'account_id': 14319382, 'reputation': 57, 'user_id': 12219378, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6HSfN.jpg?s=256&g=1', 'display_name': 'AxoyTO', 'link': 'https://stackoverflow.com/users/12219378/axoyto'}",True,517,,,1,0,1639066427,1637423689,1639066427.0,70047528,CC BY-SA 4.0,https://stackoverflow.com/questions/70047528/how-do-you-extract-faces-from-a-numpy-stl-mesh,How do you extract faces from a numpy-stl mesh?,70109272.0,,,,
1817,"['python', 'go', 'protocol-buffers', 'proto', 'grpc-python']","{'account_id': 1446795, 'reputation': 626, 'user_id': 1364965, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/7132085b7f3def420c4c8eec8242f06f?s=256&d=identicon&r=PG', 'display_name': 'u_peerless', 'link': 'https://stackoverflow.com/users/1364965/u-peerless'}",False,339,,,1,-1,1639061874,1637256550,1637256829.0,70024223,CC BY-SA 4.0,https://stackoverflow.com/questions/70024223/proto-file-generated-code-in-python-and-go,"proto file, generated code in python and go",,,,,
1818,"['python', 'excel']","{'account_id': 19835554, 'reputation': 23, 'user_id': 14529292, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-bGDnjLMJSP0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck-x_iTA5wf5eVxNhBfIm6rxEZzag/s96-c/photo.jpg?sz=256', 'display_name': 'Ellis Nijland', 'link': 'https://stackoverflow.com/users/14529292/ellis-nijland'}",True,64,,,1,0,1639058095,1636959285,,69970400,CC BY-SA 4.0,https://stackoverflow.com/questions/69970400/python-permissionerror,Python PermissionError,70291143.0,,,,
1819,"['python', 'spacy']","{'account_id': 10871354, 'reputation': 1505, 'user_id': 7993163, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/P4RWP.jpg?s=256&g=1', 'display_name': 'Emiliano Viotti', 'link': 'https://stackoverflow.com/users/7993163/emiliano-viotti'}",True,293,,,2,2,1639057909,1637688123,1639057909.0,70085180,CC BY-SA 4.0,https://stackoverflow.com/questions/70085180/is-it-possible-to-export-and-use-a-spacy-ner-model-without-an-vocab-and-inject-t,Is it possible to export and use a spaCy NER model without an vocab and inject tokens/vectors on the fly?,70092890.0,,,,
1820,"['python', 'pandas']","{'account_id': 23317756, 'reputation': 29, 'user_id': 17396150, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gik45sAxlYUetErC1TqOAqlTyu3kFCAC_BgdZkwag=k-s256', 'display_name': 'Rostyslav Chayka', 'link': 'https://stackoverflow.com/users/17396150/rostyslav-chayka'}",True,170,,,2,-2,1639057899,1637442622,1639051073.0,70049892,CC BY-SA 4.0,https://stackoverflow.com/questions/70049892/best-way-to-fix-pandas-dataframe-with-some-cell-values-in-wrong-columns,Best way to fix pandas DataFrame with some cell values in wrong columns,70288218.0,,,,
1821,"['python', 'datetime', 'timezone', 'timezone-offset', 'pytz']","{'account_id': 23437127, 'reputation': 19, 'user_id': 17495091, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxhwmHlvy7AZrc57QEgDA91TJCbp8YcJiHY4ofV=k-s256', 'display_name': 'user17495091', 'link': 'https://stackoverflow.com/users/17495091/user17495091'}",False,181,,,2,0,1639055912,1637775827,,70100671,CC BY-SA 4.0,https://stackoverflow.com/questions/70100671/odd-timezone-behaviour-in-python-pytz,Odd timezone behaviour in python (pytz),,,,,
1822,"['python', 'python-3.x', 'date']","{'account_id': 5651777, 'reputation': 488, 'user_id': 4472095, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://lh4.googleusercontent.com/-iV1Si129M1E/AAAAAAAAAAI/AAAAAAAABUk/waP2zx4NliM/photo.jpg?sz=256', 'display_name': 'Diego Gaona', 'link': 'https://stackoverflow.com/users/4472095/diego-gaona'}",True,67,,,2,0,1639055702,1637622267,1638997333.0,70073429,CC BY-SA 4.0,https://stackoverflow.com/questions/70073429/complete-list-of-dictionaries-with-date-and-zero-values-for-the-missing-months-i,Complete list of dictionaries with date and zero values for the missing months in a range,70290575.0,,,,
1823,"['python', 'python-3.x', 'can-bus', 'python-can', 'j1939']","{'account_id': 21905765, 'reputation': 47, 'user_id': 16190855, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ec21dbd1a39c89486da2cc866716ffa?s=256&d=identicon&r=PG&f=1', 'display_name': 'PythonIsCool', 'link': 'https://stackoverflow.com/users/16190855/pythoniscool'}",True,798,,,1,1,1639051544,1636567803,,69918185,CC BY-SA 4.0,https://stackoverflow.com/questions/69918185/python-can-script-receiving-half-of-the-expected-can-messages,Python-CAN script receiving half of the expected CAN messages,70289645.0,,,,
1824,"['python', 'python-2.7', 'opencv']","{'account_id': 23346007, 'reputation': 9, 'user_id': 17420298, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh0X_pH22izjjv7W_ejeIEnl6nCyRoMvGegLBa1xg=k-s256', 'display_name': 'Cai Tufei', 'link': 'https://stackoverflow.com/users/17420298/cai-tufei'}",True,692,,,1,-2,1639043039,1636994744,1637149248.0,69977948,CC BY-SA 4.0,https://stackoverflow.com/questions/69977948/error-when-trying-to-install-opencv-python-package-4-3-on-python-2-7,Error when trying to install opencv-python package 4.3 on python 2.7,,,,,
1825,"['python', 'django', 'reportlab']","{'account_id': 20927200, 'reputation': 47, 'user_id': 17240407, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi627UlcB9ulmpxec8j4zwAzJKqK5tPDY5y-XMh=k-s256', 'display_name': 'riccardo test', 'link': 'https://stackoverflow.com/users/17240407/riccardo-test'}",True,286,,,1,1,1639042148,1637764340,,70097934,CC BY-SA 4.0,https://stackoverflow.com/questions/70097934/reportlab-use-for-loop-to-create-multiple-tables,reportlab use for loop to create multiple tables,70287477.0,,,,
1826,"['python', 'widget', 'voila']","{'account_id': 23229055, 'reputation': 11, 'user_id': 17320112, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78a4596c57beaba836cf4bc6358adcdd?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/17320112/mark'}",True,88,,,1,1,1639037821,1635952082,1635952510.0,69827247,CC BY-SA 4.0,https://stackoverflow.com/questions/69827247/voila-unwanted-refresh-for-scatter-plot,Voila unwanted refresh for scatter plot,,,,,
1827,"['python', 'tensorflow', 'keras', 'deep-learning', 'lstm']","{'account_id': 18527221, 'reputation': 1278, 'user_id': 13498838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a71407a39b74249c03dd108118272b7a?s=256&d=identicon&r=PG&f=1', 'display_name': 'jda5', 'link': 'https://stackoverflow.com/users/13498838/jda5'}",True,222,,,1,0,1639033823,1637781881,1639033823.0,70101855,CC BY-SA 4.0,https://stackoverflow.com/questions/70101855/tensorflow-valueerror-shapes-are-incompatible,TensorFlow: ValueError: Shapes are incompatible,70107413.0,,,,
