,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
1782,"['python', 'amazon-web-services', 'boto3']","{'account_id': 271958, 'reputation': 114885, 'user_id': 562769, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/e86681e49622d52817b36fd2a4c936b7?s=256&d=identicon&r=PG', 'display_name': 'Martin Thoma', 'link': 'https://stackoverflow.com/users/562769/martin-thoma'}",True,1952,2,2,1619222759,1594355885,1594357673.0,62827430,CC BY-SA 4.0,https://stackoverflow.com/questions/62827430/what-is-the-difference-between-boto3-session-client-and-boto3-client,What is the difference between boto3.Session().client and boto3.client?,,,62827586.0,,,,
1783,"['python', 'tkinter', 'extract']","{'account_id': 18088825, 'reputation': 53, 'user_id': 13149001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0dd000a787bf8a0187a62d62118c023?s=256&d=identicon&r=PG&f=1', 'display_name': 'Genoxidus', 'link': 'https://stackoverflow.com/users/13149001/genoxidus'}",True,464,2,0,1619219356,1595182364,1599789198.0,62983967,CC BY-SA 4.0,https://stackoverflow.com/questions/62983967/how-do-i-extract-lowercase-vowels-consonants-in-python,How do I extract lowercase vowels/consonants in Python?,,,,,,,
1784,"['python', 'selenium', 'web-scraping']","{'account_id': 12252933, 'reputation': 53, 'user_id': 8942728, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6cccb12a4392c3713855914bc8815673?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/8942728/ryan'}",True,784,1,2,1619174475,1594126976,1594144601.0,62775924,CC BY-SA 4.0,https://stackoverflow.com/questions/62775924/python-get-text-from-css-property-content-on-a-before-pseudo-element-in-se,Python - get text from CSS property “content” on a ::before pseudo element in Selenium?,,,62781104.0,,,,
1785,"['python', 'tensorflow', 'pip']","{'account_id': 15613770, 'reputation': 1184, 'user_id': 11941084, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TbcPB.jpg?s=256&g=1', 'display_name': 'Furkan Gulsen', 'link': 'https://stackoverflow.com/users/11941084/furkan-gulsen'}",True,11290,3,3,1619122742,1595287340,1595288745.0,63005165,CC BY-SA 4.0,https://stackoverflow.com/questions/63005165/pip-no-matching-distribution-found-for-tensorflow,pip: no matching distribution found for tensorflow,,,63005328.0,,,,
1786,"['python', 'ssh', 'pycharm', 'databricks-connect']","{'account_id': 8461107, 'reputation': 1575, 'user_id': 6346825, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/N4dOP.jpg?s=256&g=1', 'display_name': 'George Sotiropoulos', 'link': 'https://stackoverflow.com/users/6346825/george-sotiropoulos'}",True,2110,3,2,1619101188,1594404204,,62839948,CC BY-SA 4.0,https://stackoverflow.com/questions/62839948/databricks-connect-pycharm-remote-ssh-connection,Databricks connect &amp; PyCharm &amp; remote SSH connection,,,,,,,
1787,"['python', 'tensorflow', 'jupyter-notebook']","{'account_id': 17431202, 'reputation': 161, 'user_id': 12635140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43b65c3ce75e1b81c71dde39b33bd5c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hillal Kumar Roy', 'link': 'https://stackoverflow.com/users/12635140/hillal-kumar-roy'}",True,4201,1,6,1619099817,1594209220,1594209636.0,62794219,CC BY-SA 4.0,https://stackoverflow.com/questions/62794219/tensorflow-gpu-not-showing-in-jupyter-notebook,tensorflow GPU not showing in jupyter notebook,,,62809994.0,,,,
1788,"['python', 'tensorflow', 'deep-learning', 'object-detection', 'bazel']","{'account_id': 19089773, 'reputation': 1, 'user_id': 13940284, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pzrkwnV4pH4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclp4h23kSd1fzf1x_P6jVNTDYNYwA/photo.jpg?sz=256', 'display_name': 'Jirapod Jintasornrom', 'link': 'https://stackoverflow.com/users/13940284/jirapod-jintasornrom'}",False,1465,1,0,1619069917,1594898217,,62933532,CC BY-SA 4.0,https://stackoverflow.com/questions/62933532/build-tensorflow-error-cannot-find-bazel-please-install-bazel,Build Tensorflow Error &quot;Cannot find bazel. Please install bazel&quot;,,,,,,,
1789,"['python', 'pandas', 'function']","{'account_id': 18444237, 'reputation': 9, 'user_id': 13436014, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bZ_KvIxOAJs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMJ32tSHPxEjzChg9P_tu-5gOEj1w/photo.jpg?sz=256', 'display_name': 'Alex Navarro', 'link': 'https://stackoverflow.com/users/13436014/alex-navarro'}",False,100,2,0,1619051535,1593703062,1619051535.0,62699660,CC BY-SA 4.0,https://stackoverflow.com/questions/62699660/why-is-my-python-function-in-pandas-not-returning-any-values,Why is my python function in pandas not returning any values?,,,,,,,
1790,"['python', 'django', 'dictionary', 'django-views']","{'account_id': 5370944, 'reputation': 21, 'user_id': 11508715, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'hardik device', 'link': 'https://stackoverflow.com/users/11508715/hardik-device'}",True,35,2,2,1619029441,1595827727,,63109168,CC BY-SA 4.0,https://stackoverflow.com/questions/63109168/is-it-possible-to-access-values-submitted-through-html-form-rendered-in-preview,"Is it possible to access values submitted through HTML Form, rendered in Preview page, in another views.py method",,,,,,,
1791,"['python', 'tableau-api']","{'account_id': 16897611, 'reputation': 21, 'user_id': 12219801, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDhOXn6tVEox68mGgwf9EG3q_b5MYlgjDhNBxTtWA=k-s256', 'display_name': 'Yohanan', 'link': 'https://stackoverflow.com/users/12219801/yohanan'}",False,393,1,1,1619010802,1596022429,1596026210.0,63152673,CC BY-SA 4.0,https://stackoverflow.com/questions/63152673/cannot-connect-to-tableau-server-using-tableau-server-client-tsc-python,Cannot connect to Tableau Server using Tableau Server Client (TSC-Python),,,,,,,
1792,"['python', 'spyder', 'genetic-algorithm']","{'account_id': 19112237, 'reputation': 53, 'user_id': 13958005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/70363761c2c9c6245feb8be5e09f9cad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mohammad Eltrissi', 'link': 'https://stackoverflow.com/users/13958005/mohammad-eltrissi'}",True,26604,5,5,1618981137,1595161834,1595162473.0,62980313,CC BY-SA 4.0,https://stackoverflow.com/questions/62980313/spyderkernelapp-warning-no-such-comm,SpyderKernelApp WARNING No such comm,,,66236496.0,,,,
1793,"['python', 'debugging', 'dll', 'anaconda']","{'account_id': 10060184, 'reputation': 1907, 'user_id': 7437143, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e6e6a10d62061d1dd0ecb2d0b760eb7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'a.t.', 'link': 'https://stackoverflow.com/users/7437143/a-t'}",True,1531,1,15,1618946281,1593884037,1607891062.0,62732358,CC BY-SA 4.0,https://stackoverflow.com/questions/62732358/how-to-find-which-dll-failed-in-importerror-dll-load-failed-while-importing-i,How to find which DLL failed in &quot;ImportError: DLL load failed while importing&quot; in python?,,,67176640.0,,,,
1794,"['python', 'dictionary']","{'account_id': 5045546, 'reputation': 385, 'user_id': 4051672, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ohHt7.png?s=256&g=1', 'display_name': 'Mike730', 'link': 'https://stackoverflow.com/users/4051672/mike730'}",True,126,3,-1,1618934147,1594307994,1618934147.0,62818233,CC BY-SA 4.0,https://stackoverflow.com/questions/62818233/get-in-a-for-loop,get() in a for loop,,,62935166.0,,,,
1795,"['python', 'cryptography']","{'account_id': 19053446, 'reputation': 3, 'user_id': 13911132, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5d4e2b6dbe5444bf32e417f0b94d0a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'budoya', 'link': 'https://stackoverflow.com/users/13911132/budoya'}",False,220,1,0,1618930720,1594463594,,62848017,CC BY-SA 4.0,https://stackoverflow.com/questions/62848017/using-python-cryptography-module-to-encrypt-recursively,Using Python Cryptography module to encrypt recursively,,,,,,,
1796,"['python', 'python-requests', 'python-multithreading']","{'account_id': 18647019, 'reputation': 41, 'user_id': 13591407, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh74_NZOpX6PKdc_6EEJ9kMmGmIsSIAG0id5EBURQ=k-s256', 'display_name': 'talaing', 'link': 'https://stackoverflow.com/users/13591407/talaing'}",True,69,1,-1,1618929563,1595339445,1618929563.0,63016012,,https://stackoverflow.com/questions/63016012/how-to-get-all-threads-ready-and-send-all-of-them-at-once,How to get all threads ready and send all of them at once,,,,,1595351374.0,Needs details or clarity,
1797,"['python', 'python-3.x', 'math']","{'account_id': 19169731, 'reputation': 35, 'user_id': 14003731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90c098a00f8a3660ecad76b75585f78f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Layoretile', 'link': 'https://stackoverflow.com/users/14003731/layoretile'}",True,247,3,2,1618912367,1595878614,1595879890.0,63122337,CC BY-SA 4.0,https://stackoverflow.com/questions/63122337/why-does-my-code-not-cover-all-cases-python-3-casino-chips-challenge-in-codew,Why does my code not cover all cases? - Python 3 Casino Chips challenge in Codewars,,,63122660.0,1618912785.0,,,
1798,"['python', 'pip', 'huggingface-transformers', 'nlp-question-answering']","{'account_id': 2621257, 'reputation': 69, 'user_id': 2269222, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/065ba2b9228a4ad784320b454155b3e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max Luwang', 'link': 'https://stackoverflow.com/users/2269222/max-luwang'}",True,2192,2,1,1618906389,1594789313,,62907901,CC BY-SA 4.0,https://stackoverflow.com/questions/62907901/cannot-import-name-tfbertforquestionanswering-from-transformers,cannot import name &#39;TFBertForQuestionAnswering&#39; from &#39;transformers&#39;,,,,,,,
1799,"['python', 'keras']","{'account_id': 19028735, 'reputation': 21, 'user_id': 13891292, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-BNkZnI9ylUQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclXbd3FuT0f75FMx1Q6zN0VGD0J6Q/photo.jpg?sz=256', 'display_name': 'hs kim', 'link': 'https://stackoverflow.com/users/13891292/hs-kim'}",False,789,1,2,1618871494,1594206839,,62793541,CC BY-SA 4.0,https://stackoverflow.com/questions/62793541/when-keras-loading-model-missing-1-required-positional-argument-error,"when keras loading model, =missing 1 required positional argument error",,,,,,,
1800,"['python', 'django', 'amazon-ses']","{'account_id': 18052067, 'reputation': 33, 'user_id': 13121484, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20333557f810d794c03bd5ed5c1a7e81?s=256&d=identicon&r=PG&f=1', 'display_name': 'daily_roppo', 'link': 'https://stackoverflow.com/users/13121484/daily-roppo'}",False,680,1,1,1618869540,1595822070,1595830623.0,63108466,CC BY-SA 4.0,https://stackoverflow.com/questions/63108466/ses-from-aws-does-not-work-with-django-due-to-unverified-email,SES from AWS does not work with Django due to unverified Email,,,,,,,
1801,"['python', 'algorithm', 'data-structures', 'priority-queue', 'binary-heap']","{'account_id': 17654365, 'reputation': 645, 'user_id': 12814260, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0dd68114e8c5e9c611fb66eef38ae2d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'hack3r-0m', 'link': 'https://stackoverflow.com/users/12814260/hack3r-0m'}",False,500,0,0,1618865420,1596064607,1596065711.0,63163867,CC BY-SA 4.0,https://stackoverflow.com/questions/63163867/priority-queuesheaps-implementation-for-parallel-processing,Priority Queues(heaps) implementation for parallel processing,,,,,,,
1802,"['python', 'next.js', 'vercel']","{'account_id': 8680924, 'reputation': 588, 'user_id': 6496818, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/48920e8d6e7ea7c82d3cc8d6bb43a77c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kalimantan', 'link': 'https://stackoverflow.com/users/6496818/kalimantan'}",True,567,1,3,1618854129,1595197291,1595200659.0,62986319,CC BY-SA 4.0,https://stackoverflow.com/questions/62986319/vercel-cannot-import-other-functions-with-python-serverless-api,Vercel: Cannot import other functions with Python Serverless API,,,67166807.0,,,,
1803,"['python', 'pandas']","{'account_id': 18931255, 'reputation': 15, 'user_id': 13813286, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh5H22s5CJ6ZChW9VpmE-H7WG6gS4R5GMwb0Ynjtw=k-s256', 'display_name': 'TJ Braunius', 'link': 'https://stackoverflow.com/users/13813286/tj-braunius'}",False,784,1,0,1618842119,1594639104,,62874740,CC BY-SA 4.0,https://stackoverflow.com/questions/62874740/pandas-dataframe-cannot-find-my-first-id-vars-but-i-think-it-is-in-there-any-id,Pandas Dataframe cannot find my first id_vars but I think it is in there. Any idea on how to fix this?,,,,,,,
1804,"['python', 'flutter', 'dart']","{'account_id': 10785708, 'reputation': 3, 'user_id': 7934780, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/985475154921914/picture?type=large', 'display_name': 'Mohamed Adawy', 'link': 'https://stackoverflow.com/users/7934780/mohamed-adawy'}",True,4459,2,0,1618815629,1593963830,1594309536.0,62742897,CC BY-SA 4.0,https://stackoverflow.com/questions/62742897/how-to-use-python-code-with-flutter-application,How to use python code with Flutter application?,,,62743040.0,,,,
1805,"['python', 'performance', 'process', 'pid']","{'account_id': 6257729, 'reputation': 173, 'user_id': 4865758, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ff13eb4d70fd1af00f6f415959f279ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'someCoder', 'link': 'https://stackoverflow.com/users/4865758/somecoder'}",True,1588,5,1,1618719516,1594051523,1594280842.0,62760000,CC BY-SA 4.0,https://stackoverflow.com/questions/62760000/fastest-way-to-detect-if-a-process-is-running,Fastest way to detect if a process is running,,,62823656.0,,,,
1806,"['python', 'pyside2']","{'account_id': 13691984, 'reputation': 257, 'user_id': 9879534, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Chuang Men', 'link': 'https://stackoverflow.com/users/9879534/chuang-men'}",True,6807,4,5,1618699909,1596174627,,63186438,CC BY-SA 4.0,https://stackoverflow.com/questions/63186438/pyside2-installation-problem-on-ubuntu18-04-python-3-8-3-on-anaconda,"pyside2 installation problem on ubuntu18.04, python 3.8.3 on anaconda",,,,,,,
1807,"['python', 'amazon-s3', 'pyspark', 'parquet']","{'user_type': 'does_not_exist', 'display_name': 'user13757206'}",True,1337,1,1,1618664128,1595014906,,62960778,CC BY-SA 4.0,https://stackoverflow.com/questions/62960778/exception-java-gateway-process-exited-before-sending-its-port-number-with-pyspa,Exception: Java gateway process exited before sending its port number with pyspark,,,,,,,
1808,['python'],"{'account_id': 18742293, 'reputation': 165, 'user_id': 13665320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4eeed0fcddd1223d287d9a77536e956?s=256&d=identicon&r=PG&f=1', 'display_name': 'chessguy', 'link': 'https://stackoverflow.com/users/13665320/chessguy'}",True,2022,4,2,1618625835,1595510450,1595512811.0,63055304,CC BY-SA 4.0,https://stackoverflow.com/questions/63055304/no-module-named-base-even-though-base-py-exists,No module named &#39;base&#39; even though base.py exists,,,63055499.0,,,,
1809,"['python', 'git', 'github', 'pip', 'requirements.txt']","{'account_id': 15473978, 'reputation': 2022, 'user_id': 11163122, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xq3vi.png?s=256&g=1', 'display_name': 'Intrastellar Explorer', 'link': 'https://stackoverflow.com/users/11163122/intrastellar-explorer'}",True,9085,2,5,1618591581,1596056447,1596063595.0,63162354,CC BY-SA 4.0,https://stackoverflow.com/questions/63162354/pip-install-via-requirements-txt-specify-a-direct-github-private-repo-branch-n,pip install via requirements.txt specify a direct GitHub private repo + branch name erroring with exit status 128,,,63163676.0,,,,
1810,"['python', 'pandas']","{'account_id': 2416514, 'reputation': 1832, 'user_id': 2110417, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6c50c37630a2c3a75ada1be5806e690c?s=256&d=identicon&r=PG', 'display_name': 'svp', 'link': 'https://stackoverflow.com/users/2110417/svp'}",True,48,1,1,1618569077,1595405867,1618569028.0,63029813,CC BY-SA 4.0,https://stackoverflow.com/questions/63029813/how-to-filter-dataframe-by-values-with-count-more-than-specific-value-in-the-ent,How to filter dataframe by values with count more than specific value in the entire sheet?,,,63029873.0,,,,
1811,"['python', 'atom-editor']","{'account_id': 11663512, 'reputation': 449, 'user_id': 8540947, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/839cf09f981b4262451e605fe759d381?s=256&d=identicon&r=PG&f=1', 'display_name': 'winteralfs', 'link': 'https://stackoverflow.com/users/8540947/winteralfs'}",False,454,1,0,1618505853,1593844553,,62726109,CC BY-SA 4.0,https://stackoverflow.com/questions/62726109/red-dot-and-red-lines-using-the-linter-pylama-with-the-text-editor-atom,Red dot and red lines using the linter pylama with the text editor Atom?,,,,,,,
1812,"['python', 'amazon-web-services', 'aws-lambda', 'amazon-dynamodb', 'keyerror']","{'user_type': 'does_not_exist', 'display_name': 'user10634359'}",False,4380,1,0,1618498942,1593769627,1593770891.0,62712805,CC BY-SA 4.0,https://stackoverflow.com/questions/62712805/keyerror-item-in-dynamodb-get-item-python,KeyError [&#39;Item&#39;] in DynamoDB get_item Python,,,,,,,
1813,"['python', 'django', 'django-forms', 'django-admin']","{'account_id': 6009045, 'reputation': 9404, 'user_id': 4720018, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/GC3h8.png?s=256&g=1', 'display_name': 'djvg', 'link': 'https://stackoverflow.com/users/4720018/djvg'}",False,236,1,0,1618490333,1595608257,1618490333.0,63077727,CC BY-SA 4.0,https://stackoverflow.com/questions/63077727/how-not-to-lose-data-when-filtering-formfield-querysets-in-django-admin,How not to lose data when filtering formfield querysets in Django admin,,,,,,,
1814,"['python', 'pytorch', 'gpu']","{'account_id': 17214072, 'reputation': 1592, 'user_id': 12462568, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10ab0fcb965b13c8c39453ab2b9e08e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leockl', 'link': 'https://stackoverflow.com/users/12462568/leockl'}",True,8934,2,13,1618470017,1594788785,1618469797.0,62907815,CC BY-SA 4.0,https://stackoverflow.com/questions/62907815/pytorch-what-is-the-difference-between-tensor-cuda-and-tensor-totorch-device,PyTorch: What is the difference between tensor.cuda() and tensor.to(torch.device(&quot;cuda:0&quot;))?,,,62908532.0,,,,
1815,"['python', 'arrays', 'pandas', 'numpy', 'series']","{'account_id': 7366524, 'reputation': 771, 'user_id': 5608114, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/1db672a6a6284f1c7972546a40fccd66?s=256&d=identicon&r=PG&f=1', 'display_name': 'alukard990', 'link': 'https://stackoverflow.com/users/5608114/alukard990'}",True,421,1,0,1618462846,1595006339,1618462846.0,62958870,CC BY-SA 4.0,https://stackoverflow.com/questions/62958870/convert-list-of-numpy-arrays-into-pandas-series-of-one-element,Convert list of numpy arrays into pandas series of one element,,,63016079.0,,,,
1816,"['python', 'python-3.x', 'scikit-learn']","{'account_id': 17693038, 'reputation': 21, 'user_id': 13933327, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9250214ba6e16b34f89a8d5d0b8d496f?s=256&d=identicon&r=PG&f=1', 'display_name': 'NatMargo', 'link': 'https://stackoverflow.com/users/13933327/natmargo'}",False,1050,2,-1,1618445068,1594833419,1615048377.0,62920350,,https://stackoverflow.com/questions/62920350/when-to-use-fit-transform-and-transform,When to use fit_transform and transform?,,,,,1618444969.0,Duplicate,
1817,"['python', 'raspberry-pi', 'pygame']","{'account_id': 19051559, 'reputation': 1, 'user_id': 13909621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cec8f52ce871acb61446a0400153e19d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/13909621/ben'}",False,496,1,0,1618428367,1594437540,1594449366.0,62844855,CC BY-SA 4.0,https://stackoverflow.com/questions/62844855/pygame-audio-not-playing-on-startup-raspberry-pi,Pygame audio not playing on startup (Raspberry pi),,,,,,,
1818,"['python', 'django', 'wagtail']","{'account_id': 8863839, 'reputation': 1209, 'user_id': 6619548, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QvIJg.jpg?s=256&g=1', 'display_name': 'alstr', 'link': 'https://stackoverflow.com/users/6619548/alstr'}",True,448,1,2,1618426720,1595352117,1595356067.0,63019768,CC BY-SA 4.0,https://stackoverflow.com/questions/63019768/django-wagtail-most-efficient-way-to-refine-page-queryset-by-multiple-parent-p,Django/Wagtail - most efficient way to refine page queryset by multiple parent pages,,,63020801.0,,,,
1819,"['python', 'discord', 'discord.py']","{'account_id': 18539098, 'reputation': 1253, 'user_id': 13508045, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sLvib.png?s=256&g=1', 'display_name': 'puncher', 'link': 'https://stackoverflow.com/users/13508045/puncher'}",False,1427,1,0,1618414550,1595868563,,63119834,CC BY-SA 4.0,https://stackoverflow.com/questions/63119834/discord-py-how-do-i-block-a-command-from-executing,discord.py: How do I block a command from executing?,,,,,,,
1820,"['python', 'python-3.x', 'git', 'gitpython']","{'account_id': 18954333, 'reputation': 23, 'user_id': 13831264, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-wn6rrXU-qLI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckndidDiPkfe_vqpPXTGla-JnkO0Q/photo.jpg?sz=256', 'display_name': 'Cyber_Pig_908', 'link': 'https://stackoverflow.com/users/13831264/cyber-pig-908'}",True,1629,1,2,1618380829,1594519997,1594523563.0,62856409,CC BY-SA 4.0,https://stackoverflow.com/questions/62856409/how-to-install-gitpython-with-failed-to-initialize-bad-git-executable,"How to install gitpython with, Failed to initialize: Bad git executable",,,62856518.0,,,,
1821,"['python', 'node.js', 'reactjs', 'next.js', 'ethereum']","{'account_id': 17793857, 'reputation': 51, 'user_id': 12922190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b47e77e072df81d3e9264bd1b5dd13c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'KS1798', 'link': 'https://stackoverflow.com/users/12922190/ks1798'}",True,1227,2,5,1618369685,1596191251,1596191675.0,63190114,CC BY-SA 4.0,https://stackoverflow.com/questions/63190114/call-a-python-script-from-react-with-next-routing-and-a-node-js-server,Call a Python script from React with next routing and a node.js server,,,,,,,
1822,"['python', 'github', 'web-applications', 'google-colaboratory', 'online-compilation']","{'account_id': 9178031, 'reputation': 195, 'user_id': 7673979, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6275db413003fe6242592ef30a04b7f?s=256&d=identicon&r=PG&f=1', 'display_name': 'raf', 'link': 'https://stackoverflow.com/users/7673979/raf'}",True,1098,2,-1,1618313431,1595518570,1618313431.0,63057954,CC BY-SA 4.0,https://stackoverflow.com/questions/63057954/how-to-share-my-python-program-online-as-a-web-app-by-keeping-the-source-code-in,How to share my python program online as a web app by keeping the source code in Github?,,,,,,,
1823,"['python', 'beautifulsoup']","{'account_id': 18926282, 'reputation': 69, 'user_id': 13809353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf28d8c2989bd5dc69cd92a206d4a222?s=256&d=identicon&r=PG&f=1', 'display_name': 'c120', 'link': 'https://stackoverflow.com/users/13809353/c120'}",True,150,2,1,1618244510,1595433767,,63038459,CC BY-SA 4.0,https://stackoverflow.com/questions/63038459/soup-find-returning-none-only-sometimes,soup.find returning &quot;none&quot; only sometimes?,,,63038825.0,,,,
1824,"['python', 'etl', 'google-cloud-dataflow', 'apache-beam', 'windowing']","{'account_id': 15037785, 'reputation': 520, 'user_id': 10853669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14714519d0bcb759234a087c4c1a248f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joseph N', 'link': 'https://stackoverflow.com/users/10853669/joseph-n'}",True,862,2,1,1618241575,1593679432,1593681508.0,62692416,CC BY-SA 4.0,https://stackoverflow.com/questions/62692416/how-to-mark-read-files-in-dataflow,How to mark read files in dataflow?,,,,,,,
1825,"['python', 'django', 'graphql', 'graphene-python']","{'account_id': 16012453, 'reputation': 839, 'user_id': 11556154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/215c6f3973478133c5d69eac07f852b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'martin', 'link': 'https://stackoverflow.com/users/11556154/martin'}",False,1351,1,9,1618233341,1595966175,,63141858,CC BY-SA 4.0,https://stackoverflow.com/questions/63141858/graphene-expected-a-value-of-type-xxx-but-received,Graphene: &quot;Expected a value of type XXX but received: ...&quot;,,,,,,,
1826,"['python', 'xilinx', 'petalinux']","{'account_id': 19112092, 'reputation': 61, 'user_id': 13957887, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj5mxzuY9ItPmRAjAINr2C9BtYRmM2fxpdkqWXg=k-s256', 'display_name': 'Arman Zhumakhan', 'link': 'https://stackoverflow.com/users/13957887/arman-zhumakhan'}",True,3995,4,6,1618226501,1595162372,1595211407.0,62980416,CC BY-SA 4.0,https://stackoverflow.com/questions/62980416/python-error-when-installing-xilinx-petalinux-on-ubuntu-20-04,python error when installing Xilinx Petalinux on Ubuntu 20.04,,,,,,,
1827,"['python', 'machine-learning', 'deep-learning', 'pytorch', 'detectron']","{'account_id': 13111048, 'reputation': 1070, 'user_id': 9472066, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/315d38248066a30d65fd550ae731259f?s=256&d=identicon&r=PG&f=1', 'display_name': 'qalis', 'link': 'https://stackoverflow.com/users/9472066/qalis'}",True,6844,1,3,1618225692,1594217777,1594277230.0,62796881,CC BY-SA 4.0,https://stackoverflow.com/questions/62796881/training-detectron2-on-part-of-coco-dataset,Training Detectron2 on part of COCO dataset,,,,,,,
1828,"['python', 'pip', 'package', 'pypi']","{'account_id': 15985353, 'reputation': 23, 'user_id': 11536005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdb5648b9dda875b57c598118d27725f?s=256&d=identicon&r=PG&f=1', 'display_name': 'tikonux', 'link': 'https://stackoverflow.com/users/11536005/tikonux'}",True,10480,2,2,1618214869,1594887056,1597078538.0,62930315,,https://stackoverflow.com/questions/62930315/python-error-when-attempting-to-install-request-package-using-pip,Python error when attempting to install &#39;request&#39; package using pip,,,62971876.0,,1618216324.0,Not suitable for this site,
