,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,accepted_answer_id,protected_date,migrated_from
1744,"['python', 'list', 'for-loop']","{'account_id': 15940007, 'reputation': 98, 'user_id': 11502038, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-OVqQU1-1MIc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc25nuwb2YpyfhvbWPPHr0_kARstw/mo/photo.jpg?sz=256', 'display_name': 'Luis Rodriguez', 'link': 'https://stackoverflow.com/users/11502038/luis-rodriguez'}",True,136,5,-1,1591070393,1557981085,1591070393.0,56160877,CC BY-SA 4.0,https://stackoverflow.com/questions/56160877/how-can-i-append-elements-from-two-lists-into-an-empty-one-using-for-loops,"How can i append elements from two lists into an empty one, using FOR loops?",,,56160928.0,,
1745,"['python', 'neural-network', 'regression']","{'account_id': 15427901, 'reputation': 47, 'user_id': 11130130, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/768fa7560cc45a48cca7ed9be71dbfd8?s=256&d=identicon&r=PG&f=1', 'display_name': 'asc', 'link': 'https://stackoverflow.com/users/11130130/asc'}",True,889,1,1,1591034549,1557932022,1557983422.0,56152262,CC BY-SA 4.0,https://stackoverflow.com/questions/56152262/label-and-integer-as-input-for-neural-network,Label and integer as input for neural network,,,56152494.0,,
1746,"['python', 'replace', 'amazon-redshift', 'user-defined-functions']","{'account_id': 13980288, 'reputation': 213, 'user_id': 10096621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/76ca3ae611c53be9b77869cd49254e4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'user10096621', 'link': 'https://stackoverflow.com/users/10096621/user10096621'}",True,426,1,1,1591034253,1557873292,1591034253.0,56139493,CC BY-SA 4.0,https://stackoverflow.com/questions/56139493/create-python-udf-in-redshift-to-replace-character-from-a-string,Create Python UDF in Redshift to replace character from a string,,,,,
1747,"['python', 'machine-learning']","{'account_id': 15989408, 'reputation': 39, 'user_id': 11538974, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9bfb88a7afa867f9c854d45d581ca4f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Junaid Abbasi', 'link': 'https://stackoverflow.com/users/11538974/junaid-abbasi'}",True,1061,3,2,1591029460,1558604968,1591029460.0,56272515,CC BY-SA 4.0,https://stackoverflow.com/questions/56272515/what-is-one-hot-encoders-categorical-features-used-for,What is one hot encoder&#39;s categorical_features used for?,,,,,
1748,"['python', 'tdd', 'inner-classes', 'python-unittest']","{'account_id': 10595152, 'reputation': 837, 'user_id': 7804910, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xFJHR.jpg?s=256&g=1', 'display_name': 'Victor Deleau', 'link': 'https://stackoverflow.com/users/7804910/victor-deleau'}",True,3022,1,7,1591012494,1557884198,1580392625.0,56140684,CC BY-SA 4.0,https://stackoverflow.com/questions/56140684/how-to-write-inner-class-test-method-in-python-with-unittest,How to write inner class test method in Python with Unittest,,,62128824.0,,
1749,"['python', 'terminal']","{'account_id': 8256202, 'reputation': 91, 'user_id': 6209301, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e6611f5186cc9ea7bade6491f5b024e?s=256&d=identicon&r=PG&f=1', 'display_name': 'niloofar latifian', 'link': 'https://stackoverflow.com/users/6209301/niloofar-latifian'}",False,1529,1,2,1590973075,1557944175,1557950660.0,56155402,CC BY-SA 4.0,https://stackoverflow.com/questions/56155402/importerror-no-module-named-site-mac,ImportError: No module named site - mac,,,,,
1750,"['python', 'pandas']","{'account_id': 15604103, 'reputation': 512, 'user_id': 11257395, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FIycQ.jpg?s=256&g=1', 'display_name': 'Andrea Barnab&#242;', 'link': 'https://stackoverflow.com/users/11257395/andrea-barnab%c3%b2'}",True,3136,2,2,1590954011,1556892410,1590954011.0,55971471,CC BY-SA 4.0,https://stackoverflow.com/questions/55971471/pandas-keep-highest-value-in-every-n-consecutive-rows,Pandas keep highest value in every n consecutive rows,,,55971517.0,,
1751,"['python', 'mysql', 'sql-insert']","{'account_id': 15980092, 'reputation': 43, 'user_id': 11531949, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-QH8Xy6WlN8k/AAAAAAAAAAI/AAAAAAAAB8w/94MfimDX90U/photo.jpg?sz=256', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/11531949/john'}",True,34,1,0,1590905563,1559208538,1590905563.0,56375413,CC BY-SA 4.0,https://stackoverflow.com/questions/56375413/how-to-insert-rows-of-information-into-different-rows-in-a-mysql-database,How to insert rows of information into different rows in a mysql database?,,,56375952.0,,
1752,"['python', 'tensorflow', 'machine-learning', 'keras', 'neural-network']","{'account_id': 28642, 'reputation': 80341, 'user_id': 76701, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/d24c45635a5171615a7cdb936f36daad?s=256&d=identicon&r=PG', 'display_name': 'Ram Rachum', 'link': 'https://stackoverflow.com/users/76701/ram-rachum'}",True,1732,2,9,1590793409,1559226736,,56380303,CC BY-SA 4.0,https://stackoverflow.com/questions/56380303/keras-making-a-neural-network-to-find-a-numbers-modulus,Keras: Making a neural network to find a number&#39;s modulus,,,62078007.0,,
1753,"['python', 'dolphindb']","{'account_id': 11335710, 'reputation': 11, 'user_id': 8311638, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9b607624ef7e304732174febf5888df?s=256&d=identicon&r=PG&f=1', 'display_name': 'JasonYuchen', 'link': 'https://stackoverflow.com/users/8311638/jasonyuchen'}",True,39,1,0,1590786439,1559295019,,56392372,CC BY-SA 4.0,https://stackoverflow.com/questions/56392372/how-to-keep-time-index-when-using-dolphindb-python-api,How to keep time index when using DolphinDB Python API,,,,,
1754,"['python', 'python-3.x', 'python-2.7', 'exe', 'pyinstaller']","{'account_id': 15245378, 'reputation': 505, 'user_id': 11000383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15247a7958a4261fddfb2dbe10523dfb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tania Rheeder', 'link': 'https://stackoverflow.com/users/11000383/tania-rheeder'}",True,7620,2,2,1590782182,1557930946,1557999931.0,56151913,CC BY-SA 4.0,https://stackoverflow.com/questions/56151913/windows-pyinstaller-error-failed-to-execute-script-when-app-clicked,Windows- Pyinstaller Error “failed to execute script ” When App Clicked,,,56152114.0,,
1755,"['python', 'docker-compose']","{'account_id': 12294944, 'reputation': 23, 'user_id': 9679370, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93397b193c20710b11296c54942f70a5?s=256&d=identicon&r=PG&f=1', 'display_name': 'RAZVAN LISMANU', 'link': 'https://stackoverflow.com/users/9679370/razvan-lismanu'}",True,682,2,0,1590736569,1558714862,1558715253.0,56296332,CC BY-SA 4.0,https://stackoverflow.com/questions/56296332/why-connectionerror-using-python-in-docker-compose,Why ConnectionError using python in docker-compose?,,,,,
1756,"['python', 'pandas', 'data-visualization', 'altair']","{'account_id': 3167921, 'reputation': 597, 'user_id': 2677495, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/jYXyg.jpg?s=256&g=1', 'display_name': 'pac w', 'link': 'https://stackoverflow.com/users/2677495/pac-w'}",True,4031,1,10,1590712356,1559127504,1559250365.0,56358977,CC BY-SA 4.0,https://stackoverflow.com/questions/56358977/how-to-show-a-histogram-of-percentages-instead-of-counts-using-altair,How to show a histogram of percentages instead of counts using Altair,,,56366521.0,,
1757,"['python', 'django']","{'account_id': 6922624, 'reputation': 41, 'user_id': 5314711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cbb5e00c5d03b3dd08d70aa1e3d6df89?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jonel Mercado', 'link': 'https://stackoverflow.com/users/5314711/jonel-mercado'}",True,1065,2,0,1590666123,1557535304,1557536664.0,56086317,CC BY-SA 4.0,https://stackoverflow.com/questions/56086317/how-do-i-upload-files-through-a-createview-using-an-inline-formset,How do I upload files through a CreateView using an inline formset?,,,56086709.0,,
1758,"['python', 'spacy']","{'account_id': 15428527, 'reputation': 177, 'user_id': 11130604, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-CO_the3CoLc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdsms9NpCz2z7c10HOSWDClnkEZ9w/mo/photo.jpg?sz=256', 'display_name': 'Natalia Resende', 'link': 'https://stackoverflow.com/users/11130604/natalia-resende'}",False,486,2,0,1590664725,1556643793,1556798849.0,55925671,CC BY-SA 4.0,https://stackoverflow.com/questions/55925671/error-message-when-running-a-model-from-spacy-package,Error message when running a model from spacy package,,,,,
1759,"['python', 'python-3.x', 'google-colaboratory', 'python-module']","{'account_id': 8040580, 'reputation': 69, 'user_id': 6306387, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CoHVi.jpg?s=256&g=1', 'display_name': 'Arash Ashrafzadeh', 'link': 'https://stackoverflow.com/users/6306387/arash-ashrafzadeh'}",True,3030,1,5,1590591123,1556955949,1590591123.0,55980568,CC BY-SA 4.0,https://stackoverflow.com/questions/55980568/does-google-colab-use-my-internet-traffic-while-downloading-a-dataset-or-importi,Does Google Colab use my internet traffic while downloading a dataset or importing a new package into colab notebook?,,,61169238.0,,
1760,"['javascript', 'python', 'firebase', 'firebase-authentication', 'google-signin']","{'account_id': 5914827, 'reputation': 91, 'user_id': 4653948, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc28abadab8d24879dca893893c54347?s=256&d=identicon&r=PG&f=1', 'display_name': 'durairajaa', 'link': 'https://stackoverflow.com/users/4653948/durairajaa'}",True,2035,2,4,1590572771,1557564302,1557584552.0,56088662,CC BY-SA 4.0,https://stackoverflow.com/questions/56088662/not-getting-email-from-firebase-verify-id-token-using-google-sign-in,Not getting &quot;email&quot; from firebase verify id token using google sign in,,,,,
1761,"['python', 'pycharm', 'bdd', 'python-behave']","{'account_id': 15930557, 'reputation': 21, 'user_id': 11495035, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10211407227416817/picture?type=large', 'display_name': 'Kamil G', 'link': 'https://stackoverflow.com/users/11495035/kamil-g'}",True,1895,2,2,1590542074,1557781432,,56119841,CC BY-SA 4.0,https://stackoverflow.com/questions/56119841/pycharm-how-to-get-rid-of-undefined-step-reference-warning,PyCharm - how to get rid of &quot;Undefined step reference&quot; warning,,,56192286.0,,
1762,"['python', 'matplotlib', 'data-visualization']","{'account_id': 7317848, 'reputation': 1509, 'user_id': 5574794, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XwUaJ.jpg?s=256&g=1', 'display_name': 'Bowen Peng', 'link': 'https://stackoverflow.com/users/5574794/bowen-peng'}",True,16692,2,14,1590516779,1558416974,,56231689,CC BY-SA 4.0,https://stackoverflow.com/questions/56231689/how-to-set-the-default-figure-size-and-dpi-of-all-plots-drawn-by-matplotlib-pyp,How to set the default figure size and DPI of all plots drawn by `matplotlib.pyplot`,,,56232047.0,,
1763,"['python', 'list']","{'account_id': 14424921, 'reputation': 4130, 'user_id': 10419999, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MDuyv.jpg?s=256&g=1', 'display_name': 'Shijith', 'link': 'https://stackoverflow.com/users/10419999/shijith'}",True,99,6,1,1590505126,1559046961,1559106972.0,56342452,CC BY-SA 4.0,https://stackoverflow.com/questions/56342452/how-to-remove-empty-strings-from-the-end-of-a-list-of-strings-only-at-the-end,How to remove empty strings from the end of a list of strings (only at the end),,,56342489.0,,
1764,"['python', 'opencv', 'frame', 'webcam', 'google-colaboratory']","{'account_id': 11498259, 'reputation': 113, 'user_id': 8426808, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2O4qc.jpg?s=256&g=1', 'display_name': 'Surya Palaniswamy', 'link': 'https://stackoverflow.com/users/8426808/surya-palaniswamy'}",False,5075,2,2,1590497162,1558349852,1576237022.0,56219527,,https://stackoverflow.com/questions/56219527/real-time-frame-grabbing-from-video-through-webcam-on-google-colab,Real time frame grabbing from video through webcam on google colab,1612471011.0,Duplicate,,,
1765,"['python', 'keras', 'tensorflow2.0']","{'account_id': 965156, 'reputation': 4499, 'user_id': 988709, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ad8a700cff2fea2fba87c2309f784026?s=256&d=identicon&r=PG', 'display_name': 'tidy', 'link': 'https://stackoverflow.com/users/988709/tidy'}",True,1351,2,3,1590492998,1559273516,,56388324,CC BY-SA 4.0,https://stackoverflow.com/questions/56388324/csvlogger-does-not-work-for-model-evaluate-process-for-keras,CSVLogger does not work for model.evaluate process for keras,,,56396999.0,,
1766,"['python', 'pdf', 'pdfrw']","{'account_id': 16030390, 'reputation': 265, 'user_id': 11569490, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e812ac0899f8900013d9e192eee7f25d?s=256&d=identicon&r=PG&f=1', 'display_name': 'wmoskal', 'link': 'https://stackoverflow.com/users/11569490/wmoskal'}",True,1288,1,0,1590425665,1559133709,,56360928,CC BY-SA 4.0,https://stackoverflow.com/questions/56360928/how-do-you-auto-check-a-checkbox-or-radio-button-on-a-fillable-pdf-using-pdfrw,"How do you auto-check a checkbox or radio-button on a fillable pdf, using pdfrw or some other python tool such as PyPDF?",,,,,
1767,"['python', 'pandas', 'matplotlib', 'data-visualization', 'seaborn']","{'account_id': 8723130, 'reputation': 1519, 'user_id': 6541950, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/2e20d7b818f77d9851d86428783a5d4d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Coolio2654', 'link': 'https://stackoverflow.com/users/6541950/coolio2654'}",True,3614,1,2,1590403863,1559080597,1590403863.0,56350531,CC BY-SA 4.0,https://stackoverflow.com/questions/56350531/seaborn-violinplot-experiences-difficulty-with-too-many-variables,Seaborn: Violinplot experiences difficulty with too many variables?,,,,,
1768,"['python', 'python-3.x', 'class']","{'account_id': 12068354, 'reputation': 39, 'user_id': 8824581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cc69e0c55997534e3b004f349ff90f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zachary Chan', 'link': 'https://stackoverflow.com/users/8824581/zachary-chan'}",True,75,2,-1,1590384352,1559293105,1590384352.0,56391827,CC BY-SA 4.0,https://stackoverflow.com/questions/56391827/is-there-any-method-like-init-subclass-before-python-3-6,Is there any method like __init_subclass__() before python 3.6,,,,,
1769,"['python', 'python-3.x', 'flask', 'websocket']","{'account_id': 13108017, 'reputation': 2805, 'user_id': 9470099, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1794157777557736/picture?type=large', 'display_name': 'Jeeva', 'link': 'https://stackoverflow.com/users/9470099/jeeva'}",True,2413,1,6,1590259499,1556807426,,55954664,CC BY-SA 4.0,https://stackoverflow.com/questions/55954664/websocket-exceptions-websocketbadstatusexception-handshake-status-404-not-foun,websocket._exceptions.WebSocketBadStatusException: Handshake status 404 NOT FOUND,,,61976988.0,,
1770,"['python', 'python-2.7', 'argparse', 'python-unittest']","{'account_id': 8570677, 'reputation': 3779, 'user_id': 6421708, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ce02d68b03f4c80b23f59ea76bd29d74?s=256&d=identicon&r=PG&f=1', 'display_name': 'Keith', 'link': 'https://stackoverflow.com/users/6421708/keith'}",True,716,1,4,1590256180,1557366635,1590256180.0,56051125,CC BY-SA 4.0,https://stackoverflow.com/questions/56051125/how-can-i-remove-cli-arguments-using-argparse-so-unittest-will-accept-arg-list,How can I remove CLI arguments using argparse so unittest will accept arg list,,,,,
1771,"['python', 'opencv']","{'account_id': 15936347, 'reputation': 31, 'user_id': 11499442, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2AKRNInrIHs/AAAAAAAAAAI/AAAAAAAAITc/MykXY0VyJPk/photo.jpg?sz=256', 'display_name': 'Hanane Triy', 'link': 'https://stackoverflow.com/users/11499442/hanane-triy'}",False,2170,1,1,1590241000,1557873543,,56139527,CC BY-SA 4.0,https://stackoverflow.com/questions/56139527/i-can-not-open-the-webcam-using-videocapture-of-cv2,I can not open the webcam using VideoCapture of cv2,,,,,
1772,"['python', 'sorting', 'stability']","{'account_id': 14964913, 'reputation': 3, 'user_id': 10803489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb516baa0c2f9b40106338b15e763764?s=256&d=identicon&r=PG&f=1', 'display_name': 'marcm', 'link': 'https://stackoverflow.com/users/10803489/marcm'}",True,229,1,0,1590212328,1557013367,1590212328.0,55987727,CC BY-SA 4.0,https://stackoverflow.com/questions/55987727/is-sort-unstable-in-python-when-using-cmp-to-key,Is sort unstable in Python when using cmp_to_key?,,,55987779.0,,
1773,"['python', 'matplotlib', 'maps', 'matplotlib-basemap']","{'account_id': 11216995, 'reputation': 119, 'user_id': 8229268, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62904f091ae76fd58d107f91a8fc559b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael Erb', 'link': 'https://stackoverflow.com/users/8229268/michael-erb'}",True,1290,1,2,1590150510,1558735238,,56299971,CC BY-SA 4.0,https://stackoverflow.com/questions/56299971/when-i-use-basemap-in-python-longitude-is-sometimes-reversed-flipping-the-map,"When I use basemap in python, longitude is sometimes reversed, flipping the map",,,61890148.0,,
1774,"['python', 'django']","{'account_id': 10842536, 'reputation': 87, 'user_id': 7973284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a8b7baa11609ce32237efed8a8286c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'dmoxy', 'link': 'https://stackoverflow.com/users/7973284/dmoxy'}",True,9504,1,2,1590133663,1556725081,1590133663.0,55938811,CC BY-SA 4.0,https://stackoverflow.com/questions/55938811/how-to-fix-cannot-unpack-non-iterable-nonetype-object-error-in-django-admin-wh,How to fix &quot;cannot unpack non-iterable NoneType object&quot; error in django admin whilst using custom user model,,,55940734.0,,
1775,"['python', 'algorithm-animation', 'manim']","{'account_id': 8904595, 'reputation': 11841, 'user_id': 6646912, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/a5KWm.jpg?s=256&g=1', 'display_name': 'krassowski', 'link': 'https://stackoverflow.com/users/6646912/krassowski'}",True,1071,1,1,1590092519,1558634242,1590092519.0,56280634,CC BY-SA 4.0,https://stackoverflow.com/questions/56280634/how-to-make-a-dashed-rectangle-with-consistent-spacing-in-manim,How to make a dashed rectangle with consistent spacing in manim?,,,56284760.0,,
1776,"['python', 'macos', 'unix', 'robotframework']","{'account_id': 8109631, 'reputation': 2624, 'user_id': 6110169, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/5c92235ac0abcd8ec2df0b9b1a6faeaf?s=256&d=identicon&r=PG&f=1', 'display_name': 'AutoTester213', 'link': 'https://stackoverflow.com/users/6110169/autotester213'}",False,1350,1,0,1590091472,1559046703,,56342365,CC BY-SA 4.0,https://stackoverflow.com/questions/56342365/changing-robot-framework-to-use-python-3-x-on-mac,Changing Robot Framework to use Python 3.x On Mac,,,,,
1777,"['python', 'folium', 'choropleth']","{'user_type': 'does_not_exist', 'display_name': 'user11444248'}",True,1625,1,3,1590086153,1556834028,1556834923.0,55960740,CC BY-SA 4.0,https://stackoverflow.com/questions/55960740/folium-choropleth-key-on-issue,Folium Choropleth &quot;key_on&quot; issue,,,,,
1778,"['python', 'otrs']","{'account_id': 7772129, 'reputation': 37, 'user_id': 5881285, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b0bc333c75730416d4bfb4c6717b387?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dan Mukh', 'link': 'https://stackoverflow.com/users/5881285/dan-mukh'}",False,265,1,1,1590056366,1557986047,,56161639,CC BY-SA 4.0,https://stackoverflow.com/questions/56161639/pyotrs-connection-to-the-remote-server-is-aborted-by-the-remote-end,PyOTRS connection to the remote server is aborted by the remote end,,,,,
1779,"['python', 'ml.net']","{'account_id': 8624929, 'reputation': 761, 'user_id': 6458418, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/3cd2c4f9f478ed556b1e7d707b54a696?s=256&d=identicon&r=PG&f=1', 'display_name': 'knowdotnet', 'link': 'https://stackoverflow.com/users/6458418/knowdotnet'}",True,4793,2,4,1590010271,1558413983,,56231247,CC BY-SA 4.0,https://stackoverflow.com/questions/56231247/numpy-pandas-counterpart-in-net-or-netcore,"Numpy, Pandas counterpart in .Net or .Netcore",,,56280314.0,,
1780,"['python', 'django']","{'account_id': 10045205, 'reputation': 593, 'user_id': 7426855, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/d9ad1710124b34d9515634e799fd7b8e?s=256&d=identicon&r=PG', 'display_name': 'Caspian', 'link': 'https://stackoverflow.com/users/7426855/caspian'}",True,2363,1,1,1590000263,1557003242,1589992234.0,55986708,CC BY-SA 4.0,https://stackoverflow.com/questions/55986708/typeerror-expected-str-bytes-or-os-pathlike-object-not-tuple-in-a-minimal-dj,"TypeError: expected str, bytes or os.PathLike object, not tuple, in a minimal Django application",,,55986961.0,,
1781,"['python', 'mysql', 'python-3.x']","{'account_id': 12701643, 'reputation': 33, 'user_id': 9228160, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/l7ymq.jpg?s=256&g=1', 'display_name': 'J.wang', 'link': 'https://stackoverflow.com/users/9228160/j-wang'}",False,1116,1,0,1589992414,1557238276,1589992414.0,56024565,CC BY-SA 4.0,https://stackoverflow.com/questions/56024565/import-mysqldb%e6%8a%a5%e9%94%99importerror-cannot-import-name-mysql-from-mysqldb-d-pyth,import MySQLdb报错ImportError: cannot import name &#39;_mysql&#39; from &#39;MySQLdb&#39; (D:\python\lib\site-packages\MySQLdb\__init__.py),,,,,
1782,"['python', 'django', 'django-views', 'modelform']","{'account_id': 15626987, 'reputation': 787, 'user_id': 11274362, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a9668a95dcf933da5e9771a5969e986?s=256&d=identicon&r=PG&f=1', 'display_name': 'Whale 52Hz', 'link': 'https://stackoverflow.com/users/11274362/whale-52hz'}",True,633,2,1,1589992333,1557174310,1589992333.0,56011963,CC BY-SA 4.0,https://stackoverflow.com/questions/56011963/the-view-didnt-return-an-httpresponse-object-when-use-redirect,The view didn&#39;t return an HttpResponse object when use redirect(),,,56012008.0,,
1783,"['python', 'django', 'django-forms']","{'account_id': 15874896, 'reputation': 11, 'user_id': 11454417, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Od5Gy7Bzltw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reiQRS4Ka8GlhPB-as28JEsjLKC0Q/mo/photo.jpg?sz=256', 'display_name': '試験健介', 'link': 'https://stackoverflow.com/users/11454417/%e8%a9%a6%e9%a8%93%e5%81%a5%e4%bb%8b'}",False,71,1,1,1589992274,1557040163,1589992274.0,55989662,CC BY-SA 4.0,https://stackoverflow.com/questions/55989662/is-there-any-way-to-customize-the-order-of-multiple-fields-for-forms-form-class,Is there any way to customize the order of multiple fields for forms.Form class with a field initiated by __init__?,,,,,
1784,"['python', 'tensorflow', 'keras']","{'account_id': 15808346, 'reputation': 175, 'user_id': 11406244, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50fe3a22dbb1ce7159d2ae4f20d7b5c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'nadia', 'link': 'https://stackoverflow.com/users/11406244/nadia'}",True,3540,1,8,1589965320,1556641994,1556680750.0,55925283,CC BY-SA 4.0,https://stackoverflow.com/questions/55925283/what-is-the-difference-between-conv2d-and-conv2d-in-keras,what is the difference between conv2d and Conv2D in Keras?,,,55930169.0,,
1785,"['python', 'python-3.x', 'ssl', 'python-requests', 'ssl-certificate']","{'account_id': 8135427, 'reputation': 2949, 'user_id': 6127225, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/4xYkH.jpg?s=256&g=1', 'display_name': 'Ryan Cocuzzo', 'link': 'https://stackoverflow.com/users/6127225/ryan-cocuzzo'}",True,1641,2,0,1589885436,1558255837,1558481622.0,56206187,CC BY-SA 4.0,https://stackoverflow.com/questions/56206187/ssl-request-failed-python-osx,SSL Request Failed - Python OSX,,,56245551.0,,
1786,"['python', 'function', 'numpy', 'sum']","{'account_id': 1258928, 'reputation': 746, 'user_id': 1217778, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/be395911a8f8e6ce26b0c1c9b410ec67?s=256&d=identicon&r=PG', 'display_name': 'Jan', 'link': 'https://stackoverflow.com/users/1217778/jan'}",True,124,1,1,1589850065,1557486872,1557489167.0,56076535,CC BY-SA 4.0,https://stackoverflow.com/questions/56076535/python-summation-of-a-function-implementation,Python - Summation of a function implementation,,,56076956.0,,
1787,"['python', 'excel', 'pandas', 'dataframe', 'pygsheets']","{'account_id': 5311070, 'reputation': 103, 'user_id': 4237386, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c49494f69e388340cfe34549d8154af4?s=256&d=identicon&r=PG&f=1', 'display_name': 'impostorsyndrome', 'link': 'https://stackoverflow.com/users/4237386/impostorsyndrome'}",False,551,1,2,1589824324,1558040678,,56176619,CC BY-SA 4.0,https://stackoverflow.com/questions/56176619/how-do-i-insert-an-excel-sheet-or-csv-into-google-sheets-using-pygsheets-with-o,How do I insert an Excel sheet or CSV into Google Sheets using pygsheets (with or without Pandas)?,,,,,
1788,"['python', 'sql', 'django', 'django-models']","{'account_id': 4804260, 'reputation': 366, 'user_id': 3879901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'benito_h', 'link': 'https://stackoverflow.com/users/3879901/benito-h'}",False,89,1,0,1589802854,1559130275,1589802854.0,56359866,CC BY-SA 4.0,https://stackoverflow.com/questions/56359866/django-complex-postgres-query-parsing,django complex postgres query parsing,,,,,
1789,"['python', 'routing', 'constraint-programming', 'or-tools']","{'account_id': 1414311, 'reputation': 394, 'user_id': 1340260, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4dcb1f6d87de6f4eef6c850bccf11b0f?s=256&d=identicon&r=PG', 'display_name': 'Rohit Haritash', 'link': 'https://stackoverflow.com/users/1340260/rohit-haritash'}",True,2070,2,1,1589781328,1557742413,1557744075.0,56110251,CC BY-SA 4.0,https://stackoverflow.com/questions/56110251/setting-distance-dimension-in-or-tools-for-vehicle-routing-problem,Setting distance Dimension in Or tools for vehicle routing problem,,,56358309.0,,
1790,"['python', 'python-3.x']","{'account_id': 15930777, 'reputation': 21, 'user_id': 11495191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7130207015c709e948415b5b3567c5b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Loopy1687', 'link': 'https://stackoverflow.com/users/11495191/loopy1687'}",True,2327,1,2,1589674606,1558794952,1558814040.0,56305787,CC BY-SA 4.0,https://stackoverflow.com/questions/56305787/adding-multiple-attachments-to-outlook-email-based-off-elements-in-a-list,Adding multiple attachments to outlook email based off elements in a list,,,,,
