,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from,protected_date
1717,"['c++', 'pointer-to-member']","{'account_id': 21832084, 'reputation': 21, 'user_id': 16126906, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiwNt4S7EOByPNrx9EFxKJytYawqcYnMg3bu-DMJA=k-s256', 'display_name': 'Dennis', 'link': 'https://stackoverflow.com/users/16126906/dennis'}",True,57,71130866.0,1,-1,1644947868,1644944149,71130388,CC BY-SA 4.0,https://stackoverflow.com/questions/71130388/how-to-exactly-invoke-a-function-by-using-a-member-function-pointerand-generics,How to exactly invoke a function by using a member function pointer(and generics)?,1644945063.0,,,,
1718,['c++'],"{'account_id': 20303920, 'reputation': 37, 'user_id': 14892673, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df591e976597f235f567398f740be5e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rosalyo', 'link': 'https://stackoverflow.com/users/14892673/rosalyo'}",True,52,71130767.0,2,0,1644947810,1644945292,71130626,CC BY-SA 4.0,https://stackoverflow.com/questions/71130626/base-class-constructor-automatic-call,Base class constructor automatic call,1644945447.0,,,,
1719,"['c++', 'windows', 'winapi']","{'account_id': 2388869, 'reputation': 326, 'user_id': 2089173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6aff6eba9d6f443a99a5fdf6f932db5?s=256&d=identicon&r=PG', 'display_name': 'Andrei Kalantarian', 'link': 'https://stackoverflow.com/users/2089173/andrei-kalantarian'}",True,131,71130951.0,1,0,1644946724,1644945771,71130727,CC BY-SA 4.0,https://stackoverflow.com/questions/71130727/what-win32-message-is-sent-to-window-at-the-beginning-of-resize,What Win32 message is sent to window at the beginning of resize?,1644946597.0,,,,
1720,"['c++', 'linux', 'googletest', 'googlemock']","{'account_id': 14773702, 'reputation': 544, 'user_id': 10669327, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6051fc808e6d6c453bf165e339d09a6a?s=256&d=identicon&r=PG&f=1', 'display_name': 'raj123', 'link': 'https://stackoverflow.com/users/10669327/raj123'}",False,186,,0,0,1644946475,1644911288,71122748,CC BY-SA 4.0,https://stackoverflow.com/questions/71122748/how-to-do-unit-testing-for-the-c-service-which-performs-ipc-communication-usin,How to do Unit Testing for the C++ service which performs IPC communication using Unix domain socket in linux?,1644946475.0,,,,
1721,"['c++', 'linux', 'cmake', 'libigl']","{'account_id': 12517960, 'reputation': 65, 'user_id': 9110411, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8c82be05d63bbb29757d72ebb6107c9?s=256&d=identicon&r=PG', 'display_name': 'Tomdrc1', 'link': 'https://stackoverflow.com/users/9110411/tomdrc1'}",False,178,,0,0,1644945737,1644945431,71130659,CC BY-SA 4.0,https://stackoverflow.com/questions/71130659/libigl-how-to-get-ray-intersections,libigl how to get ray intersections,1644945737.0,,,,
1722,"['c++', 'recursion', 'binary-search-tree']","{'account_id': 21821094, 'reputation': 51, 'user_id': 16117284, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyZuOF5hOwXo4e9_IseUB3n0EGBOBBklntsNf07=k-s256', 'display_name': 'Ahmad Safa', 'link': 'https://stackoverflow.com/users/16117284/ahmad-safa'}",True,264,71120593.0,2,3,1644945450,1644890985,71120369,CC BY-SA 4.0,https://stackoverflow.com/questions/71120369/binary-search-tree-character-implementation-c,Binary search tree character implementation C++,,,,,
1723,"['c++', 'templates', 'variadic-templates', 'stdvector', 'auto']","{'account_id': 1628285, 'reputation': 1164, 'user_id': 1503324, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/aa17b29e2cc12ec9ad7ae05d958ee08c?s=256&d=identicon&r=PG', 'display_name': 'Al_th', 'link': 'https://stackoverflow.com/users/1503324/al-th'}",False,46,,1,1,1644945099,1644943478,71130225,CC BY-SA 4.0,https://stackoverflow.com/questions/71130225/how-correct-is-auto-variadic-template-to-interface-underlying-data-containers,How correct is auto &amp; variadic template to interface underlying data containers methods,,,,,
1724,"['c++', 'qt', 'vtk', 'point-cloud-library', 'pcl']","{'account_id': 9546501, 'reputation': 15, 'user_id': 7092352, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4fb603ac60ac9b8350ccc969fcaff82?s=256&d=identicon&r=PG&f=1', 'display_name': 'j. k. doe', 'link': 'https://stackoverflow.com/users/7092352/j-k-doe'}",False,41,,0,0,1644945098,1644945098,71130587,CC BY-SA 4.0,https://stackoverflow.com/questions/71130587/generating-multiple-instances-of-vtkpolyline,Generating multiple instances of vtkPolyLine,,,,,
1725,"['c++', 'visual-c++']","{'account_id': 1174007, 'reputation': 7524, 'user_id': 1150462, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/092b20f85f41e56494e4d1fabcb7099c?s=256&d=identicon&r=PG', 'display_name': 'xuhdev', 'link': 'https://stackoverflow.com/users/1150462/xuhdev'}",True,77,,1,5,1644944872,1644892069,71120460,CC BY-SA 4.0,https://stackoverflow.com/questions/71120460/msvc-does-not-unroll-simple-for-loops-what-have-i-missed,MSVC does not unroll simple for-loops: What have I missed?,1644898093.0,,,,
1726,"['c++', 'parallel-processing', 'pthreads', 'openmp']","{'account_id': 24256766, 'reputation': 41, 'user_id': 18207000, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy41-3MgiAMN08lw_J6yzQD-H9LGBrWiV1cxQR7=k-s256', 'display_name': 'Harshang', 'link': 'https://stackoverflow.com/users/18207000/harshang'}",True,97,,3,4,1644944386,1644871175,71118038,CC BY-SA 4.0,https://stackoverflow.com/questions/71118038/openmp-not-parallelizing-for-loop-gives-sequential-execution,"Openmp not parallelizing for loop, gives sequential execution",,,,,
1727,"['c++', 'typedef', 'typetraits', 'variant']","{'account_id': 7041798, 'reputation': 174, 'user_id': 5394043, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-y375l4JhWMc/AAAAAAAAAAI/AAAAAAAAIzI/P5ob5fy5QXU/photo.jpg?sz=256', 'display_name': 'Uğur G&#252;ney', 'link': 'https://stackoverflow.com/users/5394043/u%c4%9fur-g%c3%bcney'}",False,49,,0,0,1644944285,1644943942,71130346,CC BY-SA 4.0,https://stackoverflow.com/questions/71130346/query-typedef-alias-in-a-template-function,query typedef alias in a template function,1644944285.0,,,,
1728,"['c++', 'namespaces']","{'account_id': 23969785, 'reputation': 97, 'user_id': 17958657, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxeFPd5ex4L7YYyuvXKtqRvBUed_StghzN9Ip3z=k-s256', 'display_name': 'NoIdeaForUsername', 'link': 'https://stackoverflow.com/users/17958657/noideaforusername'}",True,94,71124626.0,1,1,1644943652,1644919693,71124571,CC BY-SA 4.0,https://stackoverflow.com/questions/71124571/how-can-i-extern-classes-in-a-namespace,How can I extern classes in a namespace?,1644943652.0,,,,
1729,"['c++', 'namespaces']","{'account_id': 23969785, 'reputation': 97, 'user_id': 17958657, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxeFPd5ex4L7YYyuvXKtqRvBUed_StghzN9Ip3z=k-s256', 'display_name': 'NoIdeaForUsername', 'link': 'https://stackoverflow.com/users/17958657/noideaforusername'}",True,63,,1,0,1644943459,1644939916,71129317,CC BY-SA 4.0,https://stackoverflow.com/questions/71129317/how-can-i-extern-namespaces-in-a-namespace,How can I extern namespaces in a namespace?,1644943459.0,,,,
1730,"['c++', 'data-structures']","{'account_id': 5812853, 'reputation': 13, 'user_id': 4583367, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/1fe25869dea8ece3019673d048f98560?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anna', 'link': 'https://stackoverflow.com/users/4583367/anna'}",True,152,,1,0,1644943220,1644935754,71128294,CC BY-SA 4.0,https://stackoverflow.com/questions/71128294/how-to-store-repeated-data-in-an-efficient-way,How to store repeated data in an efficient way?,1644941618.0,,,,
1731,"['c++', 'oop', 'design-patterns', 'casting', 'callback']","{'account_id': 24226409, 'reputation': 13, 'user_id': 18180831, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a51224a9cbe97f4e6dffa25e59cde009?s=256&d=identicon&r=PG', 'display_name': 'Inżynier Domu', 'link': 'https://stackoverflow.com/users/18180831/in%c5%bcynier-domu'}",True,74,71081757.0,1,1,1644942855,1644584916,71080635,CC BY-SA 4.0,https://stackoverflow.com/questions/71080635/callback-casting-and-set-from-another-object,Callback casting and set from another object,1644942855.0,,,,
1732,"['c++', 'chromium-embedded']","{'account_id': 15082421, 'reputation': 410, 'user_id': 10884701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/673d4a5e6b20d32e7f0e3cfcab2d41f6?s=256&d=identicon&r=PG', 'display_name': 'Optimus1', 'link': 'https://stackoverflow.com/users/10884701/optimus1'}",False,150,,1,-1,1644942239,1644912833,71123029,CC BY-SA 4.0,https://stackoverflow.com/questions/71123029/cef-class-cefbrowsersettings-field-description,CEF class CefBrowserSettings - field description,,,,,
1733,"['c++', 'c', 'include-guards']","{'account_id': 11302121, 'reputation': 886, 'user_id': 9815377, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-_ix-HrP8dks/AAAAAAAAAAI/AAAAAAAAAGQ/EsjH8FtkC2k/photo.jpg?sz=256', 'display_name': 'sephiroth', 'link': 'https://stackoverflow.com/users/9815377/sephiroth'}",True,101,,2,2,1644941884,1644938952,71129075,CC BY-SA 4.0,https://stackoverflow.com/questions/71129075/use-of-error-directive-in-include-guards,Use of #error directive in include guards,1644941884.0,,,,
1734,"['c++', 'struct', 'qtcpsocket', 'qdatastream']","{'account_id': 16568146, 'reputation': 11, 'user_id': 11972124, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDmJAptzBtEOUGOWfzkrdOKLe1sDqmOq5qRwhSVwQ=k-s256', 'display_name': 'dab', 'link': 'https://stackoverflow.com/users/11972124/dab'}",False,180,,0,0,1644941763,1644832281,71109869,CC BY-SA 4.0,https://stackoverflow.com/questions/71109869/how-to-use-qdatastream-starttransaction-and-committransaction-with-continuou,How to use QDataStream.startTransaction() and commitTransaction() with continuous structs stream?,1644941763.0,,,,
1735,"['c++', 'optimization', 'cppcheck']","{'account_id': 11990826, 'reputation': 303, 'user_id': 8773999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb5dc36057e94668700001498cd360bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lord of Grok', 'link': 'https://stackoverflow.com/users/8773999/lord-of-grok'}",True,123,71129731.0,2,0,1644941416,1644940343,71129442,CC BY-SA 4.0,https://stackoverflow.com/questions/71129442/cppcheck-suggests-to-reduce-scope-of-variable-should-i,"cppcheck suggests to reduce scope of variable, should I?",,,,,
1736,"['c++', 'c++17', 'destructor', 'move-semantics', 'typetraits']","{'account_id': 2649716, 'reputation': 17401, 'user_id': 2291710, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/c7e0733a9bf7bec89026032a03293e98?s=256&d=identicon&r=PG&f=1', 'display_name': 'Delgan', 'link': 'https://stackoverflow.com/users/2291710/delgan'}",True,64,71129692.0,2,2,1644941351,1644940516,71129489,CC BY-SA 4.0,https://stackoverflow.com/questions/71129489/why-having-both-default-destructor-and-vector-member-prevents-class-to-be-nothr,Why having both default destructor and vector member prevents class to be &quot;nothrow movable constructible&quot;?,1644941220.0,,,,
1737,"['c++', 'exception', 'console', 'terminate-handler']","{'account_id': 5317975, 'reputation': 367, 'user_id': 4242201, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lfwxR.png?s=256&g=1', 'display_name': 'Niko O', 'link': 'https://stackoverflow.com/users/4242201/niko-o'}",True,1801,,1,0,1644941211,1644941211,71129670,CC BY-SA 4.0,https://stackoverflow.com/questions/71129670/unhandled-exception-terminate-called-after-throwing-an-instance-of-overwrites,Unhandled exception &quot;terminate called after throwing an instance of&quot; overwrites last line of console,,,,,
1738,"['c++', 'visual-studio-code', 'stm32', 'keil', 'stm32-hal']","{'account_id': 21541560, 'reputation': 105, 'user_id': 15879231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40af335b99405aa4f6c1bc2a75bab848?s=256&d=identicon&r=PG&f=1', 'display_name': 'lazba', 'link': 'https://stackoverflow.com/users/15879231/lazba'}",True,159,70978374.0,1,0,1644940980,1643746567,70946996,CC BY-SA 4.0,https://stackoverflow.com/questions/70946996/vscode-marks-gpio-typedef-in-hal-library-as-unknown,VSCode marks GPIO_TypeDef in HAL library as unknown,,,,,
1739,"['c++', 'arrays', 'pointers']","{'account_id': 23143496, 'reputation': 7, 'user_id': 17283647, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzq6eQORfCqA1b42DtQljATPEDpHAwar31Bo-Yy=k-s256', 'display_name': 'Rhea Trickannad', 'link': 'https://stackoverflow.com/users/17283647/rhea-trickannad'}",False,67,,2,0,1644940276,1644804165,71106449,CC BY-SA 4.0,https://stackoverflow.com/questions/71106449/how-to-remove-all-elements-of-a-dynamically-allocated-array,How to Remove All Elements of a Dynamically Allocated Array?,1644937338.0,,,,
1740,"['c++', 'windows', 'visual-studio', 'mfc']","{'account_id': 247739, 'reputation': 63630, 'user_id': 522663, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/OKOEw.png?s=256&g=1', 'display_name': 'Jonathan Wood', 'link': 'https://stackoverflow.com/users/522663/jonathan-wood'}",True,73,71125240.0,1,1,1644940232,1644883016,71119635,CC BY-SA 4.0,https://stackoverflow.com/questions/71119635/how-to-accurately-multiply-a-colecurrency-by-a-double,How to accurately multiply a COleCurrency by a double?,1644940232.0,,,,
1741,"['c++', 'string', 'algorithm']","{'account_id': 2759901, 'reputation': 491, 'user_id': 2376997, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/HYREx.jpg?s=256&g=1', 'display_name': 'user2376997', 'link': 'https://stackoverflow.com/users/2376997/user2376997'}",True,142,,1,0,1644940137,1644768487,71102492,CC BY-SA 4.0,https://stackoverflow.com/questions/71102492/most-frequent-next-word-for-every-word-in-the-input,Most frequent next word for every word in the input,1644771181.0,,,,
1742,"['c++', 'image-processing', 'hough-transform', 'diplib']","{'account_id': 16816457, 'reputation': 21, 'user_id': 12158159, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e20ab18139c77cf3e8b206f207f2ae8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oscar Ayala', 'link': 'https://stackoverflow.com/users/12158159/oscar-ayala'}",True,155,71129303.0,1,1,1644939806,1644243774,71020122,CC BY-SA 4.0,https://stackoverflow.com/questions/71020122/detecting-circles-with-diplib,Detecting circles with DIPlib,1644939448.0,,,,
1743,"['c++', 'qt', 'qt-signals']","{'account_id': 3342946, 'reputation': 1088, 'user_id': 2808783, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/66lPY.png?s=256&g=1', 'display_name': 'Ivan Romanov', 'link': 'https://stackoverflow.com/users/2808783/ivan-romanov'}",True,136,,2,0,1644939633,1644665886,71091513,CC BY-SA 4.0,https://stackoverflow.com/questions/71091513/qt-slot-still-receives-signals-after-disconnecting,Qt slot still receives signals after disconnecting,,,,,
1744,['c++'],"{'account_id': 23014008, 'reputation': 13, 'user_id': 17136093, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3056355097970094/picture?type=large', 'display_name': 'Renato Rak', 'link': 'https://stackoverflow.com/users/17136093/renato-rak'}",False,18,,0,0,1644939618,1644939618,71129249,,https://stackoverflow.com/questions/71129249/input-string-in-c,Input string in C++,,1644939758.0,Duplicate,,
1745,"['c++', 'c++11', 'std']","{'account_id': 24234921, 'reputation': 11, 'user_id': 18188230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/462f8cd038ec279686f2d636c441f69c?s=256&d=identicon&r=PG', 'display_name': 'rin', 'link': 'https://stackoverflow.com/users/18188230/rin'}",True,128,,1,0,1644938699,1644928516,71126531,CC BY-SA 4.0,https://stackoverflow.com/questions/71126531/pair-class-made-from-stdtuple,&quot;pair&quot; class made from &quot;std::tuple&quot;,,,,,
1746,"['c++', 'visual-studio-code']","{'account_id': 228682, 'reputation': 11, 'user_id': 491150, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'muralidhar', 'link': 'https://stackoverflow.com/users/491150/muralidhar'}",False,75,,0,0,1644938372,1644938372,71128943,CC BY-SA 4.0,https://stackoverflow.com/questions/71128943/customize-my-prelaunchtask-and-postdebugtask-in-launch-json-and-task-json-of-vis,Customize my preLaunchTask and postDebugTask in launch.json and task.json of visual studio code to run another c++ application,,,,,
1747,"['c++', 'linux', 'opengl-2.0']","{'account_id': 24070018, 'reputation': 61, 'user_id': 18046059, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh5Y4d6igpFZploNtuC17eDWhzk8nMbX51QZm2M=k-s256', 'display_name': 'anuj', 'link': 'https://stackoverflow.com/users/18046059/anuj'}",True,97,71128618.0,1,0,1644937019,1644935886,71128326,CC BY-SA 4.0,https://stackoverflow.com/questions/71128326/shader-in-c-opengl2-1-doesnt-compile-in-arch-linux,shader in C++ opengl2.1 doesn&#39;t compile in arch linux,1644936576.0,,,,
1748,['c++'],"{'account_id': 24264926, 'reputation': 35, 'user_id': 18213972, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e8aca6cfe9c0e0840d564bd1fef02f9?s=256&d=identicon&r=PG', 'display_name': 'Enk17_', 'link': 'https://stackoverflow.com/users/18213972/enk17'}",True,148,,1,0,1644936781,1644933697,71127781,,https://stackoverflow.com/questions/71127781/invalid-operands-of-types-const-char-26-and-const-char-26-to-binary-ope,invalid operands of types &#39;const char [26]&#39; and &#39;const char [26]&#39; to binary &#39;operator+&#39;,,1644935813.0,Duplicate,,
1749,"['c++', 'c++20', 'c++-concepts']","{'account_id': 20675230, 'reputation': 41, 'user_id': 15179999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f97ffe6456b04855170dcfa900fb20e?s=256&d=identicon&r=PG&f=1', 'display_name': 'a.tana', 'link': 'https://stackoverflow.com/users/15179999/a-tana'}",True,62,71128208.0,1,0,1644936621,1644935156,71128152,CC BY-SA 4.0,https://stackoverflow.com/questions/71128152/duplication-of-concept-requirement-checks-should-we-care-about-them,Duplication of concept requirement checks. Should we care about them?,1644936548.0,,,,
1750,"['c++', 'vector', 'push-back', 'lpwstr']","{'account_id': 24204148, 'reputation': 1, 'user_id': 18161584, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bb9248cecd26c8369b4bd0a506f0b33?s=256&d=identicon&r=PG', 'display_name': 'MrEngineer', 'link': 'https://stackoverflow.com/users/18161584/mrengineer'}",True,337,71128510.0,3,0,1644936609,1644413314,71050437,CC BY-SA 4.0,https://stackoverflow.com/questions/71050437/adding-elements-to-c-vector,Adding elements to C++ vector,1644429028.0,,,,
1751,"['c++', 'pimpl-idiom']","{'account_id': 17102395, 'reputation': 375, 'user_id': 12375196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a609ab25bad7733b639a357c393b692?s=256&d=identicon&r=PG&f=1', 'display_name': 'Spyromancer', 'link': 'https://stackoverflow.com/users/12375196/spyromancer'}",True,215,71104867.0,1,1,1644936019,1644783892,71104545,CC BY-SA 4.0,https://stackoverflow.com/questions/71104545/constructor-and-destructor-in-c-when-using-the-pimpl-idiom,Constructor and destructor in c++ when using the pimpl idiom,1644936019.0,,,,
1752,"['c++', 'msys']","{'account_id': 24167601, 'reputation': 27, 'user_id': 18130156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71a0d81f61e0a4b488787375b444105f?s=256&d=identicon&r=PG', 'display_name': 'prometheus', 'link': 'https://stackoverflow.com/users/18130156/prometheus'}",True,51,71128221.0,1,0,1644935466,1644932602,71127515,CC BY-SA 4.0,https://stackoverflow.com/questions/71127515/how-to-link-wininet-using-msys-bash-shell,How to link WinInet using msys bash shell,,,,,
1753,"['c++', 'multithreading']","{'account_id': 11898965, 'reputation': 19, 'user_id': 8707488, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41eed6228cfe8a48956d92323fa4cd03?s=256&d=identicon&r=PG&f=1', 'display_name': 'user8707488', 'link': 'https://stackoverflow.com/users/8707488/user8707488'}",True,1760,71126795.0,1,0,1644934273,1644902801,71121474,CC BY-SA 4.0,https://stackoverflow.com/questions/71121474/how-to-implement-c-task-scheduler,How to implement C++ Task Scheduler,1644904854.0,,,,
1754,"['c++', 'c++14', 'stdatomic']","{'account_id': 65583, 'reputation': 37500, 'user_id': 192910, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/de26f9c446ae47545220ff9eff3e3ef7?s=256&d=identicon&r=PG', 'display_name': 'Mawg says reinstate Monica', 'link': 'https://stackoverflow.com/users/192910/mawg-says-reinstate-monica'}",True,72,71122558.0,1,0,1644934021,1644909686,71122472,CC BY-SA 4.0,https://stackoverflow.com/questions/71122472/can-i-make-the-data-of-an-entire-c-class-be-stdatomic,Can I make the data of an entire C++ class be std::atomic&lt;&gt;,1644934021.0,,,,
1755,"['c++', 'vtk']","{'account_id': 23382403, 'reputation': 1, 'user_id': 17448407, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bf3672d477c67ef5ed98ff67a648eb8?s=256&d=identicon&r=PG', 'display_name': 'pyprogrammer243', 'link': 'https://stackoverflow.com/users/17448407/pyprogrammer243'}",False,52,,0,0,1644933879,1644933879,71127835,CC BY-SA 4.0,https://stackoverflow.com/questions/71127835/how-to-add-undo-functionality-of-up-to-10-undos-in-c-code,How to add undo functionality of up to 10 undos in c++ code,,,,,
1756,"['c++', 'multidimensional-array', 'dynamically-generated', 'pointer-arithmetic']","{'account_id': 24224902, 'reputation': 11, 'user_id': 18179551, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5f6ea2ed72bdd39f1f469f12822c7d4?s=256&d=identicon&r=PG', 'display_name': 'Missge8urt', 'link': 'https://stackoverflow.com/users/18179551/missge8urt'}",True,34,,2,1,1644933746,1644576682,71078876,CC BY-SA 4.0,https://stackoverflow.com/questions/71078876/accessing-a-dynamically-created-multi-dimensional-array-with-pointers-arithmetic,Accessing a dynamically created multi dimensional array with pointers arithmetic,1644933746.0,,,,
1757,"['python', 'c++', 'numpy', 'pybind11']","{'account_id': 5531362, 'reputation': 2479, 'user_id': 4391249, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/fae5514791204ff859cb7c04adcef4df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alexander Soare', 'link': 'https://stackoverflow.com/users/4391249/alexander-soare'}",False,539,,0,0,1644932748,1644932320,71127446,CC BY-SA 4.0,https://stackoverflow.com/questions/71127446/is-passing-numpy-arrays-to-c-via-pybind-supposed-to-be-this-slow,Is passing numpy arrays to C++ via pybind supposed to be this slow?,1644932748.0,,,,
1758,"['c++', 'tensorrt']","{'account_id': 9660916, 'reputation': 11, 'user_id': 18043049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44cfbfe70cd8d04efa6e25f6f1ef0bb4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kamgang Blaise', 'link': 'https://stackoverflow.com/users/18043049/kamgang-blaise'}",False,93,,0,0,1644932221,1644932221,71127421,CC BY-SA 4.0,https://stackoverflow.com/questions/71127421/define-input-and-output-shape,Define input and output shape,,,,,
1759,"['c++', 'visual-studio-code', 'vscode-settings']","{'account_id': 20002627, 'reputation': 11, 'user_id': 18213088, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhZBjsKo6mag5oy-rVAKXes6oxr7UoDgwZV6qBQ=k-s256', 'display_name': 'Kristian', 'link': 'https://stackoverflow.com/users/18213088/kristian'}",False,420,,1,1,1644932166,1644927088,71126222,CC BY-SA 4.0,https://stackoverflow.com/questions/71126222/automatically-format-curly-braces-on-same-line-in-c-vscode,Automatically format Curly Braces on Same Line in C++ VSCode,,,,,
1760,"['c++', 'pointers']","{'account_id': 23207754, 'reputation': 1, 'user_id': 17301709, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgXlMnSZ0RUgP7stp9mepIMvBLnLxBLriWgjS8Egg=k-s256', 'display_name': 'Bajyon', 'link': 'https://stackoverflow.com/users/17301709/bajyon'}",False,31,,0,0,1644931849,1644931849,71127336,,https://stackoverflow.com/questions/71127336/request-for-member-which-is-of-pointer-type-maybe-you-meant-to-use,request for member which is of pointer type (maybe you meant to use &#39;-&gt;&#39; ?),,1644931909.0,Duplicate,,
1761,"['c++', 'qt', 'qml']","{'account_id': 13322309, 'reputation': 577, 'user_id': 9616495, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91bcf4ea4e16e38ca0eb32fb3d544f8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brykyz', 'link': 'https://stackoverflow.com/users/9616495/brykyz'}",False,242,,1,1,1644930098,1643879522,70968519,CC BY-SA 4.0,https://stackoverflow.com/questions/70968519/changing-members-of-q-gadget-from-qml,Changing members of Q_GADGET from QML,,,,,
1762,"['c++', 'heap-memory', 'arduino-c++']","{'account_id': 10883589, 'reputation': 675, 'user_id': 8183015, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/G4iSU.jpg?s=256&g=1', 'display_name': 'guyd', 'link': 'https://stackoverflow.com/users/8183015/guyd'}",True,190,71118488.0,2,0,1644928464,1644866548,71117898,,https://stackoverflow.com/questions/71117898/using-new-and-delete-inside-class-function,using &quot;new&quot; and &quot;delete&quot; inside class function,1644928464.0,,,"{'other_site': {'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'arduino.meta', 'site_url': 'https://arduino.meta.stackexchange.com', 'name': 'Arduino Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=arduino.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1500324502, 'open_beta_date': 1393435951, 'closed_beta_date': 1392145200, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/arduino/Img/apple-touch-icon@2.png', 'twitter_account': 'StackArduino', 'favicon_url': 'https://cdn.sstatic.net/Sites/arduino/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/arduino/Img/apple-touch-icon.png', 'audience': 'developers of open-source hardware and software that is compatible with Arduino', 'site_url': 'https://arduino.stackexchange.com', 'api_site_parameter': 'arduino', 'logo_url': 'https://cdn.sstatic.net/Sites/arduino/Img/apple-touch-icon.png', 'name': 'Arduino', 'site_type': 'main_site'}, 'on_date': 1644870411, 'question_id': 88764}",
