,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
1751,['c++'],"{'account_id': 374555, 'reputation': 115, 'user_id': 724814, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/8bd9d47369f0241638316075cfc69bdf?s=256&d=identicon&r=PG', 'display_name': 'suresh', 'link': 'https://stackoverflow.com/users/724814/suresh'}",True,106,,2,1,1340903684,1340899898,11248697,CC BY-SA 3.0,https://stackoverflow.com/questions/11248697/can-i-do-an-assignment-operation-between-two-istream-iterators,Can I do an assignment operation between two istream_iterators?,1340903684.0,,,,,,
1752,"['c++', 'networking', 'network-programming', 'udp']","{'account_id': 1364191, 'reputation': 275, 'user_id': 1300985, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/6480766ffa0bdeaf800980a7a8bb06ac?s=256&d=identicon&r=PG', 'display_name': 'automatom', 'link': 'https://stackoverflow.com/users/1300985/automatom'}",False,1339,,1,1,1340903543,1340886004,11244517,CC BY-SA 3.0,https://stackoverflow.com/questions/11244517/udp-broadcast-traffic-not-received,UDP Broadcast Traffic Not Received,1340886926.0,,,,,,
1753,['c++'],"{'account_id': 938655, 'reputation': 7610, 'user_id': 967131, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/db71ea1ccdc64b0704968a271bdcf39b?s=256&d=identicon&r=PG', 'display_name': 'Chad Schultz', 'link': 'https://stackoverflow.com/users/967131/chad-schultz'}",True,1655,11215170.0,7,3,1340902804,1340740895,11215090,CC BY-SA 3.0,https://stackoverflow.com/questions/11215090/write-a-c-struct-to-a-file-and-read-file-using-another-programming-language,Write a C++ struct to a file and read file using another programming language?,1340902804.0,,,,,,
1754,"['c++', 'class', 'pointers', 'syntax']","{'account_id': 1609482, 'reputation': 443, 'user_id': 1488882, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54428d99eb535b3b72542733f8b13426?s=256&d=identicon&r=PG', 'display_name': 'badgerm', 'link': 'https://stackoverflow.com/users/1488882/badgerm'}",True,11564,11247571.0,4,10,1340902380,1340895451,11247387,CC BY-SA 3.0,https://stackoverflow.com/questions/11247387/c-syntax-for-dereferencing-class-member-variables,C++ syntax for dereferencing class member variables,,,,,,,
1755,"['c++', 'memory', 'memory-management']","{'account_id': 1556533, 'reputation': 463, 'user_id': 1447460, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c02619d3c9b736ef5872de9f325af96b?s=256&d=identicon&r=PG', 'display_name': 'jepugs', 'link': 'https://stackoverflow.com/users/1447460/jepugs'}",True,432,11237033.0,2,1,1340901676,1340846923,11236967,CC BY-SA 3.0,https://stackoverflow.com/questions/11236967/memory-managed-c-singletons,Memory managed C++ singletons,,,,,,,
1756,"['c++', 'macos', 'dmg']","{'account_id': 1458133, 'reputation': 389, 'user_id': 1373209, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/36838403dec179dbef16d8cb2a834e89?s=256&d=identicon&r=PG', 'display_name': 'kavaliero', 'link': 'https://stackoverflow.com/users/1373209/kavaliero'}",True,484,11246844.0,1,1,1340901030,1340885100,11244239,CC BY-SA 3.0,https://stackoverflow.com/questions/11244239/header-apple-disk-image,Header Apple Disk Image,,,,,,,
1757,"['c++', 'file']","{'account_id': 1230199, 'reputation': 3604, 'user_id': 3128796, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/a938da1334bd8a4de72edfe2740ac6e0?s=256&d=identicon&r=PG', 'display_name': 'asdfkjasdfjk', 'link': 'https://stackoverflow.com/users/3128796/asdfkjasdfjk'}",True,1241,11248723.0,1,0,1340900666,1340899800,11248672,CC BY-SA 3.0,https://stackoverflow.com/questions/11248672/cant-read-file-more-than-once-in-c,Can&#39;t read file more than once in c++,1340900666.0,,,,,,
1758,"['c#', 'c++', 'multithreading']","{'account_id': 23515, 'reputation': 5367, 'user_id': 58991, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/bafc05c35c2812b72187911d7bbb09ab?s=256&d=identicon&r=PG', 'display_name': 'Ceilingfish', 'link': 'https://stackoverflow.com/users/58991/ceilingfish'}",False,268,,0,2,1340900605,1340900605,11248903,CC BY-SA 3.0,https://stackoverflow.com/questions/11248903/thread-blocked-on-dondirectcall-patchgetthreadcall-during-managed-to-unmanaged,Thread blocked on DoNDirectCall__PatchGetThreadCall during managed to unmanaged call,,,,,,,
1759,"['c++', 'multithreading', 'malloc', 'arbitrary-precision', 'mpfr']","{'account_id': 1011087, 'reputation': 3535, 'user_id': 1023645, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/928725d2c821e182a2582d74bc22fa61?s=256&d=identicon&r=PG', 'display_name': 'cmo', 'link': 'https://stackoverflow.com/users/1023645/cmo'}",False,468,,0,2,1340900576,1340897389,11247959,CC BY-SA 3.0,https://stackoverflow.com/questions/11247959/mpfr-free-cache-in-destructor-a-good-idea,mpfr_free_cache in destructor - a good idea?,1340900576.0,,,,,,
1760,"['c++', 'string', 'dll', 'vb6', 'safearray']","{'account_id': 1570439, 'reputation': 55, 'user_id': 1458243, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ef171d8298f601388d5a0dcaed6c778?s=256&d=identicon&r=PG', 'display_name': 'Illmess', 'link': 'https://stackoverflow.com/users/1458243/illmess'}",True,759,,2,3,1340899416,1340891949,11246313,CC BY-SA 3.0,https://stackoverflow.com/questions/11246313/c-dll-only-reading-first-char-of-a-string-contained-in-a-safearray,C++ DLL only reading first char of a string contained in a safearray,1340899416.0,,,,,,
1761,"['c++', 'c', 'multithreading', 'pthreads']","{'account_id': 917311, 'reputation': 8595, 'user_id': 970171, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/56d878eca2d65a35dc2b51434632541e?s=256&d=identicon&r=PG', 'display_name': 'Palace Chan', 'link': 'https://stackoverflow.com/users/970171/palace-chan'}",True,1104,11248293.0,1,0,1340898597,1340898290,11248213,CC BY-SA 3.0,https://stackoverflow.com/questions/11248213/is-it-possible-from-within-a-thread-in-c-c-to-get-a-parent-thread-id-if-it-was,Is it possible from within a thread in C/C++ to get a parent thread id if it wasn&#39;t passed in as an argument on pthread_create?,,,,,,,
1762,"['c++', 'c++11', 'return-value', 'move-semantics']","{'account_id': 14135, 'reputation': 55614, 'user_id': 28817, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/3a029a7275593b0c98c2c11497e68aca?s=256&d=identicon&r=PG', 'display_name': 'deft_code', 'link': 'https://stackoverflow.com/users/28817/deft-code'}",True,2862,11247752.0,2,18,1340897901,1340896445,11247654,CC BY-SA 3.0,https://stackoverflow.com/questions/11247654/returning-stdvector-by-value,Returning std::vector by value,1340897008.0,,,,,,
1763,['c++'],"{'account_id': 1546332, 'reputation': 1, 'user_id': 1488199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92b0fd50eb246f5d25dcadb407ceb915?s=256&d=identicon&r=PG', 'display_name': 'Srijan', 'link': 'https://stackoverflow.com/users/1488199/srijan'}",False,84,,1,0,1340897850,1340892731,11246558,CC BY-SA 3.0,https://stackoverflow.com/questions/11246558/fine-tune-without-using-pointers,Fine tune without using pointers,1340892969.0,,,,,,
1764,"['c++', 'boolean', 'portability', 'language-lawyer', 'default-constructor']","{'account_id': 40019, 'reputation': 39713, 'user_id': 115751, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/FkIiK.png?s=256&g=1', 'display_name': 'WilliamKF', 'link': 'https://stackoverflow.com/users/115751/williamkf'}",True,11245,11247685.0,3,6,1340897545,1340895355,11247361,CC BY-SA 3.0,https://stackoverflow.com/questions/11247361/can-i-depend-upon-a-new-bool-being-initialized-to-false,Can I depend upon a new bool being initialized to false?,1340895874.0,,,,,,
1765,"['c++', 'void-pointers']","{'account_id': 1415942, 'reputation': 8693, 'user_id': 1341622, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e406a474ef56c0372aa2a25947ef8cd7?s=256&d=identicon&r=PG', 'display_name': 'Rontogiannis Aristofanis', 'link': 'https://stackoverflow.com/users/1341622/rontogiannis-aristofanis'}",True,4899,11247663.0,5,1,1340897284,1340896165,11247584,CC BY-SA 3.0,https://stackoverflow.com/questions/11247584/how-to-use-void,How to use void*,,,,,,,
1766,"['c++', 'path-finding', 'a-star']","{'account_id': 1606016, 'reputation': 4629, 'user_id': 1486106, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/lKTiT.jpg?s=256&g=1', 'display_name': 'Infinity James', 'link': 'https://stackoverflow.com/users/1486106/infinity-james'}",True,1874,11247664.0,1,0,1340896963,1340894270,11247042,CC BY-SA 3.0,https://stackoverflow.com/questions/11247042/find-adjacent-nodes-a-star-path-finding-c,Find Adjacent Nodes A Star Path-Finding C++,,,,,,,
1767,"['c++', 'synchronization', 'pthreads', 'conditional-statements']","{'account_id': 1510297, 'reputation': 937, 'user_id': 1412605, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6a1ca565b7eb9c8acf29c2cd1e802176?s=256&d=identicon&r=PG', 'display_name': 'Pontomedon', 'link': 'https://stackoverflow.com/users/1412605/pontomedon'}",True,1327,,1,2,1340896104,1340881289,11243199,CC BY-SA 3.0,https://stackoverflow.com/questions/11243199/how-to-let-a-thread-wait-for-destruction-of-an-object,how to let a thread wait for destruction of an object,,,,,,,
1768,"['c++', 'copy', 'swap', 'stdvector']","{'account_id': 1278853, 'reputation': 319, 'user_id': 1233449, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/46f6eb8efd4c29e60d70d340df49aa75?s=256&d=identicon&r=PG', 'display_name': 'ATemp', 'link': 'https://stackoverflow.com/users/1233449/atemp'}",True,3584,11247536.0,1,4,1340895960,1340895765,11247481,CC BY-SA 3.0,https://stackoverflow.com/questions/11247481/c-vector-should-i-copy-or-swap,C++ vector: should I copy or swap?,,,,,,,
1769,"['c++', 'xml', 'wsdl', 'gsoap', 'opc']","{'account_id': 189918, 'reputation': 1823, 'user_id': 429544, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/735c225a2daeee95fcfd63b4f0020fe4?s=256&d=identicon&r=PG', 'display_name': 'TechplexEngineer', 'link': 'https://stackoverflow.com/users/429544/techplexengineer'}",True,1915,11247399.0,2,2,1340895493,1340803886,11227404,CC BY-SA 3.0,https://stackoverflow.com/questions/11227404/gsoap-with-opc-xml-da-add-attribute,gSOAP with OPC XML-DA add attribute,1340817215.0,,,,,,
1770,"['c++', 'cimg']","{'account_id': 1504814, 'reputation': 762, 'user_id': 1408463, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/t8nhg.jpg?s=256&g=1', 'display_name': 'fourcube', 'link': 'https://stackoverflow.com/users/1408463/fourcube'}",True,765,11247298.0,1,0,1340895111,1340873402,11241086,CC BY-SA 3.0,https://stackoverflow.com/questions/11241086/find-out-the-page-count-of-a-multipage-tiff-using-the-cimg-library,Find out the page count of a multipage tiff using the CImg Library,,,,,,,
1771,"['c++', 'vector', 'push-back']","{'account_id': 1137664, 'reputation': 97, 'user_id': 1122367, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/728eddf2b3d60c7e52bec800f1613e2d?s=256&d=identicon&r=PG', 'display_name': 'NCAggie', 'link': 'https://stackoverflow.com/users/1122367/ncaggie'}",True,7484,11246818.0,1,1,1340893537,1340893392,11246779,CC BY-SA 3.0,https://stackoverflow.com/questions/11246779/vector-push-back-not-working-in-class-object,vector push_back not working in class object,1340893537.0,,,,,,
1772,"['c++', 'class', 'pointers', 'member', 'forward-declaration']","{'account_id': 1368157, 'reputation': 215, 'user_id': 1304131, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/5xb4X.jpg?s=256&g=1', 'display_name': 'zeluisping', 'link': 'https://stackoverflow.com/users/1304131/zeluisping'}",True,2390,11246807.0,1,0,1340893487,1340892834,11246594,CC BY-SA 3.0,https://stackoverflow.com/questions/11246594/c-forward-declaration-pointer-access-member,C++ Forward Declaration (Pointer) - Access member,,,,,,,
1773,"['c++', 'gcc', 'assembly', 'intel']","{'account_id': 549041, 'reputation': 55, 'user_id': 1488311, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5549373a2cefd2229a512c4711357533?s=256&d=identicon&r=PG', 'display_name': 'Dinoguy1000', 'link': 'https://stackoverflow.com/users/1488311/dinoguy1000'}",True,2680,11243591.0,2,5,1340892818,1340881790,11243340,CC BY-SA 3.0,https://stackoverflow.com/questions/11243340/intel-style-inline-assembly-in-gcc,Intel-style inline assembly in gcc,,,,,,,
1774,"['c++', 'opengl-es-2.0']","{'account_id': 213288, 'reputation': 438, 'user_id': 466604, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/isPXF.jpg?s=256&g=1', 'display_name': 'arithma', 'link': 'https://stackoverflow.com/users/466604/arithma'}",True,165,11240796.0,1,1,1340892409,1340699985,11203601,CC BY-SA 3.0,https://stackoverflow.com/questions/11203601/vertex-pos-normal-coord-not-rendering-correctly,Vertex pos/normal/coord not rendering correctly,1340704077.0,,,,,,
1775,"['c++', 'qt']","{'account_id': 728369, 'reputation': 791, 'user_id': 682102, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e90e672d00e8777d8b04f7eda345c8db?s=256&d=identicon&r=PG', 'display_name': 'Ole-M', 'link': 'https://stackoverflow.com/users/682102/ole-m'}",True,650,11246373.0,2,0,1340892245,1340891129,11246066,CC BY-SA 3.0,https://stackoverflow.com/questions/11246066/qtprogressbar-not-updating-when-running-setvalue,QTProgressBar not updating when running setValue,,,,,,,
1776,"['c++', 'nested', 'nested-class']","{'account_id': 1454932, 'reputation': 2444, 'user_id': 1370785, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/oASta.jpg?s=256&g=1', 'display_name': 'jiveturkey', 'link': 'https://stackoverflow.com/users/1370785/jiveturkey'}",True,1251,11246268.0,1,1,1340891846,1340891551,11246171,CC BY-SA 3.0,https://stackoverflow.com/questions/11246171/c-nested-class-is-producing-undefined-references-to-outer-class,C++ Nested class is producing undefined references to outer class,,,,,,,
1777,"['c++', 'boolean']","{'account_id': 1609119, 'reputation': 29, 'user_id': 1488581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79d7ef71b2ed78b01fa7a7dd61b7a08b?s=256&d=identicon&r=PG', 'display_name': 'Joe Sestrich', 'link': 'https://stackoverflow.com/users/1488581/joe-sestrich'}",True,458,,1,2,1340891639,1340889652,11245597,CC BY-SA 3.0,https://stackoverflow.com/questions/11245597/operator-acts-strangly-for-bool,~ operator acts strangly for bool,1340889884.0,,,,,,
1778,"['c++', 'stl']","{'account_id': 454329, 'reputation': 5926, 'user_id': 851835, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/20bf44ece0e0db121f9a44812b113e03?s=256&d=identicon&r=PG', 'display_name': 'updogliu', 'link': 'https://stackoverflow.com/users/851835/updogliu'}",True,477,11245427.0,3,7,1340891334,1340888864,11245359,CC BY-SA 3.0,https://stackoverflow.com/questions/11245359/what-the-effect-of-stdnth-elementa-begin-a-end-a-end,"What the effect of std::nth_element(a.begin(), a.end(), a.end())?",1340889742.0,,,,,,
1779,"['c++', 'visual-studio-2010', 'boost', 'cmake']","{'account_id': 1421434, 'reputation': 4963, 'user_id': 1345959, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/993c78d24d979bd4e9aaea30c065e932?s=256&d=identicon&r=PG', 'display_name': 'Ela782', 'link': 'https://stackoverflow.com/users/1345959/ela782'}",True,5445,11236435.0,1,3,1340890965,1340837854,11235927,CC BY-SA 3.0,https://stackoverflow.com/questions/11235927/link-to-static-boost-lib-with-cmake-and-vs2010-without-automatic-linking,Link to static boost lib with cmake and vs2010 without automatic linking,1340890965.0,,,,,,
1780,"['c++', 'string', 'function', 'floating-point', 'return']","{'account_id': 1608976, 'reputation': 117, 'user_id': 1488466, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a84c21b7c8f21e4e5f90f26731eac1c7?s=256&d=identicon&r=PG', 'display_name': 'toby.in.dresden', 'link': 'https://stackoverflow.com/users/1488466/toby-in-dresden'}",True,390,11244486.0,1,2,1340890470,1340885702,11244413,CC BY-SA 3.0,https://stackoverflow.com/questions/11244413/return-doesnt-work-with-float-or-int-but-does-work-with-string,"Return doesn&#39;t work with float or int, but does work with string?",1340890470.0,,,,,,
1781,"['c++', 'list', 'stl', 'vector', 'cad']","{'account_id': 1594786, 'reputation': 1175, 'user_id': 1477240, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/zO9eP.png?s=256&g=1', 'display_name': 'lambda', 'link': 'https://stackoverflow.com/users/1477240/lambda'}",True,212,11245686.0,3,2,1340890399,1340835102,11235525,CC BY-SA 3.0,https://stackoverflow.com/questions/11235525/which-would-be-better-lists-vectors-or-deques-for-cad-type-program,"which would be better: lists, vectors or deques for CAD type program?",1340836641.0,,,,,,
1782,"['c++', 'visual-studio-2010', 'libjpeg']","{'user_type': 'does_not_exist', 'display_name': 'user1466609'}",False,3989,,1,1,1340890180,1340870667,11240447,CC BY-SA 3.0,https://stackoverflow.com/questions/11240447/how-to-use-jpeglib,How to use jpeglib,1340890180.0,,,,,,
1783,"['c++', 'c++11']","{'account_id': 874879, 'reputation': 19843, 'user_id': 924727, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bd2dcbbfd05a7c49cd74c7cb93e26488?s=256&d=identicon&r=PG', 'display_name': 'Emilio Garavaglia', 'link': 'https://stackoverflow.com/users/924727/emilio-garavaglia'}",True,172,11245302.0,1,3,1340889821,1340886147,11244564,CC BY-SA 3.0,https://stackoverflow.com/questions/11244564/second-grade-move,second grade move,1340887612.0,,,,,,
1784,"['c++', 'qt', 'google-nativeclient', 'wt']","{'account_id': 1252829, 'reputation': 896, 'user_id': 1212887, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/104f551992742d3bf67ae2e559bfe584?s=256&d=identicon&r=PG', 'display_name': 'The Floating Brain', 'link': 'https://stackoverflow.com/users/1212887/the-floating-brain'}",True,2648,11245576.0,1,9,1340889565,1340672047,11199452,CC BY-SA 3.0,https://stackoverflow.com/questions/11199452/building-a-framework-with-qt-and-wt-or-nacl,"Building a Framework With Qt, and Wt, or NaCl?",,,,,,,
1785,"['c++', 'class']","{'account_id': 1605804, 'reputation': 371, 'user_id': 1485929, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5e33b069793e181c2449aa4d3cada714?s=256&d=identicon&r=PG', 'display_name': 'rex123', 'link': 'https://stackoverflow.com/users/1485929/rex123'}",True,88,11245308.0,3,1,1340888688,1340888092,11245136,CC BY-SA 3.0,https://stackoverflow.com/questions/11245136/function-modifies-a-class-not-referenced,function modifies a class not referenced,,,,,,,
1786,"['c++', 'dll']","{'account_id': 1175455, 'reputation': 179, 'user_id': 1151582, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c0363b6456b14a3a83c2d15089130628?s=256&d=identicon&r=PG', 'display_name': 'DanielAbele', 'link': 'https://stackoverflow.com/users/1151582/danielabele'}",True,2041,10917015.0,1,6,1340887635,1338994674,10916816,CC BY-SA 3.0,https://stackoverflow.com/questions/10916816/dll-in-debug-mode-calling-program-in-release-mode-and-vice-versa,"dll in debug mode, calling program in release mode (and vice versa)",,,,,,,
1787,"['c++', 'pcm', 'hresult', 'resampling', 'dmo']","{'account_id': 1608941, 'reputation': 1, 'user_id': 1488436, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a107d8ec128f4d75a341b6240c091b0e?s=256&d=identicon&r=PG', 'display_name': 'Someone_else', 'link': 'https://stackoverflow.com/users/1488436/someone-else'}",False,347,,1,0,1340887623,1340885687,11244410,CC BY-SA 3.0,https://stackoverflow.com/questions/11244410/hresult-0x80040204-from-imediaobjectprocessinput,HResult 0x80040204 from IMediaObject::ProcessInput,1340886090.0,,,,,,
1788,['c++'],"{'account_id': 246015, 'reputation': 10851, 'user_id': 519882, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/cf3e8e6aeb0333c68b235284d2437127?s=256&d=identicon&r=PG', 'display_name': 'venkysmarty', 'link': 'https://stackoverflow.com/users/519882/venkysmarty'}",True,328,11244842.0,2,0,1340887576,1340886811,11244737,CC BY-SA 3.0,https://stackoverflow.com/questions/11244737/error-c2440-error-when-overloading-output-operator,error c2440 error when overloading output operator,,,,,,,
1789,"['c++', 'pointers', 'reference']","{'account_id': 1402791, 'reputation': 4305, 'user_id': 1331244, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/47d783cf51fba5db5c3fb44285c70196?s=256&d=identicon&r=PG', 'display_name': 'vladCovaliov', 'link': 'https://stackoverflow.com/users/1331244/vladcovaliov'}",True,706,11244232.0,3,0,1340885971,1340884899,11244185,CC BY-SA 3.0,https://stackoverflow.com/questions/11244185/pointers-and-reference-tricky-code,pointers and reference tricky code,1340885551.0,,,,,,
1790,"['c++', 'c']","{'account_id': 1608812, 'reputation': 25, 'user_id': 1488334, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/0ae4ffda879a56e091470bd4ece9919d?s=256&d=identicon&r=PG', 'display_name': 'user1488334', 'link': 'https://stackoverflow.com/users/1488334/user1488334'}",False,270,,1,-4,1340885694,1340882552,11243517,CC BY-SA 3.0,https://stackoverflow.com/questions/11243517/how-to-get-status-of-ups,How to get status of UPS?,,,,,,,
1791,"['c++', 'c']","{'account_id': 471025, 'reputation': 169, 'user_id': 878548, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/3335c461bcf41306a7330c0f47488bae?s=256&d=identicon&r=PG', 'display_name': 'Ashutosh', 'link': 'https://stackoverflow.com/users/878548/ashutosh'}",True,693,11243090.0,3,2,1340885582,1340880706,11243034,CC BY-SA 3.0,https://stackoverflow.com/questions/11243034/breaking-down-function-logic-into-sub-function,Breaking down function Logic into sub function,,,,,,,
1792,"['c++', 'windows-installer']","{'account_id': 124495, 'reputation': 31803, 'user_id': 319618, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/bQZof.png?s=256&g=1', 'display_name': 'fredley', 'link': 'https://stackoverflow.com/users/319618/fredley'}",True,986,11243800.0,2,1,1340884068,1340879419,11242691,CC BY-SA 3.0,https://stackoverflow.com/questions/11242691/can-i-launch-my-msi-installer-from-my-program,Can I launch my MSI installer from my program?,1495535666.0,,,,,,
1793,['c++'],"{'account_id': 1574932, 'reputation': 11, 'user_id': 1461658, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/722af2c0e74bec87aa56f6e6809fe4c3?s=256&d=identicon&r=PG', 'display_name': 'Bruno Frade', 'link': 'https://stackoverflow.com/users/1461658/bruno-frade'}",True,313,,1,-3,1340883531,1340880296,11242938,CC BY-SA 3.0,https://stackoverflow.com/questions/11242938/return-strucure-from-function,Return strucure from function,1340883531.0,,,,,,
1794,"['c++', 'createwindowex', 'window-style']","{'account_id': 146340, 'reputation': 13483, 'user_id': 356726, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/PhH4C.gif?s=256&g=1', 'display_name': 'Horst Walter', 'link': 'https://stackoverflow.com/users/356726/horst-walter'}",True,1074,11243725.0,1,0,1340883321,1340881067,11243140,CC BY-SA 3.0,https://stackoverflow.com/questions/11243140/cannot-create-window-createwindowex-with-existing-child-class,Cannot create window (CreateWindowEx) with existing child class,1340882207.0,,,,,,
1795,"['c++', 'templates']","{'account_id': 28298, 'reputation': 20037, 'user_id': 75517, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/404fabbcb3e36bac8da7d1904d260ec0?s=256&d=identicon&r=PG', 'display_name': 'chmike', 'link': 'https://stackoverflow.com/users/75517/chmike'}",True,133,,2,2,1340882337,1340880862,11243068,CC BY-SA 3.0,https://stackoverflow.com/questions/11243068/is-it-possible-to-simplifying-these-c-template-parameters,Is it possible to simplifying these C++ template parameters?,,,,,,,
1796,"['java', 'c++', 'executable']","{'account_id': 919624, 'reputation': 989, 'user_id': 951574, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/c19d9d12aecbeaafd245fc6a985c5d90?s=256&d=identicon&r=PG', 'display_name': 'ishan', 'link': 'https://stackoverflow.com/users/951574/ishan'}",True,426,11242970.0,2,1,1340881443,1340879862,11242820,CC BY-SA 3.0,https://stackoverflow.com/questions/11242820/no-error-or-output-when-c-executable-is-run-from-java,No error or output when C++ executable is run from Java,,,,,,,
1797,['c++'],"{'account_id': 77255, 'reputation': 10863, 'user_id': 220636, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/6Pv3t.jpg?s=256&g=1', 'display_name': 'nabulke', 'link': 'https://stackoverflow.com/users/220636/nabulke'}",True,1308,11241988.0,5,7,1340881374,1340876321,11241867,CC BY-SA 3.0,https://stackoverflow.com/questions/11241867/convert-a-vectorchar-to-a-string-with-a-conversion,Convert a vector&lt;char&gt; to a string with a conversion,1340879124.0,,,,,,
1798,"['c++', 'string', 'cstring']","{'account_id': 923504, 'reputation': 8620, 'user_id': 954724, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/e2bb38a2f122cd677cd61055a8a89b3e?s=256&d=identicon&r=PG&f=1', 'display_name': 'arjacsoh', 'link': 'https://stackoverflow.com/users/954724/arjacsoh'}",True,6509,,1,1,1340880748,1340878327,11242388,,https://stackoverflow.com/questions/11242388/convert-from-atlcstring-to-string-in-c,Convert from ATL::CString to string in C++,1495542284.0,,1340883347.0,exact duplicate,,,
1799,['c++'],"{'account_id': 28416, 'reputation': 34040, 'user_id': 75889, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/37aa3ec65ec47c5a3f9e2a80534837f3?s=256&d=identicon&r=PG', 'display_name': 'StackedCrooked', 'link': 'https://stackoverflow.com/users/75889/stackedcrooked'}",True,1551,11242664.0,2,13,1340879768,1340878865,11242542,CC BY-SA 3.0,https://stackoverflow.com/questions/11242542/relying-on-adl-for-stdbegin-and-stdend,Relying on ADL for std::begin() and std::end()?,1340879220.0,,,,,,
1800,"['c++', 'parallel-processing', 'openmp']","{'account_id': 1072114, 'reputation': 15558, 'user_id': 1071136, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/10ed6a3a651349a9a722c4b824469f08?s=256&d=identicon&r=PG', 'display_name': 'user1071136', 'link': 'https://stackoverflow.com/users/1071136/user1071136'}",True,1268,11242598.0,1,6,1340879402,1340878476,11242439,CC BY-SA 3.0,https://stackoverflow.com/questions/11242439/finding-minimal-element-in-array-and-its-index,"Finding minimal element in array, and its index",,,,,,,
