,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,locked_date,community_owned_date
1797,"['c++', 'firefox', 'registry', 'xpcom']","{'account_id': 962761, 'reputation': 18970, 'user_id': 986743, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/ed94eab0330f6eb567ba2c2715d4ff60?s=256&d=identicon&r=PG', 'display_name': 'zenpoy', 'link': 'https://stackoverflow.com/users/986743/zenpoy'}",False,222,2,0,1343688982,1343115323,1343226068.0,11626175,CC BY-SA 3.0,https://stackoverflow.com/questions/11626175/xpcom-cpp-code-fail-to-find-an-existing-key-in-the-registry,XPCOM CPP code fail to find an existing key in the registry,,,,,,,
1798,['c++'],"{'account_id': 1704904, 'reputation': 73, 'user_id': 1564169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3051f2a87961024c5c6ccec37e59e492?s=256&d=identicon&r=PG', 'display_name': 'user1564169', 'link': 'https://stackoverflow.com/users/1564169/user1564169'}",True,2167,1,7,1343686966,1343686442,,11730465,CC BY-SA 3.0,https://stackoverflow.com/questions/11730465/undefined-symbol-typeinfo-with-dynamically-loaded-library,Undefined symbol &quot;typeinfo&quot; with dynamically loaded library,11730563.0,,,,,,
1799,"['c++', 'visual-c++', 'return-value-optimization']","{'account_id': 259071, 'reputation': 200645, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",True,1492,1,14,1343686857,1343685871,,11730354,CC BY-SA 3.0,https://stackoverflow.com/questions/11730354/why-is-visual-c-not-performing-return-value-optimization-on-the-most-trivial-c,Why is Visual C++ not performing return-value optimization on the most trivial code?,11730523.0,,,,,,
1800,['c++'],"{'account_id': 1694908, 'reputation': 13, 'user_id': 1556486, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ecc512ab701e795dc956f2176622726?s=256&d=identicon&r=PG', 'display_name': 'Marc', 'link': 'https://stackoverflow.com/users/1556486/marc'}",True,169,2,0,1343686829,1343599343,1343603615.0,11713354,CC BY-SA 3.0,https://stackoverflow.com/questions/11713354/error-when-inheriting-from-a-template-class-with-multiple-parameters,Error when inheriting from a template class with multiple parameters,11730538.0,,,,,,
1801,"['c++', 'c++11', 'placement-new']","{'account_id': 342531, 'reputation': 249145, 'user_id': 673730, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/5d1e4893fe7a566e6e4b90876b642163?s=256&d=identicon&r=PG', 'display_name': 'Luchian Grigore', 'link': 'https://stackoverflow.com/users/673730/luchian-grigore'}",True,192,1,7,1343685122,1343682458,,11729603,CC BY-SA 3.0,https://stackoverflow.com/questions/11729603/is-previously-initialize-memory-guaranteed-to-persist-after-a-placement-new-call,Is previously initialize memory guaranteed to persist after a placement new call?,11729729.0,,,,,,
1802,"['c++', 'if-statement', 'boolean-logic']","{'account_id': 1547194, 'reputation': 303, 'user_id': 1440478, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/6f56aa5b88d78d418dc7bcc15f4fca02?s=256&d=identicon&r=PG', 'display_name': 'whatsherface', 'link': 'https://stackoverflow.com/users/1440478/whatsherface'}",True,784,5,0,1343684110,1343683321,1343683857.0,11729817,CC BY-SA 3.0,https://stackoverflow.com/questions/11729817/c-boolean-logic-error-possibly-caused-by-if-statements,C++ boolean logic error possibly caused by if statements,,,,,,,
1803,['c++'],"{'account_id': 350007, 'reputation': 1381, 'user_id': 685621, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/b250260dc94990f8769e21475f0baf99?s=256&d=identicon&r=PG', 'display_name': 'NPE', 'link': 'https://stackoverflow.com/users/685621/npe'}",True,1523,4,0,1343683880,1343676320,,11728213,,https://stackoverflow.com/questions/11728213/c-objects-allocated-on-heap,C++: Objects allocated on heap,11728244.0,1343698114.0,not constructive,,,,
1804,"['c++', 'list']","{'account_id': 166760, 'reputation': 33906, 'user_id': 391104, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ec5ada4e8208a8fa410847ae421bf229?s=256&d=identicon&r=PG', 'display_name': 'q0987', 'link': 'https://stackoverflow.com/users/391104/q0987'}",True,104,1,2,1343683873,1343679447,1343680650.0,11728936,CC BY-SA 3.0,https://stackoverflow.com/questions/11728936/on-lookups-but-ologn-comparisons-when-using-upper-bound-on-a-sorted-list,O(N) lookups but O(log(N)) comparisons when using upper_bound on a sorted list,,,,,,,
1805,['c++'],"{'account_id': 1704793, 'reputation': 47, 'user_id': 1564092, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/533ac50133073223b82a98a6d699dcff?s=256&d=identicon&r=PG', 'display_name': 'Rui Teixeira', 'link': 'https://stackoverflow.com/users/1564092/rui-teixeira'}",True,2068,2,0,1343683373,1343681647,,11729399,,https://stackoverflow.com/questions/11729399/yu-gi-oh-cards-effect,Yu-gi-oh cards&#39; effect,,1343764135.0,not a real question,,,,
1806,"['c++', 'boost', 'tr1', 'boost-function']","{'account_id': 224418, 'reputation': 4596, 'user_id': 484230, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/3d558a3b98b144707ae0d006717d8f66?s=256&d=identicon&r=PG', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/484230/martin'}",True,291,1,1,1343683003,1343679249,1343683003.0,11728905,CC BY-SA 3.0,https://stackoverflow.com/questions/11728905/are-there-important-differences-to-know-about-between-boostfunction-and-stdt,Are there important differences to know about between boost::function and std::tr1::function,11729012.0,,,,,,
1807,"['c#', 'c++', 'gcc', 'mono']","{'account_id': 538276, 'reputation': 8137, 'user_id': 906367, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/DoXKz.jpg?s=256&g=1', 'display_name': 'DavidColson', 'link': 'https://stackoverflow.com/users/906367/davidcolson'}",True,132,1,0,1343682265,1343680370,1343682265.0,11729135,CC BY-SA 3.0,https://stackoverflow.com/questions/11729135/safe-cross-platform-way-of-running-gcc-within-a-program,"Safe, Cross-platform way of running gcc within a program",11729225.0,,,,,,
1808,"['c++', 'date', 'filenames', 'ofstream']","{'account_id': 1704360, 'reputation': 3, 'user_id': 1563737, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1feb77358811b03ec9484da6ea9ae0c0?s=256&d=identicon&r=PG', 'display_name': 'TriX', 'link': 'https://stackoverflow.com/users/1563737/trix'}",True,1355,1,0,1343682247,1343679532,1343680230.0,11728948,CC BY-SA 3.0,https://stackoverflow.com/questions/11728948/variable-filename-with-ifstream-and-ofstream,Variable filename with ifstream and ofstream,,,,,,,
1809,"['c++', 'windows', 'vim']","{'account_id': 907863, 'reputation': 798, 'user_id': 942396, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/btk1s.jpg?s=256&g=1', 'display_name': 'Gaith', 'link': 'https://stackoverflow.com/users/942396/gaith'}",True,491,3,1,1343682001,1343672732,1343682001.0,11727329,CC BY-SA 3.0,https://stackoverflow.com/questions/11727329/beginner-questions-about-vim,Beginner questions about vim,11727479.0,,,,,,
1810,"['c++', 'ocr', 'tesseract']","{'account_id': 1665538, 'reputation': 11, 'user_id': 1533018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53822163b14f2965de114fa07da0c4d4?s=256&d=identicon&r=PG', 'display_name': 'Angelica', 'link': 'https://stackoverflow.com/users/1533018/angelica'}",True,1682,1,0,1343681857,1343533385,1343681857.0,11706464,CC BY-SA 3.0,https://stackoverflow.com/questions/11706464/linking-tesseract-libs,Linking tesseract libs,,,,,,,
1811,"['c++', 'qt', 'qtreeview']","{'account_id': 1034923, 'reputation': 313, 'user_id': 1042475, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/23b39062344c2864d5852867dc3cbaec?s=256&d=identicon&r=PG', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/1042475/brian'}",False,613,0,2,1343681631,1343681631,,11729394,CC BY-SA 3.0,https://stackoverflow.com/questions/11729394/qtreeview-how-to-put-multiple-widgets-in-one-cell,QTreeView: How to put multiple widgets in one cell?,,,,,,,
1812,"['c++', 'visual-studio-express', 'visual-studio-2010']","{'account_id': 1225368, 'reputation': 3335, 'user_id': 1191020, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/5ce80185030a0922f13a04584f080960?s=256&d=identicon&r=PG', 'display_name': 'FatalCatharsis', 'link': 'https://stackoverflow.com/users/1191020/fatalcatharsis'}",True,864,2,1,1343680971,1343677796,,11728553,CC BY-SA 3.0,https://stackoverflow.com/questions/11728553/how-to-make-smart-pointer-go-out-of-scope-at-exit,how to make smart pointer go out of scope at exit(),11728610.0,,,,,,
1813,"['c++', 'winapi']","{'account_id': 81881, 'reputation': 5145, 'user_id': 230632, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/3GIkr.png?s=256&g=1', 'display_name': 'AP.', 'link': 'https://stackoverflow.com/users/230632/ap'}",True,1906,2,2,1343680740,1343660914,,11724231,CC BY-SA 3.0,https://stackoverflow.com/questions/11724231/win32-set-default-font-and-text-color-for-rich-edit,Win32 : set default font and text color for rich edit,11725820.0,,,,,,
1814,['c++'],"{'account_id': 419040, 'reputation': 988, 'user_id': 795984, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/01e656b5b9f8b595a909ef9dade1e899?s=256&d=identicon&r=PG', 'display_name': 'Mihai Bişog', 'link': 'https://stackoverflow.com/users/795984/mihai-bi%c5%9fog'}",True,1950,4,5,1343679265,1343675377,,11728009,CC BY-SA 3.0,https://stackoverflow.com/questions/11728009/is-it-a-bad-practice-to-write-a-lot-of-type-aliases,Is it a bad practice to write a lot of type aliases?,11728620.0,,,,,,
1815,"['c++', 'functor']","{'account_id': 123995, 'reputation': 4098, 'user_id': 318811, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/3d03167ed57857f7e7564bac118a4d03?s=256&d=identicon&r=PG', 'display_name': 'MarkP', 'link': 'https://stackoverflow.com/users/318811/markp'}",True,165,1,2,1343679236,1343677080,1343677654.0,11728379,CC BY-SA 3.0,https://stackoverflow.com/questions/11728379/specializing-a-functor-for-logging,Specializing a Functor for logging,11728425.0,,,,,,
1816,['c++'],"{'account_id': 1699667, 'reputation': 189, 'user_id': 1560124, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/c51fbf071f1c47ac104cd622e2aabb1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Baoky A New Programer', 'link': 'https://stackoverflow.com/users/1560124/baoky-a-new-programer'}",False,153,0,1,1343678205,1343676842,1343678205.0,11728321,CC BY-SA 3.0,https://stackoverflow.com/questions/11728321/why-does-this-function-work-if-called-internally,Why does this function work if called internally?,,,,,,,
1817,"['c++', 'lambda', 'c++11', 'qsort']","{'account_id': 366105, 'reputation': 21, 'user_id': 711438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37c81fceea43f7858ccd07ea8030327b?s=256&d=identicon&r=PG', 'display_name': 'szlamany', 'link': 'https://stackoverflow.com/users/711438/szlamany'}",True,7113,2,1,1343678187,1343597444,1343678143.0,11713126,CC BY-SA 3.0,https://stackoverflow.com/questions/11713126/trying-to-use-c-qsort-with-an-inline-function,Trying to use c++ qsort with an inline function,,,,,,,
1818,"['c#', 'c++', '.net', 'dll']","{'account_id': 370930, 'reputation': 834, 'user_id': 719165, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/613b53dd6f94dd5758e5d1e4b6981ceb?s=256&d=identicon&r=PG', 'display_name': 'Yamikuronue', 'link': 'https://stackoverflow.com/users/719165/yamikuronue'}",True,649,1,1,1343673826,1343672894,1343673826.0,11727368,CC BY-SA 3.0,https://stackoverflow.com/questions/11727368/breakpoint-never-hit-when-dll-would-be-called,Breakpoint never hit when dll would be called,,,,,,,
1819,"['c++', 'abstract-class']","{'account_id': 158872, 'reputation': 2479, 'user_id': 377816, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/mRF5I.jpg?s=256&g=1', 'display_name': 'Moataz Elmasry', 'link': 'https://stackoverflow.com/users/377816/moataz-elmasry'}",True,1113,2,1,1343672503,1343671730,1343672503.0,11727115,CC BY-SA 3.0,https://stackoverflow.com/questions/11727115/dynamic-initialization-of-abstract-class-instances,dynamic initialization of abstract class instances,11727155.0,,,,,,
1820,['c++'],"{'account_id': 1699667, 'reputation': 189, 'user_id': 1560124, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/c51fbf071f1c47ac104cd622e2aabb1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Baoky A New Programer', 'link': 'https://stackoverflow.com/users/1560124/baoky-a-new-programer'}",True,1067,1,2,1343672352,1343672244,,11727226,CC BY-SA 3.0,https://stackoverflow.com/questions/11727226/c-h-cpp-file-prototype-error,C++ .h &amp; .cpp file - prototype error,11727241.0,,,,,,
1821,"['c++', 'operator-overloading', 'numerical', 'rvalue-reference']","{'account_id': 1205701, 'reputation': 917, 'user_id': 1175422, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cH0Ov.jpg?s=256&g=1', 'display_name': 'Lars Chr', 'link': 'https://stackoverflow.com/users/1175422/lars-chr'}",True,3779,2,9,1343672295,1343667776,1343668395.0,11726171,CC BY-SA 3.0,https://stackoverflow.com/questions/11726171/numeric-vector-operator-overload-rvalue-reference-parameter,Numeric vector operator overload+ rvalue reference parameter,11726270.0,,,,,,
1822,"['c++', 'arrays']","{'account_id': 1640809, 'reputation': 15208, 'user_id': 1513286, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/s66iO.jpg?s=256&g=1', 'display_name': 'Vin&#237;cius', 'link': 'https://stackoverflow.com/users/1513286/vin%c3%adcius'}",True,113,3,0,1343671474,1343670466,,11726798,CC BY-SA 3.0,https://stackoverflow.com/questions/11726798/better-method-for-initializing-array,better method for initializing array,11726911.0,,,,,,
1823,"['c++', 'c', 'gcc', 'compiler-construction', 'platform']","{'account_id': 1644457, 'reputation': 1, 'user_id': 1516247, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b0b997ec1ed5ca95fb1fcb893489554?s=256&d=identicon&r=PG', 'display_name': 'Abdelghani Madridista Gadiri', 'link': 'https://stackoverflow.com/users/1516247/abdelghani-madridista-gadiri'}",True,323,1,0,1343670934,1343668599,1343670934.0,11726334,,https://stackoverflow.com/questions/11726334/can-gcc-be-used-to-compile-to-customized-platforms,Can GCC be used to compile to customized platforms?,,1343755309.0,not a real question,,,,
1824,"['c++', 'arrays', 'function', 'memory', 'reference']","{'user_type': 'does_not_exist', 'display_name': 'user1541439'}",True,148,1,0,1343670065,1343669569,1495540546.0,11726573,CC BY-SA 3.0,https://stackoverflow.com/questions/11726573/how-to-pass-array-with-in-c,how to pass array with *&amp; in C++,,,,,,,
1825,"['c++', 'qt', 'gcc', 'c++11', 'valgrind']","{'account_id': 73298, 'reputation': 32434, 'user_id': 211160, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/Z2fk7.png?s=256&g=1', 'display_name': 'HostileFork says dont trust SE', 'link': 'https://stackoverflow.com/users/211160/hostilefork-says-dont-trust-se'}",True,350,1,2,1343670064,1343625029,1343670064.0,11715699,CC BY-SA 3.0,https://stackoverflow.com/questions/11715699/is-valgrind-catching-qt-4-8-on-debian-wheezy-leaking-memory-in-minimalist-app,Is valgrind catching Qt 4.8 on Debian Wheezy leaking memory in minimalist app?,11718780.0,,,,,,
1826,"['c++', 'arrays', 'multidimensional-array', 'user-input']","{'account_id': 1704113, 'reputation': 379, 'user_id': 1563544, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/7deb33036b088c42df37c9e35f6cfd59?s=256&d=identicon&r=PG', 'display_name': 'user1563544', 'link': 'https://stackoverflow.com/users/1563544/user1563544'}",True,345,5,2,1343669139,1343666521,,11725844,CC BY-SA 3.0,https://stackoverflow.com/questions/11725844/problems-with-int,Problems with &#39;int&#39;,11725918.0,,,,,,
1827,"['c++', 'qt', 'function']","{'account_id': 1653116, 'reputation': 115, 'user_id': 1523302, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/af99cd519b436be58f72e0e2f1c5b5eb?s=256&d=identicon&r=PG', 'display_name': 'Adam', 'link': 'https://stackoverflow.com/users/1523302/adam'}",True,124,2,2,1343668446,1343667764,1343668101.0,11726169,CC BY-SA 3.0,https://stackoverflow.com/questions/11726169/how-to-execute-a-function-from-another-function,How to execute a function from another function?,11726197.0,,,,,,
1828,"['c++', 'templates', 'operator-overloading']","{'account_id': 1673022, 'reputation': 1908, 'user_id': 1539100, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/9fd1a7d5e9b7b16c0f70cfdd049f7233?s=256&d=identicon&r=PG', 'display_name': 'sorosh_sabz', 'link': 'https://stackoverflow.com/users/1539100/sorosh-sabz'}",True,250,1,-1,1343666695,1343661106,1343663585.0,11724284,CC BY-SA 3.0,https://stackoverflow.com/questions/11724284/error-with-template-operator-overloading,Error with template operator overloading,,,,,,,
1829,"['c++', 'visual-studio-2010', 'mfc']","{'account_id': 1546079, 'reputation': 123, 'user_id': 1439603, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/1dd1188dc602029b30d7e90600f23392?s=256&d=identicon&r=PG', 'display_name': 'Nabeel', 'link': 'https://stackoverflow.com/users/1439603/nabeel'}",True,1415,1,1,1343666636,1343666096,1343666589.0,11725728,CC BY-SA 3.0,https://stackoverflow.com/questions/11725728/how-to-display-the-selected-file-name-in-the-listcontrol-in-mfc-in-visual-studio,How to display the selected file name in the ListControl in MFC in Visual Studio?,11725882.0,,,,,,
1830,"['c++', 'game-engine', 'hlsl', 'directx-9']","{'account_id': 1132814, 'reputation': 691, 'user_id': 1118495, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/cc45c855d7c8f3cf2a78d17a718a2724?s=256&d=identicon&r=PG', 'display_name': 'P. Avery', 'link': 'https://stackoverflow.com/users/1118495/p-avery'}",True,3096,1,2,1343666550,1342846667,,11589599,CC BY-SA 3.0,https://stackoverflow.com/questions/11589599/direct-x-hlsl-normal-recalculation,Direct X &amp; HLSL - Normal ReCalculation,,,,,,,
1831,"['c++', 'c', 'delphi', 'memory-management', 'dll']","{'account_id': 1206509, 'reputation': 3340, 'user_id': 1176008, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/9d025c1972fbf0e7de22a5a181b8404b?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/1176008/ben'}",True,1394,3,0,1343666372,1343664967,1343665555.0,11725414,CC BY-SA 3.0,https://stackoverflow.com/questions/11725414/delphi-and-c-c-dll,Delphi and C/C++ DLL,11725803.0,,,,,,
1832,['c++'],"{'account_id': 1700980, 'reputation': 1, 'user_id': 1561061, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6aeadbb8656e40197e2f78c656ee3466?s=256&d=identicon&r=PG', 'display_name': 'alex', 'link': 'https://stackoverflow.com/users/1561061/alex'}",True,98,2,-3,1343666309,1343660204,1343660662.0,11724018,,https://stackoverflow.com/questions/11724018/search-a-string-for-a-word-and-return-the-number-corresponding-to-the-number-of,Search a string for a word and return the number corresponding to the number of vector. c++,11725094.0,1393805808.0,Needs details or clarity,,,,
1833,"['c++', 'visual-studio-2010']","{'account_id': 1704120, 'reputation': 87, 'user_id': 1563551, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/e8d073038cbad46a3fa076c53a96ec2c?s=256&d=identicon&r=PG', 'display_name': 'user1563551', 'link': 'https://stackoverflow.com/users/1563551/user1563551'}",False,80,0,1,1343666180,1343666180,,11725751,CC BY-SA 3.0,https://stackoverflow.com/questions/11725751/add-submenu-using-controls-toolbox-items-or-any-other-way,Add submenu using controls/toolbox items or any other way?,,,,,,,
1834,"['c++', 'stl']","{'account_id': 225869, 'reputation': 52827, 'user_id': 486578, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/51f25affd1ea28bd28e61422868f02d5?s=256&d=identicon&r=PG', 'display_name': 'Damir', 'link': 'https://stackoverflow.com/users/486578/damir'}",True,72,1,1,1343666000,1343665569,,11725572,CC BY-SA 3.0,https://stackoverflow.com/questions/11725572/how-to-insert-generated-list-at-the-beginning-of-the-result-list,How to insert generated list at the beginning of the result list?,11725619.0,,,,,,
1835,"['c++', 'mfc', 'activex']","{'account_id': 1626178, 'reputation': 15985, 'user_id': 1501700, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/1394f16d55f1c0f4cc4bc5ce4336cf20?s=256&d=identicon&r=PG', 'display_name': 'vico', 'link': 'https://stackoverflow.com/users/1501700/vico'}",True,1101,1,0,1343665397,1343656461,,11722999,CC BY-SA 3.0,https://stackoverflow.com/questions/11722999/cant-add-function-to-mfc-activex,Can&#39;t add function to MFC ActiveX,11725127.0,,,,,,
1836,"['c++', 'c', 'vfs', 'ungetc']","{'user_type': 'does_not_exist', 'display_name': 'user1182183'}",True,229,1,0,1343665218,1343617747,1343617882.0,11714971,CC BY-SA 3.0,https://stackoverflow.com/questions/11714971/equivalents-for-these-functions-in-solfs,Equivalents for these functions in SolFS?,11725481.0,,,,,,
1837,"['c++', 'wxwidgets', 'codeblocks']","{'account_id': 939903, 'reputation': 696, 'user_id': 968153, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/5ac08e0177db55a9f5b041c6012fd561?s=256&d=identicon&r=PG', 'display_name': 'jasonkim', 'link': 'https://stackoverflow.com/users/968153/jasonkim'}",True,217,3,1,1343664633,1343590174,,11712264,CC BY-SA 3.0,https://stackoverflow.com/questions/11712264/access-child-in-customized-wxpanel,Access child in customized wxPanel,11712320.0,,,,,,
1838,"['c++', 'objective-c', 'objective-c++']","{'account_id': 213816, 'reputation': 4792, 'user_id': 467411, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/af61d090a75a5304f72e6cd64945da24?s=256&d=identicon&r=PG', 'display_name': 'fbafelipe', 'link': 'https://stackoverflow.com/users/467411/fbafelipe'}",True,1316,1,5,1343664291,1343664002,,11725133,CC BY-SA 3.0,https://stackoverflow.com/questions/11725133/objective-c-c-object-destructor,Objective-C++ C++ object destructor,11725181.0,,,,,,
1839,"['c++', 'objective-c']","{'account_id': 110074, 'reputation': 2557, 'user_id': 291439, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/21d7243855ab47d181803e544ab28264?s=256&d=identicon&r=PG', 'display_name': 'xus', 'link': 'https://stackoverflow.com/users/291439/xus'}",False,872,2,0,1343664044,1343661211,,11724319,CC BY-SA 3.0,https://stackoverflow.com/questions/11724319/handling-uialertview-delegate-from-c,Handling UIAlertView delegate from C++,,,,,,,
1840,['c++'],"{'account_id': 1032733, 'reputation': 10185, 'user_id': 1040718, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/u0SVy.jpg?s=256&g=1', 'display_name': 'cybertextron', 'link': 'https://stackoverflow.com/users/1040718/cybertextron'}",False,105,0,0,1343663777,1343663571,1495540996.0,11725016,,https://stackoverflow.com/questions/11725016/why-to-declare-a-virtual-destructor-c,why to declare a virtual destructor C++?,,1343663811.0,exact duplicate,,,,
1841,['c++'],"{'account_id': 316326, 'reputation': 8617, 'user_id': 632447, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b1df479db226c5cd5ca79af65533b7fb?s=256&d=identicon&r=PG', 'display_name': 'nikhil', 'link': 'https://stackoverflow.com/users/632447/nikhil'}",True,681,2,2,1343663228,1343662616,1495535073.0,11724732,,https://stackoverflow.com/questions/11724732/efficient-implementation-of-tail-n,Efficient implementation of tail -n,11724825.0,1343717310.0,exact duplicate,,,,
1842,"['c++', 'visual-studio', 'visual-studio-2008', 'precompiled-headers', 'compiler-options']","{'account_id': 229394, 'reputation': 71769, 'user_id': 492336, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/439556c66d6ebde46de93dbf887c6b9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'sashoalm', 'link': 'https://stackoverflow.com/users/492336/sashoalm'}",True,6463,2,20,1343662691,1343656288,,11722944,CC BY-SA 3.0,https://stackoverflow.com/questions/11722944/what-is-the-difference-between-create-precompiled-header-yc-and-use-precom,What is the difference between &quot;Create Precompiled Header&quot; (/Yc) and &quot;Use Precompiled Header&quot; (/Yu) in Visual Studio?,11723098.0,,,,,,
1843,"['c++', 'string', 'templates', 'marshalling', 'visual-studio-2012']","{'account_id': 997187, 'reputation': 33, 'user_id': 1012846, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18d56da6ee6268154ba3d7805dd641ce?s=256&d=identicon&r=PG', 'display_name': 'Zylius', 'link': 'https://stackoverflow.com/users/1012846/zylius'}",True,829,1,1,1343662673,1343646353,1343649533.0,11720211,CC BY-SA 3.0,https://stackoverflow.com/questions/11720211/vs-2012-template-errors,VS 2012 template errors,11724748.0,,,,,,
1844,"['c++', 'c++11']","{'account_id': 1215428, 'reputation': 5137, 'user_id': 1183123, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/95444bd24a37e2beb187c89067aaacf1?s=256&d=identicon&r=PG', 'display_name': 'PermanentGuest', 'link': 'https://stackoverflow.com/users/1183123/permanentguest'}",True,575,2,11,1343662637,1343662216,1343662379.0,11724592,CC BY-SA 3.0,https://stackoverflow.com/questions/11724592/why-stdmove-is-needed,Why std::move is needed?,11724739.0,,,,,,
1845,"['c#', 'c++', 'xna', 'cocos2d-x']","{'account_id': 68585, 'reputation': 7319, 'user_id': 200015, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/bfb6d860a31994f925b6e34bed60f101?s=256&d=identicon&r=PG', 'display_name': 'Edward', 'link': 'https://stackoverflow.com/users/200015/edward'}",True,767,1,2,1343662635,1343660761,1343661785.0,11724179,CC BY-SA 3.0,https://stackoverflow.com/questions/11724179/vector2-equivalent-in-c,Vector2 equivalent in c++?,11724738.0,,,,,,
1846,"['c++', 'xcode', 'string', 'reverse']","{'account_id': 1703851, 'reputation': 11, 'user_id': 1563334, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb731ef9055e7a15d4a44e5295311e7e?s=256&d=identicon&r=PG', 'display_name': 'Charles Geter', 'link': 'https://stackoverflow.com/users/1563334/charles-geter'}",True,735,4,1,1343662568,1343662050,,11724544,CC BY-SA 3.0,https://stackoverflow.com/questions/11724544/need-help-figuring-out-why-my-reverse-string-c-program-is-breaking,Need help figuring out why my Reverse String c++ program is breaking,,,,,,,
