,tags,owner,is_answered,view_count,answer_count,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
2323,"['c++', 'multithreading', 'sockets', 'pthreads']","{'account_id': 6667055, 'reputation': 697, 'user_id': 7373144, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/uJSaA.png?s=256&g=1', 'display_name': 'bradley101', 'link': 'https://stackoverflow.com/users/7373144/bradley101'}",False,83,1,0,,1623671256,1623613852,1623614382.0,67962145,CC BY-SA 4.0,https://stackoverflow.com/questions/67962145/c-socket-read-inside-child-thread-giving-sigabrt,C++ socket read() inside child thread giving SIGABRT,,,
2324,"['c++', 'oop', 'new-operator', 'delete-operator']","{'account_id': 5697757, 'reputation': 173, 'user_id': 4503763, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3aUs9.jpg?s=256&g=1', 'display_name': 'Lorand', 'link': 'https://stackoverflow.com/users/4503763/lorand'}",True,150,1,0,,1623670923,1623665607,,67968441,CC BY-SA 4.0,https://stackoverflow.com/questions/67968441/c-wntdll-pdb-not-loaded-correctly-on-class-destruction-with-operator,C++: wntdll.pdb not loaded correctly on class destruction with operator,67969610.0,,
2325,"['c++', 'templates', 'c++20']","{'account_id': 8640982, 'reputation': 2627, 'user_id': 6469690, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/kvGyE.png?s=256&g=1', 'display_name': 'Bonita Montero', 'link': 'https://stackoverflow.com/users/6469690/bonita-montero'}",True,91,1,7,,1623670785,1623670007,1623670785.0,67969386,CC BY-SA 4.0,https://stackoverflow.com/questions/67969386/calling-lambda-with-template-parameter-list-without-providing-arguments,"Calling lambda with template parameter list, without providing arguments",,,
2326,"['c++', 'linux', 'docker']","{'account_id': 20224794, 'reputation': 57, 'user_id': 14833048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/be0ad324f9d82a0675788a87386794c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lyingdutchman', 'link': 'https://stackoverflow.com/users/14833048/lyingdutchman'}",False,187,0,2,,1623670753,1623670753,,67969570,CC BY-SA 4.0,https://stackoverflow.com/questions/67969570/c-linux-input-from-console-inside-docker-container,c++ Linux input from console (inside docker container),,,
2327,"['c++', 'templates', 'memory-management', 'stack', 'multimap']","{'account_id': 21941121, 'reputation': 11, 'user_id': 16221659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc3271db79ef7a0b8dce1cf9ce6629de?s=256&d=identicon&r=PG&f=1', 'display_name': 'gacen65300', 'link': 'https://stackoverflow.com/users/16221659/gacen65300'}",False,76,1,1,,1623668911,1623664812,,67968278,,https://stackoverflow.com/questions/67968278/c-template-stack-map-multimap,C++ template stack map/multimap,,1623670794.0,Needs details or clarity
2328,"['c++', 'directory', 'download']","{'account_id': 21922053, 'reputation': 11, 'user_id': 16205177, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/L7aRt.jpg?s=256&g=1', 'display_name': 'ac23', 'link': 'https://stackoverflow.com/users/16205177/ac23'}",False,127,1,1,,1623667130,1623640258,1623643114.0,67964384,CC BY-SA 4.0,https://stackoverflow.com/questions/67964384/on-windows-with-c-how-to-downlad-files-to-a-specific-folder,"On Windows, with C++, how to downlad files to a specific folder？",,,
2329,"['c++', 'design-patterns']","{'account_id': 14814172, 'reputation': 15, 'user_id': 10703456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c1054f5379f13bd6cbc265b2d85302c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noice', 'link': 'https://stackoverflow.com/users/10703456/noice'}",False,52,1,0,,1623666902,1623663850,,67968049,CC BY-SA 4.0,https://stackoverflow.com/questions/67968049/alternatives-to-factory-method-for-large-projects,Alternatives to Factory Method for large projects,,,
2330,['c++'],"{'account_id': 21930462, 'reputation': 21, 'user_id': 16212470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fef4f7f2d72455745d2e044f9bcfbc6f?s=256&d=identicon&r=PG&f=1', 'display_name': 'alkantra', 'link': 'https://stackoverflow.com/users/16212470/alkantra'}",True,132,3,-1,,1623665871,1623568023,,67955733,CC BY-SA 4.0,https://stackoverflow.com/questions/67955733/check-if-number-is-a-tribonacci-number,Check if number is a tribonacci number,67956387.0,,
2331,"['c++', 'visual-studio', 'command-line-arguments']","{'account_id': 15153554, 'reputation': 61, 'user_id': 10935149, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SKpghtQ03hE/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaiOWxesxTigxtYw0o-jyL6A865zg/mo/photo.jpg?sz=256', 'display_name': 'Abhineet Pandey', 'link': 'https://stackoverflow.com/users/10935149/abhineet-pandey'}",False,90,0,0,,1623665504,1623656674,1623665504.0,67966518,CC BY-SA 4.0,https://stackoverflow.com/questions/67966518/command-line-input-encoding-visual-studio-c,Command Line Input Encoding: Visual Studio/C++,,,
2332,"['c++', 'header-files']","{'user_type': 'does_not_exist', 'display_name': 'user16133908'}",True,775,2,0,,1623665080,1623660809,1623661556.0,67967375,CC BY-SA 4.0,https://stackoverflow.com/questions/67967375/meaning-of-includebits-stdc-h-in-c,Meaning of #include&lt;bits/stdc++.h&gt; in C++,,,
2333,"['c++', 'templates', 'template-meta-programming']","{'account_id': 4768114, 'reputation': 4597, 'user_id': 3853711, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/SwXly.png?s=256&g=1', 'display_name': 'Rahn', 'link': 'https://stackoverflow.com/users/3853711/rahn'}",True,69,2,2,,1623664750,1623660001,,67967211,CC BY-SA 4.0,https://stackoverflow.com/questions/67967211/c-template-parameter-to-find-out-if-a-parameter-exists-in-parameter-list-duri,C++ template parameter: to find out if a parameter exists in parameter list during compilation time,67967468.0,,
2334,"['c++', 'node.js', 'v8']","{'account_id': 1460165, 'reputation': 7380, 'user_id': 1374704, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/VNVyl.png?s=256&g=1', 'display_name': 'manuell', 'link': 'https://stackoverflow.com/users/1374704/manuell'}",True,55,1,0,,1623663781,1623662858,,67967803,CC BY-SA 4.0,https://stackoverflow.com/questions/67967803/how-to-obtain-the-equivalent-of-iactivescriptinterruptscriptthread-in-v8,How to obtain the equivalent of IActiveScript::InterruptScriptThread in V8?,,,
2335,"['c++', 'yacc']","{'account_id': 3384181, 'reputation': 2533, 'user_id': 2840542, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eO77F.jpg?s=256&g=1', 'display_name': 'AntC', 'link': 'https://stackoverflow.com/users/2840542/antc'}",False,79,0,0,,1623663513,1623659305,1623663513.0,67967080,CC BY-SA 4.0,https://stackoverflow.com/questions/67967080/c-type-int-distinct-from-int-maybe-yacc-bison,C++ type `Int` distinct from `int` (maybe yacc/bison?),,,
2336,"['c++', 'reference']","{'account_id': 20276382, 'reputation': 45, 'user_id': 14871299, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4qH4T.jpg?s=256&g=1', 'display_name': 'Boloto', 'link': 'https://stackoverflow.com/users/14871299/boloto'}",True,49,1,0,,1623663058,1623662078,,67967637,CC BY-SA 4.0,https://stackoverflow.com/questions/67967637/get-reference-on-class-from-in-class-struct-method,Get reference on class from in-class struct method,67967860.0,,
2337,"['c++', 'multiple-inheritance']","{'account_id': 15730665, 'reputation': 25, 'user_id': 11351092, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-1JOaoTpzsG0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfnAn3kJ3Yy-4u17ElXKrRdumFZhQ/mo/photo.jpg?sz=256', 'display_name': 'Dododude', 'link': 'https://stackoverflow.com/users/11351092/dododude'}",True,130,3,0,,1623662700,1623659070,,67967037,CC BY-SA 4.0,https://stackoverflow.com/questions/67967037/in-a-diamond-inheritance-structure-is-there-a-way-to-cast-between-the-branches,"In a diamond inheritance structure, is there a way to cast between the branches?",67967764.0,,
2338,"['c++', 'input', 'fstream']","{'account_id': 7466968, 'reputation': 41, 'user_id': 5676148, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/198c46abcf2f9f00200038c09dad7684?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel Beller', 'link': 'https://stackoverflow.com/users/5676148/daniel-beller'}",True,306,1,0,,1623662477,1623661916,1623662443.0,67967606,CC BY-SA 4.0,https://stackoverflow.com/questions/67967606/put-a-word-from-a-text-file-into-an-array,Put a word from a text file into an array,,,
2339,"['c++', 'templates']","{'account_id': 272764, 'reputation': 2533, 'user_id': 194372, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/1c5Au.jpg?s=256&g=1', 'display_name': 'Nitesh', 'link': 'https://stackoverflow.com/users/194372/nitesh'}",True,95,1,1,,1623661706,1623661050,,67967424,CC BY-SA 4.0,https://stackoverflow.com/questions/67967424/pointer-as-template-argument-how-to-declare-pointer-to-const-inside-template,Pointer as template argument - how to declare pointer to const inside template,67967564.0,,
2340,"['c++', 'arrays', 'algorithm', 'search']","{'account_id': 18400244, 'reputation': 1080, 'user_id': 13403510, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57e91ee835b6ed763723a3b7af9870d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'def __init__', 'link': 'https://stackoverflow.com/users/13403510/def-init'}",False,76,1,2,,1623660354,1623656174,1623657645.0,67966412,CC BY-SA 4.0,https://stackoverflow.com/questions/67966412/binary-search-optimisation,Binary search optimisation,,,
2341,"['python', 'c++', 'pickle']","{'account_id': 8080512, 'reputation': 373, 'user_id': 6089912, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/BO1r9.png?s=256&g=1', 'display_name': 'czyngis', 'link': 'https://stackoverflow.com/users/6089912/czyngis'}",False,76,0,1,,1623660289,1623659978,,67967205,CC BY-SA 4.0,https://stackoverflow.com/questions/67967205/can-you-unpickle-a-python-user-defined-class-instance-in-c,Can you unpickle a python user-defined class instance in c++?,,,
2342,"['c++', 'multithreading', 'pthreads']","{'account_id': 21886567, 'reputation': 31, 'user_id': 16220404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b21a11a4e00854866d16dd3ccf3362f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Enkidu', 'link': 'https://stackoverflow.com/users/16220404/enkidu'}",False,115,2,0,,1623659466,1623657494,,67966697,CC BY-SA 4.0,https://stackoverflow.com/questions/67966697/is-it-correct-way-to-create-a-thread-safe-queue-using-pthreads,is it correct way to create a thread safe queue using pthreads?,,,
2343,"['c++', 'char']","{'account_id': 21879091, 'reputation': 1, 'user_id': 16167696, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyWs6d0dpfEAo3Zi3JVox2AmyafcHEOT8OUa-Z0=k-s256', 'display_name': 'Pedro Juan', 'link': 'https://stackoverflow.com/users/16167696/pedro-juan'}",True,93,1,-3,,1623659451,1623177332,1623659451.0,67892764,CC BY-SA 4.0,https://stackoverflow.com/questions/67892764/compare-char-with-chari-not-working-in-hangman-game,Compare char with char[i] not working in hangman game,67893611.0,,
2344,['c++'],"{'account_id': 21930644, 'reputation': 43, 'user_id': 16212621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a424c6205d296c380dd644d120d08f22?s=256&d=identicon&r=PG&f=1', 'display_name': 'loop0', 'link': 'https://stackoverflow.com/users/16212621/loop0'}",True,77,2,4,,1623658752,1623658083,,67966826,CC BY-SA 4.0,https://stackoverflow.com/questions/67966826/c-what-happens-when-an-lvalue-is-passed-to-t,"c++, what happens when an lvalue is passed to T&amp;&amp;?",67966976.0,,
2345,"['c++', 'arduino']","{'account_id': 20939109, 'reputation': 45, 'user_id': 15383609, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgAFb8b0si0YaFQCFmI5iZrQkjd7MXWNK_i6ocgtkU=k-s256', 'display_name': 'Sebastian', 'link': 'https://stackoverflow.com/users/15383609/sebastian'}",True,127,2,0,,1623658433,1623509967,,67950046,CC BY-SA 4.0,https://stackoverflow.com/questions/67950046/arduino-how-can-i-edit-static-unsigned-short,Arduino how can i edit static unsigned short?,,,
2346,"['c++', 'performance', 'simd', 'avx', 'avx512']","{'account_id': 906817, 'reputation': 13625, 'user_id': 941531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5b3dab7ce6e710dbca170ef59e6c715?s=256&d=identicon&r=PG', 'display_name': 'Arty', 'link': 'https://stackoverflow.com/users/941531/arty'}",False,263,0,2,,1623656768,1623566056,1623656768.0,67955549,CC BY-SA 4.0,https://stackoverflow.com/questions/67955549/efficiently-compute-powers-of-x-in-sse-avx,Efficiently compute powers of X in SSE/AVX,,,
2347,"['c++', 'connection', 'wifi', 'esp8266', 'esp32']","{'account_id': 273560, 'reputation': 6411, 'user_id': 565244, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/WnmbD.png?s=256&g=1', 'display_name': 'Codebeat', 'link': 'https://stackoverflow.com/users/565244/codebeat'}",True,354,1,1,,1623656701,1623623835,,67963133,CC BY-SA 4.0,https://stackoverflow.com/questions/67963133/esp8266-wifi-sta-cannot-see-esp32-wifi-ap-network-why,"Esp8266 WiFi STA cannot see Esp32 WiFi AP network, why?",67966525.0,,
2348,"['c++', 'compiler-errors', 'operator-overloading', 'language-lawyer', 'c++20']","{'account_id': 18850258, 'reputation': 453, 'user_id': 13754766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7ed483afbdbbe40c62772e7133dc58c?s=256&d=identicon&r=PG&f=1', 'display_name': 'SimonT', 'link': 'https://stackoverflow.com/users/13754766/simont'}",True,518,1,5,,1623656049,1623420516,1623656049.0,67938508,CC BY-SA 4.0,https://stackoverflow.com/questions/67938508/c-comparison-operator-overloading-const-vs-non-const-behaviour,C++ Comparison Operator Overloading const vs non-const Behaviour,,,
2349,"['c++', 'mfc']","{'account_id': 21174211, 'reputation': 150, 'user_id': 15569855, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eJIET.jpg?s=256&g=1', 'display_name': 'Yen Dang', 'link': 'https://stackoverflow.com/users/15569855/yen-dang'}",True,315,2,0,,1623655501,1623584460,1623602153.0,67957835,CC BY-SA 4.0,https://stackoverflow.com/questions/67957835/clistctrl-how-to-align-text-from-specify-column,CListCTrl - How to Align Text from specify Column?,67958522.0,,
2350,"['c++', 'docker', 'segmentation-fault']","{'account_id': 8828121, 'reputation': 1835, 'user_id': 6595663, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c1f203ae549c956239af1fcc315da1a?s=256&d=identicon&r=PG&f=1', 'display_name': 'BhanuKiran', 'link': 'https://stackoverflow.com/users/6595663/bhanukiran'}",False,240,1,0,,1623654521,1623651587,,67965622,CC BY-SA 4.0,https://stackoverflow.com/questions/67965622/obtain-kernel-logs-in-docker-when-a-user-space-program-crashes,Obtain kernel logs in docker when a user space program crashes,,,
2351,"['c++', 'directx', 'hlsl', 'directx-12', 'dxc']","{'account_id': 1305247, 'reputation': 11017, 'user_id': 1254352, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/215ae780ffe6b94647125ee6bf523d02?s=256&d=identicon&r=PG', 'display_name': 'Carsten', 'link': 'https://stackoverflow.com/users/1254352/carsten'}",True,773,1,0,,1623652425,1622658917,,67810702,CC BY-SA 4.0,https://stackoverflow.com/questions/67810702/how-to-fully-bind-a-constant-buffer-view-to-a-descriptor-range,How to &quot;fully bind&quot; a constant buffer view to a descriptor range?,67833248.0,,
2352,"['c++', 'loops', 'vector', 'iteration', 'dynamic-programming']","{'account_id': 18963822, 'reputation': 484, 'user_id': 16134191, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kZHK3.jpg?s=256&g=1', 'display_name': 'rudeTool', 'link': 'https://stackoverflow.com/users/16134191/rudetool'}",False,86,0,1,,1623651441,1623649387,1623651441.0,67965321,CC BY-SA 4.0,https://stackoverflow.com/questions/67965321/why-this-code-works-in-2-keys-keyboard-question-in-c,Why this code works in 2 Keys Keyboard question in C++?,,,
2353,['c++'],"{'account_id': 19523988, 'reputation': 27, 'user_id': 14285182, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a761627c33c99613c8612d925ad30dff?s=256&d=identicon&r=PG&f=1', 'display_name': 'user14285182', 'link': 'https://stackoverflow.com/users/14285182/user14285182'}",True,134,3,0,,1623650737,1623635152,,67963933,CC BY-SA 4.0,https://stackoverflow.com/questions/67963933/how-to-delete-specific-character-from-c-string-without-converting-to-string,How to delete specific character from c string without converting to string?,,,
2354,"['c++', 'string', 'c++14']","{'account_id': 19762703, 'reputation': 3, 'user_id': 14471434, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh64Nr4AQ6mQWy2INtFahmTeeN0DyQ1h0xTpvbN=k-s256', 'display_name': 'ELEMENT', 'link': 'https://stackoverflow.com/users/14471434/element'}",True,76,2,-4,,1623648436,1623581879,1623648436.0,67957464,,https://stackoverflow.com/questions/67957464/checking-the-availability-of-a-word-within-a-phrase-in-a-given-position,"Checking the availability of a word within a phrase, in a given position",67957580.0,1623583243.0,Needs more focus
2355,"['c++', 'raylib']","{'account_id': 21900875, 'reputation': 1, 'user_id': 16186566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7a12118572e1952912a5f784fdbb12b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bassem69200', 'link': 'https://stackoverflow.com/users/16186566/bassem69200'}",True,854,1,0,,1623646229,1623326925,,67920825,CC BY-SA 4.0,https://stackoverflow.com/questions/67920825/question-about-raylib-how-to-rotate-a-player-around-an-x-axis,Question about Raylib - How to rotate a player around an x Axis?,,,
2356,"['c++', 'thrust']","{'account_id': 5622044, 'reputation': 5935, 'user_id': 4451521, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/4b19b54142d820aad565ca95f920c11c?s=256&d=identicon&r=PG', 'display_name': 'KansaiRobot', 'link': 'https://stackoverflow.com/users/4451521/kansairobot'}",False,173,0,0,,1623645225,1623638923,1623645225.0,67964254,CC BY-SA 4.0,https://stackoverflow.com/questions/67964254/how-to-use-thrust-remove-if-s-results,How to use thrust remove_if &#39;s results,,,
2357,"['c++', 'initialization', 'variable-assignment', 'assignment-operator']","{'account_id': 21937583, 'reputation': 49, 'user_id': 16218559, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/99Ofr.jpg?s=256&g=1', 'display_name': 'Aqiu', 'link': 'https://stackoverflow.com/users/16218559/aqiu'}",True,156,1,2,,1623644512,1623640202,1623644483.0,67964380,CC BY-SA 4.0,https://stackoverflow.com/questions/67964380/move-assignment-operator-is-defined-as-deleted-if-the-class-has-a-const-member,move-assignment operator is defined as deleted if the class has a const member?,,,
2358,"['c++', 'c', 'visual-studio-code', 'gdb', 'vscode-extensions']","{'account_id': 11266512, 'reputation': 83, 'user_id': 8263146, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55f9871d310090bbadb2ced3191abee8?s=256&d=identicon&r=PG&f=1', 'display_name': 'harsh', 'link': 'https://stackoverflow.com/users/8263146/harsh'}",False,778,0,0,,1623643173,1623643173,,67964649,CC BY-SA 4.0,https://stackoverflow.com/questions/67964649/debugging-gdb-exit-code-139-in-vscode,Debugging gdb: exit code 139 in VSCode,,,
2359,"['c++', 'cuda']","{'account_id': 19701566, 'reputation': 11, 'user_id': 14424200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f27db7c46f98980bde19fae49134231a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mohammadrezamc2', 'link': 'https://stackoverflow.com/users/14424200/mohammadrezamc2'}",False,406,1,-4,,1623643131,1623588986,1623643131.0,67958528,CC BY-SA 4.0,https://stackoverflow.com/questions/67958528/find-the-index-of-an-element-in-an-array-with-cuda-c,Find the index of an element in an array with cuda c++,,,
2360,"['c++', 'arrays', 'function', 'class', 'oop']","{'account_id': 20033404, 'reputation': 5, 'user_id': 14685681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08fa9e458fd27e4edfb51965ece376e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'IGRIS', 'link': 'https://stackoverflow.com/users/14685681/igris'}",True,32,1,0,,1623641274,1623639393,,67964300,CC BY-SA 4.0,https://stackoverflow.com/questions/67964300/how-do-i-use-array-to-display-all-5-information-of-batsman,How do i use array to display all 5 information of batsman,67964483.0,,
2361,"['c++', 'templates']","{'account_id': 20396207, 'reputation': 53, 'user_id': 14962941, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiDmDpx8IvmLLCU0JuNIFeO9BigHYt5epLEcyNd=k-s256', 'display_name': 'Izzy Cassell', 'link': 'https://stackoverflow.com/users/14962941/izzy-cassell'}",True,126,2,1,,1623639506,1623550531,,67954296,CC BY-SA 4.0,https://stackoverflow.com/questions/67954296/how-to-pass-a-variable-to-a-template-metafunction,How to pass a variable to a template metafunction?,67964316.0,,
2362,"['c++', 'visual-studio']","{'account_id': 21908649, 'reputation': 11, 'user_id': 16193358, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyoI3uqdEppzDsxRPsN8ceFNeYPwMOyCuVbO0tU=k-s256', 'display_name': 'Armeen Parsa', 'link': 'https://stackoverflow.com/users/16193358/armeen-parsa'}",False,36,1,-1,,1623638739,1623382003,1623391138.0,67930897,CC BY-SA 4.0,https://stackoverflow.com/questions/67930897/how-can-i-use-visual-studio-code-to-incorporate-the-sfml-library,How can I use Visual Studio code to incorporate the SFML library?,,,
2363,"['c++', 'string']","{'account_id': 12496899, 'reputation': 683, 'user_id': 9096553, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/DghkJ.jpg?s=256&g=1', 'display_name': 'H42', 'link': 'https://stackoverflow.com/users/9096553/h42'}",False,61,2,-1,,1623637289,1623553997,1623554499.0,67954511,CC BY-SA 4.0,https://stackoverflow.com/questions/67954511/why-find-doesnt-work-for-string-in-the-format-of-character-array,Why find() doesn&#39;t work for string in the format of character array?,,,
2364,"['c++', 'lambda', 'function-pointers']","{'account_id': 20900257, 'reputation': 87, 'user_id': 15353530, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/beef4cc1e8e5ab1d196f12b2c0f96a13?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ronyco123', 'link': 'https://stackoverflow.com/users/15353530/ronyco123'}",True,80,1,0,,1623636633,1623579376,,67957135,CC BY-SA 4.0,https://stackoverflow.com/questions/67957135/function-pointer-with-vector-and-class,function pointer with vector and class,67964036.0,,
2365,"['c++', 'qt', 'model-view-controller']","{'account_id': 12343499, 'reputation': 357, 'user_id': 9005618, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzAxNlhvHpBn9m6l8_iETJNKQYwFrHzyoBkgyC1=k-s256', 'display_name': 'pennyBoy', 'link': 'https://stackoverflow.com/users/9005618/pennyboy'}",True,310,1,1,,1623634765,1623626510,,67963332,CC BY-SA 4.0,https://stackoverflow.com/questions/67963332/mvc-design-pattern-qt,MVC design pattern QT,67963901.0,,
2366,"['c++', 'class', 'object', 'sensors', 'i2c']","{'account_id': 16994714, 'reputation': 21, 'user_id': 12293457, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-m1n2pjEn0xk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcKWUg3oTMlbDsMbbN_GayuUdVkmg/photo.jpg?sz=256', 'display_name': 'Stephen Taylor', 'link': 'https://stackoverflow.com/users/12293457/stephen-taylor'}",False,33,0,0,,1623633690,1623633690,,67963824,CC BY-SA 4.0,https://stackoverflow.com/questions/67963824/can-you-interface-with-multiple-sensors-file-descriptors-using-the-same-class-by,Can you interface with multiple sensors/file descriptors using the same class by creating an object for each sensor?,,,
2367,"['python', 'c++', 'gpu', 'pycuda']","{'account_id': 10223708, 'reputation': 23, 'user_id': 9557623, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vcLE3.jpg?s=256&g=1', 'display_name': 'Saddam', 'link': 'https://stackoverflow.com/users/9557623/saddam'}",False,196,0,0,,1623632394,1623357358,1623632394.0,67928130,CC BY-SA 4.0,https://stackoverflow.com/questions/67928130/how-to-pass-array-of-objects-to-cuda-kernel-from-python-working-in-pycuda,"How to pass array of objects to CUDA kernel from python, working in pyCUDA?",,,
2368,['c++'],"{'account_id': 10659308, 'reputation': 59, 'user_id': 7847783, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-EvtJkqy0E7k/AAAAAAAAAAI/AAAAAAAAAE4/aMvn_w7Bgmw/photo.jpg?sz=256', 'display_name': 'Powerracer251', 'link': 'https://stackoverflow.com/users/7847783/powerracer251'}",False,78,1,0,,1623631722,1623630439,,67963617,CC BY-SA 4.0,https://stackoverflow.com/questions/67963617/private-vector-not-being-seen-in-class,Private Vector not being seen in class,,,
2369,"['c++', 'command-line-arguments']","{'account_id': 21434800, 'reputation': 5, 'user_id': 15790435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57ff4c01c3139a3eb38508a74ef1a04c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Devansh Agarwal', 'link': 'https://stackoverflow.com/users/15790435/devansh-agarwal'}",True,445,1,-3,,1623627610,1623608906,,67961464,CC BY-SA 4.0,https://stackoverflow.com/questions/67961464/append-the-file-extension-in-the-file-name-if-not-given-in-c,"Append the file extension in the file name if not given, in C++",67963406.0,,
2370,"['c++', 'curl', 'libcurl']","{'account_id': 11678379, 'reputation': 17, 'user_id': 8551051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65c06e5405b970df3f92e52dcca90dac?s=256&d=identicon&r=PG&f=1', 'display_name': 'coolshoeshine', 'link': 'https://stackoverflow.com/users/8551051/coolshoeshine'}",True,99,2,-2,,1623622833,1623567533,1623622833.0,67955680,CC BY-SA 4.0,https://stackoverflow.com/questions/67955680/curl-as-private-member-of-c-class,CURL as private member of C++ class,,,
2371,"['c#', 'c++', 'visual-studio', 'unity3d', 'web']","{'account_id': 21565837, 'reputation': 3, 'user_id': 15899639, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4486c2c6d8a0b73bc9b37f830c6dee9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tharwat Mella', 'link': 'https://stackoverflow.com/users/15899639/tharwat-mella'}",False,55,1,-1,,1623622414,1623619371,1623622414.0,67962761,CC BY-SA 4.0,https://stackoverflow.com/questions/67962761/about-visual-studio-folder,About visual studio folder,,,
2372,"['c++', 'googletest', 'stderr']","{'account_id': 1521908, 'reputation': 8258, 'user_id': 1421332, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/39f3da5b153edf32201b9e9100dad01a?s=256&d=identicon&r=PG', 'display_name': 'Silicomancer', 'link': 'https://stackoverflow.com/users/1421332/silicomancer'}",True,310,1,0,,1623619423,1623005284,1623013466.0,67862591,CC BY-SA 4.0,https://stackoverflow.com/questions/67862591/google-death-tests-without-message,Google death tests without message,67961658.0,,
