,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,locked_date
2048,"['c++', 'fortran']","{'account_id': 17320923, 'reputation': 51, 'user_id': 12546442, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aac6fc387ab8546bccadbf36a7cff9b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hacunamatata', 'link': 'https://stackoverflow.com/users/12546442/hacunamatata'}",True,171,59364093.0,1,4,1576565193,1576528215,59363872,,https://stackoverflow.com/questions/59363872/hybrid-programming-of-fortran-and-c-fortran-can-not-call-c-subroutines,Hybrid programming of Fortran and C++: Fortran can not call C++ subroutines,1576528759.0,1576565022.0,Duplicate,,,
2049,"['c++', 'pointers', 'exception']","{'account_id': 16957588, 'reputation': 1, 'user_id': 12520398, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jsAVA.jpg?s=256&g=1', 'display_name': 'Louis-David Dionne', 'link': 'https://stackoverflow.com/users/12520398/louis-david-dionne'}",False,483,,1,-1,1576563888,1576092981,59292870,CC BY-SA 4.0,https://stackoverflow.com/questions/59292870/c-exception-code-c0000005-when-trying-to-check-if-a-pointer-is-null,C++: Exception Code: C0000005 when trying to check if a pointer is null,1576560984.0,,,,,
2050,"['c++', 'ubuntu-16.04', 'qt-creator', 'realsense']","{'account_id': 1296012, 'reputation': 3016, 'user_id': 1247051, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/afBMr.jpg?s=256&g=1', 'display_name': 'rotating_image', 'link': 'https://stackoverflow.com/users/1247051/rotating-image'}",True,585,59368516.0,1,1,1576563257,1575787206,59233043,CC BY-SA 4.0,https://stackoverflow.com/questions/59233043/cannot-link-realsense-library-on-c-on-qt-creator,Cannot link realsense library on c++ on qt creator,,,,,,
2051,['c++'],"{'account_id': 11580265, 'reputation': 1, 'user_id': 8484407, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-NJ6dH2pDSB8/AAAAAAAAAAI/AAAAAAAAAO8/AgZH0E0a03A/photo.jpg?sz=256', 'display_name': 'Ramesh Varadarajan', 'link': 'https://stackoverflow.com/users/8484407/ramesh-varadarajan'}",False,63,,1,-2,1576563207,1576555141,59367439,,https://stackoverflow.com/questions/59367439/does-char-have-other-functions-than-as-a-pointer-in-c,Does char* have other functions than as a pointer in C++?,1576563207.0,1576563475.0,Duplicate,,,
2052,"['c++', 'multithreading', 'promise', 'future']","{'account_id': 17325610, 'reputation': 93, 'user_id': 12549915, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6aa40d8e52590de2f814ca60858b4e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shahzaib', 'link': 'https://stackoverflow.com/users/12549915/shahzaib'}",False,107,,0,1,1576562174,1576561300,59368174,CC BY-SA 4.0,https://stackoverflow.com/questions/59368174/output-from-thread-using-future-c,Output from thread using future C++,1576562174.0,,,,,
2053,"['python', 'c++', 'numpy', 'boost']","{'account_id': 2628816, 'reputation': 93, 'user_id': 2275275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b0085b95a12d4d4e6aeb25b1b832568?s=256&d=identicon&r=PG', 'display_name': 'perlik', 'link': 'https://stackoverflow.com/users/2275275/perlik'}",False,271,,0,4,1576561676,1576561676,59368229,CC BY-SA 4.0,https://stackoverflow.com/questions/59368229/boost-python-memory-leak,Boost Python Memory Leak,,,,,,
2054,"['c++', 'operator-overloading', 'constants', 'c++17', 'built-in-types']","{'account_id': 555824, 'reputation': 2130, 'user_id': 2452869, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mpaEJ.jpg?s=256&g=1', 'display_name': 'Anton Menshov', 'link': 'https://stackoverflow.com/users/2452869/anton-menshov'}",True,143,59368052.0,2,3,1576561276,1576554065,59367316,CC BY-SA 4.0,https://stackoverflow.com/questions/59367316/overloading-const-version-of-operator-for-a-templated-class,Overloading const version of [] operator for a templated class,,,,,,
2055,['c++'],"{'account_id': 12464972, 'reputation': 72, 'user_id': 9075303, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ct8Ek.jpg?s=256&g=1', 'display_name': 'User17114027', 'link': 'https://stackoverflow.com/users/9075303/user17114027'}",True,131,59368089.0,2,1,1576560964,1576559699,59367972,,https://stackoverflow.com/questions/59367972/how-to-check-if-the-inbuilt-c-function-log2-returns-inf,How to check if the &#39;inbuilt c++ function&#39; log2 returns &#39;-inf&#39;?,,1576560680.0,Duplicate,,,
2056,"['c++', 'vector', 'structure', 'push-back']","{'account_id': 17147665, 'reputation': 61, 'user_id': 12410297, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3d6e5cd10da23b0faa2d31233d4fc78?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pilv', 'link': 'https://stackoverflow.com/users/12410297/pilv'}",True,80,59361987.0,1,1,1576560449,1576515839,59361217,CC BY-SA 4.0,https://stackoverflow.com/questions/59361217/how-can-i-add-an-item-to-the-structure-with-vector-elements,How can I add an item to the structure with vector elements?,,,,,,
2057,"['c++', 'hyperlink', 'symbols', 'lnk2019', 'missing-symbols']","{'account_id': 5275031, 'reputation': 15, 'user_id': 4212129, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jufEC.jpg?s=256&g=1', 'display_name': 'froli78', 'link': 'https://stackoverflow.com/users/4212129/froli78'}",True,117,59368055.0,1,0,1576560175,1576548413,59366669,CC BY-SA 4.0,https://stackoverflow.com/questions/59366669/msvc2019-missing-symbol-names-from-static-library,MSVC2019 Missing symbol names from static library,,,,,,
2058,"['c++', 'algorithm', 'sorting']","{'account_id': 16822558, 'reputation': 51, 'user_id': 12162606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a07bbaf448cb0bfcaa39eb5df475c3a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'worstcoder', 'link': 'https://stackoverflow.com/users/12162606/worstcoder'}",True,295,59356856.0,3,2,1576558430,1576498263,59356416,CC BY-SA 4.0,https://stackoverflow.com/questions/59356416/sorting-using-a-three-number-comparator,Sorting using a three number comparator,,,,,,
2059,"['c++', 'operator-overloading', 'priority-queue']","{'account_id': 17325082, 'reputation': 11, 'user_id': 12549489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d22d04b04be518b00d422ad62cbfdf04?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yidong He', 'link': 'https://stackoverflow.com/users/12549489/yidong-he'}",True,62,59367529.0,1,0,1576557787,1576555316,59367459,CC BY-SA 4.0,https://stackoverflow.com/questions/59367459/why-i-should-overload-the-operator-for-priority-queue-in-a-struct-instead-of,Why I should overload the () operator for priority_queue in a struct instead of a class?,,,,,,
2060,"['c++', 'static', 'ostream']","{'account_id': 2384343, 'reputation': 10870, 'user_id': 2085626, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/g9uqZ.jpg?s=256&g=1', 'display_name': 'Amir Kirsh', 'link': 'https://stackoverflow.com/users/2085626/amir-kirsh'}",True,156,59365360.0,1,4,1576556634,1576535048,59365123,CC BY-SA 4.0,https://stackoverflow.com/questions/59365123/a-bug-with-the-nifty-counter-idiom-or-an-ill-formed-static-order-fiasco,A bug with the nifty-counter idiom or an ill-formed static order fiasco?,1576556634.0,,,,,
2061,"['c++', 'shared-libraries', 'static-variables', 'linkage']","{'account_id': 7108813, 'reputation': 4769, 'user_id': 5437543, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/754c57416d00dcae1cb37b9ffbfec080?s=256&d=identicon&r=PG&f=1', 'display_name': 'StoneThrow', 'link': 'https://stackoverflow.com/users/5437543/stonethrow'}",False,105,,0,1,1576554939,1576530657,59364337,CC BY-SA 4.0,https://stackoverflow.com/questions/59364337/why-is-non-empty-initialized-static-member-stdstring-empty-in-shared-lib,Why is non-empty initialized static member std::string empty (in shared lib)?,1576554939.0,,,,,
2062,"['python', 'c++', 'dictionary', 'templates', 'stdvector']","{'account_id': 12333313, 'reputation': 111, 'user_id': 8998452, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6e38c1abbc3d45efa36d1fcda555f7f?s=256&d=identicon&r=PG&f=1', 'display_name': 'J. Doe', 'link': 'https://stackoverflow.com/users/8998452/j-doe'}",False,624,,1,0,1576554414,1576552689,59367158,CC BY-SA 4.0,https://stackoverflow.com/questions/59367158/python-dictionary-like-structure-in-c,Python dictionary-like structure in C++?,,,,,,
2063,"['c++', 'binary', 'hex', 'portable-executable']","{'account_id': 3846000, 'reputation': 541, 'user_id': 3187539, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/zjd47.jpg?s=256&g=1', 'display_name': 'clockw0rk', 'link': 'https://stackoverflow.com/users/3187539/clockw0rk'}",True,330,59221771.0,2,0,1576554383,1575661512,59219415,CC BY-SA 4.0,https://stackoverflow.com/questions/59219415/convert-char-array-to-integer-value,Convert char array to integer value,1575661787.0,,,,,
2064,"['c++', 'data-structures', 'stl']","{'account_id': 13263637, 'reputation': 11, 'user_id': 9577295, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-A02CIOGxkWw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re9P7V8wDOPtcQM3FMkPhkYd0sK1A/mo/photo.jpg?sz=256', 'display_name': 'Srinidhi', 'link': 'https://stackoverflow.com/users/9577295/srinidhi'}",True,130,,1,0,1576553510,1576545613,59366364,CC BY-SA 4.0,https://stackoverflow.com/questions/59366364/i-have-two-binary-trees-i-wanted-to-deep-copy-the-result-of-the-two-binary-tree,I have two binary trees. I wanted to deep copy the result of the two binary trees without changing the input trees,1592644375.0,,,,,
2065,"['c++', 'pointers', 'function-pointers', 'type-alias']","{'account_id': 15349695, 'reputation': 610, 'user_id': 11073848, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e8744d4dd30d03927f67c96c823feb1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Drake Johnson', 'link': 'https://stackoverflow.com/users/11073848/drake-johnson'}",True,257,59367076.0,1,0,1576552227,1576549095,59366745,CC BY-SA 4.0,https://stackoverflow.com/questions/59366745/function-pointer-confusion-making-a-function-dispatcher-in-c,Function pointer confusion: Making a function dispatcher in C++,1576551672.0,,,,,
2066,"['c++', 'algorithm', 'math', 'mouseevent', 'acceleration']","{'account_id': 17323810, 'reputation': 1, 'user_id': 12548552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de1a2380eeb14935d53a943d2802623f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ramen', 'link': 'https://stackoverflow.com/users/12548552/ramen'}",True,279,,1,0,1576551378,1576536314,59365291,CC BY-SA 4.0,https://stackoverflow.com/questions/59365291/controlled-mouse-acceleration-for-macro,Controlled Mouse acceleration for macro,,,,,,
2067,"['c++', 'ffmpeg']","{'account_id': 15330606, 'reputation': 235, 'user_id': 11060387, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-EsuQfZv104c/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPtOQc7-I-YYL75zs1IdYgL9DeEdA/mo/photo.jpg?sz=256', 'display_name': 'south', 'link': 'https://stackoverflow.com/users/11060387/south'}",False,179,,0,1,1576547046,1576481186,59352190,CC BY-SA 4.0,https://stackoverflow.com/questions/59352190/why-image-decoded-by-ffmpeg-has-a-border,Why image decoded by ffmpeg has a border?,1576547046.0,,,,,
2068,"['c++', 'recursion', 'binary-tree']","{'account_id': 14296901, 'reputation': 11, 'user_id': 10327307, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe8ad382d87b50b68bd3eed7c060b85d?s=256&d=identicon&r=PG&f=1', 'display_name': 'sdesai51', 'link': 'https://stackoverflow.com/users/10327307/sdesai51'}",True,912,,1,1,1576546654,1576427573,59345851,CC BY-SA 4.0,https://stackoverflow.com/questions/59345851/how-to-count-number-times-a-given-number-appears-in-binary-tree,How to count number times a given number appears in binary tree?,1576546216.0,,,,,
2069,"['c++', 'debugging', 'g++', 'valgrind', 'ioctl']","{'account_id': 15750971, 'reputation': 548, 'user_id': 11365539, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-B5YB6Qt0o1U/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcVBU0MhQRqXx-Bv6RIvwqOt1-Xag/mo/photo.jpg?sz=256', 'display_name': 'Warpstar22', 'link': 'https://stackoverflow.com/users/11365539/warpstar22'}",False,1415,,0,7,1576545856,1576545856,59366395,CC BY-SA 4.0,https://stackoverflow.com/questions/59366395/valgrind-noted-but-unhandled-ioctl-is-it-necessary-to-handle-and-how-to-find,Valgrind: noted but unhandled ioctl; Is it necessary to handle and how to find?,,,,,,
2070,"['c++', 'vector', 'operator-overloading', 'assignment-operator']","{'account_id': 1962547, 'reputation': 3435, 'user_id': 1763652, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/TlG9j.jpg?s=256&g=1', 'display_name': 'gator', 'link': 'https://stackoverflow.com/users/1763652/gator'}",True,319,59366087.0,1,0,1576545057,1576540334,59365809,CC BY-SA 4.0,https://stackoverflow.com/questions/59365809/implicit-assignment-operator-deleted-for-vector-erasing,Implicit assignment operator deleted for vector erasing?,1576542624.0,,,,,
2071,['c++'],"{'account_id': 14789338, 'reputation': 23, 'user_id': 10680727, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1tzkxd2lXbg/AAAAAAAAAAI/AAAAAAAAAfY/9t2UgfICFVc/photo.jpg?sz=256', 'display_name': 'Compute0283', 'link': 'https://stackoverflow.com/users/10680727/compute0283'}",True,55,,1,0,1576544621,1576540099,59365782,CC BY-SA 4.0,https://stackoverflow.com/questions/59365782/accessing-variables-from-a-vector-that-stores-objects,Accessing variables from a vector that stores objects,1576542333.0,,,,,
2072,"['c++', 'sfml', 'visual-studio-2019']","{'account_id': 17309857, 'reputation': 1, 'user_id': 12537738, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec31b9f8379d7cf67a2fc2e7dc572433?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vehyr', 'link': 'https://stackoverflow.com/users/12537738/vehyr'}",False,471,,1,0,1576544434,1576527375,59363690,CC BY-SA 4.0,https://stackoverflow.com/questions/59363690/sfml-dosent-want-to-link-in-visual-studio-2019,sfml dosen&#39;t want to link in visual studio 2019,1576529137.0,,,,,
2073,"['c++', 'compiler-warnings', 'data-conversion']","{'account_id': 17324112, 'reputation': 11, 'user_id': 12548769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/894f35c6a1f36d22593bd90bdd25027d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Peter Dzimko', 'link': 'https://stackoverflow.com/users/12548769/peter-dzimko'}",True,72,,2,1,1576544265,1576541172,59365895,CC BY-SA 4.0,https://stackoverflow.com/questions/59365895/c-lossy-coversion-warning-for-member-function-return-value,C++ &quot;lossy coversion&quot; warning for member function return value,1576544110.0,,,,,
2074,"['c++', 'class', 'pointers', 'reference']","{'account_id': 10661367, 'reputation': 355, 'user_id': 7849245, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-OJ21pavK7iM/AAAAAAAAAAI/AAAAAAAAACA/UEnz8BGKQLA/photo.jpg?sz=256', 'display_name': 'warrior_monk', 'link': 'https://stackoverflow.com/users/7849245/warrior-monk'}",True,129,59366166.0,1,0,1576544101,1576543184,59366113,CC BY-SA 4.0,https://stackoverflow.com/questions/59366113/reference-return-type-of-member-functions-to-custom-classes-in-c,Reference return type of member functions to custom classes in C++,1576544101.0,,,,,
2075,"['c++', 'linker', 'clang', 'webassembly']","{'account_id': 2503, 'reputation': 14121, 'user_id': 3485, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/07b5ff3ac4366f44df6220dabc3c7f2f?s=256&d=identicon&r=PG', 'display_name': 'Hoffmann', 'link': 'https://stackoverflow.com/users/3485/hoffmann'}",True,2677,59366076.0,1,3,1576542827,1576531276,59364458,CC BY-SA 4.0,https://stackoverflow.com/questions/59364458/undefined-symbol-when-clang-compiling-to-target-wasm,Undefined symbol when clang compiling to target wasm,,,,,,
2076,"['c++', 'forwarding-reference', 'const-reference']","{'account_id': 9437505, 'reputation': 794, 'user_id': 7019073, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01424f570513037286d7cc21c69a17f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Seriously', 'link': 'https://stackoverflow.com/users/7019073/seriously'}",True,904,59365903.0,2,3,1576541707,1576533912,59364931,CC BY-SA 4.0,https://stackoverflow.com/questions/59364931/c-when-to-use-const-reference-over-forwarding-reference,C++ When to use const Reference over Forwarding Reference,,,,,,
2077,['c++'],"{'account_id': 15928094, 'reputation': 79, 'user_id': 11493214, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gY1VW.jpg?s=256&g=1', 'display_name': 'waasss', 'link': 'https://stackoverflow.com/users/11493214/waasss'}",False,93,,3,-1,1576538936,1576512580,59360292,CC BY-SA 4.0,https://stackoverflow.com/questions/59360292/adding-data-under-specific-header-in-a-2d-vector-array,Adding data under specific header in a 2D vector array,1576522536.0,,,,,
2078,"['c++', 'class', 'operator-overloading', 'copy-assignment']","{'account_id': 16072965, 'reputation': 135, 'user_id': 11600922, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc543f4b1ec8229e35576fa6f4851e40?s=256&d=identicon&r=PG', 'display_name': 'MagicGAT', 'link': 'https://stackoverflow.com/users/11600922/magicgat'}",True,447,59364250.0,3,2,1576538850,1576530000,59364218,CC BY-SA 4.0,https://stackoverflow.com/questions/59364218/copy-assignment-operator-clarification,copy assignment operator clarification,1576531733.0,,,,,
2079,"['c++', 'abstract-class', 'crtp']","{'account_id': 15456646, 'reputation': 261, 'user_id': 11162066, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31c7450ef2a42ebadac12e427ea354ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'John O&#39;brien', 'link': 'https://stackoverflow.com/users/11162066/john-obrien'}",True,1159,59349992.0,1,5,1576538553,1576456964,59349351,CC BY-SA 4.0,https://stackoverflow.com/questions/59349351/benefits-of-crtp-over-an-abstract-class,Benefits of CRTP over an abstract class?,,,,,,
2080,"['c++', 'visual-studio', 'templates']","{'account_id': 9660708, 'reputation': 43, 'user_id': 7168879, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a3a050167a8353ac1cb02bcc3c163c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Davide', 'link': 'https://stackoverflow.com/users/7168879/davide'}",True,69,59365477.0,1,2,1576537660,1576514347,59360785,CC BY-SA 4.0,https://stackoverflow.com/questions/59360785/template-class-definition-inside-c-library,Template class definition inside C++ library,,,,,,
2081,"['c++', 'templates', 'metaprogramming']","{'account_id': 16842852, 'reputation': 39, 'user_id': 12177827, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-DMYcFm_7ODw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfAKtgpFk2f8GX9pk4nSVRKD9lNxQ/photo.jpg?sz=256', 'display_name': 'Elijah Lee', 'link': 'https://stackoverflow.com/users/12177827/elijah-lee'}",True,125,,1,1,1576537539,1576504902,59358209,CC BY-SA 4.0,https://stackoverflow.com/questions/59358209/is-it-possible-to-collect-all-explicitly-instantiated-types-of-one-specific-temp,Is it possible to collect all explicitly instantiated types of one specific template with C++ metaprogramming?,1576520514.0,,,,,
2082,"['c++', 'memory', 'constructor']","{'account_id': 7384781, 'reputation': 65, 'user_id': 5620135, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://lh5.googleusercontent.com/-1twVnspKx10/AAAAAAAAAAI/AAAAAAAABa0/LxjPQpUOTXk/photo.jpg?sz=256', 'display_name': 'Roman Timm', 'link': 'https://stackoverflow.com/users/5620135/roman-timm'}",True,488,,1,-2,1576533615,1576485131,59352911,CC BY-SA 4.0,https://stackoverflow.com/questions/59352911/0xabababab-0xbadf00d-error-after-calling-for-new-on-a-class-2-times-in-a-row,0xabababab/0xbadf00d error after calling for &quot;new&quot; on a class 2 times in a row,1576490541.0,,,,,
2083,"['c++', 'output', 'operators', 'ostream']","{'account_id': 471685, 'reputation': 421, 'user_id': 879628, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb45888e82614e3368b248886c48b26f?s=256&d=identicon&r=PG', 'display_name': 'apokaliptis', 'link': 'https://stackoverflow.com/users/879628/apokaliptis'}",True,185,59363659.0,1,1,1576532980,1576526824,59363578,CC BY-SA 4.0,https://stackoverflow.com/questions/59363578/multiple-insertions-vs-concatenating-output,Multiple insertions (&lt;&lt;) vs concatenating output (+),1576532980.0,,,,,
2084,"['python', 'c++', 'loops']","{'account_id': 9879712, 'reputation': 59, 'user_id': 7316213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e77942629b64a8b1cbcd576d66fe56b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Storm Claw', 'link': 'https://stackoverflow.com/users/7316213/storm-claw'}",True,235,59362840.0,4,1,1576532168,1576522544,59362726,CC BY-SA 4.0,https://stackoverflow.com/questions/59362726/converting-c-for-loop-python,Converting C++ for loop python,1576532168.0,,,,,
2085,"['c++', 'function', 'boolean']","{'account_id': 16527912, 'reputation': 195, 'user_id': 11942060, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-lEmLUpeNjAk/AAAAAAAAAAI/AAAAAAAAAC0/s12zakIwV4k/photo.jpg?sz=256', 'display_name': 'Youssef Siam', 'link': 'https://stackoverflow.com/users/11942060/youssef-siam'}",True,873,59364448.0,1,-1,1576531183,1576529755,59364173,CC BY-SA 4.0,https://stackoverflow.com/questions/59364173/c-there-is-a-bool-return-type-function-returning-24-here,C++ There is a bool return type function returning (24) here,1576530695.0,,,,,
2086,"['c++', 'vulkan']","{'account_id': 4741327, 'reputation': 26, 'user_id': 3833971, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bass Guru', 'link': 'https://stackoverflow.com/users/3833971/bass-guru'}",True,359,59363944.0,1,0,1576528896,1576527472,59363716,CC BY-SA 4.0,https://stackoverflow.com/questions/59363716/vkcmdcopyimagetobuffer-results-in-solid-color-image,vkCmdCopyImageToBuffer results in solid color image,1576528896.0,,,,,
2087,"['c++', 'visual-studio', 'gstreamer']","{'account_id': 15410656, 'reputation': 23, 'user_id': 11117463, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/17srp.jpg?s=256&g=1', 'display_name': 'Aleksandr Sazhin', 'link': 'https://stackoverflow.com/users/11117463/aleksandr-sazhin'}",True,176,59364002.0,1,-2,1576528819,1576526151,59363451,CC BY-SA 4.0,https://stackoverflow.com/questions/59363451/why-g-object-set-throws-an-exceptionvcruntime140-dll,Why g_object_set throws an exception(vcruntime140.dll)?,,,,,,
2088,"['c++', 'string']","{'account_id': 543002, 'reputation': 3097, 'user_id': 886357, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d0e09de07d348483088b599fc27eff3a?s=256&d=identicon&r=PG', 'display_name': 'Morpheus', 'link': 'https://stackoverflow.com/users/886357/morpheus'}",True,76,59360897.0,2,0,1576527921,1576512495,59360269,CC BY-SA 4.0,https://stackoverflow.com/questions/59360269/how-to-get-next-n-lines-from-a-file-when-a-required-line-is-found-in-c,How to get next n lines from a file when a required line is found in C++,1576515302.0,,,,,
2089,"['c++', 'arrays', 'comparison', 'uint32-t']","{'account_id': 108259, 'reputation': 28860, 'user_id': 287436, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9de28331e6a1541de76b16b0c1d96ecd?s=256&d=identicon&r=PG', 'display_name': 'mheavers', 'link': 'https://stackoverflow.com/users/287436/mheavers'}",True,3305,59363773.0,1,0,1576527747,1576527186,59363651,CC BY-SA 4.0,https://stackoverflow.com/questions/59363651/how-to-initialize-and-then-later-assign-values-to-a-uint32-t-array-in-c,How to initialize and then later assign values to a uint32_t array in C++,,,,,,
2090,"['c++', 'random']","{'account_id': 643033, 'reputation': 25683, 'user_id': 955273, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/79903a88026b021e89735578bb71fd22?s=256&d=identicon&r=PG', 'display_name': 'Steve Lorimer', 'link': 'https://stackoverflow.com/users/955273/steve-lorimer'}",True,69,59363737.0,1,0,1576527586,1576526982,59363612,CC BY-SA 4.0,https://stackoverflow.com/questions/59363612/store-and-reload-random-number-generator-state,store and reload random number generator state,,,,,,
2091,"['c++', 'casting', 'c++14', 'type-safety', 'narrowing']","{'account_id': 3415784, 'reputation': 58408, 'user_id': 2864740, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/e7a05a144f218bde07b659bc98e1ca7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2864740', 'link': 'https://stackoverflow.com/users/2864740/user2864740'}",True,209,59348446.0,2,0,1576527426,1576444843,59348168,CC BY-SA 4.0,https://stackoverflow.com/questions/59348168/cast-and-fail-compilation-if-a-narrowing-conversion-is-possible,Cast and Fail Compilation if a narrowing conversion is possible,1576527426.0,,,,,
2092,"['c++', 'winapi', 'com']","{'account_id': 3654683, 'reputation': 15, 'user_id': 10226813, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/425e871d76f8f6d00e8be6f7dbb7814e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user112067', 'link': 'https://stackoverflow.com/users/10226813/user112067'}",True,234,59362565.0,1,0,1576527395,1576520869,59362354,CC BY-SA 4.0,https://stackoverflow.com/questions/59362354/why-no-type-mismatch-in-call-to-cocreateinstance-function-in-the-windows-api,Why no type mismatch in call to CoCreateInstance function in the Windows API?,1576522379.0,,,,,
2093,"['c++', 'boost', 'geometry']","{'account_id': 17322535, 'reputation': 1, 'user_id': 12547581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b09223c2950f7ad06893729325085ffc?s=256&d=identicon&r=PG&f=1', 'display_name': 'dioda', 'link': 'https://stackoverflow.com/users/12547581/dioda'}",False,345,,0,0,1576526512,1576526512,59363514,CC BY-SA 4.0,https://stackoverflow.com/questions/59363514/boostgeometrybuffer-not-working-with-geographic-coordinates-system,Boost::geometry::buffer not working with geographic coordinates system,,,,,,
2094,['c++'],"{'account_id': 17322786, 'reputation': 1, 'user_id': 12547770, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDocBeIOeESYqT1sN4-nHR6zAbLsnHh0SB75tL9pA=k-s256', 'display_name': 'Oliver Fern', 'link': 'https://stackoverflow.com/users/12547770/oliver-fern'}",True,66,,1,0,1576526132,1576525599,59363328,CC BY-SA 4.0,https://stackoverflow.com/questions/59363328/editing-a-value-in-a-matrix-is-deleting-it,Editing a value in a matrix is deleting it,,,,,,
2095,"['c++', 'sqlite']","{'account_id': 14915692, 'reputation': 117, 'user_id': 10769581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/573354c5afa46cabace7749859b98436?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bogdan', 'link': 'https://stackoverflow.com/users/10769581/bogdan'}",True,52,,1,-1,1576526024,1576496569,59355939,,https://stackoverflow.com/questions/59355939/getting-sqlite-delete-like-result,Getting SQLite DELETE LIKE result,,1576566351.0,Duplicate,,,
