,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id
616,"['c++', 'arrays']","{'account_id': 18168605, 'reputation': 1625, 'user_id': 13218692, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wENJR.jpg?s=256&g=1', 'display_name': 'Pressing_Keys_24_7', 'link': 'https://stackoverflow.com/users/13218692/pressing-keys-24-7'}",True,576,2,2,1588448123,1587527104,61356961,CC BY-SA 4.0,https://stackoverflow.com/questions/61356961/storing-values-from-a-csv-file-to-a-dynamic-char-array,Storing values from a CSV file to a dynamic char array,,1588448123.0,,61373626.0
617,['c++'],"{'account_id': 18168605, 'reputation': 1625, 'user_id': 13218692, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wENJR.jpg?s=256&g=1', 'display_name': 'Pressing_Keys_24_7', 'link': 'https://stackoverflow.com/users/13218692/pressing-keys-24-7'}",True,199,1,1,1588448046,1587895493,61438939,CC BY-SA 4.0,https://stackoverflow.com/questions/61438939/generating-a-node-for-a-linked-list-inside-a-for-loop-in-c,Generating a node for a linked list inside a for loop in c++,,1588448046.0,,61438960.0
618,"['c++', 'algorithm']","{'account_id': 18168605, 'reputation': 1625, 'user_id': 13218692, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wENJR.jpg?s=256&g=1', 'display_name': 'Pressing_Keys_24_7', 'link': 'https://stackoverflow.com/users/13218692/pressing-keys-24-7'}",True,184,2,2,1588447990,1587187995,61284658,CC BY-SA 4.0,https://stackoverflow.com/questions/61284658/index-of-the-closest-point-in-an-array-each-containing-3-elements,Index of the Closest point in an array each containing 3 elements,,1588447990.0,,61284909.0
619,"['python', 'c++', 'abstract-class', 'swig', 'stdmap']","{'account_id': 6158386, 'reputation': 23, 'user_id': 4851190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9acb929978117e2526e7b7b21325cf9b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arn30', 'link': 'https://stackoverflow.com/users/4851190/arn30'}",True,217,1,2,1588440698,1588090173,61484768,CC BY-SA 4.0,https://stackoverflow.com/questions/61484768/swig-c-python-how-to-handle-a-stdmap-of-shared-ptr-of-abstract-class,SWIG c++ / python: how to handle a std::map of shared_ptr of abstract class,,1588095712.0,,61563614.0
620,"['c++', 'language-lawyer', 'friend']","{'account_id': 49441, 'reputation': 276295, 'user_id': 147192, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/E78Vj.png?s=256&g=1', 'display_name': 'Matthieu M.', 'link': 'https://stackoverflow.com/users/147192/matthieu-m'}",True,392,1,6,1588437423,1587739269,61410959,CC BY-SA 4.0,https://stackoverflow.com/questions/61410959/friend-private-function-template-alias-and-decltype-is-clang-correct-in-re,"Friend, private function, template alias, and decltype... is clang correct in rejecting this?",,1587750493.0,,61562846.0
621,"['c++', 'qt']","{'account_id': 5323730, 'reputation': 31, 'user_id': 4246385, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3983c7d52576a703cec8bdf8c5b9e081?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lei Song', 'link': 'https://stackoverflow.com/users/4246385/lei-song'}",True,37,1,0,1588429442,1588174758,61505776,CC BY-SA 4.0,https://stackoverflow.com/questions/61505776/could-a-qt-plugin-change-the-ui-created-by-main-application,Could a Qt plugin change the UI created by main application?,,1588178129.0,,61560892.0
622,['c++'],"{'account_id': 18419669, 'reputation': 3, 'user_id': 13417633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9d43aad9f04a9361bd56e858501aa8c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sidabras', 'link': 'https://stackoverflow.com/users/13417633/sidabras'}",False,57,0,0,1588429001,1587991827,61459321,CC BY-SA 4.0,https://stackoverflow.com/questions/61459321/how-do-i-count-individual-number-of-characters-in-a-word-from-a-text-file,How do I count individual number of characters in a word from a text file?,,1587997801.0,,
623,"['c++', 'git', 'libgit2']","{'account_id': 9242778, 'reputation': 83, 'user_id': 6865610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aa953a32f5f5ee2d43b09ce76b7b99d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Murmi', 'link': 'https://stackoverflow.com/users/6865610/murmi'}",True,134,1,0,1588428125,1588178804,61507073,CC BY-SA 4.0,https://stackoverflow.com/questions/61507073/git-tree-show-untracked-files,Git tree show untracked files,,,,61560591.0
624,"['c++', 'gtkmm']","{'account_id': 15448877, 'reputation': 33, 'user_id': 13151755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcaf48ed7d8cb80ca6048a2bbf28f591?s=256&d=identicon&r=PG&f=1', 'display_name': 'KJ465', 'link': 'https://stackoverflow.com/users/13151755/kj465'}",True,475,1,0,1588414733,1586009960,61029477,CC BY-SA 4.0,https://stackoverflow.com/questions/61029477/gtkmm-h-cannot-open-source-file-but-works-with-pkg-config-flags-when-compiled,gtkmm.h cannot open source file (but works with pkg-config flags when compiled),,,,
625,"['c++', 'windows', 'signals', 'mingw-w64', 'mintty']","{'account_id': 4070248, 'reputation': 434, 'user_id': 3343623, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/asiOx.png?s=256&g=1', 'display_name': 'Xunie', 'link': 'https://stackoverflow.com/users/3343623/xunie'}",True,322,1,2,1588410586,1588251067,61523818,CC BY-SA 4.0,https://stackoverflow.com/questions/61523818/why-does-mingw-w64-mintty-not-signal-my-program-when-i-ctrlc,Why does mingw-w64 mintty not signal() my program when I CTRL+C?,,1588251535.0,,61556940.0
626,"['c++', 'containers']","{'account_id': 18371676, 'reputation': 17, 'user_id': 13381650, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1283404581866697/picture?type=large', 'display_name': 'Ивелин Иванов', 'link': 'https://stackoverflow.com/users/13381650/%d0%98%d0%b2%d0%b5%d0%bb%d0%b8%d0%bd-%d0%98%d0%b2%d0%b0%d0%bd%d0%be%d0%b2'}",True,49,1,0,1588400120,1588067988,61477508,CC BY-SA 4.0,https://stackoverflow.com/questions/61477508/what-makes-unorder-map-and-unorder-set-faster-than-map-and-set,What makes unorder_map and unorder_set faster than map and set?,,,,
627,"['c++', 'c++11', 'inheritance', 'malloc', 'language-lawyer']","{'account_id': 1999735, 'reputation': 9989, 'user_id': 1794803, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f3b30f8ee9338ee3d87152343ceb0665?s=256&d=identicon&r=PG', 'display_name': 'Peregring-lk', 'link': 'https://stackoverflow.com/users/1794803/peregring-lk'}",True,98,1,2,1588390609,1588101352,61488189,CC BY-SA 4.0,https://stackoverflow.com/questions/61488189/c-is-memcpy-to-pod-based-sub-object-ub,C++: Is memcpy to POD based sub-object UB?,,1588101995.0,,61554159.0
628,"['c++', 'qt']","{'account_id': 18026141, 'reputation': 203, 'user_id': 13102033, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee5919edd155d2b46138ffa97f232f8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jacob', 'link': 'https://stackoverflow.com/users/13102033/jacob'}",False,393,1,0,1588389227,1588221877,61516090,CC BY-SA 4.0,https://stackoverflow.com/questions/61516090/qt-crashes-on-opening,qt crashes on opening,,1588389227.0,,
629,"['c++', 'assembly', 'inline-assembly', '32-bit', 'powerpc']","{'account_id': 4646767, 'reputation': 15845, 'user_id': 3764804, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/fZQON.png?s=256&g=1', 'display_name': 'BullyWiiPlaza', 'link': 'https://stackoverflow.com/users/3764804/bullywiiplaza'}",True,415,1,0,1588375619,1588254825,61525021,CC BY-SA 4.0,https://stackoverflow.com/questions/61525021/properly-gathering-return-values-from-inline-assembly,Properly gathering return value(s) from inline assembly,,,,61552386.0
630,"['c++', 'algorithm', 'animation', 'sfml']","{'account_id': 18066723, 'reputation': 33, 'user_id': 13132405, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-OEWlrB_D7Eo/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nBNyKTln58sckPPvoXTVkl_YBNpJQ/photo.jpg?sz=256', 'display_name': 'inhumane personal', 'link': 'https://stackoverflow.com/users/13132405/inhumane-personal'}",False,68,2,0,1588365850,1587585873,61374165,CC BY-SA 4.0,https://stackoverflow.com/questions/61374165/is-there-anyway-to-create-animation-within-sfml-using-a-rectangle,is there anyway to create animation within sfml using a rectangle,,,,
631,"['c++', 'arrays', 'data-structures', 'time-complexity']","{'account_id': 15147333, 'reputation': 25, 'user_id': 10930654, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/074806b0201c859d6624cb1a4f55403a?s=256&d=identicon&r=PG&f=1', 'display_name': 'markus', 'link': 'https://stackoverflow.com/users/10930654/markus'}",True,72,1,0,1588363981,1587215242,61289622,CC BY-SA 4.0,https://stackoverflow.com/questions/61289622/sum-of-complexity,sum of complexity,,1588363981.0,,
632,"['c++', 'qt', 'visual-studio-2017', 'fortify']","{'account_id': 9976280, 'reputation': 11, 'user_id': 8473845, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lRJQvthbDsk/AAAAAAAAAAI/AAAAAAAAYw0/YWVflCuz_9k/photo.jpg?sz=256', 'display_name': 'Stephen Thompson', 'link': 'https://stackoverflow.com/users/8473845/stephen-thompson'}",True,593,1,1,1588354759,1585926914,61014980,CC BY-SA 4.0,https://stackoverflow.com/questions/61014980/using-fortify-sca-not-outdated-hp-fortify-on-qt-code,Using Fortify SCA (not outdated &quot;HP Fortify&quot;) on Qt code,,,,
633,"['c++', 'sparse-matrix', 'eigen', 'eigen3', 'matrix-factorization']","{'account_id': 2243623, 'reputation': 91, 'user_id': 1977540, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e217956569a0627cd07313d5f3961c4a?s=256&d=identicon&r=PG', 'display_name': 'Emanuele', 'link': 'https://stackoverflow.com/users/1977540/emanuele'}",True,409,1,0,1588354158,1586096186,61044017,CC BY-SA 4.0,https://stackoverflow.com/questions/61044017/avoiding-dynamic-memory-allocation-on-factorizing-sparse-matrix-with-eigen,Avoiding dynamic memory allocation on factorizing sparse matrix with Eigen,,1586100462.0,,61547486.0
634,"['c++', 'ubuntu', 'segmentation-fault']","{'account_id': 10245766, 'reputation': 512, 'user_id': 7561599, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-dLvCt3wo_Ec/AAAAAAAAAAI/AAAAAAAAAFs/ea7rBaBajkM/photo.jpg?sz=256', 'display_name': 'Aadil Hoda', 'link': 'https://stackoverflow.com/users/7561599/aadil-hoda'}",True,661,1,0,1588348806,1588174711,61505762,CC BY-SA 4.0,https://stackoverflow.com/questions/61505762/unable-to-identify-reasons-for-signal-sigsegv-segmentation-fault,"Unable to identify reasons for signal SIGSEGV, Segmentation fault",,1588181606.0,,61546075.0
635,"['c++', 'visual-studio', 'visual-studio-2013', 'mfc']","{'account_id': 18450364, 'reputation': 1, 'user_id': 13440645, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghbzh3AwKkjg_divEqjqnmPXeb2INGQsTAtyPXp=k-s256', 'display_name': 'Raghu Kumar', 'link': 'https://stackoverflow.com/users/13440645/raghu-kumar'}",False,101,1,-1,1588341144,1588248173,61522938,CC BY-SA 4.0,https://stackoverflow.com/questions/61522938/migrating-a-project-from-vs2008-to-vs2013,migrating a project from VS2008 to VS2013,,1588253254.0,,
636,"['c++', 'makefile', 'include', 'mingw-w64', 'include-path']","{'account_id': 18144878, 'reputation': 37, 'user_id': 13198310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5bc117b935005f0c74dd4ca07d456cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ragnarox97', 'link': 'https://stackoverflow.com/users/13198310/ragnarox97'}",True,1024,1,1,1588340951,1588238199,61519959,CC BY-SA 4.0,https://stackoverflow.com/questions/61519959/include-third-party-header-and-library-using-makefile-and-vs-code,Include third-party header and library using makefile and VS Code,,1592644375.0,,61532729.0
637,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user12117801'}",True,38,1,0,1588337747,1588191771,61511005,CC BY-SA 4.0,https://stackoverflow.com/questions/61511005/why-cant-i-read-a-line-from-file,Why can&#39;t I read a line from file,,,,61511243.0
638,"['c++', 'qt', 'code-coverage', 'lcov']","{'account_id': 18381090, 'reputation': 1, 'user_id': 13389155, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-o_Ggsi5elKY/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM6mfZZTqeqPJE9VYEw9orKderdLw/photo.jpg?sz=256', 'display_name': 'resist', 'link': 'https://stackoverflow.com/users/13389155/resist'}",False,886,1,0,1588325757,1588187007,61509664,CC BY-SA 4.0,https://stackoverflow.com/questions/61509664/cant-create-coverage-informations-with-lcov-warning-no-gcda-files-found-in-c,cant create coverage informations with lcov WARNING: no .gcda files found in ./coverage,,1588187359.0,,
639,"['c++', 'algorithm']","{'account_id': 14955506, 'reputation': 66, 'user_id': 10796945, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed046c8e1b46da26c11b6e73ca0e40b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'G&#39;k', 'link': 'https://stackoverflow.com/users/10796945/gk'}",True,85,2,2,1588325017,1588171580,61504634,CC BY-SA 4.0,https://stackoverflow.com/questions/61504634/merging-elements-in-a-collection-that-satisfy-a-predicate,Merging elements in a collection that satisfy a predicate,,1588183619.0,,61539854.0
640,"['c++', 'visual-studio', 'warnings']","{'account_id': 18374455, 'reputation': 11, 'user_id': 13383858, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-kAq0rq7d6Rg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMdZHdOIhcYsr9-bJfcrs37WmjgNQ/photo.jpg?sz=256', 'display_name': 'Tolis Monty', 'link': 'https://stackoverflow.com/users/13383858/tolis-monty'}",False,321,1,1,1588323804,1587580330,61372538,CC BY-SA 4.0,https://stackoverflow.com/questions/61372538/cannot-solve-warning-c6386,Cannot solve warning C6386,,1587586792.0,,
641,"['c++', 'opengl', 'opengl-compat']","{'account_id': 4467312, 'reputation': 86, 'user_id': 3634553, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/doHAx.png?s=256&g=1', 'display_name': 'shawn_halayka', 'link': 'https://stackoverflow.com/users/3634553/shawn-halayka'}",False,198,1,0,1588317020,1588123243,61492660,CC BY-SA 4.0,https://stackoverflow.com/questions/61492660/copy-vectorglubyte-buffer-to-framebuffer,Copy vector&lt;GLubyte&gt; buffer to framebuffer,,1588317020.0,,
642,"['c++', 'cmd']","{'account_id': 16724528, 'reputation': 9, 'user_id': 12088435, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-J5IBEVzinp4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcJ5ThpQdTToDqw2SgwiemrMkNN4g/photo.jpg?sz=256', 'display_name': 'Neshant Thiru', 'link': 'https://stackoverflow.com/users/12088435/neshant-thiru'}",False,61,1,0,1588313717,1588221794,61516072,CC BY-SA 4.0,https://stackoverflow.com/questions/61516072/valid-text-file-integer-input-c,Valid Text File Integer Input - C++,,1588235397.0,,
643,"['c++', 'vector']","{'account_id': 16524679, 'reputation': 65, 'user_id': 11939805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26356dfb672bee5e554186069ad25be8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Doddi girish', 'link': 'https://stackoverflow.com/users/11939805/doddi-girish'}",True,72,1,0,1588312519,1588253983,61524727,CC BY-SA 4.0,https://stackoverflow.com/questions/61524727/i-am-getting-error-while-running-the-code,i am getting error while running the code,,1588254424.0,,61524875.0
644,"['c++', 'qt']","{'account_id': 18295422, 'reputation': 5, 'user_id': 13321470, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2749447735168144/picture?type=large', 'display_name': 'Abderrahmane Bouhya', 'link': 'https://stackoverflow.com/users/13321470/abderrahmane-bouhya'}",False,56,2,0,1588308937,1588198296,61512625,CC BY-SA 4.0,https://stackoverflow.com/questions/61512625/go-to-another-qtab-on-button-click,go to another Qtab on button click,,,,
645,"['c++', 'templates', 'vector', 'struct', 'catch2']","{'account_id': 14751502, 'reputation': 61, 'user_id': 10653474, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-el5zRrhWlno/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbADj_Dz2kV9riKuQw307BJ2cy6DpA/mo/photo.jpg?sz=256', 'display_name': 'y_1234', 'link': 'https://stackoverflow.com/users/10653474/y-1234'}",True,372,1,0,1588307516,1587987771,61458113,CC BY-SA 4.0,https://stackoverflow.com/questions/61458113/problems-with-structs-and-tests-with-catch2,Problems with Structs and tests with catch2,,1588073485.0,,61536833.0
646,['c++'],"{'account_id': 17959569, 'reputation': 1, 'user_id': 13050841, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/510174353226054/picture?type=large', 'display_name': 'Karan Kesri', 'link': 'https://stackoverflow.com/users/13050841/karan-kesri'}",False,81,1,-1,1588306976,1588097423,61487047,CC BY-SA 4.0,https://stackoverflow.com/questions/61487047/i-have-to-two-choose-two-element-from-an-array-such-that-there-lcm-is-maximum,i have to two choose two element from an array such that there lcm is maximum,,,,
647,"['c++', 'opengl', 'glm-math']","{'account_id': 18291324, 'reputation': 103, 'user_id': 13318056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb34cf1a0815d4e132f070966275ee15?s=256&d=identicon&r=PG&f=1', 'display_name': 'suman', 'link': 'https://stackoverflow.com/users/13318056/suman'}",True,256,1,0,1588305084,1588244996,61522011,CC BY-SA 4.0,https://stackoverflow.com/questions/61522011/how-to-scale-a-rectangle-at-its-position,How to scale a rectangle at its position,,1588305084.0,,61526616.0
648,"['c++', 'optimization', 'constants']","{'account_id': 4410342, 'reputation': 1166, 'user_id': 9007125, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/4IA0y.jpg?s=256&g=1', 'display_name': 'Kari', 'link': 'https://stackoverflow.com/users/9007125/kari'}",True,106,1,1,1588300803,1588047341,61472517,CC BY-SA 4.0,https://stackoverflow.com/questions/61472517/temporarily-disable-optimization-of-const-qualified-variables-during-debugging,Temporarily disable optimization of const-qualified variables? (during debugging),,1588300803.0,,61472688.0
649,"['c++', 'stdmap']","{'account_id': 15520766, 'reputation': 57, 'user_id': 11197025, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67e18a204a5118a58348cff96139cf03?s=256&d=identicon&r=PG&f=1', 'display_name': 'GtN', 'link': 'https://stackoverflow.com/users/11197025/gtn'}",True,99,2,1,1588300691,1587910087,61442137,CC BY-SA 4.0,https://stackoverflow.com/questions/61442137/why-does-map-find-use-operator-and-not-operator,Why does map.find use &lt; operator and not == operator?,,1587910440.0,,61442356.0
650,"['c++', 'debugging', 'segmentation-fault', 'gdb']","{'account_id': 9954392, 'reputation': 203, 'user_id': 12771729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/13b09959ef16dbb251a7bfd530f5ba17?s=256&d=identicon&r=PG&f=1', 'display_name': 'M. Chen', 'link': 'https://stackoverflow.com/users/12771729/m-chen'}",False,943,2,1,1588300147,1588089038,61484372,CC BY-SA 4.0,https://stackoverflow.com/questions/61484372/is-there-a-way-to-check-where-did-the-segmentation-fault-happened-using-gdb,Is there a way to check where did the segmentation fault happened using gdb?,,1588109846.0,,
651,"['javascript', 'html', 'c++', 'iframe', 'webbrowser-control']","{'account_id': 8748704, 'reputation': 37, 'user_id': 6542861, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ead61c012731355cc5a3887e6f383223?s=256&d=identicon&r=PG&f=1', 'display_name': 'guyshitz', 'link': 'https://stackoverflow.com/users/6542861/guyshitz'}",False,533,2,1,1588296854,1585901523,61007590,CC BY-SA 4.0,https://stackoverflow.com/questions/61007590/how-to-suppress-script-errors-on-internet-explorer-7-coming-from-an-iframe,How to suppress script errors on internet explorer 7 coming from an iframe?,,1586063975.0,,
652,"['java', 'c++', 'dll', 'jna']","{'account_id': 9294601, 'reputation': 384, 'user_id': 6902013, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14fa782f8c6e833e3e8934c64b293bb0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asaber', 'link': 'https://stackoverflow.com/users/6902013/asaber'}",False,339,1,1,1588286123,1588243601,61521625,CC BY-SA 4.0,https://stackoverflow.com/questions/61521625/mapping-c-function-with-jna,Mapping c++ function with JNA,,1588244649.0,,
653,"['c++', 'user-interface', 'wxwidgets', 'lnk2019']","{'account_id': 12230662, 'reputation': 15, 'user_id': 8926754, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/87b782091a2619ca202c8825489a8ae4?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheCoolest2', 'link': 'https://stackoverflow.com/users/8926754/thecoolest2'}",False,117,0,0,1588285603,1588185548,61509233,CC BY-SA 4.0,https://stackoverflow.com/questions/61509233/can-i-still-use-wxindustrialcontrols-for-wxwidgets-lnk2019-error,Can I still use wxIndustrialControls for wxWidgets? LNK2019 Error,,1588285603.0,,
654,"['c++', 'qt', 'qt5', 'gstreamer']","{'account_id': 753248, 'reputation': 127, 'user_id': 756639, 'user_type': 'registered', 'accept_rate': 7, 'profile_image': 'https://www.gravatar.com/avatar/4c2a2417eec7723d28a67c4b3441be14?s=256&d=identicon&r=PG', 'display_name': 'Patrick', 'link': 'https://stackoverflow.com/users/756639/patrick'}",True,304,1,1,1588283220,1586900241,61217649,CC BY-SA 4.0,https://stackoverflow.com/questions/61217649/g-signal-connect-must-be-called-before-qobjectconnect,g_signal_connect must be called before QObject::connect?,,1586902951.0,,
655,"['c++', 'std-function']","{'account_id': 1902948, 'reputation': 3035, 'user_id': 1718413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7962995b50a355cd34e46d990621b91d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Slippery Pete', 'link': 'https://stackoverflow.com/users/1718413/slippery-pete'}",True,368,3,0,1588277260,1588184931,61509082,CC BY-SA 4.0,https://stackoverflow.com/questions/61509082/passing-a-callback-function-pointer-to-a-function-in-another-class,Passing a callback function pointer to a function in another class,,1588246402.0,,61509250.0
656,"['c++', 'compiler-errors', 'compilation', 'g++']","{'account_id': 5677132, 'reputation': 192, 'user_id': 5005798, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/DLQtu.jpg?s=256&g=1', 'display_name': 'Shubham Avasthi', 'link': 'https://stackoverflow.com/users/5005798/shubham-avasthi'}",True,66,1,1,1588270061,1588050003,61472933,CC BY-SA 4.0,https://stackoverflow.com/questions/61472933/ensure-that-g-does-not-compile-a-program-using-features-added-in-newer-version,Ensure that g++ does not compile a program using features added in newer versions of C++,,,,61529958.0
657,"['c++', 'windows', 'performance', 'io']","{'account_id': 10284746, 'reputation': 1142, 'user_id': 7588455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/933963945b56dcdc2266c315e06388a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'WolverinDEV', 'link': 'https://stackoverflow.com/users/7588455/wolverindev'}",False,247,0,0,1588269704,1588255218,61525152,CC BY-SA 4.0,https://stackoverflow.com/questions/61525152/global-mouse-button-press-capture-for-windows-alternatives-wh-mouse-ll-seems-to,Global mouse button press capture for Windows alternatives (WH_MOUSE_LL seems to lag the mouse),,1588269704.0,,
658,"['c++', 'preprocessor', 'preprocessor-directive']","{'account_id': 975889, 'reputation': 27783, 'user_id': 997112, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/7c52a3944cdd2eac9725e54fc548f368?s=256&d=identicon&r=PG', 'display_name': 'user997112', 'link': 'https://stackoverflow.com/users/997112/user997112'}",True,67,2,1,1588268414,1588254630,61524953,CC BY-SA 4.0,https://stackoverflow.com/questions/61524953/how-does-define-know-when-to-stop-looking,How does #define know when to stop looking?,,,,61527597.0
659,"['c++', 'c++14', 'template-meta-programming', 'enable-if']","{'account_id': 3644887, 'reputation': 459, 'user_id': 3038149, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/sEl9N.png?s=256&g=1', 'display_name': 'VincentDM', 'link': 'https://stackoverflow.com/users/3038149/vincentdm'}",True,426,4,2,1588268310,1588258575,61526391,CC BY-SA 4.0,https://stackoverflow.com/questions/61526391/c-stdenable-if-fallback,C++ std::enable_if fallback?,,1588265902.0,,61527673.0
660,"['c++', 'architecture', 'dependencies']","{'account_id': 544518, 'reputation': 108, 'user_id': 914003, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cd04ea3cb986279cae06128141c1b27?s=256&d=identicon&r=PG', 'display_name': 'Questmaster', 'link': 'https://stackoverflow.com/users/914003/questmaster'}",True,155,2,0,1588266137,1588173720,61505367,CC BY-SA 4.0,https://stackoverflow.com/questions/61505367/how-to-organize-multiple-data-types-in-a-c-project,How to organize multiple data types in a C++ project,,1588174951.0,,61506297.0
661,['c++'],"{'account_id': 18448433, 'reputation': 1, 'user_id': 13439147, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eda7beadda28fed0636dc5ddc120115a?s=256&d=identicon&r=PG&f=1', 'display_name': 'user13439147', 'link': 'https://stackoverflow.com/users/13439147/user13439147'}",False,50,2,-1,1588264547,1588233447,61518531,CC BY-SA 4.0,https://stackoverflow.com/questions/61518531/i-need-to-find-the-longest-ascending-array-im-kind-new-to-c,"I need to find the longest ascending array,im kind new to c++",,1588253567.0,,
662,"['c++', 'string', 'performance', 'c++11']","{'account_id': 15935144, 'reputation': 1775, 'user_id': 12651320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae6f4d3d025d9f657c0aaedb039bd407?s=256&d=identicon&r=PG&f=1', 'display_name': 'Summit', 'link': 'https://stackoverflow.com/users/12651320/summit'}",True,522,2,0,1588264293,1588131630,61493830,CC BY-SA 4.0,https://stackoverflow.com/questions/61493830/is-a-for-loop-or-iterator-a-faster-way-to-traverse-a-string,Is a for-loop or iterator a faster way to traverse a string?,,1588131908.0,,61495477.0
663,"['c++', 'c++11', 'data-structures']","{'account_id': 11270621, 'reputation': 327, 'user_id': 8266189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1824239f6a160a8d5a99d83b835e3787?s=256&d=identicon&r=PG', 'display_name': 'Ha An Tran', 'link': 'https://stackoverflow.com/users/8266189/ha-an-tran'}",True,78,1,0,1588262486,1588254878,61525047,CC BY-SA 4.0,https://stackoverflow.com/questions/61525047/time-difference-when-sorting-vector-of-structs,Time difference when sorting vector of structs,,1588262486.0,,
664,"['c++', 'c++17', 'iostream', 'cout', 'iomanip']","{'account_id': 438783, 'reputation': 6499, 'user_id': 827280, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/1c39ecec1f8d62bf8b6b27ba05904990?s=256&d=identicon&r=PG', 'display_name': 'Museful', 'link': 'https://stackoverflow.com/users/827280/museful'}",True,68,3,0,1588260838,1588258234,61526255,CC BY-SA 4.0,https://stackoverflow.com/questions/61526255/setting-precision-field-width-in-operator-for-an-entire-vector,Setting precision/field width in operator&lt;&lt; for an entire vector,,1588259134.0,,61526969.0
