,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
2383,"['c++', 'c', 'winapi']","{'account_id': 39783, 'reputation': 1565, 'user_id': 114921, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/c341cc79e37625c7c86acb921e902947?s=256&d=identicon&r=PG', 'display_name': 'Craig Wright', 'link': 'https://stackoverflow.com/users/114921/craig-wright'}",True,2408,1,0,1332769799,1332769651,,9873333,CC BY-SA 3.0,https://stackoverflow.com/questions/9873333/setting-program-description-and-company-name-with-win32-api,Setting Program Description and Company Name with Win32 API,9873373.0,,,,,
2384,"['c++', 'memory-management', 'placement-new']","{'account_id': 796037, 'reputation': 725, 'user_id': 513381, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/5eafc648b5244f4cabea2327cf797676?s=256&d=identicon&r=PG', 'display_name': 'Atul', 'link': 'https://stackoverflow.com/users/513381/atul'}",True,386,3,1,1332769232,1332758821,1332769232.0,9870738,CC BY-SA 3.0,https://stackoverflow.com/questions/9870738/placement-new-for-contiguous-memory,Placement new for contiguous memory,9870886.0,,,,,
2385,"['c++', 'visual-c++-6']","{'account_id': 45947, 'reputation': 2701, 'user_id': 135631, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/76e52513ddd854cb803cb0f8f90a92b5?s=256&d=identicon&r=PG', 'display_name': 'Mike D', 'link': 'https://stackoverflow.com/users/135631/mike-d'}",True,3795,1,0,1332768928,1332768184,1332768928.0,9872953,CC BY-SA 3.0,https://stackoverflow.com/questions/9872953/where-is-sscanf-s,where is sscanf_s?,9873101.0,,,,,
2386,"['c++', 'pointers', 'boost', 'shared-ptr']","{'account_id': 471252, 'reputation': 3775, 'user_id': 878936, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/766faba0aa02b867b869615526c9192e?s=256&d=identicon&r=PG', 'display_name': 'Toby', 'link': 'https://stackoverflow.com/users/878936/toby'}",True,837,2,4,1332768797,1332763332,1332768797.0,9871710,CC BY-SA 3.0,https://stackoverflow.com/questions/9871710/appropriate-use-for-boostshared-ptr,Appropriate use for boost::shared_ptr?,9872897.0,,,,,
2387,"['c++', 'debugging', 'memory']","{'account_id': 437698, 'reputation': 603, 'user_id': 825522, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/94c891e24b3a17b6f647d433872ce118?s=256&d=identicon&r=PG', 'display_name': 'Danny Birch', 'link': 'https://stackoverflow.com/users/825522/danny-birch'}",True,217,4,0,1332768093,1332766604,1332768093.0,9872524,CC BY-SA 3.0,https://stackoverflow.com/questions/9872524/how-to-properly-manage-memory-run-time-c,How to properly manage memory (run-time) C++,9872587.0,,,,,
2388,"['c++', '.net', 'datetime', 'boost']","{'account_id': 5783, 'reputation': 22422, 'user_id': 9476, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/f01cbd2238e2a78e4c43fa596f51d6a1?s=256&d=identicon&r=PG', 'display_name': 'Dmitri Nesteruk', 'link': 'https://stackoverflow.com/users/9476/dmitri-nesteruk'}",True,1255,2,8,1332765568,1332711728,1332736818.0,9864339,CC BY-SA 3.0,https://stackoverflow.com/questions/9864339/boost-parse-date-time-string-and-yield-net-compatible-ticks-value,Boost parse date/time string and yield .NET-compatible Ticks value,9872287.0,,,,,
2389,"['c++', 'templates', 'boost']","{'account_id': 962834, 'reputation': 560, 'user_id': 986803, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/470562ba4614184da858cecf1501c0a8?s=256&d=identicon&r=PG', 'display_name': 'niktehpui', 'link': 'https://stackoverflow.com/users/986803/niktehpui'}",True,174,3,-1,1332764784,1332690934,1332764431.0,9861561,CC BY-SA 3.0,https://stackoverflow.com/questions/9861561/evaluate-any-type-or-function-using-templates,Evaluate any type or function using templates,9872083.0,,,,,
2390,"['c++', 'memory-management', 'binary-matrix']","{'account_id': 475775, 'reputation': 795, 'user_id': 886314, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/375e091c3da435a944d4df7f0e0ce600?s=256&d=identicon&r=PG', 'display_name': 'captain', 'link': 'https://stackoverflow.com/users/886314/captain'}",True,3114,1,1,1332764719,1332763273,1332764305.0,9871697,CC BY-SA 3.0,https://stackoverflow.com/questions/9871697/memory-address-overlap-of-two-arrays,Memory address overlap of two arrays,9872066.0,,,,,
2391,"['c++', 'memory', 'crash']","{'account_id': 1354163, 'reputation': 23, 'user_id': 1292915, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac9aa2cfc8d3fa409a6a15bee1cc679e?s=256&d=identicon&r=PG', 'display_name': 'user1292915', 'link': 'https://stackoverflow.com/users/1292915/user1292915'}",True,1172,2,2,1332764204,1332762698,1332764204.0,9871579,CC BY-SA 3.0,https://stackoverflow.com/questions/9871579/how-to-prevent-calloc-failure-crashing-my-program,How to prevent calloc failure crashing my program?,9871723.0,,,,,
2392,"['c++', 'winapi', 'visual-c++', 'graphics', 'bitmap']","{'account_id': 405504, 'reputation': 2998, 'user_id': 774432, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/9Z3P8.png?s=256&g=1', 'display_name': 'flydev', 'link': 'https://stackoverflow.com/users/774432/flydev'}",True,2355,2,0,1332762884,1332723771,1332759370.0,9865438,CC BY-SA 3.0,https://stackoverflow.com/questions/9865438/compare-two-bitmap-device-context-file,Compare two bitmap (device context - file),9871607.0,,,,,
2393,"['c++', 'generic-programming', 'function-templates', 'class-template']","{'account_id': 1354001, 'reputation': 706, 'user_id': 1292784, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/yitZ0.jpg?s=256&g=1', 'display_name': 'Ose', 'link': 'https://stackoverflow.com/users/1292784/ose'}",True,1707,1,3,1332762531,1332762212,,9871469,CC BY-SA 3.0,https://stackoverflow.com/questions/9871469/calling-static-function-template-within-dependent-scope,Calling static function template within dependent scope,9871548.0,,,,,
2394,"['c++', 'c', 'url', 'video']","{'account_id': 940983, 'reputation': 679, 'user_id': 969061, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/5fd014556b5c8cc408e297a9e6d6e3bd?s=256&d=identicon&r=PG', 'display_name': 'geeta', 'link': 'https://stackoverflow.com/users/969061/geeta'}",True,2402,1,1,1332760799,1332759921,,9870970,CC BY-SA 3.0,https://stackoverflow.com/questions/9870970/how-to-get-videos-link-from-a-given-url-in-c-c,How to get videos link from a given URL in C/C++,,,,,,
2395,"['c++', 'arrays', 'loops']","{'account_id': 1353703, 'reputation': 1993, 'user_id': 1292526, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e29153d3289e61d7dee6d3de713777a4?s=256&d=identicon&r=PG', 'display_name': 'bob blob', 'link': 'https://stackoverflow.com/users/1292526/bob-blob'}",True,5422,4,3,1332760057,1332752281,1332752514.0,9869198,CC BY-SA 3.0,https://stackoverflow.com/questions/9869198/c-checking-an-array-for-a-specific-range-of-values,c++ checking an array for a specific range of values?,,,,,,
2396,"['c++', 'casting']","{'account_id': 1254086, 'reputation': 3257, 'user_id': 1213934, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/daa3a6069e169fd55676253cc3dbe092?s=256&d=identicon&r=PG', 'display_name': 'logoff', 'link': 'https://stackoverflow.com/users/1213934/logoff'}",True,1514,1,1,1332758829,1332755666,1332758829.0,9870024,,https://stackoverflow.com/questions/9870024/upcasting-from-derived-to-templated-base-in-c,upcasting from derived to templated base in C++,9870078.0,1332781983.0,too localized,,,
2397,"['c++', 'serialization', 'boost']","{'account_id': 890157, 'reputation': 6765, 'user_id': 928594, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/becf01e1fb704fdc6bfc086a131ac02a?s=256&d=identicon&r=PG', 'display_name': 'mmirzadeh', 'link': 'https://stackoverflow.com/users/928594/mmirzadeh'}",True,1079,1,8,1332758017,1332757013,,9870344,CC BY-SA 3.0,https://stackoverflow.com/questions/9870344/c-boost-serialization-vs-simple-load-save,C++ Boost.serialization vs simple load/save,9870553.0,,,,,
2398,"['c++', 'data-structures', 'collections', 'vector', 'map']","{'account_id': 183728, 'reputation': 3626, 'user_id': 419284, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/2c9fdfde3e44539d2cb2770ac87537c0?s=256&d=identicon&r=PG', 'display_name': 'LoveTW', 'link': 'https://stackoverflow.com/users/419284/lovetw'}",True,607,2,0,1332755856,1332749382,1332749546.0,9868634,CC BY-SA 3.0,https://stackoverflow.com/questions/9868634/how-to-use-self-defined-structure-in-c-map,How to use self-defined structure in C++ Map,9868932.0,,,,,
2399,"['c++', '.net', 'interop']","{'account_id': 439935, 'reputation': 39, 'user_id': 2727794, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17597161d727a0e17d1b310c995d49a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eshwar', 'link': 'https://stackoverflow.com/users/2727794/eshwar'}",True,104,1,0,1332755835,1332751787,1332755835.0,9869078,CC BY-SA 3.0,https://stackoverflow.com/questions/9869078/net-and-c-interoperability,.NET and C++ interoperability,,,,,,
2400,"['c++', 'class', 'pointers', 'set']","{'account_id': 420859, 'reputation': 393, 'user_id': 798774, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/6e9c452bf3628d0d10ca438f50e4be0c?s=256&d=identicon&r=PG', 'display_name': 'user798774', 'link': 'https://stackoverflow.com/users/798774/user798774'}",True,1345,3,1,1332755129,1332704994,1332705307.0,9863419,CC BY-SA 3.0,https://stackoverflow.com/questions/9863419/how-do-i-print-from-a-set-of-object-pointers-in-c,How do I print from a set of object pointers in C++?,9863465.0,,,,,
2401,"['c++', 'iostream']","{'user_type': 'does_not_exist', 'display_name': 'user948581'}",True,2725,2,2,1332753768,1332751471,1495540290.0,9869018,CC BY-SA 3.0,https://stackoverflow.com/questions/9869018/create-stdstringbuf-based-on-stdvectorchar,Create std::stringbuf based on std::vector&lt;char&gt;,9869111.0,,,,,
2402,"['c++', 'file', 'serialization', 'fstream']","{'account_id': 1071070, 'reputation': 1764, 'user_id': 1070338, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/674c001d0e9ca4ea7cd64894d39ae5a2?s=256&d=identicon&r=PG', 'display_name': 'howtechstuffworks', 'link': 'https://stackoverflow.com/users/1070338/howtechstuffworks'}",True,859,2,1,1332753028,1332723433,,9865413,CC BY-SA 3.0,https://stackoverflow.com/questions/9865413/can-we-store-an-object-in-a-file-for-later-retrieval,Can we store an object in a file for later retrieval?,9869388.0,,,,,
2403,"['c++', 'string']","{'account_id': 1117014, 'reputation': 1609, 'user_id': 1106128, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/8afafa96ca0040c6e97d829a4ec5efbf?s=256&d=identicon&r=PG', 'display_name': 'StringBuilder', 'link': 'https://stackoverflow.com/users/1106128/stringbuilder'}",True,5608,3,3,1332753015,1332748939,1332749430.0,9868560,,https://stackoverflow.com/questions/9868560/best-practices-in-working-with-strings-in-c,Best practices in Working with strings in C++,9868661.0,1332789769.0,not a real question,,,
2404,"['c++', 'c', 'image-processing', 'opencv', 'knn']","{'account_id': 111199, 'reputation': 1447, 'user_id': 293895, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/5a1a8df9589642533346195587da52c3?s=256&d=identicon&r=PG', 'display_name': 'user293895', 'link': 'https://stackoverflow.com/users/293895/user293895'}",True,697,2,0,1332751712,1332729008,1332751712.0,9865930,CC BY-SA 3.0,https://stackoverflow.com/questions/9865930/opencvs-knn-unknown-classifications,OpenCV&#39;s KNN Unknown Classifications,9868190.0,,,,,
2405,"['c++', 'qt', 'thread-safety', 'timing']","{'account_id': 1255088, 'reputation': 12363, 'user_id': 1214731, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/4d5ce5ee47095997bb4f540771e23fab?s=256&d=identicon&r=PG', 'display_name': 'tmpearce', 'link': 'https://stackoverflow.com/users/1214731/tmpearce'}",True,883,2,1,1332751011,1332720949,,9865225,CC BY-SA 3.0,https://stackoverflow.com/questions/9865225/thread-safe-timing-to-align-data-collected-in-multiple-threads-does-qelapsedtim,Thread-safe timing to align data collected in multiple threads- does QElapsedTimer work?,9868924.0,,,,,
2406,"['c++', 'c', 'performance', 'optimization']","{'account_id': 71299, 'reputation': 49371, 'user_id': 206328, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/e002d9aebb899c1d4ed3ca5bb7d61704?s=256&d=identicon&r=PG', 'display_name': 'Anycorn', 'link': 'https://stackoverflow.com/users/206328/anycorn'}",True,238,3,3,1332750385,1332747728,,9868332,CC BY-SA 3.0,https://stackoverflow.com/questions/9868332/better-collapsed-loop-index-computation,Better collapsed loop index computation,,,,,,
2407,"['c++', 'compiler-errors']","{'account_id': 1117014, 'reputation': 1609, 'user_id': 1106128, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/8afafa96ca0040c6e97d829a4ec5efbf?s=256&d=identicon&r=PG', 'display_name': 'StringBuilder', 'link': 'https://stackoverflow.com/users/1106128/stringbuilder'}",False,1350,0,1,1332749888,1332682391,1332749888.0,9860528,CC BY-SA 3.0,https://stackoverflow.com/questions/9860528/c-compilation-error-when-adding-windows-h,C++ compilation error when adding windows.h,,,,,,
2408,"['c++', 'opengl']","{'account_id': 1337775, 'reputation': 71, 'user_id': 1280078, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/17dc60f31cd06b50a266a34a8433ad03?s=256&d=identicon&r=PG', 'display_name': 'user1280078', 'link': 'https://stackoverflow.com/users/1280078/user1280078'}",True,1912,2,1,1332749253,1332747522,1332748530.0,9868293,CC BY-SA 3.0,https://stackoverflow.com/questions/9868293/handling-click-on-3d-or-2d-figure-in-opengl,handling click on 3d or 2d figure in opengl,,,,,,
2409,['c++'],"{'account_id': 346479, 'reputation': 7246, 'user_id': 680031, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/772c408694bd6135294d87b98765c45d?s=256&d=identicon&r=PG', 'display_name': 'relaxxx', 'link': 'https://stackoverflow.com/users/680031/relaxxx'}",True,1338,4,5,1332748844,1332746826,,9868160,CC BY-SA 3.0,https://stackoverflow.com/questions/9868160/how-to-find-out-the-size-of-a-stdbitset-at-compile-time,how to find out the size of a std::bitset at compile time,9868208.0,,,,,
2410,"['c++', 'templates']","{'account_id': 1277146, 'reputation': 5351, 'user_id': 1232138, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/5b2c240bb9e351682ec4d943b5e37eb1?s=256&d=identicon&r=PG', 'display_name': 'user1232138', 'link': 'https://stackoverflow.com/users/1232138/user1232138'}",True,245,2,0,1332747882,1332747366,,9868270,CC BY-SA 3.0,https://stackoverflow.com/questions/9868270/access-violation-cannot-write-to-location,Access violation - cannot write to location,9868300.0,,,,,
2411,"['c++', 'reference', 'operator-overloading', 'destructor']","{'account_id': 795711, 'reputation': 3668, 'user_id': 888715, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/5ee3d698e7783a4fda1a307695a2154b?s=256&d=identicon&r=PG', 'display_name': 'awiebe', 'link': 'https://stackoverflow.com/users/888715/awiebe'}",True,511,1,1,1332746583,1332745937,1332746583.0,9868020,CC BY-SA 3.0,https://stackoverflow.com/questions/9868020/c-operator-overloads-and-destructors,C++ operator overloads and destructors,9868042.0,,,,,
2412,"['c++', 'vector', 'std']","{'account_id': 322007, 'reputation': 6838, 'user_id': 641170, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/mc98F.jpg?s=256&g=1', 'display_name': 'Rudy', 'link': 'https://stackoverflow.com/users/641170/rudy'}",True,23805,1,13,1332745994,1332745838,1592644375.0,9868003,CC BY-SA 4.0,https://stackoverflow.com/questions/9868003/error-c2039-find-is-not-a-member-of-std,error C2039: &#39;find&#39; : is not a member of &#39;std&#39;,9868019.0,,,,,
2413,"['c++', 'windows', 'unicode', 'arguments', 'console-application']","{'account_id': 41156, 'reputation': 9463, 'user_id': 119540, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/b416b34eaf6b53e6dad8eab420300ce7?s=256&d=identicon&r=PG', 'display_name': 'Synetech', 'link': 'https://stackoverflow.com/users/119540/synetech'}",True,3946,2,3,1332745968,1332742265,,9867392,CC BY-SA 3.0,https://stackoverflow.com/questions/9867392/passing-unicode-command-line-arguments-to-a-console-app,Passing Unicode command-line arguments to a console app,,,,,,
2414,"['c++', 'debugging', 'memory', 'pointers']","{'account_id': 1240869, 'reputation': 294, 'user_id': 1203498, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e9db696df75c50f6709fb07b11a0028b?s=256&d=identicon&r=PG', 'display_name': 'macguy', 'link': 'https://stackoverflow.com/users/1203498/macguy'}",True,165,1,0,1332745293,1332745015,1332745293.0,9867858,CC BY-SA 3.0,https://stackoverflow.com/questions/9867858/c-adding-a-listtask-l-or-any-stl-container-as-a-data-member-is-causing-a,"C++ - Adding a list&lt;Task&gt; l (or any STL Container) as a data member is causing an error, when deleting an array of tasks allocated on heap",9867873.0,,,,,
2415,"['c#', 'java', 'c++', 'oop']","{'account_id': 1268458, 'reputation': 3361, 'user_id': 1225246, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/w7QxT.jpg?s=256&g=1', 'display_name': 'Hilmi', 'link': 'https://stackoverflow.com/users/1225246/hilmi'}",True,67,3,-1,1332744866,1332690731,1332744866.0,9861534,CC BY-SA 3.0,https://stackoverflow.com/questions/9861534/customizing-access-inherited-functions,customizing access inherited functions,9861555.0,,,,,
2416,"['c++', 'char', 'int', 'ofstream']","{'account_id': 1353166, 'reputation': 1, 'user_id': 1292098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6076921ae21adc6f40213103b1d355b6?s=256&d=identicon&r=PG', 'display_name': 'user1292098', 'link': 'https://stackoverflow.com/users/1292098/user1292098'}",True,236,1,0,1332744219,1332742743,1332743319.0,9867468,CC BY-SA 3.0,https://stackoverflow.com/questions/9867468/from-int-to-char-without-strings-and-a-inconvenient-with-fstream,"From int to char* without strings, and a inconvenient with fstream",,,,,,
2417,"['c++', 'unicode', 'mfc', 'mbcs']","{'account_id': 558620, 'reputation': 5276, 'user_id': 921070, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f584b200a79f438d9092d7f76da7ede6?s=256&d=identicon&r=PG', 'display_name': 'Dean Seo', 'link': 'https://stackoverflow.com/users/921070/dean-seo'}",True,4810,2,1,1332743145,1332742485,,9867433,CC BY-SA 3.0,https://stackoverflow.com/questions/9867433/how-to-make-writefile-work-in-unicode-circumstance,How to make ::WriteFile work in UNICODE circumstance?,9867536.0,,,,,
2418,"['c++', 'qt', 'qgraphicsitem', 'qevent']","{'account_id': 902727, 'reputation': 159, 'user_id': 938423, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://graph.facebook.com/607085550/picture?type=large', 'display_name': 'zapumal', 'link': 'https://stackoverflow.com/users/938423/zapumal'}",True,403,1,1,1332742882,1332325117,1332742882.0,9802524,CC BY-SA 3.0,https://stackoverflow.com/questions/9802524/passing-item-properties-to-main-window-with-events-in-qt,passing item properties to main window with events in qt,9803185.0,,,,,
2419,"['c++', 'loops']","{'account_id': 1346258, 'reputation': 477, 'user_id': 1286945, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/013751d61b1a78478e5e663f04688bc0?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/1286945/mike'}",True,35679,2,2,1332740411,1332738066,1332738692.0,9866802,CC BY-SA 3.0,https://stackoverflow.com/questions/9866802/error-expression-must-have-class-type,ERROR : Expression must have class type?,9866988.0,,,,,
2420,"['c++', 'linked-list', 'xcode4.3', 'debuggervisualizer']","{'account_id': 1352290, 'reputation': 21, 'user_id': 1291582, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2decef47aef1e949d91b40d74988c4a2?s=256&d=identicon&r=PG', 'display_name': 'adam', 'link': 'https://stackoverflow.com/users/1291582/adam'}",False,283,0,2,1332740332,1332730276,1332740332.0,9866042,CC BY-SA 3.0,https://stackoverflow.com/questions/9866042/xcode-4-3-debugger-viewing-template-variables-in-linked-lists-used-to-work-in-x,Xcode 4.3 debugger: viewing template variables in linked lists used to work in Xcode 3,,,,,,
2421,"['c++', 'visual-c++', 'stack']","{'account_id': 1092356, 'reputation': 23, 'user_id': 1086719, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f8ea32476f05a3493b56b5a0c655bc41?s=256&d=identicon&r=PG', 'display_name': 'Jake', 'link': 'https://stackoverflow.com/users/1086719/jake'}",True,1770,4,0,1332739177,1332738618,,9866889,CC BY-SA 3.0,https://stackoverflow.com/questions/9866889/how-do-i-convert-a-char-array-to-a-integer-or-double,How do i convert a char array to a integer or double?,9866917.0,,,,,
2422,"['c#', 'c++', 'zeromq']","{'account_id': 1351851, 'reputation': 1, 'user_id': 1291250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2b97b5c3b64b5ad690591c874e87c11?s=256&d=identicon&r=PG', 'display_name': 'nkift', 'link': 'https://stackoverflow.com/users/1291250/nkift'}",True,1185,1,0,1332738758,1332680863,1332681011.0,9860333,CC BY-SA 3.0,https://stackoverflow.com/questions/9860333/zeromq-c-to-c-communication,ZeroMQ C++ to C# communication,,,,,,
2423,"['c++', 'visual-studio-2010']","{'account_id': 1297039, 'reputation': 167, 'user_id': 1247833, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/91fe854131a8c49c01d1b0618de3da25?s=256&d=identicon&r=PG', 'display_name': 'Private Void', 'link': 'https://stackoverflow.com/users/1247833/private-void'}",True,2303,2,0,1332737964,1332737755,,9866764,CC BY-SA 3.0,https://stackoverflow.com/questions/9866764/outputdebugstring-causing-inconsistent-errors,OutputDebugString causing inconsistent errors,9866791.0,,,,,
2424,"['c++', 'c', 'arrays']","{'account_id': 1060660, 'reputation': 3264, 'user_id': 1062364, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/39ae22259f3226479b90af7cf4bb6122?s=256&d=identicon&r=PG', 'display_name': 'Gnijuohz', 'link': 'https://stackoverflow.com/users/1062364/gnijuohz'}",True,315,1,1,1332737784,1332736245,1495540586.0,9866614,CC BY-SA 3.0,https://stackoverflow.com/questions/9866614/define-the-length-of-an-array-with-a-variable-in-c-c,define the length of an array with a variable in c++/c,9866626.0,,,,,
2425,"['c++', 'exception-handling']","{'account_id': 1353043, 'reputation': 13, 'user_id': 1292018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01c2eecc3c888eddb8f3ef7831ab754f?s=256&d=identicon&r=PG', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/1292018/sam'}",True,819,3,1,1332737001,1332727917,1332728773.0,9865822,CC BY-SA 3.0,https://stackoverflow.com/questions/9865822/handling-exceptions-in-the-copy-assignment-operator-c,handling exceptions in the copy assignment operator (c++),9865872.0,,,,,
2426,"['c++', 'sorting', 'vector', 'std']","{'account_id': 261716, 'reputation': 85, 'user_id': 546085, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://graph.facebook.com/100001670133300/picture?type=large', 'display_name': 'Alessandro', 'link': 'https://stackoverflow.com/users/546085/alessandro'}",True,1005,2,0,1332736937,1332730102,1332735296.0,9866028,CC BY-SA 3.0,https://stackoverflow.com/questions/9866028/how-to-use-custom-stdsort-function,How to use custom std::sort function?,,,,,,
2427,"['c++', 'opencv']","{'account_id': 25657, 'reputation': 830, 'user_id': 66105, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/10960ba0f305803a1cdc7cd6188d643b?s=256&d=identicon&r=PG', 'display_name': 'Joshua Noble', 'link': 'https://stackoverflow.com/users/66105/joshua-noble'}",True,4672,1,7,1332735373,1332384098,,9815712,CC BY-SA 3.0,https://stackoverflow.com/questions/9815712/how-to-call-cvupdatemotionhistory-in-opencv,How to call cv::updateMotionHistory() in OpenCV,9866529.0,,,,,
2428,"['c++', 'boost']","{'account_id': 1180225, 'reputation': 857, 'user_id': 1155299, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/da2219ddf1a87480a274f20d09cce2d2?s=256&d=identicon&r=PG', 'display_name': 'user1155299', 'link': 'https://stackoverflow.com/users/1155299/user1155299'}",True,6661,1,1,1332734311,1332729511,1332733118.0,9865971,CC BY-SA 3.0,https://stackoverflow.com/questions/9865971/boost-1-49-for-ubuntu-and-libboost-date-time,boost 1.49 for ubuntu and libboost_date_time,9866076.0,,,,,
2429,"['c++', 'sdl']","{'account_id': 1344411, 'reputation': 2133, 'user_id': 1285419, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/08ee68b20a4eceff26f7eee99b708c08?s=256&d=identicon&r=PG', 'display_name': 'user1285419', 'link': 'https://stackoverflow.com/users/1285419/user1285419'}",True,112,1,0,1332733483,1332665348,1332728240.0,9858914,CC BY-SA 3.0,https://stackoverflow.com/questions/9858914/regarding-the-resolution-and-accurary-in-sdl,regarding the resolution and accurary in SDL,9866157.0,,,,,
2430,"['c++', 'arrays']","{'account_id': 344802, 'reputation': 139, 'user_id': 677331, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/c38e6c28eaa53e00209e6c7b747cb666?s=256&d=identicon&r=PG', 'display_name': 'DrJonOsterman', 'link': 'https://stackoverflow.com/users/677331/drjonosterman'}",True,524,2,1,1332733391,1332728028,,9865838,CC BY-SA 3.0,https://stackoverflow.com/questions/9865838/c-how-do-i-turn-the-length-of-a-string-to-an-integer,C++ How do I turn the length of a string to an integer,,,,,,
2431,"['c++', 'swap']","{'account_id': 1353137, 'reputation': 5, 'user_id': 1292078, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee362079b746280e787a31cb25446f5d?s=256&d=identicon&r=PG', 'display_name': 'Li Yang', 'link': 'https://stackoverflow.com/users/1292078/li-yang'}",True,2576,2,0,1332733019,1332731660,,9866187,CC BY-SA 3.0,https://stackoverflow.com/questions/9866187/cannot-swap-objects-in-an-array-in-c,cannot swap objects in an array in C++,9866317.0,,,,,
2432,"['c++', 'pointers', 'destructor']","{'account_id': 303839, 'reputation': 1877, 'user_id': 613016, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/o3Ywp.jpg?s=256&g=1', 'display_name': 'Pantelis Sopasakis', 'link': 'https://stackoverflow.com/users/613016/pantelis-sopasakis'}",True,167,5,2,1332731940,1332375190,1332406803.0,9814716,CC BY-SA 3.0,https://stackoverflow.com/questions/9814716/a-bunch-of-unclear-things-with-the-destructor-in-c,A bunch of unclear things with the destructor in C++,,,,,,
