,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,migrated_from,community_owned_date,locked_date
1557,"['c++', 'file', 'newline', 'delimiter']","{'account_id': 1891560, 'reputation': 21, 'user_id': 1709493, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8cd297da93a4b436bb626723545a786?s=256&d=identicon&r=PG', 'display_name': 'sawer rex', 'link': 'https://stackoverflow.com/users/1709493/sawer-rex'}",True,1469,,,1,2,1348994087,1348992741,1348993393.0,12659741,https://stackoverflow.com/questions/12659741/how-to-look-ahead-multiple-steps-while-reading-files-in-c,,How to look ahead multiple steps while reading files in C++,CC BY-SA 3.0,,,,
1558,"['c++', 'arrays', 'string', 'sizeof']","{'account_id': 1891490, 'reputation': 185, 'user_id': 1709440, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a38140e7699eaac5ee91bd004da6277b?s=256&d=identicon&r=PG&f=1', 'display_name': 'mhmtemnacr', 'link': 'https://stackoverflow.com/users/1709440/mhmtemnacr'}",True,122,,,4,2,1348992984,1348990260,,12659513,https://stackoverflow.com/questions/12659513/finding-the-size-of-certain-elements-in-an-array,,Finding the size of certain elements in an array?,CC BY-SA 3.0,,,,
1559,"['c++', 'arrays', 'compiler-errors', 'queue']","{'account_id': 1890962, 'reputation': 23, 'user_id': 1709052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc57e0aec469f790d60027baade04abb?s=256&d=identicon&r=PG', 'display_name': 'user1709052', 'link': 'https://stackoverflow.com/users/1709052/user1709052'}",True,8754,,12657475.0,3,2,1348992092,1348961848,1495541929.0,12657444,https://stackoverflow.com/questions/12657444/c-global-array-of-queues-with-variable-size,,C++ Global Array of Queues with variable size,CC BY-SA 3.0,,,,
1560,"['c++', 'opencv', 'usb', 'webcam', 'libusb']","{'account_id': 1296012, 'reputation': 3016, 'user_id': 1247051, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/afBMr.jpg?s=256&g=1', 'display_name': 'rotating_image', 'link': 'https://stackoverflow.com/users/1247051/rotating-image'}",True,1497,,12659681.0,1,1,1348992030,1348989826,,12659467,https://stackoverflow.com/questions/12659467/access-multiple-webcam-with-usb-programming,,Access Multiple Webcam with USB programming,CC BY-SA 3.0,,,,
1561,"['c++', 'windows', 'lua']","{'account_id': 1260573, 'reputation': 3723, 'user_id': 1218970, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e32857f0d648ad0f6c11fb041eb34e5d?s=256&d=identicon&r=PG', 'display_name': 'SMGhost', 'link': 'https://stackoverflow.com/users/1218970/smghost'}",True,3294,,12659445.0,1,1,1348989492,1348982595,1348987570.0,12658874,https://stackoverflow.com/questions/12658874/lua-5-2-1-unresolved-externals,,lua 5.2.1 unresolved externals,CC BY-SA 3.0,,,,
1562,"['java', 'c++', 'java-native-interface', 'jnienv']","{'account_id': 1576433, 'reputation': 22130, 'user_id': 1462718, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7d451483b64aa999fecf316e7132afc6?s=256&d=identicon&r=PG', 'display_name': 'Brandon', 'link': 'https://stackoverflow.com/users/1462718/brandon'}",True,223,,,1,0,1348989303,1348983714,1348983904.0,12658956,https://stackoverflow.com/questions/12658956/jni-crashes-when-accessing-dll,,JNI Crashes When Accessing DLL,CC BY-SA 3.0,,,,
1563,['c++'],"{'account_id': 1868812, 'reputation': 413, 'user_id': 1691625, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/96f9e8ef3b41cd408c054e4c03a5f6fa?s=256&d=identicon&r=PG', 'display_name': 'DividedByZero', 'link': 'https://stackoverflow.com/users/1691625/dividedbyzero'}",True,365,,12659208.0,3,0,1348988549,1348986347,1348987438.0,12659174,https://stackoverflow.com/questions/12659174/c-the-start-of-block-memory,,C++ - The start of block memory,CC BY-SA 3.0,,,,
1564,"['c++', 'arrays', 'templates', 'stack']","{'account_id': 1890584, 'reputation': 1583, 'user_id': 1708779, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/wUYSp.png?s=256&g=1', 'display_name': 'ch-pub', 'link': 'https://stackoverflow.com/users/1708779/ch-pub'}",True,613,,12656022.0,2,0,1348984795,1348948620,1592644375.0,12655986,https://stackoverflow.com/questions/12655986/assignment-operator-trouble-in-stack-class,,Assignment Operator Trouble in Stack Class,CC BY-SA 4.0,,,,
1565,"['c++', 'boost', 'boost-multi-index']","{'account_id': 1839604, 'reputation': 31, 'user_id': 1669298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae3194c59b616804267cc6d92345755f?s=256&d=identicon&r=PG', 'display_name': 'user1669298', 'link': 'https://stackoverflow.com/users/1669298/user1669298'}",True,308,,,1,3,1348983334,1347556702,,12411528,https://stackoverflow.com/questions/12411528/boost-multi-index-modifying-member-and-retain-sequence,,boost multi_index modifying member and retain sequence,CC BY-SA 3.0,,,,
1566,"['c++', 'opengl', 'graphics', 'load', 'allegro']","{'account_id': 1761013, 'reputation': 175, 'user_id': 1608145, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2791614e3122fc2e8ea60c991863e90a?s=256&d=identicon&r=PG', 'display_name': 'Jasper Lu', 'link': 'https://stackoverflow.com/users/1608145/jasper-lu'}",True,17825,1375078139.0,,1,3,1348978190,1348961060,,12657383,https://stackoverflow.com/questions/12657383/how-to-load-opengl-into-visual-studio-2012,Duplicate,How to load OpenGL into Visual Studio 2012,,,,,
1567,"['c++', 'debugging', 'stl', 'crash']","{'account_id': 225166, 'reputation': 2520, 'user_id': 485493, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/ffafaa329699027aaa43807092df3759?s=256&d=identicon&r=PG', 'display_name': 'srean', 'link': 'https://stackoverflow.com/users/485493/srean'}",True,227,,,1,1,1348977890,1348911448,,12651614,https://stackoverflow.com/questions/12651614/debugging-a-crash-that-does-not-happen-inside-a-debugger,,Debugging a crash that does not happen inside a debugger,CC BY-SA 3.0,,,,
1568,"['c++', 'for-loop', 'while-loop', 'keypress']","{'account_id': 125763, 'reputation': 7147, 'user_id': 321763, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/9ab4f2e0265d3bb10b8d92bbca9efa22?s=256&d=identicon&r=PG', 'display_name': 'James Andrew', 'link': 'https://stackoverflow.com/users/321763/james-andrew'}",True,7149,,,3,4,1348977673,1348974243,,12658280,https://stackoverflow.com/questions/12658280/catching-keypresses-c,,Catching keypresses C++,CC BY-SA 3.0,,,,
1569,"['c++', 'c', 'system-calls']","{'account_id': 1018047, 'reputation': 34917, 'user_id': 1029146, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/a659be962c006e43e110b5a9dfda538e?s=256&d=identicon&r=PG', 'display_name': 'temporary_user_name', 'link': 'https://stackoverflow.com/users/1029146/temporary-user-name'}",True,171,,12658198.0,3,0,1348977671,1348972913,,12658190,https://stackoverflow.com/questions/12658190/how-do-you-do-systems-work-in-c,,How do you do systems work in C++?,CC BY-SA 3.0,,,,
1570,"['c++', 'c', 'visual-studio-2010', 'visual-studio']","{'account_id': 1191744, 'reputation': 1693, 'user_id': 1164342, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8315ab2ae40406cc7a927c657d5d24da?s=256&d=identicon&r=PG', 'display_name': 'Hayden Thring', 'link': 'https://stackoverflow.com/users/1164342/hayden-thring'}",True,113,,12658457.0,2,0,1348977478,1348976402,,12658430,https://stackoverflow.com/questions/12658430/getting-a-str16-from-sprintf,,Getting a STR16 from sprintf,CC BY-SA 3.0,,,,
1571,"['c++', 'math', 'numerical']","{'account_id': 54841, 'reputation': 52350, 'user_id': 164171, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/FYet8.png?s=256&g=1', 'display_name': 'static_rtti', 'link': 'https://stackoverflow.com/users/164171/static-rtti'}",True,6983,,12562556.0,4,27,1348975309,1348479576,1495539883.0,12562408,https://stackoverflow.com/questions/12562408/what-is-the-correct-way-to-raise-an-integer-to-a-positive-integer-power-in-c,,What is the correct way to raise an integer to a positive integer power in C++?,CC BY-SA 3.0,,,,
1572,"['c++', 'binary-tree']","{'account_id': 1870838, 'reputation': 231, 'user_id': 1693091, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/42996f6b48e4969e0ecca8e6a77102a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'nan', 'link': 'https://stackoverflow.com/users/1693091/nan'}",True,389,,,1,1,1348970273,1348968107,1348970273.0,12657912,https://stackoverflow.com/questions/12657912/binary-trees-contained-of-other-binary-trees,,Binary trees contained of other binary trees,CC BY-SA 3.0,,,,
1573,"['c++', 'c']","{'account_id': 1032733, 'reputation': 10185, 'user_id': 1040718, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/u0SVy.jpg?s=256&g=1', 'display_name': 'cybertextron', 'link': 'https://stackoverflow.com/users/1040718/cybertextron'}",True,8710,,12657251.0,2,-1,1348969084,1348959260,,12657220,https://stackoverflow.com/questions/12657220/producing-all-anagrams-in-a-string-c,,producing all anagrams in a string c++,CC BY-SA 3.0,,,,
1574,"['c++', 'inheritance', 'boost', 'sdl']","{'account_id': 1890938, 'reputation': 43, 'user_id': 1709036, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62d94db086286f6cc4e00e5d2082c4af?s=256&d=identicon&r=PG', 'display_name': 'Kelpsie', 'link': 'https://stackoverflow.com/users/1709036/kelpsie'}",True,109,,12657823.0,1,4,1348967791,1348965974,,12657754,https://stackoverflow.com/questions/12657754/why-does-this-code-lead-to-an-access-violation,,Why does this code lead to an access violation?,CC BY-SA 3.0,,,,
1575,"['c++', 'networking', 'operating-system']","{'account_id': 1433343, 'reputation': 659, 'user_id': 1355232, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ff08a94fe2e7a6ed3b2efbd70510ad9e?s=256&d=identicon&r=PG', 'display_name': 'LucasS', 'link': 'https://stackoverflow.com/users/1355232/lucass'}",True,106,1348996805.0,12657863.0,4,1,1348967359,1348966462,,12657787,https://stackoverflow.com/questions/12657787/networking-across-multiple-operating-systems,not a real question,Networking Across Multiple Operating Systems,,,,,
1576,"['c++', 'arrays']","{'account_id': 1890686, 'reputation': 1, 'user_id': 1708855, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a15b3b2206aa82493be2c25508fe390?s=256&d=identicon&r=PG', 'display_name': 'Dustin', 'link': 'https://stackoverflow.com/users/1708855/dustin'}",True,63,,,2,-4,1348966682,1348949451,1348966682.0,12656096,https://stackoverflow.com/questions/12656096/using-an-array-in-an-object,,Using an array in an Object,CC BY-SA 3.0,,,,
1577,"['c++', 'arrays', 'pointers', 'return', 'element']","{'account_id': 679540, 'reputation': 27, 'user_id': 523029, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4183489d2896f8a8259c502a941c944?s=256&d=identicon&r=PG', 'display_name': 'knut', 'link': 'https://stackoverflow.com/users/523029/knut'}",True,481,,12657726.0,1,0,1348965568,1348939924,1348942075.0,12654855,https://stackoverflow.com/questions/12654855/returning-pointer-to-an-array-of-pointers-get-next-element-fail,,Returning Pointer to an Array of Pointers get next element fail,CC BY-SA 3.0,,,,
1578,"['c++', 'windows', 'visual-c++', 'gcc', 'opencl']","{'account_id': 1890972, 'reputation': 713, 'user_id': 1709059, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c45d97ee0d1447093296cd20f5c077d4?s=256&d=identicon&r=PG', 'display_name': 'Rialgar', 'link': 'https://stackoverflow.com/users/1709059/rialgar'}",False,335,,,0,1,1348963767,1348963767,,12657590,https://stackoverflow.com/questions/12657590/using-opencl-c-wrapper-in-windows-with-gcc,,using OpenCL C++ Wrapper in windows with gcc,CC BY-SA 3.0,,,,
1579,"['c++', 'debugging', 'insert', 'std']","{'account_id': 544141, 'reputation': 146, 'user_id': 913487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f181c7374e2f608c33dfe0d6ea656be?s=256&d=identicon&r=PG', 'display_name': 'SinisterRainbow', 'link': 'https://stackoverflow.com/users/913487/sinisterrainbow'}",True,139,,12544835.0,1,1,1348963659,1348325126,1348327558.0,12544746,https://stackoverflow.com/questions/12544746/c-runtime-error-operator-receiving-rhs-with-value-surely-dumb-error-im,,C++ runtime error: operator&lt; receiving rhs with ??? value..Surely dumb error I&#39;m missing,CC BY-SA 3.0,,,,
1580,"['c++', 'templates', 'g++']","{'account_id': 312699, 'reputation': 1258, 'user_id': 626921, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/667a07a84d8d3e38d5a589d2d4c48966?s=256&d=identicon&r=PG', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/626921/michael'}",True,310,,12657530.0,2,2,1348963536,1348961194,1348962213.0,12657391,https://stackoverflow.com/questions/12657391/undefined-reference-to-defined-function-using-stdargs,,Undefined reference to defined function using stdargs,CC BY-SA 3.0,,,,
1581,"['c++', 'networking', 'client-server', 'chat']","{'account_id': 1568778, 'reputation': 5064, 'user_id': 1456962, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/0ff2ef5348551c7c3e9d8f628908a6f0?s=256&d=identicon&r=PG', 'display_name': 'code', 'link': 'https://stackoverflow.com/users/1456962/code'}",True,414,,12657354.0,1,0,1348960693,1348960507,,12657339,https://stackoverflow.com/questions/12657339/chat-application-trouble-connecting-to-server-from-client,,Chat Application - Trouble Connecting to Server from Client,CC BY-SA 3.0,,,,
1582,"['c++', 'visual-c++', 'c++11']","{'user_type': 'does_not_exist', 'display_name': 'user955249'}",True,115,,12657131.0,2,0,1348958362,1348890483,,12649752,https://stackoverflow.com/questions/12649752/why-is-the-parameter-of-discard-is-of-type-unsigned-long-long,,Why is the parameter of discard is of type unsigned long long?,CC BY-SA 3.0,,,,
1583,"['c++', 'data-structures', 'linked-list']","{'account_id': 1656771, 'reputation': 135, 'user_id': 1526110, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/de087b99bbd8e5244a0264b6d6eb161c?s=256&d=identicon&r=PG', 'display_name': 'Avalon-96', 'link': 'https://stackoverflow.com/users/1526110/avalon-96'}",True,344,,,3,0,1348956698,1348954931,1348956698.0,12656745,https://stackoverflow.com/questions/12656745/circular-traversal-of-a-linked-list,,Circular Traversal of a Linked List,CC BY-SA 3.0,,,,
1584,"['c++', 'opencv']","{'account_id': 1696092, 'reputation': 490, 'user_id': 1557444, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/a1e9b47eed35f83916d36bf2635e2cff?s=256&d=identicon&r=PG', 'display_name': 'min.yong.yoon', 'link': 'https://stackoverflow.com/users/1557444/min-yong-yoon'}",True,1530,,,4,2,1348954607,1347980442,1348213635.0,12479663,https://stackoverflow.com/questions/12479663/cvmat-cv-8u-product-error-and-slow-cv-32f-product,,cv::mat CV_8U product error and slow CV_32F product,CC BY-SA 3.0,,,,
1585,"['c++', 'visual-studio-2010', 'libtiff']","{'account_id': 1043189, 'reputation': 853, 'user_id': 1048739, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8ca6dd67ca1c10b2f4a2b7cd98de302c?s=256&d=identicon&r=PG&f=1', 'display_name': 'hevele', 'link': 'https://stackoverflow.com/users/1048739/hevele'}",True,10976,1349004740.0,12656596.0,1,2,1348953826,1348945491,1495540835.0,12655623,https://stackoverflow.com/questions/12655623/installing-libtiff-to-visual-studio-2010,exact duplicate,Installing LibTiff to Visual Studio 2010,,,,,
1586,"['c++', 'winapi']","{'account_id': 1679313, 'reputation': 105, 'user_id': 1544000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5aa03d7db06baffceb03ecacc7d47ac?s=256&d=identicon&r=PG', 'display_name': 'silverrulezz', 'link': 'https://stackoverflow.com/users/1544000/silverrulezz'}",False,1633,,,0,3,1348953424,1348946111,1348953424.0,12655700,https://stackoverflow.com/questions/12655700/read-pixels-from-1bpp-bitmap-createdibsection,,Read pixels from 1bpp bitmap (CreateDIBSection),CC BY-SA 3.0,,,,
1587,"['c++', 'xcode']","{'account_id': 1890558, 'reputation': 3, 'user_id': 1708761, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8049b844e2eadeee4766fb5cf70db864?s=256&d=identicon&r=PG', 'display_name': 'JimSim', 'link': 'https://stackoverflow.com/users/1708761/jimsim'}",True,398,,12655901.0,2,0,1348953412,1348946426,,12655730,https://stackoverflow.com/questions/12655730/calling-a-template-in-c,,Calling a template in C++,CC BY-SA 3.0,,,,
1588,"['c++', 'operator-overloading']","{'account_id': 988196, 'reputation': 4545, 'user_id': 1006201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/4YYlU.jpg?s=256&g=1', 'display_name': 'Ren', 'link': 'https://stackoverflow.com/users/1006201/ren'}",True,111,,,3,0,1348952585,1348949329,1348952585.0,12656080,https://stackoverflow.com/questions/12656080/overloading-operator-paradox,,Overloading = operator paradox,CC BY-SA 3.0,,,,
1589,"['c++', 'python', 'perl', 'awk']","{'account_id': 1235165, 'reputation': 1800, 'user_id': 1198887, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/c8vzM.jpg?s=256&g=1', 'display_name': 'Kannan Mohan', 'link': 'https://stackoverflow.com/users/1198887/kannan-mohan'}",True,192,,12492814.0,3,8,1348952408,1348026691,,12488289,https://stackoverflow.com/questions/12488289/parse-and-rearrange-hostnames,,parse and rearrange hostnames,CC BY-SA 3.0,,,,
1590,"['c++', 'cin']","{'account_id': 1711533, 'reputation': 686, 'user_id': 1569498, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8aab8d823cc96457559d384815050041?s=256&d=identicon&r=PG', 'display_name': 'Jake Long', 'link': 'https://stackoverflow.com/users/1569498/jake-long'}",True,673,,12656414.0,3,1,1348951942,1348951123,,12656316,https://stackoverflow.com/questions/12656316/c-cin-didnt-get-line,,C++ cin didn&#39;t get line,CC BY-SA 3.0,,,,
1591,"['c++', 'initialization']","{'account_id': 143888, 'reputation': 6644, 'user_id': 352555, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/093e1a00bc16106937601032458e20fe?s=256&d=identicon&r=PG', 'display_name': 'Edward83', 'link': 'https://stackoverflow.com/users/352555/edward83'}",True,911,,12656376.0,1,2,1348951648,1348951533,,12656367,https://stackoverflow.com/questions/12656367/c-union-initialization,,C++ union initialization,CC BY-SA 3.0,,,,
1592,"['c++', 'compiler-construction', 'memory-leaks', 'valgrind']","{'account_id': 890157, 'reputation': 6765, 'user_id': 928594, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/becf01e1fb704fdc6bfc086a131ac02a?s=256&d=identicon&r=PG', 'display_name': 'mmirzadeh', 'link': 'https://stackoverflow.com/users/928594/mmirzadeh'}",True,121,,12589269.0,2,1,1348951396,1348598942,,12589261,https://stackoverflow.com/questions/12589261/what-does-it-mean-when-the-same-source-code-gives-different-answers-under-two-di,,What does it mean when the same source code gives different answers under two different compilers?,CC BY-SA 3.0,,,,
1593,"['c++', 'class', 'object', 'static']","{'account_id': 1797107, 'reputation': 2701, 'user_id': 1636300, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/j1CeQ.jpg?s=256&g=1', 'display_name': 'MAG', 'link': 'https://stackoverflow.com/users/1636300/mag'}",True,604,,,2,0,1348950867,1348949559,1348950867.0,12656107,https://stackoverflow.com/questions/12656107/c-static-object-class-function,,C++ static object Class function,CC BY-SA 3.0,,,,
1594,"['c++', 'c++11']","{'account_id': 401512, 'reputation': 46072, 'user_id': 768110, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/UKahT.jpg?s=256&g=1', 'display_name': 'RiaD', 'link': 'https://stackoverflow.com/users/768110/riad'}",True,223,,12656048.0,2,1,1348950541,1348945315,1348945401.0,12655597,https://stackoverflow.com/questions/12655597/is-it-possible-to-use-binary-logic-in-templates-in-short-way,,Is it possible to use binary logic in templates in short way?,CC BY-SA 3.0,,,,
1595,"['c++', 'macros', 'c-preprocessor']","{'account_id': 238673, 'reputation': 27247, 'user_id': 507721, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/44a20d8ea4197f1fc5022894c053f174?s=256&d=identicon&r=PG', 'display_name': 'JellicleCat', 'link': 'https://stackoverflow.com/users/507721/jelliclecat'}",True,1554,,12656227.0,5,3,1348950494,1348947380,1348947502.0,12655828,https://stackoverflow.com/questions/12655828/debugging-comments-and-c-c-macros,,Debugging comments and C/C++ macros,CC BY-SA 3.0,,,,
1596,"['c++', 'python', 'performance', 'cpu-speed']","{'account_id': 385817, 'reputation': 4313, 'user_id': 743203, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0f21f48e49abe4ecfb8a9d3d6fc47e5b?s=256&d=identicon&r=PG', 'display_name': 'David Moreno Garc&#237;a', 'link': 'https://stackoverflow.com/users/743203/david-moreno-garc%c3%ada'}",True,3703,,12656127.0,2,3,1348950191,1348949472,,12656098,https://stackoverflow.com/questions/12656098/c-vs-python-server-side-performance,,C++ vs Python server side performance,CC BY-SA 3.0,,,,
1597,"['c++', 'multithreading', 'pointers']","{'account_id': 1890632, 'reputation': 1, 'user_id': 1708821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dbc5b16a98cdec409e6b2132745d901f?s=256&d=identicon&r=PG', 'display_name': 'Bestofnet Housebyte', 'link': 'https://stackoverflow.com/users/1708821/bestofnet-housebyte'}",True,134,1355063633.0,,2,-3,1348949262,1348948119,,12655926,https://stackoverflow.com/questions/12655926/c-pointers-structs-and-multithreading,too localized,C++ pointers struct&#39;s and multithreading,,,,,
1598,"['c++', 'wpf', 'winapi', 'mfc', 'custom-controls']","{'account_id': 1890419, 'reputation': 11, 'user_id': 1708671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86052e866ded960ce433cad548078330?s=256&d=identicon&r=PG', 'display_name': 'user1708671', 'link': 'https://stackoverflow.com/users/1708671/user1708671'}",False,288,,,0,1,1348948892,1348941425,1348948892.0,12655091,https://stackoverflow.com/questions/12655091/wpf-control-inside-listcontrol-of-mfc,,WPF Control inside LISTCONTROL of MFC,CC BY-SA 3.0,,,,
1599,"['c++', 'visual-studio-2010', 'opengl']","{'account_id': 1164922, 'reputation': 1571, 'user_id': 1143641, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5a4158a5321cd0c5511eadf052b626b6?s=256&d=identicon&r=PG', 'display_name': 'AlanF', 'link': 'https://stackoverflow.com/users/1143641/alanf'}",False,137,,,1,0,1348948744,1347447475,1347461940.0,12386655,https://stackoverflow.com/questions/12386655/g3d-and-visual-studio-2010,,g3d and visual studio 2010?,CC BY-SA 3.0,,,,
1600,"['c++', 'file', 'input', 'cout', 'getline']","{'account_id': 1868678, 'reputation': 11, 'user_id': 1691539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/518c550fd0ef7d80a87d715d3293f1cb?s=256&d=identicon&r=PG', 'display_name': 'user1691539', 'link': 'https://stackoverflow.com/users/1691539/user1691539'}",True,450,,,1,1,1348948438,1348946524,,12655735,https://stackoverflow.com/questions/12655735/trouble-using-stdgetline-c-function,,Trouble using std::getline c++ function,CC BY-SA 3.0,,,,
1601,"['c++', 'macos']","{'account_id': 1890265, 'reputation': 47, 'user_id': 1708555, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/7932e929bc9d1ef05c1e05019ae9028a?s=256&d=identicon&r=PG', 'display_name': 'Mike Shamus', 'link': 'https://stackoverflow.com/users/1708555/mike-shamus'}",True,352,,,3,0,1348948078,1348935678,1348948078.0,12654332,https://stackoverflow.com/questions/12654332/my-for-statement-keeps-repeating-even-though-i-set-a-limit,,My for statement keeps repeating even though I set a limit?,CC BY-SA 3.0,,,,
1602,"['c++', 'qt']","{'account_id': 379644, 'reputation': 5014, 'user_id': 733152, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/486231dae829bc9c673daea153e0f62d?s=256&d=identicon&r=PG', 'display_name': 'Mr.Anubis', 'link': 'https://stackoverflow.com/users/733152/mr-anubis'}",True,381,,12654183.0,2,1,1348947344,1348918538,1348931743.0,12652356,https://stackoverflow.com/questions/12652356/mdi-window-and-qsignalmapper-basics,,MDI window and QSignalMapper basics,CC BY-SA 3.0,,,,
1603,"['c++', 'compilation', 'makefile', 'dependencies']","{'account_id': 874149, 'reputation': 30115, 'user_id': 924313, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/14d86d9d0a97d8464d59eb42935838ae?s=256&d=identicon&r=PG', 'display_name': 'corazza', 'link': 'https://stackoverflow.com/users/924313/corazza'}",True,120,,12655581.0,1,0,1348945236,1348944520,,12655485,https://stackoverflow.com/questions/12655485/how-deep-does-make-check-for-dependencies,,How deep does make check for dependencies?,CC BY-SA 3.0,,,,
1604,"['c++', 'templates', 'c++11', 'typetraits']","{'account_id': 473684, 'reputation': 55717, 'user_id': 882932, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/KdHtK.png?s=256&g=1', 'display_name': 'Vincent', 'link': 'https://stackoverflow.com/users/882932/vincent'}",True,297,,12598245.0,5,3,1348945053,1348650464,,12598221,https://stackoverflow.com/questions/12598221/return-a-value-depending-of-type,,Return a value depending of type,CC BY-SA 3.0,,,,
1605,"['c++', 'eclipse', 'symbols']","{'account_id': 1083037, 'reputation': 4004, 'user_id': 1079483, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/e7224aaadc7f604a26c92656940c9d31?s=256&d=identicon&r=PG', 'display_name': 'Sebi', 'link': 'https://stackoverflow.com/users/1079483/sebi'}",True,829,,12655190.0,1,0,1348942245,1348941507,,12655100,https://stackoverflow.com/questions/12655100/symbol-could-not-be-resolved-c,,Symbol could not be resolved C++,CC BY-SA 3.0,,,,
1606,"['c++', 'file', 'object', 'vector', 'save']","{'account_id': 1782107, 'reputation': 543, 'user_id': 1624553, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/cc29fb993f3077a5671f620a997d047b?s=256&d=identicon&r=PG', 'display_name': 'batista cori', 'link': 'https://stackoverflow.com/users/1624553/batista-cori'}",True,1033,,12653828.0,2,1,1348942047,1348920708,,12652604,https://stackoverflow.com/questions/12652604/c-save-vector-of-vector-of-vector-of-class-object-into-file,,C++ save vector of vector of vector of class object into file,CC BY-SA 3.0,,,,
