,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date
1970,"['c++', 'linux', 'loops', 'sdl', 'sdl-mixer']","{'account_id': 19768665, 'reputation': 71, 'user_id': 14476069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e9ad067379cf7548ed7c87ec0c7b73d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'djowlrid', 'link': 'https://stackoverflow.com/users/14476069/djowlrid'}",False,305,,0,2,1603179624,1603088668,1603179624.0,64422130,CC BY-SA 4.0,https://stackoverflow.com/questions/64422130/how-can-i-set-a-sleep-between-loop-using-sdl-mixer,How can I set a sleep between loop using sdl-mixer?,,,
1971,"['c++', 'c', 'cppcheck']","{'account_id': 19695878, 'reputation': 13, 'user_id': 14419797, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f36c8dac3b888f71fe2654382681bf97?s=256&d=identicon&r=PG&f=1', 'display_name': 'artgoblin', 'link': 'https://stackoverflow.com/users/14419797/artgoblin'}",True,155,,1,0,1603176848,1603124821,1603176848.0,64431485,,https://stackoverflow.com/questions/64431485/sphere-online-judge-life-the-universe-and-everything,"Sphere online judge (	Life, the Universe, and Everything )",1603142263.0,Needs details or clarity,
1972,"['c++', 'qt', 'qt5']","{'account_id': 19158357, 'reputation': 11, 'user_id': 13994717, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-wPPA6815GF4/AAAAAAAAAAI/AAAAAAAAD88/AMZuuclsP03EdxmF3KhBYTPjY-b0gOiQcg/photo.jpg?sz=256', 'display_name': 'Rahul', 'link': 'https://stackoverflow.com/users/13994717/rahul'}",False,84,,0,0,1603176725,1603176725,,64439903,CC BY-SA 4.0,https://stackoverflow.com/questions/64439903/flickering-with-qchartview-display,Flickering with QChartView display,,,
1973,['c++'],"{'account_id': 3147155, 'reputation': 2635, 'user_id': 2661419, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://i.stack.imgur.com/iPQFJ.jpg?s=256&g=1', 'display_name': 'Venelin', 'link': 'https://stackoverflow.com/users/2661419/venelin'}",True,294,64439745.0,1,0,1603176021,1603175881,,64439721,CC BY-SA 4.0,https://stackoverflow.com/questions/64439721/c-safe-way-to-convert-vector-of-char-to-size-t,C++ Safe way to convert vector of char to size_t,,,
1974,"['c++', 'c', 'testing', 'logcat', 'firmware']","{'account_id': 18921665, 'reputation': 3, 'user_id': 13805608, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3366578010043074/picture?type=large', 'display_name': 'Genesis Aala', 'link': 'https://stackoverflow.com/users/13805608/genesis-aala'}",True,64,64439708.0,1,-1,1603175779,1603175089,,64439569,,https://stackoverflow.com/questions/64439569/logcat-on-embedded-test-firmware,Logcat on (embedded) test firmware,1603221245.0,Not suitable for this site,
1975,"['c++', 'string', 'type-conversion', 'integer']","{'account_id': 19772378, 'reputation': 1, 'user_id': 14479106, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1cd7b6ee828b9e0a89ff3a575e90c8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'pawko37', 'link': 'https://stackoverflow.com/users/14479106/pawko37'}",True,103,,2,-2,1603173087,1603119270,1603173087.0,64429906,CC BY-SA 4.0,https://stackoverflow.com/questions/64429906/cast-strstr-size-1-as-interger-in-c,Cast str[str.size()-1] as interger in c++?,,,
1976,"['c++', 'vector', 'iterator', 'duplicates', 'doubly-linked-list']","{'account_id': 16153215, 'reputation': 73, 'user_id': 11661097, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57bcf8f8cf0f976d3d849695cc57e26f?s=256&d=identicon&r=PG&f=1', 'display_name': 'drewster', 'link': 'https://stackoverflow.com/users/11661097/drewster'}",True,89,64439038.0,1,0,1603172856,1603165386,1603166705.0,64438151,CC BY-SA 4.0,https://stackoverflow.com/questions/64438151/what-is-the-best-way-to-reject-duplicates-in-a-sorted-doubly-linked-list,What is the best way to reject duplicates in a sorted doubly linked list,,,
1977,"['c++', 'pointers', 'constructor', 'nodes']","{'account_id': 11216640, 'reputation': 9, 'user_id': 9699171, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1573260356026085/picture?type=large', 'display_name': 'Erick Murillo', 'link': 'https://stackoverflow.com/users/9699171/erick-murillo'}",True,90,64438408.0,2,-1,1603171566,1603167033,1603169730.0,64438349,CC BY-SA 4.0,https://stackoverflow.com/questions/64438349/how-can-i-delete-the-error-when-creating-pointers-on-c-i-this-case-i-have-to,How can I delete the Error when creating pointers on C++? I this case I have to use raw pointers,,,
1978,"['c++', 'object', 'pointers', 'constructor']","{'account_id': 14282297, 'reputation': 1, 'user_id': 14482745, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/H92v7.jpg?s=256&g=1', 'display_name': 'gorilla', 'link': 'https://stackoverflow.com/users/14482745/gorilla'}",True,45,64438871.0,1,-3,1603171495,1603170355,1603170603.0,64438770,CC BY-SA 4.0,https://stackoverflow.com/questions/64438770/trying-to-point-to-object-in-class-constructor-c,Trying to point to object in class constructor (C++),,,
1979,"['c++', 'opencv', 'pointers', 'types']","{'account_id': 225959, 'reputation': 654, 'user_id': 486739, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/1c23f169770846d23c0ca8368b5b5efc?s=256&d=identicon&r=PG', 'display_name': 'Denis', 'link': 'https://stackoverflow.com/users/486739/denis'}",True,298,64438743.0,1,0,1603170143,1603149911,,64436361,CC BY-SA 4.0,https://stackoverflow.com/questions/64436361/stepping-through-an-opencv-mat-with-different-data-types-automatically,Stepping through an OpenCV Mat with different data types automatically,,,
1980,"['c++', 'function-declaration', 'incomplete-type', 'function-definition']","{'account_id': 19572505, 'reputation': 5, 'user_id': 14323325, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-s9S6X8gQg6g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucli4ukCzpBy-7aFdHSRY9ij2gLVCw/photo.jpg?sz=256', 'display_name': 'Humid Morning', 'link': 'https://stackoverflow.com/users/14323325/humid-morning'}",False,70,,1,-4,1603169257,1603168753,,64438563,,https://stackoverflow.com/questions/64438563/c-compiler-option-to-allow-the-use-of-incomplete-type-in-classes-that-make-use,C++ compiler option to allow the use of incomplete type in classes that make use of each other?,1603170431.0,Duplicate,
1981,"['c++', 'templates']","{'account_id': 3871508, 'reputation': 377, 'user_id': 4070702, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/329d9cd678e277ca76e22bb040fc540a?s=256&d=identicon&r=PG&f=1', 'display_name': 'user122049', 'link': 'https://stackoverflow.com/users/4070702/user122049'}",True,136,64438579.0,1,0,1603168874,1602840021,1602841741.0,64386363,CC BY-SA 4.0,https://stackoverflow.com/questions/64386363/subset-a-variadic-template-given-a-constexpr-boolean-selection-function,Subset a Variadic template given a constexpr boolean selection function,,,
1982,"['c++', 'class', 'pointers', 'dynamic-memory-allocation', 'virtual-functions']","{'account_id': 17886954, 'reputation': 33, 'user_id': 12994418, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-inL4N3q4gJE/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nC560_2Ldnsx06BslSYaq25piWJsQ/photo.jpg?sz=256', 'display_name': 'Anmol Singh', 'link': 'https://stackoverflow.com/users/12994418/anmol-singh'}",True,212,,1,-2,1603168829,1603160572,1603168829.0,64437589,CC BY-SA 4.0,https://stackoverflow.com/questions/64437589/how-can-i-store-address-of-dynamically-created-objects-in-c,How can I store address of dynamically created objects in C++?,,,
1983,['c++'],"{'account_id': 1211309, 'reputation': 96, 'user_id': 1179783, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2667c5daefdeb605c8eba9f1257a3016?s=256&d=identicon&r=PG', 'display_name': 'Chen Zhuhui', 'link': 'https://stackoverflow.com/users/1179783/chen-zhuhui'}",True,62,,2,3,1603166536,1603121355,1603166536.0,64430479,CC BY-SA 4.0,https://stackoverflow.com/questions/64430479/different-compile-outcomes-when-dealing-with-incomplete-type-of-const-non-const,Different compile outcomes when dealing with incomplete type of const/non-const references to templated type,,,
1984,"['c++', 'windows', 'winapi']","{'account_id': 16902246, 'reputation': 103, 'user_id': 12772272, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c652feab8d8a0da86f46e49163ea22d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'zghqh', 'link': 'https://stackoverflow.com/users/12772272/zghqh'}",True,49,64438103.0,1,0,1603164985,1603115570,,64428809,CC BY-SA 4.0,https://stackoverflow.com/questions/64428809/compiling-win32-official-example-with-vs-2019-build-tools-cl-command-encounter,"compiling win32 official example with VS 2019 build tools (cl command) encounters _wWinMain@16 error, how do I fix it?",,,
1985,"['c++', 'c++20', 'std-ranges']","{'account_id': 11421497, 'reputation': 56381, 'user_id': 8372853, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GzQid.png?s=256&g=1', 'display_name': 'cigien', 'link': 'https://stackoverflow.com/users/8372853/cigien'}",True,1603,64330309.0,3,19,1603164173,1602357892,1603033456.0,64297393,CC BY-SA 4.0,https://stackoverflow.com/questions/64297393/how-does-the-erase-remove-idiom-work-with-ranges-constrained-algorithms,How does the erase-remove idiom work with ranges/constrained algorithms?,,,
1986,['c++'],"{'account_id': 19676704, 'reputation': 65, 'user_id': 14404647, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh8QRxGbIKcSoMbOlYd8bnEfatm2baKmm1JrPI0kQ=k-s256', 'display_name': 'Justin Wilker', 'link': 'https://stackoverflow.com/users/14404647/justin-wilker'}",True,822,,1,0,1603163223,1603160415,1603161762.0,64437569,CC BY-SA 4.0,https://stackoverflow.com/questions/64437569/c-terminate-called-after-throwing-an-instance-of-stdout-of-range-what-b,C++ terminate called after throwing an instance of &#39;std::out_of_range&#39; what(): basic_string::replace: __pos,,,
1987,"['c++', 'webkit']","{'account_id': 8192732, 'reputation': 1, 'user_id': 6166537, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/87627bc5a6a85c87f7f52c0611566801?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wei Yuan', 'link': 'https://stackoverflow.com/users/6166537/wei-yuan'}",False,403,,1,0,1603162274,1601721006,,64183225,CC BY-SA 4.0,https://stackoverflow.com/questions/64183225/corefoundation-corefoundation-h-not-found-when-build-webkit-on-windows,CoreFoundation/CoreFoundation.h not found when build webkit on windows,,,
1988,['c++'],"{'account_id': 2190366, 'reputation': 1067, 'user_id': 1937588, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/bfce49aa3aff0f828547a2c8e88700fe?s=256&d=identicon&r=PG', 'display_name': 'haosmark', 'link': 'https://stackoverflow.com/users/1937588/haosmark'}",True,383,64437353.0,1,0,1603158306,1603156454,,64437141,CC BY-SA 4.0,https://stackoverflow.com/questions/64437141/c-pack-integer-bytes-into-a-char-array,"C++, pack integer bytes into a char array?",,,
1989,"['c++', 'c', 'webview2']","{'account_id': 16395568, 'reputation': 113, 'user_id': 11843219, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-0jF2_RtxE6Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdwGe4nlBX3JyqqDYIx3CWLo65iAg/photo.jpg?sz=256', 'display_name': 'TippuR', 'link': 'https://stackoverflow.com/users/11843219/tippur'}",True,702,64437331.0,1,0,1603158098,1603135511,1603137241.0,64433920,CC BY-SA 4.0,https://stackoverflow.com/questions/64433920/avoid-userdatafolder-for-ms-edge-webview2,Avoid UserDataFolder for MS edge (webview2),,,
1990,"['c++', 'visual-studio-code']","{'account_id': 15803476, 'reputation': 1, 'user_id': 14473536, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-doiJqllcbs0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc9FGxf1hew3ECKaswfXYRhlbN4CQ/mo/photo.jpg?sz=256', 'display_name': 'halifax', 'link': 'https://stackoverflow.com/users/14473536/halifax'}",True,183,64437107.0,1,0,1603156087,1603042424,,64416320,CC BY-SA 4.0,https://stackoverflow.com/questions/64416320/can-not-compile-fftw3-library-in-vscode-but-same-command-works-in-mac-terminal,Can not compile FFTW3 library in vscode but same command works in mac terminal,,,
1991,"['c++', 'graphics', 'gpu', 'vulkan']","{'account_id': 8246377, 'reputation': 7317, 'user_id': 6202327, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/AFtrB.png?s=256&g=1', 'display_name': 'Makogan', 'link': 'https://stackoverflow.com/users/6202327/makogan'}",True,446,64437064.0,1,0,1603155733,1602968282,1603145991.0,64407268,CC BY-SA 4.0,https://stackoverflow.com/questions/64407268/vulkan-instance-creation-fails,Vulkan instance creation fails,,,
1992,['c++'],"{'account_id': 19718164, 'reputation': 43, 'user_id': 14437142, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c70e6bda61b830cd2c3b947117c8add6?s=256&d=identicon&r=PG&f=1', 'display_name': 'ianspivey11', 'link': 'https://stackoverflow.com/users/14437142/ianspivey11'}",False,50,,0,0,1603154947,1603154947,,64436980,CC BY-SA 4.0,https://stackoverflow.com/questions/64436980/segmentation-fault-trying-to-insert-values-into-multidimensional-vector,Segmentation fault trying to insert values into multidimensional vector,,,
1993,"['c++', 'makefile', 'cmake', 'grpc', 'vcpkg']","{'account_id': 3427078, 'reputation': 641, 'user_id': 2872579, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/higqD.png?s=256&g=1', 'display_name': 'Potion', 'link': 'https://stackoverflow.com/users/2872579/potion'}",True,3273,64436748.0,1,3,1603154767,1602950543,1603151717.0,64404450,CC BY-SA 4.0,https://stackoverflow.com/questions/64404450/compile-grpc-c-examples-with-vcpkg,Compile gRPC C++ Examples with vcpkg,,,
1994,"['c++', 'pointers', 'templates']","{'account_id': 14394510, 'reputation': 162, 'user_id': 10398228, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02a6741d5fb16914f1dcb233ad0ca60a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Einiemand', 'link': 'https://stackoverflow.com/users/10398228/einiemand'}",True,164,64436450.0,2,0,1603154706,1603150083,,64436390,CC BY-SA 4.0,https://stackoverflow.com/questions/64436390/difference-between-pointer-and-array-as-template-arguments,Difference between pointer and array as template arguments,,,
1995,"['c++', 'cuda', 'nvidia']","{'account_id': 17293090, 'reputation': 21, 'user_id': 12524302, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Xz_wUSPw28Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfyC7NHa5Znqqw3XSrrm56KsGLFug/photo.jpg?sz=256', 'display_name': 'asfasf asdgasg', 'link': 'https://stackoverflow.com/users/12524302/asfasf-asdgasg'}",True,300,,1,0,1603154147,1602869518,1602870692.0,64393823,CC BY-SA 4.0,https://stackoverflow.com/questions/64393823/cuda-how-to-get-pixels-from-screen,CUDA how to get pixels from screen?,,,
1996,"['c++', 'templates', 'variadic-templates']","{'account_id': 13612210, 'reputation': 95, 'user_id': 9819318, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'lhog', 'link': 'https://stackoverflow.com/users/9819318/lhog'}",True,36,64436473.0,1,0,1603150737,1603150026,,64436379,CC BY-SA 4.0,https://stackoverflow.com/questions/64436379/the-need-to-pass-different-types-in-the-initialization-list,The need to pass different types in the initialization_list,,,
1997,"['c++', 'opengl', 'glm-math', 'vertex-shader', 'glulookat']","{'account_id': 18428810, 'reputation': 269, 'user_id': 13424444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a519b304f2813eed3b973f730ccc610?s=256&d=identicon&r=PG&f=1', 'display_name': 'sunkue', 'link': 'https://stackoverflow.com/users/13424444/sunkue'}",False,137,,0,0,1603150326,1603122783,1603150326.0,64430897,CC BY-SA 4.0,https://stackoverflow.com/questions/64430897/move-camera-using-glmlookat,Move camera using glm::lookAt()?,,,
1998,"['c++', 'cygwin']","{'account_id': 18700914, 'reputation': 1, 'user_id': 13633151, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/420a7d2fea3faa5c9da60d7d67362a6f?s=256&d=identicon&r=PG&f=1', 'display_name': 'AntonioS', 'link': 'https://stackoverflow.com/users/13633151/antonios'}",False,26,,0,0,1603150217,1603150217,,64436405,CC BY-SA 4.0,https://stackoverflow.com/questions/64436405/cygwin64-wont-display-my-exectuable-for-c,Cygwin64 Won&#39;t Display My Exectuable for C++,,,
1999,"['c++', 'visual-studio', 'c++11', 'cmake']","{'account_id': 10554073, 'reputation': 105, 'user_id': 7775864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef1081a9c1920879785412d24a5958da?s=256&d=identicon&r=PG&f=1', 'display_name': 'G. De Mitri', 'link': 'https://stackoverflow.com/users/7775864/g-de-mitri'}",True,243,64436154.0,1,5,1603148634,1603147314,,64435998,CC BY-SA 4.0,https://stackoverflow.com/questions/64435998/know-which-version-of-c-is-running-on-visual-studio,Know which version of c++ is running on Visual Studio,,,
2000,"['c++', 'operator-overloading', 'pass-by-reference']","{'account_id': 1176016, 'reputation': 628, 'user_id': 1152044, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/90ec7e7fef562fc61ca5cba25d6194ab?s=256&d=identicon&r=PG', 'display_name': 'sthor69', 'link': 'https://stackoverflow.com/users/1152044/sthor69'}",True,49,64435724.0,2,0,1603148222,1603145041,,64435697,,https://stackoverflow.com/questions/64435697/error-passing-by-value-in-operator-overloading,Error passing by value in operator overloading,1603156278.0,Duplicate,
2001,"['c++', 'b-tree']","{'user_type': 'does_not_exist', 'display_name': 'user12810172'}",True,717,,1,0,1603147790,1603146735,,64435933,CC BY-SA 4.0,https://stackoverflow.com/questions/64435933/how-do-i-count-nodes-in-a-b-tree,How do I count nodes in a B-tree?,,,
2002,"['c++', 'clang', 'abstract-syntax-tree']","{'account_id': 19747183, 'reputation': 23, 'user_id': 14459318, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e8da3a5c02da18817a57c2d2f820d07?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kian', 'link': 'https://stackoverflow.com/users/14459318/kian'}",True,611,64436001.0,1,2,1603147344,1602808916,,64381456,CC BY-SA 4.0,https://stackoverflow.com/questions/64381456/how-do-you-match-a-c-template-function-call-using-clang-ast-matchers,How do you match a C++ template function call using Clang AST matchers?,,,
2003,"['c++', 'loops', 'validation', 'input', 'do-while']","{'account_id': 19775191, 'reputation': 11, 'user_id': 14481330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/13a234ecc4bb8eae81d576bb46d2a008?s=256&d=identicon&r=PG&f=1', 'display_name': 'jacko1', 'link': 'https://stackoverflow.com/users/14481330/jacko1'}",False,117,,2,0,1603146949,1603145485,,64435772,CC BY-SA 4.0,https://stackoverflow.com/questions/64435772/how-to-validate-input-in-a-do-while-loop-and-then-re-ask-question-if-necessary,How to validate input in a do...while loop and then re-ask question if necessary?,,,
2004,['c++'],"{'account_id': 15138813, 'reputation': 79, 'user_id': 13604616, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjjXig6VWjde-IflWxhuhivBhM088GKjfgtJJR8YA=k-s256', 'display_name': 'JulioZaravia', 'link': 'https://stackoverflow.com/users/13604616/juliozaravia'}",True,368,64435806.0,1,2,1603146050,1603103966,1603144865.0,64425666,CC BY-SA 4.0,https://stackoverflow.com/questions/64425666/replace-back-slashes-with-forward-slashes-in-string-stdreplace-works-on-windo,Replace back slashes with forward slashes in string (std::replace works on windows but not on linux),,,
2005,"['c++', 'templates']","{'account_id': 5975952, 'reputation': 10978, 'user_id': 4696802, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/AkVoc.jpg?s=256&g=1', 'display_name': 'Zebrafish', 'link': 'https://stackoverflow.com/users/4696802/zebrafish'}",True,95,64435195.0,1,1,1603143593,1603140371,1603142860.0,64434970,CC BY-SA 4.0,https://stackoverflow.com/questions/64434970/how-can-i-pass-a-type-or-variable-to-this-is-same-function,How can I pass a type or variable to this is_same function?,,,
2006,"['c++', 'variadic-templates']","{'account_id': 2654359, 'reputation': 141, 'user_id': 2438167, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/V0n8p.jpg?s=256&g=1', 'display_name': 'Bebe Carabina', 'link': 'https://stackoverflow.com/users/2438167/bebe-carabina'}",True,62,64435095.0,1,1,1603143231,1603121483,1603122007.0,64430512,,https://stackoverflow.com/questions/64430512/c-variadic-templates-arguments-descendants-of-same-base-class,"c++ variadic templates, arguments descendants of same base class",1603203330.0,Needs details or clarity,
2007,"['c++', 'serialization', 'boost', 'deserialization']","{'account_id': 14725062, 'reputation': 459, 'user_id': 10634362, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1abeeff92e42cf3ff2b56b22fe24e2e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'user10634362', 'link': 'https://stackoverflow.com/users/10634362/user10634362'}",True,58,,1,1,1603143178,1603120347,,64430186,CC BY-SA 4.0,https://stackoverflow.com/questions/64430186/how-to-deserialize-and-get-member-value-using-boost-library,how to deserialize and get member value using boost library,,,
2008,"['c++', 'boost', 'cmake']","{'account_id': 7783298, 'reputation': 113, 'user_id': 5889036, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh6.googleusercontent.com/-tf0y49h1ABk/AAAAAAAAAAI/AAAAAAAAABY/1Wi_dHOMwEs/photo.jpg?sz=256', 'display_name': 'Jonathan McDevitt', 'link': 'https://stackoverflow.com/users/5889036/jonathan-mcdevitt'}",True,332,64435338.0,1,0,1603143112,1603137726,1603138158.0,64434400,CC BY-SA 4.0,https://stackoverflow.com/questions/64434400/cmake-cannot-find-component-include-directory,CMake: Cannot find component include directory,,,
2009,"['c++', 'exception', 'boost', 'command-line']","{'account_id': 19774927, 'reputation': 3, 'user_id': 14481118, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bde1376f207c5849234856a723f790f?s=256&d=identicon&r=PG&f=1', 'display_name': 'commandocaddy', 'link': 'https://stackoverflow.com/users/14481118/commandocaddy'}",True,65,64435333.0,1,0,1603143074,1603142305,,64435208,CC BY-SA 4.0,https://stackoverflow.com/questions/64435208/exiting-gracefully-when-running-an-invalid-command-c,Exiting gracefully when running an invalid command c++,,,
2010,"['c++', 'compiler-errors']","{'account_id': 19774914, 'reputation': 1, 'user_id': 14481108, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-skt7kt5-i4s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmKfIGL6Bq8zr1OKIkgRrOtsK4EUQ/s96-c/photo.jpg?sz=256', 'display_name': 'yuyang zheng', 'link': 'https://stackoverflow.com/users/14481108/yuyang-zheng'}",False,13,,0,0,1603142387,1603142387,,64435228,,https://stackoverflow.com/questions/64435228/error-invalid-type-argument-of-unary-have-double,Error invalid type argument of unary &#39;*&#39; (have &#39;double&#39;),1603142462.0,Duplicate,
2011,"['c++', 'gtk', 'gtkmm']","{'account_id': 15733434, 'reputation': 65, 'user_id': 11353167, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6432ecbda65429d260d227529912d3ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'anshah', 'link': 'https://stackoverflow.com/users/11353167/anshah'}",True,313,64396411.0,1,0,1603141910,1602877485,,64395489,CC BY-SA 4.0,https://stackoverflow.com/questions/64395489/unable-to-display-png-image-from-file-in-gtkwindow,Unable to display PNG image from file in Gtk::Window,,,
2012,['c++'],"{'account_id': 19682128, 'reputation': 29, 'user_id': 14409002, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-P5ZgK7Rv598/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm90dZL_Xiu91E65ujBJNFs_cDesw/photo.jpg?sz=256', 'display_name': 'Gamez', 'link': 'https://stackoverflow.com/users/14409002/gamez'}",True,62,64434460.0,2,-2,1603138628,1603135107,,64433829,,https://stackoverflow.com/questions/64433829/how-can-i-make-my-loop-ask-me-for-my-next-input-in-c,How can I make my loop ask me for my next input in C++,1603138452.0,Not suitable for this site,
2013,"['c++', 'c++11', 'pointers', 'embedded']","{'account_id': 14610874, 'reputation': 3, 'user_id': 10552428, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e4bac285f06ad2f90fa76e9186f93e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'mac', 'link': 'https://stackoverflow.com/users/10552428/mac'}",True,83,64398568.0,1,0,1603138599,1602872092,1602876948.0,64394371,CC BY-SA 4.0,https://stackoverflow.com/questions/64394371/can-you-not-call-a-preprocessor-macro-from-a-specific-namespace-the-same-way-you,Can you not call a preprocessor macro from a specific namespace the same way you call a function from a specific namespace?,,,
2014,"['c++', 'constexpr']","{'account_id': 7886467, 'reputation': 6103, 'user_id': 5958323, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/ae2c39ab502af735897ec21f77b6f5f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zorglub29', 'link': 'https://stackoverflow.com/users/5958323/zorglub29'}",True,108,64434236.0,2,2,1603138552,1603136713,1603138452.0,64434198,CC BY-SA 4.0,https://stackoverflow.com/questions/64434198/how-do-i-use-constexpr-logic,How do I use constexpr logic?,,,
2015,"['c++', 'qt', 'ffmpeg', 'libav']","{'account_id': 19561097, 'reputation': 65, 'user_id': 14314291, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72e207ff7cbb0dade788cb09083dcf28?s=256&d=identicon&r=PG&f=1', 'display_name': 'FennecFix', 'link': 'https://stackoverflow.com/users/14314291/fennecfix'}",True,1516,64430080.0,1,2,1603137765,1603110002,,64427215,CC BY-SA 4.0,https://stackoverflow.com/questions/64427215/how-to-paint-in-qt-using-hardware-acceleration,How to paint in Qt using hardware acceleration?,,,
2016,"['c++', 'vector', 'concatenation']","{'account_id': 543002, 'reputation': 3097, 'user_id': 886357, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d0e09de07d348483088b599fc27eff3a?s=256&d=identicon&r=PG', 'display_name': 'Morpheus', 'link': 'https://stackoverflow.com/users/886357/morpheus'}",True,87,64433826.0,2,1,1603136321,1603134175,1603135860.0,64433650,CC BY-SA 4.0,https://stackoverflow.com/questions/64433650/concatenate-multiple-stdvectors-taking-duplicates-into-account-in-c17,Concatenate multiple std::vectors taking duplicates into account in c++17,,,
2017,"['c++', 'pointers', 'c++14', 'function-pointers']","{'account_id': 11008709, 'reputation': 1, 'user_id': 8086847, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-D_KZZPITsq4/AAAAAAAAAAI/AAAAAAAAADw/Zul5i7CgSfI/photo.jpg?sz=256', 'display_name': 'uh38041', 'link': 'https://stackoverflow.com/users/8086847/uh38041'}",False,43,,0,0,1603135951,1603135951,,64434020,,https://stackoverflow.com/questions/64434020/why-do-pass-by-pointer-function-works-if-we-simply-pass-the-variables-please-gui,Why do pass by pointer function works if we simply pass the variables please guide,1603136185.0,Duplicate,
