,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date,migrated_from
934,"['c++', 'conversion-operator', 'ref-qualifier']","{'account_id': 4769309, 'reputation': 9536, 'user_id': 3854570, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d7bda3cab79b9bc5570667f8c0e24134?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nelfeal', 'link': 'https://stackoverflow.com/users/3854570/nelfeal'}",True,51,74188159.0,1,1,1666660406,1666658331,1666659250.0,74188070,CC BY-SA 4.0,https://stackoverflow.com/questions/74188070/conversion-operator-with-ref-qualifers-rvalue-ref-and-const-lvalue-ref-overload,Conversion operator with ref-qualifers: rvalue ref and const lvalue ref overloads ambiguity,,,,
935,"['c++', 'overload-resolution']","{'account_id': 20426422, 'reputation': 462, 'user_id': 14986327, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7U2XE.png?s=256&g=1', 'display_name': 'Deev', 'link': 'https://stackoverflow.com/users/14986327/deev'}",False,65,,2,3,1666658384,1666652980,1666658384.0,74187665,CC BY-SA 4.0,https://stackoverflow.com/questions/74187665/user-defined-operator-conversion-resolution-order,User defined operator conversion resolution order,,,,
936,"['c++', 'arrays', 'random']","{'account_id': 26722205, 'reputation': 1, 'user_id': 20325839, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc81189ba95c055d8759ceed0fc44954?s=256&d=identicon&r=PG', 'display_name': 'TinyChops', 'link': 'https://stackoverflow.com/users/20325839/tinychops'}",False,25,,0,0,1666658174,1666658174,,74188059,CC BY-SA 4.0,https://stackoverflow.com/questions/74188059/how-to-do-a-randomizer-to-take-an-option-out-of-an-array-in-c,How to do a randomizer to take an option out of an array in c++?,,,,
937,"['c++', 'cuda', 'nvidia', 'nsight', 'nsight-systems']","{'account_id': 5228833, 'reputation': 17, 'user_id': 4530774, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-TNNh0jIxofc/AAAAAAAAAAI/AAAAAAAAAVA/opDt2f8qVnU/photo.jpg?sz=256', 'display_name': 'Hossam Amer', 'link': 'https://stackoverflow.com/users/4530774/hossam-amer'}",True,264,,1,0,1666657773,1664624345,1664879274.0,73917993,CC BY-SA 4.0,https://stackoverflow.com/questions/73917993/nsys-does-not-show-the-cuda-kernels-profiling-output,Nsys Does not show the CUDA kernels profiling output,,,,
938,"['c++', 'arrays']","{'account_id': 26722217, 'reputation': 1, 'user_id': 20325845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db469c426a772511096973ab974d6e0a?s=256&d=identicon&r=PG', 'display_name': 'Arch a pawn a day', 'link': 'https://stackoverflow.com/users/20325845/arch-a-pawn-a-day'}",False,47,,0,-1,1666656683,1666656683,,74187953,CC BY-SA 4.0,https://stackoverflow.com/questions/74187953/the-c-array-index-does-not-correspond-to-the-output-int-value-but-to-the-outpu,The c++ array index does not correspond to the output int value but to the output address,,,,
939,"['c++', 'visual-studio-code', 'caesar-cipher']","{'account_id': 26450881, 'reputation': 13, 'user_id': 20094117, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c600b7df38f48481967419d2756b9699?s=256&d=identicon&r=PG', 'display_name': 'user1529', 'link': 'https://stackoverflow.com/users/20094117/user1529'}",True,34,,1,1,1666654978,1666653898,,74187741,CC BY-SA 4.0,https://stackoverflow.com/questions/74187741/my-reverse-caesar-shift-assignment-works-on-vscode-but-not-when-i-submit-it-to-g,My reverse caesar shift assignment works on vscode but not when I submit it to gradescope,,,,
940,"['c++', 'input']","{'account_id': 25510048, 'reputation': 19, 'user_id': 19301887, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxQQH-1OTnwCntPsuUE92r5bZa_hndhtpKv1_d0Kg=k-s256', 'display_name': 'first last', 'link': 'https://stackoverflow.com/users/19301887/first-last'}",False,62,,1,-1,1666653447,1666635518,,74185230,CC BY-SA 4.0,https://stackoverflow.com/questions/74185230/read-varied-number-of-inputs-from-single-line-c,Read varied number of inputs from single line C++,,,,
941,"['c++', 'vector', 'linear-algebra']","{'account_id': 26721605, 'reputation': 9, 'user_id': 20325333, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2ZVFhI31FsBcBDDIamLIFa6jjJ9iSgSvi9oWoH=k-s256', 'display_name': 'WizardMorpheus', 'link': 'https://stackoverflow.com/users/20325333/wizardmorpheus'}",True,42,,2,-2,1666653224,1666651660,,74187542,CC BY-SA 4.0,https://stackoverflow.com/questions/74187542/custom-vector-class-and-referencing-elements-by-x-y-z,"custom vector class and referencing elements by x,y,z?",,,,
942,"['c++', 'c', 'shellcode']","{'account_id': 26688013, 'reputation': 37, 'user_id': 20297009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bc7f37065e7b2f63659207a4d4a0c7a?s=256&d=identicon&r=PG', 'display_name': 'GenZKaren', 'link': 'https://stackoverflow.com/users/20297009/genzkaren'}",True,94,74170790.0,2,3,1666652632,1666505611,1666505660.0,74169044,CC BY-SA 4.0,https://stackoverflow.com/questions/74169044/cant-overflow-the-buffer-for-shell-coding,Cant Overflow The Buffer For Shell Coding,,,,
943,"['c++', '2d-vector']","{'account_id': 26705868, 'reputation': 37, 'user_id': 20312077, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0WAbacxoCRrKt3kbG9EjoPjx278VRJik4tbLYbJA=k-s256', 'display_name': 'Shamil Magomedov', 'link': 'https://stackoverflow.com/users/20312077/shamil-magomedov'}",False,28,,0,-1,1666652413,1666652413,,74187618,CC BY-SA 4.0,https://stackoverflow.com/questions/74187618/horizontal-vertical-and-diagonal-iterators-for-2d-vector,"Horizontal, Vertical, and diagonal iterators for 2D vector",,,,
944,"['c++', 'gdi+']","{'account_id': 3362635, 'reputation': 1135, 'user_id': 2824100, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8cbc4af27c9a03250a43e680e0d17406?s=256&d=identicon&r=PG&f=1', 'display_name': 'Drago96', 'link': 'https://stackoverflow.com/users/2824100/drago96'}",False,27,,1,0,1666651402,1666646700,1666650482.0,74186967,CC BY-SA 4.0,https://stackoverflow.com/questions/74186967/gdiplus-not-working-error-propid-has-not-been-declared,"Gdiplus not working, error &quot;PROPID has not been declared&quot;",,,,
945,"['c++', 'graph', 'graph-theory', 'shortest-path']","{'account_id': 26721384, 'reputation': 1, 'user_id': 20325155, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0JfSM91p8O_x3pDhv4dP5jDorJjMmjsNuD2Xqv=k-s256', 'display_name': 'AbdoGad', 'link': 'https://stackoverflow.com/users/20325155/abdogad'}",False,42,,0,-1,1666650243,1666646046,1666650243.0,74186885,CC BY-SA 4.0,https://stackoverflow.com/questions/74186885/how-do-i-get-the-shortest-path-between-two-nodes-that-have-5-distinct-edges,How do I get the shortest path between two nodes that have 5 distinct edges?,,,,
946,"['c++', 'qt']","{'account_id': 25557520, 'reputation': 181, 'user_id': 19340755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/926e5cf56fb93454ffd5557daee8eac8?s=256&d=identicon&r=PG', 'display_name': 'Louis', 'link': 'https://stackoverflow.com/users/19340755/louis'}",False,41,,0,0,1666647983,1666640073,1666647983.0,74185956,CC BY-SA 4.0,https://stackoverflow.com/questions/74185956/how-to-resize-a-border-image-in-width-and-height-when-only-her-width-is-resized,How to resize a border-image in width and height when only her width is resized?,,,,
947,"['c++', 'for-loop', 'nested-loops', 'stdvector', 'nested-for-loop']","{'account_id': 25378314, 'reputation': 113, 'user_id': 19314948, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fiEZT.png?s=256&g=1', 'display_name': 'BsAxUbx5KoQDEpCAqSffwGy554PSah', 'link': 'https://stackoverflow.com/users/19314948/bsaxubx5koqdepcaqsffwgy554psah'}",True,83,,1,-1,1666647161,1666646926,,74186994,CC BY-SA 4.0,https://stackoverflow.com/questions/74186994/nested-ranged-for-loops-for-iterating-through-vectors,Nested ranged for loops for iterating through vectors,,,,
948,['c++'],"{'account_id': 26719400, 'reputation': 1, 'user_id': 20323519, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu38R9DvD0SaRgUU7lrow8t5n9OtHLG4vD04erUwnA=k-s256', 'display_name': 'Epic.', 'link': 'https://stackoverflow.com/users/20323519/epic'}",True,55,,2,-1,1666645889,1666629734,1666645838.0,74184285,CC BY-SA 4.0,https://stackoverflow.com/questions/74184285/terminate-called-after-throwing-an-instance-of-stdout-of-range-error,terminate called after throwing an instance of &#39;std::out_of_range&#39; error,,,,
949,"['c++', 'loops', 'dictionary', 'debugging', 'recursion']","{'account_id': 22987713, 'reputation': 25, 'user_id': 17113695, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63d060ab8b560c82428f05f51f3b71a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'lute', 'link': 'https://stackoverflow.com/users/17113695/lute'}",True,48,74186701.0,1,1,1666645715,1666643635,,74186548,CC BY-SA 4.0,https://stackoverflow.com/questions/74186548/summing-recursive-functions-return-values-to-a-variable,Summing recursive functions return values to a variable,,,,
950,['c++'],"{'account_id': 26717196, 'reputation': 11, 'user_id': 20321625, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/523d0796f3395d89e7493ef07e29be4c?s=256&d=identicon&r=PG', 'display_name': 'firstpostevermade', 'link': 'https://stackoverflow.com/users/20321625/firstpostevermade'}",True,70,74184540.0,3,-1,1666645666,1666630824,1666631423.0,74184464,CC BY-SA 4.0,https://stackoverflow.com/questions/74184464/how-to-validate-the-input-of-an-array,How to validate the input of an array?,,,,
951,"['c++', 'hevc']","{'account_id': 11339908, 'reputation': 1, 'user_id': 8314367, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65cabb31f806d0fd712b538ebf573625?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shija', 'link': 'https://stackoverflow.com/users/8314367/shija'}",False,31,,1,0,1666644960,1666475629,1666644960.0,74167361,CC BY-SA 4.0,https://stackoverflow.com/questions/74167361/hevc-how-to-modify-intra-prediction-modes-in-the-encode-for-steganography-purpo,HEVC: How to modify intra prediction modes in the Encode for steganography purposes?,,,,
952,"['c++', 'dll', 'return', 'builder']","{'account_id': 1606383, 'reputation': 352, 'user_id': 1486418, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/b01375ad18f4fe01728de9b2af0f9338?s=256&d=identicon&r=PG', 'display_name': 'mesutuk', 'link': 'https://stackoverflow.com/users/1486418/mesutuk'}",True,39,74186389.0,1,0,1666644700,1666641393,1666643329.0,74186160,CC BY-SA 4.0,https://stackoverflow.com/questions/74186160/how-to-receive-string-result-from-delphi-dll-in-cbuilder,How to receive string result from Delphi DLL in C++Builder?,,,,
953,"['c++', 'algorithm', 'optimization', 'numbers', 'division']","{'account_id': 22849073, 'reputation': 33, 'user_id': 16994972, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh9834LkAifJawKPXt3SxgkmRCBfzucq_1yh7yGwg=k-s256', 'display_name': 'Kanol77', 'link': 'https://stackoverflow.com/users/16994972/kanol77'}",True,81,74185211.0,2,-5,1666644697,1666635099,,74185163,,https://stackoverflow.com/questions/74185163/speeding-up-a-program-that-counts-numbers-divisable-by-3-or-5,Speeding up a program that counts numbers divisable by 3 or 5,1666674610.0,Needs details or clarity,,
954,"['c++', 'qt', 'qml', 'qtquick2', 'qqmlengine']","{'account_id': 14633887, 'reputation': 1, 'user_id': 10568749, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-_SCXcQpHCkc/AAAAAAAAAAI/AAAAAAAAAJA/w7zifQiDt5Y/photo.jpg?sz=256', 'display_name': 'Andrey Strokov', 'link': 'https://stackoverflow.com/users/10568749/andrey-strokov'}",False,47,,0,0,1666643894,1666604327,1666606108.0,74179189,CC BY-SA 4.0,https://stackoverflow.com/questions/74179189/qt-6-4-qqmlapplicationengine-load-run-on-debug-but-dont-run-on-release,Qt 6.4 | QQMLApplicationEngine load() RUN on Debug but dont run on RELEASE,,,,
955,"['c++', 'opengl', 'glsl', 'glad']","{'account_id': 7896350, 'reputation': 39, 'user_id': 7626654, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://lh5.googleusercontent.com/-NOaAx-SZlpc/AAAAAAAAAAI/AAAAAAAAABE/FnE8N6XGKDU/photo.jpg?sz=256', 'display_name': 'Gaming Gecko', 'link': 'https://stackoverflow.com/users/7626654/gaming-gecko'}",False,101,,1,-1,1666643870,1664834948,1664838319.0,73941273,CC BY-SA 4.0,https://stackoverflow.com/questions/73941273/glsl-shader-not-writing-to-color-attatchment1,GLSL shader not writing to color_attatchment1,,,,
956,"['c++', 'ostream']","{'account_id': 26721011, 'reputation': 1, 'user_id': 20324860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1ppUsw6k22HUM4eGFGVCQFIgl1mBRmDt5VfKkw=k-s256', 'display_name': 'Tobias Guo', 'link': 'https://stackoverflow.com/users/20324860/tobias-guo'}",True,47,,1,-1,1666643678,1666643340,,74186498,,https://stackoverflow.com/questions/74186498/why-does-the-first-element-in-a-map-get-displayed-last,Why does the first element in a map get displayed last?,1666709137.0,Duplicate,,
957,"['c++', 'arrays', 'templates', 'typetraits']","{'account_id': 2798357, 'reputation': 107, 'user_id': 2407119, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/2502ee1f5404d7af2906aca03d96c82c?s=256&d=identicon&r=PG', 'display_name': 'Jos&#233; Eduardo Bueno', 'link': 'https://stackoverflow.com/users/2407119/jos%c3%a9-eduardo-bueno'}",False,34,,0,2,1666643004,1666643004,,74186427,CC BY-SA 4.0,https://stackoverflow.com/questions/74186427/incomplete-type-error-when-trying-to-build-a-templated-class-that-returns-size-o,Incomplete type error when trying to build a templated class that returns size of std::array,,,,
958,"['c++', 'algorithm', 'templates', 'c++20', 'function-templates-overloading']","{'account_id': 22087447, 'reputation': 297, 'user_id': 16940505, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7b0996a2328fdcd28562b08ae2b6d42?s=256&d=identicon&r=PG', 'display_name': 'Jaan', 'link': 'https://stackoverflow.com/users/16940505/jaan'}",True,148,74169421.0,3,5,1666642048,1666509531,1666514813.0,74169313,CC BY-SA 4.0,https://stackoverflow.com/questions/74169313/template-deduction-depends-on-another-template-deduction,Template deduction depends on another template deduction,,,,
959,"['c++', 'casting', 'assignment-operator']","{'account_id': 2406764, 'reputation': 289, 'user_id': 2382517, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Qxrpb.jpg?s=256&g=1', 'display_name': 'Kostas', 'link': 'https://stackoverflow.com/users/2382517/kostas'}",True,63,74180117.0,1,0,1666641116,1666608661,1666641116.0,74180013,CC BY-SA 4.0,https://stackoverflow.com/questions/74180013/how-to-assign-from-one-to-another-related-class-custom-assignment-or-cast-in-c,"How to assign from one to another related class, custom assignment or cast in c++?",,,,
960,"['c++', 'class', 'declaration', 'stdvector']","{'account_id': 26710589, 'reputation': 31, 'user_id': 20316037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26cb9a237557763fe154117fe6a9a614?s=256&d=identicon&r=PG', 'display_name': 'doogy', 'link': 'https://stackoverflow.com/users/20316037/doogy'}",True,116,,1,3,1666640328,1666545553,1666626155.0,74173245,,https://stackoverflow.com/questions/74173245/why-does-this-say-to-expected-to-a-integer-in-cost,Why does this say to &#39;Expected &#39;(&#39;&#39; to a integer in cost?,1666592170.0,Duplicate,,
961,"['c++', 'winapi']","{'account_id': 26688013, 'reputation': 37, 'user_id': 20297009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bc7f37065e7b2f63659207a4d4a0c7a?s=256&d=identicon&r=PG', 'display_name': 'GenZKaren', 'link': 'https://stackoverflow.com/users/20297009/genzkaren'}",True,94,74181339.0,1,0,1666639317,1666615566,1666615755.0,74181289,CC BY-SA 4.0,https://stackoverflow.com/questions/74181289/cant-delete-file-unless-i-close-my-program,Cant Delete File Unless I Close My Program,,,,
962,['c++'],"{'account_id': 26718060, 'reputation': 1, 'user_id': 20322377, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2Kyy1KgWV2loBuqDXyIRphnM4vvVLnqXvvA5AZ=k-s256', 'display_name': 'Hazher Rashid', 'link': 'https://stackoverflow.com/users/20322377/hazher-rashid'}",False,36,,0,-2,1666639084,1666638963,1666639084.0,74185798,,https://stackoverflow.com/questions/74185798/im-tired-to-run-code-and-the-result-shown-an-error,I&#39;m tired to run code and the result shown an error,1666639203.0,Duplicate,,
963,['c++'],"{'account_id': 15339134, 'reputation': 27, 'user_id': 11066662, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ab627abad74491da592a8c7956a2971?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/11066662/chris'}",True,77,74126432.0,3,0,1666638218,1666183023,,74125454,CC BY-SA 4.0,https://stackoverflow.com/questions/74125454/i-have-to-do-a-program-that-do-a-square-in-c-with-incremental-letter,I have to do a program that do a square in c++ with incremental letter,,,,
964,"['python', 'c++', 'python-3.x', 'unreal-engine5']","{'account_id': 15648091, 'reputation': 15, 'user_id': 11289930, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-E6OhMxc2gas/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reIa3UhmfQ1w0LdJV3GlDURIZ0E5Q/mo/photo.jpg?sz=256', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/11289930/alex'}",False,49,,0,-1,1666638010,1666635580,1666638010.0,74185245,CC BY-SA 4.0,https://stackoverflow.com/questions/74185245/what-is-the-equivelent-of-pyarena-pyparser-and-pyast-in-python-3-10,"What is the equivelent of PyArena_*, PyParser_*, and PyAST_* in python 3.10?",,,,
965,"['c++', 'range-v3']","{'account_id': 5864348, 'reputation': 1031, 'user_id': 4618915, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/ecf6fed6fc438de89d293c30927f0ba1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kroma', 'link': 'https://stackoverflow.com/users/4618915/kroma'}",False,55,,1,2,1666637911,1666606532,,74179636,CC BY-SA 4.0,https://stackoverflow.com/questions/74179636/c-range-v3-use-split-when-instead-of-chunk-by,c++ - range v3 - use split_when instead of chunk_by,,,,
966,"['c++', 'cmake', 'cuda', 'linker']","{'account_id': 18651203, 'reputation': 740, 'user_id': 13594617, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a047786aadf03292fa773af3c943e135?s=256&d=identicon&r=PG&f=1', 'display_name': 'Atharva Dubey', 'link': 'https://stackoverflow.com/users/13594617/atharva-dubey'}",True,40,,1,0,1666637476,1666500703,1666503771.0,74168729,CC BY-SA 4.0,https://stackoverflow.com/questions/74168729/unable-to-link-a-function-defined-in-cu-file-when-being-called-from-a-cpp-file,Unable to link a function defined in .cu file when being called from a .cpp file,,,,
967,"['c++', 'arrays', 'recursion', 'reverse']","{'account_id': 26315056, 'reputation': 11, 'user_id': 19977970, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkJrOqHqkPLeb-B_HqwB2D1IcQZkGv9bFToXojs=k-s256', 'display_name': 'Maha Gola', 'link': 'https://stackoverflow.com/users/19977970/maha-gola'}",False,67,,1,-6,1666633217,1666603351,1666633217.0,74179018,,https://stackoverflow.com/questions/74179018/reversing-elements-of-an-array-using-recursion,reversing elements of an array using recursion,1666618522.0,Duplicate,,
968,['c++'],"{'account_id': 26719799, 'reputation': 1, 'user_id': 20323845, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3mkFdOW5DwB5O_FhkHnoERbYVL8Ok6IwveG978=k-s256', 'display_name': 'ash', 'link': 'https://stackoverflow.com/users/20323845/ash'}",True,43,,1,-1,1666633054,1666632863,,74184795,CC BY-SA 4.0,https://stackoverflow.com/questions/74184795/is-there-a-way-to-dynamically-create-a-board-this-way-w-an-unknown-size,Is there a way to dynamically create a board this way w/ an unknown size?,,,,
969,"['c++', 'data-structures']","{'account_id': 26695910, 'reputation': 1, 'user_id': 20303777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ba3c08bc0cbee2326a6fd287483d7b3?s=256&d=identicon&r=PG', 'display_name': 'ruby', 'link': 'https://stackoverflow.com/users/20303777/ruby'}",False,15,,0,0,1666632768,1666380189,1666632768.0,74158337,,https://stackoverflow.com/questions/74158337/infix-to-postfix-using-stack-but-get-run-time-error,Infix to Postfix using stack but get Run Time Error,1666391269.0,Duplicate,,
970,"['android', 'c++', 'storage', 'android-sdcard']","{'account_id': 20169381, 'reputation': 49, 'user_id': 14792541, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa52b0bf5c72f0f2353283394ebcb49d?s=256&d=identicon&r=PG&f=1', 'display_name': 'RomaFUN', 'link': 'https://stackoverflow.com/users/14792541/romafun'}",False,33,,0,0,1666632673,1666632673,,74184763,CC BY-SA 4.0,https://stackoverflow.com/questions/74184763/can-not-create-any-file-on-removable-microsd-card-on-android,Can not create any file on removable microSD card on android,,,,
971,['c++'],"{'account_id': 26719426, 'reputation': 1, 'user_id': 20323540, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu10wUwE3LayzStlvN7ZP7ZBC6Gi75yH8Mori4MegA=k-s256', 'display_name': 'Muzammil', 'link': 'https://stackoverflow.com/users/20323540/muzammil'}",False,26,,0,-3,1666632530,1666632278,1666632530.0,74184695,,https://stackoverflow.com/questions/74184695/postfix-evaluation-program-is-not-returning-full-answer-why,Postfix Evaluation Program is not returning full answer.why?,1666633331.0,Duplicate,,
972,"['c++', 'class', 'sorting', 'structure']","{'account_id': 26686567, 'reputation': 1, 'user_id': 20295799, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0j0RQ4dvaiQo-8Nk7G0t7dX90MsyECDhR5huow=k-s256', 'display_name': 'Kabo Mphanyane', 'link': 'https://stackoverflow.com/users/20295799/kabo-mphanyane'}",False,35,,1,0,1666632425,1666630717,1666631005.0,74184443,CC BY-SA 4.0,https://stackoverflow.com/questions/74184443/main-function-of-the-code-is-to-get-ids-and-name-the-to-save-them-to-a-txt-file,"main function of the code is to get id&#39;s and name the to save them to a txt file,search , sort the data so far iam done with everything how do i sort",,,,
973,"['c++', 'opencv', 'mp4', 'video-processing', 'steganography']","{'account_id': 24618752, 'reputation': 39, 'user_id': 18519397, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhZAa5u4a-9rm7ToWovAQizfOuYyMroSPBo8WSi=k-s256', 'display_name': 'Mixen', 'link': 'https://stackoverflow.com/users/18519397/mixen'}",False,24,,0,-1,1666632401,1666632401,,74184711,CC BY-SA 4.0,https://stackoverflow.com/questions/74184711/why-there-is-the-wrong-data-in-mat-of-opencv-video-frame,Why there is the wrong data in Mat of OpenCV video frame?,,,,
974,"['c++', 'c++20']","{'account_id': 9709668, 'reputation': 385, 'user_id': 7201994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/683680b67a1c5139f1803293cbedc585?s=256&d=identicon&r=PG&f=1', 'display_name': 'Catriel', 'link': 'https://stackoverflow.com/users/7201994/catriel'}",False,30,,0,0,1666631665,1666630543,1666631665.0,74184420,,https://stackoverflow.com/questions/74184420/compiler-fails-when-calling-templated-function-from-second-generation-of-derived,Compiler fails when calling templated function from second generation of derived class?,1666632645.0,Duplicate,,
975,"['c++', 'mfc', 'quickbooks', 'qbxml']","{'account_id': 6360511, 'reputation': 59, 'user_id': 4936157, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eOicy.jpg?s=256&g=1', 'display_name': 'Kyef', 'link': 'https://stackoverflow.com/users/4936157/kyef'}",False,23,,0,0,1666631154,1666631154,,74184526,CC BY-SA 4.0,https://stackoverflow.com/questions/74184526/error-0x80040308-cannot-create-qbxmlrp2-com-component,Error: 0x80040308 Cannot create Qbxmlrp2 com component,,,,
976,"['c++', 'strict-aliasing']","{'account_id': 354707, 'reputation': 941, 'user_id': 693212, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1LIiq.jpg?s=256&g=1', 'display_name': 'Brad Spencer', 'link': 'https://stackoverflow.com/users/693212/brad-spencer'}",True,105,74183277.0,1,0,1666630966,1666621454,1666623388.0,74182587,CC BY-SA 4.0,https://stackoverflow.com/questions/74182587/can-i-form-a-c-reference-from-a-pointer-of-the-wrong-type,Can I form a C++ reference from a pointer of the wrong type?,,,,
977,"['c++', 'string', 'pointers', 'recursion', 'reverse']","{'account_id': 14401029, 'reputation': 1, 'user_id': 10402670, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-hf6Dyn8lE-Y/AAAAAAAAAAI/AAAAAAAABEY/i3xoOl57OEs/photo.jpg?sz=256', 'display_name': 'Shashank Tripathi', 'link': 'https://stackoverflow.com/users/10402670/shashank-tripathi'}",False,72,,2,-1,1666630720,1666612025,1666630720.0,74180651,CC BY-SA 4.0,https://stackoverflow.com/questions/74180651/reverse-string-using-recursion-and-1-variable-i-am-not-able-to-understand-why-i,Reverse string using recursion and 1 variable. I am not able to understand why is &quot;str + 1&quot; not working when str is address,,,,
978,"['c++', 'optimization', 'memory']","{'account_id': 21177744, 'reputation': 41, 'user_id': 15572731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec73c07671a898f8000e36db60fc7c13?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raym', 'link': 'https://stackoverflow.com/users/15572731/raym'}",True,73,,1,0,1666630324,1666627465,,74183867,CC BY-SA 4.0,https://stackoverflow.com/questions/74183867/what-is-the-most-efficient-way-to-preallocate-unordered-mapstring-vectoruint8,"what is the most efficient way to preallocate unordered_map&lt;string, vector&lt;uint8_t&gt;&gt;?",,,,
979,"['c++', 'emacs', 'tabs', 'modeline']","{'account_id': 79407, 'reputation': 12813, 'user_id': 225186, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/dbc60362bf2df08202ff198e00085a5c?s=256&d=identicon&r=PG', 'display_name': 'alfC', 'link': 'https://stackoverflow.com/users/225186/alfc'}",False,40,,1,2,1666630016,1666386113,1666394751.0,74159118,CC BY-SA 4.0,https://stackoverflow.com/questions/74159118/is-it-possible-to-have-a-complicated-emacs-command-as-modeline,Is it possible to have a complicated Emacs command as modeline?,,,,
980,"['c++', 'linux', 'gcc', 'cmake']","{'account_id': 2785811, 'reputation': 3830, 'user_id': 2397253, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/CLLjm.png?s=256&g=1', 'display_name': 'oarfish', 'link': 'https://stackoverflow.com/users/2397253/oarfish'}",False,23,,0,0,1666629745,1666626296,1666629745.0,74183657,CC BY-SA 4.0,https://stackoverflow.com/questions/74183657/in-what-order-does-cmake-add-include-directories-from-target-include-directorie,In what order does cmake add include directories from `target_include_directories()` and `target_link_libraries()`?,,,,
