,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,protected_date,migrated_from
1632,"['c++', 'parameter-passing', 'std-function']","{'account_id': 6221507, 'reputation': 23, 'user_id': 4841024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/502fa93bc0e9d23e87848e00d80b53e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Remy S', 'link': 'https://stackoverflow.com/users/4841024/remy-s'}",True,352,1,1,1598195830,1598166278,1598192896.0,63544275,CC BY-SA 4.0,https://stackoverflow.com/questions/63544275/pass-argument-to-stdbind-at-run-time-to-a-dispatch-queue,Pass argument to std::bind at run time to a dispatch Queue,,63548192.0,,,
1633,['c++'],"{'account_id': 19356404, 'reputation': 33, 'user_id': 14152645, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-4faddPGjjBk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclGt4szuqN4NIUcpWJDTBehZs8uOQ/photo.jpg?sz=256', 'display_name': 'mfsmusic', 'link': 'https://stackoverflow.com/users/14152645/mfsmusic'}",True,61,2,0,1598195751,1598194154,1598194599.0,63548325,CC BY-SA 4.0,https://stackoverflow.com/questions/63548325/looking-for-insight-into-why-im-getting-an-access-violation-here,Looking for insight into why I&#39;m getting an access violation here,,63548627.0,,,
1634,"['c++', 'c++20']","{'account_id': 3267988, 'reputation': 69559, 'user_id': 2752075, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/5oQlf.png?s=256&g=1', 'display_name': 'HolyBlackCat', 'link': 'https://stackoverflow.com/users/2752075/holyblackcat'}",True,165,1,8,1598195536,1598192179,1598193374.0,63547982,CC BY-SA 4.0,https://stackoverflow.com/questions/63547982/in-a-nested-requirement-why-use-requires-bool-constantxvalue-instead-of,"In a nested requirement, why use `requires bool_constant&lt;X&gt;::value;` instead of `requires X;`?",,63548581.0,,,
1635,"['c++', 'c++11', 'new-operator']","{'account_id': 18668279, 'reputation': 99, 'user_id': 13607731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ddf4bb4db37b2325221ee936fe52e5a?s=256&d=identicon&r=PG&f=1', 'display_name': 'alex', 'link': 'https://stackoverflow.com/users/13607731/alex'}",True,79,1,5,1598195516,1598194539,1598194938.0,63548401,CC BY-SA 4.0,https://stackoverflow.com/questions/63548401/problem-with-initializing-structure-via-new-operator,Problem with initializing structure via new operator,,,,,
1636,"['c++', 'arrays']","{'account_id': 6760856, 'reputation': 121, 'user_id': 5207684, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ZLlnaZMZixY/AAAAAAAAAAI/AAAAAAAAAO0/TjZVUdt_l7w/photo.jpg?sz=256', 'display_name': 'Katha patel', 'link': 'https://stackoverflow.com/users/5207684/katha-patel'}",True,51,1,0,1598195498,1598194905,,63548467,CC BY-SA 4.0,https://stackoverflow.com/questions/63548467/cpp-array-memory-allocation,CPP array memory allocation,,63548573.0,,,
1637,"['c++', 'file-io', 'fstream']","{'account_id': 17777496, 'reputation': 167, 'user_id': 12909453, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc52b1eea5d2323e842e82982396bae8?s=256&d=identicon&r=PG&f=1', 'display_name': 'bodn19888', 'link': 'https://stackoverflow.com/users/12909453/bodn19888'}",False,14,0,1,1598194961,1598194961,,63548476,,https://stackoverflow.com/questions/63548476/reading-files-into-a-string-object-without-the-string-header-file,reading files into a string object without the string header file,1598195301.0,,Duplicate,,
1638,"['c++', 'struct']","{'account_id': 13751656, 'reputation': 29, 'user_id': 9923574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0ec70af4e4e65b9dc5f74c1cf877e15?s=256&d=identicon&r=PG&f=1', 'display_name': 'doit', 'link': 'https://stackoverflow.com/users/9923574/doit'}",True,43,1,0,1598194200,1598194028,,63548299,CC BY-SA 4.0,https://stackoverflow.com/questions/63548299/why-using-to-point-to-struct-s-not-correct-in-c-on-mac,Why using &amp; to point to Struct s not correct in C++( on Mac)?,,,,,
1639,"['c++', 'recursion', 'callstack', 'function-definition']","{'account_id': 19204728, 'reputation': 377, 'user_id': 14031871, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nptlh.jpg?s=256&g=1', 'display_name': 'Shivam Goel', 'link': 'https://stackoverflow.com/users/14031871/shivam-goel'}",True,434,2,-2,1598193282,1598180421,1598183791.0,63546162,CC BY-SA 4.0,https://stackoverflow.com/questions/63546162/recursion-sum-of-n-natural-number,Recursion- sum of n natural number,,63546552.0,,,
1640,"['c++', 'file', 'ofstream', 'sstream']","{'account_id': 18690758, 'reputation': 17, 'user_id': 13625134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa5e5cc28af5be35b037cf295f1e202a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Phantasm', 'link': 'https://stackoverflow.com/users/13625134/phantasm'}",True,939,1,-1,1598193269,1598172079,1598193269.0,63545005,CC BY-SA 4.0,https://stackoverflow.com/questions/63545005/how-to-make-our-own-function-like-touch-in-c,how to make our own function like touch in c++,,63545085.0,,,
1641,['c++'],"{'account_id': 14386550, 'reputation': 839, 'user_id': 10392393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/158e9cd5e0945cfb6ff4407c8c049768?s=256&d=identicon&r=PG&f=1', 'display_name': 'azerila', 'link': 'https://stackoverflow.com/users/10392393/azerila'}",True,2544,1,1,1598192875,1598181610,1598192875.0,63546323,CC BY-SA 4.0,https://stackoverflow.com/questions/63546323/error-capture-of-non-variable-within-use-of-lambda-in-a-class,“error: capture of non-variable” within use of lambda in a class,,,,,
1642,"['c++', 'delphi', 'interface', 'direct2d', 'vmt']","{'account_id': 63972, 'reputation': 11663, 'user_id': 189103, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/Xuly6.jpg?s=256&g=1', 'display_name': 'fpiette', 'link': 'https://stackoverflow.com/users/189103/fpiette'}",True,231,1,1,1598190117,1598125069,1598160766.0,63540361,CC BY-SA 4.0,https://stackoverflow.com/questions/63540361/how-to-get-address-of-c-interface-vmt,How to get address of C++ interface VMT,,63547636.0,,,
1643,"['c++', 'types', 'namespaces']","{'account_id': 18039687, 'reputation': 179, 'user_id': 13422243, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10e98bbdb6c85a851de2d9b2cab2bad5?s=256&d=identicon&r=PG&f=1', 'display_name': 'linternetsansfil', 'link': 'https://stackoverflow.com/users/13422243/linternetsansfil'}",True,94,1,3,1598189929,1598180245,1598189929.0,63546137,CC BY-SA 4.0,https://stackoverflow.com/questions/63546137/can-i-redefine-a-built-in-type-inside-a-namespace,Can I redefine a built-in type inside a namespace?,,,,,
1644,"['java', 'c++', 'loops', 'antlr', 'antlr4']","{'account_id': 10744562, 'reputation': 11, 'user_id': 7906359, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TOMSx.jpg?s=256&g=1', 'display_name': 'Hisham', 'link': 'https://stackoverflow.com/users/7906359/hisham'}",False,710,1,0,1598189603,1598142626,,63542345,CC BY-SA 4.0,https://stackoverflow.com/questions/63542345/how-to-detect-for-loop-block-after-parsing-the-code-using-antlr,how to detect for loop block after Parsing the code using Antlr?,,,,,
1645,"['c++', 'vector', 'data-structures', 'dynamic-arrays']","{'account_id': 18329611, 'reputation': 421, 'user_id': 13348479, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjPQqtZ3jcPSXgEsug3SxYeQDvhHGLh3UKGYpNvCg=k-s256', 'display_name': 'AM Z', 'link': 'https://stackoverflow.com/users/13348479/am-z'}",True,138,1,1,1598188335,1598186937,,63547146,CC BY-SA 4.0,https://stackoverflow.com/questions/63547146/can-someone-please-explain-this-line-of-code,Can someone please explain this line of code,,63547354.0,,,
1646,['c++'],"{'account_id': 18885802, 'reputation': 25, 'user_id': 13777268, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ie1iZqdaxbw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckdtoAqHEsseqIDb_u7jlQIqfMBlw/photo.jpg?sz=256', 'display_name': 'Loveleen Singh', 'link': 'https://stackoverflow.com/users/13777268/loveleen-singh'}",False,39,0,0,1598186044,1598185735,1598186044.0,63546944,,https://stackoverflow.com/questions/63546944/will-static-variables-with-same-name-in-two-seperate-function-conflict,Will static variables with same name in two seperate function conflict?,1598185881.0,,Duplicate,,
1647,"['c++', 'memory-leaks', 'libssh']","{'account_id': 17939889, 'reputation': 73, 'user_id': 13890510, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ki1SSBOTr3s/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nAX-3jdCbX_Ueg0vyi5oqJ_wBw0oQ/photo.jpg?sz=256', 'display_name': 'fa7eme', 'link': 'https://stackoverflow.com/users/13890510/fa7eme'}",True,207,1,0,1598186022,1598181705,1598184990.0,63546334,CC BY-SA 4.0,https://stackoverflow.com/questions/63546334/memory-leak-while-using-ssh-channel-open-session-in-an-array,memory leak while using ssh_channel_open_session in an array,,63546928.0,,,
1648,"['c#', 'c++', 'security', 'memory-management']","{'user_type': 'does_not_exist', 'display_name': 'user14142511'}",True,89,1,0,1598184929,1598178527,1598184929.0,63545891,,https://stackoverflow.com/questions/63545891/is-it-possible-to-modify-things-in-memory,Is it possible to modify things in memory?,1598215122.0,,Not suitable for this site,,
1649,"['c++', 'oop', 'inheritance', 'lnk2019']","{'account_id': 18380319, 'reputation': 127, 'user_id': 13388503, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ifzE0.jpg?s=256&g=1', 'display_name': 'Debug', 'link': 'https://stackoverflow.com/users/13388503/debug'}",False,22,0,1,1598184269,1598173576,1598184269.0,63545207,,https://stackoverflow.com/questions/63545207/trouble-compiling-an-oop-project,Trouble Compiling an OOP Project,1598173643.0,,Duplicate,,
1650,"['c++', 'operators', 'variable-assignment']","{'account_id': 19355177, 'reputation': 41, 'user_id': 14151665, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GijW8kUO9f-D0LXS5n8rfr77v9637ekU1PX6gnd=k-s256', 'display_name': 'Priya Patni', 'link': 'https://stackoverflow.com/users/14151665/priya-patni'}",True,576,5,3,1598181553,1598176710,1598176888.0,63545624,CC BY-SA 4.0,https://stackoverflow.com/questions/63545624/working-of-assignment-operator-while-copying-objects,Working of assignment operator while copying objects,,63545658.0,,,
1651,"['c++', 'firebase-realtime-database', 'twilio', 'nodemcu', 'arduino-esp8266']","{'account_id': 16533428, 'reputation': 469, 'user_id': 14052161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e791c9b693339726c512d47088e71b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nina', 'link': 'https://stackoverflow.com/users/14052161/nina'}",False,170,0,1,1598180319,1598178608,1598180319.0,63545904,CC BY-SA 4.0,https://stackoverflow.com/questions/63545904/esp8266-twilio-doesnt-send-sms,"ESP8266, Twilio doesn&#39;t send SMS",,,,,
1652,"['c++', 'node.js']","{'account_id': 18636181, 'reputation': 23, 'user_id': 13583036, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Xmb6J.jpg?s=256&g=1', 'display_name': 'TheCloaker', 'link': 'https://stackoverflow.com/users/13583036/thecloaker'}",False,199,0,1,1598180027,1598168393,1598169104.0,63544525,CC BY-SA 4.0,https://stackoverflow.com/questions/63544525/node-h-cannot-be-opened,node.h cannot be opened,,,,,
1653,"['c++', 'inheritance', 'constructor', 'default-constructor', 'unnamed-class']","{'account_id': 491860, 'reputation': 1751, 'user_id': 2528436, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e1d4385a3ac2f060b4fea2bba1f6e5a?s=256&d=identicon&r=PG', 'display_name': 'Kai Petzke', 'link': 'https://stackoverflow.com/users/2528436/kai-petzke'}",True,319,1,5,1598179426,1598177971,,63545816,CC BY-SA 4.0,https://stackoverflow.com/questions/63545816/how-to-call-a-non-default-parent-constructor-from-an-unnamed-derived-class-in-c,How to call a non-default parent constructor from an unnamed derived class in C++?,,,,,
1654,"['c++', 'visual-c++', 'c++17', 'c++20', 'cl']","{'account_id': 1203856, 'reputation': 2024, 'user_id': 9099261, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cdee0bc280ec08abb8a3031341c9e113?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bernd', 'link': 'https://stackoverflow.com/users/9099261/bernd'}",True,74,2,1,1598179288,1598014163,1598014758.0,63523244,CC BY-SA 4.0,https://stackoverflow.com/questions/63523244/msvc-bug-with-templated-conversion-operators-and-multiple-inheritance,MSVC: Bug with templated conversion operators and multiple inheritance,,63523872.0,,,
1655,['c++'],"{'account_id': 17814221, 'reputation': 181, 'user_id': 12938157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/252abbf43c859386fcf2b3edffa87355?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sherlock Holmes', 'link': 'https://stackoverflow.com/users/12938157/sherlock-holmes'}",False,74,1,0,1598178203,1598124414,1598178203.0,63540273,CC BY-SA 4.0,https://stackoverflow.com/questions/63540273/opengl-transparency-not-working-despite-setting-up-blend-function,OpenGl transparency not working despite setting up blend function,,,,,
1656,"['c++', 'binary-data']","{'account_id': 17452037, 'reputation': 179, 'user_id': 12651829, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9251d968fc29eae13bc1963e7ffcca54?s=256&d=identicon&r=PG&f=1', 'display_name': 'Theodore', 'link': 'https://stackoverflow.com/users/12651829/theodore'}",True,478,1,2,1598178072,1598177020,,63545666,CC BY-SA 4.0,https://stackoverflow.com/questions/63545666/binary-input-of-text-file,Binary input of text file,,63545731.0,,,
1657,"['c++', 'arrays', 'templates', 'data-structures', 'overloading']","{'account_id': 19355017, 'reputation': 57, 'user_id': 14151534, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf83ca0df063aab739c3315d8bd76d10?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prateek Bhardwaj', 'link': 'https://stackoverflow.com/users/14151534/prateek-bhardwaj'}",True,238,1,3,1598178019,1598175138,,63545438,CC BY-SA 4.0,https://stackoverflow.com/questions/63545438/overloading-and-operators-to-accept-values-for-my-template-class-in-c,Overloading [] and = operators to accept values for my template class in C++,,63545821.0,,,
1658,"['c++', 'matlab', 'vectorization', 'eigen']","{'account_id': 19174736, 'reputation': 59, 'user_id': 14007680, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/606d442dec4c9859542f81b07b203a86?s=256&d=identicon&r=PG&f=1', 'display_name': 'bayesNie', 'link': 'https://stackoverflow.com/users/14007680/bayesnie'}",True,275,1,-1,1598177727,1598071318,,63532627,CC BY-SA 4.0,https://stackoverflow.com/questions/63532627/how-can-implement-pdist-of-matlab-using-eigen-with-c,How can implement pdist of matlab using eigen with C++?,,,,,
1659,"['c++', 'assembly', 'bit-manipulation', 'x86-64', 'micro-optimization']","{'account_id': 15691030, 'reputation': 1540, 'user_id': 11322131, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5da67a1ade1072d432684e55adbb5d57?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noah', 'link': 'https://stackoverflow.com/users/11322131/noah'}",True,182,1,2,1598176637,1598124123,1598125871.0,63540228,CC BY-SA 4.0,https://stackoverflow.com/questions/63540228/checking-if-a-uint8-t8-contains-any-non-0s-and-accessing-a-non-zero-slot-with,Checking if a uint8_t[8] contains any non 0s and accessing a non-zero slot with one memory load,,,,,
1660,['c++'],"{'account_id': 8986621, 'reputation': 5585, 'user_id': 6700019, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/PEIHC.png?s=256&g=1', 'display_name': 'Masoud Rahimi', 'link': 'https://stackoverflow.com/users/6700019/masoud-rahimi'}",True,68,2,1,1598175061,1598167118,,63544365,CC BY-SA 4.0,https://stackoverflow.com/questions/63544365/call-member-constructor-in-copy-constructor-definition,Call member constructor in copy constructor definition,,63545155.0,,,
1661,"['c++', 'c++11', 'memory']","{'account_id': 1468889, 'reputation': 1440, 'user_id': 1380954, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0de0c23d97c75300e32f8494b1485fb8?s=256&d=identicon&r=PG', 'display_name': 'selfboot', 'link': 'https://stackoverflow.com/users/1380954/selfboot'}",False,94,0,1,1598175031,1598168836,1598175031.0,63544589,CC BY-SA 4.0,https://stackoverflow.com/questions/63544589/how-to-write-a-demo-that-can-quickly-reproduce-the-out-of-order-execution-of-cpu,How to write a demo that can quickly reproduce the out-of-order execution of CPU instructions?,,,,,
1662,"['c++', 'cpprest-sdk']","{'account_id': 16021440, 'reputation': 504, 'user_id': 11562869, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-LQGAh66zAGk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd5We6J65g3NY-_g9_DxyMTnA1Xhw/mo/photo.jpg?sz=256', 'display_name': 'Hwan E', 'link': 'https://stackoverflow.com/users/11562869/hwan-e'}",False,85,0,1,1598174588,1598174588,,63545357,CC BY-SA 4.0,https://stackoverflow.com/questions/63545357/cpprestsdk-server-post-read-failure,cpprestsdk server POST read failure,,,,,
1663,['c++'],"{'account_id': 19353773, 'reputation': 23, 'user_id': 14150507, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiU0zI3V2gdwdXkzx_XN9ZkC0mkhnbTHgKSuBjF=k-s256', 'display_name': 'RogerGold', 'link': 'https://stackoverflow.com/users/14150507/rogergold'}",True,903,1,2,1598174178,1598154812,1598174178.0,63543205,CC BY-SA 4.0,https://stackoverflow.com/questions/63543205/non-static-data-member-initializers-only-available-with-std-c11-or-std-gnu,Non-static data member initializers only available with -std=c++11 or -std=gnu++11,,63543237.0,,,
1664,"['c++', 'lambda', 'functor']","{'account_id': 229381, 'reputation': 3204, 'user_id': 492307, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/8085cc47ff63666ad11f782ea46325d4?s=256&d=identicon&r=PG', 'display_name': 'Tryer', 'link': 'https://stackoverflow.com/users/492307/tryer'}",False,150,0,1,1598174106,1598174106,,63545295,CC BY-SA 4.0,https://stackoverflow.com/questions/63545295/lambda-capture-vs-and-calling-a-member-function-of-a-class-object,"Lambda capture, [ ] vs [&amp;] and calling a member function of a class object",,,,,
1665,"['c++', 'arrays', 'multidimensional-array']","{'account_id': 18939029, 'reputation': 1, 'user_id': 14005444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bf78f2ccd902bb8ac97b64aaeac348e?s=256&d=identicon&r=PG&f=1', 'display_name': 'sam', 'link': 'https://stackoverflow.com/users/14005444/sam'}",False,748,2,0,1598172471,1598114687,1598172471.0,63538682,CC BY-SA 4.0,https://stackoverflow.com/questions/63538682/how-to-compare-an-element-of-a-2d-array-with-rest-of-the-its-elements,How to compare an element of a 2D array with rest of the its elements?,,,,,
1666,['c++'],"{'account_id': 19354497, 'reputation': 82, 'user_id': 14151092, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/763d11e25f940c7c4e164c9eb01221d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tushar Gautam', 'link': 'https://stackoverflow.com/users/14151092/tushar-gautam'}",True,562,4,3,1598172413,1598167697,1598170363.0,63544431,CC BY-SA 4.0,https://stackoverflow.com/questions/63544431/c-program-giving-garbage-value-to-an-initialized-variable,C++ program giving garbage value to an initialized variable,,63544715.0,,,
1667,"['c++', 'c', 'windows', 'gcc', 'mingw']","{'account_id': 184248, 'reputation': 1985, 'user_id': 420163, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/1e9c88e17639200639f61297f4d1d0f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Synthetix', 'link': 'https://stackoverflow.com/users/420163/synthetix'}",True,1379,1,0,1598171915,1598156726,,63543369,CC BY-SA 4.0,https://stackoverflow.com/questions/63543369/does-a-fresh-install-of-windows-include-a-standard-c-library,Does a fresh install of Windows include a standard C++ library?,,,,,
1668,"['c++', 'multithreading', 'parallel-processing', 'ncurses']","{'account_id': 18937118, 'reputation': 13, 'user_id': 13817952, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjC2fbC1CsvlzbCbX0Lj0ptwQ0xyFMyTkoLiBR-zQ=k-s256', 'display_name': 'alan lai', 'link': 'https://stackoverflow.com/users/13817952/alan-lai'}",True,58,1,1,1598171407,1598169411,,63544667,CC BY-SA 4.0,https://stackoverflow.com/questions/63544667/two-ncurses-window-running-parrallel,two ncurses window running parrallel,,63544903.0,,,
1669,"['c++', 'qt', 'qt5']","{'account_id': 12038030, 'reputation': 77, 'user_id': 9066046, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a740afe7dc45e5385308b0a8f899397d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user9066046', 'link': 'https://stackoverflow.com/users/9066046/user9066046'}",False,137,0,0,1598170159,1598164145,1598170159.0,63544064,CC BY-SA 4.0,https://stackoverflow.com/questions/63544064/how-to-read-output-of-running-qprocess-and-save-specific-data-to-variable,How to read output of running QProcess and save specific data to variable?,,,,,
1670,"['c++', 'iostream']","{'account_id': 19349508, 'reputation': 13, 'user_id': 14147235, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/919c535560c778828264fa2854f072e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jovan', 'link': 'https://stackoverflow.com/users/14147235/jovan'}",True,50,1,1,1598169863,1598088484,1598169863.0,63534633,CC BY-SA 4.0,https://stackoverflow.com/questions/63534633/finding-a-path-in-a-maze-via-backtracking,Finding a path in a maze via backtracking,,63534990.0,,,
1671,"['c++', 'oop', 'inheritance', 'vector', 'constructor']","{'account_id': 18380319, 'reputation': 127, 'user_id': 13388503, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ifzE0.jpg?s=256&g=1', 'display_name': 'Debug', 'link': 'https://stackoverflow.com/users/13388503/debug'}",False,104,0,1,1598169576,1598168120,1598169576.0,63544490,CC BY-SA 4.0,https://stackoverflow.com/questions/63544490/error-no-appropriate-default-constructor-available-problem,Error: No Appropriate Default Constructor Available Problem,,,,,
1672,"['c++', 'arrays', 'pointers', 'min-heap']","{'account_id': 12221648, 'reputation': 21, 'user_id': 8920586, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-tdajGR72OPg/AAAAAAAAAAI/AAAAAAAABUk/WQKc4Yposuk/photo.jpg?sz=256', 'display_name': 'ShaZam', 'link': 'https://stackoverflow.com/users/8920586/shazam'}",False,79,0,1,1598169069,1598168746,1598169069.0,63544573,CC BY-SA 4.0,https://stackoverflow.com/questions/63544573/increasing-pointer-array-size-c,Increasing Pointer Array Size - C++,,,,,
1673,"['c++', 'pointers']","{'account_id': 15579395, 'reputation': 41, 'user_id': 11284870, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cvNlh.jpg?s=256&g=1', 'display_name': 'SirRollalot', 'link': 'https://stackoverflow.com/users/11284870/sirrollalot'}",True,56,1,3,1598168822,1598168021,1598168822.0,63544478,CC BY-SA 4.0,https://stackoverflow.com/questions/63544478/why-does-incrementation-of-pointer-or-value-leads-to-the-same-result-in-a-loop,Why does incrementation of pointer or value leads to the same result in a loop,,,,,
1674,"['c++', 'function', 'mediapipe']","{'account_id': 6466569, 'reputation': 79, 'user_id': 5008273, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Tpetq-2fR2w/AAAAAAAAAAI/AAAAAAAAAfM/fQ_t_sDUXrc/photo.jpg?sz=256', 'display_name': 'Aniket Vishwakarma', 'link': 'https://stackoverflow.com/users/5008273/aniket-vishwakarma'}",True,215,2,1,1598168673,1598160418,1598168673.0,63543707,CC BY-SA 4.0,https://stackoverflow.com/questions/63543707/unable-to-understand-use-of-scope-resolution-operator,unable to understand use of scope resolution operator,,63543980.0,,,
1675,"['c++', 'flags', 'mediapipe']","{'account_id': 6466569, 'reputation': 79, 'user_id': 5008273, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Tpetq-2fR2w/AAAAAAAAAAI/AAAAAAAAAfM/fQ_t_sDUXrc/photo.jpg?sz=256', 'display_name': 'Aniket Vishwakarma', 'link': 'https://stackoverflow.com/users/5008273/aniket-vishwakarma'}",True,2965,1,4,1598168672,1598168298,1598168672.0,63544513,CC BY-SA 4.0,https://stackoverflow.com/questions/63544513/what-does-it-mean-to-use-define-string,what does it mean to use DEFINE_string,,,,,
1676,"['c++', 'linux']","{'account_id': 9917155, 'reputation': 49, 'user_id': 7341567, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/64e8e418026c619175c89c8340b882ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'user7341567', 'link': 'https://stackoverflow.com/users/7341567/user7341567'}",False,24,0,1,1598167813,1598167813,,63544449,CC BY-SA 4.0,https://stackoverflow.com/questions/63544449/i-dont-know-how-to-read-the-pcl-column-detection-display-result,I don&#39;t know how to read the PCL column detection display result,,,,,
1677,"['c++', 'directx', 'hlsl', 'raytracing', 'directx-12']","{'account_id': 18909217, 'reputation': 21, 'user_id': 13796523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc2029b827f87ef7874a8e78df489d31?s=256&d=identicon&r=PG&f=1', 'display_name': 'GaspardWinckler', 'link': 'https://stackoverflow.com/users/13796523/gaspardwinckler'}",False,421,0,2,1598166980,1598166980,,63544354,CC BY-SA 4.0,https://stackoverflow.com/questions/63544354/rwstructuredbuffer-counter-not-decrementing-dx12,RWStructuredBuffer counter not decrementing (DX12),,,,,
1678,"['c++', 'mutex', 'atomic', 'memory-model', 'stdatomic']","{'account_id': 13199597, 'reputation': 127, 'user_id': 9533194, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Hsk5ovcDlLg/AAAAAAAAAAI/AAAAAAAAACA/hVTztwF-vYg/photo.jpg?sz=256', 'display_name': 'Zihe Liu', 'link': 'https://stackoverflow.com/users/9533194/zihe-liu'}",True,178,1,1,1598165820,1598156926,1598165820.0,63543388,CC BY-SA 4.0,https://stackoverflow.com/questions/63543388/can-acquire-loads-reorder-with-other-acquire-operations-cppreference-says-only,Can acquire loads reorder with other acquire operations? cppreference says only non-atomic and relaxed are ordered by acquire,,63544040.0,,,
1679,"['c++', 'c++17', 'circular-dependency', 'variant']","{'account_id': 8263117, 'reputation': 151, 'user_id': 6292345, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6436ecec4afa0e9db2ffb5096e3329a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cansisti', 'link': 'https://stackoverflow.com/users/6292345/cansisti'}",True,236,1,3,1598165032,1598126544,1598128091.0,63540596,CC BY-SA 4.0,https://stackoverflow.com/questions/63540596/dealing-with-circular-dependency-in-stdvariant,Dealing with circular dependency in std::variant,,63540841.0,,,
