,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,protected_date,migrated_from
1748,['c++'],"{'account_id': 444325, 'reputation': 81, 'user_id': 836066, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/2c8b1f52fb3705f76e7b1d35e3a908f7?s=256&d=identicon&r=PG', 'display_name': 'cracq', 'link': 'https://stackoverflow.com/users/836066/cracq'}",True,218,10228291.0,6,-4,1336483661,1334838533,1495541656.0,10228090,,https://stackoverflow.com/questions/10228090/what-exactly-is-dynamic-memory,What exactly is dynamic memory?,1334842446.0,exact duplicate,,,
1749,"['c++', 'xcode', 'eclipse', 'boost', 'linker']","{'account_id': 921476, 'reputation': 3231, 'user_id': 953105, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/4nBPP.jpg?s=256&g=1', 'display_name': 'paulrehkugler', 'link': 'https://stackoverflow.com/users/953105/paulrehkugler'}",True,2203,,4,1,1336482501,1335399577,1335496395.0,10325635,CC BY-SA 3.0,https://stackoverflow.com/questions/10325635/linking-boost-program-options-in-eclipse-or-xcode,Linking Boost Program Options in Eclipse (or Xcode),,,,,
1750,"['c++', 'c', 'executable', 'exe']","{'account_id': 124145, 'reputation': 493, 'user_id': 319048, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/v7UAL.jpg?s=256&g=1', 'display_name': 'Anil Kumar', 'link': 'https://stackoverflow.com/users/319048/anil-kumar'}",True,650,10332143.0,10,1,1336469051,1335438136,1335440242.0,10332095,,https://stackoverflow.com/questions/10332095/how-long-an-executable-will-run-in-infinite-caseany-timing-limit,how long an executable will run in infinite case(any timing limit),1335439211.0,not constructive,,,
1751,"['c++', 'reference', 'setter']","{'account_id': 277347, 'reputation': 37, 'user_id': 571289, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/049a0389b4f861e1e513305ed2539043?s=256&d=identicon&r=PG', 'display_name': 'marktielbeek', 'link': 'https://stackoverflow.com/users/571289/marktielbeek'}",True,215,9982093.0,2,1,1336424318,1333392283,1336424318.0,9982007,CC BY-SA 3.0,https://stackoverflow.com/questions/9982007/setting-reference-c,setting reference c++,,,,,
1752,"['c++', 'windows', 'attributes', 'ntfs']","{'account_id': 437555, 'reputation': 1285, 'user_id': 825318, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/fa79f3114a3273c0489fe090adbbf350?s=256&d=identicon&r=PG', 'display_name': 'Isso', 'link': 'https://stackoverflow.com/users/825318/isso'}",True,218,10487457.0,2,0,1336416866,1335238472,,10291395,CC BY-SA 3.0,https://stackoverflow.com/questions/10291395/ntfs-multiple-similar-attributes,NTFS multiple similar attributes,,,,,
1753,"['c++', 'c', 'linux', 'timing']","{'account_id': 226441, 'reputation': 3070, 'user_id': 958263, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/7234941e4f019a25ddf0af405bba9c09?s=256&d=identicon&r=PG', 'display_name': 'Coder', 'link': 'https://stackoverflow.com/users/958263/coder'}",True,4109,10380841.0,4,1,1336409661,1335774653,,10380634,CC BY-SA 3.0,https://stackoverflow.com/questions/10380634/cpu-time-measurement,CPU time measurement,,,,,
1754,"['c++', 'python', 'hadoop', 'portability', 'key-value']","{'account_id': 1416611, 'reputation': 799, 'user_id': 1342146, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/712718e558eb4f4753f1536c0ad22ce9?s=256&d=identicon&r=PG', 'display_name': 'heathbar', 'link': 'https://stackoverflow.com/users/1342146/heathbar'}",True,1719,,1,2,1336401982,1334783081,1336401982.0,10217988,CC BY-SA 3.0,https://stackoverflow.com/questions/10217988/portable-key-value-data-file-format-for-hadoop,Portable Key-Value data file format for Hadoop?,,,,,
1755,"['c++', 'circular-reference']","{'account_id': 1279994, 'reputation': 403, 'user_id': 1234316, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/45f9bf250cc0ac029d1780c34d9ee7be?s=256&d=identicon&r=PG', 'display_name': 'Trista N', 'link': 'https://stackoverflow.com/users/1234316/trista-n'}",True,1792,10322711.0,2,1,1336400486,1335381999,1336400486.0,10322419,CC BY-SA 3.0,https://stackoverflow.com/questions/10322419/incomplete-type-c,Incomplete type C++,,,,,
1756,"['c++', 'boost', 'constructor', 'boost-ptr-container']","{'account_id': 356508, 'reputation': 1426, 'user_id': 696058, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/bf870cb634677eb81599f2a3d51bacaf?s=256&d=identicon&r=PG', 'display_name': 'gardian06', 'link': 'https://stackoverflow.com/users/696058/gardian06'}",True,714,10311586.0,1,0,1336396326,1335335635,,10310491,CC BY-SA 3.0,https://stackoverflow.com/questions/10310491/boostptr-vector-constructor,boost::ptr_vector constructor,,,,,
1757,"['c++', 'windows-8', 'windows-runtime', 'winrt-xaml']","{'account_id': 481319, 'reputation': 3209, 'user_id': 895077, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/guQeO.png?s=256&g=1', 'display_name': 'Roman Kruglov', 'link': 'https://stackoverflow.com/users/895077/roman-kruglov'}",True,470,10358401.0,1,0,1336377879,1335532253,1336377879.0,10351243,,https://stackoverflow.com/questions/10351243/resources-and-info-on-windows-8-programing-with-c-xaml-for-metro,Resources and info on Windows 8 programing with C++ \ XAML for Metro,1335577528.0,not constructive,,,
1758,"['c++', 'xml', 'unicode', 'xml-parsing', 'rapidxml']","{'account_id': 1293710, 'reputation': 277, 'user_id': 1245308, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/588b194b6e10e27af1b65462d2f95498?s=256&d=identicon&r=PG', 'display_name': 'Rodrigue Rens', 'link': 'https://stackoverflow.com/users/1245308/rodrigue-rens'}",True,464,10294266.0,2,0,1336375299,1335196567,1336197772.0,10283965,CC BY-SA 3.0,https://stackoverflow.com/questions/10283965/error-while-parsing-japanese-kanji-with-rapidxml,Error while parsing Japanese Kanji with RapidXml,,,,,
1759,"['c++', 'windows', 'multithreading']","{'account_id': 250695, 'reputation': 12353, 'user_id': 527574, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/e5b251b4ac8f0cb7942587ee8077cddb?s=256&d=identicon&r=PG', 'display_name': 'Michael Dorgan', 'link': 'https://stackoverflow.com/users/527574/michael-dorgan'}",True,901,10076209.0,3,4,1336325406,1333988209,,10076169,CC BY-SA 3.0,https://stackoverflow.com/questions/10076169/do-i-need-to-mutex-or-lock-when-calling-resetevent,Do I need to mutex or lock when calling ResetEvent()?,,,,,
1760,"['c++', 'windows', 'multithreading', 'winapi', 'mutex']","{'account_id': 1385324, 'reputation': 321, 'user_id': 1317499, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/7bb4656eb6c96311c22fb27cad745166?s=256&d=identicon&r=PG', 'display_name': 'Favn Hghksd', 'link': 'https://stackoverflow.com/users/1317499/favn-hghksd'}",True,1899,10146705.0,2,0,1336324901,1334343113,1334587472.0,10146650,CC BY-SA 3.0,https://stackoverflow.com/questions/10146650/why-does-sleep-function-disable-my-mutex,Why does Sleep function disable my Mutex,,,,,
1761,"['c++', 'algorithm', 'sorting', 'memory-management']","{'account_id': 452380, 'reputation': 307, 'user_id': 848782, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/1b16eda07ec28f8da96ca50d2e5809d2?s=256&d=identicon&r=PG', 'display_name': 'sonia', 'link': 'https://stackoverflow.com/users/848782/sonia'}",True,1333,10246634.0,1,1,1336323415,1334924834,1336323415.0,10246235,CC BY-SA 3.0,https://stackoverflow.com/questions/10246235/quicksort-and-mergesort-bad-memory-alloc-not-sorting-over-32k-elements,quicksort and mergesort bad memory alloc (not sorting over 32k elements),,,,,
1762,"['c++', 'string', 'cin']","{'account_id': 1405458, 'reputation': 323, 'user_id': 1333310, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/69bf6921735b78ca92de4ccb2aa30516?s=256&d=identicon&r=PG', 'display_name': 'mohrphium', 'link': 'https://stackoverflow.com/users/1333310/mohrphium'}",True,1604,10366115.0,3,1,1336319236,1335634862,1495540145.0,10365945,CC BY-SA 3.0,https://stackoverflow.com/questions/10365945/how-to-write-all-words-of-a-string-into-different-variables,How to write all words of a string into different variables?,,,,,
1763,"['c++', 'design-patterns', 'wrapper', 'libraries']","{'account_id': 1204363, 'reputation': 7899, 'user_id': 1174378, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a8e5416e29987d91116420dc387e7153?s=256&d=identicon&r=PG', 'display_name': 'Mihai Todor', 'link': 'https://stackoverflow.com/users/1174378/mihai-todor'}",True,606,10373291.0,2,0,1336310268,1335709641,,10372879,CC BY-SA 3.0,https://stackoverflow.com/questions/10372879/generic-wrapper-class-for-big-number-libraries,Generic Wrapper Class for Big Number Libraries,,,,,
1764,"['c++', 'windows', 'process']","{'account_id': 1059462, 'reputation': 15, 'user_id': 1061387, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8551fd062bd71944e562d5941a21466?s=256&d=identicon&r=PG', 'display_name': 'yangxingya', 'link': 'https://stackoverflow.com/users/1061387/yangxingya'}",True,712,10467128.0,1,0,1336264503,1334541394,,10167895,CC BY-SA 3.0,https://stackoverflow.com/questions/10167895/how-to-kill-audiodg-exe-process-by-programming-ways,How to kill audiodg.exe process by programming ways?,,,,,
1765,"['c++', 'algorithm', 'math']","{'account_id': 1397361, 'reputation': 4334, 'user_id': 1326876, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d36eef32625367a43da63a9909ba716e?s=256&d=identicon&r=PG', 'display_name': 'Phorce', 'link': 'https://stackoverflow.com/users/1326876/phorce'}",True,6914,10201328.0,3,2,1336260413,1334703143,1335219005.0,10200359,CC BY-SA 3.0,https://stackoverflow.com/questions/10200359/method-to-split-a-matrix-into-blocks-of-the-small-matrix,Method to split a matrix into blocks of the small matrix,,,,,
1766,"['c++', 'visual-studio-2010', 'dll', 'export']","{'account_id': 1429145, 'reputation': 21, 'user_id': 1351955, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4e4ad570a9db976b5dd7de1c193aab0?s=256&d=identicon&r=PG', 'display_name': 'Ingener74', 'link': 'https://stackoverflow.com/users/1351955/ingener74'}",False,374,,1,2,1336160826,1335203691,1335204901.0,10285684,CC BY-SA 3.0,https://stackoverflow.com/questions/10285684/cant-export-class-from-dll-vs2010-c,"can&#39;t export class from dll, vs2010, c++",,,,,
1767,"['c++', 'constructor', 'polymorphism']","{'account_id': 356508, 'reputation': 1426, 'user_id': 696058, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/bf870cb634677eb81599f2a3d51bacaf?s=256&d=identicon&r=PG', 'display_name': 'gardian06', 'link': 'https://stackoverflow.com/users/696058/gardian06'}",True,487,10450863.0,3,-1,1336149636,1335371993,1335931314.0,10320040,CC BY-SA 3.0,https://stackoverflow.com/questions/10320040/polymophism-of-pointers,polymophism of pointers,,,,,
1768,"['c++', 'parallel-processing', 'openmp', 'class-variables']","{'account_id': 444144, 'reputation': 541, 'user_id': 835788, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8e536b3e3856f48d3bc9ac836fb10d82?s=256&d=identicon&r=PG', 'display_name': 'ninjaturtle', 'link': 'https://stackoverflow.com/users/835788/ninjaturtle'}",False,1266,,1,1,1336149293,1335706139,,10372470,CC BY-SA 3.0,https://stackoverflow.com/questions/10372470/openmp-for-c-class-variables,OpenMP for C++ class variables,,,,,
1769,['c++'],"{'account_id': 1157694, 'reputation': 161, 'user_id': 1137860, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/02952b56fc87e2dae9ae9128f1e0b968?s=256&d=identicon&r=PG', 'display_name': 'lixiang', 'link': 'https://stackoverflow.com/users/1137860/lixiang'}",True,151,,4,6,1336145111,1335510663,1335510705.0,10346287,CC BY-SA 3.0,https://stackoverflow.com/questions/10346287/is-there-difference-between-two-for-form-in-c,Is there difference between two for form in C++?,,,,,
1770,"['c++', 'c', 'algorithm', 'math', 'numbers']","{'account_id': 43432, 'reputation': 2904, 'user_id': 126977, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/5bc0f4d94a0b8c8ac30d02ece79a1e2e?s=256&d=identicon&r=PG', 'display_name': 'Electro', 'link': 'https://stackoverflow.com/users/126977/electro'}",True,828,10322324.0,3,4,1336144536,1335381091,,10322234,CC BY-SA 3.0,https://stackoverflow.com/questions/10322234/is-this-multiply-divide-function-correct,Is this multiply-divide function correct?,,,,,
1771,"['c++', 'dll', 'dllimport', 'dllexport']","{'account_id': 55006, 'reputation': 9354, 'user_id': 164683, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/8122653d109c2b57c44a22128b589648?s=256&d=identicon&r=PG', 'display_name': 'Naruto', 'link': 'https://stackoverflow.com/users/164683/naruto'}",True,12065,10222684.0,3,3,1336141366,1334815944,,10222566,CC BY-SA 3.0,https://stackoverflow.com/questions/10222566/what-is-dllspecdllimport-and-dllspecdllexport-means,What is dllspec(dllimport) and dllspec(dllexport) means,,,,,
1772,"['c++', 'mips']","{'account_id': 1434771, 'reputation': 311, 'user_id': 1356430, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/e5b1b03dfe1c779a0980fd5b4ae592b5?s=256&d=identicon&r=PG', 'display_name': 'ramp', 'link': 'https://stackoverflow.com/users/1356430/ramp'}",True,3929,,2,3,1336138485,1335364227,1335368521.0,10317840,CC BY-SA 3.0,https://stackoverflow.com/questions/10317840/c-backtrace-with-this-0x0-in-various-frames,C++ backtrace with this=0x0 in various frames,,,,,
1773,"['c++', 'qt', 'qt4', 'pyqt']","{'account_id': 1442856, 'reputation': 63, 'user_id': 1362408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3de3846289cc077ba72e6dc657f84e8?s=256&d=identicon&r=PG', 'display_name': 'Josip', 'link': 'https://stackoverflow.com/users/1362408/josip'}",True,847,10447272.0,1,6,1336128104,1335592977,1335696584.0,10361053,CC BY-SA 3.0,https://stackoverflow.com/questions/10361053/how-to-create-ms-access-like-continuous-subforms-widgets-in-qt,how to create ms-access like continuous subforms (widgets) in Qt?,,,,,
1774,"['c++', 'mysql', 'multithreading', 'embedded']","{'account_id': 187212, 'reputation': 2274, 'user_id': 425104, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/10d83ea09c918d39df5357b9f02a798d?s=256&d=identicon&r=PG', 'display_name': 'QLands', 'link': 'https://stackoverflow.com/users/425104/qlands'}",True,602,10444654.0,1,1,1336116948,1335545222,,10354700,CC BY-SA 3.0,https://stackoverflow.com/questions/10354700/do-i-need-to-call-mysql-thread-init-if-i-link-against-libmysqld,do I need to call mysql_thread_init if I link against libmysqld?,,,,,
1775,['c++'],"{'account_id': 283982, 'reputation': 599, 'user_id': 581806, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/1f952d1beadf51623868f198822b518d?s=256&d=identicon&r=PG', 'display_name': 'kotoko', 'link': 'https://stackoverflow.com/users/581806/kotoko'}",True,2230,,2,4,1336111238,1335524172,1336111238.0,10349356,CC BY-SA 3.0,https://stackoverflow.com/questions/10349356/understanding-a-undefined-symbols-for-architecture-error,Understanding a &quot;Undefined symbols for architecture&quot; error,,,,,
1776,"['c++', 'winapi', 'dwm']","{'account_id': 989591, 'reputation': 401, 'user_id': 1007264, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://graph.facebook.com/654422082/picture?type=large', 'display_name': 'Maximiliano Santa Cruz', 'link': 'https://stackoverflow.com/users/1007264/maximiliano-santa-cruz'}",True,2388,,2,2,1336099717,1334169518,1334170652.0,10111948,CC BY-SA 3.0,https://stackoverflow.com/questions/10111948/dwmenablecomposition-not-enabling-aero,DwmEnableComposition not enabling Aero,,,,,
1777,"['c++', 'visual-c++-2010']","{'account_id': 1337382, 'reputation': 3, 'user_id': 1279778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6b6ecadeef5a9bef7b246a2eb2f4253?s=256&d=identicon&r=PG', 'display_name': 'coder_wannabe', 'link': 'https://stackoverflow.com/users/1279778/coder-wannabe'}",True,280,,1,0,1336092501,1334893205,1336092501.0,10239918,CC BY-SA 3.0,https://stackoverflow.com/questions/10239918/advise-on-coding-telephone-number-generating-app-phone-number-starts-with-0,Advise on coding telephone number generating app phone number starts with 0,,,,,
1778,"['c++', 'optimization', 'compiler-optimization', 'icc']","{'account_id': 48693, 'reputation': 28630, 'user_id': 144746, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/170e317e1e3d42b520786bcec9dfb409?s=256&d=identicon&r=PG', 'display_name': 'Voo', 'link': 'https://stackoverflow.com/users/144746/voo'}",True,552,10438411.0,3,2,1336075875,1335526684,1335526749.0,10349940,CC BY-SA 3.0,https://stackoverflow.com/questions/10349940/triangular-matrix-conversion-and-auto-parallelization,triangular matrix conversion and auto parallelization,,,,,
1779,"['c++', 'memory-mapped-files', 'boost-iostreams']","{'account_id': 462568, 'reputation': 667, 'user_id': 864952, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/a16a9f614effb6876d8b1237a5329cf1?s=256&d=identicon&r=PG', 'display_name': 'G. Civardi', 'link': 'https://stackoverflow.com/users/864952/g-civardi'}",True,4615,10437297.0,1,4,1336072830,1335779364,1336071798.0,10381610,CC BY-SA 3.0,https://stackoverflow.com/questions/10381610/using-boostiostreams-mapped-file-source-and-filtering-streambuf-to-decompress,Using boost::iostreams mapped_file_source and filtering_streambuf to decompress file,,,,,
1780,"['c++', 'multithreading', 'exception-handling', 'abort']","{'account_id': 362427, 'reputation': 249, 'user_id': 705609, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/0a881466695280c6a231ad1c8f75483f?s=256&d=identicon&r=PG', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/705609/vivek'}",True,3394,10429155.0,2,4,1336069525,1335519023,,10348193,CC BY-SA 3.0,https://stackoverflow.com/questions/10348193/process-aborts-with-sigabrt-when-a-thread-runs-after-exception-is-caught-in-anot,Process aborts with SIGABRT when a thread runs after exception is caught in another thread,,,,,
1781,"['c++', 'winapi', 'combobox']","{'account_id': 95916, 'reputation': 2112, 'user_id': 261002, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/d8a494e9fc0b3b64690673d889b3154b?s=256&d=identicon&r=PG', 'display_name': 'user261002', 'link': 'https://stackoverflow.com/users/261002/user261002'}",True,10992,10056498.0,2,5,1336067976,1333738134,1336067976.0,10047846,CC BY-SA 3.0,https://stackoverflow.com/questions/10047846/c-win32-adding-values-to-combobox,c++ win32 : adding values to ComboBox,,,,,
1782,"['c++', 'image-processing', 'blob']","{'account_id': 1305625, 'reputation': 343, 'user_id': 1254683, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/b9efc225e48e0e0f62d0064a96272747?s=256&d=identicon&r=PG', 'display_name': 'Ruben Veiga', 'link': 'https://stackoverflow.com/users/1254683/ruben-veiga'}",True,3179,,1,3,1336066255,1335638171,1336066255.0,10366421,CC BY-SA 3.0,https://stackoverflow.com/questions/10366421/blob-detection-in-c,blob detection in C++,,,,,
1783,"['c++', 'ns2']","{'account_id': 1437900, 'reputation': 1, 'user_id': 1358890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/470295e8fdac5ae3fe6968dfa7742960?s=256&d=identicon&r=PG', 'display_name': 'Shamanth. G. S.', 'link': 'https://stackoverflow.com/users/1358890/shamanth-g-s'}",True,903,,1,0,1336061139,1335454660,1335454897.0,10336723,CC BY-SA 3.0,https://stackoverflow.com/questions/10336723/c-undefined-reference-in-ns2,C++ undefined reference in ns2,,,,,
1784,"['java', 'c++', 'math', '3d']","{'user_type': 'does_not_exist', 'display_name': 'user1086498'}",True,1617,10434767.0,2,2,1336059712,1334261692,,10131094,CC BY-SA 3.0,https://stackoverflow.com/questions/10131094/java-c-getting-3d-line-from-camera-yaw-heading-and-pitch-no-roll,Java/C++ - Getting 3d line from Camera yaw (heading) and pitch (no roll),,,,,
1785,"['c++', 'pointers', 'pass-by-reference']","{'account_id': 379901, 'reputation': 1934, 'user_id': 733583, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/493b7564f5e0ef24ad76c6e5ef8a4d0a?s=256&d=identicon&r=PG', 'display_name': 'Kundan Kumar', 'link': 'https://stackoverflow.com/users/733583/kundan-kumar'}",True,221,10088352.0,4,2,1336043358,1334058985,1336043358.0,10088315,CC BY-SA 3.0,https://stackoverflow.com/questions/10088315/when-pass-by-reference-becomes-mandatory-over-pass-by-address-pointer,When Pass by reference becomes mandatory over pass by address/pointer,,,,,
1786,"['c++', 'c', 'curl', 'segmentation-fault', 'libcurl']","{'account_id': 482464, 'reputation': 593, 'user_id': 896888, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/8b04cef75a5d552e1ef7be87661cdef0?s=256&d=identicon&r=PG', 'display_name': 'James Bennet', 'link': 'https://stackoverflow.com/users/896888/james-bennet'}",True,2138,10362517.0,3,1,1336036886,1335607300,,10362487,CC BY-SA 3.0,https://stackoverflow.com/questions/10362487/simple-libcurl-app-segfault,simple libcurl app - segfault,,,,,
1787,"['c++', 'python', 'qt']","{'account_id': 4256, 'reputation': 53455, 'user_id': 6335, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/03ccba009c26488991d9ec669e3fccf6?s=256&d=identicon&r=PG', 'display_name': 'Nathan W', 'link': 'https://stackoverflow.com/users/6335/nathan-w'}",True,751,,1,9,1336027796,1335685426,,10370526,CC BY-SA 3.0,https://stackoverflow.com/questions/10370526/tell-if-pc-comes-out-of-standby-using-qt,Tell if PC comes out of standby using Qt,,,,,
1788,"['c++', 'android-ndk', 'cocos2d-x']","{'account_id': 260749, 'reputation': 6416, 'user_id': 544504, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/0573528207bbf0af67dc08ba8d0f7213?s=256&d=identicon&r=PG', 'display_name': 'Di Wu', 'link': 'https://stackoverflow.com/users/544504/di-wu'}",True,2471,10295202.0,3,0,1336023868,1335194229,1335195029.0,10283318,CC BY-SA 3.0,https://stackoverflow.com/questions/10283318/code-wont-compile-with-android-ndk,Code Won&#39;t Compile With Android NDK,,,,,
1789,"['c++', 'memory', 'iterator', 'set', 'std-pair']","{'account_id': 1115355, 'reputation': 14945, 'user_id': 1104823, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/6a73ff6b01017a13d590122dfb7a3f2c?s=256&d=identicon&r=PG', 'display_name': 'CodeKingPlusPlus', 'link': 'https://stackoverflow.com/users/1104823/codekingplusplus'}",True,2737,9967115.0,1,0,1335992096,1333305223,1335992096.0,9967078,CC BY-SA 3.0,https://stackoverflow.com/questions/9967078/sets-and-xmemory-in-c,sets and xmemory in C++,,,,,
1790,"['c++', 'map', 'iterator', 'std-pair']","{'account_id': 1342744, 'reputation': 23, 'user_id': 1284115, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/075569b912c10845805e07787fd5a944?s=256&d=identicon&r=PG', 'display_name': 'Gustavo N', 'link': 'https://stackoverflow.com/users/1284115/gustavo-n'}",True,1353,,4,2,1335992014,1333490478,1335992014.0,10002074,CC BY-SA 3.0,https://stackoverflow.com/questions/10002074/getting-a-field-from-an-stl-map-iterator,Getting a field from an STL map iterator,,,,,
1791,"['c++', 'visual-c++']","{'account_id': 447737, 'reputation': 1057, 'user_id': 841550, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/d6a7d725e1f74c2b71ab69d1787a9ca1?s=256&d=identicon&r=PG', 'display_name': 'user841550', 'link': 'https://stackoverflow.com/users/841550/user841550'}",True,4682,,2,1,1335983664,1334753209,1334756748.0,10209663,CC BY-SA 3.0,https://stackoverflow.com/questions/10209663/statically-linked-opengl-library-on-windows,Statically linked OpenGL library on Windows,,,,,
1792,"['c++', 'function', 'pointers', 'return']","{'account_id': 1029276, 'reputation': 13, 'user_id': 1037923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e59d0c448787c7b2adc1ea1f567eea8?s=256&d=identicon&r=PG', 'display_name': 'kaka', 'link': 'https://stackoverflow.com/users/1037923/kaka'}",True,284,10381958.0,4,0,1335981994,1335780707,1335981994.0,10381921,CC BY-SA 3.0,https://stackoverflow.com/questions/10381921/cast-an-array-to-pointer-in-function-return,Cast an array to pointer in function return,,,,,
1793,"['c++', 'visual-c++']","{'account_id': 1273637, 'reputation': 3701, 'user_id': 1229350, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/6e07dc330d41f1420105cd65e678e25f?s=256&d=identicon&r=PG', 'display_name': 'Legion', 'link': 'https://stackoverflow.com/users/1229350/legion'}",True,1015,10347564.0,4,32,1335973373,1335489432,,10343554,CC BY-SA 3.0,https://stackoverflow.com/questions/10343554/c-wont-let-me-make-friends,C++ won&#39;t let me make friends,,,,,
1794,"['c++', 'vector', 'error-handling', 'lnk2001']","{'user_type': 'does_not_exist', 'display_name': 'user1362166'}",True,580,10369908.0,1,0,1335971326,1335675717,1335971326.0,10369825,CC BY-SA 3.0,https://stackoverflow.com/questions/10369825/getting-error-lnk2019-due-to-creating-a-vector-array-from-structure-header,Getting Error LNK2019 due to creating a vector array from structure header?,,,,,
1795,"['c++', 'object']","{'account_id': 444357, 'reputation': 596, 'user_id': 836116, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/5q50T.png?s=256&g=1', 'display_name': 'Geowil', 'link': 'https://stackoverflow.com/users/836116/geowil'}",True,1214,10135679.0,1,0,1335970512,1334293606,1335970512.0,10135521,CC BY-SA 3.0,https://stackoverflow.com/questions/10135521/method-is-not-accessible,Method is not accessible,,,,,
1796,"['c++', 'variables', 'command-line-interface']","{'account_id': 325215, 'reputation': 838, 'user_id': 646263, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/8d3f243e856f2a4cb4f4ccad8ff472f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'va.', 'link': 'https://stackoverflow.com/users/646263/va'}",True,468,,1,0,1335966787,1335042857,1335966787.0,10263070,CC BY-SA 3.0,https://stackoverflow.com/questions/10263070/c-cli-access-form-variables-from-class,C++ cli access Form variables from class,,,,,
