,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,locked_date
2070,['c++'],"{'account_id': 24955154, 'reputation': 1, 'user_id': 18819595, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxXh3RfFhMvQLHfEf-wBbb1QcrvLgJT8sZfBrXg=k-s256', 'display_name': 'Th&#224;nh Nguyễn', 'link': 'https://stackoverflow.com/users/18819595/th%c3%a0nh-nguy%e1%bb%85n'}",True,64,1,0,1650079375,1650072272,71890341,CC BY-SA 4.0,https://stackoverflow.com/questions/71890341/assign-two-character-arrays-in-c,assign two character arrays in C++,1650073594.0,,,,,
2071,"['c++', 'lambda']","{'account_id': 11605674, 'reputation': 414, 'user_id': 8501483, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4b2bbd1fbfe0e212f78c39f8301936f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tinyden', 'link': 'https://stackoverflow.com/users/8501483/tinyden'}",False,84,0,0,1650079216,1650072167,71890335,,https://stackoverflow.com/questions/71890335/c-capture-unique-pointer-in-lambda-function-and-pass-into-callback,"C++ capture unique pointer in lambda function, and pass into callback",1650079216.0,,1650075134.0,Duplicate,,
2072,"['c++', 'hamming-distance']","{'account_id': 23761376, 'reputation': 61, 'user_id': 18820263, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7cef54025c56aaa8bf482865a28c70c5?s=256&d=identicon&r=PG', 'display_name': 'John554', 'link': 'https://stackoverflow.com/users/18820263/john554'}",False,69,0,0,1650078924,1650077324,71890695,CC BY-SA 4.0,https://stackoverflow.com/questions/71890695/how-to-iterate-over-the-bits-of-string,How to iterate over the bits of string?,1650078924.0,,,,,
2073,"['c++', 'macos', 'protocol-buffers', 'apple-m1', 'arm64']","{'account_id': 10801269, 'reputation': 88, 'user_id': 7945135, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5da274ab991ec80803c106352725b12f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Furkan Guvenc', 'link': 'https://stackoverflow.com/users/7945135/furkan-guvenc'}",False,1391,1,0,1650078373,1649925655,71868805,CC BY-SA 4.0,https://stackoverflow.com/questions/71868805/protobuf-ld-symbols-not-found-for-architecture-arm64,"Protobuf, ld: symbol(s) not found for architecture arm64",,,,,,
2074,"['c++', 'exception', 'destructor', 'iostream', 'raii']","{'account_id': 5120424, 'reputation': 92, 'user_id': 4104189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3659900ec6f74638ef9219e90764783d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Azura&#39;s Starfish', 'link': 'https://stackoverflow.com/users/4104189/azuras-starfish'}",True,48,1,0,1650077090,1650070734,71890241,CC BY-SA 4.0,https://stackoverflow.com/questions/71890241/restoring-a-c-streams-exception-mask-for-caller,Restoring a C++ stream&#39;s exception mask for caller,,71890682.0,,,,
2075,"['c++', 'templates', 'multiple-inheritance']","{'account_id': 4542929, 'reputation': 105, 'user_id': 3690269, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nbTmX.jpg?s=256&g=1', 'display_name': 'SebKun', 'link': 'https://stackoverflow.com/users/3690269/sebkun'}",False,46,1,0,1650076234,1650027949,71884409,CC BY-SA 4.0,https://stackoverflow.com/questions/71884409/c-inherit-several-time-from-same-template-class-ambiguous-on-methods-without,"C++ Inherit several time from same template class, ambiguous on methods without parameter ( same signature )",1650030125.0,,,,,
2076,"['c++', 'function']","{'account_id': 24955577, 'reputation': 1, 'user_id': 18819997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49ca5fbca7a704108a6b945b2719304d?s=256&d=identicon&r=PG', 'display_name': 'Peavy345', 'link': 'https://stackoverflow.com/users/18819997/peavy345'}",True,80,1,-1,1650075550,1650075410,71890570,CC BY-SA 4.0,https://stackoverflow.com/questions/71890570/why-is-my-pow-function-returning-0-when-its-being-called-as-a-variable,Why is my pow function returning 0 when it&#39;s being called as a variable?,,71890582.0,,,,
2077,['c++'],"{'account_id': 19453585, 'reputation': 291, 'user_id': 15991365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a6f4a12fe3e5aaabe4c05ea3193ce1c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cool_Cornflakes', 'link': 'https://stackoverflow.com/users/15991365/cool-cornflakes'}",True,32,1,1,1650074628,1650074375,71890509,CC BY-SA 4.0,https://stackoverflow.com/questions/71890509/why-does-creating-an-object-in-a-function-and-returning-it-call-copy-construct-a,Why does creating an object in a function and returning it call copy construct and move assignment operator?,,71890527.0,,,,
2078,['c++'],"{'account_id': 3581132, 'reputation': 1296, 'user_id': 2989330, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Green绿色', 'link': 'https://stackoverflow.com/users/2989330/green%e7%bb%bf%e8%89%b2'}",False,31,0,0,1650073987,1650073987,71890480,,https://stackoverflow.com/questions/71890480/c-vectorbool-error-taking-address-of-temporary,C++ vector&lt;bool&gt; error: Taking address of temporary,,,1650074327.0,Duplicate,,
2079,"['c++', 'c', 'pointers', 'function-pointers', 'void-pointers']","{'account_id': 23192863, 'reputation': 53, 'user_id': 17288970, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf17d26ad7dc4de411dbfc245c361e21?s=256&d=identicon&r=PG', 'display_name': 'Juan_David', 'link': 'https://stackoverflow.com/users/17288970/juan-david'}",False,85,1,0,1650073050,1650067143,71889983,CC BY-SA 4.0,https://stackoverflow.com/questions/71889983/casting-a-two-parameter-function-to-a-pointer-to-a-single-parameter-function,casting a two parameter function to a pointer to a single parameter function,1650073050.0,,,,,
2080,"['c++', 'recursion', 'math']","{'account_id': 22866659, 'reputation': 1, 'user_id': 17010373, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxPQFCH2J3G8cPGmAIIu_PHcTV3UUw9s5oXWIu3=k-s256', 'display_name': 'Metras', 'link': 'https://stackoverflow.com/users/17010373/metras'}",False,109,1,0,1650072638,1650066206,71889899,CC BY-SA 4.0,https://stackoverflow.com/questions/71889899/recursively-nested-radicals-c,Recursively nested Radicals C++,1650067506.0,,,,,
2081,"['c++', 'lambda', 'c++17', 'std-function', 'stdbind']","{'account_id': 1913656, 'reputation': 2352, 'user_id': 1726779, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/9926d88b087c214591b946a8b508acce?s=256&d=identicon&r=PG', 'display_name': 'vmp', 'link': 'https://stackoverflow.com/users/1726779/vmp'}",True,151,2,0,1650071152,1649997445,71880135,CC BY-SA 4.0,https://stackoverflow.com/questions/71880135/how-to-use-lambdas-to-use-stdfunction-with-member-functions,How to use lambdas to use std::function with member functions?,1649998571.0,71880170.0,,,,
2082,"['c++', 'c', 'floating-point', 'x86-64', 'arm64']","{'account_id': 5073248, 'reputation': 983, 'user_id': 4071435, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/598ac8af735dd5a8892220bba350cad4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul Grinberg', 'link': 'https://stackoverflow.com/users/4071435/paul-grinberg'}",True,177,2,7,1650071059,1650037206,71886042,CC BY-SA 4.0,https://stackoverflow.com/questions/71886042/is-there-a-higher-performing-implementation-of-powf10-floorflog10fx,"Is there a higher performing implementation of powf(10,floorf(log10f(x)))",1650071059.0,71886761.0,,,,
2083,"['c++', 'pointers']","{'account_id': 15423474, 'reputation': 123, 'user_id': 11126897, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hfkL5.jpg?s=256&g=1', 'display_name': 'black_gay', 'link': 'https://stackoverflow.com/users/11126897/black-gay'}",False,63,0,0,1650069980,1650069980,71890178,CC BY-SA 4.0,https://stackoverflow.com/questions/71890178/crash-when-deleting-a-pointer-in-a-loop-and-accessing-the-next-element,Crash when deleting a pointer in a loop and accessing the next element,,,,,,
2084,['c++'],"{'account_id': 19485605, 'reputation': 1, 'user_id': 14255048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19b28066abdd501310cb0bee991b4074?s=256&d=identicon&r=PG&f=1', 'display_name': 'XSgtThicc', 'link': 'https://stackoverflow.com/users/14255048/xsgtthicc'}",True,39,2,0,1650069718,1650069147,71890120,CC BY-SA 4.0,https://stackoverflow.com/questions/71890120/segmentation-fault-when-passing-a-2d-array-to-another-function-and-trying-to-acc,Segmentation fault when passing a 2D array to another function and trying to access its elements,,,,,,
2085,['c++'],"{'account_id': 24954702, 'reputation': 11, 'user_id': 18819168, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwk-5f39mFX4oc2yRJciLIRKFhhynUxATlGNgU2=k-s256', 'display_name': 'MinLinC', 'link': 'https://stackoverflow.com/users/18819168/minlinc'}",False,424,0,1,1650069022,1650069022,71890108,CC BY-SA 4.0,https://stackoverflow.com/questions/71890108/why-using-stdxxx-works-but-using-namespace-std-doesnt,why &quot;using std::xxx&quot; works but &quot;using namespace std&quot; doesn&#39;t,,,,,,
2086,['c++'],"{'account_id': 24954675, 'reputation': 1, 'user_id': 18819143, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgTohw2T1aPGzMUqd71B1ROB33cHmgj2t2nlxD41A=k-s256', 'display_name': 'theguythatcantcodeincpp', 'link': 'https://stackoverflow.com/users/18819143/theguythatcantcodeincpp'}",False,22,0,0,1650068402,1650068402,71890068,CC BY-SA 4.0,https://stackoverflow.com/questions/71890068/code-moves-up-lines-when-its-not-supposed-to,Code moves up lines when its not supposed to,,,,,,
2087,"['c++', 'class', 'pointers', 'scope']","{'account_id': 15449085, 'reputation': 383, 'user_id': 12127295, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89e07b6af34c7bccf3e50e2e61fcafa1?s=256&d=identicon&r=PG&f=1', 'display_name': 'John C.', 'link': 'https://stackoverflow.com/users/12127295/john-c'}",True,49,1,0,1650066855,1650065738,71889858,CC BY-SA 4.0,https://stackoverflow.com/questions/71889858/c-struct-lifetime-and-scope-with-pointers,C++ Struct Lifetime And Scope With Pointers,1650066519.0,,,,,
2088,"['c++', 'templates', 'vector', 'iterator', 'heap']","{'account_id': 20216593, 'reputation': 7, 'user_id': 14827197, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8S0Usbba2eI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckD_qHiuw6QWoPQ_Xh2MEWqQ_F0Ng/s96-c/photo.jpg?sz=256', 'display_name': 'Youssof. K.', 'link': 'https://stackoverflow.com/users/14827197/youssof-k'}",True,122,2,0,1650065828,1650063729,71889701,CC BY-SA 4.0,https://stackoverflow.com/questions/71889701/vector-iterator-and-insert-function-using-typedef-c,"Vector Iterator and insert function using typedef, C++",1650064452.0,,,,,
2089,"['c++', 'function', 'class', 'definition']","{'account_id': 20120996, 'reputation': 1101, 'user_id': 14755500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8fe2d8213a5644f38eff6d4ec90914ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kaiyakha', 'link': 'https://stackoverflow.com/users/14755500/kaiyakha'}",True,52,1,-1,1650065802,1650061786,71889512,CC BY-SA 4.0,https://stackoverflow.com/questions/71889512/is-there-a-shortcut-to-write-a-function-with-the-same-definition-but-different-p,Is there a shortcut to write a function with the same definition but different prototypes?,1650062253.0,71889861.0,,,,
2090,"['c++', 'directory', 'subdirectory']","{'account_id': 20504590, 'reputation': 21, 'user_id': 15047713, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54e5bdbbcd0fe8c6f4e9ab5e0ff5bc8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'AnosVoldigoad176', 'link': 'https://stackoverflow.com/users/15047713/anosvoldigoad176'}",False,21,0,0,1650065431,1650065431,71889835,CC BY-SA 4.0,https://stackoverflow.com/questions/71889835/how-to-distinguish-between-two-nearly-identical-folder-from-my-function,How to distinguish between two nearly identical folder from my function?,,,,,,
2091,"['c++', 'visual-studio-code', 'gsl']","{'account_id': 24954063, 'reputation': 1, 'user_id': 18818575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6da8cb6105c77c0382ea3bddd34795c8?s=256&d=identicon&r=PG', 'display_name': 'spearrmint_', 'link': 'https://stackoverflow.com/users/18818575/spearrmint'}",False,19,0,0,1650065114,1650065114,71889818,CC BY-SA 4.0,https://stackoverflow.com/questions/71889818/trouble-printing-from-c-file-in-vs-code-when-file-uses-a-gsl-function,Trouble printing from C++ file in VS Code when file uses a GSL function,,,,,,
2092,"['c++', 'macos', 'cmake', 'glfw', 'apple-m1']","{'account_id': 1440165, 'reputation': 12570, 'user_id': 1360544, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/az10K.jpg?s=256&g=1', 'display_name': 'Boris Burkov', 'link': 'https://stackoverflow.com/users/1360544/boris-burkov'}",True,4424,1,3,1650064324,1650040345,71886569,CC BY-SA 4.0,https://stackoverflow.com/questions/71886569/cmake-on-mac-with-arm-m1-is-running-linker-with-x86-64-architecture-instead-of-a,cmake on Mac with ARM M1 is running linker with x86_64 architecture instead of arm64,,71886952.0,,,,
2093,"['c++', 'qt', 'widget', 'qtstylesheets']","{'account_id': 21233843, 'reputation': 36, 'user_id': 15618241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a1b4774d61c8ef1574d7feb0935187c?s=256&d=identicon&r=PG&f=1', 'display_name': 'ff00000000x00', 'link': 'https://stackoverflow.com/users/15618241/ff00000000x00'}",False,88,1,0,1650064080,1650016250,71882559,CC BY-SA 4.0,https://stackoverflow.com/questions/71882559/qt-widget-blurred-semitransparent-background-on-linux,Qt widget blurred semitransparent background on Linux,,,,,,
2094,"['c++', 'boost', 'websocket', 'boost-asio', 'boost-beast']","{'account_id': 19401518, 'reputation': 29, 'user_id': 14187980, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-u3IAv8gJlKo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnwfQ6bhmE8-iKSYAAebDhIzo_Ceg/photo.jpg?sz=256', 'display_name': 'dogma sucks', 'link': 'https://stackoverflow.com/users/14187980/dogma-sucks'}",True,208,1,1,1650063876,1650042734,71886928,CC BY-SA 4.0,https://stackoverflow.com/questions/71886928/i-cannot-build-one-of-the-examples-provided-in-the-beast-websocket-example,i cannot build one of the examples provided in the beast websocket example,1650063876.0,71889697.0,,,,
2095,"['c++', 'compilation', 'g++']","{'account_id': 380677, 'reputation': 3314, 'user_id': 734861, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/MVgSs.jpg?s=256&g=1', 'display_name': 'kofhearts', 'link': 'https://stackoverflow.com/users/734861/kofhearts'}",True,252,2,0,1650062076,1649942637,71872381,CC BY-SA 4.0,https://stackoverflow.com/questions/71872381/how-to-compile-multiple-cpp-files-with-main-methods-at-once,how to compile multiple cpp files with main methods at once?,,71872848.0,,,,
2096,"['c++', 'visual-studio-code', 'intellisense']","{'account_id': 20584475, 'reputation': 19, 'user_id': 15109678, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GikAixmWtgXuaT1lBCOKYrv3yAW0eZemsHiU7kUlg=k-s256', 'display_name': 'Faizaan A.', 'link': 'https://stackoverflow.com/users/15109678/faizaan-a'}",False,48,0,1,1650061289,1650061289,71889456,CC BY-SA 4.0,https://stackoverflow.com/questions/71889456/c-vscode-intellisense-popup-is-lacking-proper-description-linting,C++ VSCode Intellisense Popup is Lacking Proper Description/Linting,,,,,,
2097,['c++'],"{'account_id': 11644239, 'reputation': 9, 'user_id': 8527661, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xXMb3.jpg?s=256&g=1', 'display_name': 'TheGoldenProof', 'link': 'https://stackoverflow.com/users/8527661/thegoldenproof'}",False,59,0,0,1650060402,1650057036,71888986,CC BY-SA 4.0,https://stackoverflow.com/questions/71888986/2d-array-of-method-pointers,2D array of method pointers,1650060402.0,,,,,
2098,"['c++', 'opengl', 'pipeline']","{'account_id': 24952647, 'reputation': 1, 'user_id': 18817274, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da47b39b3f4f571acfc227dbbbeb9941?s=256&d=identicon&r=PG', 'display_name': 'openglnoob', 'link': 'https://stackoverflow.com/users/18817274/openglnoob'}",True,90,1,0,1650057260,1650055020,71888735,CC BY-SA 4.0,https://stackoverflow.com/questions/71888735/does-opengl-rendering-happen-in-the-rendering-pipeline-or-after-the-rendering-pi,Does OpenGL rendering happen in the rendering pipeline or after the rendering pipeline is complete?,,,,,,
2099,"['c++', 'c', 'debugging', 'visual-studio-code']","{'account_id': 15017338, 'reputation': 21, 'user_id': 14821590, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-V-jmArjfHS8/AAAAAAAAAAI/AAAAAAAAAqg/GhVeKVf3Q9A/photo.jpg?sz=256', 'display_name': 'Usman Mehmood', 'link': 'https://stackoverflow.com/users/14821590/usman-mehmood'}",True,954,1,1,1650056954,1650047065,71887585,CC BY-SA 4.0,https://stackoverflow.com/questions/71887585/how-do-i-set-the-default-launch-json-and-tasks-json-for-debugging-my-c-c-appli,How do I set the default launch.json and tasks.json for debugging my C/C++ applications in VS Code,,,,,,
2100,"['c++', 'pointers', 'decorator', 'clone', 'smart-pointers']","{'account_id': 15206713, 'reputation': 35, 'user_id': 16416714, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b55437da1fbb0215301c8059ac5e3976?s=256&d=identicon&r=PG&f=1', 'display_name': 'twj', 'link': 'https://stackoverflow.com/users/16416714/twj'}",True,179,2,1,1650056757,1650039651,71886441,CC BY-SA 4.0,https://stackoverflow.com/questions/71886441/c-how-to-write-a-clone-method-for-a-class-which-has-a-unique-pointer-as-a-da,(C++) How to write a clone method for a class which has a unique pointer as a data member?,,71888951.0,,,,
2101,"['c++', 'c++20']","{'account_id': 166760, 'reputation': 33896, 'user_id': 391104, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ec5ada4e8208a8fa410847ae421bf229?s=256&d=identicon&r=PG', 'display_name': 'q0987', 'link': 'https://stackoverflow.com/users/391104/q0987'}",True,97,2,1,1650056421,1649963509,71876575,CC BY-SA 4.0,https://stackoverflow.com/questions/71876575/how-implement-a-lookup-utility-class-with-an-array-member-variable,How implement a lookup utility class with an array member variable?,1650056421.0,,,,,
2102,"['c++', 'parsing']","{'account_id': 19374021, 'reputation': 25, 'user_id': 14166728, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cfa55ff9a65d95ba1740bdba56d23ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tac', 'link': 'https://stackoverflow.com/users/14166728/tac'}",False,45,0,0,1650055112,1650048398,71887782,CC BY-SA 4.0,https://stackoverflow.com/questions/71887782/parse-a-tree-from-text-file,Parse a tree from text File,1650055112.0,,,,,
2103,"['c++', 'qt']","{'account_id': 22230845, 'reputation': 65, 'user_id': 16506772, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiCZFqghyazAnNymHPs4a_thN4zZMCHKZUiC9Ln=k-s256', 'display_name': 'Zoltan Zarlow', 'link': 'https://stackoverflow.com/users/16506772/zoltan-zarlow'}",False,402,0,2,1650054118,1650034721,71885600,CC BY-SA 4.0,https://stackoverflow.com/questions/71885600/why-do-i-get-the-qt-pointer-dispatch-error,Why do I get the &quot;qt.pointer.dispatch&quot; error?,1650054118.0,,,,,
2104,"['c++', 'omnet++', 'veins']","{'account_id': 21027904, 'reputation': 349, 'user_id': 15452880, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79329200b4e1e17d7e93b077aaf9200e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Python', 'link': 'https://stackoverflow.com/users/15452880/python'}",False,40,0,0,1650053915,1650053915,71888579,CC BY-SA 4.0,https://stackoverflow.com/questions/71888579/assert-condition-mac-does-not-hold-in-function-initialize-at-veins-modules,ASSERT: Condition &#39;mac&#39; does not hold in function &#39;initialize&#39; at veins/modules/application/ieee80211p/DemoBaseApplLayer.cc:49,,,,,,
2105,"['c++', 'visual-studio-code', 'g++', 'c++17', 'header-files']","{'account_id': 23156700, 'reputation': 13, 'user_id': 17257860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgQ3Of2crbUtoKTKE56XM9tZEPXENDOT8vSfVIk3Q=k-s256', 'display_name': 'Tarun vignesh Selvabalaji', 'link': 'https://stackoverflow.com/users/17257860/tarun-vignesh-selvabalaji'}",False,375,0,0,1650053112,1650049449,71887938,,https://stackoverflow.com/questions/71887938/undefined-reference-to-spacebarget-cmtabicxx11-in-vs-code,undefined reference to `spacebar::get_cmt[abi:cxx11]()&#39; in VS Code,1650049962.0,,1650053046.0,Duplicate,,
2106,"['c++', 'visual-studio', 'clang', 'visual-studio-2019']","{'account_id': 13388943, 'reputation': 33, 'user_id': 9661864, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-pfnFjIXZMzg/AAAAAAAAAAI/AAAAAAAAABE/IHxVY14rni4/photo.jpg?sz=256', 'display_name': 'Francisco Linan', 'link': 'https://stackoverflow.com/users/9661864/francisco-linan'}",False,83,0,0,1650051398,1650051398,71888207,CC BY-SA 4.0,https://stackoverflow.com/questions/71888207/visual-studio-clang-generate-map-file,Visual studio clang - Generate map file,,,,,,
2107,"['c++', 'recursion']","{'account_id': 24908123, 'reputation': 1, 'user_id': 18777959, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy8PqiUUJ8bTq8motgn63Y_O7jBoqOe9D0XoC_z=k-s256', 'display_name': 'Megan Murphy', 'link': 'https://stackoverflow.com/users/18777959/megan-murphy'}",False,41,0,0,1650051389,1650047622,71887674,CC BY-SA 4.0,https://stackoverflow.com/questions/71887674/is-there-a-way-to-get-the-recursive-and-iterative-functions-for-fibonacci-workin,Is there a way to get the recursive and iterative functions for Fibonacci working in a &#39;for&#39; loop?,1650051389.0,,,,,
2108,['c++'],"{'account_id': 6872311, 'reputation': 3174, 'user_id': 5282154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a468ae12f72b587ad0c4e89ffde11839?s=256&d=identicon&r=PG', 'display_name': 'doug', 'link': 'https://stackoverflow.com/users/5282154/doug'}",True,161,2,6,1650051139,1650035403,71885720,CC BY-SA 4.0,https://stackoverflow.com/questions/71885720/apparent-bug-in-clang-when-assigning-a-r-value-containing-a-stdstring-from-a,Apparent bug in clang when assigning a r value containing a `std::string` from a constructor,,71885920.0,,,,
2109,['c++'],"{'account_id': 15252733, 'reputation': 1, 'user_id': 11005565, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/668835e02687041db1144716b7e208ee?s=256&d=identicon&r=PG&f=1', 'display_name': 'Louis Casinelli', 'link': 'https://stackoverflow.com/users/11005565/louis-casinelli'}",True,60,1,0,1650050082,1650044531,71887218,CC BY-SA 4.0,https://stackoverflow.com/questions/71887218/select-function-at-compile-time-based-on-c-version,Select function at compile time based on C++ version,1650050082.0,,,,,
2110,"['python', 'c++', 'templates', 'casting', 'virtual']","{'account_id': 24840135, 'reputation': 185, 'user_id': 18718251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a7963b8d6f5caf6f2a6d23ec3652e83?s=256&d=identicon&r=PG', 'display_name': 'Vero', 'link': 'https://stackoverflow.com/users/18718251/vero'}",False,42,1,0,1650049331,1650046253,71887463,CC BY-SA 4.0,https://stackoverflow.com/questions/71887463/down-casting-and-template-solution-vs-python,Down Casting and Template Solution Vs Python,,,,,,
2111,"['c++', 'coroutine']","{'account_id': 295912, 'reputation': 4099, 'user_id': 600560, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/9e3565dfa92b84d7d660a4c7408c9d33?s=256&d=identicon&r=PG', 'display_name': 'paseena', 'link': 'https://stackoverflow.com/users/600560/paseena'}",False,421,0,0,1650049212,1650048275,71887763,CC BY-SA 4.0,https://stackoverflow.com/questions/71887763/using-co-await-vs-std-async-for-asynchronous-wait,Using co_await vs std async for asynchronous wait,1650049212.0,,,,,
2112,"['c++', 'visual-studio', 'intellisense']","{'account_id': 21541560, 'reputation': 105, 'user_id': 15879231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40af335b99405aa4f6c1bc2a75bab848?s=256&d=identicon&r=PG&f=1', 'display_name': 'lazba', 'link': 'https://stackoverflow.com/users/15879231/lazba'}",True,232,2,0,1650049016,1650048311,71887767,CC BY-SA 4.0,https://stackoverflow.com/questions/71887767/cannot-overload-functions-distinguished-by-return-type-alone-but-it-is-not-a-rea,cannot overload functions distinguished by return type alone but it is not a real mistake,1650049016.0,71887824.0,,,,
2113,"['c++', 'class', 'cuda']","{'account_id': 15172469, 'reputation': 1, 'user_id': 10948107, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-z9gpo5zmCAY/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOWRdBk2GXbS919OwPFI5vHCApjEQ/mo/photo.jpg?sz=256', 'display_name': 'anurag bhale', 'link': 'https://stackoverflow.com/users/10948107/anurag-bhale'}",True,27,1,0,1650048654,1650045163,71887302,CC BY-SA 4.0,https://stackoverflow.com/questions/71887302/are-kernels-launched-from-different-classes-on-the-default-cuda-stream,Are kernels launched from different classes on the default cuda stream,1650045745.0,,,,,
2114,"['c++', 'cmake', 'cmake-gui']","{'account_id': 19929040, 'reputation': 17, 'user_id': 14603006, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d161de859a5dae50613d80a01a34b75?s=256&d=identicon&r=PG&f=1', 'display_name': 'SuperCell', 'link': 'https://stackoverflow.com/users/14603006/supercell'}",True,2921,1,0,1650047874,1650040373,71886576,CC BY-SA 4.0,https://stackoverflow.com/questions/71886576/why-can-cmake-build-files-not-be-generated-correctly,why can CMake Build files not be generated correctly,1650047610.0,71887705.0,,,,
2115,['c++'],"{'account_id': 22163234, 'reputation': 23, 'user_id': 16409883, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxSOkMn-t4zZ_JB5IPqRavrpPyUDCYRfG5HtFpD=k-s256', 'display_name': 'Jarrod Burns', 'link': 'https://stackoverflow.com/users/16409883/jarrod-burns'}",True,70,1,1,1650046662,1649980094,71878695,CC BY-SA 4.0,https://stackoverflow.com/questions/71878695/how-to-save-a-persistent-value-for-application-access-across-multiple-runs,How to save a persistent value for application access across multiple runs?,1649981963.0,71878892.0,,,,
2116,['c++'],"{'account_id': 17254331, 'reputation': 245, 'user_id': 12493812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91b4735faab6cb00f54e7474f92722ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aaron7', 'link': 'https://stackoverflow.com/users/12493812/aaron7'}",False,59,0,1,1650046099,1650044696,71887244,,https://stackoverflow.com/questions/71887244/c-request-for-member-in-which-is-of-non-class-type,"C++ request for member in , which is of non-class type",1650046099.0,,1650045021.0,Duplicate,,
