,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,migrated_from
2331,"['c#', 'dependency-injection', 'asp.net-web-api']","{'account_id': 201196, 'reputation': 6795, 'user_id': 447490, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/jiek1.jpg?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/447490/chris'}",True,3735,,13954896.0,2,9,1377530059,1355913275,,13950395,CC BY-SA 3.0,https://stackoverflow.com/questions/13950395/dependency-injection-for-asp-net-web-api-action-method-parameters,Dependency injection for ASP.NET Web API action method parameters,,,,
2332,"['c#', 'historian', 'proficy']","{'account_id': 1995978, 'reputation': 1342, 'user_id': 1789006, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/3d7e6aed3852074c518f718c2eb208a2?s=256&d=identicon&r=PG', 'display_name': 'user15741', 'link': 'https://stackoverflow.com/users/1789006/user15741'}",True,1154,,18435436.0,1,1,1377480593,1354919023,1377480593.0,13771980,CC BY-SA 3.0,https://stackoverflow.com/questions/13771980/retrieve-proficy-historian-tag-names-via-ihuapi,Retrieve Proficy Historian tag names via IHUAPI,,,,
2333,"['c#', 'castle-windsor', 'nlog']","{'account_id': 244174, 'reputation': 6680, 'user_id': 516797, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/1018e2f2610254f2662262f457e06050?s=256&d=identicon&r=PG', 'display_name': 'Sean U', 'link': 'https://stackoverflow.com/users/516797/sean-u'}",True,823,,13848722.0,1,5,1377309520,1355342265,1355346059.0,13847572,CC BY-SA 3.0,https://stackoverflow.com/questions/13847572/windsor-logging-facility-control-log-name,Windsor Logging Facility: Control log name,,,,
2334,"['c#', 'java', 'android', 'plugins', 'unity3d']","{'account_id': 1626308, 'reputation': 45, 'user_id': 1501798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04476027434303e2617dbbf216ceec1a?s=256&d=identicon&r=PG', 'display_name': 'TiMuS', 'link': 'https://stackoverflow.com/users/1501798/timus'}",False,3861,,,2,3,1377303235,1356260267,,14010398,CC BY-SA 3.0,https://stackoverflow.com/questions/14010398/android-plugin-for-unity-giving-errors,Android Plugin for Unity giving errors,,,,
2335,"['c#', 'remoting']","{'account_id': 2111823, 'reputation': 11, 'user_id': 1876960, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47cf320259928a4b1edf07225a04e3bb?s=256&d=identicon&r=PG', 'display_name': 'Markus', 'link': 'https://stackoverflow.com/users/1876960/markus'}",False,517,,,1,1,1377268450,1354653170,1377268450.0,13711380,CC BY-SA 3.0,https://stackoverflow.com/questions/13711380/net-remoting-exception-value-null-at-registerwellknownservicetype,.NET Remoting: Exception &quot;Value NULL&quot; at RegisterWellKnownServiceType,,,,
2336,"['c#', 'image-processing', 'windows-8', 'windows-runtime', 'windows-store-apps']","{'account_id': 2082034, 'reputation': 651, 'user_id': 1853844, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/3aedc533f8f189528858d8311f3089f1?s=256&d=identicon&r=PG', 'display_name': 'Harshit', 'link': 'https://stackoverflow.com/users/1853844/harshit'}",True,1318,,13947625.0,2,4,1377172004,1354541416,1354542557.0,13684293,CC BY-SA 3.0,https://stackoverflow.com/questions/13684293/image-editing-library-for-windows-8,Image editing library for Windows 8,,,,
2337,"['c#', 'image-processing', 'emgucv', 'frame-rate']","{'account_id': 2151639, 'reputation': 71, 'user_id': 1907866, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de6d348e50e0bb4f76ee45d74e45c21b?s=256&d=identicon&r=PG', 'display_name': 'Syed.', 'link': 'https://stackoverflow.com/users/1907866/syed'}",True,3649,,15958709.0,1,3,1377155650,1355664308,,13901704,CC BY-SA 3.0,https://stackoverflow.com/questions/13901704/how-to-increase-frame-rate-of-webcams-video-input-emgu-cv,How to increase frame rate of webcam&#39;s video input? Emgu CV,,,,
2338,"['c#', 'sql-server', 'ado.net', 'sqlconnection']","{'account_id': 55078, 'reputation': 15410, 'user_id': 164923, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/6c4206e91a4c6103640dcc6f77064bd4?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/164923/david'}",False,646,,,1,1,1377152252,1355157049,,13805032,CC BY-SA 3.0,https://stackoverflow.com/questions/13805032/ado-net-is-putting-a-single-sql-statement-through-a-connection-better-than-equ,ado.net - is putting a single SQL statement through a connection better than equivalent multiple SQL statements?,,,,
2339,"['c#', 'asp.net']","{'account_id': 2153434, 'reputation': 1, 'user_id': 1909168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c7b20898baf1a4edecea023c1b19b42?s=256&d=identicon&r=PG', 'display_name': 'Mohsin Ali', 'link': 'https://stackoverflow.com/users/1909168/mohsin-ali'}",True,1109,,13909659.0,4,-1,1377108156,1355726940,1355739692.0,13909543,CC BY-SA 3.0,https://stackoverflow.com/questions/13909543/three-tier-architecture-issue-in-asp-net,Three tier architecture issue in asp.net,,,,
2340,"['c#', 'winforms', 'treeview']","{'account_id': 1907069, 'reputation': 201, 'user_id': 1721722, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ebbaed0bfd3c2210776e0b1e7e4c625b?s=256&d=identicon&r=PG', 'display_name': 'Bryan W&#246;fter', 'link': 'https://stackoverflow.com/users/1721722/bryan-w%c3%b6fter'}",True,23305,,13782859.0,1,13,1377040859,1355006270,1355009239.0,13782649,CC BY-SA 3.0,https://stackoverflow.com/questions/13782649/setting-images-from-icons-in-a-treeview,Setting images from icons in a TreeView,,,,
2341,"['c#', 'asp.net-mvc', 'mvcsitemapprovider']","{'account_id': 439713, 'reputation': 549, 'user_id': 1664298, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/TNB7z.jpg?s=256&g=1', 'display_name': 'rodmjay', 'link': 'https://stackoverflow.com/users/1664298/rodmjay'}",True,360,,18346048.0,1,1,1377038186,1355216913,,13816928,CC BY-SA 3.0,https://stackoverflow.com/questions/13816928/build-custom-urls-with-custom-route-data-in-mvcsitemapprovider,Build custom URLs with custom route data in MVCSiteMapProvider,,,,
2342,"['c#', '.net', 'delegates']","{'account_id': 74416, 'reputation': 501, 'user_id': 1194544, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/2180b6b5eeeea914d11b11486e2fb0b6?s=256&d=identicon&r=PG', 'display_name': 'rohit', 'link': 'https://stackoverflow.com/users/1194544/rohit'}",True,267,,14102394.0,2,2,1377036135,1356959157,1377036135.0,14101995,CC BY-SA 3.0,https://stackoverflow.com/questions/14101995/how-does-a-delegate-know-which-function-to-call-in-case-of-multiple-subscribers,how does a delegate know which function to call in case of multiple subscribers,,,,
2343,"['c#', 'asp.net', 'asp.net-3.5', 'response.redirect']","{'account_id': 134709, 'reputation': 4108, 'user_id': 337033, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/c4c7811fd16a0bedd93e77170eff3b15?s=256&d=identicon&r=PG&f=1', 'display_name': 'gofor.net', 'link': 'https://stackoverflow.com/users/337033/gofor-net'}",False,2430,,,4,0,1376996925,1356521771,1356585582.0,14040055,CC BY-SA 3.0,https://stackoverflow.com/questions/14040055/response-redirect-makes-session-end-in-global-asax,response redirect makes session_end in global asax,,,,
2344,"['c#', 'windows-phone-7', 'backgroundworker', 'pass-by-reference']","{'account_id': 1429919, 'reputation': 620, 'user_id': 1352552, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/b8cdeeac605b22ed75e114eccbde5a3e?s=256&d=identicon&r=PG', 'display_name': 'thsieh', 'link': 'https://stackoverflow.com/users/1352552/thsieh'}",True,2174,,18297368.0,3,0,1376815736,1356931741,1356941357.0,14097806,CC BY-SA 3.0,https://stackoverflow.com/questions/14097806/how-to-pass-bitmapimage-reference-to-backgroundworker-dowork,How to pass BitmapImage reference to BackgroundWorker.DoWork,,,,
2345,"['c#', 'wpf', 'delegates', 'modal-dialog']","{'account_id': 237057, 'reputation': 23705, 'user_id': 504963, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/xlYLo.jpg?s=256&g=1', 'display_name': 'Antarr Byrd', 'link': 'https://stackoverflow.com/users/504963/antarr-byrd'}",True,3401,,13672464.0,2,2,1376657433,1354471886,1354475407.0,13672196,CC BY-SA 3.0,https://stackoverflow.com/questions/13672196/creating-delegate-events,Creating Delegate Events,,,,
2346,"['c#', 'asp.net', 'tfs']","{'account_id': 326412, 'reputation': 543, 'user_id': 648170, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c18092b5b7f7f8d9d64042e61a887693?s=256&d=identicon&r=PG', 'display_name': 'Shipu', 'link': 'https://stackoverflow.com/users/648170/shipu'}",False,62,,,1,0,1376642913,1355818272,1376642913.0,13928788,CC BY-SA 3.0,https://stackoverflow.com/questions/13928788/migrating-tfs-data-to-sql-server-2008-for-reporting,migrating TFS data to SQL Server 2008 for reporting,,,,
2347,"['c#', 'asp.net', 'custom-error-pages']","{'account_id': 1734390, 'reputation': 518, 'user_id': 1587287, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/806bb901a40d903c0c8b8f9515fcad33?s=256&d=identicon&r=PG', 'display_name': 'lax', 'link': 'https://stackoverflow.com/users/1587287/lax'}",True,7337,,,5,1,1376633341,1355306046,,13837085,CC BY-SA 3.0,https://stackoverflow.com/questions/13837085/custom-error-page-in-asp-net,custom error page in asp.net,,,,
2348,"['c#', 'asp.net', 'mschart', 'axis-labels']","{'account_id': 1626156, 'reputation': 922, 'user_id': 1501682, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7093237be6b7843743ccd25f9e3b7b2b?s=256&d=identicon&r=PG', 'display_name': 'ijb109', 'link': 'https://stackoverflow.com/users/1501682/ijb109'}",False,333,,,1,2,1376476368,1356362026,1356363886.0,14022975,CC BY-SA 3.0,https://stackoverflow.com/questions/14022975/net-charting-custom-label-locations,.NET Charting Custom label locations,,,,
2349,"['c#', 'exception', 'first-chance-exception']","{'account_id': 26021, 'reputation': 3382, 'user_id': 67415, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/FbL4Z.png?s=256&g=1', 'display_name': 'CodingBarfield', 'link': 'https://stackoverflow.com/users/67415/codingbarfield'}",True,1406,,18215982.0,1,6,1376416618,1354779385,1354780609.0,13738931,CC BY-SA 3.0,https://stackoverflow.com/questions/13738931/webclient-downloadstring-gives-first-chance-exception,WebClient.DownloadString gives first chance exception,,,,
2350,"['c#', 'mvvm', 'windows-8', 'local-storage']","{'account_id': 1504952, 'reputation': 735, 'user_id': 1408558, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b0ae248d1ec287cf8a0f50e3f8bb010?s=256&d=identicon&r=PG', 'display_name': 'fantastik78', 'link': 'https://stackoverflow.com/users/1408558/fantastik78'}",True,1995,,13846292.0,2,1,1376391312,1355328615,,13843852,CC BY-SA 3.0,https://stackoverflow.com/questions/13843852/display-image-from-uri-in-winrt-and-mvvm-pattern,Display image from Uri in Winrt and MVVM Pattern,,,,
2351,"['c#', 'internet-explorer', 'cookies', 'selenium', 'webdriver']","{'account_id': 2098256, 'reputation': 740, 'user_id': 1866553, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/7cc9e98f77be3db4383648fbc6a07629?s=256&d=identicon&r=PG', 'display_name': 'Anand S', 'link': 'https://stackoverflow.com/users/1866553/anand-s'}",False,2142,,,2,1,1376376802,1355239223,1355240000.0,13822867,CC BY-SA 3.0,https://stackoverflow.com/questions/13822867/how-to-delete-cookie-in-ie-webdriver-c,How to delete cookie in IE webdriver C#,,,,
2352,"['c#', '.net', 'indexing', 'ravendb']","{'account_id': 1104398, 'reputation': 729, 'user_id': 1096121, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/c09a0c760419eedd08b4fb2be2092a09?s=256&d=identicon&r=PG', 'display_name': 'Coffka', 'link': 'https://stackoverflow.com/users/1096121/coffka'}",False,308,,,1,0,1376279709,1354541613,1592644375.0,13684353,CC BY-SA 4.0,https://stackoverflow.com/questions/13684353/ravendb-hierarchial-data-index,RavenDb Hierarchial Data Index,,,,
2353,"['c#', 'asp.net', 'asp.net-mvc', 'razor']","{'account_id': 1342160, 'reputation': 1812, 'user_id': 1283635, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/yoGRE.jpg?s=256&g=1', 'display_name': 'Mark Cassar', 'link': 'https://stackoverflow.com/users/1283635/mark-cassar'}",True,792,,13723783.0,3,4,1376049509,1354624759,1354803504.0,13703105,CC BY-SA 3.0,https://stackoverflow.com/questions/13703105/compile-time-errors-for-incorrect-model-in-asp-net-mvc,Compile time errors for incorrect model in ASP.Net MVC,,,,
2354,"['c#', 'c#-2.0', '.net-assembly']","{'account_id': 1778456, 'reputation': 749, 'user_id': 1621736, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/637c4536e7836b969e63c4123de25284?s=256&d=identicon&r=PG', 'display_name': 'puneet', 'link': 'https://stackoverflow.com/users/1621736/puneet'}",True,1410,,14057358.0,1,1,1375930219,1356095074,1356623402.0,13990744,CC BY-SA 3.0,https://stackoverflow.com/questions/13990744/change-in-default-namespace-and-assembly-name-of-a-project-does-it-affect-proje,Change in default namespace and assembly name of a project. Does it affect project which reference it,,,,
2355,"['c#', 'sql', 'data-binding', 'asp.net-controls']","{'account_id': 2118332, 'reputation': 41, 'user_id': 1882140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a31d9d66e2c05efb0297b51eaa6ca28?s=256&d=identicon&r=PG', 'display_name': 'TheCatalySt', 'link': 'https://stackoverflow.com/users/1882140/thecatalyst'}",False,348,,,1,3,1375906327,1355385482,1375906327.0,13855402,CC BY-SA 3.0,https://stackoverflow.com/questions/13855402/passing-value-to-table-from-datagridview-by-editing-cells-itself,Passing value to table from DataGridView by editing cells itself,,,,
2356,"['c#', 'excel', 'vba']","{'account_id': 1211433, 'reputation': 33582, 'user_id': 1179880, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/02d09848db9f59fa45d61d9c4100e779?s=256&d=identicon&r=PG', 'display_name': 'whytheq', 'link': 'https://stackoverflow.com/users/1179880/whytheq'}",True,199,,13859150.0,1,0,1375887265,1355393016,1375887265.0,13857379,CC BY-SA 3.0,https://stackoverflow.com/questions/13857379/architecture-for-creating-pdf-files-from-excel-reports,Architecture for creating PDF files from Excel reports,,,,
2357,"['c#', 'asp.net', 'paypal']","{'account_id': 1025568, 'reputation': 2920, 'user_id': 1034944, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/27ccaa62ca9eb3ffcf3deca4109978ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'G.S Bhangal', 'link': 'https://stackoverflow.com/users/1034944/g-s-bhangal'}",True,1248,,13892582.0,3,4,1375807465,1355565805,,13891254,CC BY-SA 3.0,https://stackoverflow.com/questions/13891254/paypal-recurring-payments-billing-frequency,PayPal Recurring Payments Billing frequency,,,,
2358,"['c#', 'asp.net', 'vb.net', 'html-encode']","{'account_id': 6486, 'reputation': 12209, 'user_id': 10932, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/EVx1v.jpg?s=256&g=1', 'display_name': 'Jakob Gade', 'link': 'https://stackoverflow.com/users/10932/jakob-gade'}",True,17356,,14168488.0,6,12,1375774440,1354774014,1357360624.0,13737902,CC BY-SA 3.0,https://stackoverflow.com/questions/13737902/asp-net-automatically-converts-to-amp,ASP.NET automatically converts &amp; to &amp;amp;,,,,
2359,"['c#', 'variables', 'serial-port', 'global-variables']","{'account_id': 2159136, 'reputation': 43, 'user_id': 1913707, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5faf37f5ebdc66eec6a32397420e38fa?s=256&d=identicon&r=PG', 'display_name': 'user1913707', 'link': 'https://stackoverflow.com/users/1913707/user1913707'}",True,804,,13939007.0,4,4,1375731206,1355854357,1375731206.0,13938970,CC BY-SA 3.0,https://stackoverflow.com/questions/13938970/how-to-declare-a-c-variable-for-a-picked-item-from-a-combobox,How to declare a c# variable for a picked item from a combobox,,,,
2360,"['c#', 'azure', 'azure-table-storage']","{'account_id': 1571416, 'reputation': 2657, 'user_id': 1459031, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/739fd20bc350270e5a8bc2f26ad12aa9?s=256&d=identicon&r=PG', 'display_name': 'Tom Rider', 'link': 'https://stackoverflow.com/users/1459031/tom-rider'}",False,238,,,2,2,1375718914,1356045656,1356065862.0,13982100,CC BY-SA 3.0,https://stackoverflow.com/questions/13982100/issue-with-inserting-data-in-azure-table,Issue with inserting data in azure table?,,,,
2361,['c#'],"{'account_id': 2138057, 'reputation': 671, 'user_id': 1897341, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/b0a9be2da27d265873545c00154b165b?s=256&d=identicon&r=PG', 'display_name': 'shariq_khan', 'link': 'https://stackoverflow.com/users/1897341/shariq-khan'}",True,1334,,14098660.0,3,0,1375687327,1356937311,1356941055.0,14098546,CC BY-SA 3.0,https://stackoverflow.com/questions/14098546/populate-combobox2-depending-on-combobox1-selected-item,Populate ComboBox2 depending on Combobox1 selected item,,,,
2362,"['c#', 'wpf', 'xaml', 'textbox', 'templatebinding']","{'account_id': 2047829, 'reputation': 1740, 'user_id': 1827528, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/5Mn8y.png?s=256&g=1', 'display_name': 'dongx', 'link': 'https://stackoverflow.com/users/1827528/dongx'}",True,3093,,13828815.0,1,4,1375659587,1355259963,1374264794.0,13828500,CC BY-SA 3.0,https://stackoverflow.com/questions/13828500/how-to-apply-templatebinding-to-auto-height-and-width,How to apply TemplateBinding to &quot;Auto&quot; height and width,,,,
2363,"['c#', 'asp.net']","{'account_id': 1835161, 'reputation': 512, 'user_id': 1665700, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/0f125055c6d301eb748d31b0f1eb664e?s=256&d=identicon&r=PG', 'display_name': 'user1665700', 'link': 'https://stackoverflow.com/users/1665700/user1665700'}",True,3356,,14034397.0,2,6,1375624360,1356472812,,14034288,CC BY-SA 3.0,https://stackoverflow.com/questions/14034288/asp-net-and-c-page-view-counter-using-a-database,ASP.NET and C# Page View Counter: Using a Database,,,,
2364,"['c#', 'sql', 'database']","{'account_id': 2127658, 'reputation': 75, 'user_id': 1889340, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ad4dbc137561e4448f007a578840c27b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Geeky Bird', 'link': 'https://stackoverflow.com/users/1889340/geeky-bird'}",True,2054,,13926304.0,2,0,1375527722,1355804042,1355806777.0,13926147,CC BY-SA 3.0,https://stackoverflow.com/questions/13926147/how-to-load-the-sql-data-into-several-combobox-easily-am-i-doing-the-correctly,"How to load the SQL data into several ComboBox easily, am i doing the correctly or is there another way",,,,
2365,"['c#', 'asp.net', 'listview', 'checkbox']","{'account_id': 1235743, 'reputation': 105, 'user_id': 1199353, 'user_type': 'registered', 'accept_rate': 8, 'profile_image': 'https://www.gravatar.com/avatar/a37b18e0d8e5c47280bdd6b47852aa65?s=256&d=identicon&r=PG', 'display_name': 'smriti', 'link': 'https://stackoverflow.com/users/1199353/smriti'}",True,1165,,,2,0,1375518421,1355149363,1355155789.0,13802809,CC BY-SA 3.0,https://stackoverflow.com/questions/13802809/accessing-checkbox-inside-listview,accessing checkbox inside listview?,,,,
2366,"['c#', 'asp.net-mvc-4', 'simplemembership']","{'account_id': 106216, 'reputation': 1476, 'user_id': 283040, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/EABPl.jpg?s=256&g=1', 'display_name': 's_h', 'link': 'https://stackoverflow.com/users/283040/s-h'}",True,825,,14460112.0,1,6,1375415102,1355818182,1375415102.0,13928771,CC BY-SA 3.0,https://stackoverflow.com/questions/13928771/simplemembership-implementing-anonymous-users-method,Simplemembership implementing anonymous users method,,,,
2367,"['c#', 'printing', 'report', 'rdlc']","{'account_id': 969614, 'reputation': 1793, 'user_id': 992406, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/488fa2b0ab63c6a3f176b16cec5fbecd?s=256&d=identicon&r=PG', 'display_name': 'houssam', 'link': 'https://stackoverflow.com/users/992406/houssam'}",True,3488,,14022900.0,3,2,1375387344,1356134938,1371742321.0,13998813,CC BY-SA 3.0,https://stackoverflow.com/questions/13998813/why-report-is-shrunk-when-rdlc-report-is-printed-directly-to-pos-printer,Why report is shrunk When RDLC Report is printed directly to POS printer,,,,
2368,"['c#', '.net', 'multithreading', '.net-2.0']","{'account_id': 1370610, 'reputation': 149, 'user_id': 1305916, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/3fbef9363a327f535504c8deba333801?s=256&d=identicon&r=PG', 'display_name': 'SAM', 'link': 'https://stackoverflow.com/users/1305916/sam'}",True,41711,,14011725.0,7,11,1375387091,1356270021,1356273269.0,14011411,CC BY-SA 3.0,https://stackoverflow.com/questions/14011411/how-to-use-multi-threading-in-a-for-loop,How to use multi threading in a For loop,,,,
2369,"['c#', 'wpf', 'visual-studio', 'mvvm', 'properties']","{'account_id': 970758, 'reputation': 1349, 'user_id': 993369, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/ddc9ba1cf9c337d48eaacd4484ee3577?s=256&d=identicon&r=PG', 'display_name': 'Omid Mafakher', 'link': 'https://stackoverflow.com/users/993369/omid-mafakher'}",True,1499,,13699421.0,1,8,1375357055,1354597479,1354612195.0,13696405,CC BY-SA 3.0,https://stackoverflow.com/questions/13696405/convert-auto-property-to-notification-property-mvvm-in-wpf,Convert Auto Property to Notification Property (MVVM in WPF),,,,
2370,"['c#', 'xamarin.ios']","{'account_id': 98918, 'reputation': 2894, 'user_id': 267470, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/26e35b3effb143f10bab2885cf4c6bc5?s=256&d=identicon&r=PG', 'display_name': 'Glinkot', 'link': 'https://stackoverflow.com/users/267470/glinkot'}",True,1397,,14016255.0,1,2,1375220784,1356313325,,14016188,CC BY-SA 3.0,https://stackoverflow.com/questions/14016188/monotouch-accessing-app-level-variables-cs0120,Monotouch - Accessing App level variables (CS0120),,,,
2371,"['c#', 'asp.net', 'sql', 'ajax', 'pagerequestmanager']","{'account_id': 2107938, 'reputation': 21, 'user_id': 1873827, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7c22539a84a0e4720b69b9284988476?s=256&d=identicon&r=PG', 'display_name': 'Brooke', 'link': 'https://stackoverflow.com/users/1873827/brooke'}",False,84,,,1,2,1375199607,1354569807,,13691953,CC BY-SA 3.0,https://stackoverflow.com/questions/13691953/querying-from-a-progress-table-during-a-lengthy-asynchronous-postack,Querying from a Progress Table During a Lengthy Asynchronous Postack,,,,
2372,"['c#', 'wpf', 'hwndhost']","{'account_id': 2108889, 'reputation': 516, 'user_id': 1874552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4139ca60bdbb94d233bc34a029647898?s=256&d=identicon&r=PG', 'display_name': 'Youngy', 'link': 'https://stackoverflow.com/users/1874552/youngy'}",False,2008,,,1,4,1375196539,1354605333,1495535085.0,13697854,CC BY-SA 3.0,https://stackoverflow.com/questions/13697854/host-external-application-in-wpf-tabcontrol,Host External Application in WPF TabControl,,,,
2373,"['c#', 'entity-framework']","{'account_id': 201947, 'reputation': 2955, 'user_id': 448704, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/328c6658477449ed54810e4fabf39025?s=256&d=identicon&r=PG', 'display_name': 'Rob Lauer', 'link': 'https://stackoverflow.com/users/448704/rob-lauer'}",True,4343,,13958348.0,3,4,1375170085,1355846897,,13936970,CC BY-SA 3.0,https://stackoverflow.com/questions/13936970/how-to-change-the-connectionstring-in-entity-framework-5-on-application-start,How to Change the ConnectionString in Entity Framework 5 on Application Start,,,,
2374,"['c#', 'asp.net', 'entity-framework', 'ef-code-first']","{'account_id': 1641620, 'reputation': 11, 'user_id': 1513932, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/7e8629ed902ee08889277ed3f1c9db5e?s=256&d=identicon&r=PG', 'display_name': 'user1513932', 'link': 'https://stackoverflow.com/users/1513932/user1513932'}",False,2658,,,3,1,1375117089,1355754401,1355841894.0,13916000,CC BY-SA 3.0,https://stackoverflow.com/questions/13916000/seed-method-in-ef-code-first,Seed Method in EF Code-First,,,,
2375,"['c#', 'winforms', 'toolstrip']","{'account_id': 1518558, 'reputation': 241, 'user_id': 1418935, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/gXYln.png?s=256&g=1', 'display_name': 'LT Dan', 'link': 'https://stackoverflow.com/users/1418935/lt-dan'}",True,2300,,13751843.0,3,2,1375050451,1354825039,,13751798,CC BY-SA 3.0,https://stackoverflow.com/questions/13751798/toolstripmanager-not-restoring-location-of-toolstrips,ToolStripManager not restoring Location of Toolstrips,,,,
2376,"['c#', '.net', 'extension-methods', 'parameter-passing', 'ushort']","{'account_id': 335069, 'reputation': 68219, 'user_id': 661933, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/a60e16ef8a1f18164882bfbc7d1a1ea1?s=256&d=identicon&r=PG', 'display_name': 'nawfal', 'link': 'https://stackoverflow.com/users/661933/nawfal'}",True,529,,13733806.0,2,4,1375003950,1354731806,1375003950.0,13729869,CC BY-SA 3.0,https://stackoverflow.com/questions/13729869/why-can-int-be-treated-as-ushort-but-not-when-passed-as-a-parameter-in-an-ex,Why can &#39;int&#39; be treated as &#39;ushort&#39; but not when passed as a parameter in an extension method and what&#39;s an elegant solution to it?,,,,
2377,['c#'],"{'account_id': 1924177, 'reputation': 1391, 'user_id': 1735013, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9819da69cbb48c12c89dad5c428db123?s=256&d=identicon&r=PG', 'display_name': 'Daniel Byrne', 'link': 'https://stackoverflow.com/users/1735013/daniel-byrne'}",True,7413,,,2,0,1374841259,1354632464,1354633418.0,13705522,CC BY-SA 3.0,https://stackoverflow.com/questions/13705522/does-not-contain-a-constructor-that-takes-1-argument-even-though-there-is-a-cons,Does not contain a constructor that takes 1 argument even though there is a constructor that takes 1 argument,,,,
