,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,locked_date
2282,"['c#', '.net-core', 'html-agility-pack']","{'account_id': 19989916, 'reputation': 33, 'user_id': 14651187, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84291fa2e652efb10605958b9d0bad76?s=256&d=identicon&r=PG&f=1', 'display_name': 'Davza', 'link': 'https://stackoverflow.com/users/14651187/davza'}",False,26,0,2,1650546757,1650546757,71955111,CC BY-SA 4.0,https://stackoverflow.com/questions/71955111/how-to-check-if-a-list-contains-htmlnode,How to check if a list contains htmlnode?,,,,,
2283,['c#'],"{'account_id': 15580323, 'reputation': 15, 'user_id': 11240311, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QmWvhBFcguQ/AAAAAAAAAAI/AAAAAAAABLc/DUd_LtvOADs/photo.jpg?sz=256', 'display_name': '&#214;MER ', 'link': 'https://stackoverflow.com/users/11240311/%c3%96mer'}",True,319,2,-1,1650546193,1650542237,71954063,CC BY-SA 4.0,https://stackoverflow.com/questions/71954063/the-ui-freezes-until-the-method-is-finished-how-can-not-freeze,The UI freezes until the method is finished. How can not freeze?,71954466.0,1650542649.0,,,
2284,"['c#', 'thread-safety', 'httpclient']","{'account_id': 13858221, 'reputation': 11, 'user_id': 10004508, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LWc-Ne49ifw/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq1nf81p_E4H1ezJJZDkCavHmNYUIw/mo/photo.jpg?sz=256', 'display_name': 'Sebastian', 'link': 'https://stackoverflow.com/users/10004508/sebastian'}",False,66,0,1,1650546098,1650542215,71954057,CC BY-SA 4.0,https://stackoverflow.com/questions/71954057/how-to-use-httpclients-with-third-party-libs,How to use HttpClients with third-party-libs?,,1650546098.0,,,
2285,"['c#', 'linux', 'docker', 'asp.net-core']","{'account_id': 5801661, 'reputation': 11, 'user_id': 4575647, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-OBavnvd9ytg/AAAAAAAAAAI/AAAAAAAAAC4/azciiz6f3f0/photo.jpg?sz=256', 'display_name': 'Simon H&#252;ning', 'link': 'https://stackoverflow.com/users/4575647/simon-h%c3%bcning'}",True,90,1,0,1650545982,1650536625,71952847,CC BY-SA 4.0,https://stackoverflow.com/questions/71952847/i-can-create-folders-but-cannot-write-files-to-them,"I can create folders, but cannot write files to them",71954929.0,,,,
2286,"['c#', 'asp.net', 'curl', 'webapi']","{'account_id': 24215934, 'reputation': 1, 'user_id': 18171828, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0847a91138e83125a8acf1ef06fbfbde?s=256&d=identicon&r=PG', 'display_name': 'Akshaya Dupati', 'link': 'https://stackoverflow.com/users/18171828/akshaya-dupati'}",False,233,0,0,1650545965,1650545965,71954926,CC BY-SA 4.0,https://stackoverflow.com/questions/71954926/update-data-in-db-using-curl-command,Update data in DB using CURL command,,,,,
2287,"['c#', 'postgresql', 'windows-forms-designer', 'npgsql']","{'account_id': 25026490, 'reputation': 1, 'user_id': 18884651, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af47643548092e6d92abf6636c790b1c?s=256&d=identicon&r=PG', 'display_name': 'RookieProgrammer', 'link': 'https://stackoverflow.com/users/18884651/rookieprogrammer'}",True,1053,2,0,1650545790,1650490256,71946388,CC BY-SA 4.0,https://stackoverflow.com/questions/71946388/insert-data-into-npgsql-postgresql-database-with-c-windows-forms,Insert data into Npgsql/Postgresql database with C# windows forms,,1650492611.0,,,
2288,"['c#', 'azure', 'azureservicebus']","{'account_id': 5561753, 'reputation': 11, 'user_id': 4410671, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9BDK1fxzSbk/AAAAAAAAAAI/AAAAAAAAAlI/4AAXNJCrn24/photo.jpg?sz=256', 'display_name': 'Neta', 'link': 'https://stackoverflow.com/users/4410671/neta'}",False,453,1,0,1650545712,1649764740,71842283,CC BY-SA 4.0,https://stackoverflow.com/questions/71842283/azure-service-bus-scheduled-message-arriving-too-late,Azure Service Bus scheduled message arriving too late,,1649767288.0,,,
2289,"['c#', '.net', 'dispose', 'c#-8.0']","{'account_id': 11738688, 'reputation': 3385, 'user_id': 13677853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb8109a798cab3a2c53568ee21cb8ef4?s=256&d=identicon&r=PG&f=1', 'display_name': 'nop', 'link': 'https://stackoverflow.com/users/13677853/nop'}",True,169,2,5,1650545706,1650537211,71952992,CC BY-SA 4.0,https://stackoverflow.com/questions/71952992/will-my-c-8-0-using-declaration-dispose-my-object-correctly-when-is-it-dispose,Will my c# 8.0 using declaration dispose my object correctly? When is it disposed?,71953081.0,1650545706.0,,,
2290,"['c#', 'asp.net', 'google-analytics', 'google-api', 'google-analytics-api']","{'account_id': 24872579, 'reputation': 11, 'user_id': 18746922, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz9aRpVM8M0bXRpjNENlRUwss2kt9O1RdIRnABx=k-s256', 'display_name': 'Eugeny', 'link': 'https://stackoverflow.com/users/18746922/eugeny'}",False,110,0,0,1650544672,1650544672,71954615,CC BY-SA 4.0,https://stackoverflow.com/questions/71954615/google-core-reporting-api-the-underlying-connection-was-closed-an-unexpected-e,Google Core Reporting API &quot;The underlying connection was closed: An unexpected error occurred on a send.&quot;,,,,,
2291,"['c#', '.net-core', 'botframework', 'azure-bot-service']","{'account_id': 14075331, 'reputation': 27, 'user_id': 10167787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4151e809242e0b3c601d9fd19d03475?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rafael Venancio Dev', 'link': 'https://stackoverflow.com/users/10167787/rafael-venancio-dev'}",True,87,1,0,1650544310,1650475649,71943826,CC BY-SA 4.0,https://stackoverflow.com/questions/71943826/microsoft-botframework-v4-replace-dialog-problem-with-timers,Microsoft BotFramework v4 replace Dialog problem with Timers,71954534.0,,,,
2292,"['c#', '.net-core', 'gupshup']","{'account_id': 4246896, 'reputation': 159, 'user_id': 3475295, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wyerm.jpg?s=256&g=1', 'display_name': 'Ashish Deora', 'link': 'https://stackoverflow.com/users/3475295/ashish-deora'}",False,39,0,1,1650544232,1650544232,71954521,,https://stackoverflow.com/questions/71954521/how-to-use-c-keyword-inside-a-object-as-key-of-a-field,How to use C# keyword inside a object as key of a field?,,,1650544388.0,Duplicate,
2293,"['c#', 'html', 'html-agility-pack']","{'account_id': 10012701, 'reputation': 1, 'user_id': 7405078, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb679362a7b395f2c5b2c5cd2870afce?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hamza khan', 'link': 'https://stackoverflow.com/users/7405078/hamza-khan'}",False,73,0,0,1650543754,1650525153,71950306,CC BY-SA 4.0,https://stackoverflow.com/questions/71950306/reading-content-from-html-file-with-content-type-xml,Reading content from .html file with content type xml,,1650543754.0,,,
2294,['c#'],"{'account_id': 22934674, 'reputation': 1, 'user_id': 17068327, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjq_GhiGLdRGePdv9Yu6Z-cnotqG3qrH7Y-cbNiZQ=k-s256', 'display_name': 'MB Gaming', 'link': 'https://stackoverflow.com/users/17068327/mb-gaming'}",False,20,1,0,1650543564,1650543000,71954249,CC BY-SA 4.0,https://stackoverflow.com/questions/71954249/im-trying-to-add-an-attempt-counter-in-my-guessing-word-game-and-when-i-run-my-p,Im trying to add an attempt counter in my guessing word game and when i run my program the attempt is not increasing and in messagebox it remains 0,,,,,
2295,"['c#', 'oracle', 'stored-procedures', 'plsql']","{'account_id': 25034862, 'reputation': 11, 'user_id': 18892348, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5da8aaf0fd8f2f3da5caa66cdfb1d48a?s=256&d=identicon&r=PG', 'display_name': 'Ala&#39; Jaber', 'link': 'https://stackoverflow.com/users/18892348/ala-jaber'}",False,81,1,1,1650543498,1650538184,71953196,CC BY-SA 4.0,https://stackoverflow.com/questions/71953196/net-pl-sql-ora-01001-invalid-cursor,.NET PL/SQL ORA-01001: invalid cursor,,,,,
2296,"['c#', 'mono', 'nlog']","{'account_id': 25035971, 'reputation': 1, 'user_id': 18893354, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxrlf2sMRHwY8Ws0HvYPivRyMBKHl_PgTUHJE4b=k-s256', 'display_name': 'Rezzaka Support', 'link': 'https://stackoverflow.com/users/18893354/rezzaka-support'}",False,74,0,0,1650543189,1650542686,71954161,CC BY-SA 4.0,https://stackoverflow.com/questions/71954161/nlog-date-wont-run-in-linux-mono-system-notsupportedexception,NLog date won&#39;t run in Linux Mono. (System.NotSupportedException),,1650543189.0,,,
2297,"['c#', '.net', 'wpf', '.net-4.5', 'webview2']","{'account_id': 15607595, 'reputation': 106, 'user_id': 11259928, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f21e50e8be52fdea5d29fbc981841eb6?s=256&d=identicon&r=PG&f=1', 'display_name': 'renzo', 'link': 'https://stackoverflow.com/users/11259928/renzo'}",True,266,1,0,1650542988,1650468237,71942285,CC BY-SA 4.0,https://stackoverflow.com/questions/71942285/webview2-lose-focus-at-arrow-keys-press-inside-scrollviewer,WebView2 lose focus at arrow keys press inside ScrollViewer,71942496.0,1650542988.0,,,
2298,"['c#', 'unit-testing', 'moq', 'xunit.net']","{'account_id': 5531132, 'reputation': 90, 'user_id': 4787178, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26272b52bdbdd3bd2b1c857fc59cfdaf?s=256&d=identicon&r=PG&f=1', 'display_name': 'asif308', 'link': 'https://stackoverflow.com/users/4787178/asif308'}",False,201,0,1,1650542915,1650534251,71952298,,https://stackoverflow.com/questions/71952298/how-to-write-unit-test-case-for-sql-execute-reader,How to write unit test case for sql execute reader,,1650542915.0,1650536490.0,Duplicate,
2299,['c#'],"{'account_id': 7306905, 'reputation': 409, 'user_id': 5567533, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/c621410eeb24b9d193610ac7d5852233?s=256&d=identicon&r=PG&f=1', 'display_name': 'ratanmalko', 'link': 'https://stackoverflow.com/users/5567533/ratanmalko'}",True,27,1,0,1650542645,1650541986,71954000,CC BY-SA 4.0,https://stackoverflow.com/questions/71954000/c-create-placeholder-properties-dynamically-based-on-sortorder-of-other-prope,C# - Create placeholder properties dynamically based on SortOrder of other properties,71954155.0,,,,
2300,"['c#', 'google-cloud-ml', 'google-ai-platform']","{'account_id': 8668816, 'reputation': 1925, 'user_id': 6488350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/51f3b68fd3de0c0d8c90ddce1607e987?s=256&d=identicon&r=PG', 'display_name': 'AzuxirenLeadGuy', 'link': 'https://stackoverflow.com/users/6488350/azuxirenleadguy'}",False,104,1,0,1650542109,1648912157,71718726,CC BY-SA 4.0,https://stackoverflow.com/questions/71718726/any-way-to-make-use-of-imageclassificationinstance-in-c,Any way to make use of ImageClassificationInstance in C#?,,,,,
2301,"['c#', 'visual-studio', 'console']","{'account_id': 7722941, 'reputation': 679, 'user_id': 5848588, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/615cb6fb6cf60648e04a38a2b09e5586?s=256&d=identicon&r=PG', 'display_name': 'Johnny', 'link': 'https://stackoverflow.com/users/5848588/johnny'}",True,280,1,0,1650542089,1650471482,71943031,CC BY-SA 4.0,https://stackoverflow.com/questions/71943031/visual-studio-22-exe-missing-dll,Visual Studio 22 EXE missing DLL,71954026.0,,,,
2302,"['c#', '.net', 'oauth-2.0', 'console-application', 'google-ads-api']","{'account_id': 9570979, 'reputation': 11, 'user_id': 7108616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b7efa0d2115e2f2a1f68a53f315f2fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'M.Merth', 'link': 'https://stackoverflow.com/users/7108616/m-merth'}",False,267,1,0,1650542072,1650281126,71911153,CC BY-SA 4.0,https://stackoverflow.com/questions/71911153/google-ads-api-console-application,Google Ads Api Console Application,,,,,
2303,"['c#', 'sql-server', 'entity-framework']","{'account_id': 24918498, 'reputation': 19, 'user_id': 18787103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db0a6f9d36ae4bfa9b33d93f678d81ca?s=256&d=identicon&r=PG', 'display_name': 'NicolasGamache', 'link': 'https://stackoverflow.com/users/18787103/nicolasgamache'}",True,433,3,1,1650542068,1649799996,71849487,CC BY-SA 4.0,https://stackoverflow.com/questions/71849487/how-to-solve-sqlexception-invalid-column-name-while-using-virtual-property-in,How to solve &quot;SqlException: Invalid column name&quot; while using virtual property in a C# class?,,1649867796.0,,,
2304,"['c#', 'azure', 'azure-functions', '.net-6.0', 'dotnet-isolated']","{'account_id': 3925387, 'reputation': 649, 'user_id': 3246067, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'mathkid91', 'link': 'https://stackoverflow.com/users/3246067/mathkid91'}",True,702,2,0,1650541891,1650455921,71939227,CC BY-SA 4.0,https://stackoverflow.com/questions/71939227/azure-function-httpclient-doesnt-give-any-response-and-keeps-retrying,Azure Function HttpClient doesn&#39;t give any response and keeps retrying,,1650456454.0,,,
2305,"['c#', 'object']","{'account_id': 24981074, 'reputation': 13, 'user_id': 18843307, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47bdda47ac0c7caf02c16677b51aa12f?s=256&d=identicon&r=PG', 'display_name': 'H99C', 'link': 'https://stackoverflow.com/users/18843307/h99c'}",False,35,0,0,1650541856,1650541754,71953958,CC BY-SA 4.0,https://stackoverflow.com/questions/71953958/error-return-type-less-accessible-than-method-in-arcgis,Error Return type less accessible than method in ArcGIS,,1650541856.0,,,
2306,['c#'],"{'account_id': 24986481, 'reputation': 1, 'user_id': 18848199, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyGvkCrdBO3WjIR1Zm1emGWBqPg967W3dsLrjyD=k-s256', 'display_name': 'Jithu PS', 'link': 'https://stackoverflow.com/users/18848199/jithu-ps'}",False,34,0,0,1650539659,1650340569,71919502,CC BY-SA 4.0,https://stackoverflow.com/questions/71919502/getting-meeting-information-when-a-href-link-clicked-from-a-recurring-meeting-ad,Getting meeting information when a href link clicked from a recurring meeting added using ics file calendar,,1650539659.0,,,
2307,"['c#', 'rx.net']","{'account_id': 104010, 'reputation': 459, 'user_id': 278290, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/f604254178451bdaa1284d01779359b6?s=256&d=identicon&r=PG', 'display_name': 'tbfa', 'link': 'https://stackoverflow.com/users/278290/tbfa'}",True,58,2,0,1650538889,1650512984,71948722,,https://stackoverflow.com/questions/71948722/rx-net-batched-timer-processing-by-key-how-to-project-listt-instead-of-t,RX.NET batched timer processing by key - how to project List&lt;T&gt; instead of T?,,,1650543678.0,Duplicate,
2308,"['c#', 'compilation', 'attributes', 'xml-documentation']","{'account_id': 22887704, 'reputation': 21, 'user_id': 17028331, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de56cbbfa6218410d7ea72746bd7d30e?s=256&d=identicon&r=PG', 'display_name': 'doug4', 'link': 'https://stackoverflow.com/users/17028331/doug4'}",False,35,0,2,1650538574,1650538574,71953283,CC BY-SA 4.0,https://stackoverflow.com/questions/71953283/can-i-perform-a-partial-compilation-to-get-class-metadata,Can I perform a partial compilation to get class metadata?,,,,,
2309,"['c#', 'list']","{'account_id': 23077064, 'reputation': 340, 'user_id': 17189877, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61f0d00a43f48ecf51cb68a1c4f2647c?s=256&d=identicon&r=PG', 'display_name': 'MaxB', 'link': 'https://stackoverflow.com/users/17189877/maxb'}",True,341,3,1,1650538238,1650529416,71951140,CC BY-SA 4.0,https://stackoverflow.com/questions/71951140/check-if-list-with-multiple-columns-contains-string,Check if List with multiple Columns contains string,,,,,
2310,"['c#', 'entity-framework', 'asp.net-web-api']","{'account_id': 12399732, 'reputation': 747, 'user_id': 9037515, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/af49acecd5e2eb23f74bae2cf511113f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ayobamilaye', 'link': 'https://stackoverflow.com/users/9037515/ayobamilaye'}",False,46,1,0,1650537697,1650394369,71929940,CC BY-SA 4.0,https://stackoverflow.com/questions/71929940/how-to-make-autogenerated-guid-as-id-primary-key-in-apiauthorizationdbcontext-id,How to make autogenerated Guid as ID primary key in ApiAuthorizationDbContext IdentityDbContext instead of string,,1650399402.0,,,
2311,"['c#', 'asp.net', 'string', 'decimal', 'decimal-point']","{'account_id': 10243930, 'reputation': 77, 'user_id': 7560349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd7f88cf0cb164850f0627f2c409f8f5?s=256&d=identicon&r=PG', 'display_name': 'Jdslk', 'link': 'https://stackoverflow.com/users/7560349/jdslk'}",True,415,1,-2,1650537279,1649691263,71830543,CC BY-SA 4.0,https://stackoverflow.com/questions/71830543/how-do-i-parse-a-decimal-number-from-a-string-to-an-integer-in-c,How do I parse a decimal number from a string to an integer in C#?,71830576.0,1650479498.0,,,
2312,"['c#', 'database', 'orm', 'nhibernate', 'treenode']","{'account_id': 24163684, 'reputation': 9, 'user_id': 18126864, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2268784749938044/picture?type=large', 'display_name': 'Kuba', 'link': 'https://stackoverflow.com/users/18126864/kuba'}",False,66,0,0,1650537121,1650537121,71952966,CC BY-SA 4.0,https://stackoverflow.com/questions/71952966/nhibernate-mismatchedtreenodeexception,NHibernate MismatchedTreeNodeException,,,,,
2313,"['c#', 'math', 'revit-api']","{'account_id': 23800172, 'reputation': 5, 'user_id': 17810513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/07817cd0a12e4c2f56ca2082680d52fe?s=256&d=identicon&r=PG', 'display_name': 'Anderson', 'link': 'https://stackoverflow.com/users/17810513/anderson'}",True,129,3,-1,1650536988,1649264964,71770964,CC BY-SA 4.0,https://stackoverflow.com/questions/71770964/calculating-room-length-issue,Calculating room length issue,71952936.0,1649265104.0,,,
2314,"['c#', 'xaml']","{'account_id': 20276001, 'reputation': 1579, 'user_id': 14871018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a41edcbe58bb0d93b9c2a0d8814c149?s=256&d=identicon&r=PG&f=1', 'display_name': 'Philippe', 'link': 'https://stackoverflow.com/users/14871018/philippe'}",False,45,1,0,1650536544,1650534482,71952344,CC BY-SA 4.0,https://stackoverflow.com/questions/71952344/set-specific-datacontext-to-a-datepicker-in-xaml,Set specific datacontext to a DatePicker in xaml,,1650536544.0,,,
2315,"['c#', 'list', 'dictionary', 'search']","{'account_id': 11347092, 'reputation': 83, 'user_id': 11066426, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed56a55c412463b685bcd13a9a8641dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Elohist', 'link': 'https://stackoverflow.com/users/11066426/elohist'}",True,549,1,1,1650536511,1650522211,71949785,CC BY-SA 4.0,https://stackoverflow.com/questions/71949785/search-for-a-value-in-listdictionarystring-object-but-using-a-non-specific,"Search for a value in List&lt;Dictionary&lt;string, object&gt;&gt; but using a non specific string",71951409.0,1650530193.0,,,
2316,"['c#', 'hash']","{'account_id': 215543, 'reputation': 85, 'user_id': 470249, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/fa2a00448bc8007805f48f9aa1611cc2?s=256&d=identicon&r=PG&f=1', 'display_name': 'user470249', 'link': 'https://stackoverflow.com/users/470249/user470249'}",False,218,0,0,1650535614,1650535614,71952634,CC BY-SA 4.0,https://stackoverflow.com/questions/71952634/c-creating-a-simple-hash-key-from-an-object,C# Creating a simple hash/key from an object,,,,,
2317,"['c#', 'asp.net-core', '.net-core', 'asp.net-web-api', 'mailkit']","{'account_id': 8896613, 'reputation': 55, 'user_id': 6641458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/131238b297c9b45e5640c5193be6e9ee?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abdelrahman', 'link': 'https://stackoverflow.com/users/6641458/abdelrahman'}",False,170,1,0,1650535436,1649938835,71871504,CC BY-SA 4.0,https://stackoverflow.com/questions/71871504/cant-change-the-sender-just-before-sending-the-email-using-fluentemail,Can&#39;t change the sender just before sending the email using FluentEmail,,1650294239.0,,,
2318,"['c#', '.net', 'math', 'datamatrix']","{'account_id': 25016925, 'reputation': 100, 'user_id': 18875957, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6lzEL.jpg?s=256&g=1', 'display_name': 'Alisha', 'link': 'https://stackoverflow.com/users/18875957/alisha'}",False,89,0,0,1650535410,1650535410,71952589,CC BY-SA 4.0,https://stackoverflow.com/questions/71952589/error-calling-native-functions-in-libdmtx-net,Error calling native functions in libdmtx.net,,,,,
2319,"['c#', 'xml', 'xml-serialization']","{'account_id': 1013493, 'reputation': 1206, 'user_id': 1025581, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/xKha9.jpg?s=256&g=1', 'display_name': 'ElDog', 'link': 'https://stackoverflow.com/users/1025581/eldog'}",True,57,1,0,1650535056,1650532959,71951973,CC BY-SA 4.0,https://stackoverflow.com/questions/71951973/serializable-class-custom-serializer-for-a-collection-property,Serializable class: custom serializer for a collection property,,,,,
2320,"['c#', '.net', 'networking', 'chat', 'websocket-sharp']","{'account_id': 21179489, 'reputation': 31, 'user_id': 15574155, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhDtgqAm7o1iS71QASj29A370Vat8MLysiK-ve6=k-s256', 'display_name': 'JRKGaming', 'link': 'https://stackoverflow.com/users/15574155/jrkgaming'}",False,365,0,2,1650534477,1650534477,71952341,CC BY-SA 4.0,https://stackoverflow.com/questions/71952341/websocket-sharp-c-how-to-check-which-client-disconnected,WebSocket-Sharp (C#) - How to check which client disconnected?,,,,,
2321,"['c#', 'sql-server', 'ajax', 'asp.net-mvc']","{'account_id': 24479472, 'reputation': 19, 'user_id': 18398090, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/633652644a072800efeb90de452a6c55?s=256&d=identicon&r=PG', 'display_name': 'Karthik', 'link': 'https://stackoverflow.com/users/18398090/karthik'}",False,390,1,0,1650534343,1650527085,71950671,CC BY-SA 4.0,https://stackoverflow.com/questions/71950671/insert-and-get-data-from-sql-server-using-stored-procedure,Insert and Get Data from SQL Server using Stored Procedure,,1650534343.0,,,
2322,"['c#', 'algorithm', 'recursion', 'dynamic-programming', 'path-finding']","{'account_id': 23318262, 'reputation': 21, 'user_id': 17396583, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a25cf67999ddc3430a936734d837b60?s=256&d=identicon&r=PG', 'display_name': 'Levyi', 'link': 'https://stackoverflow.com/users/17396583/levyi'}",False,95,0,0,1650534330,1650461477,71940616,CC BY-SA 4.0,https://stackoverflow.com/questions/71940616/optimizing-a-recursive-path-finding-algorithm,Optimizing a recursive path finding algorithm,,1650534330.0,,,
2323,"['c#', 'wpf', 'datagrid']","{'account_id': 13296912, 'reputation': 61, 'user_id': 9599599, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4cq06.jpg?s=256&g=1', 'display_name': 'EASameh', 'link': 'https://stackoverflow.com/users/9599599/easameh'}",True,899,1,1,1650534237,1650472253,71943193,CC BY-SA 4.0,https://stackoverflow.com/questions/71943193/wpf-datagrid-change-row-color-based-on-a-property-value,WPF datagrid change row color based on a property value,71952293.0,,,,
2324,"['c#', 'visual-studio', 'code-analysis']","{'account_id': 556598, 'reputation': 13901, 'user_id': 1592821, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/683f82a14ba9c318ef99ca8268826422?s=256&d=identicon&r=PG', 'display_name': 'Kirsten', 'link': 'https://stackoverflow.com/users/1592821/kirsten'}",True,52,1,1,1650534207,1650418047,71933112,CC BY-SA 4.0,https://stackoverflow.com/questions/71933112/how-do-i-find-where-i-am-using-stackalloc-in-loops-troubleshooting-ca2014-and,How do I find where I am using stackalloc in loops? (Troubleshooting CA2014 and code analyzer),71952281.0,1650527663.0,,,
2325,"['c#', 'serilog']","{'account_id': 1348100, 'reputation': 12643, 'user_id': 1288449, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/RG7S5.png?s=256&g=1', 'display_name': 'Steven Liekens', 'link': 'https://stackoverflow.com/users/1288449/steven-liekens'}",False,199,0,0,1650534065,1650534065,71952235,CC BY-SA 4.0,https://stackoverflow.com/questions/71952235/how-to-override-serilog-minimum-level-by-a-custom-property,How to override Serilog minimum level by a custom property,,,,,
2326,"['c#', 'azure', 'visual-studio', 'asp.net-core-webapi', 'azure-appservice']","{'account_id': 2142456, 'reputation': 3519, 'user_id': 1900799, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/ffb51734ec0ac21cbfc0769de4841487?s=256&d=identicon&r=PG', 'display_name': 'Fabricio Rodriguez', 'link': 'https://stackoverflow.com/users/1900799/fabricio-rodriguez'}",True,349,1,0,1650533977,1650528144,71950873,CC BY-SA 4.0,https://stackoverflow.com/questions/71950873/visual-studio-2022-publish-window-warning-me-about-azure-app-service-not-support,Visual Studio 2022 Publish window warning me about Azure App Service not supporting Win-x64,,1650528912.0,,,
2327,"['c#', 'android', 'xamarin', 'android-nestedscrollview', 'android-scrollbar']","{'account_id': 5426569, 'reputation': 17, 'user_id': 12079326, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eecf126a0d92040338282aed5539e828?s=256&d=identicon&r=PG&f=1', 'display_name': 'DeepakG', 'link': 'https://stackoverflow.com/users/12079326/deepakg'}",True,100,1,0,1650533803,1650448167,71937543,CC BY-SA 4.0,https://stackoverflow.com/questions/71937543/how-to-set-the-attribute-androidscrollbars-programmatically-for-a-view-in-xam,How to set the attribute &quot;android:scrollbars&quot; programmatically for a view in Xamarin Android C#?,,,,,
2328,"['c#', 'json', '.net', 'linq', '.net-core']","{'account_id': 17220639, 'reputation': 274, 'user_id': 12467484, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vVbcq.jpg?s=256&g=1', 'display_name': 'shehanpathi', 'link': 'https://stackoverflow.com/users/12467484/shehanpathi'}",True,80,1,0,1650533786,1650526795,71950609,CC BY-SA 4.0,https://stackoverflow.com/questions/71950609/how-to-get-a-nested-json-result-after-grouping-a-list,How to get a nested json result after grouping a list?,71950954.0,,,,
2329,"['c#', '.net', 'asp.net-core', 'razor']","{'account_id': 931891, 'reputation': 12701, 'user_id': 961631, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/tVKRG.png?s=256&g=1', 'display_name': 'Putin - The Hero', 'link': 'https://stackoverflow.com/users/961631/putin-the-hero'}",True,43,1,0,1650533606,1650531163,71951558,CC BY-SA 4.0,https://stackoverflow.com/questions/71951558/asp-route-attribute-where-is-the-doc,asp-route-* attribute where is the doc?,,,,,
