,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,locked_date
2217,"['c#', 'botframework', 'bots', 'chatbot']","{'account_id': 6805215, 'reputation': 39, 'user_id': 5237191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f910490b915d980d6c8d792fa5f40c08?s=256&d=identicon&r=PG&f=1', 'display_name': 'mouhannad', 'link': 'https://stackoverflow.com/users/5237191/mouhannad'}",True,112,,1,0,1572279562,1572274214,58593132,CC BY-SA 4.0,https://stackoverflow.com/questions/58593132/implement-payment-in-bot-framework-v4,Implement payment in Bot framework V4,1572275060.0,,,,
2218,"['c#', 'debugging', 'visual-studio-2019']","{'account_id': 2654735, 'reputation': 159, 'user_id': 2295664, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ac4c2928855ea6df612c3d643cc34a1f?s=256&d=identicon&r=PG', 'display_name': 'Beorne', 'link': 'https://stackoverflow.com/users/2295664/beorne'}",True,6086,58594602.0,1,2,1572279490,1571994539,58555473,CC BY-SA 4.0,https://stackoverflow.com/questions/58555473/visual-studio-2019-causing-slow-debugging-and-high-usage-of-memory,Visual studio 2019 causing slow debugging and high usage of memory,1571996574.0,,,,
2219,"['c#', 'asp.net-core', 'model-view-controller']","{'account_id': 11544798, 'reputation': 133, 'user_id': 8459248, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fcc85d485eb3288c04c5c3077368a1a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Craiy', 'link': 'https://stackoverflow.com/users/8459248/craiy'}",True,269,58594594.0,1,-2,1572279450,1572276103,58593666,CC BY-SA 4.0,https://stackoverflow.com/questions/58593666/associate-class-instance-to-session-in-asp-net-core,Associate class instance to Session in asp.net core,,,,,
2220,"['c#', 'winforms', 'outlook']","{'account_id': 16984142, 'reputation': 1, 'user_id': 12285319, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9d8a7102d441ad494fdb88dbb60d3e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'orzi', 'link': 'https://stackoverflow.com/users/12285319/orzi'}",True,48,,1,0,1572279400,1572259724,58589552,CC BY-SA 4.0,https://stackoverflow.com/questions/58589552/outlook-email-search-crashes,Outlook email search crashes,1572261489.0,,,,
2221,"['c#', 'wpf', 'resourcedictionary']","{'account_id': 468279, 'reputation': 639, 'user_id': 874176, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/4bd1945a027ba33e67cb8ef0ceb955dc?s=256&d=identicon&r=PG', 'display_name': 'dennis_ler', 'link': 'https://stackoverflow.com/users/874176/dennis-ler'}",True,614,58540597.0,2,3,1572279320,1571834971,58523261,CC BY-SA 4.0,https://stackoverflow.com/questions/58523261/windows-7-update-results-in-item-has-already-been-added-key-in-dictionary-co,"Windows 7 update, results in &quot;Item has already been added. Key in dictionary: controlbrush&quot; in WPF application",1571917312.0,,,,
2222,"['c#', 'winforms', 'inheritance', 'user-controls']","{'account_id': 8246927, 'reputation': 488, 'user_id': 6202737, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://lh5.googleusercontent.com/-g1rZjt46Yro/AAAAAAAAAAI/AAAAAAAAAHU/V-LKYapwUWU/photo.jpg?sz=256', 'display_name': 'Ian Boggs', 'link': 'https://stackoverflow.com/users/6202737/ian-boggs'}",False,1790,,2,1,1572278795,1572275726,58593563,CC BY-SA 4.0,https://stackoverflow.com/questions/58593563/c-winforms-base-usercontrol,C# WinForms Base UserControl,,,,,
2223,['c#'],"{'account_id': 16630703, 'reputation': 1, 'user_id': 12018615, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mANdVK4zaVVxth57E3D0dgCftIdjEpyYr_L7FFG=k-s256', 'display_name': 'Kunie Channel', 'link': 'https://stackoverflow.com/users/12018615/kunie-channel'}",False,380,,1,-1,1572278685,1572248580,58587209,CC BY-SA 4.0,https://stackoverflow.com/questions/58587209/get-text-from-specific-layer-from-pdf,Get Text From specific Layer from PDF,1572278685.0,,,,
2224,['c#'],"{'account_id': 16460139, 'reputation': 11, 'user_id': 11891397, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8133c2b503880f74e5c2da67c1f795eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nat', 'link': 'https://stackoverflow.com/users/11891397/nat'}",False,49,,0,0,1572278664,1572275496,58593510,CC BY-SA 4.0,https://stackoverflow.com/questions/58593510/flip-value-randomly-based-on-count-of-values-in-particular-column-in-another-tab,Flip value randomly based on count of values in particular column in another table,1572278664.0,,,,
2225,"['c#', 'json', 'unity3d']","{'account_id': 16985865, 'reputation': 1, 'user_id': 12286657, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBsBSMTaT6CJOkXGo9z_1qRupowYGKgS2pNVRqY=k-s256', 'display_name': 'Marlon Braga', 'link': 'https://stackoverflow.com/users/12286657/marlon-braga'}",True,966,,1,0,1572278548,1572277750,58594109,CC BY-SA 4.0,https://stackoverflow.com/questions/58594109/how-to-fix-argumentexception-json-must-represent-an-object-type-in-a-jsonutil,How to fix &quot;ArgumentException: JSON must represent an object type&quot; in a JSONUtility,1572278548.0,,,,
2226,"['c#', 'vb.net', 'winforms']","{'account_id': 1041882, 'reputation': 697, 'user_id': 1047754, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/3cf01610caf3f1eaaf0078b4fb08f061?s=256&d=identicon&r=PG', 'display_name': 'Lucas Bailey', 'link': 'https://stackoverflow.com/users/1047754/lucas-bailey'}",True,121,58592360.0,1,0,1572278206,1572271195,58592303,CC BY-SA 4.0,https://stackoverflow.com/questions/58592303/how-to-inherit-from-controlcollection-in-c,How to Inherit from ControlCollection in C#,1572278206.0,,,,
2227,"['c#', 'wpf', 'ui-automation', 'microsoft-ui-automation', 'teststack']","{'account_id': 11152594, 'reputation': 3, 'user_id': 8185330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce24a8a5783c65a501bba69769d0c6ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'bennickhill', 'link': 'https://stackoverflow.com/users/8185330/bennickhill'}",False,350,,0,0,1572277679,1572277679,58594088,CC BY-SA 4.0,https://stackoverflow.com/questions/58594088/issues-automating-a-wpf-with-dynamic-automationid-and-no-name-property-c,Issues automating a WPF with dynamic &#39;AutomationID&#39; and no &#39;Name&#39; property - C#,,,,,
2228,"['c#', 'proxy', 'ip', 'tor']","{'account_id': 7152051, 'reputation': 1734, 'user_id': 5465721, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ed1870fd83dcab9e28cb779f8712999?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hamid Nasirloo', 'link': 'https://stackoverflow.com/users/5465721/hamid-nasirloo'}",True,599,58594069.0,2,0,1572277613,1572271983,58592511,CC BY-SA 4.0,https://stackoverflow.com/questions/58592511/problem-in-getting-new-identity-by-tor-browser-in-c,problem in getting new identity by tor browser in c#,,,,,
2229,['c#'],"{'account_id': 16985823, 'reputation': 41, 'user_id': 12286629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17f980e4a3c29a9195ee94ccee35c440?s=256&d=identicon&r=PG&f=1', 'display_name': 'gmatinski', 'link': 'https://stackoverflow.com/users/12286629/gmatinski'}",True,186,58594067.0,1,0,1572277609,1572276930,58593876,CC BY-SA 4.0,https://stackoverflow.com/questions/58593876/array-list-application-to-add-cities,Array list application to add cities,,,,,
2230,"['c#', 'c++', 'gcc']","{'account_id': 3628669, 'reputation': 1964, 'user_id': 3025534, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/iI4D8.jpg?s=256&g=1', 'display_name': 'Alan', 'link': 'https://stackoverflow.com/users/3025534/alan'}",True,236,58593995.0,2,0,1572277364,1571868894,58531621,CC BY-SA 4.0,https://stackoverflow.com/questions/58531621/c-perfomance-per-compiler-200-times-slower-than-c,"C++ Perfomance Per Compiler, 200 times slower than C#",1571934702.0,,,,
2231,"['c#', 'wpf', '64-bit', 'routed-events']","{'account_id': 14930878, 'reputation': 11, 'user_id': 10780319, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6398a8375769d55a896d42b8ddf60251?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vermot', 'link': 'https://stackoverflow.com/users/10780319/vermot'}",False,233,,0,1,1572277297,1571216049,58409420,CC BY-SA 4.0,https://stackoverflow.com/questions/58409420/routed-event-can-only-be-applied-to-types-that-are-derived-from-the-defining-cla,Routed Event can only be applied to types that are derived from the defining class,1572277297.0,,,,
2232,"['c#', 'wpf', 'mongodb', 'datagrid']","{'account_id': 13760858, 'reputation': 609, 'user_id': 9930637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a06f30fffb3565e516ce7e3bceac161a?s=256&d=identicon&r=PG&f=1', 'display_name': 'timunix', 'link': 'https://stackoverflow.com/users/9930637/timunix'}",False,120,,0,0,1572277286,1572261564,58590009,CC BY-SA 4.0,https://stackoverflow.com/questions/58590009/mongodb-array-values-dont-appear-in-wpf-xaml-datagrid-solution,MongoDB array values don&#39;t appear in WPF-XAML datagrid - Solution,1572277286.0,,,,
2233,"['c#', 'asp.net-mvc', 'entity-framework', 'ninject']","{'account_id': 3042609, 'reputation': 2839, 'user_id': 2579219, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/a3a42e59de69c9c721610454668d4f01?s=256&d=identicon&r=PG', 'display_name': 'Keith Jackson', 'link': 'https://stackoverflow.com/users/2579219/keith-jackson'}",True,43,58593839.0,1,0,1572276822,1572275709,58593557,CC BY-SA 4.0,https://stackoverflow.com/questions/58593557/how-can-i-use-the-same-instance-of-an-inherited-dbcontext-across-the-inheritance,How can I use the same Instance of an inherited DbContext across the inheritance tree in Ninject?,1572276822.0,,,,
2234,"['c#', 'canvas', 'uwp', 'binding']","{'account_id': 11013484, 'reputation': 74, 'user_id': 8089994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/563832ebad000553353ee163f5dac8fd?s=256&d=identicon&r=PG', 'display_name': 'Schwefelhexa', 'link': 'https://stackoverflow.com/users/8089994/schwefelhexa'}",True,682,58589682.0,1,0,1572276749,1572256402,58588777,CC BY-SA 4.0,https://stackoverflow.com/questions/58588777/uwp-canvas-dynamic-content,UWP canvas dynamic content,,,,,
2235,"['c#', 'printing', 'uwp']","{'account_id': 16985796, 'reputation': 37, 'user_id': 12286610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6da5517117e197a07c5f6a34aa028dbe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Angular Apprentice', 'link': 'https://stackoverflow.com/users/12286610/angular-apprentice'}",False,46,,0,1,1572276485,1572276485,58593753,CC BY-SA 4.0,https://stackoverflow.com/questions/58593753/print-preview-missing-fields,Print preview missing fields,,,,,
2236,"['c#', 'entity', 'unity-container']","{'account_id': 1999393, 'reputation': 13, 'user_id': 1790798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84a8cdaa37d4e127c661b100b43c3a61?s=256&d=identicon&r=PG', 'display_name': 'sanderev66', 'link': 'https://stackoverflow.com/users/1790798/sanderev66'}",True,124,58591014.0,1,0,1572276291,1572265396,58590883,CC BY-SA 4.0,https://stackoverflow.com/questions/58590883/entity-framework-with-unity-the-underlying-provider-failed-on-open,Entity framework with Unity &quot;The underlying provider failed on Open.&quot;,1572276291.0,,,,
2237,"['c#', 'wpf', 'timer']","{'account_id': 5859029, 'reputation': 1, 'user_id': 4615383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d35543cc77f5a5d7eaedb6f23cebd6b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wiley25', 'link': 'https://stackoverflow.com/users/4615383/wiley25'}",True,126,,2,0,1572276113,1572274569,58593229,CC BY-SA 4.0,https://stackoverflow.com/questions/58593229/how-to-execute-a-button-click-with-c,How to execute a Button_Click with c#,1572274663.0,,,,
2238,"['c#', 'ef-core-2.2']","{'account_id': 11415047, 'reputation': 183, 'user_id': 8368058, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b814ec6552a907455c035926af8fb876?s=256&d=identicon&r=PG&f=1', 'display_name': 'NAlexP', 'link': 'https://stackoverflow.com/users/8368058/nalexp'}",True,38,58593642.0,1,0,1572276012,1572272976,58592784,CC BY-SA 4.0,https://stackoverflow.com/questions/58592784/finding-a-table-based-on-foreign-key,Finding a table based on foreign key,1572274710.0,,,,
2239,"['c#', 'unity3d', 'uwp', 'texture2d', 'windows-mixed-reality']","{'account_id': 280121, 'reputation': 2662, 'user_id': 575643, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/WSrcD.jpg?s=256&g=1', 'display_name': 'Idemax', 'link': 'https://stackoverflow.com/users/575643/idemax'}",True,345,58593582.0,2,0,1572275802,1571858857,58529778,CC BY-SA 4.0,https://stackoverflow.com/questions/58529778/unity-uwp-load-image-bytes-is-missing-color-channels,Unity UWP load image bytes is missing color channels,,,,,
2240,"['c#', 'wpf', 'avalondock', 'xceed', 'xceed-plus-edition']","{'account_id': 3456606, 'reputation': 1303, 'user_id': 2894980, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Franz Gsell', 'link': 'https://stackoverflow.com/users/2894980/franz-gsell'}",False,89,,0,0,1572275650,1572275650,58593544,CC BY-SA 4.0,https://stackoverflow.com/questions/58593544/avalondock-floatingwindow-fill-content,AvalonDock FloatingWindow Fill Content,,,,,
2241,['c#'],"{'account_id': 144044, 'reputation': 955, 'user_id': 352808, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/Hc7W0.jpg?s=256&g=1', 'display_name': 'MaxouMask', 'link': 'https://stackoverflow.com/users/352808/maxoumask'}",True,221,58593377.0,1,0,1572275375,1572273460,58592905,CC BY-SA 4.0,https://stackoverflow.com/questions/58592905/c-downcasting-generic-object-with-derived-interfaces-to-the-base-interface,C# : Downcasting Generic object with derived interfaces to the base interface,,,,,
2242,"['c#', 'model-view-controller', 'visual-studio-2019']","{'account_id': 3748879, 'reputation': 180, 'user_id': 3116884, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pete', 'link': 'https://stackoverflow.com/users/3116884/pete'}",False,69,,0,0,1572274906,1572274906,58593340,CC BY-SA 4.0,https://stackoverflow.com/questions/58593340/how-do-i-href-to-an-mvc-page-from-an-asp-net-page-in-another-project-in-the-same,How do I href to an MVC page from an ASP.NET page in another project in the same solution,,,,,
2243,"['c#', 'unity3d']","{'account_id': 12353307, 'reputation': 27, 'user_id': 9010825, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69968e08af2e1aa36943f368b6e68524?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shipendo', 'link': 'https://stackoverflow.com/users/9010825/shipendo'}",False,61,,1,0,1572274871,1572270299,58592067,CC BY-SA 4.0,https://stackoverflow.com/questions/58592067/objects-wont-spawn-at-correct-location,Objects won&#39;t spawn at correct location,1572274871.0,,,,
2244,"['c#', 'automapper']","{'account_id': 18256, 'reputation': 3140, 'user_id': 41674, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/9f63bc83f24101aa5fcd585d4a34f948?s=256&d=identicon&r=PG', 'display_name': 'rudimenter', 'link': 'https://stackoverflow.com/users/41674/rudimenter'}",False,95,,1,0,1572274751,1572268192,58591538,CC BY-SA 4.0,https://stackoverflow.com/questions/58591538/automapper-collection-mappings-how-to-find-out-if-object-is-updated-or-created,Automapper Collection Mappings: How to find out if object is Updated or Created,1572273458.0,,,,
2245,"['c#', 'wpf', 'events']","{'account_id': 8755600, 'reputation': 31, 'user_id': 6547298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0f7b22dc3aa6bd12cac38c1f443d740?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/6547298/ben'}",True,64,58593268.0,3,0,1572274686,1572273470,58592910,CC BY-SA 4.0,https://stackoverflow.com/questions/58592910/how-do-i-unsubscribe-from-a-lambda-event-that-needs-variables-passing-into-it,How do I unsubscribe from a lambda event that needs variables passing into it?,,,,,
2246,"['c#', 'unity3d', 'assets']","{'account_id': 5999195, 'reputation': 465, 'user_id': 4713018, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/f7bf582d97f539eeed2bbd3a2321094d?s=256&d=identicon&r=PG&f=1', 'display_name': 'rony_y', 'link': 'https://stackoverflow.com/users/4713018/rony-y'}",True,594,,1,0,1572274505,1572271020,58592256,CC BY-SA 4.0,https://stackoverflow.com/questions/58592256/how-do-i-use-incontrol-with-unity-ui,How do i use InControl with Unity UI?,,,,,
2247,"['c#', 'azure', 'azure-table-storage']","{'account_id': 12285309, 'reputation': 11, 'user_id': 10193741, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HD6Ur.jpg?s=256&g=1', 'display_name': 'Mark Powney', 'link': 'https://stackoverflow.com/users/10193741/mark-powney'}",True,265,,1,0,1572274394,1571208526,58407292,CC BY-SA 4.0,https://stackoverflow.com/questions/58407292/how-to-insert-a-azure-storage-tableentity-with-property-longer-than-32kb,How to Insert a Azure Storage TableEntity with property longer than 32kB,,,,,
2248,"['c#', 'hash', 'bouncycastle']","{'account_id': 113446, 'reputation': 13348, 'user_id': 298754, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/EXBsJ.png?s=256&g=1', 'display_name': 'Bobson', 'link': 'https://stackoverflow.com/users/298754/bobson'}",True,1090,58584419.0,1,0,1572274339,1571963450,58550714,CC BY-SA 4.0,https://stackoverflow.com/questions/58550714/convert-net-detached-signature-verification-to-bouncycastle,Convert .NET detached signature verification to bouncycastle,1572274339.0,,,,
2249,"['javascript', 'c#', '.net']","{'account_id': 16429322, 'reputation': 17, 'user_id': 11868569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4134d9d81c92762d454b8408ee59860?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cbear', 'link': 'https://stackoverflow.com/users/11868569/cbear'}",False,52,,1,0,1572274293,1572267128,58591274,CC BY-SA 4.0,https://stackoverflow.com/questions/58591274/how-to-re-enable-a-button-after-a-checkbox-is-ticked,How to re-enable a button after a checkbox is ticked?,1572274293.0,,,,
2250,"['c#', 'listview']","{'account_id': 16835559, 'reputation': 11, 'user_id': 12172345, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/944aadee0744ea0e68ba6f4294a66a38?s=256&d=identicon&r=PG&f=1', 'display_name': 'ktl147', 'link': 'https://stackoverflow.com/users/12172345/ktl147'}",False,43,,0,0,1572274150,1572273794,58593000,CC BY-SA 4.0,https://stackoverflow.com/questions/58593000/sorting-the-whole-listview-basing-from-a-column-automatically-c,Sorting the whole ListView basing from a column automatically C#,1572274150.0,,,,
2251,"['c#', '.net', '.net-core']","{'account_id': 973281, 'reputation': 2256, 'user_id': 995337, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/aac3f6bdb6ea40dcc7e6afef06d0b3fa?s=256&d=identicon&r=PG', 'display_name': 'alimac83', 'link': 'https://stackoverflow.com/users/995337/alimac83'}",True,70,58593070.0,2,0,1572273998,1572211171,58583457,CC BY-SA 4.0,https://stackoverflow.com/questions/58583457/how-do-i-wait-for-a-handlers-response-before-continuing-processing,How do I wait for a handler&#39;s response before continuing processing?,,,,,
2252,"['c#', 'css', 'asp.net-mvc']","{'account_id': 6957134, 'reputation': 382, 'user_id': 5337839, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WywTk.jpg?s=256&g=1', 'display_name': 'Coffee', 'link': 'https://stackoverflow.com/users/5337839/coffee'}",False,201,,0,0,1572273676,1572269634,58591888,CC BY-SA 4.0,https://stackoverflow.com/questions/58591888/asp-net-mvc-5-bundled-css-works-fine-in-chrome-but-not-any-other-browser,"ASP.NET MVC 5 bundled css works fine in chrome, but not any other browser",1572273676.0,,,,
2253,"['c#', 'sql-server']","{'account_id': 16941180, 'reputation': 21, 'user_id': 12253010, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pZ7zwjxZuPw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3regY2CuYZwjbln7cB7ALy6nELy_hA/photo.jpg?sz=256', 'display_name': 'Savanrof', 'link': 'https://stackoverflow.com/users/12253010/savanrof'}",False,51,,0,0,1572273402,1572271841,58592468,CC BY-SA 4.0,https://stackoverflow.com/questions/58592468/sql-server-authentication-login-between-form,SQL Server Authentication login between form,1572273402.0,,,,
2254,['c#'],"{'account_id': 9574510, 'reputation': 305, 'user_id': 7111121, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e28dc553400c35db0d12160f8b115189?s=256&d=identicon&r=PG&f=1', 'display_name': 'losange', 'link': 'https://stackoverflow.com/users/7111121/losange'}",False,281,,0,1,1572273299,1572273299,58592867,,https://stackoverflow.com/questions/58592867/how-to-prevent-this-debugger-error-to-prevent-an-unsafe-abort-when-evaluating-t,How to prevent this debugger error: to prevent an unsafe abort when evaluating the function,,1572274298.0,Duplicate,,
2255,"['c#', '.net', 'windows', 'process']","{'account_id': 12403407, 'reputation': 55, 'user_id': 9039536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b02f11cd1382e6b15eebcc44f271964a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rick', 'link': 'https://stackoverflow.com/users/9039536/rick'}",False,174,,0,0,1572272940,1572272940,58592769,CC BY-SA 4.0,https://stackoverflow.com/questions/58592769/c-using-sendkey-function-to-send-a-key-to-windows,C# using Sendkey function to send a key to Windows,,,,,
2256,"['c#', '.net', 'multithreading', 'wcf', 'cultureinfo']","{'account_id': 57996, 'reputation': 5194, 'user_id': 173711, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ad005d38fa590e7a5752b8a5baa82db4?s=256&d=identicon&r=PG', 'display_name': 'flayn', 'link': 'https://stackoverflow.com/users/173711/flayn'}",False,178,,0,2,1572272439,1572265763,58590963,CC BY-SA 4.0,https://stackoverflow.com/questions/58590963/why-cant-i-set-thread-currentthread-currentculture,Why can&#39;t I set Thread.CurrentThread.CurrentCulture?,1572272439.0,,,,
2257,"['c#', 'asp.net-core', 'owin']","{'account_id': 5791866, 'reputation': 3533, 'user_id': 4569045, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/goZoI.png?s=256&g=1', 'display_name': 'TAHA SULTAN TEMURI', 'link': 'https://stackoverflow.com/users/4569045/taha-sultan-temuri'}",False,938,,1,0,1572272423,1572271933,58592492,CC BY-SA 4.0,https://stackoverflow.com/questions/58592492/create-perowincontext-in-net-core,Create PerOwinContext In .Net Core,,,,,
2258,"['c#', 'events', 'task']","{'account_id': 1452666, 'reputation': 589, 'user_id': 1369110, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f47e785a1e652d63562837eed9603309?s=256&d=identicon&r=PG', 'display_name': 'antikbd', 'link': 'https://stackoverflow.com/users/1369110/antikbd'}",False,66,,0,0,1572272211,1572272211,58592571,CC BY-SA 4.0,https://stackoverflow.com/questions/58592571/c-raise-event-with-data-from-within-a-task,C# - Raise event with data from within a Task,,,,,
2259,"['c#', '.net', '.net-core', 'c#-8.0', 'nullable-reference-types']","{'account_id': 50583, 'reputation': 26571, 'user_id': 150967, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/91e55968cae0db7346488a42abc42f85?s=256&d=identicon&r=PG', 'display_name': 'gsharp', 'link': 'https://stackoverflow.com/users/150967/gsharp'}",False,30,,0,1,1572272170,1572272170,58592563,,https://stackoverflow.com/questions/58592563/nullableattribute-prensent-over-a-non-nullable-string,NullableAttribute prensent over a non-Nullable string,,1572272698.0,Duplicate,,
2260,"['c#', 'wpf', 'asynchronous']","{'account_id': 14211510, 'reputation': 788, 'user_id': 10266595, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Di75K.jpg?s=256&g=1', 'display_name': 'David Andrew Thorpe', 'link': 'https://stackoverflow.com/users/10266595/david-andrew-thorpe'}",True,187,58591795.0,1,2,1572271432,1572264153,58590614,CC BY-SA 4.0,https://stackoverflow.com/questions/58590614/ui-freezes-when-calling-show-on-new-window,UI Freezes when calling .Show on new Window,1572265488.0,,,,
2261,"['c#', 'unity3d', 'physics', 'ragdoll']","{'account_id': 16871494, 'reputation': 31, 'user_id': 12199893, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0ed2f2939e618e67ac5c88b3f97e8f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'SoulPixel', 'link': 'https://stackoverflow.com/users/12199893/soulpixel'}",True,120,58592320.0,1,0,1572271272,1572259996,58589619,CC BY-SA 4.0,https://stackoverflow.com/questions/58589619/is-there-a-way-to-change-the-values-of-the-characterjoint-component-eg-hightwi,Is there a way to change the values of the CharacterJoint component (eg. hightwistlimit) in a script in unity?,1572270787.0,,,,
2262,"['c#', 'umbraco7', 'umbraco8']","{'account_id': 8137408, 'reputation': 23, 'user_id': 6128637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3dd877745f6769a7f7fa3584da9f02fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Colin Plater', 'link': 'https://stackoverflow.com/users/6128637/colin-plater'}",True,202,58592261.0,1,0,1572271039,1572264126,58590606,CC BY-SA 4.0,https://stackoverflow.com/questions/58590606/problems-duplicating-code-from-umbraco-v7-to-umbraco-v8,Problems duplicating code from Umbraco v7 to Umbraco v8,,,,,
2263,"['c#', 'wpf', 'xaml']","{'account_id': 898043, 'reputation': 1407, 'user_id': 934891, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e426b99e663f7677d52ddf5614c8f9c?s=256&d=identicon&r=PG', 'display_name': 'Rakuen42', 'link': 'https://stackoverflow.com/users/934891/rakuen42'}",False,31,,0,0,1572270845,1572034327,58565152,CC BY-SA 4.0,https://stackoverflow.com/questions/58565152/why-is-selecteditem-cleared-when-changing-itemssource-using-a-datatrigger-when-t,Why is SelectedItem Cleared When Changing ItemsSource Using a DataTrigger When the Item Exists in Both Sources?,1572270845.0,,,,
2264,"['c#', 'ebay-api', 'ebay-sdk', 'ebay-net-sdk']","{'account_id': 11756100, 'reputation': 51, 'user_id': 8603748, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1eebeb79406948faa3a20f5a7cc40461?s=256&d=identicon&r=PG&f=1', 'display_name': 'SmithBurger', 'link': 'https://stackoverflow.com/users/8603748/smithburger'}",False,177,,0,1,1572270806,1572268256,58591550,CC BY-SA 4.0,https://stackoverflow.com/questions/58591550/what-information-is-required-to-reviseitem-on-a-variation-ebay-sdk-api,What information is required to ReviseItem on a variation? ebay sdk api,1572270806.0,,,,
