,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date
2051,"['c#', 'visual-studio-2010']","{'account_id': 332624, 'reputation': 13245, 'user_id': 658031, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/711e76c263d03660772b5a5198d33671?s=256&d=identicon&r=PG', 'display_name': 'EMBEDONIX', 'link': 'https://stackoverflow.com/users/658031/embedonix'}",True,2679,1,1,1399975257,1342434224,1342445849.0,11502403,CC BY-SA 3.0,https://stackoverflow.com/questions/11502403/why-do-i-have-to-delete-bin-folder-of-my-project-before-each-build,Why do I have to delete `bin` folder of my project before each build?,11502821.0,,,,
2052,"['c#', 'winforms']","{'account_id': 96438, 'reputation': 2320, 'user_id': 262114, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/3502cd3767290dfb3ea5c35d4370dc1f?s=256&d=identicon&r=PG', 'display_name': 'HamoriZ', 'link': 'https://stackoverflow.com/users/262114/hamoriz'}",True,942,4,1,1399884167,1343227563,1399884167.0,11652388,CC BY-SA 3.0,https://stackoverflow.com/questions/11652388/start-long-process-after-modal-dialog-popup,Start long process after modal dialog popup,11652489.0,,,,
2053,"['c#', 'compiler-errors', 'mono', 'osx-snow-leopard']","{'account_id': 1684049, 'reputation': 13, 'user_id': 1547677, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d43ec11f31b157714f615ee52ef1966?s=256&d=identicon&r=PG', 'display_name': 'user1547677', 'link': 'https://stackoverflow.com/users/1547677/user1547677'}",True,2137,2,-2,1399857114,1343110588,1399857114.0,11625164,,https://stackoverflow.com/questions/11625164/c-hello-world-not-compiling,c# hello world not compiling,,1343183744.0,too localized,,
2054,"['c#', 'garbage-collection']","{'account_id': 100361, 'reputation': 4170, 'user_id': 270589, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/11cd12c93e05654e0857df948183514e?s=256&d=identicon&r=PG', 'display_name': 'Behrooz Karjoo', 'link': 'https://stackoverflow.com/users/270589/behrooz-karjoo'}",True,988,1,3,1399826546,1343095665,1399826546.0,11623130,CC BY-SA 3.0,https://stackoverflow.com/questions/11623130/undetectable-memory-leak,Undetectable memory leak,11641331.0,,,,
2055,"['c#', 'asp.net-mvc', 'asp.net-mvc-3', 'security']","{'account_id': 1266996, 'reputation': 2092, 'user_id': 1224112, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5b44763a01e370e1ff74a3a80927d2e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'jebar8', 'link': 'https://stackoverflow.com/users/1224112/jebar8'}",True,11569,3,4,1399813971,1342566404,,11532082,CC BY-SA 3.0,https://stackoverflow.com/questions/11532082/what-is-the-most-standard-way-to-persist-data-between-mvc-views,What is the most standard way to persist data between MVC views?,11532324.0,,,,
2056,"['c#', 'c', 'input', 'process']","{'account_id': 1618746, 'reputation': 508, 'user_id': 1495769, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7e39fa94f1a82986e0f4c121f9a2be0d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/1495769/jack'}",True,15975,2,4,1399646817,1341229206,1399646817.0,11292917,CC BY-SA 3.0,https://stackoverflow.com/questions/11292917/why-is-process-standardinput-writeline-not-supplying-input-to-my-process,Why is Process.StandardInput.WriteLine not supplying input to my process?,11293526.0,,,,
2057,['c#'],"{'account_id': 1674843, 'reputation': 21, 'user_id': 1540620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f95ec272065d9dfa780132a6bac9db4?s=256&d=identicon&r=PG', 'display_name': 'Samer Al-Zain', 'link': 'https://stackoverflow.com/users/1540620/samer-al-zain'}",False,113,1,-1,1399638289,1342784499,1399638289.0,11578641,CC BY-SA 3.0,https://stackoverflow.com/questions/11578641/importing-data-from-dictionary-web-site,Importing Data from Dictionary Web site,,,,,
2058,['c#'],"{'account_id': 1057663, 'reputation': 4642, 'user_id': 1060026, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/sAGjJ.jpg?s=256&g=1', 'display_name': 'Priyank Thakkar', 'link': 'https://stackoverflow.com/users/1060026/priyank-thakkar'}",True,8722,2,2,1399460761,1341482357,1399460751.0,11341968,CC BY-SA 3.0,https://stackoverflow.com/questions/11341968/create-relative-path-using-system-uri,Create Relative Path Using System.Uri,11342059.0,,,,
2059,"['c#', '.net']","{'account_id': 941350, 'reputation': 1725, 'user_id': 969367, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/fba8260dbe94181f52d32658bcf99768?s=256&d=identicon&r=PG', 'display_name': 'Vic Colborn', 'link': 'https://stackoverflow.com/users/969367/vic-colborn'}",True,2045,4,8,1399393562,1342546745,1342548570.0,11527876,CC BY-SA 3.0,https://stackoverflow.com/questions/11527876/using-a-boolean-array-as-custom-dictionary-key,Using a Boolean Array as Custom Dictionary Key,11527914.0,,,,
2060,"['c#', 'asp.net-mvc-3', 'exception-handling']","{'account_id': 75653, 'reputation': 1715, 'user_id': 216942, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/b5fab28c5a23755e31cc6377037ce144?s=256&d=identicon&r=PG', 'display_name': 'alok_dida', 'link': 'https://stackoverflow.com/users/216942/alok-dida'}",True,3619,3,3,1399392908,1341313653,1399392908.0,11309635,CC BY-SA 3.0,https://stackoverflow.com/questions/11309635/why-are-asp-net-mvc-3-exceptions-being-handled-twice,Why are ASP.NET MVC 3 exceptions being &#39;handled&#39; twice?,11323286.0,,,,
2061,"['c#', 'xml']","{'account_id': 1571416, 'reputation': 2657, 'user_id': 1459031, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/739fd20bc350270e5a8bc2f26ad12aa9?s=256&d=identicon&r=PG', 'display_name': 'Tom Rider', 'link': 'https://stackoverflow.com/users/1459031/tom-rider'}",True,8613,4,4,1399369606,1342443039,1342444303.0,11504697,CC BY-SA 3.0,https://stackoverflow.com/questions/11504697/change-the-xml-attribute-name-in,Change the xml attribute name in,11505887.0,,,,
2062,"['c#', 'asp.net-mvc-3', 'asp.net-membership', 'membership-provider']","{'account_id': 897913, 'reputation': 3157, 'user_id': 934777, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/753c88008729aeb2d0f1d049840a70c4?s=256&d=identicon&r=PG', 'display_name': 'JustAnotherDeveloper', 'link': 'https://stackoverflow.com/users/934777/justanotherdeveloper'}",True,17803,2,12,1399337377,1343393303,1343393956.0,11688098,CC BY-SA 3.0,https://stackoverflow.com/questions/11688098/assigning-roles-with-mvc-simplemembership,Assigning Roles with MVC SimpleMembership,17202983.0,,,,
2063,"['c#', 'audio', 'video', 'encoding']","{'account_id': 1663714, 'reputation': 101, 'user_id': 1531540, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AU8AV.jpg?s=256&g=1', 'display_name': 'Vijai Maurya', 'link': 'https://stackoverflow.com/users/1531540/vijai-maurya'}",True,1578,2,0,1399316263,1342524456,,11521508,CC BY-SA 3.0,https://stackoverflow.com/questions/11521508/getting-the-count-of-audio-and-video-stream-in-a-mp4-files-and-its-properties,Getting the Count of Audio and video stream in a .MP4 files and its properties,,,,,
2064,"['c#', 'wpf', 'avalondock']","{'account_id': 1661263, 'reputation': 3, 'user_id': 1529520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c06f3bc0925ec7571f3ec50778d95c37?s=256&d=identicon&r=PG', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/1529520/andy'}",True,347,1,-2,1399283095,1342457614,1399283095.0,11508910,,https://stackoverflow.com/questions/11508910/wpf-winform-c,"WPF, WinForm C#",11509360.0,1342570503.0,not a real question,,
2065,"['c#', '.net', 'wpf', 'styles', 'datatemplate']","{'account_id': 150230, 'reputation': 2431, 'user_id': 363274, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b529d44a2dd7f6f56ea2f36c7e2c6eb7?s=256&d=identicon&r=PG', 'display_name': 'gulbaek', 'link': 'https://stackoverflow.com/users/363274/gulbaek'}",True,2621,1,3,1399271101,1342516295,1399271101.0,11519377,CC BY-SA 3.0,https://stackoverflow.com/questions/11519377/datatemplate-with-style-and-datetriggers-from-code,DataTemplate with Style and DateTriggers from code,11519971.0,,,,
2066,"['c#', 'xml', 'linq', 'youtube', 'feed']","{'account_id': 690181, 'reputation': 1475, 'user_id': 560146, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/ddd9973ea8ac217af4ff6ff28fe4a8d0?s=256&d=identicon&r=PG', 'display_name': 'Arslan Pervaiz', 'link': 'https://stackoverflow.com/users/560146/arslan-pervaiz'}",True,1934,1,4,1399270064,1341163177,1399270064.0,11284114,CC BY-SA 3.0,https://stackoverflow.com/questions/11284114/parse-youtube-feeds-with-linq,Parse youtube feeds with linq,11284373.0,,,,
2067,"['c#', '.net', 'visual-studio']","{'account_id': 1425906, 'reputation': 2539, 'user_id': 1349442, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/e74bdfaf38cc8f49ce69ecc9eb8b9313?s=256&d=identicon&r=PG', 'display_name': '0x6B6F77616C74', 'link': 'https://stackoverflow.com/users/1349442/0x6b6f77616c74'}",True,220,3,-1,1399153869,1342086935,1342088118.0,11449347,CC BY-SA 3.0,https://stackoverflow.com/questions/11449347/namespace-specification,Namespace specification,11449386.0,,,,
2068,"['c#', 'vb.net']","{'account_id': 1666276, 'reputation': 1, 'user_id': 1533595, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad0624ab6a94a2bb192fa212b1a51e67?s=256&d=identicon&r=PG', 'display_name': 'Nurcky', 'link': 'https://stackoverflow.com/users/1533595/nurcky'}",True,1016,3,0,1399153846,1342587521,1342591405.0,11534523,CC BY-SA 3.0,https://stackoverflow.com/questions/11534523/converting-a-vb-net-project-to-c-net-project,Converting a vb.Net Project to C# .Net Project,,,,,
2069,"['c#', 'casting', 'long-integer', 'comparison-operators']","{'account_id': 49269, 'reputation': 45490, 'user_id': 146622, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/5240a4744cdf2fffb8bd36c0649fcab4?s=256&d=identicon&r=PG', 'display_name': 'Daniel A.A. Pelsmaeker', 'link': 'https://stackoverflow.com/users/146622/daniel-a-a-pelsmaeker'}",True,1856,2,6,1399133931,1343346997,1399133931.0,11679708,CC BY-SA 3.0,https://stackoverflow.com/questions/11679708/impossible-comparison-between-ulong-and-long-suddenly-possible,Impossible comparison between ulong and long suddenly possible,11679815.0,,,,
2070,"['c#', 'file-format']","{'account_id': 373582, 'reputation': 813, 'user_id': 723311, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/c81e085534b672ecabcb69b1443b190c?s=256&d=identicon&r=PG', 'display_name': 'VirtualWorld', 'link': 'https://stackoverflow.com/users/723311/virtualworld'}",True,1789,1,0,1399127476,1343228833,1399127476.0,11652839,CC BY-SA 3.0,https://stackoverflow.com/questions/11652839/parsing-idx-and-sub-formats-of-video-subtitle-files,Parsing idx and sub formats of video subtitle files?,11652965.0,,,,
2071,"['c#', 'sharepoint', 'sharepoint-2010']","{'account_id': 95431, 'reputation': 1305, 'user_id': 259913, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/80a77a0e130e5cf10e9c096f368f05d1?s=256&d=identicon&r=PG', 'display_name': 'Truezplaya', 'link': 'https://stackoverflow.com/users/259913/truezplaya'}",False,334,1,0,1399032329,1342164192,1399032329.0,11465913,CC BY-SA 3.0,https://stackoverflow.com/questions/11465913/spgridview-rendering,SPGridView Rendering,,,,,
2072,"['c#', 'winforms', 'c#-4.0', 'visual-studio-2012']","{'account_id': 1377665, 'reputation': 2886, 'user_id': 1311339, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/6b53bc0022484d382ea2931ff1329b8a?s=256&d=identicon&r=PG', 'display_name': 'Faraday', 'link': 'https://stackoverflow.com/users/1311339/faraday'}",True,276,1,0,1399022129,1342576336,1399022129.0,11533248,CC BY-SA 3.0,https://stackoverflow.com/questions/11533248/setting-control-cursor-isnt-working-as-expected,Setting Control.Cursor isn&#39;t working as expected,11960093.0,,,,
2073,"['c#', 'java', 'binary']","{'account_id': 1636536, 'reputation': 23, 'user_id': 1509872, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/13c045c8fb1454e176c8842d4da18e3c?s=256&d=identicon&r=PG', 'display_name': 'user1509872', 'link': 'https://stackoverflow.com/users/1509872/user1509872'}",True,2598,3,2,1398954291,1341746449,1341748703.0,11382728,CC BY-SA 3.0,https://stackoverflow.com/questions/11382728/reading-c-binary-files-in-java,reading c# binary files in java,11382928.0,,,,
2074,"['c#', 'wpf', 'cursor']","{'account_id': 1327442, 'reputation': 104988, 'user_id': 1420197, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/84352b749bca68ff058e27fca784d2d5?s=256&d=identicon&r=PG', 'display_name': 'Ionică Bizău', 'link': 'https://stackoverflow.com/users/1420197/ionic%c4%83-biz%c4%83u'}",True,200,1,1,1398929167,1343051904,1398929167.0,11614019,CC BY-SA 3.0,https://stackoverflow.com/questions/11614019/selecting-all-mouse-cursor-types-one-by-one,Selecting all mouse cursor types (one by one),11614142.0,,,,
2075,"['c#', 'asp.net-mvc-3', 'mvc-mini-profiler']","{'account_id': 29168, 'reputation': 1496, 'user_id': 78578, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/9c193072deae064c7cbf3eaa14c3aa38?s=256&d=identicon&r=PG', 'display_name': 'dimoss', 'link': 'https://stackoverflow.com/users/78578/dimoss'}",False,239,1,4,1398856794,1342244107,,11481356,CC BY-SA 3.0,https://stackoverflow.com/questions/11481356/miniprofiler-with-a-reliablesqlconnection,MiniProfiler with a ReliableSqlConnection,,,,,
2076,"['c#', '.net']","{'account_id': 1345850, 'reputation': 1111, 'user_id': 1286625, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/54800f29f8819978db5a4ec6296c2815?s=256&d=identicon&r=PG', 'display_name': 'Nemo', 'link': 'https://stackoverflow.com/users/1286625/nemo'}",True,8307,5,2,1398777032,1342547694,,11528122,CC BY-SA 3.0,https://stackoverflow.com/questions/11528122/escape-character-for-sql-in-c,Escape Character for SQL in C#,11528189.0,,,,
2077,"['c#', 'browser', 'moq', 'httpcontext']","{'account_id': 1236597, 'reputation': 1722, 'user_id': 1200072, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/hpXup.jpg?s=256&g=1', 'display_name': 'Hans Leautaud', 'link': 'https://stackoverflow.com/users/1200072/hans-leautaud'}",True,3212,2,1,1398752729,1342553188,,11529457,CC BY-SA 3.0,https://stackoverflow.com/questions/11529457/mock-user-agent,Mock User Agent,11608369.0,,,,
2078,"['c#', 'winforms', 'datagridview']","{'account_id': 1211433, 'reputation': 33582, 'user_id': 1179880, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/02d09848db9f59fa45d61d9c4100e779?s=256&d=identicon&r=PG', 'display_name': 'whytheq', 'link': 'https://stackoverflow.com/users/1179880/whytheq'}",True,14898,1,0,1398528099,1342703736,1342708831.0,11561680,CC BY-SA 3.0,https://stackoverflow.com/questions/11561680/deleting-all-the-data-from-a-datagridview,Deleting all the data from a datagridview,11563097.0,,,,
2079,"['c#', 'sql-server', 'asp.net-mvc-3', 'sql-server-2008', 'nhibernate']","{'account_id': 47543, 'reputation': 35866, 'user_id': 140877, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/317698d41135bf29fb65324a437ecfa7?s=256&d=identicon&r=PG', 'display_name': 'ryudice', 'link': 'https://stackoverflow.com/users/140877/ryudice'}",True,3043,2,2,1398506648,1342452546,,11507494,CC BY-SA 3.0,https://stackoverflow.com/questions/11507494/sql-server-stops-responding-and-server-freezes,SQL Server stops responding and server freezes,11507717.0,,,,
2080,"['c#', 'active-directory']","{'account_id': 1670839, 'reputation': 1, 'user_id': 1537331, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dfdf47b0bc5bf3f0ab6df8abd6a4be4?s=256&d=identicon&r=PG', 'display_name': 'user1537331', 'link': 'https://stackoverflow.com/users/1537331/user1537331'}",False,938,1,0,1398446060,1342687997,1398446060.0,11557193,CC BY-SA 3.0,https://stackoverflow.com/questions/11557193/searching-users-in-multiple-ous-in-active-directory,Searching Users in Multiple OUS in Active Directory,,,,,
2081,"['c#', 'sqlite', 'select']","{'account_id': 1601744, 'reputation': 5727, 'user_id': 1482644, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/JCVfg.png?s=256&g=1', 'display_name': 'CC Inc', 'link': 'https://stackoverflow.com/users/1482644/cc-inc'}",True,5214,2,0,1398401517,1343259010,,11660224,CC BY-SA 3.0,https://stackoverflow.com/questions/11660224/c-optimize-sqlite-select-statement,c# - Optimize SQLite Select statement,11660382.0,,,,
2082,"['c#', 'vb.net', 'vba', 'vb6', 'vbscript']","{'account_id': 77000, 'reputation': 4808, 'user_id': 220064, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e0e681312d75b50e32fc4b31aa731dd0?s=256&d=identicon&r=PG', 'display_name': 'Erx_VB.NExT.Coder', 'link': 'https://stackoverflow.com/users/220064/erx-vb-next-coder'}",True,678,3,-4,1398396443,1341609468,1341652028.0,11369761,,https://stackoverflow.com/questions/11369761/for-loop-skipping-last-iteration-in-vb-baffled-code-included-tested-still-no,"For Loop SKIPPING Last Iteration in VB (baffled) Code Included, Tested, Still Not Working",11369834.0,1341711498.0,not constructive,,
2083,"['c#', 'asp.net', 'asp.net-mvc-3', 'unit-testing']","{'account_id': 978328, 'reputation': 15876, 'user_id': 998696, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/5qUsA.png?s=256&g=1', 'display_name': 'Snake Eyes', 'link': 'https://stackoverflow.com/users/998696/snake-eyes'}",True,8474,1,3,1398370123,1343046754,1343048128.0,11612608,CC BY-SA 3.0,https://stackoverflow.com/questions/11612608/unit-test-for-login-in-asp-net-mvc-3,Unit Test for login in asp.net mvc 3,11612710.0,,,,
2084,"['c#', 'wpf', 'datagridview', 'mouse', 'emulation']","{'account_id': 904285, 'reputation': 488, 'user_id': 939539, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/3324baf97a52b33f95a1ff15bdcfbcf7?s=256&d=identicon&r=PG', 'display_name': 'sonseiya', 'link': 'https://stackoverflow.com/users/939539/sonseiya'}",True,2160,2,5,1398348337,1342047414,1342047990.0,11442768,CC BY-SA 3.0,https://stackoverflow.com/questions/11442768/emulate-double-click-event-in-datagrid-with-touchdown,Emulate double click event in Datagrid with touchDown,11442848.0,,,,
2085,"['c#', 'udp', 'windows-ce', 'multicast']","{'account_id': 1542459, 'reputation': 4229, 'user_id': 1436783, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/16eb28411a58d1c241403ca85a8ede20?s=256&d=identicon&r=PG', 'display_name': 'swordholder', 'link': 'https://stackoverflow.com/users/1436783/swordholder'}",True,2655,1,0,1398293469,1343653552,1398293469.0,11722221,CC BY-SA 3.0,https://stackoverflow.com/questions/11722221/c-udp-multicast,C# UDP multicast,,,,,
2086,"['c#', '.net', 'windows-runtime', 'windows-store-apps']","{'account_id': 1255126, 'reputation': 321, 'user_id': 1214764, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/aa5585b9e64e977d99386283c7c79f2d?s=256&d=identicon&r=PG', 'display_name': 'Tomas', 'link': 'https://stackoverflow.com/users/1214764/tomas'}",False,166,1,0,1398270316,1343678116,1398270316.0,11728644,CC BY-SA 3.0,https://stackoverflow.com/questions/11728644/c-metro-implementing-background-service,C#/Metro implementing background service,,,,,
2087,"['c#', 'jscript']","{'user_type': 'does_not_exist', 'display_name': 'user1290660'}",True,531,3,-2,1398265955,1343318570,1343319254.0,11673394,CC BY-SA 3.0,https://stackoverflow.com/questions/11673394/jscript-net-code-in-c-with-reflection,jscript.net code in c# with reflection,,,,,
2088,"['c#', 'mysql']","{'user_type': 'does_not_exist', 'display_name': 'user222427'}",True,902,3,2,1398254700,1342190580,,11472768,CC BY-SA 3.0,https://stackoverflow.com/questions/11472768/mysql-connection-will-not-close,MySQL Connection will not close,11473336.0,,,,
2089,"['c#', 'xaml', 'windows-8', 'windows-runtime', 'winrt-xaml']","{'account_id': 123142, 'reputation': 2526, 'user_id': 317428, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/kq23N.jpg?s=256&g=1', 'display_name': 'Ren&#233; Stalder', 'link': 'https://stackoverflow.com/users/317428/ren%c3%a9-stalder'}",True,4817,2,1,1398210449,1342879935,1398210449.0,11592911,CC BY-SA 3.0,https://stackoverflow.com/questions/11592911/metro-ui-xaml-textblock-background,Metro UI XAML TextBlock Background,,,,,
2090,"['c#', 'asynchronous', 'stateless']","{'account_id': 1622578, 'reputation': 29, 'user_id': 1498842, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3a723b387c4c1e211b1dfc9a5acc04b?s=256&d=identicon&r=PG', 'display_name': 'Ice Croft', 'link': 'https://stackoverflow.com/users/1498842/ice-croft'}",True,743,1,2,1398186357,1341387739,1398185295.0,11324547,CC BY-SA 3.0,https://stackoverflow.com/questions/11324547/stateless-or-stateful-c-actors,Stateless or stateful C# actors,,,,,
2091,"['c#', 'asynchronous', 'windows-runtime', 'task-parallel-library', 'async-await']","{'account_id': 1262576, 'reputation': 721, 'user_id': 1220506, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fc6181738a68beb3cac5b57cf6d5cef?s=256&d=identicon&r=PG', 'display_name': 'ofer', 'link': 'https://stackoverflow.com/users/1220506/ofer'}",True,2636,1,1,1398185707,1341501426,1398185707.0,11347368,CC BY-SA 3.0,https://stackoverflow.com/questions/11347368/virtual-async-methods-in-metro-c,Virtual async methods in metro c#,,,,,
2092,"['c#', 'linq', 'lambda']","{'account_id': 238901, 'reputation': 32903, 'user_id': 508127, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/322fd5def39c5f01ff5f0e9e94fdeb94?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/508127/thomas'}",True,11685,6,3,1398176419,1341472124,,11339366,CC BY-SA 3.0,https://stackoverflow.com/questions/11339366/convert-a-datatable-to-ilist-c,Convert a datatable to IList c#,11339420.0,,,,
2093,"['c#', 'email']","{'account_id': 1484421, 'reputation': 345, 'user_id': 1392964, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/b77a6cc6a996bcfba06791e2c69db541?s=256&d=identicon&r=PG', 'display_name': 'Bac Clunky', 'link': 'https://stackoverflow.com/users/1392964/bac-clunky'}",True,806,2,0,1398171236,1341543607,1398171236.0,11355281,,https://stackoverflow.com/questions/11355281/auto-sending-email-application,Auto sending email application,,1341578504.0,not a real question,,
2094,"['c#', '.net', 'winforms', 'compact-framework']","{'account_id': 122827, 'reputation': 978, 'user_id': 316889, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/sEPgj.jpg?s=256&g=1', 'display_name': 'Leandro Gomide', 'link': 'https://stackoverflow.com/users/316889/leandro-gomide'}",True,1346,4,1,1398072663,1342711566,1342715832.0,11564109,CC BY-SA 3.0,https://stackoverflow.com/questions/11564109/how-to-create-a-control-properly-from-other-thread-net-compact-framework-wit,"How to create a control properly from other thread (.net compact framework), with no reference to other control?",11565273.0,,,,
2095,"['c#', 'memory', 'memory-leaks']","{'account_id': 1552424, 'reputation': 352, 'user_id': 1444515, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/7eb25b92d0de830202d6210aa88b48e1?s=256&d=identicon&r=PG', 'display_name': 'oMatrix', 'link': 'https://stackoverflow.com/users/1444515/omatrix'}",True,2405,3,1,1398026965,1341756431,1398026965.0,11383739,CC BY-SA 3.0,https://stackoverflow.com/questions/11383739/c-winform-memory-leak,C# WinForm Memory Leak,11383804.0,,,,
2096,"['c#', 'image-processing', 'multidimensional-array', 'pixel']","{'account_id': 1173484, 'reputation': 285, 'user_id': 1150071, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/58e166964cdaf7842c2b25bf3b1ad623?s=256&d=identicon&r=PG', 'display_name': 'user1150071', 'link': 'https://stackoverflow.com/users/1150071/user1150071'}",False,433,1,0,1398015617,1341905156,1341909380.0,11408484,CC BY-SA 3.0,https://stackoverflow.com/questions/11408484/get-information-from-a-graph-image,Get information from a graph image,,,,,
2097,"['c#', '.net', 'windows', 'windows-services']","{'account_id': 113488, 'reputation': 2822, 'user_id': 298875, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dc2b5374b8c24a20577346b9b1e4891f?s=256&d=identicon&r=PG', 'display_name': 'loki', 'link': 'https://stackoverflow.com/users/298875/loki'}",True,3417,1,1,1397978940,1342163146,1397978940.0,11465674,CC BY-SA 3.0,https://stackoverflow.com/questions/11465674/how-to-solve-stopped-windows-service-clr-dll-error,How to solve stopped windows service &#39;clr.dll error?,11465780.0,,,,
2098,"['c#', '.net', 'string', 'process', 'filestream']","{'account_id': 1566961, 'reputation': 6709, 'user_id': 1455529, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/d0c9495c2b4db2649eec2b9ca8d956c9?s=256&d=identicon&r=PG', 'display_name': 'TtT23', 'link': 'https://stackoverflow.com/users/1455529/ttt23'}",False,596,1,4,1397887861,1343311368,,11671020,CC BY-SA 3.0,https://stackoverflow.com/questions/11671020/how-to-clear-a-text-file-that-is-being-used-by-another-process,How to clear a text file that is being used by another process,,,,,
2099,"['c#', 'wpf', 'themes', 'expression-blend']","{'account_id': 37568, 'reputation': 4289, 'user_id': 107421, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/31707954c9951b4b73a70d35c66e5bc8?s=256&d=identicon&r=PG', 'display_name': 'JimDel', 'link': 'https://stackoverflow.com/users/107421/jimdel'}",True,10938,4,7,1397814826,1343511360,1343516406.0,11704835,CC BY-SA 3.0,https://stackoverflow.com/questions/11704835/how-do-i-use-the-elysium-project,How do I use the Elysium Project?,11705059.0,,,,
2100,"['c#', 'concurrency', 'semaphore']","{'account_id': 97309, 'reputation': 4127, 'user_id': 264022, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/05d66a001de1c03c6d081dc25c2271f6?s=256&d=identicon&r=PG', 'display_name': 'Cine', 'link': 'https://stackoverflow.com/users/264022/cine'}",True,101,3,0,1397794177,1341285859,1397794177.0,11304052,CC BY-SA 3.0,https://stackoverflow.com/questions/11304052/only-one-program-at-a-time,Only one program at a time,11304081.0,,,,
