,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
1743,"['c#', '.net', 'winapi', 'copy']","{'account_id': 1393816, 'reputation': 13895, 'user_id': 1324019, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/c3d0466ace0d2e8bfb8a5b089188e725?s=256&d=identicon&r=PG', 'display_name': 'Mansfield', 'link': 'https://stackoverflow.com/users/1324019/mansfield'}",True,1968,2,2,1423583430,1335544766,10354610,CC BY-SA 3.0,https://stackoverflow.com/questions/10354610/copyfileex-the-parameter-is-invalid-error,CopyFileEx &quot;The parameter is invalid&quot; error,10354763.0,1495542698.0,,,,,
1744,"['c#', 'dll', 'configuration', 'automapper', 'gac']","{'account_id': 1064885, 'reputation': 1138, 'user_id': 1065718, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/afa52bc8d8bc59fb6f657d2881c32ad7?s=256&d=identicon&r=PG', 'display_name': 'stvn', 'link': 'https://stackoverflow.com/users/1065718/stvn'}",False,2062,1,4,1423411426,1334849503,10231551,CC BY-SA 3.0,https://stackoverflow.com/questions/10231551/initialize-automapper-from-a-gac-class-library,Initialize Automapper from a (GAC) Class library,,1334905805.0,,,,,
1745,"['c#', 'asp.net', 'form-authentication']","{'account_id': 292134, 'reputation': 52, 'user_id': 594715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6f75a0728386845827cc0ebed040ba9?s=256&d=identicon&r=PG', 'display_name': 'DileepKumar', 'link': 'https://stackoverflow.com/users/594715/dileepkumar'}",False,1293,1,1,1423236068,1333438728,9989044,CC BY-SA 3.0,https://stackoverflow.com/questions/9989044/resetting-users-password-in-forms-authentication-asp-net-c,Resetting users password in forms authentication asp.net C#,,1333444643.0,,,,,
1746,"['c#', 'string', 'validation', 'xaml', 'textbox']","{'account_id': 1192202, 'reputation': 11, 'user_id': 1164706, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/025980287bf9ae249ece6df4a550cb56?s=256&d=identicon&r=PG', 'display_name': 'user1164706', 'link': 'https://stackoverflow.com/users/1164706/user1164706'}",False,1687,2,0,1423134555,1333964099,10071386,CC BY-SA 3.0,https://stackoverflow.com/questions/10071386/validating-a-xaml-textbox-richtextbox-to-accept-an-email-address,Validating a XAML TextBox/RichTextBox to accept an email address?,,1334282139.0,,,,,
1747,"['c#', 'winforms', 'gdi+']","{'account_id': 262404, 'reputation': 2566, 'user_id': 547239, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/2GBha.png?s=256&g=1', 'display_name': 'Pankaj', 'link': 'https://stackoverflow.com/users/547239/pankaj'}",True,13232,2,2,1422828207,1334693459,10198381,CC BY-SA 3.0,https://stackoverflow.com/questions/10198381/resizing-a-rectangle-while-dragging-on-windows-form,Resizing a Rectangle while dragging on Windows Form,10199293.0,,,,,,
1748,"['c#', 'windows-phone-7', 'event-handling']","{'account_id': 1206279, 'reputation': 554, 'user_id': 1175850, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/75060ecd913f48a6d72441dd7cc10c35?s=256&d=identicon&r=PG&f=1', 'display_name': 'roqstr', 'link': 'https://stackoverflow.com/users/1175850/roqstr'}",True,22358,2,2,1422551256,1333277510,9963809,CC BY-SA 3.0,https://stackoverflow.com/questions/9963809/value-changed-eventhandler,value changed eventhandler,9965094.0,1333293332.0,,,,,
1749,"['c#', 'entity-framework', 'asp.net-mvc-4', 'entity-framework-5']","{'account_id': 1402541, 'reputation': 676, 'user_id': 1331034, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4835450e73872db8b2a1ff60fdda8f12?s=256&d=identicon&r=PG', 'display_name': 'whodares', 'link': 'https://stackoverflow.com/users/1331034/whodares'}",True,11055,3,6,1422548999,1335350589,10314032,CC BY-SA 3.0,https://stackoverflow.com/questions/10314032/entity-framework-5-stored-procedure-with-multiple-result-sets,Entity Framework 5 stored procedure with multiple result sets,,1335382765.0,,,,,
1750,"['c#', 'list', 'sorting', 'weighted']","{'account_id': 1270053, 'reputation': 692, 'user_id': 1226583, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/cb376289de7dfb24d243f814aa1d08ff?s=256&d=identicon&r=PG', 'display_name': 'benjgorman', 'link': 'https://stackoverflow.com/users/1226583/benjgorman'}",True,1521,2,2,1422530285,1334366585,10150222,CC BY-SA 3.0,https://stackoverflow.com/questions/10150222/how-to-sort-a-collection-of-objects-which-has-to-be-sorted-based-on-some-consta,"How to sort a collection of objects, which has to be sorted based on some constantly changing parameters",10150286.0,,,,,,
1751,"['c#', 'ncalc']","{'account_id': 1180269, 'reputation': 179, 'user_id': 1155331, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/6240edc4b9b0a966d6e1f2f7d239a412?s=256&d=identicon&r=PG', 'display_name': 'balan', 'link': 'https://stackoverflow.com/users/1155331/balan'}",False,4025,2,0,1422457783,1334711518,10201449,CC BY-SA 3.0,https://stackoverflow.com/questions/10201449/overriding-if-statement-in-ncalc,Overriding &quot;if&quot; statement in NCalc,,1334711896.0,,,,,
1752,"['c#', '.net', 'garbage-collection', 'ninject', 'idisposable']","{'account_id': 135731, 'reputation': 856, 'user_id': 338802, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/X0JTr.jpg?s=256&g=1', 'display_name': 'Nate222', 'link': 'https://stackoverflow.com/users/338802/nate222'}",True,13684,1,33,1422399927,1334861381,10234802,CC BY-SA 3.0,https://stackoverflow.com/questions/10234802/guidelines-for-dispose-and-ninject,Guidelines For Dispose() and Ninject,10242470.0,1403822571.0,,,,,
1753,"['c#', 'fluent-nhibernate', 'nunit', 'fluent-nhibernate-mapping']","{'account_id': 477286, 'reputation': 397, 'user_id': 888689, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/af52822f007b07bd496b0cdbc80c1160?s=256&d=identicon&r=PG', 'display_name': 'Seraph812', 'link': 'https://stackoverflow.com/users/888689/seraph812'}",True,7444,1,4,1422378670,1334862357,10235037,CC BY-SA 3.0,https://stackoverflow.com/questions/10235037/invalid-index-for-this-sqlparametercollection-with-count,Invalid index for this SqlParameterCollection with Count,10306114.0,1334927180.0,,,,,
1754,"['c#', 'winforms']","{'account_id': 1236733, 'reputation': 1480, 'user_id': 1200185, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/y59qP.jpg?s=256&g=1', 'display_name': 'Alternatex', 'link': 'https://stackoverflow.com/users/1200185/alternatex'}",True,3260,3,5,1422351050,1335451300,10335753,CC BY-SA 3.0,https://stackoverflow.com/questions/10335753/is-there-any-way-to-visually-divide-the-items-in-a-combobox,Is there any way to visually divide the items in a comboBox?,,1422351050.0,,,,,
1755,"['c#', 'asp.net', 'mocking', 'moq']","{'account_id': 325334, 'reputation': 1452, 'user_id': 646452, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/92d0ed9ff40db14fe1243ebc4bfdeae9?s=256&d=identicon&r=PG', 'display_name': 'David McLean', 'link': 'https://stackoverflow.com/users/646452/david-mclean'}",True,528,2,0,1422257014,1333359701,9974098,CC BY-SA 3.0,https://stackoverflow.com/questions/9974098/moq-multi-interfaces,Moq multi interfaces,9974247.0,1333553010.0,,,,,
1756,"['c#', '.net', 'char']","{'account_id': 1426790, 'reputation': 197, 'user_id': 1350082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81ecc74bf8e4e2d89d5700e263b668b1?s=256&d=identicon&r=PG', 'display_name': 'speeder1987', 'link': 'https://stackoverflow.com/users/1350082/speeder1987'}",True,711,4,4,1421954210,1335129937,10272252,CC BY-SA 3.0,https://stackoverflow.com/questions/10272252/using-a-char-value-to-compare-to-a-variable-name-in-c,using a char value to compare to a variable name in c#?,,1421954210.0,,,,,
1757,['c#'],"{'account_id': 1443065, 'reputation': 806, 'user_id': 1362560, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/udaOQ.png?s=256&g=1', 'display_name': 'idik', 'link': 'https://stackoverflow.com/users/1362560/idik'}",True,581,3,1,1421954135,1335599920,10361712,CC BY-SA 3.0,https://stackoverflow.com/questions/10361712/project-euler-number-10,Project euler number 10#,10361784.0,1421954135.0,,,,,
1758,"['c#', 'entity-framework']","{'account_id': 1175919, 'reputation': 535, 'user_id': 1151969, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ed22ef25eb1eda612e5b5a8196a106fd?s=256&d=identicon&r=PG', 'display_name': 'Evgeniy', 'link': 'https://stackoverflow.com/users/1151969/evgeniy'}",True,9531,1,9,1421834114,1335177821,10279042,CC BY-SA 3.0,https://stackoverflow.com/questions/10279042/entity-framework-5-dbupdateexception-null-value-for-non-nullable-member,Entity Framework 5 DbUpdateException: Null value for non-nullable member,12273708.0,1421834114.0,,,,,
1759,"['c#', 'asp.net-mvc', 'visual-studio-2010']","{'account_id': 69677, 'reputation': 4577, 'user_id': 202609, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/63aec32bac73fc31dc3212fa0351e4a7?s=256&d=identicon&r=PG', 'display_name': 'robasta', 'link': 'https://stackoverflow.com/users/202609/robasta'}",True,535,3,0,1421829603,1333529229,10007748,CC BY-SA 3.0,https://stackoverflow.com/questions/10007748/vs2010-project-doesnt-build-but-doesnt-show-any-errors-or-warnings,VS2010 Project doesnt build but doesnt show any errors or warnings,10008261.0,,,,,,
1760,"['c#', 'asp.net-mvc', 'datetime', 'model-view-controller', 'data-annotations']","{'account_id': 1228831, 'reputation': 4251, 'user_id': 1193841, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9b9ef3d6871aff9a24b5e9dff8959ae9?s=256&d=identicon&r=PG', 'display_name': 'InspiredBy', 'link': 'https://stackoverflow.com/users/1193841/inspiredby'}",True,5072,1,1,1421793581,1335201950,10285243,CC BY-SA 3.0,https://stackoverflow.com/questions/10285243/set-maximum-datetime-on-a-field-in-mvc-application-via-dataannotations,Set Maximum DateTime on a field in MVC application via DataAnnotations,10285452.0,1421793581.0,,,,,
1761,"['c#', 'asp.net-mvc-3', 'razor']","{'account_id': 450956, 'reputation': 3881, 'user_id': 846565, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/b774c9b2cc6cfc44dbee4a10ef525594?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ctrl_Alt_Defeat', 'link': 'https://stackoverflow.com/users/846565/ctrl-alt-defeat'}",True,7090,5,0,1421784314,1335777892,10381287,CC BY-SA 3.0,https://stackoverflow.com/questions/10381287/asp-net-mvc-3-display-a-string-value-as-bool,ASP.NET MVC 3 - Display a string value as Bool,10381369.0,,,,,,
1762,"['c#', 'asp.net', '.net', 'asp.net-membership', 'vb.net-2010']","{'account_id': 1238770, 'reputation': 599, 'user_id': 1278638, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/vIfLd.jpg?s=256&g=1', 'display_name': 'Reven', 'link': 'https://stackoverflow.com/users/1278638/reven'}",False,573,1,0,1421783033,1335355771,10315290,CC BY-SA 3.0,https://stackoverflow.com/questions/10315290/membership-create-user-providererror,Membership create user providerError,,1335357234.0,,,,,
1763,"['c#', '.net', 'asp.net-mvc', 'asp.net-mvc-3', 'fluentvalidation']","{'account_id': 886807, 'reputation': 2475, 'user_id': 926064, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/8Oig6.png?s=256&g=1', 'display_name': 'Luciano', 'link': 'https://stackoverflow.com/users/926064/luciano'}",False,3237,0,1,1421674014,1335304343,10306547,CC BY-SA 3.0,https://stackoverflow.com/questions/10306547/performance-facts-between-fluent-validation-and-data-annotation,Performance facts between Fluent Validation and Data Annotation,,1421674014.0,,,,,
1764,"['c#', 'regex']","{'account_id': 218383, 'reputation': 2451, 'user_id': 474679, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/VrBsE.jpg?s=256&g=1', 'display_name': 'ARZ', 'link': 'https://stackoverflow.com/users/474679/arz'}",True,658,2,5,1421519332,1334554099,10169092,CC BY-SA 3.0,https://stackoverflow.com/questions/10169092/split-multi-lingual-string-using-regex-to-uni-lingual-tokens,Split multi-lingual string using Regex to uni-lingual tokens,10169217.0,1334588377.0,,,,,
1765,"['c#', '.net', 'dynamic', 'rdlc', 'dynamic-rdlc-generation']","{'account_id': 1430599, 'reputation': 11, 'user_id': 1353095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24b97bb664036753387d6b9504e9938c?s=256&d=identicon&r=PG', 'display_name': 'Mohana Krishna', 'link': 'https://stackoverflow.com/users/1353095/mohana-krishna'}",False,1234,1,1,1421477379,1335253520,10293788,CC BY-SA 3.0,https://stackoverflow.com/questions/10293788/how-to-create-generic-rdlc-templates-with-dynamic-data-tables-generated-at-run-t,How to create generic rdlc templates with dynamic data tables generated at run time?,,1335264985.0,,,,,
1766,"['c#', 'asp.net', 'asp.net-mvc-3']","{'account_id': 1157175, 'reputation': 335, 'user_id': 1137472, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/21d2fc314f652d10a85ef0f67e1c45b6?s=256&d=identicon&r=PG', 'display_name': 'user1137472', 'link': 'https://stackoverflow.com/users/1137472/user1137472'}",True,2360,2,3,1421252204,1333655564,10035080,CC BY-SA 3.0,https://stackoverflow.com/questions/10035080/edit-primary-key,Edit Primary Key,10035148.0,,,,,,
1767,"['c#', 'winforms', 'textbox', 'focus']","{'account_id': 363242, 'reputation': 1393, 'user_id': 706867, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/o7im6.jpg?s=256&g=1', 'display_name': 'Darj', 'link': 'https://stackoverflow.com/users/706867/darj'}",True,6891,6,4,1421230957,1335387322,10323629,CC BY-SA 3.0,https://stackoverflow.com/questions/10323629/c-how-to-deselect-and-defocus-textbox,C#: How to deselect and defocus textbox?,10324570.0,,,,,,
1768,"['c#', 'asp.net-mvc-3', 'sqlite', 'spring.net']","{'account_id': 380553, 'reputation': 2935, 'user_id': 734648, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/332a70c89986b27ff2599794f71e62d5?s=256&d=identicon&r=PG', 'display_name': 'Tobias', 'link': 'https://stackoverflow.com/users/734648/tobias'}",True,3973,1,5,1421174370,1335249408,10292875,CC BY-SA 4.0,https://stackoverflow.com/questions/10292875/unable-to-open-database-sqlite-in-asp-net-mvc3-app-using-spring-net,Unable to open database (sqlite) in asp.net mvc3 app using spring.net,10305433.0,1592644375.0,,,,,
1769,"['c#', 'python', 'com', 'printing', 'automation']","{'account_id': 394237, 'reputation': 9237, 'user_id': 756566, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/0d46603fb8d0a3a068ff4875b9c74421?s=256&d=identicon&r=PG', 'display_name': 'Steven Matthews', 'link': 'https://stackoverflow.com/users/756566/steven-matthews'}",True,2169,3,0,1421173525,1334064405,10089708,CC BY-SA 3.0,https://stackoverflow.com/questions/10089708/most-efficient-way-to-install-multiple-printers-programmatically,Most efficient way to install multiple printers programmatically,,,,,,,
1770,"['c#', 'mysql', 'binary', '.net-2.0', 'parameterized-query']","{'account_id': 335069, 'reputation': 68219, 'user_id': 661933, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/a60e16ef8a1f18164882bfbc7d1a1ea1?s=256&d=identicon&r=PG', 'display_name': 'nawfal', 'link': 'https://stackoverflow.com/users/661933/nawfal'}",True,1819,2,0,1421138939,1334663275,10190622,CC BY-SA 3.0,https://stackoverflow.com/questions/10190622/how-to-pass-objects-byte-array-in-query-if-query-is-not-parameterized,how to pass objects (byte array) in query if query is not parameterized?,10191104.0,,,,,,
1771,"['c#', 'visualsvn']","{'account_id': 1125787, 'reputation': 83, 'user_id': 1113106, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c754a683f1acc5c025968065580381e3?s=256&d=identicon&r=PG', 'display_name': 'naani', 'link': 'https://stackoverflow.com/users/1113106/naani'}",True,1902,1,1,1421051471,1335767176,10379391,CC BY-SA 3.0,https://stackoverflow.com/questions/10379391/how-to-import-local-files-to-svn-with-sharpsvn-using-c-net,How to import local files to SVN with sharpsvn using C#.NET,10396201.0,,,,,,
1772,"['c#', 'windows-phone-7', 'live', 'onedrive']","{'account_id': 934801, 'reputation': 463, 'user_id': 963935, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/9dedb3c5abe860986dc81b623677b3fe?s=256&d=identicon&r=PG', 'display_name': 'user963935', 'link': 'https://stackoverflow.com/users/963935/user963935'}",False,235,1,2,1420971944,1334603029,10180050,CC BY-SA 3.0,https://stackoverflow.com/questions/10180050/windows-phone-live-control-signinbutton-how-to-prevent-it-from-connecting-to,Windows Phone Live control: SignInButton - how to prevent it from connecting to internet?,,1418754479.0,,,,,
1773,"['c#', 'asp.net', 'listview', 'objectdatasource', 'findcontrol']","{'user_type': 'does_not_exist', 'display_name': 'user888298'}",True,1348,1,1,1420836264,1335049117,10263779,CC BY-SA 3.0,https://stackoverflow.com/questions/10263779/find-listview-datapager-objectdatasource-in-different-content-controls,"Find ListView, DataPager, ObjectDataSource in Different Content Controls",10263881.0,1420836264.0,,,,,
1774,"['c#', 'api', 'space', 'volume']","{'account_id': 25797, 'reputation': 2584, 'user_id': 66607, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2152249ad2a348dab79eb7fd76a14250?s=256&d=identicon&r=PG', 'display_name': 'SmartK8', 'link': 'https://stackoverflow.com/users/66607/smartk8'}",True,576,1,3,1420769933,1333361487,9974503,CC BY-SA 3.0,https://stackoverflow.com/questions/9974503/how-to-get-free-space-on-a-disk-volume-without-letter-assigned,How to get free space on a disk volume without letter assigned?,27852869.0,1420768332.0,,,,,
1775,"['c#', 'vb.net', 'hex', 'constants']","{'account_id': 253665, 'reputation': 1751, 'user_id': 532527, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/6ef89d5fdf1c00312f4a7640bf641b52?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/532527/ali'}",True,38190,2,37,1420737257,1334898531,10240587,CC BY-SA 3.0,https://stackoverflow.com/questions/10240587/declaring-a-hex-constant-in-vb-net,Declaring a hex constant in VB.NET,10240636.0,1420737136.0,,,,,
1776,"['c#', '.net', 'windows']","{'account_id': 179399, 'reputation': 7084, 'user_id': 412036, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/Y70j1.jpg?s=256&g=1', 'display_name': 'Gorgsenegger', 'link': 'https://stackoverflow.com/users/412036/gorgsenegger'}",True,4744,3,5,1420639490,1333897823,10063847,CC BY-SA 3.0,https://stackoverflow.com/questions/10063847/why-is-process-mainwindowtitle-always-empty-for-all-but-one-window,Why is Process.MainWindowTitle always empty for all but one window?,10064515.0,1495542015.0,,,,,
1777,"['c#', 'asp.net-mvc', 'reference', 'ms-word']","{'account_id': 1397203, 'reputation': 9, 'user_id': 1326755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2dadcfd350185b97015e2dc071d27b7e?s=256&d=identicon&r=PG', 'display_name': 'user1326755', 'link': 'https://stackoverflow.com/users/1326755/user1326755'}",True,2294,3,1,1420616211,1334154314,10107928,CC BY-SA 3.0,https://stackoverflow.com/questions/10107928/how-to-work-with-word-document-in-the-c,how to work with Word Document in the C#,,1342274689.0,,,,,
1778,"['c#', 'dotnetnuke', 'windows-authentication']","{'account_id': 1158389, 'reputation': 240, 'user_id': 1138411, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b210fb4849fd5a405cb99f6c248a4330?s=256&d=identicon&r=PG', 'display_name': 'Matus Nemcik', 'link': 'https://stackoverflow.com/users/1138411/matus-nemcik'}",True,1729,2,2,1420588611,1335418408,10327747,CC BY-SA 3.0,https://stackoverflow.com/questions/10327747/dnn-and-windows-authentication,DNN and windows authentication,,,,,,,
1779,"['c#', 'wpf', 'xaml']","{'account_id': 451349, 'reputation': 23579, 'user_id': 847200, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ac14814bcfc842f847af55f9b3ad55b5?s=256&d=identicon&r=PG', 'display_name': 'Arsen Zahray', 'link': 'https://stackoverflow.com/users/847200/arsen-zahray'}",True,533,1,1,1420558373,1334136636,10103302,CC BY-SA 3.0,https://stackoverflow.com/questions/10103302/how-to-bind-images-tooltip-to-exception-error-message-in-xaml,How to bind image&#39;s tooltip to exception error message in XAML?,10106849.0,1334140423.0,,,,,
1780,"['c#', 'linq', 'linq-to-sql', 'group-by']","{'account_id': 49084, 'reputation': 12630, 'user_id': 145999, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/66e110ba019e1f8468e217cd6d81f93e?s=256&d=identicon&r=PG', 'display_name': 'HugoRune', 'link': 'https://stackoverflow.com/users/145999/hugorune'}",True,4920,2,2,1420545341,1334071093,10091504,CC BY-SA 3.0,https://stackoverflow.com/questions/10091504/linq-to-sql-groupby-how-to-calculate-percentage-column,Linq-To-SQL GroupBy: How to calculate percentage column,10091760.0,1420545341.0,,,,,
1781,"['c#', 'windows-phone-7', 'data-binding']","{'account_id': 316326, 'reputation': 8617, 'user_id': 632447, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b1df479db226c5cd5ca79af65533b7fb?s=256&d=identicon&r=PG', 'display_name': 'nikhil', 'link': 'https://stackoverflow.com/users/632447/nikhil'}",True,2277,2,0,1420515920,1333228867,9959783,CC BY-SA 3.0,https://stackoverflow.com/questions/9959783/databinding-textbox-with-an-integer-value-wp7,DataBinding TextBox with an Integer value WP7,9959831.0,,,,,,
1782,"['c#', '.net', 'wpf', 'mvvm']","{'account_id': 1311084, 'reputation': 271, 'user_id': 1259077, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e034df26280b8f31e882e202022d4d8f?s=256&d=identicon&r=PG', 'display_name': 'Hoa Tran', 'link': 'https://stackoverflow.com/users/1259077/hoa-tran'}",True,823,4,1,1419944410,1333996278,10077907,CC BY-SA 3.0,https://stackoverflow.com/questions/10077907/how-do-i-pass-saveasdialogs-result-to-relaycommand,How do I pass SaveAsDialog&#39;s result to RelayCommand?,,1333996997.0,,,,,
1783,"['c#', 'events']","{'account_id': 77859, 'reputation': 68450, 'user_id': 221955, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/0bc09e1bd45610fc85274cd7bb002c56?s=256&d=identicon&r=PG', 'display_name': 'Michael Anderson', 'link': 'https://stackoverflow.com/users/221955/michael-anderson'}",True,5363,3,6,1419925631,1334994725,10257259,CC BY-SA 3.0,https://stackoverflow.com/questions/10257259/returning-an-event-from-a-function,Returning an event from a function,10257288.0,1334996045.0,,,,,
1784,"['c#', 'sdk', 'kinect']","{'account_id': 1412080, 'reputation': 97, 'user_id': 1338471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/faa944b4ffa7d571d1c756d16976d048?s=256&d=identicon&r=PG', 'display_name': 'Paola', 'link': 'https://stackoverflow.com/users/1338471/paola'}",True,1571,2,5,1419782289,1334659390,10189678,CC BY-SA 3.0,https://stackoverflow.com/questions/10189678/how-to-lock-in-a-single-skeleton,How to lock in a single skeleton,,1335062383.0,,,,,
1785,"['c#', 'openid', 'linkedin', 'loginradius']","{'account_id': 476276, 'reputation': 16658, 'user_id': 887092, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/Bbjo6.jpg?s=256&g=1', 'display_name': 'Kind Contributor', 'link': 'https://stackoverflow.com/users/887092/kind-contributor'}",True,1061,1,0,1419660535,1335251470,10293315,CC BY-SA 3.0,https://stackoverflow.com/questions/10293315/how-to-get-name-email-or-nickname-from-linkedin-provider-when-using-loginradius,"How to get name, email or nickname from LinkedIn provider when using LoginRadius",10319077.0,1419660535.0,,,,,
1786,"['c#', 'winforms', 'visual-studio']","{'account_id': 1384664, 'reputation': 296, 'user_id': 1316935, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adf377d8bbea2f733415406c2c11db1e?s=256&d=identicon&r=PG', 'display_name': 'Zoon Shine', 'link': 'https://stackoverflow.com/users/1316935/zoon-shine'}",True,11071,3,11,1419473447,1333696661,10040374,CC BY-SA 3.0,https://stackoverflow.com/questions/10040374/icons-in-winforms,Icons in WinForms,,,,,,,
1787,"['c#', 'linq', '.net-3.5', 'dynamic-linq']","{'account_id': 1137980, 'reputation': 1103, 'user_id': 1122629, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/2da40710edf6b6273f4b272a16a6c3c1?s=256&d=identicon&r=PG', 'display_name': 'Patrick Koorevaar', 'link': 'https://stackoverflow.com/users/1122629/patrick-koorevaar'}",True,3026,1,4,1419266177,1335353427,10314708,CC BY-SA 3.0,https://stackoverflow.com/questions/10314708/how-to-build-a-nested-query-with-the-dynamic-linq-library,How to build a nested query with the dynamic LINQ library,10314813.0,,,,,,
1788,"['c#', 'c#-4.0']","{'account_id': 1315495, 'reputation': 16235, 'user_id': 1262477, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/54389dfdf3e0ae97c921196455d02d5d?s=256&d=identicon&r=PG', 'display_name': 'Patan', 'link': 'https://stackoverflow.com/users/1262477/patan'}",True,3694,1,0,1418895353,1334134850,10102872,CC BY-SA 3.0,https://stackoverflow.com/questions/10102872/creating-excel-sheet-and-writind-data-into-it,creating excel sheet and writind data into it,10102990.0,,,,,,
1789,"['c#', 'sockets', 'client']","{'account_id': 328875, 'reputation': 826, 'user_id': 652064, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/67qdY.jpg?s=256&g=1', 'display_name': 'temelm', 'link': 'https://stackoverflow.com/users/652064/temelm'}",True,832,1,1,1418848739,1335017889,10259693,CC BY-SA 3.0,https://stackoverflow.com/questions/10259693/new-to-c-socket-programming,New to C# socket programming,,1335023327.0,,,,,
1790,['c#'],"{'account_id': 463069, 'reputation': 2929, 'user_id': 865748, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/06d06dfeab335f1295b5e67f5a0d0f25?s=256&d=identicon&r=PG', 'display_name': 'Korn&#233;l Regius', 'link': 'https://stackoverflow.com/users/865748/korn%c3%a9l-regius'}",True,1947,1,0,1418752065,1334226249,10121737,CC BY-SA 3.0,https://stackoverflow.com/questions/10121737/save-docx-as-pdf-in-c-fails-to-export-excel-charts-properly,"Save docx as pdf in c#, fails to export excel charts properly",10141919.0,1418752065.0,,,,,
