,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,bounty_amount,bounty_closes_date,closed_date,closed_reason
363,"['c#', 'asp.net', '.net', 'model-view-controller', '.net-6.0']","{'account_id': 13462428, 'reputation': 122, 'user_id': 9713954, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/otaOH.jpg?s=256&g=1', 'display_name': 'Mena Samer', 'link': 'https://stackoverflow.com/users/9713954/mena-samer'}",False,64,,1,0,1667207541,1667138143,74253655,CC BY-SA 4.0,https://stackoverflow.com/questions/74253655/invalidoperationexception-the-layout-view-views-shared-layout-cshtml-could,InvalidOperationException: The layout view &#39;/views/shared/_Layout.cshtml&#39; could not be located,1667138450.0,,,,
364,"['c#', '.net', '.net-core', 'console-application', '.net-6.0']","{'account_id': 26045002, 'reputation': 11, 'user_id': 19749146, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7eb218b967596885b1d34cdf41bdf24?s=256&d=identicon&r=PG', 'display_name': 'niler', 'link': 'https://stackoverflow.com/users/19749146/niler'}",True,43,74261016.0,1,0,1667207515,1667206907,74260899,CC BY-SA 4.0,https://stackoverflow.com/questions/74260899/how-to-go-to-main-menu-from-submenu-in-c-console-app,How to go to main menu from submenu in c# console app,,,,,
365,"['c#', 'asp.net-core-webapi']","{'account_id': 26728485, 'reputation': 13, 'user_id': 20331241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dfbc09dc167a1dcb485c1d39fedd3625?s=256&d=identicon&r=PG', 'display_name': 'ste22', 'link': 'https://stackoverflow.com/users/20331241/ste22'}",True,114,74260937.0,1,0,1667207117,1666767803,74203821,CC BY-SA 4.0,https://stackoverflow.com/questions/74203821/net-6-web-api-how-to-get-raw-the-body-content-in-controller,.NET 6 web api: how to get raw the body content in controller,1666866783.0,,,,
366,"['c#', 'authentication', '.net-core', 'blazor', 'authorization']","{'account_id': 15778247, 'reputation': 181, 'user_id': 11385442, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8b51a1ac4d39efd913cd7b8a01fdf46?s=256&d=identicon&r=PG&f=1', 'display_name': 'Snaketec', 'link': 'https://stackoverflow.com/users/11385442/snaketec'}",False,15,,0,0,1667206869,1667206869,74260892,CC BY-SA 4.0,https://stackoverflow.com/questions/74260892/authenticationstateprovider-for-jwtsecuritytoken-does-not-work-with-authorizeatt,AuthenticationStateProvider for JwtSecurityToken does not work with AuthorizeAttribute,,,,,
367,"['c#', 'libgit2sharp']","{'account_id': 1363656, 'reputation': 880, 'user_id': 1300543, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/1gZxe.jpg?s=256&g=1', 'display_name': 'Izikon', 'link': 'https://stackoverflow.com/users/1300543/izikon'}",False,30,,0,1,1667206601,1667199055,74259649,CC BY-SA 4.0,https://stackoverflow.com/questions/74259649/libgit2sharp-stuck-on-cloning,LibGit2Sharp stuck on cloning,1667206601.0,,,,
368,"['c#', 'regex', '.net-core']","{'account_id': 6820759, 'reputation': 111, 'user_id': 5247983, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c06cff94a634183f09d6e28a81f4c140?s=256&d=identicon&r=PG', 'display_name': 'Mehedi Hasan Kajol', 'link': 'https://stackoverflow.com/users/5247983/mehedi-hasan-kajol'}",True,46,74260647.0,1,1,1667206072,1667199481,74259702,CC BY-SA 4.0,https://stackoverflow.com/questions/74259702/need-help-to-build-regular-expressions-c-asp-net-core,Need help to build regular expressions C# ASP.NET Core,1667206072.0,,,,
369,"['c#', 'blazor', 'telerik', 'telerik-scheduler']","{'account_id': 23855966, 'reputation': 39, 'user_id': 17859448, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XyXd9.jpg?s=256&g=1', 'display_name': 'sudathG', 'link': 'https://stackoverflow.com/users/17859448/sudathg'}",True,24,74260749.0,1,0,1667206011,1667097907,74250183,CC BY-SA 4.0,https://stackoverflow.com/questions/74250183/doesnt-work-rebind-method-in-the-telerik-schedule-component,Doesn&#39;t work Rebind Method in the Telerik schedule component,,,,,
370,['c#'],"{'account_id': 26782800, 'reputation': 9, 'user_id': 20377406, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cda9519c0145c6e809858b27bf1a97c?s=256&d=identicon&r=PG', 'display_name': 'no-one', 'link': 'https://stackoverflow.com/users/20377406/no-one'}",True,44,,1,0,1667205878,1667204868,74260542,CC BY-SA 4.0,https://stackoverflow.com/questions/74260542/instance-not-picking-up,Instance not picking up,,,,,
371,"['c#', 'generics', 'inheritance', 'reflection', 'interface']","{'account_id': 2135239, 'reputation': 14076, 'user_id': 1895201, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/WhrlV.png?s=256&g=1', 'display_name': 'DGibbs', 'link': 'https://stackoverflow.com/users/1895201/dgibbs'}",True,56,74260679.0,1,0,1667205655,1666959815,74235361,CC BY-SA 4.0,https://stackoverflow.com/questions/74235361/c-cast-type-to-generic-interface-without-knowing-interface-type,C# cast type to generic interface without knowing interface type,,,,,
372,"['c#', 'asp.net', 'asp.net-core', 'automapper']","{'account_id': 23660387, 'reputation': 15, 'user_id': 17688018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22830dc35c010ed247955ff353e069f3?s=256&d=identicon&r=PG', 'display_name': 'Berat', 'link': 'https://stackoverflow.com/users/17688018/berat'}",False,49,,0,-3,1667205528,1667205528,74260659,CC BY-SA 4.0,https://stackoverflow.com/questions/74260659/automapper-generic-type-with-sub-class,AutoMapper Generic Type with Sub Class,,,,,
373,"['c#', 'asp.net', 'api', 'rest', '.net-core']","{'account_id': 21457304, 'reputation': 1, 'user_id': 15808700, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgR3CupZayAsNG2wDKVztlFfs-XHpU9E2C4zkr3ow=k-s256', 'display_name': 'Hamza Umar', 'link': 'https://stackoverflow.com/users/15808700/hamza-umar'}",False,55,,0,-1,1667205473,1667205329,74260626,CC BY-SA 4.0,https://stackoverflow.com/questions/74260626/using-google-translate-api-in-c,Using google translate API in C#,1667205473.0,,,,
374,"['c#', 'string', 'replace', 'special-characters']","{'account_id': 18527848, 'reputation': 1, 'user_id': 13499358, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhuZRGXv_qDPXPlgyZ3LCK-gZSjgyX4mf__y-V79w=k-s256', 'display_name': 'Florian Havellant', 'link': 'https://stackoverflow.com/users/13499358/florian-havellant'}",False,56,,0,0,1667205328,1667204936,74260558,CC BY-SA 4.0,https://stackoverflow.com/questions/74260558/how-to-add-special-character-to-a-string-in-c,How to add special Character to a string in c#,1667205328.0,,,,
375,"['c#', 'azure', 'docker', 'azure-functions', 'containers']","{'account_id': 2117126, 'reputation': 936, 'user_id': 1881147, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/c3d3a62ffdb2ea6bb3eea84e902007b2?s=256&d=identicon&r=PG', 'display_name': 'jay', 'link': 'https://stackoverflow.com/users/1881147/jay'}",False,72,,1,0,1667205045,1666816908,74214000,CC BY-SA 4.0,https://stackoverflow.com/questions/74214000/containerizing-azure-function-keeps-failing-to-run,Containerizing Azure Function keeps failing to run,,,,,
376,"['c#', 'unity3d']","{'account_id': 25392419, 'reputation': 99, 'user_id': 19203149, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4030aba895a3dc60a07781bb4ba601f7?s=256&d=identicon&r=PG', 'display_name': 'Jerry', 'link': 'https://stackoverflow.com/users/19203149/jerry'}",True,72,74260198.0,3,0,1667202813,1666748515,74201818,CC BY-SA 4.0,https://stackoverflow.com/questions/74201818/sphere-collider-not-pushing-things-when-size-is-changed,"Sphere Collider, not pushing things when size is changed",1666850593.0,,,,
377,"['c#', 'asp.net-core', '.net-core', 'asp.net-core-configuration']","{'account_id': 22778228, 'reputation': 1, 'user_id': 16934528, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6cf06c6b3553dba86800380b1178d3bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'woutervanrobays', 'link': 'https://stackoverflow.com/users/16934528/woutervanrobays'}",True,78,74208645.0,2,0,1667202212,1666777857,74205759,CC BY-SA 4.0,https://stackoverflow.com/questions/74205759/use-appsettings-custom-json-to-overwrite-appsettings-json,Use appsettings.custom.json to overwrite appsettings.json,1666778227.0,,,,
378,"['c#', 'list', 'linq', 'statistics', 'max']","{'account_id': 11470543, 'reputation': 133, 'user_id': 8407516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69844339e4a7f350e02b43fa75680ded?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leon', 'link': 'https://stackoverflow.com/users/8407516/leon'}",True,50,74259331.0,2,0,1667201467,1667160206,74256366,CC BY-SA 4.0,https://stackoverflow.com/questions/74256366/calculating-max-min-avg-median-for-the-collection-in-c,"Calculating max, min, avg, median for the collection in C#",1667164015.0,,,,
379,"['c#', 'asp.net', 'http', 'server', 'protocols']","{'account_id': 26104704, 'reputation': 1, 'user_id': 19799567, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmluEDXUn4AxB3VAyPr-ab7YuJQEwEaDWMmmZb8B=k-s256', 'display_name': 'asdf9797', 'link': 'https://stackoverflow.com/users/19799567/asdf9797'}",False,42,,0,0,1667201043,1667201043,74259941,CC BY-SA 4.0,https://stackoverflow.com/questions/74259941/i-want-to-get-the-list-of-specific-bulletin-boards-from-the-admin-page-i-manage,I want to get the list of specific bulletin boards from the admin page I manage. This admin page requires a login,,,,,
380,"['c#', 'razor', 'blazor']","{'account_id': 24948487, 'reputation': 103, 'user_id': 18813585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a63b8289cb71ec67a41d3e668d2e15a8?s=256&d=identicon&r=PG', 'display_name': 'MatejDodevski', 'link': 'https://stackoverflow.com/users/18813585/matejdodevski'}",False,46,,1,0,1667200836,1667196933,74259375,CC BY-SA 4.0,https://stackoverflow.com/questions/74259375/can-i-get-data-from-appsettings-json-in-a-razor-cshtml-component-with-rendered,Can I get data from appsettings.json in a Razor .cshtml component with rendered html?,1667197173.0,,,,
381,"['javascript', 'c#', 'abp']","{'account_id': 15582597, 'reputation': 1, 'user_id': 11241967, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-m5GardMCwfE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcaF80waKkyIrrJAsHfCLIeM8kEdg/mo/photo.jpg?sz=256', 'display_name': 'Yiğit ALİŞAN', 'link': 'https://stackoverflow.com/users/11241967/yi%c4%9fit-al%c4%b0%c5%9ean'}",False,63,,0,0,1667200460,1667200178,74259809,CC BY-SA 4.0,https://stackoverflow.com/questions/74259809/abp-framework-js-code-doesnt-work-inside-modal,Abp framework js code doesn&#39;t work inside modal,1667200460.0,,,,
382,"['c#', 'sql', 'model-view-controller']","{'account_id': 21691845, 'reputation': 126, 'user_id': 16006347, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pPBlK.jpg?s=256&g=1', 'display_name': 'Gururaj', 'link': 'https://stackoverflow.com/users/16006347/gururaj'}",True,27,74259816.0,1,0,1667200283,1667199675,74259730,CC BY-SA 4.0,https://stackoverflow.com/questions/74259730/browser-not-displaying-image-from-database,Browser not displaying image from database,,,,,
383,"['c#', 'wpf', 'datagrid']","{'account_id': 26774029, 'reputation': 9, 'user_id': 20369938, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3ivzSFEBWFB8eCHY6fQmdtZfDhiUq7xxS-GWkG=k-s256', 'display_name': 'Joshua.S', 'link': 'https://stackoverflow.com/users/20369938/joshua-s'}",False,76,,2,0,1667200231,1667115778,74251305,CC BY-SA 4.0,https://stackoverflow.com/questions/74251305/wpf-datagrid-how-to-set-cell-background-colour-based-on-value,WPF datagrid - How to set cell background colour based on value,1667200231.0,,,,
384,"['c#', 'android', 'maui-blazor']","{'account_id': 26469562, 'reputation': 1, 'user_id': 20110359, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/140165ea5610800545df387d28cc3fd7?s=256&d=identicon&r=PG', 'display_name': 'Holistiker', 'link': 'https://stackoverflow.com/users/20110359/holistiker'}",False,101,,1,0,1667200042,1666962710,74235934,CC BY-SA 4.0,https://stackoverflow.com/questions/74235934/show-hide-virtual-keyboard-on-maui-blazor,Show/Hide virtual keyboard on Maui Blazor,,,,,
385,"['c#', 'visual-studio']","{'account_id': 26761836, 'reputation': 11, 'user_id': 20359666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ac41ed0fc640efb409f74a07f5e2726?s=256&d=identicon&r=PG', 'display_name': 'Fander', 'link': 'https://stackoverflow.com/users/20359666/fander'}",True,63,,2,1,1667199999,1666971158,74237644,CC BY-SA 4.0,https://stackoverflow.com/questions/74237644/how-do-i-receive-an-output-from-vs-community-in-c,How do I receive an output from VS community in C#?,1666972196.0,,,,
386,"['c#', 'wpf', 'github', 'fileversioninfo', 'getfileversion']","{'account_id': 19420230, 'reputation': 7, 'user_id': 14202898, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/849c8cf282c3f18a74f77bd4e668e2f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bruse', 'link': 'https://stackoverflow.com/users/14202898/bruse'}",False,44,,1,0,1667199845,1667184324,74258290,CC BY-SA 4.0,https://stackoverflow.com/questions/74258290/get-exe-file-version-information-from-github-using-c,Get exe file version information from GitHub using c#,,,,,
387,"['c#', 'shell', '.net-maui']","{'account_id': 16568239, 'reputation': 11, 'user_id': 19850029, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1505840312898741/picture?type=large', 'display_name': 'Markiian Khylynskyi', 'link': 'https://stackoverflow.com/users/19850029/markiian-khylynskyi'}",False,57,,0,0,1667199842,1666949734,74233362,CC BY-SA 4.0,https://stackoverflow.com/questions/74233362/how-to-make-shell-app-bar-transparent-in-net-maui,How to make shell app bar transparent in .NET MAUI?,,,,,
388,"['c#', 'c++', 'wpf', 'opengl', 'directx']","{'account_id': 21450101, 'reputation': 23, 'user_id': 15802736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3083ba2be19bdb893404706cc1b3c2c2?s=256&d=identicon&r=PG&f=1', 'display_name': 'MAR1', 'link': 'https://stackoverflow.com/users/15802736/mar1'}",False,42,,0,-1,1667198020,1667188138,74258566,CC BY-SA 4.0,https://stackoverflow.com/questions/74258566/how-can-i-host-a-direct3d-or-opengl-texture-in-a-wpf-window,How can I host a Direct3D or OpenGL Texture in a WPF window,1667198020.0,,,,
389,"['c#', 'notifications', 'hide', 'notify', 'tray']","{'account_id': 26409992, 'reputation': 19, 'user_id': 20059194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb219e4c71709880bcd77d994db59486?s=256&d=identicon&r=PG', 'display_name': 'Hakan', 'link': 'https://stackoverflow.com/users/20059194/hakan'}",True,40,74259356.0,2,-2,1667197709,1667196288,74259304,CC BY-SA 4.0,https://stackoverflow.com/questions/74259304/c-form-show-notifications-without-any-tray-icon,C# form show notifications without any tray icon,,,,,
390,"['c#', 'inno-setup', 'pascalscript', 'winhttprequest']","{'account_id': 11812668, 'reputation': 353, 'user_id': 8643740, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1661686273872699/picture?type=large', 'display_name': 'Christian Cascone', 'link': 'https://stackoverflow.com/users/8643740/christian-cascone'}",True,68,74183971.0,1,1,1667197658,1666621257,74182528,CC BY-SA 4.0,https://stackoverflow.com/questions/74182528/how-to-save-to-a-file-the-response-content-of-winhttp-winhttprequest-5-1,How to save to a file the response content of WinHttp.WinHttpRequest.5.1?,1667197464.0,,,,
391,"['c#', '.net-6.0', 'serilog']","{'account_id': 2245971, 'reputation': 187, 'user_id': 1979296, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/f1rUp.jpg?s=256&g=1', 'display_name': 'Rama', 'link': 'https://stackoverflow.com/users/1979296/rama'}",True,158,74259407.0,1,0,1667197636,1667189734,74258690,CC BY-SA 4.0,https://stackoverflow.com/questions/74258690/how-to-use-serilog-in-net-6-console-applcition,How to use Serilog in .Net 6 console applcition,,,,,
392,"['c#', 'visual-studio', 'msbuild', 'symlink', 'solution']","{'account_id': 10238511, 'reputation': 1504, 'user_id': 7556646, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh6.googleusercontent.com/-EetFMChd-hk/AAAAAAAAAAI/AAAAAAAAAdY/bmblgcFBh3o/photo.jpg?sz=256', 'display_name': 'Wollmich', 'link': 'https://stackoverflow.com/users/7556646/wollmich'}",True,63,,2,1,1667197624,1666957551,74234924,CC BY-SA 4.0,https://stackoverflow.com/questions/74234924/create-symbolic-link-instead-of-coping-the-content-to-the-output-directory,Create symbolic link instead of coping the content to the output directory,,,,,
393,"['c#', 'asp.net-web-api', 'protobuf-net', '.net-core-3.0']","{'account_id': 2780895, 'reputation': 109, 'user_id': 2393472, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/WzVvh.jpg?s=256&g=1', 'display_name': 'Anton', 'link': 'https://stackoverflow.com/users/2393472/anton'}",True,38,74259445.0,1,1,1667197494,1666938523,74231413,CC BY-SA 4.0,https://stackoverflow.com/questions/74231413/a-webapi-error-occurred-invalidoperationexception-incomplete-protobuf-payload-r,A WebApi error occurred InvalidOperationException: Incomplete protobuf payload received; got 0 of 30727 bytes,,,,,
394,"['c#', '.net', 'entity-framework', 'azure-devops', 'entity-framework-core']","{'account_id': 26781296, 'reputation': 1, 'user_id': 20376091, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0l6Rvo-dcg_-m1adxQ8yj73fjAHT3m-vIoAABa=k-s256', 'display_name': 'Shree', 'link': 'https://stackoverflow.com/users/20376091/shree'}",False,71,,0,0,1667197390,1667190478,74258751,CC BY-SA 4.0,https://stackoverflow.com/questions/74258751/i-am-working-on-entity-framework-core-6-0-10-migrations-with-azure-devops-proces,I am working on Entity Framework Core 6.0.10 migrations with Azure Devops process,1667197390.0,,,,
395,"['c#', '.net', 'powershell', 'performancecounter']","{'account_id': 2780895, 'reputation': 109, 'user_id': 2393472, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/WzVvh.jpg?s=256&g=1', 'display_name': 'Anton', 'link': 'https://stackoverflow.com/users/2393472/anton'}",True,15,74259381.0,1,0,1667196974,1666079431,74107497,CC BY-SA 4.0,https://stackoverflow.com/questions/74107497/error-executing-powershell-invoke-method-on-current-application-pool-uptime-perf,Error executing PowerShell.Invoke method on Current Application Pool Uptime performance counter,,,,,
396,"['c#', 'sql', 'azure', 'merge', 'ado.net']","{'account_id': 381740, 'reputation': 357, 'user_id': 736570, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5c5aec803cd9f7b9acac95e83806e359?s=256&d=identicon&r=PG', 'display_name': 'user736570', 'link': 'https://stackoverflow.com/users/736570/user736570'}",True,61,74259379.0,1,0,1667196951,1667037012,74244301,CC BY-SA 4.0,https://stackoverflow.com/questions/74244301/sql-merge-when-the-two-tables-are-in-different-azure-databases,SQL MERGE when the two tables are in different Azure databases?,1667052586.0,,,,
397,"['c#', 'wpf', 'datatrigger', 'coloranimation']","{'account_id': 17869232, 'reputation': 1, 'user_id': 12980901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6bf25386c39ffd1db5382975ab33922a?s=256&d=identicon&r=PG&f=1', 'display_name': 'gfc401', 'link': 'https://stackoverflow.com/users/12980901/gfc401'}",False,17,,1,0,1667196470,1667125507,74252267,CC BY-SA 4.0,https://stackoverflow.com/questions/74252267/wpf-how-to-get-animation-to-work-properly-with-data-trigger,"WPF, how to get animation to work properly with data trigger",,,,,
398,['c#'],"{'account_id': 17083610, 'reputation': 1, 'user_id': 13753618, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCovHFLIeX0e6Xc_NE1yGRML-FFoMVZ84d7dFQq=k-s256', 'display_name': 'New_generation123', 'link': 'https://stackoverflow.com/users/13753618/new-generation123'}",False,36,,0,0,1667196368,1667196328,74259312,CC BY-SA 4.0,https://stackoverflow.com/questions/74259312/download-image-from-url-image-is-not-opening,"Download image from url, image is not opening",1667196368.0,,,,
399,"['c#', 'sql-server', 'asp.net-mvc']","{'account_id': 25565846, 'reputation': 21, 'user_id': 19347281, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/5240068802777951/picture?type=large', 'display_name': 'Joao Lucas Costa', 'link': 'https://stackoverflow.com/users/19347281/joao-lucas-costa'}",True,67,,1,2,1667195073,1667181723,74258094,CC BY-SA 4.0,https://stackoverflow.com/questions/74258094/call-this-procedure-in-asp-net,Call this procedure in ASP.NET,1667193241.0,,,,
400,"['c#', 'angular']","{'account_id': 26688790, 'reputation': 1, 'user_id': 20297668, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4225b528d67d8dbc687f99b7823be81?s=256&d=identicon&r=PG', 'display_name': 'Badruddin ', 'link': 'https://stackoverflow.com/users/20297668/badruddin'}",False,27,,0,0,1667193789,1667192223,74258892,CC BY-SA 4.0,https://stackoverflow.com/questions/74258892/i-am-doing-a-poc-to-protect-my-angular-application-with-help-of-c,I am doing a POC to protect my angular application with help of C#,1667193789.0,,,,
401,"['c#', 'dependency-injection', 'entity-framework-core', 'task-parallel-library', 'tpl-dataflow']","{'account_id': 1261992, 'reputation': 2813, 'user_id': 1220014, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/1effab3ded1dc5c73130ab687a8c1402?s=256&d=identicon&r=PG', 'display_name': 'Thanasis Ioannidis', 'link': 'https://stackoverflow.com/users/1220014/thanasis-ioannidis'}",False,34,,0,0,1667193594,1667167377,74257082,CC BY-SA 4.0,https://stackoverflow.com/questions/74257082/use-ef-core-as-scoped-service-from-within-parallel-executing-actionblocks,Use EF Core as scoped service from within parallel executing actionblocks,1667193594.0,,,,
402,"['c#', 'nreco']","{'account_id': 26781576, 'reputation': 1, 'user_id': 20376340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8014217b48946ecf435aa7fcdcd55ff4?s=256&d=identicon&r=PG', 'display_name': 'Ashu', 'link': 'https://stackoverflow.com/users/20376340/ashu'}",False,21,,0,-1,1667193328,1667193328,74258998,CC BY-SA 4.0,https://stackoverflow.com/questions/74258998/single-page-pdf-using-nreco-pdf-generator,Single Page PDF using Nreco PDF Generator,,,,,
403,"['c#', 'unit-testing', 'asp.net-core', 'mocking', 'moq']","{'account_id': 20832188, 'reputation': 3, 'user_id': 15301236, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb2a37d6f8976812fd52d5af913aa04d?s=256&d=identicon&r=PG&f=1', 'display_name': 'IkramK', 'link': 'https://stackoverflow.com/users/15301236/ikramk'}",False,27,,0,0,1667191948,1667191948,74258860,CC BY-SA 4.0,https://stackoverflow.com/questions/74258860/i-am-making-unit-test-for-account-service-which-is-depended-on-user-manager-and,"I am making Unit test for account service which is depended on User Manager and Sign Manager, But Can&#39;t Get Application User",,,,,
404,"['c#', 'timer']","{'account_id': 22033098, 'reputation': 83, 'user_id': 16300059, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c1e4439479f9f1d9d30beab58bb49f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'payam', 'link': 'https://stackoverflow.com/users/16300059/payam'}",False,28,,0,0,1667190652,1667154506,74255695,CC BY-SA 4.0,https://stackoverflow.com/questions/74255695/how-can-i-solve-timers-interference-problem-in-c,How can I solve timers interference problem in C#?,1667190652.0,,,,
405,"['c#', '.net-core', 'dependency-injection', '.net-6.0', '.net-maui']","{'account_id': 14550739, 'reputation': 503, 'user_id': 10530848, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q35D5.jpg?s=256&g=1', 'display_name': 'Razvan Emil', 'link': 'https://stackoverflow.com/users/10530848/razvan-emil'}",True,144,,1,0,1667190037,1666990521,74240818,CC BY-SA 4.0,https://stackoverflow.com/questions/74240818/dependency-injection-how-to-re-add-all-services-to-builder-services-after-config,Dependency Injection how to re-add all services to builder.Services after config change,1667190037.0,,,,
406,"['c#', 'wpf', 'textbox', 'line-breaks', 'tryparse']","{'account_id': 26778745, 'reputation': 1, 'user_id': 20373947, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/900e9c31b527cfe085068dae03328443?s=256&d=identicon&r=PG', 'display_name': 'Dylan Townes', 'link': 'https://stackoverflow.com/users/20373947/dylan-townes'}",True,26,74258530.0,1,-2,1667187749,1667172603,74257459,CC BY-SA 4.0,https://stackoverflow.com/questions/74257459/spliting-numerical-input-by-linebreak-in-a-textbox-doing-some-math-on-it-and-o,"Spliting numerical input by linebreak in a textbox, doing some math on it, and outputting results in a new textbox",1667172680.0,,,,
407,"['c#', 'xaml', 'maui', '.net-maui']","{'account_id': 8083405, 'reputation': 148, 'user_id': 6091709, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-HNeSPbhx1z8/AAAAAAAAAAI/AAAAAAAAAA0/ERkRzhVptM8/photo.jpg?sz=256', 'display_name': 'Reyneer Leon', 'link': 'https://stackoverflow.com/users/6091709/reyneer-leon'}",True,80,,2,0,1667187427,1667184544,74258301,CC BY-SA 4.0,https://stackoverflow.com/questions/74258301/how-to-remove-any-control-using-maui-net,How to remove any control using MAUI .Net?,1667184852.0,,,,
408,"['c#', 'unity3d', 'gameobject', 'collider']","{'account_id': 26765219, 'reputation': 11, 'user_id': 20362498, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe90dd7732cde542e9e1473c03ed3d4a?s=256&d=identicon&r=PG', 'display_name': 'mumber162', 'link': 'https://stackoverflow.com/users/20362498/mumber162'}",False,27,,0,0,1667186789,1667185883,74258397,CC BY-SA 4.0,https://stackoverflow.com/questions/74258397/how-to-choose-which-collider-child-to-work-with-if-i-have-a-lot-in-the-same-gam,"How to choose which collider child to work with, if I have a lot in the same GameObject?",1667186789.0,,,,
409,"['c#', 'asp.net', 'asp.net-mvc', 'twilio']","{'account_id': 8288862, 'reputation': 89, 'user_id': 6231197, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/4ffd72bc11058104ce1db863e1e4c658?s=256&d=identicon&r=PG&f=1', 'display_name': 'vinisha9', 'link': 'https://stackoverflow.com/users/6231197/vinisha9'}",False,73,,0,-1,1667184548,1667184548,74258302,CC BY-SA 4.0,https://stackoverflow.com/questions/74258302/phone-otp-based-login-page-in-c-using-twilio,Phone OTP based login page in c# using Twilio,,,,,
410,"['c#', 'asp.net-mvc', 'drop-down-menu', 'html-helper']","{'account_id': 26421840, 'reputation': 15, 'user_id': 20069403, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1geh7q-kuL2vyaELP5CrUizlDD7RsTCM08-hSj=k-s256', 'display_name': 'Jonh striker', 'link': 'https://stackoverflow.com/users/20069403/jonh-striker'}",True,24,74258027.0,1,0,1667180826,1667168038,74257133,CC BY-SA 4.0,https://stackoverflow.com/questions/74257133/hide-elements-from-html-dropdownlistfor-that-share-the-same-name,Hide Elements from Html.DropDownListFor() that share the same name,,,,,
