,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,locked_date
2111,"['c#', 'entity-framework', 'entity-framework-6']","{'account_id': 1201177, 'reputation': 1646, 'user_id': 1171811, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/3e56463bfd58fb73493699e55116d573?s=256&d=identicon&r=PG', 'display_name': 'alex555', 'link': 'https://stackoverflow.com/users/1171811/alex555'}",False,375,1,1,1569491154,1569489094,1569491023.0,58113372,CC BY-SA 4.0,https://stackoverflow.com/questions/58113372/how-to-map-numeric-to-double-in-entity-framework-6,How to map numeric to double in Entity Framework 6?,,,,,
2112,"['c#', 'dotnet-httpclient']","{'account_id': 3655788, 'reputation': 431, 'user_id': 3046851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04b9be0041f044f4ae53d13812f1887a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nirbhay Jha', 'link': 'https://stackoverflow.com/users/3046851/nirbhay-jha'}",False,158,0,0,1569490917,1569413861,1569490917.0,58098205,CC BY-SA 4.0,https://stackoverflow.com/questions/58098205/exception-when-trying-to-use-an-existing-instance-of-httpclient-in-c,Exception when trying to use an existing instance of HttpClient in C#,,,,,
2113,"['c#', 'asp.net-core', 'asp.net-core-webapi', 'background-service', 'asp.net-core-hosted-services']","{'account_id': 14214724, 'reputation': 45, 'user_id': 10268952, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-I5wZCKqq2Tc/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaPr0YDyPwPMucP_yZw3xzXQLBPTOA/mo/photo.jpg?sz=256', 'display_name': 'kristianos', 'link': 'https://stackoverflow.com/users/10268952/kristianos'}",True,5079,1,4,1569490794,1569442199,1569443164.0,58105917,CC BY-SA 4.0,https://stackoverflow.com/questions/58105917/how-to-pass-data-from-a-controller-to-a-background-service,How to pass data from a controller to a background service,58113885.0,,,,
2114,"['c#', 'multithreading', 'visual-studio', 'thread-safety', 'sandbox']","{'account_id': 11295634, 'reputation': 147, 'user_id': 8283252, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3126b130107006f834e55ae01a12413a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ayushi Gupta', 'link': 'https://stackoverflow.com/users/8283252/ayushi-gupta'}",False,53,0,0,1569490753,1569490753,,58113871,CC BY-SA 4.0,https://stackoverflow.com/questions/58113871/getting-scriptedsandbox64-exe-190926-123150-and-microsoft-vshub-server-httphostx,Getting ScriptedSandbox64.exe_190926_123150 and Microsoft.VsHub.Server.HttpHostx64.exe_190926_123132 dump files whenever I run my c# application,,,,,
2115,"['c#', 'keyboard', 'key', 'try-catch']","{'account_id': 16720136, 'reputation': 5, 'user_id': 12085297, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1085933604945390/picture?type=large', 'display_name': 'Dương Dũng', 'link': 'https://stackoverflow.com/users/12085297/d%c6%b0%c6%a1ng-d%c5%a9ng'}",False,1133,1,0,1569490694,1569468751,1569490694.0,58109201,CC BY-SA 4.0,https://stackoverflow.com/questions/58109201/how-to-catch-key-from-keyboard-in-c,How to catch key from keyboard in C#,,,,,
2116,"['c#', 'winforms', 'user-controls']","{'account_id': 16771389, 'reputation': 13, 'user_id': 12123735, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBobI3xa5t-k60a3gQYgHGnOg4cJjIvd70lmp7c=k-s256', 'display_name': 'mehran', 'link': 'https://stackoverflow.com/users/12123735/mehran'}",True,586,3,0,1569490675,1569488291,,58113120,CC BY-SA 4.0,https://stackoverflow.com/questions/58113120/how-to-update-the-label-text-in-the-form-with-usercontrol,How to update the label text in the form with usercontrol?,58113390.0,,,,
2117,"['c#', 'wpf', 'ivalueconverter', 'indexer']","{'account_id': 167586, 'reputation': 1569, 'user_id': 392485, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/d7f8e7c51e4967fe2e8b8fb3dd0e3f8c?s=256&d=identicon&r=PG', 'display_name': 'Hugoagogo', 'link': 'https://stackoverflow.com/users/392485/hugoagogo'}",True,371,2,0,1569490377,1569294335,,58072538,CC BY-SA 4.0,https://stackoverflow.com/questions/58072538/access-the-indexer-of-an-unknown-object-type,Access the indexer of an unknown object type,58077117.0,,,,
2118,"['c#', 'unity3d', '2d-games']","{'account_id': 16268375, 'reputation': 37, 'user_id': 11747748, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-tTV1qCeaccU/AAAAAAAAAAI/AAAAAAAACtk/CJDGJye2WxU/photo.jpg?sz=256', 'display_name': 'Saidus', 'link': 'https://stackoverflow.com/users/11747748/saidus'}",False,44,0,2,1569490247,1569490247,,58113706,CC BY-SA 4.0,https://stackoverflow.com/questions/58113706/how-do-i-fix-my-2d-enemy-character-from-sliding-instead-of-stopping-when-it-give,How do I fix my 2D enemy character from sliding instead of stopping when it gives a warning when a character is near to it&#39;s range,,,,,
2119,"['c#', 'mvvm', 'mvvm-light']","{'account_id': 16668870, 'reputation': 66, 'user_id': 12046859, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9fb6c819de9a4e9aba39d0b1e8c76284?s=256&d=identicon&r=PG&f=1', 'display_name': 'LindaSingh', 'link': 'https://stackoverflow.com/users/12046859/lindasingh'}",True,171,1,1,1569489944,1569484854,1569485371.0,58112145,CC BY-SA 4.0,https://stackoverflow.com/questions/58112145/change-another-class-property-through-property-changed-in-mvvm,Change another class&#39; property through property changed in MVVM?,58113620.0,,,,
2120,"['c#', 'azure-active-directory']","{'account_id': 14387490, 'reputation': 87, 'user_id': 10393063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b5c7797184c2dda59d68e4689121de1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Penny', 'link': 'https://stackoverflow.com/users/10393063/penny'}",False,402,1,-2,1569489808,1569432950,1569437037.0,58103808,CC BY-SA 4.0,https://stackoverflow.com/questions/58103808/steps-to-authenticate-the-user-using-saml-sso-to-my-existing-c-web-app,steps to authenticate the user using SAML SSO to my existing C# web app,,,,,
2121,"['c#', 'wpf', 'windows-10', 'protocols']","{'account_id': 12144786, 'reputation': 65, 'user_id': 8867514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d071a849295b7ad623c2664b991dc313?s=256&d=identicon&r=PG&f=1', 'display_name': 'bendev88', 'link': 'https://stackoverflow.com/users/8867514/bendev88'}",True,1735,1,4,1569489479,1569488316,1569489310.0,58113126,CC BY-SA 4.0,https://stackoverflow.com/questions/58113126/how-do-i-create-a-wpf-application-that-can-handle-the-urlcallto-and-urltel-pro,How do I create a WPF application that can handle the URL:callto and URL:tel protocols in Windows 10?,58113343.0,,,,
2122,['c#'],"{'account_id': 16649142, 'reputation': 61, 'user_id': 12032621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/364cb21ab8ce39b9b5bb8482d97e43ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'JonattanD', 'link': 'https://stackoverflow.com/users/12032621/jonattand'}",True,716,1,-3,1569489351,1569472150,1569489351.0,58109566,CC BY-SA 4.0,https://stackoverflow.com/questions/58109566/c-how-to-add-string-to-a-list-from-a-different-file,C# How to add string to a list from a different file,58109815.0,,,,
2123,"['c#', 'desktop']","{'account_id': 14829848, 'reputation': 25, 'user_id': 10709614, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d2a2d399102e8d8fd4c31582677e18e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sojeb Sikder', 'link': 'https://stackoverflow.com/users/10709614/sojeb-sikder'}",True,119,1,2,1569489278,1569473721,1569484915.0,58109788,CC BY-SA 4.0,https://stackoverflow.com/questions/58109788/how-to-get-panel-screen-from-remote-in-c,How to get panel screen from remote in c#,58113424.0,,,,
2124,"['c#', 'database', 'linq', 'entity-framework-core']","{'account_id': 13586190, 'reputation': 155, 'user_id': 9800843, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KuP5s.png?s=256&g=1', 'display_name': 'M&#252;min Celal Pinar', 'link': 'https://stackoverflow.com/users/9800843/m%c3%bcmin-celal-pinar'}",True,1112,2,1,1569489211,1569483598,,58111804,CC BY-SA 4.0,https://stackoverflow.com/questions/58111804/how-to-get-related-data-with-linq,How to get related data with linq?,,,,,
2125,"['c#', 'xaml', 'uwp']","{'account_id': 15492530, 'reputation': 3, 'user_id': 11179062, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fq3f0tQW5nE/AAAAAAAAAAI/AAAAAAAAANk/eGenPFPSxdg/photo.jpg?sz=256', 'display_name': 'LUCIFER Ǝ RAUTHAN', 'link': 'https://stackoverflow.com/users/11179062/lucifer-%c6%8e-rauthan'}",False,453,1,0,1569489166,1569485933,,58112451,CC BY-SA 4.0,https://stackoverflow.com/questions/58112451/sharing-files-over-wifi-between-two-windows-devices-with-a-uwp-app,Sharing files over wifi between two windows devices with a uwp app,,,,,
2126,"['c#', 'wpf', 'xaml', 'styles']","{'account_id': 15073331, 'reputation': 357, 'user_id': 10878133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe8a6ceacd4bf5035dce890376e603ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'accordo777', 'link': 'https://stackoverflow.com/users/10878133/accordo777'}",False,53,0,0,1569489045,1569489045,,58113350,CC BY-SA 4.0,https://stackoverflow.com/questions/58113350/wpf-lineargradientbrush-increase-gap-between-lines,WPF LinearGradientBrush increase gap between lines,,,,,
2127,"['c#', 'asp.net-mvc', 'asp.net-core', 'model-view-controller', 'view']","{'account_id': 16270156, 'reputation': 35, 'user_id': 11749015, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1979952d2a799410665ee3fb1e7008a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Johntra', 'link': 'https://stackoverflow.com/users/11749015/johntra'}",True,2659,2,0,1569488561,1569453959,,58107729,CC BY-SA 4.0,https://stackoverflow.com/questions/58107729/view-dynamic-model,View - dynamic model,58113198.0,,,,
2128,"['c#', 'asp.net', 'plsql', 'odp.net']","{'account_id': 12476894, 'reputation': 441, 'user_id': 9082957, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/IuP2m.png?s=256&g=1', 'display_name': 'unknown', 'link': 'https://stackoverflow.com/users/9082957/unknown'}",True,159,1,2,1569488421,1569339626,1569488421.0,58083864,CC BY-SA 4.0,https://stackoverflow.com/questions/58083864/odp-net-statement-timeout-on-update-query,ODP .NET statement timeout on update query,58103873.0,,,,
2129,"['c#', 'api', 'asp.net-core', 'slack-commands']","{'account_id': 12662793, 'reputation': 29, 'user_id': 9203107, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-mYtXP_4_l5c/AAAAAAAAAAI/AAAAAAAAFYg/ho98bZ0wZfY/photo.jpg?sz=256', 'display_name': 'Muslim Ibragimov', 'link': 'https://stackoverflow.com/users/9203107/muslim-ibragimov'}",False,113,1,0,1569488073,1569483373,1569483715.0,58111746,CC BY-SA 4.0,https://stackoverflow.com/questions/58111746/what-does-a-curl-error-56-and-a-http-error-502-have-in-common,What does a curl_error_56 and a HTTP_error_502 have in common?,,,,,
2130,"['c#', 'xamarin.android']","{'account_id': 16465245, 'reputation': 97, 'user_id': 11895474, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a63555072e88b6b3175145ee598089c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Taniguchi.sales', 'link': 'https://stackoverflow.com/users/11895474/taniguchi-sales'}",True,3738,1,1,1569487890,1569445413,,58106509,CC BY-SA 4.0,https://stackoverflow.com/questions/58106509/xamarin-android-how-to-create-a-combobox,Xamarin Android: How to create a combobox,58111285.0,,,,
2131,"['javascript', 'c#', 'aes', 'cryptojs', 'rijndael']","{'account_id': 12253914, 'reputation': 1648, 'user_id': 8943429, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/ac4a9e586a118772934ad1446954c6ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'flix', 'link': 'https://stackoverflow.com/users/8943429/flix'}",True,213,1,1,1569487786,1569472500,1569477378.0,58109626,CC BY-SA 4.0,https://stackoverflow.com/questions/58109626/how-to-match-key-iv-generated-by-c-and-js-cryptojs,How to match Key &amp; IV generated by C# and JS CryptoJS,58112975.0,,,,
2132,"['c#', 'authentication', 'parameter-passing', 'sql-insert', 'password-confirmation']","{'account_id': 10821871, 'reputation': 1, 'user_id': 7959080, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1544083662276529/picture?type=large', 'display_name': 'Muhammad Ali', 'link': 'https://stackoverflow.com/users/7959080/muhammad-ali'}",True,62,3,0,1569487561,1569482119,1569487561.0,58111406,CC BY-SA 4.0,https://stackoverflow.com/questions/58111406/i-am-working-on-a-new-user-registration-form-that-only-contains-of-3-fields-use,"I am working on a New user registration form that only contains of 3 fields, Username, password and confirm password",,,,,
2133,"['c#', 'c#-8.0', 'default-interface-member']","{'account_id': 16771368, 'reputation': 31, 'user_id': 12123721, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/486d8ab1a24487e89fc0e17a31b222c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'c2619813', 'link': 'https://stackoverflow.com/users/12123721/c2619813'}",False,547,0,3,1569487316,1569486997,1569487316.0,58112748,CC BY-SA 4.0,https://stackoverflow.com/questions/58112748/c-8-0-default-interface-implementations-base-syntax-explicit-invocations,C# 8.0 default interface implementations base syntax/explicit invocations,,,,,
2134,"['c#', 'wpf', '.net-core', 'user-controls']","{'account_id': 11252486, 'reputation': 378, 'user_id': 8306962, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21ad8d2c40fcdcc53799f27d014aa511?s=256&d=identicon&r=PG', 'display_name': 'Joel', 'link': 'https://stackoverflow.com/users/8306962/joel'}",False,32,0,0,1569487164,1569487164,,58112796,CC BY-SA 4.0,https://stackoverflow.com/questions/58112796/darkened-user-resizable-area-c-wpf-net-core,Darkened User Resizable Area C# WPF .NET-Core,,,,,
2135,"['c#', 'xamarin.forms']","{'account_id': 16768749, 'reputation': 13, 'user_id': 12121758, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2074288762673343/picture?type=large', 'display_name': 'עמנואל טרובק', 'link': 'https://stackoverflow.com/users/12121758/%d7%a2%d7%9e%d7%a0%d7%95%d7%90%d7%9c-%d7%98%d7%a8%d7%95%d7%91%d7%a7'}",True,35,1,-2,1569486325,1569449948,,58107258,CC BY-SA 4.0,https://stackoverflow.com/questions/58107258/news-bar-not-work-its-need-to-move-work-all-time,News bar not work its need to move/work all time,58112358.0,,,,
2136,"['c#', 'iis', 'asp.net-web-api', 'azure-active-directory']","{'account_id': 16770372, 'reputation': 21, 'user_id': 12122940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34aab407505b32cdd5b0c8deef2d5ab1?s=256&d=identicon&r=PG&f=1', 'display_name': 'learn', 'link': 'https://stackoverflow.com/users/12122940/learn'}",False,75,0,1,1569485988,1569482142,1569485988.0,58111412,CC BY-SA 4.0,https://stackoverflow.com/questions/58111412/iis-redirecting-issue-for-multiple-webapi,IIS redirecting issue for multiple webapi,,,,,
2137,"['c#', 'entity-framework-6']","{'account_id': 11341770, 'reputation': 13, 'user_id': 8315583, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-S4yjIwBwm4M/AAAAAAAAAAI/AAAAAAAAACA/8RS7libsb-k/photo.jpg?sz=256', 'display_name': 'Nico Yang', 'link': 'https://stackoverflow.com/users/8315583/nico-yang'}",False,660,2,1,1569485955,1569403770,1569405542.0,58095333,CC BY-SA 4.0,https://stackoverflow.com/questions/58095333/how-to-transform-string-to-entity-object,How to transform string to entity object?,,,,,
2138,"['c#', 'angular', 'typescript', 'asp.net-core', 'signalr']","{'account_id': 16333200, 'reputation': 135, 'user_id': 11796019, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-R31kwKr1XcE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcku-oTg6OAuuOJRoyvXpOD7ZNiEQ/photo.jpg?sz=256', 'display_name': 'ram kris', 'link': 'https://stackoverflow.com/users/11796019/ram-kris'}",True,5523,2,2,1569485807,1569397287,1569401598.0,58093494,CC BY-SA 4.0,https://stackoverflow.com/questions/58093494/how-can-i-send-a-json-object-to-net-server-using-signalr,How can i send a json object to .net server using signalr,,,,,
2139,"['c#', 'winforms', 'security']","{'account_id': 16596222, 'reputation': 25, 'user_id': 11993015, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-DTk6ebUL98E/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfFC1-SxG4OaJHLuJesCsG5pvFaqA/photo.jpg?sz=256', 'display_name': 'TempMail Ms', 'link': 'https://stackoverflow.com/users/11993015/tempmail-ms'}",False,617,0,0,1569485761,1569479660,1569485761.0,58110838,CC BY-SA 4.0,https://stackoverflow.com/questions/58110838/how-to-protect-password-from-getting-stored-in-process-dump-ms-word-process-c,How to protect password from getting stored in process dump MS word process c#,,,,,
2140,"['c#', 'uwp', 'win-universal-app']","{'account_id': 10023095, 'reputation': 968, 'user_id': 7412111, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Seaky Lone', 'link': 'https://stackoverflow.com/users/7412111/seaky-lone'}",True,117,1,0,1569485755,1569477893,1569483758.0,58110480,CC BY-SA 4.0,https://stackoverflow.com/questions/58110480/uwp-startbringintoview-not-working-in-page-loaded,UWP StartBringIntoView not working in Page_Loaded,58112394.0,,,,
2141,['c#'],"{'account_id': 16555171, 'reputation': 11, 'user_id': 11962514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3f88859f05f081af43a0e7fe7d58a9b?s=256&d=identicon&r=PG&f=1', 'display_name': 'RuthO', 'link': 'https://stackoverflow.com/users/11962514/rutho'}",False,30,0,1,1569485421,1569482610,1569485421.0,58111546,CC BY-SA 4.0,https://stackoverflow.com/questions/58111546/adding-currency-format-in-excel-export-using-npoi-dll-not-working-why,Adding currency format in excel export using NPOI dll - not working - why?,,,,,
2142,"['c#', 'odata']","{'account_id': 11027832, 'reputation': 77, 'user_id': 8100128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/386688965bda59d244cbd58d219d54bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'm1547', 'link': 'https://stackoverflow.com/users/8100128/m1547'}",False,83,0,0,1569485353,1569485353,,58112280,CC BY-SA 4.0,https://stackoverflow.com/questions/58112280/how-to-calculate-and-add-custom-properties-to-results-retrieved-from-odata-api,How to calculate and add custom properties to results retrieved from OData API?,,,,,
2143,"['c#', 'instagram-api']","{'account_id': 16113011, 'reputation': 13, 'user_id': 11630818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/159035e831f4b4f3780a94aa28259ec2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jesper', 'link': 'https://stackoverflow.com/users/11630818/jesper'}",True,443,1,1,1569485298,1569485030,,58112198,CC BY-SA 4.0,https://stackoverflow.com/questions/58112198/is-it-posible-with-instagramapisharp-to-post-data-to-instagram,Is it posible with InstagramApiSharp to post data to instagram?,58112263.0,,,,
2144,"['c#', 'asp.net-core', 'asp.net-core-mvc', 'entity-framework-core', 'odata']","{'account_id': 5846745, 'reputation': 1, 'user_id': 4623024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bb3f6428e36a702b8b9dedcf45ab16c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Evo_Kaer', 'link': 'https://stackoverflow.com/users/4623024/evo-kaer'}",True,64,1,0,1569485282,1569483165,1569485265.0,58111700,CC BY-SA 4.0,https://stackoverflow.com/questions/58111700/trying-to-hide-a-property-in-response-but-still-get-a-subproperty-of-it,"Trying to hide a property in Response, but still get a subproperty of it",,,,,
2145,"['c#', 'asp.net-mvc']","{'account_id': 16624977, 'reputation': 13, 'user_id': 12014316, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-5wt_M3Vdw8A/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfZJrTW1747m4PJdmzBCVpP7f4tbw/photo.jpg?sz=256', 'display_name': 'jarak bans', 'link': 'https://stackoverflow.com/users/12014316/jarak-bans'}",True,566,2,0,1569485100,1569484631,,58112086,CC BY-SA 4.0,https://stackoverflow.com/questions/58112086/how-to-call-a-footer-section-in-mylayout-cshtml,How to call a footer section in mylayout.cshtml?,58112225.0,,,,
2146,"['c#', 'asp.net', 'visual-studio', 'sitefinity']","{'account_id': 9539759, 'reputation': 169, 'user_id': 7088483, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh5.googleusercontent.com/-BcVl1X0jOM4/AAAAAAAAAAI/AAAAAAAAAEc/YH_d8wbERyg/photo.jpg?sz=256', 'display_name': 'Shujaat Shaikh', 'link': 'https://stackoverflow.com/users/7088483/shujaat-shaikh'}",True,264,2,-1,1569485003,1568716530,,57972455,CC BY-SA 4.0,https://stackoverflow.com/questions/57972455/render-edits-made-to-cs-file-without-building-the-project,Render edits made to .cs file without building the project,58112188.0,,,,
2147,"['c#', 'oracle', 'entity-framework']","{'account_id': 4342693, 'reputation': 23, 'user_id': 3545566, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100001066945582/picture?type=large', 'display_name': 'Hispeedbunny', 'link': 'https://stackoverflow.com/users/3545566/hispeedbunny'}",True,122,1,1,1569484925,1569484585,,58112081,CC BY-SA 4.0,https://stackoverflow.com/questions/58112081/executing-an-oracle-grant-in-c-using-executesqlcommand-and-oracleparameter,Executing an oracle grant in c# using ExecuteSqlCommand and OracleParameter,58112165.0,,,,
2148,"['c#', 'generics', 'cil']","{'account_id': 10259273, 'reputation': 4685, 'user_id': 7571171, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9d77fabdca4e5a95bcceace0aad752b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thomas Flinkow', 'link': 'https://stackoverflow.com/users/7571171/thomas-flinkow'}",False,56,0,4,1569484426,1569483320,1569484426.0,58111736,,https://stackoverflow.com/questions/58111736/new-constraint-calling-activator-createinstance,new() constraint calling Activator.CreateInstance,,,1569484509.0,Duplicate,
2149,"['c#', 'android', 'oop', 'xamarin.forms']","{'account_id': 16384251, 'reputation': 115, 'user_id': 11834523, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-inxqYi_3mp4/AAAAAAAAAAI/AAAAAAAAABM/fZQ7WMt1svs/photo.jpg?sz=256', 'display_name': 'Dyn amo', 'link': 'https://stackoverflow.com/users/11834523/dyn-amo'}",False,66,0,0,1569484303,1569484303,,58112005,CC BY-SA 4.0,https://stackoverflow.com/questions/58112005/is-it-possible-to-make-a-legacy-on-contentpage-in-xamarin-forms,Is it possible to make a legacy on contentPage in Xamarin Forms?,,,,,
2150,"['c#', 'asp.net', 'sharepoint', 'sharepoint-online']","{'account_id': 14016988, 'reputation': 39, 'user_id': 10124240, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fe6ff26b1917fe9880d021186eda17d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oleander93', 'link': 'https://stackoverflow.com/users/10124240/oleander93'}",False,159,1,0,1569484128,1569417785,,58099461,CC BY-SA 4.0,https://stackoverflow.com/questions/58099461/sharepoint-file-is-being-downloaded-instead-of-being-displayed,SharePoint File is being downloaded instead of being displayed,,,,,
2151,"['c#', 'asp.net-core', 'viewstate', 'razor-pages']","{'account_id': 3108142, 'reputation': 606, 'user_id': 2630519, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1499089730/picture?type=large', 'display_name': 'Simone Spagna', 'link': 'https://stackoverflow.com/users/2630519/simone-spagna'}",False,246,0,1,1569483911,1569483911,,58111906,CC BY-SA 4.0,https://stackoverflow.com/questions/58111906/problem-with-viewdata-and-viewbag-in-aspnet-core,Problem with ViewData and ViewBag in ASPNET Core,,,,,
2152,['c#'],"{'account_id': 14676735, 'reputation': 109, 'user_id': 10599548, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68e5192d114e5dffec1c1baac2945752?s=256&d=identicon&r=PG&f=1', 'display_name': 'GioPoe', 'link': 'https://stackoverflow.com/users/10599548/giopoe'}",True,81,2,2,1569483320,1569482132,,58111411,CC BY-SA 4.0,https://stackoverflow.com/questions/58111411/how-do-return-the-reference-to-a-specific-structure-in-a-list-of-structs,How do return the reference to a specific structure in a list of structs?,,,,,
2153,"['c#', 'sql-server', 'uwp']","{'account_id': 6032123, 'reputation': 133, 'user_id': 7319350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e47fee9c810ee9943e3c16ca66bdf672?s=256&d=identicon&r=PG', 'display_name': 'Денис', 'link': 'https://stackoverflow.com/users/7319350/%d0%94%d0%b5%d0%bd%d0%b8%d1%81'}",False,193,1,0,1569482994,1569308650,1569482994.0,58074765,CC BY-SA 4.0,https://stackoverflow.com/questions/58074765/uwp-the-application-cannot-communicate-with-the-remote-instance-sql-server,UWP the application cannot communicate with the remote instance SQL Server,,,,,
2154,"['c#', 'unity3d', 'soap', 'hololens']","{'account_id': 5853026, 'reputation': 962, 'user_id': 4611165, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uhy0n.jpg?s=256&g=1', 'display_name': 'kolodi', 'link': 'https://stackoverflow.com/users/4611165/kolodi'}",False,230,0,2,1569482850,1569482850,,58111613,CC BY-SA 4.0,https://stackoverflow.com/questions/58111613/unity-hololens-soap-web-service,Unity Hololens SOAP Web Service,,,,,
2155,"['c#', 'unity3d', 'debugging', 'dll', 'hololens']","{'account_id': 3491995, 'reputation': 125, 'user_id': 2921438, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100000887638319/picture?type=large', 'display_name': 'Hubert Bossy', 'link': 'https://stackoverflow.com/users/2921438/hubert-bossy'}",True,722,1,1,1569482806,1569411687,,58097558,CC BY-SA 4.0,https://stackoverflow.com/questions/58097558/how-to-capture-std-output-of-dll-in-unity-uwp-app,How to capture std output of dll in Unity UWP app?,,,,,
2156,"['c#', 'asp.net', 'entity-framework', 'entity-framework-core']","{'account_id': 16705268, 'reputation': 39, 'user_id': 12073927, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IbkYk.jpg?s=256&g=1', 'display_name': 'A Bobba', 'link': 'https://stackoverflow.com/users/12073927/a-bobba'}",True,186,1,0,1569482673,1569481783,,58111323,CC BY-SA 4.0,https://stackoverflow.com/questions/58111323/copy-previous-day-records-into-the-same-table-using-entity-frame-work,Copy previous day records into the same table using entity frame work,58111568.0,,,,
2157,"['c#', 'pdf', 'annotations', 'itext']","{'account_id': 11508473, 'reputation': 41, 'user_id': 8434022, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4eed10a8ef50fb7ef5264b0899481ee9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pavani', 'link': 'https://stackoverflow.com/users/8434022/pavani'}",False,21,0,0,1569482581,1569243268,1569482581.0,58062936,CC BY-SA 4.0,https://stackoverflow.com/questions/58062936/applied-strokes-using-itext-net-are-displaced-for-some-pdfs,Applied Strokes using iText .NET are displaced for some PDFs,,,,,
