,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,locked_date
1764,"['c#', 'blazor', 'blazor-server-side']","{'account_id': 10309930, 'reputation': 172, 'user_id': 7606096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1382f325983eb6e12accfe1fc0f111b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hugo A.', 'link': 'https://stackoverflow.com/users/7606096/hugo-a'}",True,525,2,1,1648237472,1648163259,71610431,CC BY-SA 4.0,https://stackoverflow.com/questions/71610431/set-renderfragment-default-content-in-code-behind,Set RenderFragment default content in code behind,71611278.0,,,,,,
1765,"['c#', 'json', 'json.net', 'system.text.json']","{'account_id': 122754, 'reputation': 2781, 'user_id': 316759, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7ddbb8e2c4c7ec5338911cafb9b3527c?s=256&d=identicon&r=PG', 'display_name': 'Alexandre Jobin', 'link': 'https://stackoverflow.com/users/316759/alexandre-jobin'}",True,860,1,-1,1648237428,1648154369,71609157,CC BY-SA 4.0,https://stackoverflow.com/questions/71609157/how-to-read-an-unformatted-json-stream-and-write-to-a-formatted-json-file-with-m,How to read an unformatted json stream and write to a formatted json file with minimal memory usage?,,1648237428.0,,,,,
1766,"['c#', '.net', 'linq', '.net-core']","{'account_id': 13707682, 'reputation': 1056, 'user_id': 9890829, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/P8efG.jpg?s=256&g=1', 'display_name': 'Hirasawa Yui', 'link': 'https://stackoverflow.com/users/9890829/hirasawa-yui'}",True,1260,1,1,1648237251,1648140922,71606461,CC BY-SA 4.0,https://stackoverflow.com/questions/71606461/filter-query-by-multiple-parameters-from-the-list-of-objects,Filter query by multiple parameters from the list of objects,71621336.0,1648141681.0,,,,,
1767,"['javascript', 'c#', 'html', 'jquery', 'css']","{'account_id': 24575377, 'reputation': 9, 'user_id': 18481244, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgM9FfrPmSCxu9e6hSjRxmNB2qGZPAkevHWued3Sg=k-s256', 'display_name': 'User1998', 'link': 'https://stackoverflow.com/users/18481244/user1998'}",False,83,1,0,1648236842,1648198889,71614375,CC BY-SA 4.0,https://stackoverflow.com/questions/71614375/how-can-we-disable-a-net-webforms-aspx-file-linkbutton-in-google-chrome,How can we disable a .NET WebForms (.aspx file) LinkButton in Google Chrome,,1648236842.0,,,,,
1768,"['c#', 'csv', 'ssis', 'dos']","{'account_id': 10730049, 'reputation': 83, 'user_id': 7896437, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-xp3xi0G07mg/AAAAAAAAAAI/AAAAAAAAAEk/I0SMnNehFsw/photo.jpg?sz=256', 'display_name': 'MRBasun', 'link': 'https://stackoverflow.com/users/7896437/mrbasun'}",False,480,1,0,1648236666,1648228206,71620721,CC BY-SA 4.0,https://stackoverflow.com/questions/71620721/convert-csv-to-csv-ms-dos-extension,Convert CSV to CSV MS-Dos Extension,,1648228803.0,,,,,
1769,"['c#', 'jenkins', 'sonarqube', 'code-coverage', 'visual-studio-2022']","{'account_id': 8729580, 'reputation': 4639, 'user_id': 6530134, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nY41u.png?s=256&g=1', 'display_name': 'Timothy G.', 'link': 'https://stackoverflow.com/users/6530134/timothy-g'}",True,329,1,0,1648236543,1648041224,71587878,CC BY-SA 4.0,https://stackoverflow.com/questions/71587878/why-is-codecoverage-exe-producing-near-empty-coverage-files,Why is CodeCoverage.exe producing near empty .coverage Files?,71622188.0,,,,,,
1770,"['c#', 'speech-to-text']","{'account_id': 24689481, 'reputation': 1, 'user_id': 18582191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15bd8ca1db8ddb300174f7132218607d?s=256&d=identicon&r=PG', 'display_name': 'Đặng L&#234; Đăng Khoa', 'link': 'https://stackoverflow.com/users/18582191/%c4%90%e1%ba%b7ng-l%c3%aa-%c4%90%c4%83ng-khoa'}",False,27,0,0,1648236412,1648235217,71621985,CC BY-SA 4.0,https://stackoverflow.com/questions/71621985/speech-to-text-from-mic-google-api-wpf,Speech to text from mic (google api) WPF,,,,,,,
1771,"['c#', '.net-5']","{'account_id': 18234853, 'reputation': 13, 'user_id': 13273098, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-tbojltmTDzg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPXbRFa6CKVQDC7IzqeRdHr03DYOA/photo.jpg?sz=256', 'display_name': 'BluesSP', 'link': 'https://stackoverflow.com/users/13273098/bluessp'}",False,106,1,0,1648235191,1648233031,71621595,CC BY-SA 4.0,https://stackoverflow.com/questions/71621595/is-there-a-way-to-see-which-endpoint-method-is-used-to-call-a-method-much-futher,Is there a way to see which endpoint method is used to call a method much futher down the call stack?,,,,,,,
1772,"['c#', 'datagridview', 'textbox']","{'account_id': 24689430, 'reputation': 1, 'user_id': 18582140, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzxARSkJpGV6FkOxtLGCSw_VzWEjJ5fG0Wz66-v=k-s256', 'display_name': 'vishnu satpathy', 'link': 'https://stackoverflow.com/users/18582140/vishnu-satpathy'}",False,57,0,0,1648235065,1648235065,71621955,CC BY-SA 4.0,https://stackoverflow.com/questions/71621955/why-i-am-getting-datagridviewtextboxcell-columnindex-1-rowindex-2-in-my-tex,"Why i am getting DataGridViewTextBoxCell { ColumnIndex=1, RowIndex=2 } in my textbox rather than name of column",,,,,,,
1773,"['c#', 'multithreading', 'task', 'powershell-cmdlet']","{'account_id': 3860325, 'reputation': 35, 'user_id': 3198214, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95218a3869ae40216cb885e327cf887b?s=256&d=identicon&r=PG&f=1', 'display_name': 'cobside', 'link': 'https://stackoverflow.com/users/3198214/cobside'}",False,72,1,0,1648234118,1648165197,71610634,CC BY-SA 4.0,https://stackoverflow.com/questions/71610634/c-multithreaded-task-powershell-cmdlet,C#: Multithreaded (task) PowerShell cmdlet,,,,,,,
1774,"['c#', 'power-saving']","{'account_id': 14785133, 'reputation': 11, 'user_id': 10677539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57f9b4ec10244ebf0e9a67b1e8f7c02c?s=256&d=identicon&r=PG&f=1', 'display_name': 'MoaByter', 'link': 'https://stackoverflow.com/users/10677539/moabyter'}",False,74,1,0,1648233765,1648132621,71604444,CC BY-SA 4.0,https://stackoverflow.com/questions/71604444/how-to-get-the-executionstate,How to get the ExecutionState?,,,,,,,
1775,"['c#', 'unity3d']","{'account_id': 13365092, 'reputation': 187, 'user_id': 10379128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14e5bf7384014a51d7d4d94dbead9c1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'zeni1agent', 'link': 'https://stackoverflow.com/users/10379128/zeni1agent'}",True,576,1,0,1648233173,1648231828,71621395,,https://stackoverflow.com/questions/71621395/invalidcastexception-specified-cast-is-not-valid-unity,InvalidCastException: Specified cast is not valid. Unity,71621624.0,,1648234853.0,Duplicate,,,
1776,"['c#', 'winforms', 'idisposable', 'objectdisposedexception', 'litedb']","{'account_id': 20456990, 'reputation': 116, 'user_id': 15010408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11fa924a0d96023092b24e1d582b8b2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shahaboddin', 'link': 'https://stackoverflow.com/users/15010408/shahaboddin'}",True,202,2,1,1648232190,1648221262,71619240,CC BY-SA 4.0,https://stackoverflow.com/questions/71619240/prevent-object-dispose-inside-using-block,Prevent object dispose inside using block,71619768.0,1648232190.0,,,,,
1777,"['c#', 'visual-studio']","{'account_id': 10591870, 'reputation': 1497, 'user_id': 7802149, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/391934d3d67d82a838a275ab040a4ee6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fakhar Ahmad Rasul', 'link': 'https://stackoverflow.com/users/7802149/fakhar-ahmad-rasul'}",False,156,0,0,1648231665,1648231665,71621366,CC BY-SA 4.0,https://stackoverflow.com/questions/71621366/filescoped-namespaces-in-visual-studio-2019,Filescoped namespaces in visual studio 2019,,,,,,,
1778,"['c#', 'asp.net-core', 'swagger', 'swagger-ui', 'swashbuckle.aspnetcore']","{'account_id': 1704276, 'reputation': 663, 'user_id': 1563677, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/a479a5c1533895a87c1266d4d587d6ad?s=256&d=identicon&r=PG', 'display_name': 'user1563677', 'link': 'https://stackoverflow.com/users/1563677/user1563677'}",False,2670,0,0,1648231404,1648218862,71618684,CC BY-SA 4.0,https://stackoverflow.com/questions/71618684/net-core-swagger-swaggeruibundle-is-not-defined,.net Core Swagger: SwaggerUIBundle is not defined,,1648231404.0,,,,,
1779,"['c#', 'asp.net-core', 'razor-pages', 'system.text.json', 'nodatime']","{'account_id': 1014159, 'reputation': 5555, 'user_id': 1026105, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/3a9bea00fa5f65c57a659e2ed0ae9888?s=256&d=identicon&r=PG', 'display_name': 'JuChom', 'link': 'https://stackoverflow.com/users/1026105/juchom'}",False,1295,0,0,1648230687,1648222375,71619508,CC BY-SA 4.0,https://stackoverflow.com/questions/71619508/asp-net-core-custom-jsonconverter-working-on-serialize-not-on-deserialize,ASP.Net core custom JsonConverter working on serialize not on deserialize,,1648230687.0,,,,,
1780,"['c#', 'bots', 'push', 'telegram']","{'account_id': 4389574, 'reputation': 113, 'user_id': 4492240, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2aa86488c9cf6d137b65525fce8c4a84?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roberto Alessi', 'link': 'https://stackoverflow.com/users/4492240/roberto-alessi'}",False,222,1,0,1648230630,1648229116,71620893,CC BY-SA 4.0,https://stackoverflow.com/questions/71620893/telegram-bot-for-a-periodic-bulletin,Telegram bot for a periodic bulletin,,,,,,,
1781,"['c#', '.net', 'get', 'httpwebrequest', 'webrequest']","{'account_id': 4426109, 'reputation': 4512, 'user_id': 3784238, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://lh3.googleusercontent.com/-5TiQ_Wr94Kg/AAAAAAAAAAI/AAAAAAAAAUg/N0Pp2l_1mdM/photo.jpg?sz=256', 'display_name': 'Erica Stockwell-Alpert', 'link': 'https://stackoverflow.com/users/3784238/erica-stockwell-alpert'}",False,262,0,0,1648230534,1648228868,71620850,CC BY-SA 4.0,https://stackoverflow.com/questions/71620850/httpwebrequest-failing-on-send-through-website-application-but-works-in-console,"HttpWebRequest failing on send through website application, but works in console app",,1648230534.0,,,,,
1782,"['c#', 'cil', 'java-bytecode-asm']","{'account_id': 24688000, 'reputation': 1, 'user_id': 18580934, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggt7x8U3CEPIeII4iQMJNhclTRDbC2LmGW9_f4oRQ=k-s256', 'display_name': 'george2020', 'link': 'https://stackoverflow.com/users/18580934/george2020'}",False,202,0,0,1648230385,1648226023,71620273,CC BY-SA 4.0,https://stackoverflow.com/questions/71620273/bytecode-manipulation-with-asm-on-net-c,ByteCode manipulation with ASM on .NET &amp; C#,,,,,,,
1783,"['c#', 'excel', 'unit-testing', 'vsto', 'vs-unit-testing-framework']","{'account_id': 5914686, 'reputation': 3564, 'user_id': 6588105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50c94c17f4e6abf6b69c6336469914e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'umer', 'link': 'https://stackoverflow.com/users/6588105/umer'}",False,72,1,0,1648230289,1648214358,71617622,CC BY-SA 4.0,https://stackoverflow.com/questions/71617622/how-to-write-unit-test-for-excel-plug-in-written-in-vsto-c,How to write unit test for EXCEL Plug-In written in VSTO C#?,,1648229505.0,,,,,
1784,"['c#', 'wpf', 'button', 'timer', 'textbox']","{'account_id': 24684115, 'reputation': 7, 'user_id': 18577536, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx3ToYMWIMWxM__7tJwPvY5rcdgBD5UAnDuAaEa=k-s256', 'display_name': 'Davron Omonov', 'link': 'https://stackoverflow.com/users/18577536/davron-omonov'}",False,378,1,0,1648230140,1648206061,71615836,CC BY-SA 4.0,https://stackoverflow.com/questions/71615836/how-can-i-set-the-timer-start-time-text-box-value-in-wpf,How can I set the timer start time text box value in WPF?,,1648210452.0,,,,,
1785,"['c#', 'excel', 'office-interop', 'excel-interop', 'excel-automation']","{'account_id': 24115123, 'reputation': 21, 'user_id': 18085123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01e66a2b8c6d275a42fdc93ad3f125da?s=256&d=identicon&r=PG', 'display_name': 'NortziHead', 'link': 'https://stackoverflow.com/users/18085123/nortzihead'}",True,90,1,0,1648228610,1648227596,71620603,CC BY-SA 4.0,https://stackoverflow.com/questions/71620603/getting-a-com-class-factory-path-not-found-exception-when-the-path-clearly-exist,Getting a COM class factory Path not found exception when the path clearly exists,71620798.0,1648228326.0,,,,,
1786,"['c#', '.net', 'masstransit', 'azure-servicebus-topics', 'azure-servicebus-subscriptions']","{'account_id': 2339431, 'reputation': 385, 'user_id': 2051058, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f0fbc2d7939be9a5a9b9496f665a15e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noone', 'link': 'https://stackoverflow.com/users/2051058/noone'}",False,208,1,0,1648228353,1648226418,71620349,CC BY-SA 4.0,https://stackoverflow.com/questions/71620349/creating-azure-service-bus-with-rule-with-masstransit,Creating Azure Service Bus with Rule with MassTransit,,,,,,,
1787,"['c#', 'asp.net-core', 'asp.net-core-mvc', 'single-sign-on', 'cas']","{'account_id': 24496512, 'reputation': 71, 'user_id': 18412707, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d12e9768eb9ab614746f439cf8311b2b?s=256&d=identicon&r=PG', 'display_name': 'Mahmoud Audu', 'link': 'https://stackoverflow.com/users/18412707/mahmoud-audu'}",True,2311,1,3,1648228220,1646841973,71412395,CC BY-SA 4.0,https://stackoverflow.com/questions/71412395/creating-sso-single-sign-on-cas-on-asp-net-core-6-mvc-app,Creating SSO (single sign on) CAS on ASP.NET Core 6 MVC app,71529227.0,1648228220.0,,,,,
1788,"['c#', 'unity3d']","{'account_id': 24202321, 'reputation': 63, 'user_id': 18159981, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgvuLliafw1VXVeJJ5OldCvOUux6WOQhQsMH9-qDQ=k-s256', 'display_name': 'Damir Shabayev', 'link': 'https://stackoverflow.com/users/18159981/damir-shabayev'}",True,30,1,0,1648227826,1648225493,71620173,CC BY-SA 4.0,https://stackoverflow.com/questions/71620173/hello-i-cant-modify-rb-vel-mag-in-unity,Hello I cant modify Rb.vel.mag in unity,71620640.0,1648227551.0,,,,,
1789,"['c#', 'visual-studio']","{'account_id': 24688099, 'reputation': 1, 'user_id': 18581023, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxbQ5CgzOFkzWpu0GEwhwz2fiUtRYqlfN8mk-Oi=k-s256', 'display_name': 'Mike19', 'link': 'https://stackoverflow.com/users/18581023/mike19'}",False,367,0,0,1648227805,1648227268,71620537,CC BY-SA 4.0,https://stackoverflow.com/questions/71620537/why-does-visual-studio-2022-make-empty-folder-with-solution-name,Why Does Visual Studio 2022 Make Empty Folder with Solution Name?,,,,,,,
1790,"['c#', 'botframework', 'adaptive-cards']","{'account_id': 11474015, 'reputation': 43, 'user_id': 8409975, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1eb8c3c1dc10e1bc60d48102313822fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'SDR', 'link': 'https://stackoverflow.com/users/8409975/sdr'}",False,364,1,-1,1648227485,1648208311,71616365,CC BY-SA 4.0,https://stackoverflow.com/questions/71616365/parse-an-adaptive-card-json-to-c-object-and-dynamically-build-action-showcards,Parse an adaptive card json to C# object and dynamically build Action.Showcards based on my api data,,,,,,,
1791,"['c#', 'android', 'visual-studio', 'api', 'xamarin.forms']","{'account_id': 21511170, 'reputation': 121, 'user_id': 15853851, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiSRLo0aogxJDTIRd1Dus5KA0uCVxxPORyjKE2FyA=k-s256', 'display_name': 'marco', 'link': 'https://stackoverflow.com/users/15853851/marco'}",False,1419,0,1,1648227333,1648227333,71620548,CC BY-SA 4.0,https://stackoverflow.com/questions/71620548/system-net-http-httprequestexception-connection-refused-xamarin,&#39;System.Net.Http.HttpRequestException Connection Refused&#39; Xamarin,,,,,,,
1792,"['c#', 'selenium-webdriver']","{'account_id': 1055200, 'reputation': 474, 'user_id': 1058090, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/263f43e5e1ffadd85166bfcac771f18a?s=256&d=identicon&r=PG', 'display_name': 'Vincent', 'link': 'https://stackoverflow.com/users/1058090/vincent'}",False,325,1,0,1648226798,1648214122,71617572,CC BY-SA 4.0,https://stackoverflow.com/questions/71617572/selenium-c-trying-to-get-browser-name-using-icapabilities-but-getting-cast-er,Selenium C# | Trying to get browser name using ICapabilities but getting cast error,,1648226798.0,,,,,
1793,"['python', 'c#', '.net-core', 'com', 'language-interoperability']","{'account_id': 24202260, 'reputation': 35, 'user_id': 18159927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db1ba342721bb2d0c89af466362d413a?s=256&d=identicon&r=PG', 'display_name': 'Spikxz', 'link': 'https://stackoverflow.com/users/18159927/spikxz'}",True,201,1,1,1648225703,1647946159,71570770,CC BY-SA 4.0,https://stackoverflow.com/questions/71570770/interoperability-issue-with-com-events-in-python-and-a-com-object-created-in-ne,Interoperability issue with COM events in Python and a COM object created in .NET Core 6.0,71608011.0,1648109195.0,,,,,
1794,"['c#', 'linq']","{'account_id': 9592906, 'reputation': 890, 'user_id': 7123126, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/ZTxG2.jpg?s=256&g=1', 'display_name': 'Taieb', 'link': 'https://stackoverflow.com/users/7123126/taieb'}",False,39,0,0,1648225604,1648225604,71620195,CC BY-SA 4.0,https://stackoverflow.com/questions/71620195/group-a-list-of-object-containing-a-nested-list-of-objects-depending-of-value-fr,Group a list of object containing a nested list of objects depending of value from another list of objects,,,,,,,
1795,"['c#', 'sql', 'asp.net', 'session', 'viewstate']","{'account_id': 16049593, 'reputation': 23, 'user_id': 11583853, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-2KoijMvlDOQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re3kW3wW_2kyHoRpsWQz0JsfQWtxA/mo/photo.jpg?sz=256', 'display_name': 'Marco Santini', 'link': 'https://stackoverflow.com/users/11583853/marco-santini'}",True,171,1,2,1648225418,1648197444,71614116,CC BY-SA 4.0,https://stackoverflow.com/questions/71614116/asp-net-viewstate-vs-session-big-amount-of-data,"ASP.NET ViewState vs Session, big amount of data",71619995.0,,,,,,
1796,"['c#', '.net', 'asp.net-core', 'visual-studio-code', '.net-6.0']","{'account_id': 1982977, 'reputation': 7125, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,2153,1,3,1648225242,1648223409,71619739,CC BY-SA 4.0,https://stackoverflow.com/questions/71619739/unhandled-exception-system-invalidoperationexception-unable-to-configure-https,Unhandled exception. System.InvalidOperationException: Unable to configure HTTPS endpoint (vs code),71620126.0,1648224979.0,,,,,
1797,"['c#', '.net-core', 'lint', '.net-6.0']","{'account_id': 12204046, 'reputation': 453, 'user_id': 9594020, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WtCiQ.jpg?s=256&g=1', 'display_name': 'krax1337', 'link': 'https://stackoverflow.com/users/9594020/krax1337'}",True,590,1,1,1648224388,1648204417,71615491,CC BY-SA 4.0,https://stackoverflow.com/questions/71615491/microsoft-codeanalysis-csharp-and-microsoft-codeanalysis-the-system-cannot-fin,Microsoft.CodeAnalysis.CSharp and Microsoft.CodeAnalysis - The system cannot find the file specified,71619953.0,,,,,,
1798,"['c#', 'windows', 'authentication', 'wcf', 'powerbi']","{'account_id': 13094713, 'reputation': 1, 'user_id': 9460962, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9f10ac2a7e02a9c76152051c30840c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alarach', 'link': 'https://stackoverflow.com/users/9460962/alarach'}",False,140,0,0,1648224077,1648224077,71619879,CC BY-SA 4.0,https://stackoverflow.com/questions/71619879/windows-authentication-not-working-in-wcf-rest-service-from-a-power-bi-request,Windows Authentication not working in WCF REST service from a Power BI request,,,,,,,
1799,"['c#', '.net', 'outlook', 'office-interop', 'mailitem']","{'account_id': 72764, 'reputation': 4226, 'user_id': 209920, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/ae95cc81e95a764f5d3f15b0bf02a458?s=256&d=identicon&r=PG', 'display_name': 'Dave Mackey', 'link': 'https://stackoverflow.com/users/209920/dave-mackey'}",True,137,2,2,1648223925,1648067970,71593762,CC BY-SA 4.0,https://stackoverflow.com/questions/71593762/how-can-i-determine-if-an-outlook-mailitem-is-an-unsaved-draft,How can I determine if an Outlook MailItem is an unsaved draft?,,,,,,,
1800,"['c#', 'excel']","{'account_id': 20069635, 'reputation': 11, 'user_id': 14714682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4c131477c4213fad957fc9c155f032f?s=256&d=identicon&r=PG&f=1', 'display_name': 'RazzelDazzel', 'link': 'https://stackoverflow.com/users/14714682/razzeldazzel'}",False,38,2,-1,1648223550,1648219813,71618912,CC BY-SA 4.0,https://stackoverflow.com/questions/71618912/sum-value-of-textboxes-in-an-excel-cell,Sum value of textboxes in an excel cell,,,,,,,
1801,"['c#', '.net', 'linq', 'datatable', 'ienumerable']","{'account_id': 3222413, 'reputation': 708, 'user_id': 2719527, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/57rDU.jpg?s=256&g=1', 'display_name': 'Vivek Shukla', 'link': 'https://stackoverflow.com/users/2719527/vivek-shukla'}",True,53,1,0,1648222542,1648152660,71608827,CC BY-SA 4.0,https://stackoverflow.com/questions/71608827/issue-when-using-datatable-selectsomestring-versus-datatable-asenumerable-wh,Issue when using DataTable.Select(somestring) versus DataTable.AsEnumerable().Where,,1648220359.0,,,,,
1802,"['c#', '.net', 'aspose', 'aspose.words', 'aspose-cells']","{'account_id': 8707552, 'reputation': 3, 'user_id': 6514966, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ZNbx64lwfNo/AAAAAAAAAAI/AAAAAAAAAEI/Mad8lL1MWbM/photo.jpg?sz=256', 'display_name': 'Hafssa El', 'link': 'https://stackoverflow.com/users/6514966/hafssa-el'}",True,414,1,0,1648222044,1648211514,71617062,CC BY-SA 4.0,https://stackoverflow.com/questions/71617062/c-aspose-word-table-how-to-add-overline-style-to-a-cell-text,C# Aspose Word Table : How to add Overline style to a Cell text,71619427.0,,,,,,
1803,"['c#', 'xss', 'html-encode']","{'account_id': 940744, 'reputation': 1125, 'user_id': 968861, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/96be1a397399cfb4dfe55a8f55e18b37?s=256&d=identicon&r=PG', 'display_name': 'dyesdyes', 'link': 'https://stackoverflow.com/users/968861/dyesdyes'}",True,167,1,1,1648222030,1648218602,71618624,CC BY-SA 4.0,https://stackoverflow.com/questions/71618624/prevent-xss-attacks-but-still-display-single-quotes-for-instance,Prevent XSS attacks but still display single quotes for instance,71619421.0,,,,,,
1804,"['c#', '.net', 'linq']","{'user_type': 'does_not_exist', 'display_name': 'user17176542'}",True,46,1,1,1648221977,1648221529,71619304,CC BY-SA 4.0,https://stackoverflow.com/questions/71619304/is-there-a-better-extension-method-than-findindex-to-filter-on-a-generic-list,IS there a better extension method than FindIndex to filter on a generic list?,71619409.0,1648221704.0,,,,,
1805,"['c#', 'entity-framework-core']","{'account_id': 4177313, 'reputation': 333, 'user_id': 3423442, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://graph.facebook.com/100000098134093/picture?type=large', 'display_name': 'Michal Heneš', 'link': 'https://stackoverflow.com/users/3423442/michal-hene%c5%a1'}",False,27,0,0,1648221084,1648221084,71619209,CC BY-SA 4.0,https://stackoverflow.com/questions/71619209/efcore-property-is-not-loading-at-all,EFCore - Property is not loading at all,,,,,,,
1806,"['c#', 'mongodb', 'linq', 'pivot', 'unpivot']","{'account_id': 21975185, 'reputation': 1, 'user_id': 16251127, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10225617323048032/picture?type=large', 'display_name': 'user16251127', 'link': 'https://stackoverflow.com/users/16251127/user16251127'}",False,35,1,0,1648221054,1647628880,71531789,CC BY-SA 4.0,https://stackoverflow.com/questions/71531789/mongo-to-linq-pivot-unpivot-data,mongo to linq pivot/unpivot data,,,,,,,
1807,"['c#', 'asp.net-core', 'serilog', 'quartz.net']","{'account_id': 281481, 'reputation': 34842, 'user_id': 577805, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/dbbe0a475e6a151f0595b83e55475f34?s=256&d=identicon&r=PG', 'display_name': 'Miguel Moura', 'link': 'https://stackoverflow.com/users/577805/miguel-moura'}",False,853,1,0,1648220947,1648217594,71618349,CC BY-SA 4.0,https://stackoverflow.com/questions/71618349/not-able-to-get-logger-from-iserviceprovider-in-asp-net-core,Not able to get Logger from `IServiceProvider` in Asp.Net Core,,,,,,,
1808,"['c#', '.net', 'visual-studio']","{'account_id': 13283900, 'reputation': 15, 'user_id': 9590607, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/429788994142307/picture?type=large', 'display_name': 'Ariteku', 'link': 'https://stackoverflow.com/users/9590607/ariteku'}",False,256,0,1,1648220344,1648220344,71619038,CC BY-SA 4.0,https://stackoverflow.com/questions/71619038/visual-studio-2022-no-html-code-hints-in-cshtml-file,Visual Studio 2022 - No html code hints in .cshtml file,,,,,,,
1809,"['c#', 'enums']","{'account_id': 8959363, 'reputation': 3, 'user_id': 6682603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2d42cbc8895419f3e6753bcc37b8785?s=256&d=identicon&r=PG', 'display_name': 'dm84', 'link': 'https://stackoverflow.com/users/6682603/dm84'}",True,66,2,0,1648219842,1648218714,71618649,CC BY-SA 4.0,https://stackoverflow.com/questions/71618649/enum-tryparse-run-time-exception,Enum.TryParse Run-time exception,71618919.0,,,,,,
