,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date
2244,"['c#', '.net', 'xml', 'wcf', 'soap']","{'account_id': 1491801, 'reputation': 292, 'user_id': 1398729, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/7d74576a701ce524d2f35e602dcb5b85?s=256&d=identicon&r=PG', 'display_name': 'Victor J. Garcia', 'link': 'https://stackoverflow.com/users/1398729/victor-j-garcia'}",True,9242,2,3,1396366871,1337367372,1396366871.0,10658267,CC BY-SA 3.0,https://stackoverflow.com/questions/10658267/wcf-remove-xmlnstem-http-tempuri-org,WCF Remove xmlns:tem=&quot;http://tempuri.org/&quot;,10658352.0,,,,
2245,"['c#', 'asp.net']","{'account_id': 1050245, 'reputation': 1070, 'user_id': 1054375, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/8592b95b24152e5727e8334a68e574eb?s=256&d=identicon&r=PG', 'display_name': 'thormayer', 'link': 'https://stackoverflow.com/users/1054375/thormayer'}",True,90,2,0,1396317306,1336746743,1396317306.0,10553394,CC BY-SA 3.0,https://stackoverflow.com/questions/10553394/value-is-changing-in-page-life-cycle,value is changing in page life cycle?,10553495.0,,,,
2246,"['c#', 'asp.net', 'visual-studio-2010']","{'user_type': 'does_not_exist', 'display_name': 'user1037134'}",True,384,2,1,1396311885,1336725113,1396311885.0,10548010,CC BY-SA 3.0,https://stackoverflow.com/questions/10548010/what-should-i-do-if-session-logs-out-after-20-minutes-in-asp-net,What should i do if session logs out after &quot;20&quot; minutes in asp.net?,,,,,
2247,"['c#', 'facebook-graph-api', 'facebook-c#-sdk']","{'account_id': 57605, 'reputation': 394, 'user_id': 172597, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/1da0e49d34ab9d8e6af5af87880b53df?s=256&d=identicon&r=PG', 'display_name': 'Jonas Cannehag', 'link': 'https://stackoverflow.com/users/172597/jonas-cannehag'}",True,486,1,1,1396311409,1336723633,1396311409.0,10547720,CC BY-SA 3.0,https://stackoverflow.com/questions/10547720/facebook-publish-from-c-to-a-page,Facebook publish from C# to a page,,,,,
2248,"['c#', 'webbrowser-control']","{'account_id': 1479193, 'reputation': 41, 'user_id': 1388923, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jN563.jpg?s=256&g=1', 'display_name': 'Yunfei.Xiao', 'link': 'https://stackoverflow.com/users/1388923/yunfei-xiao'}",True,300,1,0,1396310036,1336726072,1396310036.0,10548242,CC BY-SA 3.0,https://stackoverflow.com/questions/10548242/how-to-detect-webbrowser-is-downloading-data-from-target-server-when-click-an-el,How to detect webbrowser is downloading data from target server when click an element in C#,,,,,
2249,"['c#', 'javascript', 'jquery', 'css']","{'account_id': 1402309, 'reputation': 516, 'user_id': 1330837, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/78e2c63ef01bf7ee3c903ad18272cb4d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Manish Gautam', 'link': 'https://stackoverflow.com/users/1330837/manish-gautam'}",True,576,1,0,1396309961,1336715024,1396309961.0,10546026,CC BY-SA 3.0,https://stackoverflow.com/questions/10546026/how-to-create-text-curve-effect-using-web-programming-preferring-c-vb-javasc,"How to create text curve effect using web programming. preferring (c#, vb javascript or jquery)",10546164.0,,,,
2250,"['c#', 'entity-framework-4.1']","{'account_id': 1259052, 'reputation': 11891, 'user_id': 1217882, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/y8PEC.jpg?s=256&g=1', 'display_name': 'yo chauhan', 'link': 'https://stackoverflow.com/users/1217882/yo-chauhan'}",True,347,1,1,1396304146,1336640943,1396304146.0,10530817,CC BY-SA 3.0,https://stackoverflow.com/questions/10530817/exception-on-update-using-ef-4-1,Exception on update using EF 4.1,10541221.0,,,,
2251,"['c#', 'asp.net']","{'account_id': 419602, 'reputation': 1533, 'user_id': 796862, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/a646f301eef062712f16ca85f82c8ab3?s=256&d=identicon&r=PG', 'display_name': 'Alon M', 'link': 'https://stackoverflow.com/users/796862/alon-m'}",True,712,3,1,1396299150,1336585725,1396299150.0,10521383,CC BY-SA 3.0,https://stackoverflow.com/questions/10521383/get-hebrew-chars-from-textbox-in-asp-net,Get hebrew chars from textbox in asp.net,10521748.0,,,,
2252,"['c#', 'ms-office', 'outlook-2010', 'office-addins']","{'account_id': 290969, 'reputation': 6157, 'user_id': 592835, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/rrxAO.jpg?s=256&g=1', 'display_name': 'Anton Semenov', 'link': 'https://stackoverflow.com/users/592835/anton-semenov'}",True,1292,1,0,1396299109,1336058373,1396299109.0,10434384,CC BY-SA 3.0,https://stackoverflow.com/questions/10434384/outlook-2010-special-folder-add-in,Outlook 2010 special folder Add-in,10434954.0,,,,
2253,"['c#', 'xml', 'windows-phone-7', 'serialization', 'datacontractserializer']","{'account_id': 359037, 'reputation': 2338, 'user_id': 700195, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/c84c6533ada2810e960e051989869f14?s=256&d=identicon&r=PG', 'display_name': 'Griffin', 'link': 'https://stackoverflow.com/users/700195/griffin'}",True,1891,3,1,1396252240,1336616523,1336680313.0,10526738,CC BY-SA 3.0,https://stackoverflow.com/questions/10526738/securityexception-when-serializing-with-datacontractserializer,SecurityException when serializing with DataContractSerializer,10541547.0,,,,
2254,"['c#', 'unit-testing', 'moq']","{'account_id': 1472499, 'reputation': 11, 'user_id': 1383690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2798b69ee06f7c5e28ece9cc9a068560?s=256&d=identicon&r=PG', 'display_name': 'Somaraj Konattu', 'link': 'https://stackoverflow.com/users/1383690/somaraj-konattu'}",True,1044,1,1,1396239142,1336540162,1396239142.0,10510149,CC BY-SA 3.0,https://stackoverflow.com/questions/10510149/moq-how-to-bypass-the-call-to-base,Moq How to bypass the call to base,10512310.0,,,,
2255,"['c#', 'xamarin.android', 'mvvmcross']","{'account_id': 1399789, 'reputation': 235, 'user_id': 1328774, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3fc1d7ae79280fb9ce752a9438e39c75?s=256&d=identicon&r=PG', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/1328774/martin'}",True,7365,1,5,1396239133,1336465693,1396239133.0,10495137,CC BY-SA 3.0,https://stackoverflow.com/questions/10495137/mvvmcross-bindings-in-android,MVVMCross Bindings in Android,10495578.0,,,,
2256,"['c#', 'code-first', 'dbcontext']","{'account_id': 65316, 'reputation': 6352, 'user_id': 192313, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/0d7a41c5106cac6f1d711f18c7d80e8a?s=256&d=identicon&r=PG', 'display_name': 'mat-mcloughlin', 'link': 'https://stackoverflow.com/users/192313/mat-mcloughlin'}",False,256,1,1,1396160068,1338300801,1338306703.0,10800941,CC BY-SA 3.0,https://stackoverflow.com/questions/10800941/sql-execution-time-slowing-down-code-first,"SQL Execution Time Slowing Down, Code First",,,,,
2257,"['c#', 'silverlight', 'xaml', 'childwindow']","{'account_id': 213455, 'reputation': 2662, 'user_id': 466844, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/1f4eb0794a2d83160b703404a68e643f?s=256&d=identicon&r=PG', 'display_name': 'Ebikeneser', 'link': 'https://stackoverflow.com/users/466844/ebikeneser'}",True,135,1,-1,1396005724,1336567449,1396005724.0,10516377,CC BY-SA 3.0,https://stackoverflow.com/questions/10516377/use-response-value-in-child-window,Use response value in child window,10518840.0,,,,
2258,"['c#', 'javascript', 'asp.net', 'pagemethods']","{'account_id': 1201530, 'reputation': 193, 'user_id': 1172098, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8a395f15f426f63ec1694583eb46e210?s=256&d=identicon&r=PG', 'display_name': 'windforceus', 'link': 'https://stackoverflow.com/users/1172098/windforceus'}",True,23792,4,9,1395870531,1337366493,,10658061,CC BY-SA 3.0,https://stackoverflow.com/questions/10658061/calling-asp-net-page-method-from-javascript-not-working,Calling asp.net page method from javascript not working,10658398.0,,,,
2259,"['c#', 'post', 'cookies', 'sessionid']","{'account_id': 1317173, 'reputation': 14830, 'user_id': 1263781, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/02e926fff2ffc32f4e713940c01eaf3e?s=256&d=identicon&r=PG', 'display_name': 'Akshat Jiwan Sharma', 'link': 'https://stackoverflow.com/users/1263781/akshat-jiwan-sharma'}",True,503,2,0,1395839213,1337795943,1337798138.0,10725363,CC BY-SA 3.0,https://stackoverflow.com/questions/10725363/google-alerts-post-parameters,Google alerts Post parameters,10725477.0,,,,
2260,"['c#', 'regex', 'oracle', 'wildcard']","{'account_id': 1046584, 'reputation': 167, 'user_id': 1051434, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/b488e1e2ce60c23e31ec5a55aba62c5c?s=256&d=identicon&r=PG', 'display_name': 'user1051434', 'link': 'https://stackoverflow.com/users/1051434/user1051434'}",True,1869,2,4,1395828976,1336379889,1336385286.0,10479044,CC BY-SA 3.0,https://stackoverflow.com/questions/10479044/representing-wildcards-on-c,representing wildcards on c#,10479673.0,,,,
2261,"['c#', 'pinvoke']","{'account_id': 413936, 'reputation': 2658, 'user_id': 787856, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/b38d78ea2434f802be2b30e69c69f702?s=256&d=identicon&r=PG&f=1', 'display_name': 'L&#233;on Pelletier', 'link': 'https://stackoverflow.com/users/787856/l%c3%a9on-pelletier'}",True,217,1,4,1395552212,1336790184,1395552212.0,10560604,CC BY-SA 3.0,https://stackoverflow.com/questions/10560604/strange-behavior-coming-from-a-p-invoke-function-magic-loop,Strange behavior coming from a P/Invoke function - Magic loop,10569098.0,,,,
2262,"['c#', 'xaml', 'windows-8', 'windows-store-apps', 'appbar']","{'account_id': 1465527, 'reputation': 859, 'user_id': 1378483, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/086eaf6a8f47656a109d3f3d715954f5?s=256&d=identicon&r=PG', 'display_name': 'Jan Zeman', 'link': 'https://stackoverflow.com/users/1378483/jan-zeman'}",True,4059,1,2,1395502191,1336837425,1395502191.0,10565131,CC BY-SA 3.0,https://stackoverflow.com/questions/10565131/listview-and-appbar-cooperation-the-simplest-possible-multiple-select-scenario,ListView and AppBar cooperation. The simplest possible multiple select scenario,10569709.0,,,,
2263,"['c#', 'inheritance', '.net-4.0', 'covariance']","{'account_id': 458956, 'reputation': 141534, 'user_id': 859154, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/UFFIs.jpg?s=256&g=1', 'display_name': 'Royi Namir', 'link': 'https://stackoverflow.com/users/859154/royi-namir'}",True,178,1,4,1395486229,1336222371,1495540588.0,10462021,CC BY-SA 3.0,https://stackoverflow.com/questions/10462021/covariance-beats-concrete-type,Covariance beats concrete type?,10462064.0,,,,
2264,"['c#', 'design-patterns', 'singleton', 'dbproviderfactories']","{'account_id': 1195668, 'reputation': 41, 'user_id': 1167467, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bce191369c75be230d6fa6798581e332?s=256&d=identicon&r=PG', 'display_name': 'Shivaram', 'link': 'https://stackoverflow.com/users/1167467/shivaram'}",True,953,1,1,1395450021,1336562366,1395450021.0,10515038,CC BY-SA 3.0,https://stackoverflow.com/questions/10515038/net-dbproviderfactory-and-singleton,.NET DbProviderFactory and Singleton,,,,,
2265,"['c#', '.net', 'windows-server-2008', 'windows-server-2008-r2', 'isolatedstorage']","{'account_id': 800816, 'reputation': 2177, 'user_id': 799542, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/def4a225476454b058fb21a78b31a784?s=256&d=identicon&r=PG', 'display_name': 'John Russell', 'link': 'https://stackoverflow.com/users/799542/john-russell'}",False,1822,1,4,1395374368,1337271510,,10639515,CC BY-SA 3.0,https://stackoverflow.com/questions/10639515/isolatedstorageexception-unable-to-create-the-store-directory-exception-from,IsolatedStorageException: Unable to create the store directory. (Exception from HRESULT: 0x80131468),,,,,
2266,"['c#', 'windows-store-apps']","{'account_id': 354947, 'reputation': 30844, 'user_id': 1014217, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/6zW1x.jpg?s=256&g=1', 'display_name': 'Luis Valencia', 'link': 'https://stackoverflow.com/users/1014217/luis-valencia'}",True,402,1,2,1395372207,1337668211,1395372207.0,10696849,,https://stackoverflow.com/questions/10696849/windows-store-app-in-c,windows store app in C#,10697617.0,,1337706305.0,not a real question,
2267,"['c#', 'c#-4.0', 'windows-7', 'filezilla']","{'account_id': 204450, 'reputation': 11194, 'user_id': 452680, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/fEVpj.jpg?s=256&g=1', 'display_name': 'Saravanan', 'link': 'https://stackoverflow.com/users/452680/saravanan'}",True,3126,3,2,1395331215,1336472224,,10496704,CC BY-SA 3.0,https://stackoverflow.com/questions/10496704/cant-edit-filezilla-server-xml-file-programatically-in-windows-7-using-c,Can&#39;t edit FileZilla Server.xml file programatically in Windows 7 using C#?,,,,,
2268,"['c#', 'asp.net', 'configuration', 'windows-services']","{'account_id': 1403651, 'reputation': 8755, 'user_id': 1331947, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/506b62451645c367b4de17661485ae55?s=256&d=identicon&r=PG', 'display_name': 'Phillip Schmidt', 'link': 'https://stackoverflow.com/users/1331947/phillip-schmidt'}",True,957,3,0,1395218094,1336149231,,10452769,CC BY-SA 3.0,https://stackoverflow.com/questions/10452769/windows-service-cant-read-appsetttings-in-onstart-method,Windows service can&#39;t read appsetttings in OnStart method,10454384.0,,,,
2269,"['c#', 'json.net', 'automapper']","{'account_id': 392179, 'reputation': 5708, 'user_id': 753279, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/IJqH6.png?s=256&g=1', 'display_name': 'What Would Be Cool', 'link': 'https://stackoverflow.com/users/753279/what-would-be-cool'}",True,3060,2,3,1395156122,1336924061,1395156122.0,10573048,CC BY-SA 3.0,https://stackoverflow.com/questions/10573048/automapper-reflection-error-with-json-net-jobject,Automapper reflection error with Json.Net JObject,19693730.0,,,,
2270,"['c#', 'sql', 'linq']","{'account_id': 1274816, 'reputation': 323, 'user_id': 1230289, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/69dd377c5ee1b8e9f0dba3bbf64b85a5?s=256&d=identicon&r=PG', 'display_name': 'suman', 'link': 'https://stackoverflow.com/users/1230289/suman'}",True,102,2,2,1395151510,1336632043,1395151510.0,10528697,,https://stackoverflow.com/questions/10528697/how-to-convert-leftouterjoin-query-into-linq,How to convert leftouterjoin query into LINQ,,,1395227921.0,Duplicate,
2271,"['c#', 'visual-studio-2010', 'linq-to-entities', 'hierarchical-data', 'silverlight-5.0']","{'account_id': 1456812, 'reputation': 340, 'user_id': 1372191, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4135ce2b8aaaca94d21d1d5231973301?s=256&d=identicon&r=PG', 'display_name': 'xhedgepigx', 'link': 'https://stackoverflow.com/users/1372191/xhedgepigx'}",True,42692,1,11,1395138681,1336566485,1368088146.0,10516086,CC BY-SA 3.0,https://stackoverflow.com/questions/10516086/cannot-implicitly-convert-type-system-collections-generic-listt-to-system-l,Cannot implicitly convert type &#39;System.Collections.Generic.List&lt;T&gt;&#39; to &#39;System.Linq.IQueryable&lt;T&gt;&#39;,10516134.0,,,,
2272,"['c#', 'xamarin.android', 'mvvmcross']","{'account_id': 1399789, 'reputation': 235, 'user_id': 1328774, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3fc1d7ae79280fb9ce752a9438e39c75?s=256&d=identicon&r=PG', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/1328774/martin'}",True,1193,1,1,1394999980,1337598990,,10684174,CC BY-SA 3.0,https://stackoverflow.com/questions/10684174/navigate-to-a-view-without-viewmodel-in-mvvmcross,Navigate to a View without ViewModel in MvvmCross,10684490.0,,,,
2273,"['c#', 'list', 'generics']","{'account_id': 1237622, 'reputation': 139, 'user_id': 1200897, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/6f2eb39835e6eb35e083fc802a7ad558?s=256&d=identicon&r=PG', 'display_name': 'Prasad', 'link': 'https://stackoverflow.com/users/1200897/prasad'}",True,9665,2,1,1394965910,1336812120,,10562226,CC BY-SA 3.0,https://stackoverflow.com/questions/10562226/convert-list-of-objects-to-list-of-strings-and-generics,convert list of objects to list of strings and generics,10562247.0,,,,
2274,"['c#', '.net', 'generics']","{'account_id': 46022, 'reputation': 10689, 'user_id': 135852, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/d9c15544fd949b957f3ae58358e4fc54?s=256&d=identicon&r=PG', 'display_name': 'Kumar', 'link': 'https://stackoverflow.com/users/135852/kumar'}",True,2680,1,2,1394907828,1337107434,,10606907,CC BY-SA 3.0,https://stackoverflow.com/questions/10606907/how-to-return-generic-t-tostring,How to return Generic T.ToString(),10606938.0,,,,
2275,"['c#', 'asp.net', 'sql']","{'account_id': 1086285, 'reputation': 5004, 'user_id': 1081926, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/8437d3f5a9ce8102623ff2263979cdf4?s=256&d=identicon&r=PG', 'display_name': 'James Wilson', 'link': 'https://stackoverflow.com/users/1081926/james-wilson'}",True,6762,4,1,1394808395,1336080058,1336081110.0,10439491,CC BY-SA 3.0,https://stackoverflow.com/questions/10439491/reading-data-from-a-csv-file-with-mixing-data-types,Reading data from a CSV file with mixing data types,10439731.0,,,,
2276,"['c#', 'generics', 'structuremap']","{'account_id': 1501369, 'reputation': 1467, 'user_id': 1405892, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/68779dc2ddd5d45fb4ada57d2382c443?s=256&d=identicon&r=PG', 'display_name': 'Graham', 'link': 'https://stackoverflow.com/users/1405892/graham'}",True,1973,1,4,1394768795,1337492254,,10671078,CC BY-SA 3.0,https://stackoverflow.com/questions/10671078/registering-method-on-generic-factory-with-structuremap,Registering Method on Generic Factory with StructureMap,22395636.0,,,,
2277,"['c#', 'nlp', 'semantics']","{'account_id': 446628, 'reputation': 619, 'user_id': 839777, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/3dd4b2eaef7fe2b12662f2d6d6afcce2?s=256&d=identicon&r=PG', 'display_name': 'Val', 'link': 'https://stackoverflow.com/users/839777/val'}",True,3247,2,3,1394659582,1338395259,1338396294.0,10820378,CC BY-SA 3.0,https://stackoverflow.com/questions/10820378/semantic-analysis-in-c,Semantic analysis in C#,10820580.0,,,,
2278,"['c#', 'dependency-injection', 'tinyioc']","{'account_id': 46634, 'reputation': 7424, 'user_id': 137825, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/93beb0a80b06f7c915f058d93923681c?s=256&d=identicon&r=PG', 'display_name': 'Ryan Alford', 'link': 'https://stackoverflow.com/users/137825/ryan-alford'}",True,4422,3,8,1394637766,1335991840,1335992818.0,10421505,CC BY-SA 3.0,https://stackoverflow.com/questions/10421505/tinyioc-multiple-implementations-of-interface,TinyIoC - Multiple Implementations of Interface,,,,,
2279,"['c#', '.net', 'httpwebrequest', 'http-headers']","{'account_id': 55570, 'reputation': 20922, 'user_id': 166452, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/I26rB.jpg?s=256&g=1', 'display_name': 'Ignacio Soler Garcia', 'link': 'https://stackoverflow.com/users/166452/ignacio-soler-garcia'}",True,5127,3,3,1394634837,1336549187,1336553921.0,10511764,CC BY-SA 3.0,https://stackoverflow.com/questions/10511764/truncated-response-received-using-httpwebrequest,Truncated response received using HttpWebRequest,10753157.0,,,,
2280,"['c#', 'ssh', 'connection', 'putty']","{'account_id': 1479840, 'reputation': 223, 'user_id': 1389475, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/0a60ca305ea7df60b98d9e40b8587c00?s=256&d=identicon&r=PG', 'display_name': 'Azeem Akram', 'link': 'https://stackoverflow.com/users/1389475/azeem-akram'}",True,2067,1,1,1394438562,1336741094,1336741682.0,10551832,CC BY-SA 3.0,https://stackoverflow.com/questions/10551832/how-to-receive-data-from-server-via-ssh-connection-using-routrek-granados-in-c,How to receive data from server via SSH connection using Routrek Granados in C#,,,,,
2281,"['c#', '.net', 'machine-learning', 'prediction']","{'account_id': 42165, 'reputation': 2804, 'user_id': 122765, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/1c9ao.jpg?s=256&g=1', 'display_name': 'Nikola Sivkov', 'link': 'https://stackoverflow.com/users/122765/nikola-sivkov'}",True,2655,2,2,1394326445,1338029068,1394326445.0,10765546,CC BY-SA 3.0,https://stackoverflow.com/questions/10765546/recommendation-algorithms-for-tweets-in-c,Recommendation Algorithms for tweets in C#,10774834.0,,,,
2282,"['c#', 'jquery', 'asp.net', 'ajax', 'chat']","{'account_id': 1338162, 'reputation': 67466, 'user_id': 1280410, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JLmGV.png?s=256&g=1', 'display_name': 'Darren', 'link': 'https://stackoverflow.com/users/1280410/darren'}",True,1350,3,4,1394320657,1336086540,1394320657.0,10440567,CC BY-SA 3.0,https://stackoverflow.com/questions/10440567/ajax-ircx-client-and-server,AJAX IRCX Client and Server,10444815.0,,,,
2283,"['c#', 'configuration', 'configsection']","{'account_id': 64734, 'reputation': 1316, 'user_id': 190955, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/95ec74c941e5a819f61c02e1d7a2b0a7?s=256&d=identicon&r=PG', 'display_name': 'TonyG', 'link': 'https://stackoverflow.com/users/190955/tonyg'}",True,4371,1,1,1394221360,1338165735,1495540925.0,10778287,CC BY-SA 3.0,https://stackoverflow.com/questions/10778287/how-to-change-configsections-section-type-element-specifically-version,"How to change configSections, section, type element? Specifically Version",10778336.0,,,,
2284,"['c#', 'ajax', 'ajaxcontroltoolkit']","{'account_id': 467636, 'reputation': 13412, 'user_id': 873153, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b76989e85062ad137010ae537f30edcb?s=256&d=identicon&r=PG', 'display_name': 'COLD TOLD', 'link': 'https://stackoverflow.com/users/873153/cold-told'}",True,4895,3,3,1394189726,1337977259,1338396464.0,10760895,CC BY-SA 3.0,https://stackoverflow.com/questions/10760895/ajax-toolkit-file-upload-is-not-called,Ajax toolkit file upload is not called,10830074.0,,,,
2285,"['c#', 'asp.net']","{'account_id': 1129400, 'reputation': 2780, 'user_id': 1115817, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a1e4778cf406ee8c41f175d835d7a635?s=256&d=identicon&r=PG', 'display_name': 'OammieR', 'link': 'https://stackoverflow.com/users/1115817/oammier'}",True,10101,3,6,1394122221,1337228407,1337229202.0,10629777,CC BY-SA 3.0,https://stackoverflow.com/questions/10629777/forecolor-with-codes-color,ForeColor with codes color,10629808.0,,,,
2286,"['c#', 'asp.net', 'c#-4.0', 'treeview']","{'account_id': 204450, 'reputation': 11194, 'user_id': 452680, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/fEVpj.jpg?s=256&g=1', 'display_name': 'Saravanan', 'link': 'https://stackoverflow.com/users/452680/saravanan'}",False,3491,1,1,1394034696,1337168828,,10617837,CC BY-SA 3.0,https://stackoverflow.com/questions/10617837/how-to-change-of-the-text-color-of-checked-treenodes-in-treeview-in-asp-net,How to change of the text color of checked TreeNodes in Treeview in asp.net?,,,,,
2287,"['c#', 'web-services', 'ado.net-entity-data-model']","{'account_id': 1481379, 'reputation': 66, 'user_id': 1390682, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/50aaa1052cfcf078a13a1775a47943b0?s=256&d=identicon&r=PG', 'display_name': 'erkape', 'link': 'https://stackoverflow.com/users/1390682/erkape'}",True,3881,4,0,1394021261,1336802788,1336880307.0,10561487,CC BY-SA 3.0,https://stackoverflow.com/questions/10561487/system-data-entity-the-underlying-provider-failed-on-open,System Data Entity. The underlying provider failed on Open,10664748.0,,,,
2288,"['c#', 'substring', 'indexof']","{'account_id': 1405175, 'reputation': 193, 'user_id': 1333088, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/d98484f08ea1085de7c090ade29e4968?s=256&d=identicon&r=PG&f=1', 'display_name': 'RunnicFusion', 'link': 'https://stackoverflow.com/users/1333088/runnicfusion'}",True,373,2,0,1393853236,1336116199,1393853236.0,10444495,CC BY-SA 3.0,https://stackoverflow.com/questions/10444495/c-count-if-a-imputfield-letter-is-in-a-word,C# count if a imputfield letter is in a word,10444759.0,,,,
2289,"['c#', 'visual-studio-2010', 'user-controls', 'windows-forms-designer', 'design-time']","{'account_id': 25603, 'reputation': 1952, 'user_id': 65912, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/7e5b2d2c8f909af77dc1dfb38f8408c6?s=256&d=identicon&r=PG', 'display_name': 'dattebayo', 'link': 'https://stackoverflow.com/users/65912/dattebayo'}",True,5428,2,1,1393787932,1337110839,,10607665,CC BY-SA 3.0,https://stackoverflow.com/questions/10607665/when-controls-are-hidden-disabled-in-the-visual-studio-2010-toolbox,When controls are hidden/disabled in the Visual Studio 2010 Toolbox?,,,,,
2290,"['c#', 'asp.net', 'sql-server-2008']","{'account_id': 1488067, 'reputation': 198, 'user_id': 1395859, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/014a166a2f5d0cdd431333d1c7deb0ef?s=256&d=identicon&r=PG', 'display_name': 'Syed Yunus', 'link': 'https://stackoverflow.com/users/1395859/syed-yunus'}",True,3023,2,0,1393611954,1337348180,,10653685,CC BY-SA 3.0,https://stackoverflow.com/questions/10653685/how-to-set-child-nodes-to-parent-nodes-in-treeview,How to set Child Nodes to Parent Nodes in TreeView?,10653738.0,,,,
2291,"['c#', '.net', 'wpf', 'binding', 'mvvm']","{'user_type': 'does_not_exist', 'display_name': 'user610650'}",True,1904,6,9,1393569751,1337326472,1495535486.0,10648538,CC BY-SA 3.0,https://stackoverflow.com/questions/10648538/how-do-i-disable-a-button-bound-to-a-current-items-icommand-when-there-is-no-cu,How do I disable a button bound to a current item&#39;s ICommand when there is no current item?,10728963.0,,,,
