,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,locked_date,migrated_from
2133,"['c#', 'web-services', 'api', 'digest-authentication']","{'account_id': 454468, 'reputation': 7943, 'user_id': 852081, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/fca74388d18ba4b0fb9e4fbd62cf3696?s=256&d=identicon&r=PG', 'display_name': 'bobek', 'link': 'https://stackoverflow.com/users/852081/bobek'}",True,8185,9686911.0,1,0,1407225737,1331651716,1331652465.0,9686833,CC BY-SA 3.0,https://stackoverflow.com/questions/9686833/consuming-a-web-service-using-digest-authentication,Consuming a web service using digest authentication,,,,,,
2134,"['c#', 'entity-framework', 'dbcontext']","{'account_id': 89734, 'reputation': 8007, 'user_id': 247402, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/83f55eae9d9cd2dd73c037a67caacdda?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stacker', 'link': 'https://stackoverflow.com/users/247402/stacker'}",True,522,,2,1,1407108498,1330971650,1407108498.0,9571804,CC BY-SA 3.0,https://stackoverflow.com/questions/9571804/entityframework-4-1-with-dbcontext-code-that-should-be-put-in-repository-save-me,EntityFramework 4.1 with DbContext code that should be put in Repository Save Method to Save and Update,,,,,,
2135,"['c#', 'xaml', 'windows-8', 'microsoft-metro']","{'account_id': 322923, 'reputation': 44984, 'user_id': 642626, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/fedc5e6b7fef29a8b539e20da8c85971?s=256&d=identicon&r=PG', 'display_name': 'Bryan Chen', 'link': 'https://stackoverflow.com/users/642626/bryan-chen'}",True,5487,9618799.0,2,3,1406911780,1331204131,1331215333.0,9616519,CC BY-SA 3.0,https://stackoverflow.com/questions/9616519/find-size-of-a-canvas,Find size of a Canvas,,,,,,
2136,"['c#', 'ssis']","{'account_id': 465802, 'reputation': 1324, 'user_id': 870137, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/497cd6eb9e12236c7cbc401b7adb0012?s=256&d=identicon&r=PG', 'display_name': 'jared', 'link': 'https://stackoverflow.com/users/870137/jared'}",True,7684,9792133.0,1,3,1406909315,1332201722,1332284952.0,9779715,CC BY-SA 3.0,https://stackoverflow.com/questions/9779715/use-ssis-variable-in-another-class-besides-scriptmain-cs,Use SSIS Variable in another class besides ScriptMain.cs,,,,,,
2137,"['c#', 'asp.net', 'iis']","{'account_id': 227859, 'reputation': 6068, 'user_id': 489779, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/81cbfef1f8e474f8fb2dbda30311c5ff?s=256&d=identicon&r=PG', 'display_name': 'Mahesh KP', 'link': 'https://stackoverflow.com/users/489779/mahesh-kp'}",True,10553,9816812.0,1,3,1406889480,1332392950,,9816751,CC BY-SA 3.0,https://stackoverflow.com/questions/9816751/check-iis-is-installed-and-running,Check IIS is installed and running,,,,,,
2138,"['c#', 'deployment', 'directx', 'assemblies']","{'account_id': 165321, 'reputation': 1691, 'user_id': 388664, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/0ad91154eadd39e04c882615b75fc06d?s=256&d=identicon&r=PG', 'display_name': 'Nikola Malešević', 'link': 'https://stackoverflow.com/users/388664/nikola-male%c5%a1evi%c4%87'}",True,1811,9933824.0,2,2,1406836524,1332757832,1406836524.0,9870507,CC BY-SA 3.0,https://stackoverflow.com/questions/9870507/deploying-c-application-that-uses-directx-assemblies,Deploying C# application that uses DirectX assemblies,,,,,,
2139,"['c#', 'asp.net', 'redirect', 'forms-authentication']","{'account_id': 280829, 'reputation': 28298, 'user_id': 576758, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/6305cbb1c738e615feb48584d705d64a?s=256&d=identicon&r=PG', 'display_name': 'Tapas Bose', 'link': 'https://stackoverflow.com/users/576758/tapas-bose'}",True,10901,9758928.0,1,5,1406799819,1332079060,,9758874,CC BY-SA 3.0,https://stackoverflow.com/questions/9758874/redirect-after-login-web-config,Redirect After Login : Web.config,,,,,,
2140,"['c#', 'excel', 'vsto', 'ribbon', 'built-in']","{'account_id': 894910, 'reputation': 455, 'user_id': 932408, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/2fdd705034962c361985257cc32c8b76?s=256&d=identicon&r=PG', 'display_name': 'flosk8', 'link': 'https://stackoverflow.com/users/932408/flosk8'}",True,4780,9625994.0,2,3,1406740666,1331217177,1406740666.0,9619256,CC BY-SA 3.0,https://stackoverflow.com/questions/9619256/how-to-disable-excel-built-in-ribbonbutton,How to disable Excel built-in RibbonButton?,,,,,,
2141,"['c#', '.net', 'wpf', 'windows', 'debugging']","{'account_id': 879869, 'reputation': 442, 'user_id': 220837, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/2be0d4795f57bbf0ecc2b555621f13d2?s=256&d=identicon&r=PG', 'display_name': 'Martin Kovachev', 'link': 'https://stackoverflow.com/users/220837/martin-kovachev'}",True,519,,3,1,1406713078,1331654822,,9687701,CC BY-SA 3.0,https://stackoverflow.com/questions/9687701/obtaining-stack-trace-info-from-all-currently-paused-threads-managed,Obtaining stack trace info from all currently paused threads (managed),,,,,,
2142,"['c#', '.net', 'intptr']","{'account_id': 1279053, 'reputation': 3497, 'user_id': 1233618, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/faa72d8869e75b70d575fc23169b2a05?s=256&d=identicon&r=PG', 'display_name': 'TTGroup', 'link': 'https://stackoverflow.com/users/1233618/ttgroup'}",True,26687,9733059.0,4,31,1406652217,1331877466,1372011646.0,9732625,CC BY-SA 3.0,https://stackoverflow.com/questions/9732625/can-intptr-be-cast-into-a-byte-array-without-doing-a-marshal-copy,Can IntPtr be cast into a byte array without doing a Marshal.Copy?,,,,,,
2143,"['c#', 'winforms', 'binding', 'devexpress', 'xtragrid']","{'account_id': 61472, 'reputation': 1179, 'user_id': 183201, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/eb42946398d88bf66a6d3eb8dfd9b04a?s=256&d=identicon&r=PG', 'display_name': 'Dmitry', 'link': 'https://stackoverflow.com/users/183201/dmitry'}",True,10515,9839443.0,3,3,1406523480,1332428668,,9824955,CC BY-SA 3.0,https://stackoverflow.com/questions/9824955/how-to-force-grid-to-propagate-value-to-datasource-immediately-on-change,How to force grid to propagate value to datasource immediately on change?,,,,,,
2144,"['c#', 'c#-4.0', 'ienumerable', 'ienumerator']","{'account_id': 961558, 'reputation': 1099, 'user_id': 985811, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/34ce1b1afa3d7a269d29d13a272e7eaf?s=256&d=identicon&r=PG', 'display_name': 'scripter78', 'link': 'https://stackoverflow.com/users/985811/scripter78'}",True,4053,24419893.0,4,0,1406404441,1332221477,1403733342.0,9781782,CC BY-SA 3.0,https://stackoverflow.com/questions/9781782/ienumerable-c-class-how-to,IEnumerable C# Class How-to,,,,,,
2145,"['c#', 'multithreading', 'thread-priority']","{'account_id': 1005680, 'reputation': 655, 'user_id': 1019521, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/dc961fca604545f2892c507da3ddd444?s=256&d=identicon&r=PG', 'display_name': 'mefmef', 'link': 'https://stackoverflow.com/users/1019521/mefmef'}",True,2205,9747739.0,1,3,1406386977,1331964096,1406386977.0,9747686,CC BY-SA 3.0,https://stackoverflow.com/questions/9747686/changing-thread-priority-of-an-action,Changing thread priority of an action,,,,,,
2146,"['c#', '.net', 'network-programming', 'ip-address']","{'account_id': 1254031, 'reputation': 2508, 'user_id': 1213885, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/1e39a4c25252ea2ccc058a0c8a5176f4?s=256&d=identicon&r=PG', 'display_name': 'Shashwat', 'link': 'https://stackoverflow.com/users/1213885/shashwat'}",True,2447,9581651.0,3,0,1406295483,1331028081,1406295483.0,9581415,CC BY-SA 3.0,https://stackoverflow.com/questions/9581415/how-to-know-whether-im-connected-to-a-network-or-not,How to know whether I&#39;m connected to a network or not?,,,,,,
2147,"['c#', 'unit-testing', 'nunit']","{'account_id': 163046, 'reputation': 5469, 'user_id': 384916, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/3GFcO.jpg?s=256&g=1', 'display_name': 'Tobi', 'link': 'https://stackoverflow.com/users/384916/tobi'}",True,5091,9540651.0,4,10,1406281335,1330722894,1406281335.0,9540472,CC BY-SA 3.0,https://stackoverflow.com/questions/9540472/how-to-unit-test-a-class-which-needs-a-specific-file-to-be-present,How to unit-test a class which needs a specific file to be present,,,,,,
2148,"['c#', 'winforms', 'datagridview', 'row']","{'account_id': 297630, 'reputation': 2415, 'user_id': 603245, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a849fc51d0722831261a540730c84731?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/603245/ben'}",False,5988,,1,0,1406149751,1332272288,1332328495.0,9793700,CC BY-SA 3.0,https://stackoverflow.com/questions/9793700/add-new-row-to-datagridview-error-the-program-cannot-commit-or-quit-a-cell-valu,Add new row to DataGridView error: the program cannot commit or quit a cell value change,,,,,,
2149,"['c#', 'asp.net', 'download', 'webclient']","{'account_id': 378925, 'reputation': 972, 'user_id': 731955, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/86d3855bfbe381a20e4696f7aba982a6?s=256&d=identicon&r=PG', 'display_name': 'Gonzalo', 'link': 'https://stackoverflow.com/users/731955/gonzalo'}",True,4446,9527910.0,2,0,1406116905,1330660766,1406116851.0,9527774,CC BY-SA 3.0,https://stackoverflow.com/questions/9527774/how-to-download-a-file-to-a-specific-folder,How to download a file to a specific folder?,,,,,,
2150,"['c#', 'wpf', 'static', 'inotifypropertychanged']","{'account_id': 1145736, 'reputation': 5709, 'user_id': 1128551, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1b2e64745ac36bf554b976e3625a4ba0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shibli', 'link': 'https://stackoverflow.com/users/1128551/shibli'}",True,14280,9786554.0,2,8,1406098522,1332245575,,9786519,,https://stackoverflow.com/questions/9786519/inotifypropertychanged-for-static-variable,INotifyPropertyChanged for static variable,,1611701744.0,Duplicate,,,
2151,"['c#', 'devexpress', 'xtrareport']","{'account_id': 475503, 'reputation': 354, 'user_id': 885871, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/Fyfs0.jpg?s=256&g=1', 'display_name': 'Fares', 'link': 'https://stackoverflow.com/users/885871/fares'}",True,19226,9700164.0,2,5,1405940113,1331720725,,9700059,CC BY-SA 3.0,https://stackoverflow.com/questions/9700059/devexpress-xtrareport-page-break,DEVEXPRESS - xtrareport - page break,,,,,,
2152,"['c#', 'wpf', 'dependency-properties', 'derived-class', 'inherited']","{'account_id': 90578, 'reputation': 67751, 'user_id': 249281, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/f64ec8bc8c974e0ff93ef15b87a8232d?s=256&d=identicon&r=PG', 'display_name': 'Sheridan', 'link': 'https://stackoverflow.com/users/249281/sheridan'}",True,2188,9796651.0,1,2,1405679666,1331933594,1405679666.0,9744784,CC BY-SA 3.0,https://stackoverflow.com/questions/9744784/is-it-possible-to-change-the-descriptionattribute-value-of-an-inherited-dependen,Is it possible to change the DescriptionAttribute value of an inherited DependencyProperty in a derived class?,,,,,,
2153,"['c#', 'asp.net', 'excel', 'outputstream', 'excellibrary']","{'account_id': 394912, 'reputation': 4837, 'user_id': 757603, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/0d880f95d9183fe57546d030e18994f8?s=256&d=identicon&r=PG', 'display_name': 'ZVenue', 'link': 'https://stackoverflow.com/users/757603/zvenue'}",True,9975,9607480.0,1,2,1405565442,1331146796,1495540111.0,9607452,CC BY-SA 3.0,https://stackoverflow.com/questions/9607452/output-to-excel-using-excellibrary-in-c,Output to Excel using ExcelLibrary in c#,,,,,,
2154,"['c#', 'xml', 'xpath', 'rss', 'xml-namespaces']","{'account_id': 249322, 'reputation': 382, 'user_id': 525287, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/b94329cab8a79adc349525a021dfb9d3?s=256&d=identicon&r=PG', 'display_name': 'mastervv', 'link': 'https://stackoverflow.com/users/525287/mastervv'}",True,2309,9646976.0,2,0,1405541369,1331387247,1331387735.0,9646939,CC BY-SA 3.0,https://stackoverflow.com/questions/9646939/read-complex-rss-feed,Read Complex Rss feed,,,,,,
2155,"['c#', 'generics', 'constraints', 'new-operator']","{'account_id': 1137999, 'reputation': 883, 'user_id': 1122643, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/SSKDU.png?s=256&g=1', 'display_name': 'Amanda Tarafa Mas', 'link': 'https://stackoverflow.com/users/1122643/amanda-tarafa-mas'}",True,8741,,3,23,1405524561,1331916301,1592644375.0,9741211,CC BY-SA 4.0,https://stackoverflow.com/questions/9741211/restricting-a-generic-type-parameters-to-have-a-specific-constructor,Restricting a generic type parameters to have a specific constructor,,,,,,
2156,"['c#', 'md5', 'sourceforge', 'md5-file']","{'account_id': 1350243, 'reputation': 21, 'user_id': 1290133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d7ced326b602025acf80c78a460f9c6?s=256&d=identicon&r=PG', 'display_name': 'Bao Truong', 'link': 'https://stackoverflow.com/users/1290133/bao-truong'}",False,343,,1,2,1405466137,1332604565,,9853109,CC BY-SA 3.0,https://stackoverflow.com/questions/9853109/how-to-get-md5-code-from-sourceforge,How to get MD5 Code from SourceForge,,,,,,
2157,"['c#', '.net', 'vb.net']","{'account_id': 172509, 'reputation': 11620, 'user_id': 400589, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/63389c1fe91c3d3ef9e45210748f8859?s=256&d=identicon&r=PG', 'display_name': 'Denis', 'link': 'https://stackoverflow.com/users/400589/denis'}",True,897,9522832.0,4,2,1405364680,1330630785,,9522802,CC BY-SA 3.0,https://stackoverflow.com/questions/9522802/way-to-coalesce-tokenize-a-sql-command,Way to coalesce/tokenize a SQL Command,,,,,,
2158,"['c#', 'c#-4.0']","{'account_id': 1215200, 'reputation': 1054, 'user_id': 1182942, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/cKwZU.jpg?s=256&g=1', 'display_name': 'SM Farhad Ali', 'link': 'https://stackoverflow.com/users/1182942/sm-farhad-ali'}",True,2102,9864397.0,2,5,1405276311,1332711901,1332712335.0,9864363,CC BY-SA 3.0,https://stackoverflow.com/questions/9864363/how-to-programmatically-compile-a-c-code-from-a-c-code-using-mingw32-gcc-compil,How to programmatically compile a c code from a c# code using mingw32-gcc compiler,,,,,,
2159,"['c#', 'asp.net', 'html', 'css', 'email']","{'account_id': 728789, 'reputation': 1898, 'user_id': 680421, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ab83e9b8e8cd58be7a1f105aadd3ddbe?s=256&d=identicon&r=PG', 'display_name': 'Dov Miller', 'link': 'https://stackoverflow.com/users/680421/dov-miller'}",True,20376,9584223.0,4,7,1405146994,1331038665,1331039017.0,9584170,CC BY-SA 3.0,https://stackoverflow.com/questions/9584170/how-to-send-web-page-in-email-body-with-css,How to send web page in email body with css,,,,,,
2160,"['c#', '.net', 'ms-word', 'add-in', 'office-interop']","{'account_id': 983921, 'reputation': 139, 'user_id': 1002910, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/eaa8b68b925f881d483b148b632d7f48?s=256&d=identicon&r=PG', 'display_name': 'nameless_one', 'link': 'https://stackoverflow.com/users/1002910/nameless-one'}",True,1093,9823264.0,1,1,1405117178,1331557743,,9667611,CC BY-SA 3.0,https://stackoverflow.com/questions/9667611/how-to-pass-params-to-ms-word-2003-document-add-in,How to pass params to MS Word 2003 document add-in?,1405123765.0,,,,,
2161,"['c#', 'expression', 'iqueryable', 'predicate', 'icollectionview']","{'account_id': 439991, 'reputation': 354, 'user_id': 829286, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/7e860855f84fb8b33642c3e02f2297ee?s=256&d=identicon&r=PG', 'display_name': 'Marc Canals Giraut', 'link': 'https://stackoverflow.com/users/829286/marc-canals-giraut'}",True,7846,9802725.0,3,7,1405097728,1332324107,,9802269,CC BY-SA 3.0,https://stackoverflow.com/questions/9802269/convert-predicatet-to-expressionfunct-bool,"Convert Predicate&lt;T&gt; to Expression&lt;Func&lt;T, bool&gt;&gt;",,,,,,
2162,['c#'],"{'account_id': 1319958, 'reputation': 19, 'user_id': 1265986, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcc5a07a464481607478185b9dc65102?s=256&d=identicon&r=PG', 'display_name': 'enduser237', 'link': 'https://stackoverflow.com/users/1265986/enduser237'}",False,1757,,1,0,1405078685,1331823865,,9722485,CC BY-SA 3.0,https://stackoverflow.com/questions/9722485/marshaling-structure-to-string,Marshaling structure to string,,,,,,
2163,"['c#', 'extjs', 'handlers']","{'account_id': 1357980, 'reputation': 1, 'user_id': 1295977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31764b2cd464ca20ef4245f809599efc?s=256&d=identicon&r=PG', 'display_name': 'user1295977', 'link': 'https://stackoverflow.com/users/1295977/user1295977'}",False,1878,,1,0,1405064363,1332864712,1332864973.0,9893458,CC BY-SA 3.0,https://stackoverflow.com/questions/9893458/uncaught-referenceerror-handler-is-not-defined,Uncaught ReferenceError: Handler is not defined,,,,,,
2164,"['c#', 'wpf']","{'account_id': 169120, 'reputation': 3655, 'user_id': 395022, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/578c33aea56e11fe220248a2d77875d1?s=256&d=identicon&r=PG', 'display_name': 'M.Azad', 'link': 'https://stackoverflow.com/users/395022/m-azad'}",True,5389,9891305.0,2,0,1404981695,1332855401,1332855814.0,9890623,CC BY-SA 3.0,https://stackoverflow.com/questions/9890623/how-to-show-a-child-window-on-its-parent,How to show a child window on its parent?,,,,,,
2165,"['c#', 'internet-explorer', 'mshtml']","{'account_id': 1247303, 'reputation': 566, 'user_id': 1208478, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/fbf0d789e06b9d5b0d69d6cc84ba3165?s=256&d=identicon&r=PG', 'display_name': 'lkn2993', 'link': 'https://stackoverflow.com/users/1208478/lkn2993'}",True,2174,24649434.0,1,1,1404896543,1331142374,1331143254.0,9606546,CC BY-SA 3.0,https://stackoverflow.com/questions/9606546/working-with-mshtml-in-c,Working with mshtml in c#,,,,,,
2166,"['c#', 'asp.net', 'session-variables']","{'account_id': 233173, 'reputation': 2383, 'user_id': 498488, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/defd03700cdae74f43aa90d04dc41e8a?s=256&d=identicon&r=PG', 'display_name': 'Amaranth', 'link': 'https://stackoverflow.com/users/498488/amaranth'}",True,75338,9623196.0,3,17,1404847818,1331232711,,9623150,CC BY-SA 3.0,https://stackoverflow.com/questions/9623150/asp-net-session-variable,Asp.net session variable,,,,,,
2167,"['c#', 'asp.net', 'user-agent']","{'account_id': 261596, 'reputation': 12540, 'user_id': 545877, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/6947e7dba4ebdd9df088183de3420a03?s=256&d=identicon&r=PG', 'display_name': 'Funky', 'link': 'https://stackoverflow.com/users/545877/funky'}",True,4443,,4,2,1404828538,1331809575,1331809863.0,9718430,CC BY-SA 3.0,https://stackoverflow.com/questions/9718430/asp-net-how-to-detect-a-mac-user,ASP.NET - how to detect a MAC user,,,,,,
2168,"['c#', 'json']","{'account_id': 91392, 'reputation': 511, 'user_id': 250951, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/Fegd2.png?s=256&g=1', 'display_name': 'brnwdrng', 'link': 'https://stackoverflow.com/users/250951/brnwdrng'}",True,46571,,3,5,1404741697,1330646703,1330647302.0,9526159,CC BY-SA 3.0,https://stackoverflow.com/questions/9526159/json-deserialization-how-to-get-values-out-of-a-json-array-of-objects,JSON Deserialization: How to get values out of a JSON array of objects,,,,,,
2169,"['c#', 'permissions']","{'account_id': 244233, 'reputation': 8480, 'user_id': 516883, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/ef3b61b0a0d1d5e258380127f1cff6fe?s=256&d=identicon&r=PG', 'display_name': 'user516883', 'link': 'https://stackoverflow.com/users/516883/user516883'}",True,15413,9925949.0,5,3,1404735941,1333025933,1333026176.0,9925834,CC BY-SA 3.0,https://stackoverflow.com/questions/9925834/asp-net-trying-to-create-a-log-file-for-my-web-app,asp.net trying to create a log file for my web app,,,,,,
2170,"['c#', 'asp.net', 'file-io', 'com-interop', 'office-interop']","{'account_id': 111874, 'reputation': 18241, 'user_id': 295302, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9e4a70d9f7a3b7d59268b765399d7e36?s=256&d=identicon&r=PG', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/295302/steven'}",True,9952,9591229.0,4,3,1404717926,1331064653,1331064992.0,9591087,CC BY-SA 3.0,https://stackoverflow.com/questions/9591087/exporting-excel-file-to-pdf-getting-stuck-trying-to-close-excel-file,Exporting Excel file to PDF - getting stuck trying to close Excel file,,,,,,
2171,"['c#', 'multithreading', 'unity3d', 'unityscript', 'boo']","{'account_id': 165226, 'reputation': 375, 'user_id': 388504, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bdace100e4c0f8f2a30160468cec4cf1?s=256&d=identicon&r=PG', 'display_name': 'Orochi', 'link': 'https://stackoverflow.com/users/388504/orochi'}",True,2816,9896146.0,2,3,1404502574,1332596179,1404502574.0,9852174,CC BY-SA 3.0,https://stackoverflow.com/questions/9852174/multithreaded-script-invocation-in-unity3d,Multithreaded Script invocation in Unity3d,,,,,,
2172,"['c#', 'asp.net', 'sql', 'sql-server', 'tsql']","{'account_id': 340145, 'reputation': 15988, 'user_id': 670017, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/14e34b1f97f25732aad207e006497f90?s=256&d=identicon&r=PG', 'display_name': 'ahmd0', 'link': 'https://stackoverflow.com/users/670017/ahmd0'}",True,13897,9676744.0,4,3,1404370499,1331598203,,9676710,CC BY-SA 3.0,https://stackoverflow.com/questions/9676710/import-export-data-from-sql-server-programmatically-using-c-and-asp-net,Import/export data from SQL Server programmatically using C# and ASP.NET,,,,,,
2173,"['c#', 'nuget']","{'account_id': 127906, 'reputation': 3661, 'user_id': 325399, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/a8402e833cdcd9e5ff70c3e7b8556062?s=256&d=identicon&r=PG', 'display_name': 'James Hull', 'link': 'https://stackoverflow.com/users/325399/james-hull'}",True,10664,9517715.0,2,8,1404226853,1330607181,,9516749,CC BY-SA 3.0,https://stackoverflow.com/questions/9516749/nuget-packages-config-and-specific-version,Nuget packages.config and specific version,,,,,,
2174,['c#'],"{'account_id': 1199384, 'reputation': 1197, 'user_id': 1170369, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/989ca2e2fc0682b875b7be53b3b25753?s=256&d=identicon&r=PG', 'display_name': 'Programming Newbie', 'link': 'https://stackoverflow.com/users/1170369/programming-newbie'}",True,2329,9560748.0,2,0,1404218851,1330912165,1404218851.0,9560738,,https://stackoverflow.com/questions/9560738/index-zero-based-must-be-greater-than-or-equal-to-zero-and-less-than-the-size,Index (zero based) must be greater than or equal to zero and less than the size of the argument list,,1404245439.0,Not suitable for this site,,,
2175,"['c#', 'list']","{'account_id': 1057663, 'reputation': 4642, 'user_id': 1060026, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/sAGjJ.jpg?s=256&g=1', 'display_name': 'Priyank Thakkar', 'link': 'https://stackoverflow.com/users/1060026/priyank-thakkar'}",True,22782,9909544.0,6,5,1404213223,1332944403,1332997881.0,9909475,CC BY-SA 3.0,https://stackoverflow.com/questions/9909475/find-the-count-of-duplicate-items-in-a-c-list,Find the count of duplicate items in a C# List,,,,,,
2176,"['c#', 'asp.net-web-api', 'content-type']","{'account_id': 38939, 'reputation': 68438, 'user_id': 112100, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/06b8cf11a06476f630eabd53c8ac11a6?s=256&d=identicon&r=PG', 'display_name': 'Omu', 'link': 'https://stackoverflow.com/users/112100/omu'}",True,9899,9956127.0,4,4,1404174969,1333198674,1404174969.0,9956052,CC BY-SA 3.0,https://stackoverflow.com/questions/9956052/how-to-ask-webapi-for-a-specific-content-type,how to ask webapi for a specific content type,,,,,,
2177,"['c#', 'datetime', 'calendar', 'globalization', 'datetime-format']","{'account_id': 391542, 'reputation': 1798, 'user_id': 752267, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/6451cc300c2b5b4bd3830383025e0556?s=256&d=identicon&r=PG', 'display_name': 'BOSS', 'link': 'https://stackoverflow.com/users/752267/boss'}",True,1337,9676050.0,2,1,1403972626,1331592206,1331593326.0,9675853,CC BY-SA 3.0,https://stackoverflow.com/questions/9675853/display-persian-time-in-format-hhmm,Display Persian time in format hh:mm,,,,,,
2178,"['c#', 'android', 'mono', 'monodevelop', 'xamarin.android']","{'account_id': 72528, 'reputation': 401, 'user_id': 209386, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/5f2d4737947d0b9819f6cfe09fe3e2f6?s=256&d=identicon&r=PG', 'display_name': 'Tea Bee', 'link': 'https://stackoverflow.com/users/209386/tea-bee'}",True,1264,,1,0,1403916700,1332958802,1332958940.0,9913410,CC BY-SA 3.0,https://stackoverflow.com/questions/9913410/read-call-log-on-mono-for-android,Read Call Log on Mono for Android,,,,,,
2179,"['c#', 'visual-studio', 'diff']","{'account_id': 994643, 'reputation': 1005, 'user_id': 1010922, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/a52a23a88b973262ef0fa45bce84682f?s=256&d=identicon&r=PG', 'display_name': 'Abhijit Shelar', 'link': 'https://stackoverflow.com/users/1010922/abhijit-shelar'}",True,6090,9615492.0,3,2,1403873797,1331198923,1403873797.0,9615340,CC BY-SA 3.0,https://stackoverflow.com/questions/9615340/how-to-find-difference-between-two-cs-files-in-visual-studio,How to find difference between two .cs files in Visual studio,,,,,,
