,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,locked_date
1719,"['javascript', 'typescript', 'recursion']","{'account_id': 13320753, 'reputation': 147, 'user_id': 9615506, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53975a790d1604e4da62f469951f66af?s=256&d=identicon&r=PG&f=1', 'display_name': 'Schotsl', 'link': 'https://stackoverflow.com/users/9615506/schotsl'}",True,435,5,0,1605139630,1605006386,64767718,CC BY-SA 4.0,https://stackoverflow.com/questions/64767718/recursive-function-to-sort-comments,Recursive function to sort comments,64769472.0,1605132681.0,,,,
1720,"['javascript', 'arrays', 'typescript', 'group-by']","{'account_id': 14037208, 'reputation': 85, 'user_id': 13128163, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9281c2d6294c88739718cae104ee50ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'Heptagram', 'link': 'https://stackoverflow.com/users/13128163/heptagram'}",True,146,3,0,1605138944,1604955258,64759134,CC BY-SA 4.0,https://stackoverflow.com/questions/64759134/group-by-array-object-by-object,Group by array object by object,64759785.0,1604956625.0,,,,
1721,"['typescript', 'clean-architecture']","{'account_id': 12557172, 'reputation': 1157, 'user_id': 13102905, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5ee75e18bdca2ac72c5c5b7d9ff00e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ming', 'link': 'https://stackoverflow.com/users/13102905/ming'}",False,57,0,0,1605134794,1605134371,64795232,CC BY-SA 4.0,https://stackoverflow.com/questions/64795232/typescript-clean-code-remove-or-decrease-ifs,Typescript: clean code remove or decrease if&#39;s,,1605134794.0,,,,
1722,"['typescript', 'generics', 'types']","{'account_id': 6780311, 'reputation': 1903, 'user_id': 5220820, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Gjg48.jpg?s=256&g=1', 'display_name': 'D. Walsh', 'link': 'https://stackoverflow.com/users/5220820/d-walsh'}",True,47,1,1,1605134388,1605128602,64794081,CC BY-SA 4.0,https://stackoverflow.com/questions/64794081/typescript-type-t-is-not-assignable-to-type-iargs-how-to-compose-two-typ,Typescript: Type &#39;T&#39; is not assignable to type &#39;IArgs&#39; -- How to compose two types,64794347.0,1605134003.0,,,,
1723,"['node.js', 'typescript', 'firebase', 'google-cloud-functions']","{'account_id': 281525, 'reputation': 22706, 'user_id': 577878, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46dfa2e5bdac5fc39a6bd6aca42af8df?s=256&d=identicon&r=PG', 'display_name': 'Zorayr', 'link': 'https://stackoverflow.com/users/577878/zorayr'}",True,173,1,0,1605133147,1605130475,64794466,CC BY-SA 4.0,https://stackoverflow.com/questions/64794466/whats-a-simple-way-to-do-precondition-checks-in-firebase-cloud-functions-in-nod,What&#39;s a simple way to do precondition checks in Firebase cloud functions in Node and Typescript?,,,,,,
1724,['typescript'],"{'account_id': 7928763, 'reputation': 708, 'user_id': 5987361, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://lh5.googleusercontent.com/-2UP3FIp6FkM/AAAAAAAAAAI/AAAAAAAADyg/XaX-AGVugoc/photo.jpg?sz=256', 'display_name': 'Marcelo J Forclaz', 'link': 'https://stackoverflow.com/users/5987361/marcelo-j-forclaz'}",True,31,1,0,1605132819,1605129749,64794320,CC BY-SA 4.0,https://stackoverflow.com/questions/64794320/how-to-add-a-property-to-type,How to add a property to type?,64794962.0,1605131522.0,,,,
1725,"['reactjs', 'typescript', 'yup']","{'account_id': 2903414, 'reputation': 4077, 'user_id': 2489480, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/LZGVj.png?s=256&g=1', 'display_name': 'Remi', 'link': 'https://stackoverflow.com/users/2489480/remi'}",False,478,0,2,1605132641,1605132641,64794924,CC BY-SA 4.0,https://stackoverflow.com/questions/64794924/is-it-valid-to-declare-a-typescript-module-multiple-times,Is it valid to declare a typescript module multiple times?,,,,,,
1726,"['typescript', 'generics', 'constructor', 'private']","{'account_id': 190510, 'reputation': 5798, 'user_id': 430531, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/tnJY6.jpg?s=256&g=1', 'display_name': 'tru7', 'link': 'https://stackoverflow.com/users/430531/tru7'}",False,62,0,2,1605131023,1605120197,64792340,CC BY-SA 4.0,https://stackoverflow.com/questions/64792340/generic-to-assess-if-a-parameter-is-instanceof-a-generic-class-if-constructor,Generic to assess if a parameter is &quot;instanceof a generic class&quot; if constructor is private,,1605131023.0,,,,
1727,"['reactjs', 'typescript']","{'account_id': 16108169, 'reputation': 103, 'user_id': 11627166, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-DxaERaebg_s/AAAAAAAAAAI/AAAAAAAAACQ/tM7Kt28QJiQ/photo.jpg?sz=256', 'display_name': 'Tiger Abrodi', 'link': 'https://stackoverflow.com/users/11627166/tiger-abrodi'}",True,864,1,0,1605130570,1605115204,64791165,CC BY-SA 4.0,https://stackoverflow.com/questions/64791165/react-typescript-union-types-in-state-of-context-api,React/TypeScript: Union Types in state of Context API,64794485.0,,,,,
1728,"['angular', 'typescript', 'api', 'backend', 'nestjs']","{'user_type': 'does_not_exist', 'display_name': 'user9436741'}",True,33,1,-1,1605130437,1605129768,64794327,CC BY-SA 4.0,https://stackoverflow.com/questions/64794327/how-to-return-only-all-parent-sections,How to return only all parent sections?,64794458.0,1605130386.0,,,,
1729,"['node.js', 'typescript', 'npm']","{'account_id': 9017619, 'reputation': 12767, 'user_id': 6719819, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/HmF9I.jpg?s=256&g=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/6719819/daniel'}",True,248,1,0,1605130014,1605123940,64793159,CC BY-SA 4.0,https://stackoverflow.com/questions/64793159/custom-npm-package-not-found-in-my-service,custom npm package not found in my service,64794360.0,1605129258.0,,,,
1730,"['javascript', 'typescript', 'recursion', 'rxjs', 'observable']","{'account_id': 2564957, 'reputation': 11, 'user_id': 2225286, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbaefdeabb7c3c2e839de04b50ee270d?s=256&d=identicon&r=PG', 'display_name': 'Stefan', 'link': 'https://stackoverflow.com/users/2225286/stefan'}",True,87,1,0,1605128490,1605123001,64792957,CC BY-SA 4.0,https://stackoverflow.com/questions/64792957/recursive-observable-calls-returning-no-data,Recursive Observable calls returning no data,,1605127109.0,,,,
1731,"['javascript', 'node.js', 'typescript']","{'account_id': 19939042, 'reputation': 223, 'user_id': 14611113, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6959ff66851a88118fc5ce1c84f767dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'x2cheese', 'link': 'https://stackoverflow.com/users/14611113/x2cheese'}",True,6091,1,3,1605128117,1605112353,64790375,CC BY-SA 4.0,https://stackoverflow.com/questions/64790375/typescript-element-implicitly-has-an-any-type-no-index-signature-with,TypeScript - Element implicitly has an &#39;any&#39; type [...] No index signature with a parameter of type &#39;string&#39; was found on type,64793988.0,1605113301.0,,,,
1732,"['c#', 'typescript', 'asp.net-core', 'intellisense']","{'account_id': 7289909, 'reputation': 735, 'user_id': 5556724, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://graph.facebook.com/10208051911356966/picture?type=large', 'display_name': 'John Ernest', 'link': 'https://stackoverflow.com/users/5556724/john-ernest'}",False,74,1,0,1605127095,1605084423,64783152,CC BY-SA 4.0,https://stackoverflow.com/questions/64783152/vs2019-typescript-intellisense-for-custom-htmlelement-in-cshtml-view,VS2019 Typescript Intellisense for custom HtmlElement in cshtml View,,,,,,
1733,"['javascript', 'typescript']","{'account_id': 7206472, 'reputation': 380, 'user_id': 5501919, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d3bc7176308234e91200df1b96f503e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'peni4142', 'link': 'https://stackoverflow.com/users/5501919/peni4142'}",True,157,1,0,1605126743,1604522343,64687402,CC BY-SA 4.0,https://stackoverflow.com/questions/64687402/calling-splice-on-an-extended-array-causes-an-error-and-i-have-no-idea-why,Calling splice on an extended Array causes an Error and I have no idea why,64793718.0,1605116388.0,,,,
1734,"['javascript', 'typescript', 'ecmascript-6', 'immutable.js']","{'account_id': 2511431, 'reputation': 3679, 'user_id': 2183827, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/GnAR9.png?s=256&g=1', 'display_name': 'Deepsy', 'link': 'https://stackoverflow.com/users/2183827/deepsy'}",True,119,1,0,1605126477,1605115911,64791330,CC BY-SA 4.0,https://stackoverflow.com/questions/64791330/immutablejs-records-wont-detect-interface-with-typescript,ImmutableJS Records won&#39;t detect interface with Typescript,,,,,,
1735,"['javascript', 'angular', 'typescript', 'angular8', 'angular10']","{'account_id': 19952104, 'reputation': 9, 'user_id': 14621529, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ad16ONpkUB0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnS62Bb3Q9RfcwJB205PAgJKT3hZw/s96-c/photo.jpg?sz=256', 'display_name': 'Adam Connolly', 'link': 'https://stackoverflow.com/users/14621529/adam-connolly'}",False,40,2,0,1605125958,1605124466,64793261,CC BY-SA 4.0,https://stackoverflow.com/questions/64793261/property-i-does-not-exist-on-type-customgamecomponent-after-upgrade-from-ang,Property &#39;i&#39; does not exist on type &#39;CustomGameComponent&#39; after upgrade from Angular 8 to Angular 10,,,,,,
1736,"['angular', 'typescript', 'angular2-routing', 'angular-router']","{'account_id': 2406870, 'reputation': 657, 'user_id': 2103072, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/538f364e26b89bea4112ff68f03f8202?s=256&d=identicon&r=PG', 'display_name': 'DevStacker', 'link': 'https://stackoverflow.com/users/2103072/devstacker'}",False,413,0,0,1605123818,1604710701,64723441,CC BY-SA 4.0,https://stackoverflow.com/questions/64723441/angular-routing-child-route-not-appending-to-url,Angular routing child route not appending to url,,1605123818.0,,,,
1737,"['javascript', 'node.js', 'typescript']","{'account_id': 17096932, 'reputation': 1043, 'user_id': 12371730, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Zebmv8agf5k/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reykMlLXjneL5AhhmRMBqWlfeWJHg/photo.jpg?sz=256', 'display_name': 'Beno Odr', 'link': 'https://stackoverflow.com/users/12371730/beno-odr'}",False,40,1,1,1605122586,1605088476,64784170,CC BY-SA 4.0,https://stackoverflow.com/questions/64784170/nodejs-typescript-pass-multipe-parametes-validations,Nodejs/typescript pass multipe parametes validations,,1605122586.0,,,,
1738,"['javascript', 'angular', 'typescript', 'filereader']","{'account_id': 19487512, 'reputation': 35, 'user_id': 14256569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b37de8cec256fc122ddb3535be4652e?s=256&d=identicon&r=PG&f=1', 'display_name': 'pelotu2', 'link': 'https://stackoverflow.com/users/14256569/pelotu2'}",True,49,1,0,1605116411,1605113762,64790765,CC BY-SA 4.0,https://stackoverflow.com/questions/64790765/parent-component-property-doesn%c2%b4t-change-in-input-child-component-in-angular-1,Parent component property doesn&#180;t change in Input() child component in Angular 10,64791425.0,,,,,
1739,"['angular', 'typescript', 'observable', 'angularfire', 'angular-ng-if']","{'account_id': 16047750, 'reputation': 83, 'user_id': 11582474, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f4744bae3dbd0e7f6a57f84770c536e?s=256&d=identicon&r=PG', 'display_name': 'Pietro Lungarini', 'link': 'https://stackoverflow.com/users/11582474/pietro-lungarini'}",True,4630,1,0,1605115874,1605092502,64785175,CC BY-SA 4.0,https://stackoverflow.com/questions/64785175/error-typeerror-you-provided-null-where-a-stream-was-expected-you-can-provid,"ERROR TypeError: You provided &#39;null&#39; where a stream was expected. You can provide an Observable, Promise, Array, or Iterable",64791322.0,1605109934.0,,,,
1740,"['typescript', 'visual-studio-code', 'standardjs']","{'account_id': 42299, 'reputation': 1056, 'user_id': 123203, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/05a268b9aa4fb1a7451c956a39b96ba0?s=256&d=identicon&r=PG', 'display_name': 'MikeG', 'link': 'https://stackoverflow.com/users/123203/mikeg'}",False,94,0,1,1605115772,1605115772,64791299,CC BY-SA 4.0,https://stackoverflow.com/questions/64791299/how-to-get-typescript-standardjs-and-the-js-map-file-all-working,"How to get TypeScript, StandardJS and the js.map file all working",,,,,,
1741,"['javascript', 'reactjs', 'typescript', 'gatsby']","{'account_id': 13858210, 'reputation': 314, 'user_id': 10004499, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/a6dGI.jpg?s=256&g=1', 'display_name': 'Syntax Hacker', 'link': 'https://stackoverflow.com/users/10004499/syntax-hacker'}",True,953,1,2,1605114172,1605071221,64780769,CC BY-SA 4.0,https://stackoverflow.com/questions/64780769/error-while-using-svg-in-gatsby-typescript,Error while using SVG in Gatsby Typescript,64781251.0,1605114172.0,,,,
1742,['typescript'],"{'account_id': 41911, 'reputation': 18564, 'user_id': 121968, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/3261efe3034f240025387c46059220d0?s=256&d=identicon&r=PG', 'display_name': 'TN.', 'link': 'https://stackoverflow.com/users/121968/tn'}",True,592,3,7,1605113749,1605102291,64787649,CC BY-SA 4.0,https://stackoverflow.com/questions/64787649/typescript-generics-does-not-work-with-readonly,Typescript generics does not work with Readonly,64790756.0,,,,,
1743,"['javascript', 'typescript', 'nestjs', 'class-validator', 'class-transformer']","{'account_id': 12426442, 'reputation': 1570, 'user_id': 9050897, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/0c59dd624d892847058595132b325dc8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tuz', 'link': 'https://stackoverflow.com/users/9050897/tuz'}",True,756,2,0,1605111769,1605104914,64788362,CC BY-SA 4.0,https://stackoverflow.com/questions/64788362/typescript-how-can-i-validate-specific-fields-in-child-class-using-class-valid,typescript.- how can I validate specific fields in child class using class validator and class transformer (Nestjs),64789708.0,,,,,
1744,"['javascript', 'reactjs', 'typescript']","{'account_id': 10954259, 'reputation': 319, 'user_id': 8772974, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1410a43f6837d8302f6430556a0bcc7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arte2', 'link': 'https://stackoverflow.com/users/8772974/arte2'}",False,274,1,0,1605110928,1605110519,64789878,CC BY-SA 4.0,https://stackoverflow.com/questions/64789878/parse-xml-data-to-json-or-array-javascript-react,Parse XML data to JSON (or array) - Javascript/React,,,,,,
1745,"['javascript', 'angular', 'typescript', 'ngx-translate']","{'account_id': 4531485, 'reputation': 177, 'user_id': 3681811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd3c2c8a98b8ee9aeabd29beb926ea0e?s=256&d=identicon&r=PG&f=1', 'display_name': 'app', 'link': 'https://stackoverflow.com/users/3681811/app'}",False,970,0,1,1605109975,1605109975,64789724,CC BY-SA 4.0,https://stackoverflow.com/questions/64789724/how-to-translate-the-ng-select-dropdown-values-using-ngx-translate-in-angular-10,How to translate the ng-select dropdown values using ngx-translate in Angular 10?,,,,,,
1746,"['typescript', 'vuejs3']","{'account_id': 19900410, 'reputation': 139, 'user_id': 14580521, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/931af5cf3ba14b4ea7cc1bcb41269542?s=256&d=identicon&r=PG&f=1', 'display_name': 'silk', 'link': 'https://stackoverflow.com/users/14580521/silk'}",True,1621,1,3,1605108238,1605084221,64783108,CC BY-SA 4.0,https://stackoverflow.com/questions/64783108/how-do-you-infer-types-of-props-in-the-component-of-vue-3,How do you infer types of props in the component of Vue 3?,64785589.0,1605090520.0,,,,
1747,['typescript'],"{'account_id': 7930638, 'reputation': 873, 'user_id': 5988653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e85e664e5e134cd57c19adab3a06f943?s=256&d=identicon&r=PG&f=1', 'display_name': 'DWR', 'link': 'https://stackoverflow.com/users/5988653/dwr'}",True,66,1,0,1605107444,1605104897,64788356,CC BY-SA 4.0,https://stackoverflow.com/questions/64788356/restrict-an-array-of-keyof-t-within-an-object-literal-expression-to-exactly-key,restrict an array of keyof T within an object literal expression to exactly (keyof T)[],,,,,,
1748,"['javascript', 'node.js', 'typescript']","{'user_type': 'does_not_exist', 'display_name': 'user14585611'}",False,110,1,0,1605106086,1605095416,64785880,CC BY-SA 4.0,https://stackoverflow.com/questions/64785880/how-to-download-file-from-deployed-server,How to download file from deployed server?,,1605096820.0,,,,
1749,['typescript'],"{'account_id': 458693, 'reputation': 323, 'user_id': 858749, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/DxQzU.jpg?s=256&g=1', 'display_name': 'gausss', 'link': 'https://stackoverflow.com/users/858749/gausss'}",True,338,2,1,1605106056,1605093593,64785420,CC BY-SA 4.0,https://stackoverflow.com/questions/64785420/adding-a-value-to-a-map-in-typescript,Adding a value to a map in typescript,64785568.0,,,,,
1750,"['javascript', 'arrays', 'typescript', 'ecmascript-6']","{'account_id': 7960318, 'reputation': 969, 'user_id': 8913334, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c5fbd999da9ed4bde5eef24263685f51?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shaswata', 'link': 'https://stackoverflow.com/users/8913334/shaswata'}",True,1367,1,2,1605105692,1605104250,64788168,CC BY-SA 4.0,https://stackoverflow.com/questions/64788168/dataset-to-an-array-of-objects-in-javascript-typescript,Dataset to an array of objects in Javascript/Typescript,64788306.0,1605105692.0,,,,
1751,"['typescript', 'typescript-typings', 'definitelytyped']","{'account_id': 7696800, 'reputation': 264, 'user_id': 5830996, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b95d8491338888d404e27f1b0abc902b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Meet', 'link': 'https://stackoverflow.com/users/5830996/meet'}",True,416,1,4,1605105420,1605092168,64785096,CC BY-SA 4.0,https://stackoverflow.com/questions/64785096/how-to-use-definitelytyped-types-on-forked-packages,How to use DefinitelyTyped types on forked packages?,,1605096474.0,,,,
1752,"['typescript', 'this', 'lazy-loading']","{'account_id': 4607858, 'reputation': 56, 'user_id': 3736824, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0875a39d13acad290b0ef6b31b5a55d?s=256&d=identicon&r=PG', 'display_name': 'yuccai', 'link': 'https://stackoverflow.com/users/3736824/yuccai'}",False,49,0,4,1605105339,1605103473,64787960,CC BY-SA 4.0,https://stackoverflow.com/questions/64787960/implement-methods-class-in-separted-files-in-typescript,Implement methods class in separted files in typescript,,1605105339.0,,,,
1753,"['reactjs', 'typescript', 'visual-studio-code', 'create-react-app']","{'account_id': 3326430, 'reputation': 488, 'user_id': 2796402, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-VFvUq2BAwRo/AAAAAAAAAAI/AAAAAAAAoIU/g2F7lw8dtTA/photo.jpg?sz=256', 'display_name': 'Alecell', 'link': 'https://stackoverflow.com/users/2796402/alecell'}",True,2107,2,2,1605104805,1604540422,64690013,CC BY-SA 4.0,https://stackoverflow.com/questions/64690013/typescrcript-path-alias-cannot-find-images-styles-and-other-file-extensions,"Typescrcript path alias cannot find images, styles and other file extensions",64788239.0,1604542911.0,,,,
1754,"['reactjs', 'typescript', 'google-chrome-extension']","{'account_id': 393857, 'reputation': 4810, 'user_id': 755934, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/78206ae90608eeec3892338bc3f1d1b4?s=256&d=identicon&r=PG', 'display_name': 'Daniel Kats', 'link': 'https://stackoverflow.com/users/755934/daniel-kats'}",False,56,1,0,1605104555,1605104151,64788135,CC BY-SA 4.0,https://stackoverflow.com/questions/64788135/unexpected-eval-in-generate-background-page-html-chrome-extension,unexpected eval in _generate_background_page.html Chrome extension,,,,,,
1755,"['node.js', 'typescript', 'webpack', 'vscode-extensions']","{'account_id': 10525, 'reputation': 17255, 'user_id': 1715673, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/dcd9836a94720caadd7dfc82d1df627d?s=256&d=identicon&r=PG', 'display_name': 'Peter Wone', 'link': 'https://stackoverflow.com/users/1715673/peter-wone'}",True,1166,1,0,1605103652,1605102029,64787562,CC BY-SA 4.0,https://stackoverflow.com/questions/64787562/webpack-5-entry-point,Webpack 5 entry point,64788012.0,1605103156.0,,,,
1756,"['javascript', 'reactjs', 'typescript']","{'account_id': 5181106, 'reputation': 47, 'user_id': 4146792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e738f007d6c3e3a6a829e2226d79ce9?s=256&d=identicon&r=PG', 'display_name': 'Pascal', 'link': 'https://stackoverflow.com/users/4146792/pascal'}",True,960,2,-1,1605102927,1605102129,64787602,CC BY-SA 4.0,https://stackoverflow.com/questions/64787602/javascript-ternary-operator-how-to-assign-multiple-object-properties,JavaScript ternary operator: how to assign multiple object properties,64787804.0,,,,,
1757,['typescript'],"{'account_id': 65621, 'reputation': 13701, 'user_id': 192993, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/96e5ccde2fb5351bef0653eec491e4a7?s=256&d=identicon&r=PG', 'display_name': 'Matt Clarkson', 'link': 'https://stackoverflow.com/users/192993/matt-clarkson'}",True,45,1,1,1605102691,1605094621,64785669,CC BY-SA 4.0,https://stackoverflow.com/questions/64785669/redefining-interface-unknown-parameter-type-in-concrete-implementation,Redefining interface `unknown` parameter type in concrete implementation,64787639.0,,,,,
1758,"['html', 'json', 'angular', 'typescript']","{'account_id': 19938001, 'reputation': 35, 'user_id': 14610277, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2808d5ef855ebf1560a10e71f6ef8341?s=256&d=identicon&r=PG&f=1', 'display_name': 'DeveloperAJ', 'link': 'https://stackoverflow.com/users/14610277/developeraj'}",True,265,2,3,1605102031,1604985356,64763263,CC BY-SA 4.0,https://stackoverflow.com/questions/64763263/how-do-i-map-the-my-json-data-to-angular-component-html-table,How do I map the my JSON data to Angular component .HTML table,64763675.0,1604985594.0,,,,
1759,"['typescript', 'generics']","{'account_id': 190510, 'reputation': 5798, 'user_id': 430531, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/tnJY6.jpg?s=256&g=1', 'display_name': 'tru7', 'link': 'https://stackoverflow.com/users/430531/tru7'}",False,18,0,0,1605101879,1605101879,64787512,,https://stackoverflow.com/questions/64787512/generic-to-assess-if-a-parameter-is-instanceof-a-generic-class,Generic to assess if a parameter is &quot;instanceof a generic class&quot;,,,,1605114911.0,Duplicate,
1760,"['javascript', 'json', 'typescript', 'object', 'ecmascript-6']","{'account_id': 19890556, 'reputation': 39, 'user_id': 14572715, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Hq25InQ_h-k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmHs7yr0MbNjPHabsvi5Ru-D-iGUg/s96-c/photo.jpg?sz=256', 'display_name': 'Blackfrwhite', 'link': 'https://stackoverflow.com/users/14572715/blackfrwhite'}",True,386,1,0,1605101668,1605101328,64787369,CC BY-SA 4.0,https://stackoverflow.com/questions/64787369/destructuring-in-es6-syntax-of-of-req-body-gives-me-the-whole-object-instead-of,Destructuring in ES6 syntax of of req.body gives me the whole object instead of specific value,64787393.0,,,,,
1761,"['typescript', 'npm', 'package.json', 'lerna', 'monorepo']","{'account_id': 11157671, 'reputation': 1285, 'user_id': 8188883, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9b34163673896bb64338c64765abdedd?s=256&d=identicon&r=PG&f=1', 'display_name': 'AngularDebutant', 'link': 'https://stackoverflow.com/users/8188883/angulardebutant'}",False,732,0,5,1605100838,1605100838,64787242,CC BY-SA 4.0,https://stackoverflow.com/questions/64787242/lerna-not-generating-node-module-in-packages,lerna not generating node_module in packages,,,,,,
1762,"['typescript', 'strict-mode']","{'account_id': 12254471, 'reputation': 818, 'user_id': 8943850, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/M8pql.png?s=256&g=1', 'display_name': 'Duc Nguyen', 'link': 'https://stackoverflow.com/users/8943850/duc-nguyen'}",True,150,1,2,1605098588,1605096586,64786169,CC BY-SA 4.0,https://stackoverflow.com/questions/64786169/why-filtering-objects-which-has-undefined-key-gives-error-in-typescript-strict-m,Why filtering objects which has undefined key gives error in TypeScript strict mode,64786668.0,,,,,
1763,"['javascript', 'typescript', 'webpack', 'webpack-dev-server', 'lerna']","{'account_id': 13665759, 'reputation': 55, 'user_id': 9859719, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/85fefa429251e61df4d4b937809d31ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Temniy', 'link': 'https://stackoverflow.com/users/9859719/temniy'}",False,143,0,0,1605098495,1605097080,64786296,CC BY-SA 4.0,https://stackoverflow.com/questions/64786296/webpack-dev-server-doesnt-run,webpack dev server doesn&#39;t run,,1605098495.0,,,,
1764,['typescript'],"{'user_type': 'does_not_exist', 'display_name': 'user14619141'}",True,143,1,1,1605098288,1605096592,64786171,CC BY-SA 4.0,https://stackoverflow.com/questions/64786171/grouping-array-elements-into-weeks-by-date-variable-in-typescript,Grouping array elements into weeks by date variable in Typescript,,,,,,
1765,"['angular', 'typescript', 'jasmine', 'karma-jasmine']","{'account_id': 17320534, 'reputation': 97, 'user_id': 12546137, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2de342d8a149e69ec1fecbb575b157e?s=256&d=identicon&r=PG&f=1', 'display_name': 'JDeveloper', 'link': 'https://stackoverflow.com/users/12546137/jdeveloper'}",False,1863,0,0,1605098050,1605098050,64786543,CC BY-SA 4.0,https://stackoverflow.com/questions/64786543/typeerror-failed-to-execute-append-on-formdata-parameter-2-is-not-type-of,TypeError: Failed to execute &#39;append&#39; on &#39;FormData&#39; parameter 2 is not type of &#39;Blob&#39;,,,,,,
1766,"['html', 'typescript', 'ionic-framework', 'ionic5']","{'account_id': 19943433, 'reputation': 1, 'user_id': 14614691, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/941f7a2c49769478e4632fffcf51535e?s=256&d=identicon&r=PG&f=1', 'display_name': 'KnechtenP99', 'link': 'https://stackoverflow.com/users/14614691/knechtenp99'}",False,97,1,0,1605096868,1605034527,64775028,CC BY-SA 4.0,https://stackoverflow.com/questions/64775028/ionic5-typescript-how-can-i-tell-my-html-its-html-code-innerhtml-not-work,"Ionic5 typescript, how can i tell my html its html code [innerHTML] not work",,1605039991.0,,,,
