,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason
1831,"['javascript', 'angular', 'typescript']","{'account_id': 21935022, 'reputation': 1, 'user_id': 16216416, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJylHUbP2O-HTZTAaEuEX6rvRscmflRh6p9zn5hx=k-s256', 'display_name': 'Anis Taoug', 'link': 'https://stackoverflow.com/users/16216416/anis-taoug'}",False,65,1,0,1623631817,1623621954,1623624615.0,67962991,CC BY-SA 4.0,https://stackoverflow.com/questions/67962991/can-i-know-how-can-i-change-the-script-from-javascript-to-typescript-function,Can I know how can I change the Script From Javascript to Typescript Function,,,
1832,"['reactjs', 'typescript', 'azure', 'azure-active-directory', 'msal']","{'account_id': 18976314, 'reputation': 55, 'user_id': 13848708, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10222863867289051/picture?type=large', 'display_name': 'Kasey Chakos', 'link': 'https://stackoverflow.com/users/13848708/kasey-chakos'}",False,2010,1,0,1623630990,1623357007,,67928073,CC BY-SA 4.0,https://stackoverflow.com/questions/67928073/redirect-uri-is-invalid-for-microsoft-login-msal-authentication-azure,&#39;redirect_uri&#39; is invalid for Microsoft login MSAL authentication Azure,,,
1833,"['javascript', 'reactjs', 'typescript', 'react-context']","{'account_id': 20055204, 'reputation': 236, 'user_id': 14703008, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-WzgwcyQ61hQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckSb8_lZk2pvmCB9ScJEUXlPJtQtA/s96-c/photo.jpg?sz=256', 'display_name': 'Tequila', 'link': 'https://stackoverflow.com/users/14703008/tequila'}",False,205,1,0,1623629765,1623615512,1623616592.0,67962332,CC BY-SA 4.0,https://stackoverflow.com/questions/67962332/context-api-with-typescript,Context Api with typescript,,,
1834,['typescript'],"{'account_id': 13291386, 'reputation': 281, 'user_id': 9595752, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37c410e9cf73f2b1ff838c3a9c889234?s=256&d=identicon&r=PG', 'display_name': 'HardCoreQual', 'link': 'https://stackoverflow.com/users/9595752/hardcorequal'}",False,47,1,0,1623624738,1623623961,,67963147,CC BY-SA 4.0,https://stackoverflow.com/questions/67963147/how-require-so-that-all-object-have-same-keys-in-typescript,how require so that all object[] have same keys in typescript,,,
1835,"['angular', 'typescript', 'primeng']","{'account_id': 11099768, 'reputation': 437, 'user_id': 8558867, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82851e584a9b4a95795c08dfa8d246cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ghadir', 'link': 'https://stackoverflow.com/users/8558867/ghadir'}",False,172,2,0,1623624213,1623299246,,67914732,CC BY-SA 4.0,https://stackoverflow.com/questions/67914732/agular-primeng-ui-library-how-to-implement-a-component-that-uses-the-primeng-ap,Agular PrimeNG UI Library: how to implement a component that uses the primeng/api,,,
1836,"['html', 'css', 'angular', 'typescript', 'sass']","{'account_id': 8817734, 'reputation': 15, 'user_id': 6588620, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1083824068321465/picture?type=large', 'display_name': 'Aditya Dahiya', 'link': 'https://stackoverflow.com/users/6588620/aditya-dahiya'}",True,58,1,0,1623621625,1623615986,,67962396,CC BY-SA 4.0,https://stackoverflow.com/questions/67962396/hovering-on-one-sentence-should-highlight-matching-sentence-in-another-panel-in,Hovering on one sentence should highlight matching sentence in another panel in Angular,,67962960.0,
1837,"['typescript', 'object', 'interface']","{'account_id': 17361513, 'reputation': 1225, 'user_id': 12577650, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2BZuB.jpg?s=256&g=1', 'display_name': 'Sh eldeeb', 'link': 'https://stackoverflow.com/users/12577650/sh-eldeeb'}",True,888,1,2,1623621456,1623619614,1623620408.0,67962777,CC BY-SA 4.0,https://stackoverflow.com/questions/67962777/how-to-make-a-property-optional-but-not-undefined-in-typescript,how to make a property optional but not undefined in typescript,,67962947.0,
1838,['typescript'],"{'account_id': 222172, 'reputation': 28909, 'user_id': 480608, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/03b704efdab65c446bb6a1f486f1867f?s=256&d=identicon&r=PG', 'display_name': 'Raine Revere', 'link': 'https://stackoverflow.com/users/480608/raine-revere'}",True,84,2,1,1623620517,1623591751,1623620517.0,67958902,CC BY-SA 4.0,https://stackoverflow.com/questions/67958902/how-do-i-make-an-enum-of-arrays-in-typescript,How do I make an enum of arrays in Typescript?,,67962642.0,
1839,"['angular', 'typescript', 'forms', 'checkbox']","{'account_id': 10764464, 'reputation': 379, 'user_id': 7919910, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/C9jNU.jpg?s=256&g=1', 'display_name': 'Amir El-Bashary', 'link': 'https://stackoverflow.com/users/7919910/amir-el-bashary'}",True,650,1,0,1623619159,1623611320,,67961794,CC BY-SA 4.0,https://stackoverflow.com/questions/67961794/checkboxes-are-checked-but-they-have-no-initial-value-on-page-reload,Checkboxes are checked but they have no initial value on page reload,,67962738.0,
1840,"['typescript', 'tsconfig']","{'account_id': 11154848, 'reputation': 14392, 'user_id': 8186898, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/s0cEU.jpg?s=256&g=1', 'display_name': 'Nino Filiu', 'link': 'https://stackoverflow.com/users/8186898/nino-filiu'}",True,602,1,0,1623616786,1623592154,,67958972,CC BY-SA 4.0,https://stackoverflow.com/questions/67958972/ts-configuration-for-safe-array-access,TS configuration for safe array access,,67962485.0,
1841,"['javascript', 'angular', 'typescript', 'frontend']","{'account_id': 20016131, 'reputation': 99, 'user_id': 14672081, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ae83590de8bf5e09cfee590b279eece?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maddy', 'link': 'https://stackoverflow.com/users/14672081/maddy'}",True,207,1,0,1623615981,1623615742,1623615814.0,67962368,CC BY-SA 4.0,https://stackoverflow.com/questions/67962368/component-variable-inside-subscribe-function-of-a-behavioural-subject,Component variable inside subscribe function of a behavioural subject,,67962395.0,
1842,"['html', 'angular', 'typescript']","{'account_id': 9333382, 'reputation': 63, 'user_id': 6928538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e9909ac75b6e9bdcf40d8ad7dcfae7a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hamda', 'link': 'https://stackoverflow.com/users/6928538/hamda'}",True,476,2,0,1623610543,1623572436,,67956222,CC BY-SA 4.0,https://stackoverflow.com/questions/67956222/show-more-show-lessfor-only-one-td-in-table-in-angular,(Show more/Show less)For only one &lt;td&gt; in table in angular,,67961702.0,
1843,"['angular', 'typescript']","{'user_type': 'does_not_exist', 'display_name': 'user15278332'}",True,40,1,-1,1623609658,1623608567,,67961414,CC BY-SA 4.0,https://stackoverflow.com/questions/67961414/angular-why-my-boolean-in-service-isnt-updating-in-html,Angular why my boolean in service isn&#39;t updating in html?,,67961586.0,
1844,"['css', 'reactjs', 'typescript', 'styled-components', 'emotion']","{'account_id': 15784209, 'reputation': 424, 'user_id': 11389557, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf216907b654bcd87c358a45c05ad089?s=256&d=identicon&r=PG&f=1', 'display_name': 'Braven', 'link': 'https://stackoverflow.com/users/11389557/braven'}",True,1236,1,0,1623609509,1623604898,,67960907,CC BY-SA 4.0,https://stackoverflow.com/questions/67960907/problem-with-typescript-using-emotion-styled-component,Problem with typescript using emotion/styled component,,67961567.0,
1845,"['reactjs', 'typescript', 'safari', 'next.js', 'yarn-workspaces']","{'account_id': 3218133, 'reputation': 21, 'user_id': 9886507, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5821352faa4317f083586e7ff9c3f583?s=256&d=identicon&r=PG', 'display_name': 'user9886507', 'link': 'https://stackoverflow.com/users/9886507/user9886507'}",True,484,1,1,1623603822,1623534761,,67953266,CC BY-SA 4.0,https://stackoverflow.com/questions/67953266/next-js-renders-blank-screen-in-safari-due-to-typescript-enums,Next.js renders blank screen in Safari due to Typescript enums,,,
1846,"['typescript', 'many-to-many', 'relational-database', 'one-to-many', 'typeorm']","{'account_id': 1948045, 'reputation': 525, 'user_id': 1752757, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/31a8b4d80fdb3593c131e76606102982?s=256&d=identicon&r=PG', 'display_name': 'chenny', 'link': 'https://stackoverflow.com/users/1752757/chenny'}",False,2115,0,2,1623600527,1623599006,1623600527.0,67960062,CC BY-SA 4.0,https://stackoverflow.com/questions/67960062/typeorm-type-entity-is-not-assignable-to-type-querydeeppartialentityent,typeorm - Type &#39;{Entity}&#39; is not assignable to type &#39;QueryDeepPartialEntity&lt;{Entity}&gt;&#39;,,,
1847,"['reactjs', 'typescript', 'react-router-dom']","{'account_id': 17993335, 'reputation': 731, 'user_id': 13076945, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhNl2d6arYh7cEgzgr0xCQEjSkEzUtPX4qELrLGug=k-s256', 'display_name': 'Nithin Sai', 'link': 'https://stackoverflow.com/users/13076945/nithin-sai'}",True,58,1,0,1623600144,1623500289,1623599091.0,67948781,CC BY-SA 4.0,https://stackoverflow.com/questions/67948781/invalid-hook-call-in-reactts-with-route,Invalid Hook Call in ReactTS with Route,,67960174.0,
1848,"['angular', 'typescript']","{'account_id': 21834748, 'reputation': 31, 'user_id': 16129203, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8wzIO.jpg?s=256&g=1', 'display_name': 'Souhir', 'link': 'https://stackoverflow.com/users/16129203/souhir'}",True,700,2,-2,1623600096,1623599010,,67960063,CC BY-SA 4.0,https://stackoverflow.com/questions/67960063/argument-of-type-element-null-is-not-assignable-to-parameter-of-type-elemen,Argument of type &#39;Element | null&#39; is not assignable to parameter of type &#39;Element&#39;. Type &#39;null&#39; is not assignable to type &#39;Element&#39;. Angular,,67960148.0,
1849,['typescript'],"{'account_id': 1968365, 'reputation': 10429, 'user_id': 1768008, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/110a4869ccf97041d884164cc36c36b6?s=256&d=identicon&r=PG', 'display_name': 'wonderful world', 'link': 'https://stackoverflow.com/users/1768008/wonderful-world'}",False,51,0,1,1623600062,1623599681,1623600062.0,67960153,CC BY-SA 4.0,https://stackoverflow.com/questions/67960153/how-do-i-import-and-export-a-class-from-the-same-typescript-file,How do I import and export a class from the same Typescript file?,,,
1850,"['javascript', 'typescript', 'design-patterns', 'anti-patterns', 'architectural-patterns']","{'account_id': 21788692, 'reputation': 11, 'user_id': 16089285, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bca2de4fedad07be5f9c0d003d70e50e?s=256&d=identicon&r=PG&f=1', 'display_name': 'motime545', 'link': 'https://stackoverflow.com/users/16089285/motime545'}",True,98,2,0,1623597960,1623538005,1623540149.0,67953531,CC BY-SA 4.0,https://stackoverflow.com/questions/67953531/best-way-design-and-generate-unique-strings-from-an-array-of-objects-for-mapping,Best way design and generate unique strings from an array of objects for mapping,,67953839.0,
1851,"['node.js', 'typescript', 'visual-studio-code', 'tsconfig', 'typescript-definitions']","{'account_id': 18169769, 'reputation': 11, 'user_id': 13219635, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Nw6cX.jpg?s=256&g=1', 'display_name': 'Ozes', 'link': 'https://stackoverflow.com/users/13219635/ozes'}",False,244,0,1,1623597660,1623570310,1623597660.0,67955969,CC BY-SA 4.0,https://stackoverflow.com/questions/67955969/vscode-intellisense-not-working-with-typeroots-in-excluded-files,VScode intellisense not working with typeRoots in excluded files,,,
1852,"['reactjs', 'typescript', 'render']","{'account_id': 20318377, 'reputation': 177, 'user_id': 14903696, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-RNMu8ETKG8g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclwzbaEyv0AXkMEg7swptmQyyWi-g/s96-c/photo.jpg?sz=256', 'display_name': 'JAOdev', 'link': 'https://stackoverflow.com/users/14903696/jaodev'}",False,36,1,0,1623594393,1623591738,,67958900,CC BY-SA 4.0,https://stackoverflow.com/questions/67958900/re-render-the-main-component,Re render the main component,,,
1853,['typescript'],"{'account_id': 14602855, 'reputation': 1133, 'user_id': 10546688, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Thkcu.jpg?s=256&g=1', 'display_name': 'Thimma', 'link': 'https://stackoverflow.com/users/10546688/thimma'}",True,27,1,1,1623587722,1623587358,,67958257,CC BY-SA 4.0,https://stackoverflow.com/questions/67958257/typescript-inherit-return-from-array-values,Typescript inherit return from array values,,67958322.0,
1854,"['reactjs', 'typescript']","{'account_id': 18546911, 'reputation': 189, 'user_id': 13514125, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-HKQqd4cbFo4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmnXzNJRETioadTbjYgkBxITsh0vA/photo.jpg?sz=256', 'display_name': 'Gurkiran Singh', 'link': 'https://stackoverflow.com/users/13514125/gurkiran-singh'}",True,1300,1,3,1623585871,1623566019,,67955544,CC BY-SA 4.0,https://stackoverflow.com/questions/67955544/type-is-missing-the-following-properties-from-type-ts-error,Type &#39;{}&#39; is missing the following properties from type - TS error,,67955794.0,
1855,"['angular', 'typescript', 'rxjs', 'rxjs-observables']","{'account_id': 10591234, 'reputation': 363, 'user_id': 7801732, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5cdf5651b98588df956683ab7270f90e?s=256&d=identicon&r=PG&f=1', 'display_name': 'KittyCat', 'link': 'https://stackoverflow.com/users/7801732/kittycat'}",True,57,1,0,1623585611,1623583988,,67957778,CC BY-SA 4.0,https://stackoverflow.com/questions/67957778/rxjs-observable-in-observable,RXJS observable in observable,,67958005.0,
1856,"['javascript', 'reactjs', 'typescript', 'react-native']","{'account_id': 21485463, 'reputation': 221, 'user_id': 15832161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0157be4979264b9a586f6ab654be6e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'emma', 'link': 'https://stackoverflow.com/users/15832161/emma'}",False,49,0,0,1623585018,1623584284,1623585018.0,67957813,CC BY-SA 4.0,https://stackoverflow.com/questions/67957813/react-native-uncheck-of-checkbox-doesnt-works,react native: uncheck of checkbox doesn&#39;t works,,,
1857,['typescript'],"{'account_id': 2028868, 'reputation': 5719, 'user_id': 1813169, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/wTAkF.jpg?s=256&g=1', 'display_name': 'MTCoster', 'link': 'https://stackoverflow.com/users/1813169/mtcoster'}",True,268,1,0,1623584196,1623580933,1623581380.0,67957320,CC BY-SA 4.0,https://stackoverflow.com/questions/67957320/how-can-i-narrow-the-typing-of-t-extends-to-require-keyof-t-to-always-be,How can I narrow the typing of `T extends {}` to require `keyof T` to always be sting?,,,
1858,"['angular', 'typescript']","{'account_id': 21736981, 'reputation': 47, 'user_id': 16044841, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e1ff9b024c7730a3f92823671794c33?s=256&d=identicon&r=PG&f=1', 'display_name': 'coder_7', 'link': 'https://stackoverflow.com/users/16044841/coder-7'}",True,1326,1,0,1623583976,1623415098,1623420779.0,67937188,CC BY-SA 4.0,https://stackoverflow.com/questions/67937188/how-to-use-disabled-property-angular-10-disabled-property-not-working,How to use disabled property ?Angular 10 disabled property not working,,,
1859,"['typescript', 'promise', 'httpclient']","{'account_id': 8834927, 'reputation': 520, 'user_id': 6599599, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2c781278e0f056aedb610b68ffe49061?s=256&d=identicon&r=PG&f=1', 'display_name': 'rikush', 'link': 'https://stackoverflow.com/users/6599599/rikush'}",True,57,1,0,1623583942,1623582596,,67957571,CC BY-SA 4.0,https://stackoverflow.com/questions/67957571/typescript-break-a-loop-of-method-call-that-return-promiseany,typeScript Break a loop of method call that return Promise&lt;any&gt;,,67957669.0,
1860,"['javascript', 'reactjs', 'typescript', 'react-native']","{'account_id': 21485463, 'reputation': 221, 'user_id': 15832161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0157be4979264b9a586f6ab654be6e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'emma', 'link': 'https://stackoverflow.com/users/15832161/emma'}",False,245,2,0,1623582744,1623575155,1623582744.0,67956576,CC BY-SA 4.0,https://stackoverflow.com/questions/67956576/react-native-unable-to-uncheck-checkbox,react native : Unable to uncheck checkbox,,,
1861,"['javascript', 'typescript']","{'account_id': 17421107, 'reputation': 85, 'user_id': 12626654, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-pgowpCeZicY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcWKruaBW5VhgExl09du8FKUldRbg/photo.jpg?sz=256', 'display_name': 'Rahul Kundu', 'link': 'https://stackoverflow.com/users/12626654/rahul-kundu'}",True,64,1,0,1623580632,1623507184,1623510175.0,67949657,CC BY-SA 4.0,https://stackoverflow.com/questions/67949657/modify-a-strings-first-letters-based-on-certain-types,Modify a string&#39;s first letters based on certain types,,67950522.0,
1862,"['javascript', 'angular', 'typescript']","{'account_id': 16855222, 'reputation': 91, 'user_id': 12187241, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDAiq3nF_nnBI980COw7b3vnTZOWO_Kz95BqHPM=k-s256', 'display_name': 'Nolan Mayersky', 'link': 'https://stackoverflow.com/users/12187241/nolan-mayersky'}",False,712,0,0,1623580306,1623551615,1623580306.0,67954355,CC BY-SA 4.0,https://stackoverflow.com/questions/67954355/tracking-down-a-you-provided-an-invalid-object-where-a-stream-was-expected-you,"Tracking down a You provided an invalid object where a stream was expected. You can provide an Observable, Promise, Array, or Iterable",,,
1863,"['typescript', 'generics']","{'account_id': 6595635, 'reputation': 792, 'user_id': 9416254, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BzcOf.png?s=256&g=1', 'display_name': 'suchcodemuchwow', 'link': 'https://stackoverflow.com/users/9416254/suchcodemuchwow'}",True,46,1,0,1623578470,1623538478,1623578470.0,67953563,CC BY-SA 4.0,https://stackoverflow.com/questions/67953563/typing-variadic-arguments,Typing variadic arguments,,67954607.0,
1864,"['spring', 'typescript', 'spring-boot', 'rest', 'angular12']","{'account_id': 21917848, 'reputation': 1, 'user_id': 16201500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8ee56032e23be41dde36c02fcf0ad40?s=256&d=identicon&r=PG&f=1', 'display_name': 'Benjamin UWIZEYE', 'link': 'https://stackoverflow.com/users/16201500/benjamin-uwizeye'}",False,220,1,0,1623575275,1623440786,,67942767,CC BY-SA 4.0,https://stackoverflow.com/questions/67942767/failed-to-load-resource-the-server-responded-with-a-status-of-404-not-found-a,Failed to load resource: the server responded with a status of 404 (Not Found) Angular12 Spring boot,,,
1865,"['javascript', 'angular', 'typescript', 'ionic-framework', 'chart.js']","{'account_id': 20952143, 'reputation': 56, 'user_id': 15393576, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef1e1619892eb07ba722893de585d69d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user15393576', 'link': 'https://stackoverflow.com/users/15393576/user15393576'}",False,157,1,1,1623565292,1623556957,,67954743,CC BY-SA 4.0,https://stackoverflow.com/questions/67954743/angular-ionic-how-can-i-stream-my-custom-data-with-chartjs-plugin-streaming,(Angular Ionic) How can I stream my custom data with chartjs-plugin-streaming?,,,
1866,"['javascript', 'typescript']","{'account_id': 3772638, 'reputation': 1195, 'user_id': 3134394, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/c4e7003be4d97fad01652e2198514b35?s=256&d=identicon&r=PG', 'display_name': 'Mohsen', 'link': 'https://stackoverflow.com/users/3134394/mohsen'}",True,76,1,2,1623564004,1623563602,,67955282,CC BY-SA 4.0,https://stackoverflow.com/questions/67955282/accessing-method-in-main-class-in-typescript,Accessing method in main class in typescript,,67955301.0,
1867,"['node.js', 'typescript', 'express']","{'account_id': 16636999, 'reputation': 1839, 'user_id': 12023442, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DPog7zvNrN4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reyB3ylHFgM44calnY635b5hnl_AA/photo.jpg?sz=256', 'display_name': 'ArunJose', 'link': 'https://stackoverflow.com/users/12023442/arunjose'}",False,64,0,0,1623562388,1623562388,,67955196,CC BY-SA 4.0,https://stackoverflow.com/questions/67955196/not-able-to-find-export-for-interface-request-in-express-type-definition-file,Not able to find export for interface Request in express type definition file,,,
1868,['typescript'],"{'account_id': 2816973, 'reputation': 153, 'user_id': 4818123, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/e9734aec5286ca639c05dd7ce7437afd?s=256&d=identicon&r=PG', 'display_name': 'Takeshi Tokugawa YD', 'link': 'https://stackoverflow.com/users/4818123/takeshi-tokugawa-yd'}",True,52,1,0,1623558087,1623556035,,67954668,CC BY-SA 4.0,https://stackoverflow.com/questions/67954668/how-to-annotate-typeof-inheritor-of-certain-class-not-its-instance-in-types,How to annotate &quot;typeof&quot; inheritor of certain class (not it&#39;s instance) in TypeScript?,,67954830.0,
1869,"['reactjs', 'typescript', 'firebase', 'reactfire']","{'account_id': 8234067, 'reputation': 2392, 'user_id': 6193913, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10209201272654336/picture?type=large', 'display_name': 'Boris Grunwald', 'link': 'https://stackoverflow.com/users/6193913/boris-grunwald'}",False,70,1,0,1623555394,1623519516,1623532536.0,67951429,CC BY-SA 4.0,https://stackoverflow.com/questions/67951429/how-to-define-structure-of-docs-with-interface,How to define structure of docs with interface,,,
1870,"['typescript', 'enums', 'static-typing']","{'account_id': 94724, 'reputation': 3073, 'user_id': 258462, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/692ee74160114b6ac9de8854d1d07cef?s=256&d=identicon&r=PG&f=1', 'display_name': 'silviubogan', 'link': 'https://stackoverflow.com/users/258462/silviubogan'}",True,502,1,0,1623549858,1623502330,,67949040,CC BY-SA 4.0,https://stackoverflow.com/questions/67949040/how-can-i-import-an-enum-through-an-intermediate-ts-file,How can I import an enum through an intermediate TS file?,,67954263.0,
1871,"['typescript', 'webpack', 'visual-studio-code', 'create-react-app', 'webpack-3']","{'account_id': 94724, 'reputation': 3073, 'user_id': 258462, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/692ee74160114b6ac9de8854d1d07cef?s=256&d=identicon&r=PG&f=1', 'display_name': 'silviubogan', 'link': 'https://stackoverflow.com/users/258462/silviubogan'}",True,599,1,1,1623549632,1623508780,1623513853.0,67949873,CC BY-SA 4.0,https://stackoverflow.com/questions/67949873/why-does-vs-code-consider-an-import-valid-but-webpack-does-not,Why does VS Code consider an import valid but WebPack does not?,,67954253.0,
1872,"['typescript', 'jestjs', 'es6-modules', 'ts-jest', 'babel-jest']","{'account_id': 4703788, 'reputation': 1330, 'user_id': 3806616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c0f7bd1cc2d84d06aa31f5226aa6bd7?s=256&d=identicon&r=PG&f=1', 'display_name': 'nerdlinger', 'link': 'https://stackoverflow.com/users/3806616/nerdlinger'}",False,842,0,5,1623548043,1623547224,1623548043.0,67954107,CC BY-SA 4.0,https://stackoverflow.com/questions/67954107/jest-with-typescript-and-es-modules-cant-import-named-imports-from-commonjs-m,Jest with TypeScript and ES modules can&#39;t import &quot;named imports&quot; from commonjs modules,,,
1873,"['angular', 'typescript', 'calendar', 'schedule']","{'account_id': 21927893, 'reputation': 1, 'user_id': 16210220, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e0e2003173322dcc25fa7546a9331b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'sana kriaa', 'link': 'https://stackoverflow.com/users/16210220/sana-kriaa'}",False,104,0,0,1623543892,1623540666,1623543892.0,67953727,CC BY-SA 4.0,https://stackoverflow.com/questions/67953727/add-additional-user-column-to-week-view-calendar,Add additional user column to week view calendar,,,
1874,"['angular', 'typescript']","{'account_id': 20834063, 'reputation': 1, 'user_id': 15302663, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/409178e12b3840a4c630a345133ea3b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'pradip vavhal', 'link': 'https://stackoverflow.com/users/15302663/pradip-vavhal'}",False,49,0,0,1623533446,1623533261,1623533446.0,67953139,CC BY-SA 4.0,https://stackoverflow.com/questions/67953139/display-current-data-from-localstorage,display current data from localstorage,,,
1875,"['typescript', 'react-native', 'neo4j', 'graphql', 'apollo']","{'account_id': 2571328, 'reputation': 380, 'user_id': 2229979, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/852e6b0de33876b0e5562ffeb3d95ee5?s=256&d=identicon&r=PG', 'display_name': 'Alecu Marian Alexandru', 'link': 'https://stackoverflow.com/users/2229979/alecu-marian-alexandru'}",True,480,1,1,1623530198,1623530198,,67952806,CC BY-SA 4.0,https://stackoverflow.com/questions/67952806/graphql-apollo-types-generation-on-react-native,GraphQL Apollo types generation on React Native,,,
1876,"['javascript', 'html', 'typescript']","{'account_id': 21837565, 'reputation': 81, 'user_id': 16131596, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj8Kj41ZKFWiwbJCRHeqlurZ-JgQ_azat6i-fHJpQ=k-s256', 'display_name': 'Nisarg Kudgunti', 'link': 'https://stackoverflow.com/users/16131596/nisarg-kudgunti'}",True,253,1,0,1623527929,1623525652,1623527929.0,67952296,CC BY-SA 4.0,https://stackoverflow.com/questions/67952296/problem-in-creating-a-countdown-in-typescript,Problem in creating a countdown in Typescript,,,
1877,"['typescript', 'npm', 'babeljs', 'expo', 'npm-workspaces']","{'account_id': 1800751, 'reputation': 3682, 'user_id': 1639189, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/nVkwX.jpg?s=256&g=1', 'display_name': 'Cohars', 'link': 'https://stackoverflow.com/users/1639189/cohars'}",True,1186,1,4,1623525593,1623507427,1623509441.0,67949691,CC BY-SA 4.0,https://stackoverflow.com/questions/67949691/npm-workspaces-with-expo-and-typescript,NPM workspaces with Expo and Typescript,,67952288.0,
1878,"['typescript', 'typescript-typings']","{'account_id': 15868151, 'reputation': 1938, 'user_id': 11449703, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kTWIz.png?s=256&g=1', 'display_name': 'Emad Baqeri', 'link': 'https://stackoverflow.com/users/11449703/emad-baqeri'}",True,114,1,0,1623521891,1623502438,,67949058,CC BY-SA 4.0,https://stackoverflow.com/questions/67949058/cant-define-function-return-type-properly-on-typescript,can&#39;t define function return type properly on typescript,,,
