,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,community_owned_date,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
1362,"['javascript', 'checkbox']","{'user_type': 'does_not_exist', 'display_name': 'atiwuj'}",False,147,,,1,,0,1248062759,1248061362,,1151624,CC BY-SA 2.5,https://stackoverflow.com/questions/1151624/retrieve-display-selected-information-in-different-window-into-a-form-in-anoth,Retrieve &amp; display selected information in different window into a form in another window using checkbox,,
1363,"['javascript', 'jquery', 'event-delegation']","{'account_id': 47607, 'reputation': 93, 'user_id': 141122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a9b4cbe3e64f5ffa8ba1873c4f2045e?s=256&d=identicon&r=PG', 'display_name': 'fingerprint', 'link': 'https://stackoverflow.com/users/141122/fingerprint'}",True,280,,1151532.0,4,,4,1248057589,1248055280,,1151469,CC BY-SA 2.5,https://stackoverflow.com/questions/1151469/is-there-a-rule-of-thumb-for-when-to-use-event-delegation-vs-event-handling-in-j,Is there a rule of thumb for when to use event delegation vs event handling in JQuery?,,
1364,"['php', 'javascript', 'jquery', 'html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'William'}",True,436,,,3,,0,1248039126,1248032348,,1150696,,https://stackoverflow.com/questions/1150696/javascript-menu-like-mtv,javascript menu like mtv,1248069501.0,not a real question
1365,"['javascript', 'jquery', 'css', 'flash', 'visibility']","{'account_id': 47542, 'reputation': 23, 'user_id': 140876, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a854b8c1d041bc9ee11d05d258d0a2db?s=256&d=identicon&r=PG', 'display_name': 'hippo', 'link': 'https://stackoverflow.com/users/140876/hippo'}",True,979,,1150896.0,2,,2,1248037226,1248024163,,1150367,CC BY-SA 2.5,https://stackoverflow.com/questions/1150367/how-to-override-the-always-show-attribute-of-a-flash-plugin-in-my-wannabe-hidd,How to override the &quot;always show&quot; attribute of a flash plugin in my wannabe-hidden div?,,
1366,['javascript'],"{'account_id': 32859, 'reputation': 8452, 'user_id': 91485, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/678c28466e8bdd5b000f50c5e61cb924?s=256&d=identicon&r=PG&f=1', 'display_name': 'Isabel Jinson', 'link': 'https://stackoverflow.com/users/91485/isabel-jinson'}",True,1617,,,6,,0,1248032878,1248018242,1248023300.0,1150151,CC BY-SA 2.5,https://stackoverflow.com/questions/1150151/how-do-i-preserve-radio-button-and-check-box-value-without-using-cookies-after-t,How do I preserve radio button and check box value without using cookies after the browser refresh?,,
1367,['javascript'],"{'account_id': 46168, 'reputation': 19, 'user_id': 136296, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/68b3d790dc1fb35ff99970616b121710?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/136296/chris'}",True,174,,1150439.0,1,,1,1248025821,1248025550,1248025710.0,1150427,CC BY-SA 2.5,https://stackoverflow.com/questions/1150427/how-can-adjusted-font-size-be-carried-over-to-pages-subsequently-visited,How can adjusted font size be carried over to pages subsequently visited?,,
1368,"['javascript', 'jquery', 'html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user15063'}",True,1680,,1149593.0,3,,0,1248019466,1247994112,,1149516,CC BY-SA 2.5,https://stackoverflow.com/questions/1149516/how-do-you-overlay-a-div-over-an-img-and-show-another-div-onmouseover,"How do you overlay a div over an img, and show another div onmouseover?",,
1369,"['javascript', 'jquery']","{'user_type': 'does_not_exist', 'display_name': 'Dmitry'}",True,1268,,,1,,3,1248012811,1248012420,,1149967,CC BY-SA 2.5,https://stackoverflow.com/questions/1149967/how-to-highlight-text-in-textarea,How to highlight text in TextArea,,
1370,"['asp.net', 'javascript', 'button', 'confirm']","{'account_id': 19581, 'reputation': 307, 'user_id': 45972, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/723eb1f78ed7aab2be0c60f310408134?s=256&d=identicon&r=PG', 'display_name': 'Gunwant Saini', 'link': 'https://stackoverflow.com/users/45972/gunwant-saini'}",True,6449,,,3,,3,1248009905,1247987955,1248009905.0,1149407,CC BY-SA 2.5,https://stackoverflow.com/questions/1149407/confirm-alert-box-in-javascript-and-asp-net-like-hotmail,Confirm alert box in javascript and ASP.net like Hotmail,,
1371,"['javascript', 'jquery', 'internet-explorer-8']","{'account_id': 21083, 'reputation': 3960, 'user_id': 50970, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Element', 'link': 'https://stackoverflow.com/users/50970/element'}",True,1012,,1149469.0,2,,1,1247991845,1247944626,,1148341,CC BY-SA 2.5,https://stackoverflow.com/questions/1148341/double-clicking-table-cell-problem-in-ie8,Double Clicking Table Cell Problem in IE8,,
1372,"['javascript', 'jquery', 'firebug']","{'account_id': 47538, 'reputation': 71, 'user_id': 140861, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/197959ccddfcfbf6644bf56d686ad773?s=256&d=identicon&r=PG', 'display_name': 'James H.', 'link': 'https://stackoverflow.com/users/140861/james-h'}",True,1597,,,8,,7,1247991093,1247973977,1247977300.0,1149172,CC BY-SA 2.5,https://stackoverflow.com/questions/1149172/how-do-you-stay-on-top-of-a-complex-javascript-project,How do you stay on top of a complex JavaScript project?,,
1373,"['javascript', 'html', 'css', 'ajax']","{'account_id': 47531, 'reputation': 167, 'user_id': 140847, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1de4189037d53a78f3436d0a4bd1040e?s=256&d=identicon&r=PG', 'display_name': 'skhot', 'link': 'https://stackoverflow.com/users/140847/skhot'}",True,234,,1149082.0,1,,1,1247974116,1247968277,1247974116.0,1149058,CC BY-SA 2.5,https://stackoverflow.com/questions/1149058/how-do-i-code-css-to-change-when-i-load-pull-content-using-ajax,How do I code CSS to &quot;change&quot; when I load/pull content using ajax?,,
1374,"['javascript', 'jquery', 'arrays', 'eval']","{'account_id': 37383, 'reputation': 753, 'user_id': 106850, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9b340eefcdc0a35dd4e40ab67b4ffe64?s=256&d=identicon&r=PG', 'display_name': 'firecall', 'link': 'https://stackoverflow.com/users/106850/firecall'}",True,1876,,1073195.0,1,,0,1247966535,1246523949,1247966535.0,1073188,CC BY-SA 2.5,https://stackoverflow.com/questions/1073188/dynamically-referencing-javascript-array-name-without-using-eval,Dynamically referencing Javascript Array name without using Eval?,,
1375,"['javascript', 'flash', 'security']","{'account_id': 878329, 'reputation': 1914, 'user_id': 126741, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/Ap18p.png?s=256&g=1', 'display_name': 'Dill', 'link': 'https://stackoverflow.com/users/126741/dill'}",True,588,,1084904.0,1,,0,1247966489,1246812193,1247966489.0,1084410,CC BY-SA 2.5,https://stackoverflow.com/questions/1084410/flash-cs4-local-security-sandbox,Flash cs4 local security sandbox,,
1376,"['php', 'javascript', 'csv']","{'account_id': 40072, 'reputation': 9891, 'user_id': 115949, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/93cbc1c33b5c9db4af6aea8de282d153?s=256&d=identicon&r=PG', 'display_name': 'mrpatg', 'link': 'https://stackoverflow.com/users/115949/mrpatg'}",True,192,,1131390.0,2,,0,1247966059,1247664090,1247966059.0,1131366,CC BY-SA 2.5,https://stackoverflow.com/questions/1131366/php-and-js-csv-to-tables-with-extras-to-csv,php and js // csv to tables (with extras) to csv,,
1377,"['javascript', 'internet-explorer']","{'account_id': 46367, 'reputation': 5250, 'user_id': 136924, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/7f93694661a6d82291a7aa64a38832e1?s=256&d=identicon&r=PG', 'display_name': 'John Stimac', 'link': 'https://stackoverflow.com/users/136924/john-stimac'}",True,365,,,1,,1,1247965133,1247679758,1247965133.0,1132857,CC BY-SA 2.5,https://stackoverflow.com/questions/1132857/weird-ie-javascript-error,Weird IE javascript error,,
1378,"['javascript', 'jquery', 'resize']","{'account_id': 18556, 'reputation': 56221, 'user_id': 42595, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/bd5fa82ba89951f5040911476c0c75d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ethan', 'link': 'https://stackoverflow.com/users/42595/ethan'}",True,241,,1148927.0,5,,1,1247962979,1247958444,,1148836,CC BY-SA 2.5,https://stackoverflow.com/questions/1148836/whats-a-good-js-library-for-making-things-resizable,What&#39;s a good JS library for making things resizable?,,
1379,"['javascript', 'batch-file', 'dos']","{'account_id': 14725, 'reputation': 4595, 'user_id': 30545, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/b5cd9155ff71d0971b0a8236d343615b?s=256&d=identicon&r=PG', 'display_name': 'mikefrey', 'link': 'https://stackoverflow.com/users/30545/mikefrey'}",True,2917,,1146094.0,1,,0,1247956579,1247870030,,1145971,CC BY-SA 2.5,https://stackoverflow.com/questions/1145971/using-jsmin-in-a-batch-file,Using JSMin in a batch file,,
1380,"['asp.net', 'javascript', 'xmlhttprequest', 'browser-detection']","{'account_id': 15651, 'reputation': 31671, 'user_id': 33264, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/4ffb7620821b43c340d40187ca5820ff?s=256&d=identicon&r=PG', 'display_name': 'MatthewMartin', 'link': 'https://stackoverflow.com/users/33264/matthewmartin'}",True,2902,,1065185.0,6,,2,1247953787,1246384448,1247676375.0,1065063,CC BY-SA 2.5,https://stackoverflow.com/questions/1065063/reliable-way-to-sniff-xmlhttprequest-browser-sniffing-for-ajax-requests-in-asp,Reliable way to sniff XMLHttpRequest (browser sniffing for AJAX requests) in ASP.NET?,,
1381,"['javascript', 'jquery']","{'account_id': 28634, 'reputation': 6372, 'user_id': 76682, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/QLTgG.jpg?s=256&g=1', 'display_name': 'OneNerd', 'link': 'https://stackoverflow.com/users/76682/onenerd'}",True,368,,1147886.0,4,,3,1247952668,1247931781,,1147842,CC BY-SA 2.5,https://stackoverflow.com/questions/1147842/how-to-use-javascript-math-on-a-version-number,How to use Javascript math on a version number,,
1382,['javascript'],"{'account_id': 38302, 'reputation': 11285, 'user_id': 109859, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4001573d04aa747d6b8c4eaed27a6683?s=256&d=identicon&r=PG', 'display_name': 'ian', 'link': 'https://stackoverflow.com/users/109859/ian'}",True,4907,,,2,,0,1247951515,1247915083,1247917524.0,1147265,CC BY-SA 2.5,https://stackoverflow.com/questions/1147265/javascript-using-variable-value-in-document-nameofformtosubmit-submit,javascript using variable value in document.nameofformtosubmit.submit(),,
1383,"['javascript', 'window.open']","{'account_id': 42223, 'reputation': 1102, 'user_id': 122961, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/EYLBH.jpg?s=256&g=1', 'display_name': 'montooner', 'link': 'https://stackoverflow.com/users/122961/montooner'}",True,396,,1148466.0,1,,0,1247948102,1247911365,1247912440.0,1147152,CC BY-SA 2.5,https://stackoverflow.com/questions/1147152/javascript-opening-maximized-window-when-unintended,Javascript opening maximized window when unintended,,
1384,"['javascript', 'jquery', 'forms', 'tabindex']","{'account_id': 31611, 'reputation': 14809, 'user_id': 86937, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/705d94e64541f42bb14f0c96b577e259?s=256&d=identicon&r=PG', 'display_name': 'Josh Leitzel', 'link': 'https://stackoverflow.com/users/86937/josh-leitzel'}",True,4250,,1148058.0,1,,3,1247937638,1247935911,,1148003,CC BY-SA 2.5,https://stackoverflow.com/questions/1148003/using-jquery-to-circumvent-tabindex-problems,Using jQuery to circumvent tabindex problems,,
1385,"['javascript', 'google-maps']","{'account_id': 8169, 'reputation': 19918, 'user_id': 14555, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/42b63d9ed65b93ed637afa830e933c6a?s=256&d=identicon&r=PG', 'display_name': 'jottos', 'link': 'https://stackoverflow.com/users/14555/jottos'}",True,2391,,,3,,2,1247936742,1247795403,,1141126,CC BY-SA 2.5,https://stackoverflow.com/questions/1141126/what-causes-google-maps-javascript-exceptions,What causes Google Maps javascript exceptions?,,
1386,"['javascript', 'jquery', 'event-delegation']","{'account_id': 47337, 'reputation': 71, 'user_id': 140167, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9c011623e1782c01711bfad30fb9a81a?s=256&d=identicon&r=PG', 'display_name': 'fritz carlton', 'link': 'https://stackoverflow.com/users/140167/fritz-carlton'}",True,164,,1147869.0,2,,0,1247932721,1247932246,1495540999.0,1147864,CC BY-SA 3.0,https://stackoverflow.com/questions/1147864/correct-syntax-for-defining-an-event-delegator,Correct syntax for defining an event delegator,,
1387,"['javascript', 'jquery', 'css-selectors', 'global']","{'account_id': 47337, 'reputation': 71, 'user_id': 140167, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9c011623e1782c01711bfad30fb9a81a?s=256&d=identicon&r=PG', 'display_name': 'fritz carlton', 'link': 'https://stackoverflow.com/users/140167/fritz-carlton'}",True,1672,,1146963.0,3,,2,1247931397,1247896389,,1146823,CC BY-SA 2.5,https://stackoverflow.com/questions/1146823/how-to-use-a-global-selector-to-respond-to-all-click-events-except-on-one-elemen,How to use a global selector to respond to all click events except on one element?,,
1388,['javascript'],"{'account_id': 38302, 'reputation': 11285, 'user_id': 109859, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4001573d04aa747d6b8c4eaed27a6683?s=256&d=identicon&r=PG', 'display_name': 'ian', 'link': 'https://stackoverflow.com/users/109859/ian'}",True,934,,1147410.0,4,,-3,1247920518,1247918881,,1147380,CC BY-SA 2.5,https://stackoverflow.com/questions/1147380/correct-way-to-use-variables-in-the-javascript-dom,correct way to use variables in the javascript DOM,,
1389,"['javascript', 'jquery', 'validation']","{'user_type': 'does_not_exist', 'display_name': 'Pocket'}",True,16743,,,1,,1,1247918551,1247915143,,1147268,CC BY-SA 2.5,https://stackoverflow.com/questions/1147268/validate-plugin-using-the-submithandler,Validate Plugin - using the submitHandler,,
1390,"['javascript', 'google-maps']","{'account_id': 13728, 'reputation': 119, 'user_id': 27751, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/1c61f3b61c70a7fd724d3634761efe1e?s=256&d=identicon&r=PG', 'display_name': 'user27751', 'link': 'https://stackoverflow.com/users/27751/user27751'}",True,152,,,4,,0,1247915819,1247794587,1247814002.0,1141103,CC BY-SA 2.5,https://stackoverflow.com/questions/1141103/question-regarding-google-maps-api,question regarding google maps api,,
1391,"['c#', 'asp.net', 'javascript']","{'account_id': 876290, 'reputation': 2124, 'user_id': 108440, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b659792164e0040a9504029aa1e54d70?s=256&d=identicon&r=PG', 'display_name': 'markiz', 'link': 'https://stackoverflow.com/users/108440/markiz'}",True,4342,,1147168.0,2,,1,1247913247,1247911086,,1147145,CC BY-SA 2.5,https://stackoverflow.com/questions/1147145/calling-javascript-function-from-dropdownlist,Calling javascript function from dropdownlist,,
1392,"['c#', 'asp.net', 'javascript', 'performance', 'yui-compressor']","{'account_id': 15645, 'reputation': 2673, 'user_id': 33253, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/f600efb2beda7e9242c6c61d5c133954?s=256&d=identicon&r=PG', 'display_name': 'JoeB', 'link': 'https://stackoverflow.com/users/33253/joeb'}",True,1901,,1146893.0,4,,1,1247900206,1247879441,1247899954.0,1146373,CC BY-SA 2.5,https://stackoverflow.com/questions/1146373/resource-js-css-compression-minification-and-versioning-in-asp-net,"Resource (JS, CSS) compression, minification, and versioning in ASP.NET",,
1393,"['javascript', 'jquery']","{'account_id': 47430, 'reputation': 10386, 'user_id': 140448, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/89971741cc73d7bd85a619766c4bddaa?s=256&d=identicon&r=PG', 'display_name': 'Kyle Hotchkiss', 'link': 'https://stackoverflow.com/users/140448/kyle-hotchkiss'}",True,173,,1145921.0,2,,1,1247890201,1247868222,,1145888,CC BY-SA 2.5,https://stackoverflow.com/questions/1145888/how-to-find-out-which-javascript-library-owns,How to find out which javascript library owns $,,
1394,"['javascript', 'flash', 'swfupload']","{'account_id': 28722, 'reputation': 18650, 'user_id': 76969, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/4b2045d44ab6b77a8cfbae0bf6ac9823?s=256&d=identicon&r=PG', 'display_name': 'resopollution', 'link': 'https://stackoverflow.com/users/76969/resopollution'}",True,931,,1146444.0,1,,0,1247881407,1247849672,,1144500,CC BY-SA 2.5,https://stackoverflow.com/questions/1144500/opening-swfupload-dialog-w-o-using-a-flash-button,Opening SWFUpload dialog w/o using a flash button?,,
1395,"['javascript', 'jquery', 'css', 'css-selectors']","{'account_id': 47337, 'reputation': 71, 'user_id': 140167, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9c011623e1782c01711bfad30fb9a81a?s=256&d=identicon&r=PG', 'display_name': 'fritz carlton', 'link': 'https://stackoverflow.com/users/140167/fritz-carlton'}",True,325,,1146246.0,3,,2,1247881346,1247875962,,1146244,CC BY-SA 2.5,https://stackoverflow.com/questions/1146244/how-to-select-an-element-that-must-have-more-than-one-css-class,How to select an element that must have more than one css class?,,
1396,"['javascript', 'canvas', 'svg', 'polyhedra']","{'account_id': 6815, 'reputation': 21572, 'user_id': 11577, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/dW9j1.jpg?s=256&g=1', 'display_name': 'Andrew Hedges', 'link': 'https://stackoverflow.com/users/11577/andrew-hedges'}",True,1686,,1146214.0,3,,3,1247875332,1247874333,,1146174,CC BY-SA 2.5,https://stackoverflow.com/questions/1146174/using-javascript-to-model-3d-polyhedra,Using JavaScript to model 3D polyhedra,,
1397,"['javascript', 'jquery', 'string']","{'account_id': 39982, 'reputation': 31393, 'user_id': 115608, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/50347af8e4c65e93c3ec5328295216b1?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/115608/mark'}",True,686,,1146063.0,1,,1,1247872322,1247870967,1247872322.0,1146027,CC BY-SA 2.5,https://stackoverflow.com/questions/1146027/javascript-string-library,Javascript String Library,,
1398,"['java', 'javascript', 'vim', 'textmate', 'keymapping']","{'account_id': 10836, 'reputation': 193199, 'user_id': 20654, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/94066dfa49c2feb14706cb081848fda7?s=256&d=identicon&r=PG', 'display_name': 'OscarRyz', 'link': 'https://stackoverflow.com/users/20654/oscarryz'}",True,769,,1145982.0,1,,1,1247870429,1247869014,1247870429.0,1145928,CC BY-SA 2.5,https://stackoverflow.com/questions/1145928/textmate-equivalent-to-gvim-ctrlp,TextMate equivalent to gVim Ctrl+P,,
1399,"['javascript', 'dom']","{'account_id': 876816, 'reputation': 77, 'user_id': 129348, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f8e1471a745cdb9be399660260b6131?s=256&d=identicon&r=PG', 'display_name': 'user129348', 'link': 'https://stackoverflow.com/users/129348/user129348'}",True,4603,,1145565.0,3,,2,1247864135,1247862871,1247863074.0,1145556,CC BY-SA 2.5,https://stackoverflow.com/questions/1145556/what-is-the-difference-between-the-onfocus-and-onmouseenter-event,What is the difference between the onFocus and onMouseEnter event?,,
1400,"['javascript', 'html', 'internet-explorer']","{'account_id': 47108, 'reputation': 25210, 'user_id': 139396, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2e4c3759861337e9a0ead4ffc5387229?s=256&d=identicon&r=PG', 'display_name': 'o.k.w', 'link': 'https://stackoverflow.com/users/139396/o-k-w'}",True,2731,,1145019.0,1,,0,1247857815,1247852008,1247857815.0,1144686,CC BY-SA 2.5,https://stackoverflow.com/questions/1144686/getting-the-window-size-of-the-opener-window-ie,Getting the window size of the opener window (IE),,
1401,"['javascript', 'css']","{'account_id': 1461, 'reputation': 109612, 'user_id': 1950, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/c6aff8891ef80596f70263baf7bcf47f?s=256&d=identicon&r=PG', 'display_name': 'Jon Erickson', 'link': 'https://stackoverflow.com/users/1950/jon-erickson'}",True,1230,,1144883.0,2,,4,1247854621,1247853568,,1144807,CC BY-SA 2.5,https://stackoverflow.com/questions/1144807/css-javascript-technique-to-dynamically-force-2-divs-to-be-the-size-of-the-large,CSS/JavaScript Technique to dynamically force 2 divs to be the size of the larger div,,
1402,"['javascript', 'python', 'json']","{'account_id': 13839, 'reputation': 1116, 'user_id': 28002, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/ed75b6ae9fb21cc5c6c60c216cf8a85b?s=256&d=identicon&r=PG', 'display_name': 'Greg', 'link': 'https://stackoverflow.com/users/28002/greg'}",True,2951,,1144597.0,4,,4,1247851123,1247848499,,1144400,CC BY-SA 2.5,https://stackoverflow.com/questions/1144400/hacking-javascript-array-into-json-with-python,Hacking JavaScript Array Into JSON With Python,,
1403,"['javascript', 'cookies', 'internet-explorer-6']","{'account_id': 14035, 'reputation': 12717, 'user_id': 28540, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/d8d84674197c8db7dabc46197711771b?s=256&d=identicon&r=PG', 'display_name': 'JamesEggers', 'link': 'https://stackoverflow.com/users/28540/jameseggers'}",True,3516,,1143722.0,1,,1,1247841914,1247841290,1247841873.0,1143661,CC BY-SA 2.5,https://stackoverflow.com/questions/1143661/javascript-cookie-returns-null-values-in-ie6-only,JavaScript Cookie returns null values in IE6 Only,,
1404,"['javascript', 'regex']","{'account_id': 878067, 'reputation': 7004, 'user_id': 1754229, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Richbits', 'link': 'https://stackoverflow.com/users/1754229/richbits'}",True,191,,1143442.0,8,,1,1247840936,1247838248,1247839492.0,1143369,CC BY-SA 2.5,https://stackoverflow.com/questions/1143369/help-interpreting-a-javascript-regex,Help interpreting a javascript Regex,,
1405,['javascript'],"{'account_id': 47298, 'reputation': 157, 'user_id': 140040, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2f67ec8545e78a5dd8ea441b5ef9c4c0?s=256&d=identicon&r=PG', 'display_name': 'Yagnesh84', 'link': 'https://stackoverflow.com/users/140040/yagnesh84'}",False,1536,,,1,,0,1247839498,1247823233,1247823328.0,1142283,CC BY-SA 2.5,https://stackoverflow.com/questions/1142283/javascript-date-validation-for-asp-net,Javascript Date validation for Asp.net,,
1406,"['javascript', 'events', 'internet-explorer-8']","{'account_id': 25344, 'reputation': 20370, 'user_id': 65120, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/ac81051f3e74f6bf8ff6a4e60c47adf6?s=256&d=identicon&r=PG', 'display_name': 'xdevel2000', 'link': 'https://stackoverflow.com/users/65120/xdevel2000'}",True,529,,,1,,0,1247838224,1247829512,1247830200.0,1142667,CC BY-SA 2.5,https://stackoverflow.com/questions/1142667/prevent-a-default-action-with-ie8,prevent a default action with IE8,,
1407,"['asp.net', 'javascript']","{'account_id': 33137, 'reputation': 1122, 'user_id': 92494, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/af22a7d7c22aac398f6af27c667d4d4c?s=256&d=identicon&r=PG', 'display_name': 'Ying', 'link': 'https://stackoverflow.com/users/92494/ying'}",True,552,,1137180.0,2,,0,1247835682,1247745224,,1137052,CC BY-SA 2.5,https://stackoverflow.com/questions/1137052/javascript-interaction-between-asp-net-web-controls,Javascript interaction between ASP.NET web controls,,
1408,"['php', 'javascript']","{'user_type': 'does_not_exist', 'display_name': 'Rahul'}",True,1373,,,3,,0,1247835211,1247832467,1247833359.0,1142875,CC BY-SA 2.5,https://stackoverflow.com/questions/1142875/calling-a-javascript-function-onclick-event-of-button-when-the-function-is-defin,Calling a JavaScript function onclick event of button when the function is define in a separate PHP file,,
1409,"['javascript', 'progress-bar', 'swfupload']","{'account_id': 42223, 'reputation': 1102, 'user_id': 122961, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/EYLBH.jpg?s=256&g=1', 'display_name': 'montooner', 'link': 'https://stackoverflow.com/users/122961/montooner'}",True,377,,1143038.0,1,,1,1247834504,1247825358,1247826060.0,1142426,CC BY-SA 2.5,https://stackoverflow.com/questions/1142426/adding-an-html-element-using-javascript-makes-other-js-wonky,Adding an html element using javascript makes other js wonky,,
1410,"['javascript', 'jquery', 'html']","{'account_id': 41306, 'reputation': 5877, 'user_id': 119973, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/H689A.jpg?s=256&g=1', 'display_name': 'Rickstar', 'link': 'https://stackoverflow.com/users/119973/rickstar'}",True,148,,1142896.0,2,,0,1247832718,1247832349,1247832470.0,1142862,CC BY-SA 2.5,https://stackoverflow.com/questions/1142862/how-to-use-url-and-jquery,how to use url and jquery,,
1411,"['javascript', 'jquery', 'flash', 'upload', 'file-upload']","{'account_id': 11253, 'reputation': 9742, 'user_id': 21613, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/tB5iV.png?s=256&g=1', 'display_name': 'Dan Burzo', 'link': 'https://stackoverflow.com/users/21613/dan-burzo'}",False,1457,,,1,,0,1247827241,1247827068,,1142534,CC BY-SA 2.5,https://stackoverflow.com/questions/1142534/basic-jquery-plugin-for-flash-based-single-file-upload,Basic jQuery plugin for flash-based single file upload?,,
1412,"['javascript', 'html', 'css', 'browser', 'windows-mobile']","{'account_id': 208947, 'reputation': 14430, 'user_id': 459737, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/f54eb629dbceeb1e7f9e0d354e59feaa?s=256&d=identicon&r=PG', 'display_name': 'ahmed', 'link': 'https://stackoverflow.com/users/459737/ahmed'}",True,563,,1137644.0,1,,2,1247826779,1247748428,1247826779.0,1137333,CC BY-SA 2.5,https://stackoverflow.com/questions/1137333/how-can-i-create-an-html-table-with-a-fixed-header-that-works-in-mobile-phones-l,How can I create an HTML table with a fixed header that works in mobile phones like IE for windows mobile?,,
1413,"['javascript', 'dojo', 'widget', 'onload']","{'account_id': 1270, 'reputation': 4449, 'user_id': 1691, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5dab401db52662bd0c1fafabcb9d6244?s=256&d=identicon&r=PG', 'display_name': 'olore', 'link': 'https://stackoverflow.com/users/1691/olore'}",True,3425,,1142396.0,3,,1,1247825025,1247488350,,1119181,CC BY-SA 2.5,https://stackoverflow.com/questions/1119181/how-do-i-add-onload-to-my-dojo-class,How do I add &quot;onload&quot; to my Dojo class?,,
