,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason
141,"['javascript', 'html', 'css']","{'account_id': 18097066, 'reputation': 27, 'user_id': 13155219, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-HGy9_Zh0Ia0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMooEZL0ocgt8DX9RezDdpCR2VCkQ/photo.jpg?sz=256', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/13155219/chris'}",True,75,73445263.0,3,0,1666932662,1661171354,,73445147,CC BY-SA 4.0,https://stackoverflow.com/questions/73445147/change-text-color-every-x-seconds-javascript,Change Text Color Every X Seconds JavaScript,,,,
142,"['javascript', 'reactjs', 'next.js', 'leaflet', 'react-leaflet']","{'account_id': 26148744, 'reputation': 33, 'user_id': 19837004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ffca79edbe3103689229dc8f060d6dfa?s=256&d=identicon&r=PG', 'display_name': 'xibymepy', 'link': 'https://stackoverflow.com/users/19837004/xibymepy'}",False,241,,1,3,1666899100,1661763929,1661764104.0,73526464,CC BY-SA 4.0,https://stackoverflow.com/questions/73526464/how-to-use-react-leaflet-on-nextjs,How to use react-leaflet on Nextjs?,,,,
143,"['javascript', 'node.js', 'file-upload', 'form-data', 'adonis.js']","{'account_id': 25881167, 'reputation': 69, 'user_id': 19610187, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvml8gycMFMc0s-LGTnHLa09T8JQ76BlcsmxSavVI=k-s256', 'display_name': 'positive developer', 'link': 'https://stackoverflow.com/users/19610187/positive-developer'}",False,1310,,1,0,1666888983,1659558061,1659630877.0,73227378,CC BY-SA 4.0,https://stackoverflow.com/questions/73227378/how-can-i-solve-source-on-is-not-a-function-when-using-form-data,How can I solve source.on is not a function when using form data?,,,,
144,"['javascript', 'tabulator']","{'account_id': 25987901, 'reputation': 11, 'user_id': 19700629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5355299fa7abeac85e0510cfa3a6407a?s=256&d=identicon&r=PG', 'display_name': 'user513782', 'link': 'https://stackoverflow.com/users/19700629/user513782'}",False,29,,1,0,1666887904,1659711409,,73251698,CC BY-SA 4.0,https://stackoverflow.com/questions/73251698/tabulator-date-edito-min-max-value,Tabulator Date Edito min max value,,,,
145,"['javascript', 'web-scraping', 'pyppeteer']","{'account_id': 3333360, 'reputation': 15, 'user_id': 2801691, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4OrUr.jpg?s=256&g=1', 'display_name': 'yomao', 'link': 'https://stackoverflow.com/users/2801691/yomao'}",False,137,,1,0,1666886375,1660032672,,73288509,CC BY-SA 4.0,https://stackoverflow.com/questions/73288509/weird-button-behavior-while-scrapping-bet365,Weird button behavior while scrapping bet365,,,,
146,"['javascript', 'blockchain', 'ethereum', 'ethers.js']","{'account_id': 25741632, 'reputation': 1, 'user_id': 19495522, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkZkGYK2-wLsm9EAcq4tJHhH9eu5U0-c_08Avg=k-s256', 'display_name': 'trezar20', 'link': 'https://stackoverflow.com/users/19495522/trezar20'}",False,335,,2,0,1666781552,1660733679,,73387232,CC BY-SA 4.0,https://stackoverflow.com/questions/73387232/ethers-js-nonce-expired-when-replacing-transaction,Ethers.js : &quot;NONCE EXPIRED&quot; when replacing transaction,,,,
147,"['javascript', 'github', 'npm', 'github-actions']","{'account_id': 25447003, 'reputation': 57, 'user_id': 19249067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcb3f22da38dc96acda22a598d6f18dc?s=256&d=identicon&r=PG', 'display_name': 'zuZuu', 'link': 'https://stackoverflow.com/users/19249067/zuzuu'}",False,1207,,1,1,1666769836,1659920282,1659921741.0,73272019,CC BY-SA 4.0,https://stackoverflow.com/questions/73272019/github-actions-reached-heap-limit-allocation-failed,Github Actions - Reached heap limit Allocation failed,,,,
148,"['javascript', 'html', 'css', 'laravel', 'alpine.js']","{'account_id': 23666276, 'reputation': 1, 'user_id': 17693690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/863be8c5b15bffe7d37f84eb9c006a12?s=256&d=identicon&r=PG', 'display_name': '13thLevi', 'link': 'https://stackoverflow.com/users/17693690/13thlevi'}",False,78,,1,0,1666717937,1660504820,,73354503,CC BY-SA 4.0,https://stackoverflow.com/questions/73354503/alpine-js-laravel-flash-message-disappears-instantly,Alpine.js + Laravel flash message disappears instantly,,,,
149,"['javascript', 'angular', 'frontend', 'web-deployment', 'angular12']","{'account_id': 7849694, 'reputation': 415, 'user_id': 5933521, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/47812fd79ddac1bc55c893d36edaf7ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ash', 'link': 'https://stackoverflow.com/users/5933521/ash'}",True,269,73585710.0,1,0,1666711907,1661301599,,73466291,CC BY-SA 4.0,https://stackoverflow.com/questions/73466291/disable-browser-back-button-in-angular-12,Disable Browser Back Button in Angular 12,,,,
150,"['javascript', 'reactjs', 'storybook']","{'account_id': 16647817, 'reputation': 942, 'user_id': 12031648, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd24f55d9789783c16274f4f4b88e1aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'DarioRega', 'link': 'https://stackoverflow.com/users/12031648/dariorega'}",True,103,74194865.0,1,0,1666704602,1659701596,,73249584,CC BY-SA 4.0,https://stackoverflow.com/questions/73249584/how-to-remove-leading-slash-before-assets-iframe-x-for-the-storybook-static-b,How to remove leading slash before /assets/iframe.{x} for the storybook static bundle via config,,,,
151,"['javascript', 'vue.js', 'google-maps', 'google-maps-api-3']","{'account_id': 11679495, 'reputation': 51, 'user_id': 8551753, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d45ea32b92243c20465219079c58c496?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alameyo', 'link': 'https://stackoverflow.com/users/8551753/alameyo'}",True,119,73194040.0,2,1,1666650878,1659353002,1659354659.0,73192890,CC BY-SA 4.0,https://stackoverflow.com/questions/73192890/removed-polygons-on-google-maps-reappear-after-zoom-out,Removed polygons on google maps reappear after zoom out,,,,
152,"['javascript', 'css', 'class']","{'account_id': 484187, 'reputation': 11, 'user_id': 899713, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ee5214050e67fbd12b068e9aab3c49f7?s=256&d=identicon&r=PG', 'display_name': 'Kenny J', 'link': 'https://stackoverflow.com/users/899713/kenny-j'}",False,47,,0,0,1666646750,1659497441,1666646750.0,73216005,CC BY-SA 4.0,https://stackoverflow.com/questions/73216005/javascript-replace-css-class-name-part-of-class-name-or-add-string-when-foun,"Javascript - Replace CSS Class Name, Part of Class Name, or Add String When Found",,,,
153,"['javascript', 'jsdoc', 'eventemitter']","{'account_id': 19559941, 'reputation': 33, 'user_id': 14313366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68b8054df95e7ab97a49c3ebc9c5d6ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Danspotnytool', 'link': 'https://stackoverflow.com/users/14313366/danspotnytool'}",True,66,73502026.0,2,1,1666641275,1661420196,,73485242,CC BY-SA 4.0,https://stackoverflow.com/questions/73485242/is-it-possible-to-jsdoc-a-custom-eventemitter-with-the-events-proper-callback-p,Is it possible to JSDoc a custom EventEmitter with the event&#39;s proper callback params?,,,,
154,"['javascript', 'typescript', 'express', 'jestjs', 'typeorm']","{'account_id': 11801639, 'reputation': 43, 'user_id': 8635185, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1cab0db9b079666efe1ec8f9bebc66f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shravan', 'link': 'https://stackoverflow.com/users/8635185/shravan'}",False,299,,1,1,1666611685,1661244105,1661261283.0,73455593,CC BY-SA 4.0,https://stackoverflow.com/questions/73455593/entitymetadatanotfounderror-on-jest-while-using-typeorm,EntityMetadataNotFoundError on Jest while using Typeorm,,,,
155,['javascript'],"{'account_id': 25390787, 'reputation': 23, 'user_id': 19201811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/816dbfb62b67b584276d278532d3c23d?s=256&d=identicon&r=PG', 'display_name': 'Tyler', 'link': 'https://stackoverflow.com/users/19201811/tyler'}",True,420,73421157.0,3,1,1666594214,1660934267,,73420991,CC BY-SA 4.0,https://stackoverflow.com/questions/73420991/referenceerror-color-is-not-defined,ReferenceError: color is not defined,,,,
156,"['javascript', 'email', 'pdf', 'google-apps-script']","{'account_id': 25752721, 'reputation': 1, 'user_id': 19505000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/263498e4de88ec231f339293ba4f80da?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shawn', 'link': 'https://stackoverflow.com/users/19505000/shawn'}",False,28,,0,0,1666554141,1659467828,1666554141.0,73212678,CC BY-SA 4.0,https://stackoverflow.com/questions/73212678/email-specific-sheet-tab,Email specific sheet tab,,,,
157,"['javascript', 'unicode', 'alert', 'mojibake']","{'account_id': 25478739, 'reputation': 46, 'user_id': 19275492, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj0qQItmbMW-bBd4hPWPayj5yKeMutFRwTQdMiU=k-s256', 'display_name': 'thisistemporary', 'link': 'https://stackoverflow.com/users/19275492/thisistemporary'}",True,37,74173199.0,1,0,1666545236,1661859690,1666544514.0,73541876,CC BY-SA 4.0,https://stackoverflow.com/questions/73541876/alerting-bold-unicode-letters-turns-them-into-nonsense,Alerting bold Unicode letters turns them into nonsense,,,,
158,"['javascript', 'vue.js', 'asynchronous', 'd3.js', 'axios']","{'account_id': 17911531, 'reputation': 45, 'user_id': 13013543, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5403acaa7a780885c41a2e84c80eb8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'BappoSlappo', 'link': 'https://stackoverflow.com/users/13013543/bapposlappo'}",True,48,73441730.0,2,1,1666544729,1660911164,1661156264.0,73416632,CC BY-SA 4.0,https://stackoverflow.com/questions/73416632/vuejs-axios-d3-js-error-too-late-already-running,VueJs + Axios + D3.js &quot;Error: too late; already running&quot;,,,,
159,"['javascript', 'html', 'css', 'window.open']","{'account_id': 25997558, 'reputation': 21, 'user_id': 19708645, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmmAiofLqWJ0IEhjfLCbetRWHGQtrryg-xFPqZIv=k-s256', 'display_name': 'Марко Милинковић', 'link': 'https://stackoverflow.com/users/19708645/%d0%9c%d0%b0%d1%80%d0%ba%d0%be-%d0%9c%d0%b8%d0%bb%d0%b8%d0%bd%d0%ba%d0%be%d0%b2%d0%b8%d1%9b'}",True,57,,1,2,1666542510,1659831668,,73264109,CC BY-SA 4.0,https://stackoverflow.com/questions/73264109/how-to-close-an-open-window-after-the-user-has-searched-something-in-the-open-wi,How to close an open window after the user has searched something in the open window(using JavaScript)?,,,,
160,"['javascript', 'html', 'state', 'textnode']","{'account_id': 25052739, 'reputation': 1, 'user_id': 18908471, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzR9LtKmADy18iN2HMrM_CvlLAARkNkDUStwm0z=k-s256', 'display_name': 'Kazu', 'link': 'https://stackoverflow.com/users/18908471/kazu'}",False,29,,0,0,1666475482,1660670987,1660671016.0,73378018,CC BY-SA 4.0,https://stackoverflow.com/questions/73378018/is-there-a-way-i-can-add-requiredstate-to-a-textnode,Is there a Way I can add requiredState to a textNode?,,,,
161,"['javascript', 'reactjs', 'axios', 'state', 'optional-chaining']","{'account_id': 25447003, 'reputation': 57, 'user_id': 19249067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcb3f22da38dc96acda22a598d6f18dc?s=256&d=identicon&r=PG', 'display_name': 'zuZuu', 'link': 'https://stackoverflow.com/users/19249067/zuzuu'}",True,88,73522591.0,1,-2,1666454353,1661724122,,73522584,,https://stackoverflow.com/questions/73522584/react-why-optional-chaining-is-not-working-for-this-axios-request,React - Why Optional chaining is not working for this axios request,,,1661724173.0,Duplicate
162,"['javascript', 'html', 'css']","{'account_id': 21878751, 'reputation': 35, 'user_id': 16167412, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yWZQ9.jpg?s=256&g=1', 'display_name': 'Agastonarii', 'link': 'https://stackoverflow.com/users/16167412/agastonarii'}",True,43,74164627.0,1,1,1666450718,1660422466,,73347438,CC BY-SA 4.0,https://stackoverflow.com/questions/73347438/making-a-javascript-music-app-based-on-tutorial-hit-roadblock,"Making a Javascript music app based on tutorial, hit roadblock",,,,
163,"['javascript', 'reactjs', 'react-native']","{'account_id': 1040142, 'reputation': 415, 'user_id': 5635338, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5764a0cc77dca4e19da73e5b8f4b924a?s=256&d=identicon&r=PG&f=1', 'display_name': 'sorold', 'link': 'https://stackoverflow.com/users/5635338/sorold'}",False,106,,0,3,1666445474,1661717843,1666445474.0,73521966,CC BY-SA 4.0,https://stackoverflow.com/questions/73521966/react-native-flushsync-alternative,React native flushSync alternative,,,,
164,"['javascript', 'php', 'arrays', 'minify']","{'account_id': 1261730, 'reputation': 41, 'user_id': 1219823, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/f27cc90944045b5cbe4228b94833129d?s=256&d=identicon&r=PG', 'display_name': 'Alex Leguevaques', 'link': 'https://stackoverflow.com/users/1219823/alex-leguevaques'}",False,50,,1,0,1666435721,1661036773,,73430658,CC BY-SA 4.0,https://stackoverflow.com/questions/73430658/how-minify-javascript-function-receiving-php-arrays,How minify javascript function receiving PHP Arrays?,,,,
165,"['javascript', 'node.js', 'reactjs', 'typescript', 'electron']","{'account_id': 5092674, 'reputation': 67, 'user_id': 4085203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81d21e85ec6edba5538635f39be761e8?s=256&d=identicon&r=PG&f=1', 'display_name': '2BC.Wasabi', 'link': 'https://stackoverflow.com/users/4085203/2bc-wasabi'}",True,168,73415604.0,2,0,1666355856,1660852954,,73408804,CC BY-SA 4.0,https://stackoverflow.com/questions/73408804/electron-react-maxlistenersexceededwarning-possible-eventemitter-memory-leak-d,Electron-React: MaxListenersExceededWarning: Possible EventEmitter memory leak detected. 21 updateDeviceList listeners added to [EventEmitter],,,,
166,"['javascript', 'google-chrome-extension', 'es6-modules', 'firefox-addon-sdk', 'chrome-extension-manifest-v3']","{'account_id': 13965446, 'reputation': 144, 'user_id': 10085368, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-g0JjywCuKsg/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7qJG1W9yY6rVFoYOyt3Py5QONPU6w/mo/photo.jpg?sz=256', 'display_name': 'wass rubleff', 'link': 'https://stackoverflow.com/users/10085368/wass-rubleff'}",True,271,,2,0,1666352078,1660939223,1660958560.0,73421706,CC BY-SA 4.0,https://stackoverflow.com/questions/73421706/how-to-reuse-a-javascript-function-between-content-script-and-service-worker-in,How to reuse a javascript function between content script and service worker in MV2/MV3-compatible way?,,,,
167,"['javascript', 'reactjs', 'leaflet', 'react-leaflet', 'react-leaflet-draw']","{'account_id': 18714305, 'reputation': 103, 'user_id': 13643709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa23d1e32e86e3c7fbcedd52b4938fd8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yunus', 'link': 'https://stackoverflow.com/users/13643709/yunus'}",False,261,,1,1,1666279357,1659609789,,73234499,CC BY-SA 4.0,https://stackoverflow.com/questions/73234499/react-leaflet-polygon-drawing-does-not-work-properly,React Leaflet Polygon drawing does not work properly,,,,
168,"['javascript', 'reactjs', 'webpack', 'webpack-5']","{'account_id': 26024614, 'reputation': 31, 'user_id': 19731727, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnlryPaE9dxETkUlYcNTqie3EXUO7k_AfFaFZOb=k-s256', 'display_name': 'ajith kumar', 'link': 'https://stackoverflow.com/users/19731727/ajith-kumar'}",False,561,,1,3,1666246791,1660104982,1660105722.0,73300555,CC BY-SA 4.0,https://stackoverflow.com/questions/73300555/react-js-webpack-throws-error-module-not-found-error-cant-resolve-src-conten,react js webpack throws error Module not found: Error: Can&#39;t resolve &#39;src/content/Login/LoginAuthentication&#39;,,,,
169,"['javascript', 'next.js', 'request']","{'account_id': 19735021, 'reputation': 3, 'user_id': 14449717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3707a44bfc45b8bb37f3bea658e6b90?s=256&d=identicon&r=PG&f=1', 'display_name': 'Linus-CS', 'link': 'https://stackoverflow.com/users/14449717/linus-cs'}",True,253,74128966.0,1,0,1666197582,1659604648,,73233293,CC BY-SA 4.0,https://stackoverflow.com/questions/73233293/next-js-bad-request-when-trying-any-request-in-production,NEXT JS Bad request when trying any request in production,,,,
170,"['javascript', 'typescript', 'cypress', 'e2e-testing']","{'account_id': 8117213, 'reputation': 679, 'user_id': 6115334, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5852523fc4bc472814af98afc8c20ee3?s=256&d=identicon&r=PG', 'display_name': 'Miguel Salas', 'link': 'https://stackoverflow.com/users/6115334/miguel-salas'}",False,313,,0,4,1666181456,1660301224,1666181284.0,73332960,CC BY-SA 4.0,https://stackoverflow.com/questions/73332960/cypress-10-error-on-loading-typescript-file-you-may-need-an-additional-loader,"cypress 10, error on loading typescript file &#39;You may need an additional loader to handle the result of these loaders&#39;",,,,
171,"['javascript', 'html', 'google-chrome', 'search', 'browser']","{'account_id': 23529398, 'reputation': 1, 'user_id': 17575316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31703a92c87e47c29c3705eedf0e9a38?s=256&d=identicon&r=PG', 'display_name': 'Matthys Zondagh', 'link': 'https://stackoverflow.com/users/17575316/matthys-zondagh'}",False,40,,1,0,1666143762,1661137220,,73439791,CC BY-SA 4.0,https://stackoverflow.com/questions/73439791/open-a-search-in-a-iframe,Open a search in a iframe,,,,
172,"['javascript', 'ocr', 'tesseract.js']","{'account_id': 25542055, 'reputation': 15, 'user_id': 19327959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1adf25f326b595df353473fc9611ac2?s=256&d=identicon&r=PG&f=1', 'display_name': 'ba_', 'link': 'https://stackoverflow.com/users/19327959/ba'}",False,167,,1,0,1666089924,1660724008,1660724292.0,73385026,CC BY-SA 4.0,https://stackoverflow.com/questions/73385026/tesseract-js-does-not-work-on-local-files,Tesseract.js does not work on local files,,,,
173,"['javascript', 'deno']","{'account_id': 18176979, 'reputation': 60, 'user_id': 13225518, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cZ6LS.jpg?s=256&g=1', 'display_name': 'Dr. Light', 'link': 'https://stackoverflow.com/users/13225518/dr-light'}",True,73,74108596.0,1,3,1666088757,1660131015,,73305515,CC BY-SA 4.0,https://stackoverflow.com/questions/73305515/is-there-a-way-to-see-the-number-of-promises-in-the-event-loop,Is there a way to see the number of promises in the event loop?,,,,
174,"['javascript', 'svelte', 'sveltekit', 'dynamic-routing']","{'account_id': 15347416, 'reputation': 55, 'user_id': 11072369, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-VjIpALCE9bc/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNc68eL-McYGHAhV8teEr6GhiNSvw/mo/photo.jpg?sz=256', 'display_name': 'smcg', 'link': 'https://stackoverflow.com/users/11072369/smcg'}",True,48,73338236.0,2,1,1666073155,1660323702,,73337570,CC BY-SA 4.0,https://stackoverflow.com/questions/73337570/svelte-dynamic-routing-passing-extra-parameters-with-goto,Svelte dynamic routing: passing extra parameters with goto,,,,
175,"['javascript', 'syntax', 'rules']","{'account_id': 26043292, 'reputation': 1, 'user_id': 19747672, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c22899d2c63d8a354151906cc35d1d6?s=256&d=identicon&r=PG', 'display_name': 'Asplitline', 'link': 'https://stackoverflow.com/users/19747672/asplitline'}",True,20,,2,0,1666002324,1660273790,1666002324.0,73328880,CC BY-SA 4.0,https://stackoverflow.com/questions/73328880/normative-issues-problems-with-function-parameter-rules,Normative issues: Problems with function parameter rules,,,,
176,"['javascript', 'apache-superset']","{'account_id': 26000721, 'reputation': 13, 'user_id': 19711305, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmmkOAQjoOn-JMixANLpdQi6T5L8Dr6QYZSV6bJA=k-s256', 'display_name': 'MrTrakez', 'link': 'https://stackoverflow.com/users/19711305/mrtrakez'}",True,102,74094049.0,1,1,1665993039,1660228257,1660287653.0,73322444,CC BY-SA 4.0,https://stackoverflow.com/questions/73322444/apache-superset-enable-javascript-controls-is-true-in-config-py-superset-config,Apache Superset ENABLE_JAVASCRIPT_CONTROLS is true in config.py/superset_config but does not work,,,,
177,"['javascript', 'slider', 'framer-motion']","{'account_id': 10636603, 'reputation': 21, 'user_id': 19675731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8099779d84d0ab1444edc92a85b087c6?s=256&d=identicon&r=PG', 'display_name': 'Johannes', 'link': 'https://stackoverflow.com/users/19675731/johannes'}",False,924,,0,2,1665986765,1659455241,,73210339,CC BY-SA 4.0,https://stackoverflow.com/questions/73210339/framer-motion-infinite-scroll-slider-carousel,Framer Motion infinite scroll slider/carousel,,,,
178,"['javascript', 'reactjs', 'npm', 'electron', 'electron-forge']","{'account_id': 22299153, 'reputation': 31, 'user_id': 16524659, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Hyaq6.jpg?s=256&g=1', 'display_name': 'vel', 'link': 'https://stackoverflow.com/users/16524659/vel'}",True,344,,1,3,1665985137,1660666761,1661503442.0,73377178,CC BY-SA 4.0,https://stackoverflow.com/questions/73377178/electron-forge-stuck-on-squirrel,Electron Forge stuck on squirrel,,,,
179,"['javascript', 'google-apps-script', 'google-sheets', 'syntax-error']","{'account_id': 25854294, 'reputation': 41, 'user_id': 19587840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5155192b13587ed703a21b2093be243b?s=256&d=identicon&r=PG', 'display_name': 'kevin20996', 'link': 'https://stackoverflow.com/users/19587840/kevin20996'}",True,50,73246189.0,1,0,1665954493,1659684062,1665954493.0,73246073,,https://stackoverflow.com/questions/73246073/how-to-fix-else-if-function-in-google-script,How to fix Else if function in google script?,,,1665782116.0,Not suitable for this site
180,"['javascript', 'node.js', 'json', 'typescript']","{'account_id': 23019611, 'reputation': 1, 'user_id': 17140827, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44a1e84fb3daec8ba379bec94e119716?s=256&d=identicon&r=PG', 'display_name': 'Isuru J', 'link': 'https://stackoverflow.com/users/17140827/isuru-j'}",False,29,,1,0,1665942336,1660675790,1665942336.0,73378940,CC BY-SA 4.0,https://stackoverflow.com/questions/73378940/how-to-replace-objects-of-a-specific-type-anywhere-in-a-javascript-object-with-a,How to replace objects of a specific type anywhere in a JavaScript object with a custom string when serializing,,,,
181,"['javascript', 'aws-sdk', 'dynamodb-queries']","{'account_id': 22133609, 'reputation': 1, 'user_id': 16384786, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzi7uwnCVA3g3FxQF25P4qeiMslrZd5g7TfKsh5=k-s256', 'display_name': 'Ofer Tauber', 'link': 'https://stackoverflow.com/users/16384786/ofer-tauber'}",False,288,,1,0,1665936547,1660127201,,73304633,CC BY-SA 4.0,https://stackoverflow.com/questions/73304633/failed-to-get-item-from-dynamodb-using-getitemcommand-js,Failed to get item from dynamoDB using GetItemCommand (JS),,,,
182,"['javascript', 'angular', 'android-intent']","{'account_id': 19311259, 'reputation': 447, 'user_id': 14116916, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nh4QH.jpg?s=256&g=1', 'display_name': 'Dojo', 'link': 'https://stackoverflow.com/users/14116916/dojo'}",False,42,,0,0,1665928866,1661852537,1665928866.0,73540333,CC BY-SA 4.0,https://stackoverflow.com/questions/73540333/why-android-fallback-url-doesnot-supporting-url-with-haslocation-stategy-or-simp,Why android fallback url doesnot supporting url with hasLocation stategy or simply containing hash-symbol in url,,,,
183,"['javascript', 'vue.js', 'vuejs3']","{'account_id': 1190589, 'reputation': 2144, 'user_id': 1163485, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/GQWhL.jpg?s=256&g=1', 'display_name': 'dazzafact', 'link': 'https://stackoverflow.com/users/1163485/dazzafact'}",True,33,,1,1,1665924867,1660911365,1665924867.0,73416677,CC BY-SA 4.0,https://stackoverflow.com/questions/73416677/vue-variables-as-option-data-property,Vue-Variables as &lt;option data&gt; Property,,,,
184,"['javascript', 'electron']","{'account_id': 26083444, 'reputation': 1, 'user_id': 19781214, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucry328TJkpzrJMChZBNsnr66l5mIUO6VZJqyqF1=k-s256', 'display_name': 'Sundhar Umashankar', 'link': 'https://stackoverflow.com/users/19781214/sundhar-umashankar'}",False,52,,0,0,1665921661,1661164276,1665921661.0,73443681,CC BY-SA 4.0,https://stackoverflow.com/questions/73443681/render-process-browser-window-not-working-in-electronjs,Render process Browser Window not working in Electronjs,,,,
185,"['javascript', 'reactjs', 'window', 'state']","{'account_id': 26141091, 'reputation': 11, 'user_id': 19830462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e67e9824c8fe84355d77a88c6f0b319f?s=256&d=identicon&r=PG', 'display_name': 'THUNDERDEV', 'link': 'https://stackoverflow.com/users/19830462/thunderdev'}",False,20,,0,1,1665879987,1661270870,,73461923,CC BY-SA 4.0,https://stackoverflow.com/questions/73461923/creating-an-os-with-reactjs-window-updating-problem,Creating an Os with reactjs window updating problem,,,,
186,"['javascript', 'php', 'html', 'arrays']","{'account_id': 20092394, 'reputation': 81, 'user_id': 14732606, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj3cff2-qdVCrUdJl0EAOLW9Eobe9drdp6y6hai=k-s256', 'display_name': 'Ashutosh7i', 'link': 'https://stackoverflow.com/users/14732606/ashutosh7i'}",True,64,74082081.0,2,0,1665859093,1660135767,1660136624.0,73306656,CC BY-SA 4.0,https://stackoverflow.com/questions/73306656/how-to-decrypt-each-hash-string-from-a-text-file-using-openssl-decrypt-and-outpu,how to decrypt each hash string from a text file using openssl_decrypt and output each line,,,,
187,"['javascript', 'astrojs']","{'account_id': 136879, 'reputation': 51374, 'user_id': 340688, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/46a6db74ccc3bf4e009f875283401c14?s=256&d=identicon&r=PG', 'display_name': 'ThomasReggi', 'link': 'https://stackoverflow.com/users/340688/thomasreggi'}",False,878,,2,3,1665845556,1660710742,1661660797.0,73382889,CC BY-SA 4.0,https://stackoverflow.com/questions/73382889/how-can-i-render-a-astro-component-to-a-html-string,How can I render a astro component to a HTML string?,,,,
