,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
1902,"['javascript', 'android', 'html', 'cordova', 'canvas']","{'account_id': 408580, 'reputation': 7676, 'user_id': 779341, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/3tUt9.png?s=256&g=1', 'display_name': 'caiocpricci2', 'link': 'https://stackoverflow.com/users/779341/caiocpricci2'}",True,5714,12547974.0,2,2,1411998715,1348348109,12547716,CC BY-SA 3.0,https://stackoverflow.com/questions/12547716/how-to-draw-a-simple-ruler-with-javascript,How to draw a simple ruler with JavaScript?,,,,,,
1903,"['javascript', 'adobe', 'livecycle-designer']","{'account_id': 1855113, 'reputation': 21, 'user_id': 1680875, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8fe4d9bab85105789a3cc6ee609e4d86?s=256&d=identicon&r=PG', 'display_name': 'Vivek Gajula', 'link': 'https://stackoverflow.com/users/1680875/vivek-gajula'}",True,9570,,1,1,1411719264,1347986088,12481266,CC BY-SA 3.0,https://stackoverflow.com/questions/12481266/how-to-hide-display-a-page-in-a-pdf-based-on-a-check-box,How to hide/display a page in a PDF based on a check box,1348395713.0,,,,,
1904,"['javascript', 'node.js', 'npm']","{'account_id': 1125923, 'reputation': 12692, 'user_id': 1113216, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/22a19975c6e3dc8c25d79bcf7814f601?s=256&d=identicon&r=PG', 'display_name': 'Lorraine Bernard', 'link': 'https://stackoverflow.com/users/1113216/lorraine-bernard'}",True,2388,12475580.0,4,6,1411656955,1347964818,12475349,CC BY-SA 3.0,https://stackoverflow.com/questions/12475349/npm-for-javascript-client-side-code,npm for javascript client side code,1411656955.0,,,,,
1905,['javascript'],"{'account_id': 384055, 'reputation': 6626, 'user_id': 740318, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/2b5ec389576c1524c76b33149f383ccb?s=256&d=identicon&r=PG', 'display_name': 'Scott', 'link': 'https://stackoverflow.com/users/740318/scott'}",True,10497,12371105.0,6,9,1411571855,1347370160,12370851,,https://stackoverflow.com/questions/12370851/understanding-javascript-scope-with-var-that-this,Understanding Javascript scope with &quot;var that = this&quot;,,1369364836.0,exact duplicate,,,
1906,"['javascript', 'c#', 'web-applications', 'file-io']","{'account_id': 1808787, 'reputation': 15, 'user_id': 1645270, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b07fb82bce97c172d04cd2e8fd1d83c3?s=256&d=identicon&r=PG', 'display_name': 'Zmoey', 'link': 'https://stackoverflow.com/users/1645270/zmoey'}",True,308,12273347.0,3,0,1411508366,1346749129,12260017,CC BY-SA 3.0,https://stackoverflow.com/questions/12260017/c-webapplication-call-webservice-to-writefile-on-server,c# webapplication call webservice to writefile on server,1411508366.0,,,,,
1907,"['javascript', 'html', 'security', 'xmlhttprequest', 'imagesource']","{'account_id': 1687896, 'reputation': 29361, 'user_id': 1550807, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/JgCw5.png?s=256&g=1', 'display_name': 'Danil Speransky', 'link': 'https://stackoverflow.com/users/1550807/danil-speransky'}",True,2539,12328534.0,2,11,1411471584,1347080106,12328132,CC BY-SA 3.0,https://stackoverflow.com/questions/12328132/steal-users-data-by-running-html-file,steal user&#39;s data by running html file,1347081538.0,,,,,
1908,"['javascript', 'jquery', 'html', 'ajax']","{'account_id': 23179, 'reputation': 6744, 'user_id': 57872, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/c3894a3d1a90a0c487ac3d051cd7b69c?s=256&d=identicon&r=PG', 'display_name': 'Udders', 'link': 'https://stackoverflow.com/users/57872/udders'}",True,76,12557399.0,1,0,1411170878,1348347070,12547613,CC BY-SA 3.0,https://stackoverflow.com/questions/12547613/updating-to-separate-divs-via-ajax,updating to separate DIVs via ajax,1411170878.0,,,,,
1909,"['javascript', 'json', 'indexeddb']","{'account_id': 1800815, 'reputation': 514, 'user_id': 1639234, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3553a901aed3141cb84db9737468b540?s=256&d=identicon&r=PG', 'display_name': 'Ruben Teixeira', 'link': 'https://stackoverflow.com/users/1639234/ruben-teixeira'}",True,20849,12607301.0,2,6,1411111727,1348680781,12607251,CC BY-SA 3.0,https://stackoverflow.com/questions/12607251/how-do-i-store-json-objects-in-indexeddb,How do I store JSON objects in indexedDB?,1400990140.0,,,,,
1910,"['javascript', 'slider', 'zurb-foundation', 'captions', 'orbit']","{'account_id': 1820968, 'reputation': 71, 'user_id': 1655048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5efbb6a51b49e3fdc9dce6c08266fa1c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/1655048/ryan'}",True,2705,,1,2,1411083711,1347030157,12320670,CC BY-SA 3.0,https://stackoverflow.com/questions/12320670/how-to-get-captions-to-display-with-zurbs-foundations-orbit-slider,How to get captions to display with zurbs foundation&#39;s orbit slider?,1411083711.0,,,,,
1911,"['javascript', 'html', 'css', 'responsive-design', 'zurb-foundation']","{'account_id': 330007, 'reputation': 417, 'user_id': 653858, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeele Yah', 'link': 'https://stackoverflow.com/users/653858/jeele-yah'}",True,6717,12461296.0,2,3,1411083543,1347601428,12418759,CC BY-SA 3.0,https://stackoverflow.com/questions/12418759/fixed-width-columns-in-zurb-foundation-3,fixed width columns in zurb foundation 3,1347896801.0,,,,,
1912,"['javascript', 'jquery', 'css', 'gradient', 'shadow']","{'account_id': 481379, 'reputation': 48044, 'user_id': 895174, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/78e344ec038d09a26a4380d8f23de6ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'itsme', 'link': 'https://stackoverflow.com/users/895174/itsme'}",True,277,,1,0,1411024070,1349000901,12660536,CC BY-SA 3.0,https://stackoverflow.com/questions/12660536/css-javascript-dynamic-gradient-or-shadow,CSS/Javascript dynamic gradient or shadow,1411024070.0,,,,,
1913,"['javascript', 'jquery', 'ajax']","{'account_id': 452564, 'reputation': 11561, 'user_id': 849065, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/459a908e745eae60a8bea21d5f6d50a0?s=256&d=identicon&r=PG', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/849065/paul'}",True,2901,,4,-1,1410857508,1348250654,12535815,CC BY-SA 3.0,https://stackoverflow.com/questions/12535815/cant-get-img-src-inside-href-tag,Can&#39;t get img src inside href tag,,,,,,
1914,"['javascript', 'jquery', 'forms']","{'account_id': 1863827, 'reputation': 5, 'user_id': 1687820, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f00ee17a902ccf7841930b5f001faf6b?s=256&d=identicon&r=PG', 'display_name': 'Lee', 'link': 'https://stackoverflow.com/users/1687820/lee'}",True,1617,12524886.0,5,0,1410677074,1348205194,12524715,CC BY-SA 3.0,https://stackoverflow.com/questions/12524715/control-radio-buttons-with-a-checkbox,Control Radio Buttons with a Checkbox,,,,,,
1915,"['javascript', 'jquery', 'html']","{'account_id': 1775005, 'reputation': 492, 'user_id': 1618938, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/528dbd31edbe4b397c37a365cd3d3be7?s=256&d=identicon&r=PG', 'display_name': 'Ankit', 'link': 'https://stackoverflow.com/users/1618938/ankit'}",True,20544,,2,3,1410603562,1346754013,12261423,,https://stackoverflow.com/questions/12261423/how-to-capture-html-page-as-an-image-using-javascript-jquery-html5-function,How to capture HTML page as an image using Javascript / Jquery / HTML5 function,,1421567583.0,Not suitable for this site,,,
1916,"['javascript', 'jquery']","{'account_id': 1076267, 'reputation': 6880, 'user_id': 1074346, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/3xd4O.jpg?s=256&g=1', 'display_name': 'Atadj', 'link': 'https://stackoverflow.com/users/1074346/atadj'}",True,26570,12542896.0,3,4,1410536215,1348307966,12542770,,https://stackoverflow.com/questions/12542770/jquerydocument-ready-does-not-fire,jQuery(document).ready() does not fire,1348309371.0,1414886284.0,Not suitable for this site,,,
1917,"['javascript', 'html', 'google-chrome', 'audio', 'html5-audio']","{'account_id': 12585, 'reputation': 291496, 'user_id': 24874, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/b85169daf0d165b94ea4fa70f409686c?s=256&d=identicon&r=PG', 'display_name': 'Drew Noakes', 'link': 'https://stackoverflow.com/users/24874/drew-noakes'}",True,1462,,1,5,1410456811,1348181077,12522001,CC BY-SA 3.0,https://stackoverflow.com/questions/12522001/reusing-an-html5-audio-object-for-repeated-playing-of-the-same-mp3-sound-effect,Reusing an HTML5 Audio object for repeated playing of the same mp3 sound effect,1348182971.0,,,,,
1918,"['javascript', 'asynchronous', 'backbone.js']","{'account_id': 460225, 'reputation': 5996, 'user_id': 861181, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/NgqeK.jpg?s=256&g=1', 'display_name': 'Stpn', 'link': 'https://stackoverflow.com/users/861181/stpn'}",True,929,12591091.0,2,0,1410431342,1348606708,12590950,CC BY-SA 3.0,https://stackoverflow.com/questions/12590950/how-to-return-the-model-on-success-in-backbone-fetch,How to return the model on success in Backbone fetch?,,,,,,
1919,"['javascript', 'jquery', 'html', 'css', 'mobile']","{'account_id': 327088, 'reputation': 848, 'user_id': 649245, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/0fa3014e0f3920bee438e188935f0b94?s=256&d=identicon&r=PG', 'display_name': 'HjalmarCarlson', 'link': 'https://stackoverflow.com/users/649245/hjalmarcarlson'}",True,132,,2,0,1410380274,1346776961,12267891,CC BY-SA 3.0,https://stackoverflow.com/questions/12267891/mobile-timed-touch-event,Mobile timed touch event,,,,,,
1920,"['javascript', 'google-chrome-extension', 'local-storage']","{'account_id': 1747380, 'reputation': 95, 'user_id': 1597243, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/cf6c90f725e3e9917fa2be6c4501667d?s=256&d=identicon&r=PG', 'display_name': 'user1597243', 'link': 'https://stackoverflow.com/users/1597243/user1597243'}",True,6359,,1,6,1410209924,1346698536,12252817,CC BY-SA 3.0,https://stackoverflow.com/questions/12252817/how-chrome-storage-local-get-sets-a-value,How chrome.storage.local.get sets a value?,,,,,,
1921,"['javascript', 'google-api', 'google-api-client', 'google-authentication']","{'account_id': 93594, 'reputation': 111, 'user_id': 255979, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/674368731/picture?type=large', 'display_name': 'Ole Dallerup', 'link': 'https://stackoverflow.com/users/255979/ole-dallerup'}",True,4301,,1,7,1410209666,1348852438,12644486,CC BY-SA 3.0,https://stackoverflow.com/questions/12644486/google-authentication-javascript,Google authentication javascript,,,,,,
1922,"['javascript', 'android', 'cordova']","{'account_id': 408580, 'reputation': 7676, 'user_id': 779341, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/3tUt9.png?s=256&g=1', 'display_name': 'caiocpricci2', 'link': 'https://stackoverflow.com/users/779341/caiocpricci2'}",False,2545,,1,4,1410208556,1348359450,12548726,CC BY-SA 3.0,https://stackoverflow.com/questions/12548726/window-innerheight-vs-window-outerheight-to-calculate-density,window.innerHeight vs window.outerHeight to calculate density?,1495535117.0,,,,,
1923,"['javascript', 'node.js']","{'account_id': 262054, 'reputation': 135124, 'user_id': 546661, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/233308e20f7e2236848f31c2b0b865dd?s=256&d=identicon&r=PG', 'display_name': 'Peter Olson', 'link': 'https://stackoverflow.com/users/546661/peter-olson'}",True,3373,12326666.0,3,6,1410144796,1347059249,12326502,CC BY-SA 3.0,https://stackoverflow.com/questions/12326502/how-do-i-eject-the-cd-drive-in-node-js,How do I eject the CD drive in node.js?,,,,,,
1924,"['javascript', 'css', 'joomla']","{'account_id': 1803924, 'reputation': 13, 'user_id': 1641493, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aacc69e692c450b3f9cb20641d2ce06?s=256&d=identicon&r=PG', 'display_name': 'Vanessa Bouchard', 'link': 'https://stackoverflow.com/users/1641493/vanessa-bouchard'}",True,140,12234453.0,1,1,1410043193,1346570532,12234117,CC BY-SA 3.0,https://stackoverflow.com/questions/12234117/adjust-number-of-joomla-modules-based-on-content-height,Adjust number of joomla modules based on content height,1346573232.0,,,,,
1925,"['javascript', 'dom', 'view', 'backbone.js']","{'account_id': 1295922, 'reputation': 14744, 'user_id': 1246987, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/63cf77a600870b0160b683f024618abd?s=256&d=identicon&r=PG&f=1', 'display_name': 'bodokaiser', 'link': 'https://stackoverflow.com/users/1246987/bodokaiser'}",True,6750,12332440.0,1,7,1409954683,1347120958,12332373,CC BY-SA 3.0,https://stackoverflow.com/questions/12332373/how-can-i-check-if-a-backbone-view-is-currently-rendered-in-dom,How can I check if a Backbone.View is currently rendered in DOM?,,,,,,
1926,"['javascript', 'uploadify', 'swfupload']","{'account_id': 1528901, 'reputation': 165, 'user_id': 1426636, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/d208ed254089a40d86d63b1f56d4bc4f?s=256&d=identicon&r=PG', 'display_name': 'Kyle Sawatsky', 'link': 'https://stackoverflow.com/users/1426636/kyle-sawatsky'}",True,2168,,1,3,1409914049,1347657506,12432124,CC BY-SA 3.0,https://stackoverflow.com/questions/12432124/uploadify-cannot-read-the-property-queuedata,Uploadify cannot read the property &#39;queueData&#39;,,,,,,
1927,"['javascript', 'jquery', 'fullcalendar']","{'account_id': 1241676, 'reputation': 5363, 'user_id': 1204130, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/gJuAB.png?s=256&g=1', 'display_name': 'nanobash', 'link': 'https://stackoverflow.com/users/1204130/nanobash'}",True,2489,,3,1,1409899324,1346947821,12304154,CC BY-SA 3.0,https://stackoverflow.com/questions/12304154/jquery-full-calendar-adding-event-only-with-months-and-days,jQuery full calendar adding event only with months and days,,,,,,
1928,"['javascript', 'mobile', 'web', 'zepto', 'mobify']","{'account_id': 1117135, 'reputation': 319, 'user_id': 1106228, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/4c4d8df0bbc20a3dc2cb389748e66e3e?s=256&d=identicon&r=PG', 'display_name': 'Matt Altepeter', 'link': 'https://stackoverflow.com/users/1106228/matt-altepeter'}",False,238,,1,1,1409695392,1347928490,12468910,CC BY-SA 3.0,https://stackoverflow.com/questions/12468910/edit-mobify-website-menu,Edit Mobify website menu,1409695392.0,,,,,
1929,"['javascript', 'visual-studio-2010', 'browser-cache']","{'account_id': 1818341, 'reputation': 11, 'user_id': 1652972, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/98876f2e53d7ab19f82a57ecdc06865f?s=256&d=identicon&r=PG', 'display_name': 'user1652972', 'link': 'https://stackoverflow.com/users/1652972/user1652972'}",True,1712,,2,1,1409612340,1346959790,12307059,CC BY-SA 3.0,https://stackoverflow.com/questions/12307059/changes-to-javascript-file-ignored-in-vs2010,changes to javascript file &quot;ignored&quot; in VS2010,1348552440.0,,,,,
1930,"['java', 'javascript', 'string', 'utf-8', 'byte']","{'account_id': 445003, 'reputation': 1193, 'user_id': 837165, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/23854b1a2c8f27eac558df568d3cb73c?s=256&d=identicon&r=PG', 'display_name': 'ivkremer', 'link': 'https://stackoverflow.com/users/837165/ivkremer'}",True,16402,12528914.0,4,4,1409543730,1348166345,12518830,CC BY-SA 3.0,https://stackoverflow.com/questions/12518830/java-string-getbytesutf8-javascript-analog,Java String.getBytes(&quot;UTF8&quot;) JavaScript analog,1492087233.0,,,,,
1931,"['javascript', 'node.js', 'filesystems']","{'account_id': 1468834, 'reputation': 85138, 'user_id': 1380918, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/7c4c301aaf34810e2f2b6e0411fbd473?s=256&d=identicon&r=PG&f=1', 'display_name': 'hexacyanide', 'link': 'https://stackoverflow.com/users/1380918/hexacyanide'}",True,14035,16642136.0,3,4,1409535331,1346738563,12257615,CC BY-SA 3.0,https://stackoverflow.com/questions/12257615/node-js-determine-file-size-on-modification,Node.js: Determine file size on modification,1409535331.0,,,,,
1932,"['javascript', 'javascript-events']","{'account_id': 1314056, 'reputation': 55, 'user_id': 1261388, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/725f7b0902a792ac9ee3cb3f56ed52a8?s=256&d=identicon&r=PG', 'display_name': 'user1261388', 'link': 'https://stackoverflow.com/users/1261388/user1261388'}",True,39760,12535303.0,6,1,1409534145,1348248460,12535285,CC BY-SA 3.0,https://stackoverflow.com/questions/12535285/how-to-add-two-values-in-javascript,How to add two values in javascript,1348248846.0,,,,,
1933,"['javascript', 'php', 'jquery', 'iframe']","{'account_id': 1868055, 'reputation': 2391, 'user_id': 1691087, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/fb7849c6025028079f35b1f5155a7aa2?s=256&d=identicon&r=PG', 'display_name': 'russellsayshi', 'link': 'https://stackoverflow.com/users/1691087/russellsayshi'}",False,1101,,2,1,1409235968,1348788910,12631605,CC BY-SA 3.0,https://stackoverflow.com/questions/12631605/how-to-detect-when-an-iframe-wants-to-change,How to detect when an iframe wants to change,1409235968.0,,,,,
1934,"['javascript', 'backbone.js', 'requirejs']","{'account_id': 162346, 'reputation': 8451, 'user_id': 383744, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/e0185eff108d5c75f7d1f822edf8aab7?s=256&d=identicon&r=PG', 'display_name': 'Radu', 'link': 'https://stackoverflow.com/users/383744/radu'}",True,4328,,2,8,1409124184,1348196632,12523685,CC BY-SA 3.0,https://stackoverflow.com/questions/12523685/singleton-backbone-models-with-requirejs-anti-pattern,Singleton Backbone models with RequireJS: anti-pattern?,,,,,,
1935,"['javascript', 'regex']","{'account_id': 1366868, 'reputation': 288, 'user_id': 1303117, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/64a0e7762e3bcc116f56161cb46354d5?s=256&d=identicon&r=PG', 'display_name': 'Jelle', 'link': 'https://stackoverflow.com/users/1303117/jelle'}",True,165,12231349.0,3,0,1409089485,1346532586,12231286,CC BY-SA 3.0,https://stackoverflow.com/questions/12231286/regex-for-comma-separated-string,Regex for comma separated string,1409089485.0,,,,,
1936,"['javascript', 'extjs', 'combobox', 'extjs4']","{'account_id': 1019078, 'reputation': 13136, 'user_id': 1033615, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/4kOB1.jpg?s=256&g=1', 'display_name': 'Dmitry Pashkevich', 'link': 'https://stackoverflow.com/users/1033615/dmitry-pashkevich'}",True,9514,12972377.0,5,8,1409081363,1346772490,12266713,CC BY-SA 3.0,https://stackoverflow.com/questions/12266713/extjs-combobox-hide-selected-value-from-dropdown-list,Extjs combobox: hide selected value from dropdown list,1346921981.0,,,,,
1937,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1756150, 'reputation': 471, 'user_id': 1604157, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/47e7ee3deb7d448949ccaae0359cf511?s=256&d=identicon&r=PG', 'display_name': 'Mohd Sakib', 'link': 'https://stackoverflow.com/users/1604157/mohd-sakib'}",True,371,,12,0,1409071199,1346742102,12258306,CC BY-SA 3.0,https://stackoverflow.com/questions/12258306/how-can-i-change-the-class-of-html-elements-with-javascript,How can I change the class of HTML elements with Javascript?,1404336798.0,,,,,
1938,"['javascript', 'jquery', 'node.js', 'phantomjs', 'casperjs']","{'account_id': 1090272, 'reputation': 7679, 'user_id': 1085050, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/052ep.png?s=256&g=1', 'display_name': 'MrPizzaFace', 'link': 'https://stackoverflow.com/users/1085050/mrpizzaface'}",True,2428,,1,1,1409045558,1348897455,12650274,CC BY-SA 3.0,https://stackoverflow.com/questions/12650274/how-to-use-nodejs-phantomjs-casperjs-on-windows-7,How to use NodeJS / PhantomJS / CasperJS on Windows 7,,,,,,
1939,"['javascript', 'google-maps', 'path', 'move', 'polyline']","{'user_type': 'does_not_exist', 'display_name': 'user1603136'}",True,6881,,1,3,1408966840,1346594011,12236501,CC BY-SA 3.0,https://stackoverflow.com/questions/12236501/how-to-change-the-path-of-a-polyline-in-maps-api-v3,How to change the path of a Polyline in Maps API v3?,,,,,,
1940,"['javascript', 'css', 'tags']","{'account_id': 1835915, 'reputation': 513, 'user_id': 1666325, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/12891738250b3376c83253491caa9fa9?s=256&d=identicon&r=PG', 'display_name': 'Federinik', 'link': 'https://stackoverflow.com/users/1666325/federinik'}",True,453,12392128.0,4,2,1408843963,1347465071,12392030,CC BY-SA 3.0,https://stackoverflow.com/questions/12392030/modify-css-rule-of-inner-tag-with-javascript,Modify CSS rule of inner tag with Javascript,1408843963.0,,,,,
1941,"['javascript', 'backbone.js', 'singleton', 'amd']","{'account_id': 1295922, 'reputation': 14744, 'user_id': 1246987, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/63cf77a600870b0160b683f024618abd?s=256&d=identicon&r=PG&f=1', 'display_name': 'bodokaiser', 'link': 'https://stackoverflow.com/users/1246987/bodokaiser'}",True,2592,12221356.0,2,2,1408715011,1346430484,12219244,CC BY-SA 3.0,https://stackoverflow.com/questions/12219244/how-do-i-set-backbone-views-as-singleton-by-default,How do I set Backbone Views as singleton by default?,1346430930.0,,,,,
1942,"['javascript', 'dom', 'getelementbyid']","{'account_id': 1018652, 'reputation': 53, 'user_id': 1269745, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e6e1011009de23885450323a9a3af36?s=256&d=identicon&r=PG&f=1', 'display_name': 'dmac', 'link': 'https://stackoverflow.com/users/1269745/dmac'}",True,33263,,4,5,1408702748,1348132139,12509440,CC BY-SA 3.0,https://stackoverflow.com/questions/12509440/getelementsbyclassname-get-children,getElementsByClassName &gt; get children,1348132231.0,,,,,
1943,"['javascript', 'html', 'internet-explorer-8', 'html5shiv']","{'account_id': 344542, 'reputation': 247, 'user_id': 676910, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/65d051716e72152df8ef3b1cb13159fc?s=256&d=identicon&r=PG', 'display_name': 'webade', 'link': 'https://stackoverflow.com/users/676910/webade'}",True,1079,,2,4,1408638349,1348743758,12619875,CC BY-SA 3.0,https://stackoverflow.com/questions/12619875/html5-block-level-elements-failing-in-ie-with-html5shiv-or-modernizr,HTML5 block level elements failing in IE with HTML5Shiv or Modernizr,1408638349.0,,,,,
1944,"['javascript', 'model-view-controller', 'scope', 'angularjs']","{'account_id': 313939, 'reputation': 8014, 'user_id': 628859, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/e7bc3ce1dbb0fcaa9bb00bf10628526e?s=256&d=identicon&r=PG', 'display_name': 'Kyle Macey', 'link': 'https://stackoverflow.com/users/628859/kyle-macey'}",True,47588,12481398.0,1,35,1408635941,1347982870,12480400,CC BY-SA 3.0,https://stackoverflow.com/questions/12480400/where-to-put-user-defined-functions-in-angular-js,Where to put user defined functions in Angular JS?,1347987570.0,,,,,
1945,"['javascript', 'ajax', 'google-analytics']","{'account_id': 103735, 'reputation': 38520, 'user_id': 277696, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/e25f40f6711403073e7da6c33be21eb8?s=256&d=identicon&r=PG', 'display_name': 'coure2011', 'link': 'https://stackoverflow.com/users/277696/coure2011'}",True,4061,12400245.0,4,2,1408614455,1347515596,12400189,CC BY-SA 3.0,https://stackoverflow.com/questions/12400189/is-gaq-push-not-working-properly,is _gaq.push not working properly?,1347516308.0,,,,,
1946,"['javascript', 'jquery', 'html']","{'account_id': 769204, 'reputation': 19202, 'user_id': 880413, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/708eff6d5825112bdc569ec76e39cd7f?s=256&d=identicon&r=PG', 'display_name': 'Adam', 'link': 'https://stackoverflow.com/users/880413/adam'}",True,6362,12247253.0,3,14,1408452822,1346672376,12247110,CC BY-SA 3.0,https://stackoverflow.com/questions/12247110/jquery-text-shows-double-text,jQuery .text() shows double text,1346681765.0,,,,,
1947,"['javascript', 'jquery', 'events', 'scroll']","{'account_id': 334470, 'reputation': 2370, 'user_id': 660944, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/e11469f61ed71184211f297bfc0fec2b?s=256&d=identicon&r=PG', 'display_name': 'aamiri', 'link': 'https://stackoverflow.com/users/660944/aamiri'}",True,4234,,1,13,1408310547,1347559563,12412213,CC BY-SA 3.0,https://stackoverflow.com/questions/12412213/javascript-how-to-find-the-source-a-scroll-event,Javascript how to find the source a scroll event,,,,,,
1948,"['javascript', 'jquery', 'cross-domain', 'same-origin-policy']","{'account_id': 597612, 'reputation': 78671, 'user_id': 297641, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/H6UsS.png?s=256&g=1', 'display_name': 'Selvakumar Arumugam', 'link': 'https://stackoverflow.com/users/297641/selvakumar-arumugam'}",True,2305,12941673.0,4,7,1408285782,1348698813,12611469,CC BY-SA 3.0,https://stackoverflow.com/questions/12611469/get-list-of-jquery-ui-themes-from-an-url-same-origin-policy,Get List of jQuery UI themes - from an URL (same-origin-policy),1349129352.0,,,,,
1949,"['javascript', 'jquery', 'highcharts']","{'account_id': 205049, 'reputation': 70815, 'user_id': 453596, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/leAsu.jpg?s=256&g=1', 'display_name': 'kamaci', 'link': 'https://stackoverflow.com/users/453596/kamaci'}",True,24557,12301683.0,2,14,1408192679,1346938200,12301236,CC BY-SA 3.0,https://stackoverflow.com/questions/12301236/how-can-i-get-the-max-value-of-a-y-axis-at-highcharts,How can I get the max value of a y axis at highcharts?,,,,,,
1950,"['javascript', 'node.js', 'meteor', 'stubs']","{'account_id': 1234214, 'reputation': 4684, 'user_id': 1198166, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/30c3357b19e5b135b9cb20fb0a8c5c12?s=256&d=identicon&r=PG', 'display_name': 'bento', 'link': 'https://stackoverflow.com/users/1198166/bento'}",True,9553,13145432.0,4,33,1407877522,1346536285,12231712,CC BY-SA 3.0,https://stackoverflow.com/questions/12231712/when-to-use-meteor-methods-and-utilizing-stubs,When to use Meteor.methods and utilizing stubs,1350197576.0,,,,,
