,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
1954,"['javascript', 'jquery', 'onclick', 'dynamically-generated']","{'account_id': 424749, 'reputation': 3422, 'user_id': 804928, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/cEwIy.jpg?s=256&g=1', 'display_name': 'Abdullah Rasheed', 'link': 'https://stackoverflow.com/users/804928/abdullah-rasheed'}",True,12069,3,8,1416946047,1355887502,13945066,CC BY-SA 3.0,https://stackoverflow.com/questions/13945066/count-dynamically-created-html-elements-with-jquery,Count Dynamically created html elements with jquery,1355893408.0,13945082.0,,,,,
1955,"['javascript', 'for-loop', 'foreach']","{'account_id': 1601637, 'reputation': 2306, 'user_id': 1482559, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/dd0aee52e9ff2fa36dcc1c88a247b58e?s=256&d=identicon&r=PG', 'display_name': 'Andreas', 'link': 'https://stackoverflow.com/users/1482559/andreas'}",True,104,2,0,1416844920,1355656969,13900786,CC BY-SA 3.0,https://stackoverflow.com/questions/13900786/two-ways-of-looping-through-a-javascript-array-of-elements-with-different-outcom,two ways of looping through a JavaScript array of elements with different outcomes,1416844920.0,13900799.0,,,,,
1956,"['javascript', 'plugins', 'vim']","{'account_id': 330592, 'reputation': 15950, 'user_id': 654789, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/44ca44bc65f36895abb2ad8f577139e7?s=256&d=identicon&r=PG', 'display_name': 'puk', 'link': 'https://stackoverflow.com/users/654789/puk'}",True,399,3,0,1416775365,1354831317,13753427,CC BY-SA 3.0,https://stackoverflow.com/questions/13753427/set-color-of-quickfix-arrow-in-vim-buffer,Set color of quickfix arrow in Vim buffer,1416651241.0,13770011.0,,,,,
1957,"['javascript', 'jquery', 'scroll', 'fancybox']","{'account_id': 1867776, 'reputation': 79, 'user_id': 1690895, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8d2baca0838fbea888deebdba60cf36d?s=256&d=identicon&r=PG', 'display_name': 'only_dimon', 'link': 'https://stackoverflow.com/users/1690895/only-dimon'}",True,1113,4,0,1416496287,1354611729,13699220,CC BY-SA 3.0,https://stackoverflow.com/questions/13699220/fancybox-plugin-and-window-scroll,Fancybox plugin and $(window).scroll,1354612506.0,13710621.0,,,,,
1958,"['javascript', 'backbone.js', 'simplemodal']","{'account_id': 97742, 'reputation': 1843, 'user_id': 264971, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/5ed1db74e9beeb8b1a836ac0b4cb0dc1?s=256&d=identicon&r=PG', 'display_name': 'Andy Hull', 'link': 'https://stackoverflow.com/users/264971/andy-hull'}",True,5830,6,3,1416469581,1356297040,14014718,CC BY-SA 3.0,https://stackoverflow.com/questions/14014718/how-should-i-unbind-events-in-backbone-js-view-that-opens-a-simplemodal-dialog,How should I unbind events in BackBone.js view that opens a SimpleModal dialog?,1356322622.0,,,,,,
1959,"['javascript', 'html', 'dom']","{'account_id': 91963, 'reputation': 6629, 'user_id': 252260, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/846a4ba1864c0543cbd6f1095b3e89b4?s=256&d=identicon&r=PG', 'display_name': 'Pik&#39;', 'link': 'https://stackoverflow.com/users/252260/pik'}",True,2066,3,11,1416431895,1356883116,14092151,CC BY-SA 3.0,https://stackoverflow.com/questions/14092151/cloned-node-isnt-equal-to-original-node-with-isequalnode,Cloned node isn&#39;t equal to original node (with isEqualNode),1416431895.0,18164923.0,,,,,
1960,"['javascript', 'regex']","{'account_id': 379908, 'reputation': 23618, 'user_id': 733596, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f5dcb5f94bda9396909b08cafbd82edb?s=256&d=identicon&r=PG', 'display_name': 'WHITECOLOR', 'link': 'https://stackoverflow.com/users/733596/whitecolor'}",True,1340,1,2,1416427066,1354556609,13688789,CC BY-SA 3.0,https://stackoverflow.com/questions/13688789/javascript-regex-test-if-text-contains-only-characters-from-a-set,Javascript regex: test if text contains only characters from a set,1416427066.0,13688843.0,,,,,
1961,"['javascript', 'string', 'google-chrome', 'unicode', 'null-terminated']","{'account_id': 97082, 'reputation': 363320, 'user_id': 263525, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/ec289925069b35f18f1230b90dc654e5?s=256&d=identicon&r=PG', 'display_name': 'Denys S&#233;guret', 'link': 'https://stackoverflow.com/users/263525/denys-s%c3%a9guret'}",True,23771,3,22,1416388489,1354609375,13698677,CC BY-SA 3.0,https://stackoverflow.com/questions/13698677/null-character-in-strings,Null character in strings,1416388489.0,13698720.0,,,,,
1962,"['javascript', 'jquery', 'svg', 'd3.js']","{'account_id': 1430, 'reputation': 14311, 'user_id': 1909, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/44d4d7681bfc6f7e6f0c8d606c33d832?s=256&d=identicon&r=PG', 'display_name': 'ashwnacharya', 'link': 'https://stackoverflow.com/users/1909/ashwnacharya'}",True,13325,2,9,1416376767,1355618326,13897534,CC BY-SA 3.0,https://stackoverflow.com/questions/13897534/add-names-of-the-states-to-a-map-in-d3-js,Add names of the states to a map in d3.js,,13899232.0,,,,,
1963,"['javascript', 'node.js', 'amqp']","{'account_id': 1447786, 'reputation': 122, 'user_id': 1367629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d75a5196feeaed1492cfe7d8e1310c6?s=256&d=identicon&r=PG', 'display_name': 'Mark Taylor', 'link': 'https://stackoverflow.com/users/1367629/mark-taylor'}",True,3354,2,2,1416314055,1354550389,13687018,CC BY-SA 3.0,https://stackoverflow.com/questions/13687018/testing-node-amqp-using-mocks,Testing node-amqp using mocks,,,,,,,
1964,"['javascript', 'jquery', 'html', 'css', 'jquery-mobile']","{'account_id': 135865, 'reputation': 177, 'user_id': 339004, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/13e319235f8d30a96c06867dfd8e16c0?s=256&d=identicon&r=PG', 'display_name': 'Babak Bandpay', 'link': 'https://stackoverflow.com/users/339004/babak-bandpay'}",True,350,1,1,1416007561,1356205679,14006030,CC BY-SA 3.0,https://stackoverflow.com/questions/14006030/jquery-mobile-ui-restyling-after-ajax-content-loading,jQuery Mobile: UI restyling after AJAX content loading,1416007561.0,14006085.0,,,,,
1965,"['javascript', 'refresh']","{'account_id': 2157815, 'reputation': 417, 'user_id': 1912637, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/e9026764095168f304b32f41928be80a?s=256&d=identicon&r=PG', 'display_name': 'Homie', 'link': 'https://stackoverflow.com/users/1912637/homie'}",True,1853,3,0,1415955424,1356704874,14070980,CC BY-SA 3.0,https://stackoverflow.com/questions/14070980/how-to-check-for-internet-connection-without-having-to-refresh-my-whole-page,How to check for internet connection without having to refresh my whole page,1356705759.0,14071098.0,,,,,
1966,"['javascript', 'html', 'css']","{'account_id': 1980520, 'reputation': 525, 'user_id': 1777261, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/bcccb42f7d52d60316b5d557a6b36dba?s=256&d=identicon&r=PG', 'display_name': 'Nickel', 'link': 'https://stackoverflow.com/users/1777261/nickel'}",True,22361,3,11,1415947139,1355417367,13864549,CC BY-SA 3.0,https://stackoverflow.com/questions/13864549/css-for-forcing-the-browser-to-display-scrollbar,CSS for forcing the browser to display scrollbar,1355426205.0,13864770.0,,,,,
1967,"['javascript', 'string', 'node.js', 'concatenation']","{'account_id': 1746108, 'reputation': 9199, 'user_id': 1596293, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/d2cdc784f854ad34a8b9203dc477c543?s=256&d=identicon&r=PG', 'display_name': 'Yotam', 'link': 'https://stackoverflow.com/users/1596293/yotam'}",True,252328,2,64,1415836702,1355400454,13859543,,https://stackoverflow.com/questions/13859543/fast-way-to-concatenate-strings-in-nodejs-javascript,Fast way to concatenate strings in nodeJS/JavaScript,1355400707.0,,1458679647.0,Duplicate,,,
1968,"['javascript', 'jquery', 'google-maps', 'google-maps-api-3']","{'account_id': 1176235, 'reputation': 337, 'user_id': 1152209, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/ARQLW.jpg?s=256&g=1', 'display_name': 'BrunoB', 'link': 'https://stackoverflow.com/users/1152209/brunob'}",False,1352,1,1,1415654465,1356708760,14071855,CC BY-SA 3.0,https://stackoverflow.com/questions/14071855/google-maps-not-rendering-correctly-in-modal-window,Google Maps not rendering correctly in modal window,1356709219.0,,,,,,
1969,"['javascript', 'html', 'curl']","{'account_id': 39703, 'reputation': 6652, 'user_id': 961612, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/JAG6Z.png?s=256&g=1', 'display_name': 'whoacowboy', 'link': 'https://stackoverflow.com/users/961612/whoacowboy'}",True,846,1,7,1415445181,1356740419,14127018,,https://stackoverflow.com/questions/14127018/is-there-a-way-to-use-a-command-line-tool-to-view-the-javascript-interpreted-sou,Is there a way to use a command line tool to view the JavaScript interpreted source of a web page?,1358520378.0,14127067.0,,,,,"{'other_site': {'styling': {'tag_background_color': '#FFFFFF', 'tag_foreground_color': '#1087A4', 'link_color': '#1086A4'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'meta.superuser', 'site_url': 'https://meta.superuser.com', 'name': 'Meta Super User'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=superuser.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1250553600, 'open_beta_date': 1247529600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/apple-touch-icon@2.png', 'twitter_account': 'super_user', 'favicon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/apple-touch-icon.png', 'audience': 'computer enthusiasts and power users', 'site_url': 'https://superuser.com', 'api_site_parameter': 'superuser', 'logo_url': 'https://cdn.sstatic.net/Sites/superuser/Img/logo.png', 'name': 'Super User', 'site_type': 'main_site'}, 'on_date': 1357150345, 'question_id': 525449}"
1970,"['javascript', 'svg', 'd3.js', 'transition']","{'account_id': 1112766, 'reputation': 293, 'user_id': 1102894, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/42d30b54ab3a65b597ffb18025a89a53?s=256&d=identicon&r=PG', 'display_name': 'Pat', 'link': 'https://stackoverflow.com/users/1102894/pat'}",True,5054,1,4,1415362688,1354921002,13772325,CC BY-SA 3.0,https://stackoverflow.com/questions/13772325/svg-path-element-transition-where-to-add,SVG path element .transition() - where to add?,1415362688.0,13776690.0,,,,,
1971,"['javascript', 'jquery', 'fancybox-2']","{'account_id': 1662546, 'reputation': 1484, 'user_id': 1530536, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/7da3b34425d2d72bad08061344ee4252?s=256&d=identicon&r=PG', 'display_name': 'rusly', 'link': 'https://stackoverflow.com/users/1530536/rusly'}",False,3194,1,2,1415356019,1354329273,13655810,CC BY-SA 3.0,https://stackoverflow.com/questions/13655810/set-fancybox-skin-to-fixed-size-and-center-all-images,Set fancybox-skin to fixed size and center all images,1354331163.0,,,,,,
1972,"['javascript', 'disqus']","{'account_id': 2000475, 'reputation': 19, 'user_id': 1791654, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/362f1d72c13ece68075b9f6ab4a533a9?s=256&d=identicon&r=PG', 'display_name': 'user1791654', 'link': 'https://stackoverflow.com/users/1791654/user1791654'}",True,476,1,0,1415278433,1355179336,13810565,CC BY-SA 3.0,https://stackoverflow.com/questions/13810565/disqus-not-functioning,disqus not functioning,1355261097.0,13812260.0,,,,,
1973,"['javascript', 'sql', 'sqlite', 'local-storage']","{'account_id': 1417226, 'reputation': 991, 'user_id': 1342601, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a008ac20f34b1d61cc32ad4e3a8405b?s=256&d=identicon&r=PG', 'display_name': 'Ray Vol', 'link': 'https://stackoverflow.com/users/1342601/ray-vol'}",True,7545,5,15,1415216194,1356470209,14034044,CC BY-SA 3.0,https://stackoverflow.com/questions/14034044/is-there-a-javascript-library-for-localstorage-to-emulate-sqlite,Is there a Javascript library for localStorage to emulate SQLite,,,,,,,
1974,"['javascript', 'dynamic', 'controller', 'angularjs', 'assign']","{'account_id': 395296, 'reputation': 30400, 'user_id': 758177, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/71ff646464da976f6c70e18f63bf6b96?s=256&d=identicon&r=PG', 'display_name': 'Jakob Jingleheimer', 'link': 'https://stackoverflow.com/users/758177/jakob-jingleheimer'}",True,21644,5,23,1415186462,1355880063,13944207,CC BY-SA 3.0,https://stackoverflow.com/questions/13944207/angularjs-dynamically-assign-controller-from-ng-repeat,AngularJS: dynamically assign controller from ng-repeat,,13945432.0,,,,,
1975,"['javascript', 'jquery', 'canjs', 'canjs-map']","{'account_id': 86413, 'reputation': 17430, 'user_id': 240324, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/fbca650a69e967083221d6cf84624eab?s=256&d=identicon&r=PG', 'display_name': 'Tam&#225;s Pap', 'link': 'https://stackoverflow.com/users/240324/tam%c3%a1s-pap'}",True,900,1,2,1415156315,1355742863,13913037,CC BY-SA 3.0,https://stackoverflow.com/questions/13913037/canjs-models-attr-function-and-nested-data,CanJS models: attr function and nested data,1415156315.0,13913065.0,,,,,
1976,"['javascript', 'jquery', 'google-chrome', 'internet-explorer-8']","{'account_id': 1804518, 'reputation': 940, 'user_id': 1641952, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/9zfFm.jpg?s=256&g=1', 'display_name': 'Solo Omsarashvili', 'link': 'https://stackoverflow.com/users/1641952/solo-omsarashvili'}",True,24555,4,18,1415121658,1356612950,14055096,CC BY-SA 3.0,https://stackoverflow.com/questions/14055096/preventdefault-on-keyup-event-not-working,preventDefault() on keyup event not working,1415121658.0,,,,,,
1977,"['javascript', 'jquery', 'asp.net', 'ajax', 'updatepanel']","{'account_id': 2043522, 'reputation': 220, 'user_id': 1824160, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/854c42e71869b7b5e8e17ee4848b65c0?s=256&d=identicon&r=PG', 'display_name': 'Marnik Wouters', 'link': 'https://stackoverflow.com/users/1824160/marnik-wouters'}",True,2490,3,2,1415107518,1356777217,14080816,CC BY-SA 3.0,https://stackoverflow.com/questions/14080816/reload-jquery-and-js-library,reload jquery and js library,,,,,,,
1978,"['javascript', 'html', 'css', 'xml']","{'account_id': 2072941, 'reputation': 2277, 'user_id': 1846982, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/9979071c5c3697ae9e8b8f50062a1782?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bloomberg', 'link': 'https://stackoverflow.com/users/1846982/bloomberg'}",False,416,1,-1,1415088199,1356765561,14079620,CC BY-SA 3.0,https://stackoverflow.com/questions/14079620/how-to-read-xml-in-anchor-tags-of-html-page,How to read xml in anchor tags of html page,1415088199.0,,,,,,
1979,"['javascript', 'html', 'canvas', 'kineticjs']","{'account_id': 446362, 'reputation': 5897, 'user_id': 839359, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/506ef90c3baa9060a5c3473279321310?s=256&d=identicon&r=PG', 'display_name': 'Evan', 'link': 'https://stackoverflow.com/users/839359/evan'}",True,2173,1,1,1415031582,1354898928,13767405,CC BY-SA 3.0,https://stackoverflow.com/questions/13767405/how-can-i-add-a-background-color-to-a-layer-kineticjs,how can i add a background color to a layer kineticjs?,,13767501.0,,,,,
1980,"['javascript', 'css', 'internet-explorer-8', 'radio-button']","{'account_id': 558795, 'reputation': 616, 'user_id': 921207, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6956d59694027c9b3c6c8c73f763eece?s=256&d=identicon&r=PG', 'display_name': 'Santron Manibharathi', 'link': 'https://stackoverflow.com/users/921207/santron-manibharathi'}",True,11486,3,2,1415006819,1356404603,14027329,CC BY-SA 3.0,https://stackoverflow.com/questions/14027329/radio-button-style-not-working-in-internet-explorer-8,Radio Button Style not working in Internet Explorer 8,,14027425.0,,,,,
1981,"['javascript', 'events', 'identifier']","{'account_id': 1623341, 'reputation': 169, 'user_id': 1812787, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/81b98a0cf1cc89c514b5e6b585213cb2?s=256&d=identicon&r=PG', 'display_name': 'varun Kishnani', 'link': 'https://stackoverflow.com/users/1812787/varun-kishnani'}",True,2237,2,1,1414822888,1356623171,14057302,CC BY-SA 3.0,https://stackoverflow.com/questions/14057302/event-identifiers-clientx-and-clienty,Event Identifiers - ClientX and ClientY,1414822888.0,14057502.0,,,,,
1982,"['javascript', 'overriding', 'infragistics']","{'account_id': 137268, 'reputation': 1694, 'user_id': 341335, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/d799b0a180d163a97d4d3aedc4a76b5d?s=256&d=identicon&r=PG', 'display_name': 'jumpdart', 'link': 'https://stackoverflow.com/users/341335/jumpdart'}",True,901,3,1,1414692100,1354293397,13649298,CC BY-SA 3.0,https://stackoverflow.com/questions/13649298/overriding-javascript-built-in-to-3rd-party-control-infragistics-ultrawebgrid,Overriding javascript built in to 3rd party control (infragistics UltraWebGrid),1495539791.0,13649572.0,,,,,
1983,"['javascript', 'jquery']","{'account_id': 2109097, 'reputation': 41, 'user_id': 1874731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb33d11a5d819b7f75b5e6396eeaedc9?s=256&d=identicon&r=PG', 'display_name': 'Sapna Gawande', 'link': 'https://stackoverflow.com/users/1874731/sapna-gawande'}",True,405,4,0,1414628905,1354602250,13697224,CC BY-SA 3.0,https://stackoverflow.com/questions/13697224/how-to-color-alternate-rows-in-multiple-tables,how to color alternate rows in multiple tables,1354603730.0,,,,,,
1984,"['javascript', 'time']","{'account_id': 96859, 'reputation': 3392, 'user_id': 263054, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/00zTK.jpg?s=256&g=1', 'display_name': 'Ruben', 'link': 'https://stackoverflow.com/users/263054/ruben'}",True,3129,2,5,1414582068,1356010326,13973321,CC BY-SA 3.0,https://stackoverflow.com/questions/13973321/capturing-reaction-times-using-javascript-accuracy-concerns,"Capturing reaction times using Javascript, accuracy concerns",1495542274.0,13973419.0,,,,,
1985,"['javascript', 'php', 'system-configuration']","{'account_id': 1867776, 'reputation': 79, 'user_id': 1690895, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8d2baca0838fbea888deebdba60cf36d?s=256&d=identicon&r=PG', 'display_name': 'only_dimon', 'link': 'https://stackoverflow.com/users/1690895/only-dimon'}",True,401,1,0,1414333949,1356685917,14067143,CC BY-SA 3.0,https://stackoverflow.com/questions/14067143/how-to-determine-the-configuration-of-the-users-pc,How to determine the configuration of the user&#39;s PC?,1414333949.0,14067214.0,,,,,
1986,"['javascript', 'node.js', 'amazon-web-services', 'knox-amazon-s3-client']","{'account_id': 431038, 'reputation': 191, 'user_id': 814830, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9d6fb992b7f09dfcd8da1f0f972bdee5?s=256&d=identicon&r=PG', 'display_name': 'Logick', 'link': 'https://stackoverflow.com/users/814830/logick'}",True,2421,1,2,1414325304,1356344834,14020065,CC BY-SA 3.0,https://stackoverflow.com/questions/14020065/problems-downloading-a-binary-file-with-aws-sdk,Problems downloading a binary file with aws-sdk,1414325304.0,,,,,,
1987,"['javascript', 'html', 'button', 'toggle']","{'account_id': 1810727, 'reputation': 43, 'user_id': 1646851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6210ad72ee31a99e88b4a90cbaf19537?s=256&d=identicon&r=PG', 'display_name': 'Kyle', 'link': 'https://stackoverflow.com/users/1646851/kyle'}",True,14419,2,1,1414100716,1356815654,14085979,CC BY-SA 3.0,https://stackoverflow.com/questions/14085979/javascript-toggle-button-that-changes-div-visibility-and-toggles-button-text,"Javascript toggle button that changes div visibility, and toggles button text",1356820286.0,,,,,,
1988,['javascript'],"{'account_id': 2191048, 'reputation': 21, 'user_id': 1938083, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53d28f48573d3faa30457b65f114ceb6?s=256&d=identicon&r=PG', 'display_name': 'Sanchita', 'link': 'https://stackoverflow.com/users/1938083/sanchita'}",True,13978,5,2,1414085491,1356882299,14092055,CC BY-SA 3.0,https://stackoverflow.com/questions/14092055/how-to-set-focus-in-a-textfield,How to set Focus in a textfield,1356883767.0,,,,,,
1989,"['javascript', 'jquery', 'html', 'css', 'highcharts']","{'account_id': 339898, 'reputation': 1716, 'user_id': 669642, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/05306ef1c8481acf664fd811793c620d?s=256&d=identicon&r=PG', 'display_name': 'Adam Magaluk', 'link': 'https://stackoverflow.com/users/669642/adam-magaluk'}",True,1022,1,2,1413981295,1356362574,14023062,CC BY-SA 3.0,https://stackoverflow.com/questions/14023062/highcharts-lines-not-being-drawn-until-browser-is-resized,Highcharts lines not being drawn until browser is resized,1413981295.0,14042264.0,,,,,
1990,"['javascript', 'jquery', 'css', 'scroll', 'swipe']","{'account_id': 1904646, 'reputation': 47, 'user_id': 1719764, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/5c211b226f4e11bbdf064dda24069fa9?s=256&d=identicon&r=PG', 'display_name': 'Bertel', 'link': 'https://stackoverflow.com/users/1719764/bertel'}",True,5094,2,3,1413925743,1354808624,13747215,CC BY-SA 3.0,https://stackoverflow.com/questions/13747215/jquery-custom-content-scroller-cant-swipe-on-ipad-when-touching-scrollable-are,jQuery custom content scroller: Can&#39;t swipe on ipad when touching scrollable area,1365065076.0,,,,,,
1991,"['javascript', 'jquery', 'html', 'jquery-selectors']","{'account_id': 422964, 'reputation': 32606, 'user_id': 802050, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/b64ecf035c26728e5e3635b940d2cd38?s=256&d=identicon&r=PG', 'display_name': 'M Sach', 'link': 'https://stackoverflow.com/users/802050/m-sach'}",True,1583,4,14,1413925611,1356188677,14003873,CC BY-SA 3.0,https://stackoverflow.com/questions/14003873/best-way-to-optimize-jquery-selector-and-why,Best way to optimize jQuery selector and why?,1356192889.0,14003983.0,,,,,
1992,"['javascript', 'twitter', 'cross-domain', 'facebook-javascript-sdk']","{'account_id': 1131315, 'reputation': 69, 'user_id': 1117315, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://graph.facebook.com/1530982589/picture?type=large', 'display_name': 'Ed Roman', 'link': 'https://stackoverflow.com/users/1117315/ed-roman'}",False,3698,1,0,1413883408,1355199212,13813518,CC BY-SA 3.0,https://stackoverflow.com/questions/13813518/unsafe-javascript-attempt-to-access-frame-with-url-when-using-twitter-facebook,Unsafe JavaScript attempt to access frame with URL when using Twitter/Facebook,,,,,,,
1993,"['php', 'javascript', 'jquery', 'cakephp-2.0', 'colorbox']","{'account_id': 1493716, 'reputation': 163, 'user_id': 1400149, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a71b95574c469cc2da498c9e0af75876?s=256&d=identicon&r=PG', 'display_name': 'Cake PHP', 'link': 'https://stackoverflow.com/users/1400149/cake-php'}",True,5706,1,1,1413802607,1354612773,13699527,CC BY-SA 3.0,https://stackoverflow.com/questions/13699527/how-to-disable-the-click-on-overlay-to-close-colorbox,How to disable the click on overlay to close Colorbox?,1413802607.0,13699717.0,,,,,
1994,"['javascript', 'html', 'html-select']","{'account_id': 2003177, 'reputation': 16363, 'user_id': 1793718, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b7e248ec60fb7f8c8e353025aad7e059?s=256&d=identicon&r=PG', 'display_name': 'Lucky', 'link': 'https://stackoverflow.com/users/1793718/lucky'}",True,48086,3,0,1413622914,1355983056,13966150,CC BY-SA 3.0,https://stackoverflow.com/questions/13966150/how-to-get-the-selected-value-from-dropdown-list-through-javascript-and-set-the,How to get the selected value from dropdown list through javascript and set the value selected in java bean?,1413622914.0,14035726.0,,,,,
1995,"['javascript', 'mongodb', 'meteor']","{'account_id': 2147283, 'reputation': 495, 'user_id': 1904647, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/e0ee736db689f33d67a4ecc2aecdc190?s=256&d=identicon&r=PG', 'display_name': 'ajyang818', 'link': 'https://stackoverflow.com/users/1904647/ajyang818'}",True,14336,2,9,1413529798,1356312877,14016149,CC BY-SA 3.0,https://stackoverflow.com/questions/14016149/meteor-mongo-finding-and-updating-certain-elements-in-a-collection,Meteor/Mongo: Finding and updating certain elements in a collection,,14016179.0,,,,,
1996,"['javascript', 'jquery', 'json', 'synchronous']","{'account_id': 1885155, 'reputation': 1121, 'user_id': 1704515, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/a26635c0ff43391fd12c75d0a782a105?s=256&d=identicon&r=PG', 'display_name': 'Dorukcan Kişin', 'link': 'https://stackoverflow.com/users/1704515/dorukcan-ki%c5%9fin'}",True,3744,4,1,1413138587,1354399781,13664240,CC BY-SA 3.0,https://stackoverflow.com/questions/13664240/parsing-json-synchronously-from-url-in-javascript,Parsing json synchronously from url in javascript,1413138587.0,13664664.0,,,,,
1997,"['javascript', 'css', 'caching', 'refresh']","{'account_id': 1915971, 'reputation': 599, 'user_id': 1728560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a29ab1fa2afedff73b3a266f785809e?s=256&d=identicon&r=PG', 'display_name': 'Guigoz', 'link': 'https://stackoverflow.com/users/1728560/guigoz'}",True,11268,3,10,1413109390,1356022678,13976975,CC BY-SA 3.0,https://stackoverflow.com/questions/13976975/refresh-css-file-in-cache-with-version-xxx,Refresh CSS file in cache with ?version=XXX,,13977100.0,,,,,
1998,"['javascript', 'requirejs']","{'account_id': 1754525, 'reputation': 3828, 'user_id': 1602864, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/PqDXe.png?s=256&g=1', 'display_name': 'nirazul', 'link': 'https://stackoverflow.com/users/1602864/nirazul'}",False,384,1,3,1413042714,1355818951,13928917,CC BY-SA 3.0,https://stackoverflow.com/questions/13928917/minify-requirejs-modules-that-were-loaded-afterwards,Minify RequireJS modules that were loaded afterwards,,,,,,,
