,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id,community_owned_date,migrated_from,locked_date
1713,"['asp.net', 'javascript', 'ajax']","{'account_id': 85219, 'reputation': 6264, 'user_id': 237743, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/yiKrN.jpg?s=256&g=1', 'display_name': 'Anil Namde', 'link': 'https://stackoverflow.com/users/237743/anil-namde'}",True,1045,,2,1,1264337312,1263889864,2092108,CC BY-SA 2.5,https://stackoverflow.com/questions/2092108/ajax-request-application-x-www-form-urlencoded-params,Ajax request : application/x-www-form-urlencoded params,,,,2092165.0,,,
1714,['javascript'],"{'account_id': 37884, 'reputation': 15701, 'user_id': 108448, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/620d4d8ec857b915057847eeb7f248b9?s=256&d=identicon&r=PG', 'display_name': 'jerone', 'link': 'https://stackoverflow.com/users/108448/jerone'}",True,319,,3,3,1264332125,1263249722,2045486,CC BY-SA 2.5,https://stackoverflow.com/questions/2045486/supporting-multiple-javascript-libraries-in-one-script,Supporting multiple JavaScript libraries in one script,,,,2126815.0,,,
1715,['javascript'],"{'account_id': 23047, 'reputation': 18657, 'user_id': 57465, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/bbcd354836cd6c2d5043e0f2489a1380?s=256&d=identicon&r=PG', 'display_name': 'Peter McG', 'link': 'https://stackoverflow.com/users/57465/peter-mcg'}",True,2116,,1,2,1264330924,1264327700,2126639,CC BY-SA 2.5,https://stackoverflow.com/questions/2126639/simple-javascript-string-replace-call-results-in-internalerror-too-much-recurs,Simple JavaScript String.replace.call results in &quot;InternalError: too much recursion&quot;,,,,2126664.0,,,
1716,"['php', 'javascript', 'ajax']","{'account_id': 32367, 'reputation': 7253, 'user_id': 89752, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/377d44d45030f5c2b4f5ec95cc97fc6d?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/89752/ali'}",True,260,,2,0,1264324832,1264323096,2126501,CC BY-SA 2.5,https://stackoverflow.com/questions/2126501/urls-for-results-of-ajax-requests,Urls for results of Ajax requests,,,,2126539.0,,,
1717,"['javascript', 'variables']","{'account_id': 92080, 'reputation': 2047, 'user_id': 252529, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/7a4591b294cf011d469a992d3bd53149?s=256&d=identicon&r=PG', 'display_name': 'Choy', 'link': 'https://stackoverflow.com/users/252529/choy'}",True,30762,,4,5,1264315485,1264308287,2125993,CC BY-SA 2.5,https://stackoverflow.com/questions/2125993/setting-document-body-classname-as-a-variable,Setting document.body.className as a variable,,,,2126003.0,,,
1718,"['javascript', 'time', 'sync', 'clock']","{'account_id': 94334, 'reputation': 851, 'user_id': 257617, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/62b6654e2c873c0fd4c21a5c920d443a?s=256&d=identicon&r=PG', 'display_name': 'Peleke', 'link': 'https://stackoverflow.com/users/257617/peleke'}",True,2722,,1,3,1264315205,1264291859,2125314,CC BY-SA 2.5,https://stackoverflow.com/questions/2125314/world-time-clock-with-dst-support-and-server-sync,World time clock with DST support and server sync,,1264294898.0,,,,,
1719,['javascript'],"{'account_id': 91022, 'reputation': 1913, 'user_id': 250178, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/216e126a605014b06d7a121f68053ca7?s=256&d=identicon&r=PG', 'display_name': 'lewisqic', 'link': 'https://stackoverflow.com/users/250178/lewisqic'}",True,2562,,3,1,1264314114,1264312828,2126129,CC BY-SA 2.5,https://stackoverflow.com/questions/2126129/javascript-how-to-change-form-fields-value-with-single-click,Javascript: how to change form fields value with single click,,,,2126140.0,,,
1720,"['javascript', 'objective-c', 'cocoa', 'macos', 'webkit']","{'account_id': 16163, 'reputation': 11027, 'user_id': 34934, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/49756adee7cc8a8a3b80c85639ff3d82?s=256&d=identicon&r=PG', 'display_name': 'Todd Ditchendorf', 'link': 'https://stackoverflow.com/users/34934/todd-ditchendorf'}",True,3916,,4,2,1264297956,1264288604,2125139,CC BY-SA 2.5,https://stackoverflow.com/questions/2125139/how-to-programmatically-set-the-value-of-a-webkit-password-text-field,How to programmatically set the value of a WebKit password text field?,,1264297956.0,,2125405.0,,,
1721,"['asp.net', 'javascript', 'regex', 'validation']","{'account_id': 57539, 'reputation': 12718, 'user_id': 172359, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/5e175feb0a9092abd02950f4973d376a?s=256&d=identicon&r=PG', 'display_name': 'ElHaix', 'link': 'https://stackoverflow.com/users/172359/elhaix'}",True,1446,,2,0,1264296231,1264294159,2125409,CC BY-SA 2.5,https://stackoverflow.com/questions/2125409/asp-net-regularexpression-validator-parsing-bug,ASP.Net RegularExpression Validator - Parsing bug,,1264296231.0,,2125426.0,,,
1722,"['javascript', 'jquery', 'css']","{'account_id': 881001, 'reputation': 121, 'user_id': 255817, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/ee38d3d407a3728188ff7549c948b555?s=256&d=identicon&r=PG', 'display_name': 'Dr.Flow', 'link': 'https://stackoverflow.com/users/255817/dr-flow'}",True,1338,,2,2,1264295366,1264293758,2125389,CC BY-SA 2.5,https://stackoverflow.com/questions/2125389/how-to-get-class-names,How to get class names?,,1264294917.0,,2125450.0,,,
1723,"['php', 'javascript', 'html']","{'account_id': 94324, 'reputation': 187, 'user_id': 257605, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8d2bf05643ff8ca558a43ec1c5bfc78e?s=256&d=identicon&r=PG', 'display_name': 'Claudiu', 'link': 'https://stackoverflow.com/users/257605/claudiu'}",True,1689,,2,2,1264295123,1264290487,2125256,CC BY-SA 2.5,https://stackoverflow.com/questions/2125256/getelementbyid-value-returns-nothing,getElementById().value returns nothing,,1264295123.0,,2125274.0,,,
1724,"['javascript', 'jquery', 'css', 'modal-dialog', 'overlay']","{'account_id': 64600, 'reputation': 25488, 'user_id': 190623, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ded2adc034647d0e934806583137ecdd?s=256&d=identicon&r=PG', 'display_name': 'Gandalf StormCrow', 'link': 'https://stackoverflow.com/users/190623/gandalf-stormcrow'}",True,599,,2,2,1264288504,1264288130,2125105,CC BY-SA 2.5,https://stackoverflow.com/questions/2125105/problems-with-modal-window-background,problems with modal window/background,,,,2125115.0,,,
1725,"['javascript', 'ruby-on-rails', 'partial-postback', 'inplace-editing']","{'account_id': 1877, 'reputation': 24027, 'user_id': 2590, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/7ada38e9a6ef3216363a7e17880d0137?s=256&d=identicon&r=PG', 'display_name': 'Matt Rogish', 'link': 'https://stackoverflow.com/users/2590/matt-rogish'}",True,733,,1,3,1264276738,1264128586,2114649,CC BY-SA 2.5,https://stackoverflow.com/questions/2114649/rails-in-place-editor-but-no-postback,Rails: In-place editor but no postback?,,,,2124491.0,,,
1726,"['javascript', 'function']","{'account_id': 584315, 'reputation': 3, 'user_id': 257499, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/9f96d9d2880d928e137632dd8c4a7aaa?s=256&d=identicon&r=PG', 'display_name': 'Dutchie', 'link': 'https://stackoverflow.com/users/257499/dutchie'}",True,79,,2,0,1264270019,1264269890,2124109,CC BY-SA 2.5,https://stackoverflow.com/questions/2124109/javascript-problem,Javascript problem,,,,2124117.0,,,
1727,"['c#', 'javascript', 'xmpp', 'ejabberd']","{'account_id': 6587, 'reputation': 6184, 'user_id': 11137, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c3deb6fdcec3c213e83a4aa7192ce8d3?s=256&d=identicon&r=PG', 'display_name': 'Dested', 'link': 'https://stackoverflow.com/users/11137/dested'}",True,6252,,1,4,1264269592,1264228627,2122394,CC BY-SA 2.5,https://stackoverflow.com/questions/2122394/xmpp-c-interaction,XMPP C# Interaction,,,,2124092.0,,,
1728,"['javascript', 'xul', 'firefox-addon']","{'account_id': 69125, 'reputation': 60, 'user_id': 201300, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c9ad3502a8b88ca42321b340294e4ea?s=256&d=identicon&r=PG', 'display_name': 'pmoosh', 'link': 'https://stackoverflow.com/users/201300/pmoosh'}",True,687,,1,0,1264269248,1264215057,2121870,CC BY-SA 2.5,https://stackoverflow.com/questions/2121870/using-popupnode-in-a-javascript-firefox-extension,using popupNode in a javascript firefox extension,,,,2124071.0,,,
1729,"['javascript', 'jquery']","{'account_id': 584294, 'reputation': 11, 'user_id': 257445, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/708bac967abf7fbc9501fedd395bf9af?s=256&d=identicon&r=PG', 'display_name': 'Nick Leigh', 'link': 'https://stackoverflow.com/users/257445/nick-leigh'}",True,761,,3,1,1264269245,1264261754,2123691,CC BY-SA 2.5,https://stackoverflow.com/questions/2123691/jquery-write-on-the-fly-in-a-div,Jquery write on the fly in a div,,1264262162.0,,,,,
1730,"['javascript', 'iphone', 'touch']","{'account_id': 26150, 'reputation': 617, 'user_id': 67791, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/0ba62a8f31b5ab276240edb47a82d144?s=256&d=identicon&r=PG', 'display_name': 'webwise', 'link': 'https://stackoverflow.com/users/67791/webwise'}",True,301,,2,2,1264264720,1264261929,2123701,CC BY-SA 2.5,https://stackoverflow.com/questions/2123701/on-an-iphone-web-application-how-do-i-disable-the-rectangle-that-appears-around,on an iPhone web application: how do I disable the rectangle that appears around a DIV when a user touches and holds it?,,,,2123840.0,,,
1731,"['javascript', 'css', 'xhtml']","{'account_id': 30799, 'reputation': 144745, 'user_id': 84201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cce99e9bf6154703d8ecdf474a750bd?s=256&d=identicon&r=PG', 'display_name': 'Jitendra Vyas', 'link': 'https://stackoverflow.com/users/84201/jitendra-vyas'}",True,271,,4,3,1264259349,1264258289,2123530,CC BY-SA 2.5,https://stackoverflow.com/questions/2123530/what-is-the-real-benefit-of-using-external-css-and-js-in-terms-of-page-loading-s,What is the real benefit of using external css and js in terms of page loading speed?,,,,2123538.0,,,
1732,"['javascript', 'jquery', 'jquery-plugins', 'jquery-autocomplete']","{'account_id': 56519, 'reputation': 22268, 'user_id': 169277, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/66e2fa2e7f25d50d67a5a6acde7a5716?s=256&d=identicon&r=PG', 'display_name': 'ant', 'link': 'https://stackoverflow.com/users/169277/ant'}",True,1582,,1,1,1264253576,1264206422,2121472,CC BY-SA 3.0,https://stackoverflow.com/questions/2121472/jquery-autocomplete-with-jquery-1-4,Jquery autocomplete with jquery 1.4,,1495535256.0,,2123282.0,,,
1733,"['c#', 'javascript', 'asp.net-ajax', 'file-upload']","{'account_id': 26373, 'reputation': 44154, 'user_id': 68571, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/Yw9Lg.png?s=256&g=1', 'display_name': 'VansFannel', 'link': 'https://stackoverflow.com/users/68571/vansfannel'}",True,695,,1,1,1264250943,1264179627,2118944,CC BY-SA 2.5,https://stackoverflow.com/questions/2118944/asp-net-fileupload-doesnt-work-on-ajax-updatepanel,Asp.Net FileUpload doesn&#39;t work on Ajax UpdatePanel,,1264250943.0,,2119002.0,,,
1734,"['javascript', 'ajax', 'api', 'loader']","{'account_id': 18709, 'reputation': 28400, 'user_id': 43140, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/1ashu.jpg?s=256&g=1', 'display_name': 'Mark Bell', 'link': 'https://stackoverflow.com/users/43140/mark-bell'}",True,623,,1,3,1264249624,1264248326,2123072,CC BY-SA 2.5,https://stackoverflow.com/questions/2123072/does-the-google-ajax-api-loader-have-any-advantage-over-direct-link-to-google-ho,Does the Google AJAX API Loader have any advantage over direct link to Google hosted files via script tag?,,,,2123101.0,,,
1735,"['php', 'javascript', 'ajax']","{'account_id': 583858, 'reputation': 11, 'user_id': 256638, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/753c50f6c0d42200a73dbffca23fe424?s=256&d=identicon&r=PG', 'display_name': 'shashank', 'link': 'https://stackoverflow.com/users/256638/shashank'}",True,6062,,3,1,1264247592,1264233026,2122529,CC BY-SA 2.5,https://stackoverflow.com/questions/2122529/assigning-the-result-of-a-javascript-confirm-box-to-a-php-variable,Assigning the result of a JavaScript confirm box to a PHP variable,,1264245187.0,,,,,
1736,"['javascript', 'jquery']","{'account_id': 37715, 'reputation': 9985, 'user_id': 107922, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/04d84045d7103686077babe11c315b55?s=256&d=identicon&r=PG', 'display_name': 'amit', 'link': 'https://stackoverflow.com/users/107922/amit'}",True,115,,1,0,1264245719,1264245402,2122939,CC BY-SA 2.5,https://stackoverflow.com/questions/2122939/javascript-validation-query,javascript validation query,,,,2122950.0,,,
1737,"['javascript', 'jquery']","{'account_id': 71344, 'reputation': 75792, 'user_id': 206446, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d084e44bfe1566d87abf80d1f6c0b8a4?s=256&d=identicon&r=PG', 'display_name': 'ajsie', 'link': 'https://stackoverflow.com/users/206446/ajsie'}",True,121,,2,1,1264244914,1264244397,2122898,CC BY-SA 2.5,https://stackoverflow.com/questions/2122898/execute-a-jquery-plugin,execute a jquery plugin?,,,,2122917.0,,,
1738,"['javascript', 'ajax', 'internet-explorer']","{'account_id': 88264, 'reputation': 1, 'user_id': 244254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8977ef4b3cdd837984853cf303e6ab6d?s=256&d=identicon&r=PG', 'display_name': 'Jackson Gomes', 'link': 'https://stackoverflow.com/users/244254/jackson-gomes'}",False,270,,2,0,1264239481,1262726086,2009139,CC BY-SA 2.5,https://stackoverflow.com/questions/2009139/ie7-does-not-execute-events-if-control-does-not-lose-focus,IE7+ does not execute events if control does not lose focus,,1262862519.0,,,,,
1739,"['php', 'javascript']","{'account_id': 583858, 'reputation': 11, 'user_id': 256638, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/753c50f6c0d42200a73dbffca23fe424?s=256&d=identicon&r=PG', 'display_name': 'shashank', 'link': 'https://stackoverflow.com/users/256638/shashank'}",True,585,,1,-2,1264235020,1264234401,2122576,CC BY-SA 2.5,https://stackoverflow.com/questions/2122576/assigning-the-result-of-a-jsp-confirm-box-to-a-php-variable,assigning the result of a jsp confirm box to a php variable,,1264234815.0,,,,,
1740,['javascript'],"{'account_id': 72232, 'reputation': 3274, 'user_id': 208651, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/8ccd1773a536c8e914eb7faf2cfd515b?s=256&d=identicon&r=PG', 'display_name': 'Jibu P C_Adoor', 'link': 'https://stackoverflow.com/users/208651/jibu-p-c-adoor'}",True,558,,3,0,1264234648,1264233063,2122530,CC BY-SA 2.5,https://stackoverflow.com/questions/2122530/is-there-any-way-to-make-a-date-object-in-12-hour-mode-in-javascript,Is there any way to make a date object in 12 hour mode in javascript,,,,,,,
1741,"['php', 'javascript', 'mysql', 'hover', 'onmouseover']","{'account_id': 87654, 'reputation': 12115, 'user_id': 242934, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/8SwEk.png?s=256&g=1', 'display_name': 'Doug Molineux', 'link': 'https://stackoverflow.com/users/242934/doug-molineux'}",True,568,,1,0,1264230255,1264229531,2122431,CC BY-SA 2.5,https://stackoverflow.com/questions/2122431/how-to-make-a-onmouseover-work-in-mysql-catalog,How to make a onmouseover work in mysql catalog,,,,2122451.0,,,
1742,"['php', 'javascript', 'image', 'function', 'positioning']","{'account_id': 87654, 'reputation': 12115, 'user_id': 242934, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/8SwEk.png?s=256&g=1', 'display_name': 'Doug Molineux', 'link': 'https://stackoverflow.com/users/242934/doug-molineux'}",True,153,,1,0,1264229067,1264133824,2114911,CC BY-SA 2.5,https://stackoverflow.com/questions/2114911/problems-with-javascript-php-image-positioning-system,Problems with javascript/php image positioning system,,,,2122410.0,,,
1743,['javascript'],"{'account_id': 93677, 'reputation': 1973, 'user_id': 1337403, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/ec8a25025917688b1808f29961d4c728?s=256&d=identicon&r=PG', 'display_name': 'Linda', 'link': 'https://stackoverflow.com/users/1337403/linda'}",True,84,,2,0,1264228082,1264226790,2122325,CC BY-SA 2.5,https://stackoverflow.com/questions/2122325/javascript-syntax-problem,javascript syntax problem,,1264226875.0,,2122375.0,,,
1744,"['javascript', 'ajax', 'http']","{'account_id': 40898, 'reputation': 9954, 'user_id': 118697, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/W1dHb.jpg?s=256&g=1', 'display_name': 'Chad Levy', 'link': 'https://stackoverflow.com/users/118697/chad-levy'}",True,291,,2,1,1264206382,1264203324,2121290,CC BY-SA 2.5,https://stackoverflow.com/questions/2121290/testing-internet-connectivity-problems-such-as-hangs-and-timeouts-with-javascrip,Testing Internet connectivity problems such as hangs and timeouts with Javascript,,,,2121419.0,,,
1745,"['javascript', 'utf-8', 'character-encoding', 'internationalization']","{'account_id': 17408, 'reputation': 25026, 'user_id': 38940, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/bOQNB.jpg?s=256&g=1', 'display_name': 'Tom Smykowski', 'link': 'https://stackoverflow.com/users/38940/tom-smykowski'}",True,9282,,3,5,1264205065,1264161708,2117024,CC BY-SA 2.5,https://stackoverflow.com/questions/2117024/change-encoding-from-utf-8-to-iso-8859-2-in-javascript,Change encoding from UTF-8 to ISO-8859-2 in Javascript,,1264162604.0,,2117195.0,,,
1746,"['javascript', 'bookmarklet']","{'account_id': 48179, 'reputation': 47424, 'user_id': 143030, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7ab1baf18a91ab4055923c5fd01d68a2?s=256&d=identicon&r=PG', 'display_name': 'JasonDavis', 'link': 'https://stackoverflow.com/users/143030/jasondavis'}",True,688,,1,0,1264202035,1264199254,2120997,CC BY-SA 2.5,https://stackoverflow.com/questions/2120997/javascript-browser-bookmarklet,Javascript browser Bookmarklet,,,,2121020.0,,,
1747,"['javascript', 'jquery', 'facebook']","{'account_id': 24553, 'reputation': 14628, 'user_id': 62539, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/09dae57dd154198e0479c5aeb7c5b4d8?s=256&d=identicon&r=PG', 'display_name': 'MedicineMan', 'link': 'https://stackoverflow.com/users/62539/medicineman'}",True,1804,,2,0,1264201359,1264035935,2106231,CC BY-SA 2.5,https://stackoverflow.com/questions/2106231/cant-figure-out-how-to-make-calls-against-the-facebook-apiclient-in-the-js-libr,Can&#39;t figure out how to make calls against the Facebook ApiClient in the js library,,,,2121160.0,,,
1748,"['asp.net', 'javascript', 'jquery', 'printing']","{'account_id': 40606, 'reputation': 15354, 'user_id': 117658, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/kwZT6.jpg?s=256&g=1', 'display_name': 'Jack Marchetti', 'link': 'https://stackoverflow.com/users/117658/jack-marchetti'}",True,285,,2,0,1264196657,1264195255,2120608,CC BY-SA 2.5,https://stackoverflow.com/questions/2120608/how-to-pass-dymanicaly-generated-reults-into-a-print-friendly-new-window,How to pass dymanicaly generated reults into a print friendly new window,,,,2120766.0,,,
1749,"['javascript', 'jquery', 'callback']","{'account_id': 80408, 'reputation': 1785, 'user_id': 227411, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/0ca53020970b2487bef857004a68f814?s=256&d=identicon&r=PG', 'display_name': 'Jared', 'link': 'https://stackoverflow.com/users/227411/jared'}",True,72,,1,0,1264192839,1264192325,2120291,CC BY-SA 2.5,https://stackoverflow.com/questions/2120291/how-can-i-make-use-of-a-javascript-variable-across-two-separate-functions,How can I make use of a JavaScript variable across two separate functions?,,1264192839.0,,2120333.0,,,
1750,"['javascript', 'regex']","{'account_id': 50226, 'reputation': 1038, 'user_id': 149761, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/48ba7b405fa33819989a1f722c3c6a85?s=256&d=identicon&r=PG', 'display_name': 'Marc', 'link': 'https://stackoverflow.com/users/149761/marc'}",True,417,,4,0,1264189619,1264188057,2119827,CC BY-SA 2.5,https://stackoverflow.com/questions/2119827/better-regex-to-extract-googlevideo-id-from-url,Better RegEx to extract GoogleVideo ID from URL,,1264188316.0,,2119858.0,,,
1751,"['javascript', 'web-services', 'parallel-processing']","{'account_id': 33531, 'reputation': 3284, 'user_id': 93955, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/bef65b2b000273e8be0cd674f5c2258c?s=256&d=identicon&r=PG', 'display_name': 'Andres', 'link': 'https://stackoverflow.com/users/93955/andres'}",True,2756,,5,5,1264189422,1263392858,2057284,CC BY-SA 2.5,https://stackoverflow.com/questions/2057284/javascript-parallelism,javascript parallelism,,1264189422.0,,2057308.0,,,
1752,"['javascript', 'ruby-on-rails', 'ajax', 'checkbox', 'onclick']","{'account_id': 167302, 'reputation': 21, 'user_id': 392012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb96d0de33a0090af575872dc5b1b3b1?s=256&d=identicon&r=PG', 'display_name': 'brett1211', 'link': 'https://stackoverflow.com/users/392012/brett1211'}",False,777,,2,0,1264189173,1263982533,2100528,CC BY-SA 2.5,https://stackoverflow.com/questions/2100528/checkboxes-patently-refuse-to-submit-information-onclick-help,Checkboxes patently refuse to submit information onclick- HELP,,1264008156.0,,,,,
1753,"['javascript', 'dom', 'dhtml']","{'account_id': 23219, 'reputation': 2019, 'user_id': 58013, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/5837e8178f814e28840d32fc8601c52d?s=256&d=identicon&r=PG', 'display_name': 'Praesagus', 'link': 'https://stackoverflow.com/users/58013/praesagus'}",True,587,,1,0,1264189074,1264188384,2119866,CC BY-SA 2.5,https://stackoverflow.com/questions/2119866/create-a-range-or-html-fragment-in-ie-from-a-string,Create a range or html fragment in IE from a string,,1264189074.0,,,,,
1754,"['javascript', 'html', 'templating']","{'account_id': 30060, 'reputation': 5193, 'user_id': 81711, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/7499fdb2459b0285e70df56c0a9d968f?s=256&d=identicon&r=PG', 'display_name': 'DLS', 'link': 'https://stackoverflow.com/users/81711/dls'}",True,8909,,5,28,1264186825,1264119707,2114050,CC BY-SA 2.5,https://stackoverflow.com/questions/2114050/good-practices-for-writing-html-in-javascript,Good practices for writing HTML in Javascript,,1264125563.0,,2114095.0,,,
1755,"['javascript', 'jquery', 'html']","{'account_id': 37230, 'reputation': 48899, 'user_id': 106403, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/f1b5c7b9929c4817935dd2a159314155?s=256&d=identicon&r=PG', 'display_name': 'Gabe', 'link': 'https://stackoverflow.com/users/106403/gabe'}",True,12983,,2,1,1264185007,1264181998,2119220,CC BY-SA 2.5,https://stackoverflow.com/questions/2119220/check-the-parent-checkbox-with-jquery,Check the parent checkbox with jQuery,,1264185007.0,,2119275.0,,,
1756,"['javascript', 'jquery']","{'account_id': 93354, 'reputation': 83, 'user_id': 255448, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/aaaf5534ec3df6b2df3b4f8017ed6c98?s=256&d=identicon&r=PG', 'display_name': 'sonny5', 'link': 'https://stackoverflow.com/users/255448/sonny5'}",True,101,,2,0,1264184960,1264184109,2119437,CC BY-SA 2.5,https://stackoverflow.com/questions/2119437/problem-with-display-of-jquery-menu,Problem with Display of jQuery Menu,,1264184791.0,,2119516.0,,,
1757,"['php', 'javascript', 'jquery']","{'account_id': 30799, 'reputation': 144745, 'user_id': 84201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cce99e9bf6154703d8ecdf474a750bd?s=256&d=identicon&r=PG', 'display_name': 'Jitendra Vyas', 'link': 'https://stackoverflow.com/users/84201/jitendra-vyas'}",True,128,,6,1,1264182712,1264171564,2117980,CC BY-SA 2.5,https://stackoverflow.com/questions/2117980/preventing-jquery-from-loading,Preventing jQuery from Loading,,1264173057.0,,,,,
1758,['javascript'],"{'account_id': 12523, 'reputation': 4886, 'user_id': 24708, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/544e2e76286098a2c64c3638401d2191?s=256&d=identicon&r=PG', 'display_name': 'jmccartie', 'link': 'https://stackoverflow.com/users/24708/jmccartie'}",True,145,,1,3,1264181987,1264181866,2119206,CC BY-SA 2.5,https://stackoverflow.com/questions/2119206/only-load-javascript-if-supported,Only Load Javascript if Supported,,,,2119219.0,,,
1759,"['javascript', 'facebook']","{'account_id': 89188, 'reputation': 3319, 'user_id': 246207, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/387db8f41181e1298df027126bb857c9?s=256&d=identicon&r=PG', 'display_name': 'JPvdMerwe', 'link': 'https://stackoverflow.com/users/246207/jpvdmerwe'}",True,941,,2,2,1264180819,1264179483,2118927,CC BY-SA 2.5,https://stackoverflow.com/questions/2118927/what-does-this-code-do,What does this code do?,,1264180136.0,,2119091.0,,,
1760,"['asp.net', 'javascript', 'url-encoding']","{'account_id': 162898, 'reputation': 4918, 'user_id': 384670, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/560403b5eee12ac22a7a83c478ba0483?s=256&d=identicon&r=PG', 'display_name': 'M Katz', 'link': 'https://stackoverflow.com/users/384670/m-katz'}",True,6067,,3,2,1264180290,1264146473,2115796,CC BY-SA 2.5,https://stackoverflow.com/questions/2115796/when-assigning-location-href-please-explain-url-encoding-in-asp-net-and-firefo,"when assigning location.href, please explain url encoding (in asp.net and firefox)",,1264168602.0,,2115810.0,,,
1761,"['javascript', 'jquery']","{'account_id': 583878, 'reputation': 23, 'user_id': 256694, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/3d74e48c531bb6410d0678a8f6c04ad0?s=256&d=identicon&r=PG', 'display_name': 'test', 'link': 'https://stackoverflow.com/users/256694/test'}",True,2191,,2,1,1264178971,1264175963,2118504,CC BY-SA 2.5,https://stackoverflow.com/questions/2118504/javascript-find-control-id,javascript find control id,,1264178971.0,,,,,
