,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
2309,"['javascript', 'jquery', 'ajax']","{'account_id': 22702491, 'reputation': 197, 'user_id': 16869702, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mB8Yv.png?s=256&g=1', 'display_name': 'Meet Gondaliya', 'link': 'https://stackoverflow.com/users/16869702/meet-gondaliya'}",True,34,,,1,0,1645881385,1645880237,71276858,CC BY-SA 4.0,https://stackoverflow.com/questions/71276858/cant-browse-through-dictionary-in-javascript,Cant browse through Dictionary in Javascript,71276977.0,,,,
2310,"['javascript', 'django', 'd3.js']","{'account_id': 22691296, 'reputation': 69, 'user_id': 16860162, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwq8YLmsbL8CWQkEFVdN1AHPkpxieXAyIIw7apM=k-s256', 'display_name': 'ymantan', 'link': 'https://stackoverflow.com/users/16860162/ymantan'}",False,55,,,0,0,1645880682,1645880682,71276902,CC BY-SA 4.0,https://stackoverflow.com/questions/71276902/d3js-get-the-name-of-the-data-when-it-hovers,D3js Get the name of the data when it hovers,,,,,
2311,"['javascript', 'html', 'css', 'vue.js', 'bootstrap-vue']","{'account_id': 19893496, 'reputation': 11, 'user_id': 14575015, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/706418aaab7e92bd004deb35c4c334ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Srusti thakkar', 'link': 'https://stackoverflow.com/users/14575015/srusti-thakkar'}",False,30,,,0,0,1645880641,1644939044,71129099,CC BY-SA 4.0,https://stackoverflow.com/questions/71129099/how-to-get-bootstrapvue-dropdown-width-befor-opening-a-dropdown,How to get BootstrapVue dropdown width befor opening a dropdown,,1645880641.0,,,
2312,"['javascript', 'api', 'relationship', 'strapi']","{'account_id': 22141213, 'reputation': 75, 'user_id': 16391209, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f6f50d38592e2ba746bef48fb5785fea?s=256&d=identicon&r=PG&f=1', 'display_name': 'AlekseiK', 'link': 'https://stackoverflow.com/users/16391209/alekseik'}",True,2192,,,2,1,1645880639,1645876636,71276427,CC BY-SA 4.0,https://stackoverflow.com/questions/71276427/strapi-post-api-for-content-type-with-relational-fields,Strapi POST api for content-type with relational fields,71276897.0,1645877161.0,,,
2313,"['javascript', 'html']","{'account_id': 10058168, 'reputation': 39, 'user_id': 7970706, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lHu3Hcqt8G8/AAAAAAAAAAI/AAAAAAAADRk/WYxjmv1xPO4/photo.jpg?sz=256', 'display_name': 'Mohammad Alnahhas', 'link': 'https://stackoverflow.com/users/7970706/mohammad-alnahhas'}",False,302,,,2,0,1645880448,1645878709,71276674,CC BY-SA 4.0,https://stackoverflow.com/questions/71276674/unable-to-queryselector-html-elements-dynamically-created-by-js,Unable to queryselector HTML elements dynamically created by JS,,,,,
2314,"['javascript', 'reactjs', 'frontend', 'web-frontend']","{'account_id': 23054599, 'reputation': 19, 'user_id': 17170830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2f11f3f61a56f48a0724fa4d343259a?s=256&d=identicon&r=PG', 'display_name': 'Evan', 'link': 'https://stackoverflow.com/users/17170830/evan'}",False,26,,,1,0,1645880416,1645876451,71276410,CC BY-SA 4.0,https://stackoverflow.com/questions/71276410/browser-routers-dont-render-pages,Browser Routers don`t render pages,,,,,
2315,"['javascript', 'shader', 'webgl', 'fragment-shader', 'vertex-shader']","{'account_id': 11262797, 'reputation': 111, 'user_id': 8260599, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ba41dbb448d1ce937a2b9809f5eecf9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hasan Altınbaş', 'link': 'https://stackoverflow.com/users/8260599/hasan-alt%c4%b1nba%c5%9f'}",False,64,,,0,0,1645880365,1645880365,71276873,CC BY-SA 4.0,https://stackoverflow.com/questions/71276873/how-can-i-get-result-of-math-operation-in-webgl-shader,How Can I Get Result of Math Operation in WebGL Shader,,,,,
2316,['javascript'],"{'account_id': 19431714, 'reputation': 47, 'user_id': 14211983, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Fwp31N1jB0w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn39PIPemVryLuRkTuGIvAmeEifqA/photo.jpg?sz=256', 'display_name': 'John Lloyd Detomal', 'link': 'https://stackoverflow.com/users/14211983/john-lloyd-detomal'}",True,65,,,1,1,1645880299,1645878573,71276657,CC BY-SA 4.0,https://stackoverflow.com/questions/71276657/how-to-loop-inside-in-javascript,how to loop inside &#39;&#39; in javascript,71276743.0,1645880299.0,,,
2317,"['javascript', 'reduce']","{'account_id': 17523683, 'reputation': 297, 'user_id': 12709180, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dfa525afe395cacdca7172a63956836?s=256&d=identicon&r=PG&f=1', 'display_name': 'Honey Singh', 'link': 'https://stackoverflow.com/users/12709180/honey-singh'}",True,67,,,2,0,1645880178,1645879302,71276749,CC BY-SA 4.0,https://stackoverflow.com/questions/71276749/javascript-reduce-with-objects,JavaScript Reduce with Objects,71276834.0,1645880178.0,,,
2318,"['javascript', 'node.js', 'reactjs', 'typescript', 'local-storage']","{'account_id': 24102348, 'reputation': 523, 'user_id': 18074016, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg7vHTMBbR3FSKR4sQTVCR3_H_LpQl42wL4u_WorQ=k-s256', 'display_name': 'Jerin', 'link': 'https://stackoverflow.com/users/18074016/jerin'}",True,87,,,1,0,1645880139,1645879481,71276768,CC BY-SA 4.0,https://stackoverflow.com/questions/71276768/my-local-storage-is-not-working-i-am-trying-to-push-values-but-i-got-empty,"My local storage is not working, I am trying to push values but I got empty",71276843.0,1645880048.0,,,
2319,"['javascript', 'reactjs', 'next.js', 'uniswap']","{'account_id': 3904817, 'reputation': 11176, 'user_id': 3231778, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/PlsOt.jpg?s=256&g=1', 'display_name': 'Evandro Pomatti', 'link': 'https://stackoverflow.com/users/3231778/evandro-pomatti'}",False,181,,,0,1,1645879770,1645879770,71276807,CC BY-SA 4.0,https://stackoverflow.com/questions/71276807/uniswap-widget-and-next-js-widgets-js-not-supported,Uniswap Widget and Next.js - widgets.js not supported,,,,,
2320,"['javascript', 'reactjs', 'react-hooks']","{'account_id': 16300709, 'reputation': 63, 'user_id': 11771910, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-0VmQgDhd80g/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf8LlO81NsWsYeZIcFKfCd2EW2cAQ/photo.jpg?sz=256', 'display_name': 'Wes', 'link': 'https://stackoverflow.com/users/11771910/wes'}",False,137,,,1,-1,1645879671,1645834564,71273042,CC BY-SA 4.0,https://stackoverflow.com/questions/71273042/react-passing-object-and-callback-as-props,React Passing object and callback as props,,1645879671.0,,,
2321,"['javascript', 'jquery', 'ajax']","{'account_id': 17880895, 'reputation': 177, 'user_id': 12989704, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tDesb.jpg?s=256&g=1', 'display_name': 'ven', 'link': 'https://stackoverflow.com/users/12989704/ven'}",False,50,,,0,0,1645879034,1645879034,71276712,CC BY-SA 4.0,https://stackoverflow.com/questions/71276712/how-to-redirect-to-page-with-history-api-on-popstate-when-submit-a-form-with-aja,How to redirect to page with history API on popstate when submit a form with ajax?,,,,,
2322,"['javascript', 'node.js', 'azure', 'express', 'azure-blob-storage']","{'account_id': 22401943, 'reputation': 43, 'user_id': 16612220, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhI67xGXSNXVnanWK6tZRY39geijTiJew2ycyIJ=k-s256', 'display_name': 'Shreyas Phadnis', 'link': 'https://stackoverflow.com/users/16612220/shreyas-phadnis'}",True,90,,,1,0,1645878950,1645876838,71276446,CC BY-SA 4.0,https://stackoverflow.com/questions/71276446/error-with-async-code-design-unhandledpromiserejectionwarning-error-err-http,"Error with async code design. UnhandledPromiseRejectionWarning: Error [ERR_HTTP_HEADERS_SENT],",71276702.0,,,,
2323,"['javascript', 'html', 'css', 'html5-audio', 'mobile-website']","{'account_id': 24382894, 'reputation': 1, 'user_id': 18314130, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d1b7f6da8171545fc515dd6fa48499a?s=256&d=identicon&r=PG', 'display_name': 'navyredfox', 'link': 'https://stackoverflow.com/users/18314130/navyredfox'}",False,265,,,1,0,1645878793,1645861139,71274889,CC BY-SA 4.0,https://stackoverflow.com/questions/71274889/audio-player-on-mobile,Audio player on mobile,,,,,
2324,"['javascript', 'typescript', 'eslint', 'tslint', 'javascript-import']","{'account_id': 16984422, 'reputation': 21, 'user_id': 12285537, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCE8HetwEeEY5XGikPvCgnH0KNy2RzWsBZL9Hbk=k-s256', 'display_name': 'Vahan Harutyunyan', 'link': 'https://stackoverflow.com/users/12285537/vahan-harutyunyan'}",False,709,,,1,2,1645878737,1645779103,71263291,CC BY-SA 4.0,https://stackoverflow.com/questions/71263291/eslint-manually-control-absolute-and-relative-imports,Eslint: Manually control absolute and relative imports,,,,,
2325,"['javascript', 'css', 'reactjs', 'material-ui']","{'user_type': 'does_not_exist', 'display_name': 'user18178012'}",True,141,,,1,0,1645878575,1645871597,71275910,CC BY-SA 4.0,https://stackoverflow.com/questions/71275910/media-query-issues-after-using-mui-library-in-react,Media Query Issues after Using MUI Library in React,71276658.0,,,,
2326,['javascript'],"{'account_id': 20910636, 'reputation': 3, 'user_id': 15361616, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xLe72.png?s=256&g=1', 'display_name': 'Zcarlet', 'link': 'https://stackoverflow.com/users/15361616/zcarlet'}",True,32,,,3,-1,1645878523,1645877529,71276531,CC BY-SA 4.0,https://stackoverflow.com/questions/71276531/how-to-delete-the-second-word-using-as-separator-on-java-script,How to delete the second word using : as separator on java script,71276654.0,1645877683.0,,,
2327,"['javascript', 'frontend', 'monaco-editor']","{'account_id': 24378557, 'reputation': 1, 'user_id': 18310505, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8bd337920391de035ccee25b73de9c6?s=256&d=identicon&r=PG', 'display_name': 'walid haddad', 'link': 'https://stackoverflow.com/users/18310505/walid-haddad'}",False,161,,,1,0,1645878519,1645807583,71269062,CC BY-SA 4.0,https://stackoverflow.com/questions/71269062/monaco-editor-uncaught-syntaxerror-invalid-regular-expression-nothi,Monaco editor Uncaught SyntaxError: Invalid regular expression: /^*-+:*$/: Nothing to repeat,,1645878180.0,,,
2328,"['javascript', 'alfresco']","{'account_id': 13049376, 'reputation': 3, 'user_id': 18246406, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-xh9qNRtNl2E/AAAAAAAAAAI/AAAAAAAAAGg/DAGPonQphO0/photo.jpg?sz=256', 'display_name': 'luiz paulo teixeira juvencio', 'link': 'https://stackoverflow.com/users/18246406/luiz-paulo-teixeira-juvencio'}",True,40,,,1,0,1645878508,1645208132,71178123,CC BY-SA 4.0,https://stackoverflow.com/questions/71178123/validate-document-name-inside-an-alfresco-folder,Validate document name inside an Alfresco folder,71276543.0,1645878508.0,,,
2329,"['javascript', 'reactjs']","{'account_id': 12225294, 'reputation': 1356, 'user_id': 8923126, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qT9Qa.jpg?s=256&g=1', 'display_name': 'Zain Khan', 'link': 'https://stackoverflow.com/users/8923126/zain-khan'}",True,33,,,1,1,1645878317,1645877958,71276589,CC BY-SA 4.0,https://stackoverflow.com/questions/71276589/array-items-sorting-in-javascript,Array items sorting in javascript,,,,,
2330,"['javascript', 'node.js', 'routes', 'nestjs']","{'account_id': 12022743, 'reputation': 534, 'user_id': 8795687, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b84f4b024966484e729dfc0ea179f2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'fransyozef', 'link': 'https://stackoverflow.com/users/8795687/fransyozef'}",False,200,,,1,1,1645878177,1645867908,71275513,CC BY-SA 4.0,https://stackoverflow.com/questions/71275513/nestjs-route-exclude-file-extensions,nestjs route exclude file extensions,,,,,
2331,"['javascript', 'php', 'arrays', 'performance', 'lua']","{'account_id': 22639896, 'reputation': 43, 'user_id': 16816224, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3a8729e80a1de26a24683439a898aa1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noob', 'link': 'https://stackoverflow.com/users/16816224/noob'}",True,38,,,1,0,1645878082,1645875315,71276291,CC BY-SA 4.0,https://stackoverflow.com/questions/71276291/why-javascript-is-behaving-differently,why JavaScript is behaving differently,71276601.0,,,,
2332,"['javascript', 'visual-studio']","{'account_id': 24385206, 'reputation': 1, 'user_id': 18316094, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhciAePjNwNH092ZHdI-AwqdTekWb0Wj4CHwhBeLw=k-s256', 'display_name': 'Abdukarim Daulet', 'link': 'https://stackoverflow.com/users/18316094/abdukarim-daulet'}",False,59,,,0,0,1645877998,1645877998,71276596,CC BY-SA 4.0,https://stackoverflow.com/questions/71276596/no-problems-have-been-detected-in-the-workspace-so-far-java-script-code,No problems have been detected in the workspace so far Java Script Code,,,,,
2333,"['javascript', 'arrays', 'sorting', 'bubble-sort']","{'account_id': 24385159, 'reputation': 1, 'user_id': 18316051, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghv1qrTfdh_paCFxt54JE0oJ26ls_oPsmrtg-fAFg=k-s256', 'display_name': 'adel romany', 'link': 'https://stackoverflow.com/users/18316051/adel-romany'}",False,67,,,0,0,1645877942,1645877942,71276585,CC BY-SA 4.0,https://stackoverflow.com/questions/71276585/bubble-sort-visualization-help-in-js,Bubble sort visualization help in js,,,,,
2334,"['javascript', 'reactjs', 'react-hooks']","{'account_id': 24378166, 'reputation': 31, 'user_id': 18310169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/757e7bdfb6861bed6c84153113e5b410?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/18310169/chris'}",False,28,,,0,0,1645877794,1645877794,71276570,CC BY-SA 4.0,https://stackoverflow.com/questions/71276570/graphql-query-navigate-map,"Graphql query, navigate, map",,,,,
2335,"['javascript', 'ajax', 'fullcalendar', 'fullcalendar-4']","{'account_id': 8144340, 'reputation': 663, 'user_id': 6133426, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/XPjWW.jpg?s=256&g=1', 'display_name': 'FiddlingAway', 'link': 'https://stackoverflow.com/users/6133426/fiddlingaway'}",True,160,,,1,-1,1645877185,1645810909,71269741,CC BY-SA 4.0,https://stackoverflow.com/questions/71269741/fullcalendar-extraparams-in-events-and-eventsources-not-being-read-from-elemen,Fullcalendar - extraParams in events and eventsources not being read from element.value,71276482.0,,,,
2336,"['javascript', 'html', 'jquery', 'css', 'iframe']","{'account_id': 24384138, 'reputation': 1, 'user_id': 18315194, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyysfaWfyhXUkQICcL_iewhpIESr_PGBHKTwhgt=k-s256', 'display_name': 'Iam Groot', 'link': 'https://stackoverflow.com/users/18315194/iam-groot'}",False,600,,,0,0,1645877076,1645877076,71276471,CC BY-SA 4.0,https://stackoverflow.com/questions/71276471/iframe-logging-error-cant-read-property-contentwindow-of-null,iframe logging error &#39; can&#39;t read property &#39;contentWindow&#39; of null,,,,,
2337,"['javascript', 'reactjs', 'react-native']","{'account_id': 19787018, 'reputation': 643, 'user_id': 14490784, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-hzCM7c2MkeA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclocELBS30Q176hb6M91qTOljk9MA/s96-c/photo.jpg?sz=256', 'display_name': 'CODEforDREAM', 'link': 'https://stackoverflow.com/users/14490784/codefordream'}",False,115,,,0,0,1645877032,1645876489,71276412,CC BY-SA 4.0,https://stackoverflow.com/questions/71276412/how-to-make-spring-animation-on-flatlist-item-react-native,How to make spring animation on &#39;FlatList&#39; item react native,,1645877032.0,,,
2338,"['javascript', 'node.js', 'reactjs', 'next.js', 'fs']","{'account_id': 24200947, 'reputation': 47, 'user_id': 18158783, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiJF3_E-AS0MZk8ifPPGSqITuThrIfy1K5smYJG=k-s256', 'display_name': 'Shivam Mishra', 'link': 'https://stackoverflow.com/users/18158783/shivam-mishra'}",True,358,,,1,3,1645876759,1645873088,71276084,CC BY-SA 4.0,https://stackoverflow.com/questions/71276084/node-js-fs-is-showing-undefined-on-console-log,Node js fs is showing undefined on console.log,71276436.0,1645875213.0,,,
2339,"['javascript', 'mysql', 'node.js', 'express', 'graphql']","{'account_id': 24353837, 'reputation': 21, 'user_id': 18289321, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e63dbc5aaaa7c25c5c380291e4918a66?s=256&d=identicon&r=PG', 'display_name': 'invoidable', 'link': 'https://stackoverflow.com/users/18289321/invoidable'}",True,156,,,2,0,1645876667,1645860351,71274823,CC BY-SA 4.0,https://stackoverflow.com/questions/71274823/graphql-cant-receive-mysql-data,GraphQL can&#39;t receive mysql data,,1645871402.0,,,
2340,"['javascript', 'css', 'animation', 'overflow']","{'account_id': 23549376, 'reputation': 21, 'user_id': 17592333, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67d4312ef7d9b9956e925c1fe06e1845?s=256&d=identicon&r=PG', 'display_name': 'Bagnom', 'link': 'https://stackoverflow.com/users/17592333/bagnom'}",False,409,,,0,1,1645876490,1645800298,71267522,CC BY-SA 4.0,https://stackoverflow.com/questions/71267522/css-left-to-right-reappear-left-animation,"CSS left to right, reappear left animation",,1645876490.0,,,
2341,"['javascript', 'angular', 'typescript', 'module', 'export']","{'account_id': 9848634, 'reputation': 82, 'user_id': 7295359, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/5ff59d78b39e8438d2128251e17e985d?s=256&d=identicon&r=PG&f=1', 'display_name': 'seems', 'link': 'https://stackoverflow.com/users/7295359/seems'}",True,407,,,1,1,1645876021,1645871570,71275907,CC BY-SA 4.0,https://stackoverflow.com/questions/71275907/module-export-in-typescript-import-json-list,module.export in typescript. import json list,71276370.0,,,,
2342,"['javascript', 'node.js', 'typescript', 'amazon-s3', 'tsc']","{'account_id': 5353218, 'reputation': 580, 'user_id': 4266752, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/63d13d4c609c5d5161c892beea78a803?s=256&d=identicon&r=PG&f=1', 'display_name': 'newprogrammer', 'link': 'https://stackoverflow.com/users/4266752/newprogrammer'}",True,159,,,2,0,1645875778,1645837699,71273266,CC BY-SA 4.0,https://stackoverflow.com/questions/71273266/best-way-to-handle-uninitialised-class-values-in-typescript-object-is-possibly,Best way to handle uninitialised class values in TypeScript - Object is possibly &#39;null&#39;,71273898.0,1645875778.0,,,
2343,"['javascript', 'node.js']","{'account_id': 23565031, 'reputation': 53, 'user_id': 17605888, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c13ca62bb8549935bd7ce13af67b0e2d?s=256&d=identicon&r=PG', 'display_name': 'Boellner', 'link': 'https://stackoverflow.com/users/17605888/boellner'}",False,37,,,0,1,1645875281,1645875281,71276284,CC BY-SA 4.0,https://stackoverflow.com/questions/71276284/unit-testing-a-class-export,unit testing a class export,,,,,
2344,"['javascript', 'image-resizing']","{'account_id': 16177650, 'reputation': 31, 'user_id': 11679899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/999e4c0817887157e175f019c914f4e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'r.mousavi', 'link': 'https://stackoverflow.com/users/11679899/r-mousavi'}",False,26,,,0,1,1645875242,1645875242,71276278,CC BY-SA 4.0,https://stackoverflow.com/questions/71276278/problem-with-reducing-the-size-of-images-before-sending-them-to-the-server,Problem with reducing the size of images before sending them to the server?,,,,,
2345,"['javascript', 'charts', 'chart.js']","{'account_id': 23940068, 'reputation': 1, 'user_id': 17933318, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ac3eb88791b6321b91c461535f6b817?s=256&d=identicon&r=PG', 'display_name': 'Debede', 'link': 'https://stackoverflow.com/users/17933318/debede'}",False,157,,,0,0,1645874764,1645874764,71276232,CC BY-SA 4.0,https://stackoverflow.com/questions/71276232/chart-js-scatter-chart-bounds-data-issue,Chart.js Scatter Chart bounds: &#39;data&#39; Issue,,,,,
2346,"['javascript', 'html']","{'account_id': 22392365, 'reputation': 91, 'user_id': 16604189, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjUJs1xTotllGChYDaiPxB9z23bz8rXwok2EEoQ=k-s256', 'display_name': 'S&#252;leyman Eminbəyli', 'link': 'https://stackoverflow.com/users/16604189/s%c3%bcleyman-eminb%c9%99yli'}",False,556,,,2,1,1645874620,1645870087,71275735,CC BY-SA 4.0,https://stackoverflow.com/questions/71275735/how-to-add-text-to-html-input-field-on-conditional-statements-using-javascript,How to add text to HTML input field on conditional statements using JavaScript?,,,,,
2347,"['javascript', 'firebase', 'google-cloud-firestore', 'transactions']","{'account_id': 3034425, 'reputation': 173, 'user_id': 2572844, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vdxa6.jpg?s=256&g=1', 'display_name': 'MartinJ', 'link': 'https://stackoverflow.com/users/2572844/martinj'}",True,744,,,2,2,1645874589,1645462057,71210025,CC BY-SA 4.0,https://stackoverflow.com/questions/71210025/how-do-you-create-a-new-firestore-document-within-a-transaction,How do you create a new Firestore document within a transaction,71210076.0,1645462318.0,,,
2348,"['javascript', 'html']","{'account_id': 17553344, 'reputation': 205, 'user_id': 12733309, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fbFEf.jpg?s=256&g=1', 'display_name': 'piseynir', 'link': 'https://stackoverflow.com/users/12733309/piseynir'}",False,19,,,0,0,1645873841,1645873841,71276142,,https://stackoverflow.com/questions/71276142/javascript-get-elements-by-class-name-and-change-with-inner-html,Javascript get elements by class name and change with inner html,,,1645874225.0,Duplicate,
2349,"['javascript', 'html', 'css', 'django', 'web']","{'account_id': 15211068, 'reputation': 93, 'user_id': 10975865, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-YQEFT197sBA/AAAAAAAAAAI/AAAAAAAACTc/bkSruoxQU58/photo.jpg?sz=256', 'display_name': 'ThuggyTM', 'link': 'https://stackoverflow.com/users/10975865/thuggytm'}",False,215,,,2,1,1645873582,1645862923,71275041,CC BY-SA 4.0,https://stackoverflow.com/questions/71275041/create-a-timer-which-resets-itself-after-24-hours-but-doesnt-get-restarted-afte,Create a timer which resets itself after 24 hours but doesn&#39;t get restarted after the page is reset,,,,,
2350,"['javascript', 'reactjs', 'react-hooks']","{'account_id': 9124260, 'reputation': 75, 'user_id': 11751526, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OZBB4.png?s=256&g=1', 'display_name': 'Amit Dhaterwal', 'link': 'https://stackoverflow.com/users/11751526/amit-dhaterwal'}",True,190,,,2,2,1645873137,1645872160,71275988,CC BY-SA 4.0,https://stackoverflow.com/questions/71275988/why-this-useeffect-first-one-doesnt-run-on-dependency-change,why this useEffect (first one) doesn&#39;t run on dependency change?,,,,,
2351,"['javascript', 'node.js', 'jwt', 'express-jwt']","{'account_id': 21250011, 'reputation': 231, 'user_id': 15632327, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a09312541129fbd223d6bfcf6b1a4745?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nour Mawla', 'link': 'https://stackoverflow.com/users/15632327/nour-mawla'}",True,67,,,1,1,1645872976,1645872501,71276037,CC BY-SA 4.0,https://stackoverflow.com/questions/71276037/node-js-pass-the-role-as-a-string-to-the-jwt-verification-function,Node Js pass the role as a string to the JWT verification function,71276074.0,,,,
2352,"['javascript', 'reactjs']","{'account_id': 10756589, 'reputation': 360, 'user_id': 7914355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/960ee836e9df29390d79586b2f188f10?s=256&d=identicon&r=PG&f=1', 'display_name': 'Samson Liu', 'link': 'https://stackoverflow.com/users/7914355/samson-liu'}",True,1593,,,1,1,1645872213,1645864668,71275199,CC BY-SA 4.0,https://stackoverflow.com/questions/71275199/react-useref-not-updating-consistently-for-conditionally-rendered-elements,React useRef not updating consistently for conditionally rendered elements,71275995.0,,,,
2353,"['javascript', 'axios', 'postman']","{'account_id': 10197294, 'reputation': 31, 'user_id': 7528734, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3953e8f55d7f208b1b70b9d658b786c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel Lubryka', 'link': 'https://stackoverflow.com/users/7528734/daniel-lubryka'}",False,919,,,3,3,1645872085,1645814192,71270335,CC BY-SA 4.0,https://stackoverflow.com/questions/71270335/axios-returns-error-503-but-postman-returns-correct-result,Axios returns error 503 but postman returns correct result,,,,,
2354,['javascript'],"{'account_id': 13314044, 'reputation': 7, 'user_id': 9611118, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0b5069aa94fb1c4e97292747dc63bc9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adrian', 'link': 'https://stackoverflow.com/users/9611118/adrian'}",False,57,,,3,-2,1645872077,1645832100,71272801,CC BY-SA 4.0,https://stackoverflow.com/questions/71272801/where-i-am-going-wrong-with-some-javascript,where I am going wrong with some javascript?,,1645872077.0,,,
2355,"['javascript', 'node.js', 'nodes', 'destructor', 'destructuring']","{'user_type': 'does_not_exist', 'display_name': 'user18275091'}",True,1306,,,1,2,1645871895,1645870555,71275797,CC BY-SA 4.0,https://stackoverflow.com/questions/71275797/remove-null-value-while-destructoring-the-data-in-node-js-javascript,remove null value while destructoring the data in node js / javascript,71275950.0,,,,
2356,"['javascript', 'php', 'wordpress', 'plugins']","{'account_id': 24383312, 'reputation': 21, 'user_id': 18314497, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh2cNR7qHaTbz4TpGoX2vULpfd_QTElitM9jHhabA=k-s256', 'display_name': 'salini angappan', 'link': 'https://stackoverflow.com/users/18314497/salini-angappan'}",False,38,,,0,1,1645871805,1645870900,71275827,CC BY-SA 4.0,https://stackoverflow.com/questions/71275827/how-to-get-activate-particular-conversation-chat,How to get activate particular conversation chat,,1645871805.0,,,
2357,"['javascript', 'node.js', 'reactjs', 'typescript', 'express']","{'account_id': 24102348, 'reputation': 523, 'user_id': 18074016, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg7vHTMBbR3FSKR4sQTVCR3_H_LpQl42wL4u_WorQ=k-s256', 'display_name': 'Jerin', 'link': 'https://stackoverflow.com/users/18074016/jerin'}",False,590,,,1,1,1645871650,1645870548,71275794,CC BY-SA 4.0,https://stackoverflow.com/questions/71275794/is-it-possible-to-set-localstorage-from-backend-to-frontend-react-js,Is it possible to set localstorage from backend to frontend react js?,,1645871650.0,,,
